COD_LOJA;COD_PRODUTO;DESCRICAO_PRODUTO;DEPARTAMENTO;SECAO;COMPRADOR;FORNECEDOR_PRINCIPAL;FORMA_ABASTECIMENTO;EMB_COMPRA;EMB_TRANSF;ESTQ_DISP_LOJA;ESTQ_FISICO_LOJA;ESTQ_RESERVADO_LOJA;ESTQ_MIN_PADRAO;ESTQ_MAX_PADRAO;ESTQ_MIN_PONTO_EXTRA;ESTQ_MAX_PONTO_EXTRA;PONTOS_EXTRAS_ATIVOS;ESTQ_MIN_TOTAL;ESTQ_MAX_TOTAL;ESTQ_DISP_TOTAL_CD;ESTQ_DISP_CD15;ESTQ_DISP_CD16;ESTQ_DISP_CD50;VDA_30D_QTD;VDA_30D_VALOR;MEDIA_VDA_DIA;DIAS_ESTOQUE_LOJA;DIAS_ESTOQUE_REDE;PEND_COMPRA_FORNEC;PEND_EXPEDICAO_CD;EM_TRANSITO_CD_LOJA;TOTAL_PEND_RECEBER;DIAS_COB_COM_PENDENTES;STATUS_RUPTURA
13;2020;CAFE VACUO MELITTA 500G EXTRA FORTE;MERCEARIA;MERCEARIA SECA;WERTER;10368 - MELITTA DO BRASIL E COMERCIO LTDA.;M;20;20;5;5;0;12;32;0;0;0;12;32;401;400;0;1;50;1399,62;1,67;3;243,1;0;0;0;0;3;4 - ABAIXO DO MINIMO (TEM SALDO NO CD / SEM PEDIDO)
3;853;REFRIG FANTA PET 600ML UVA;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;M;6;6;86;86;0;110;170;0;0;0;110;170;0;0;0;0;293;1318,67;9,77;8,8;8,8;0;0;0;0;8,8;5 - ABAIXO DO MINIMO (CD ZERADO / SEM PEDIDO COMPRA)
4;853;REFRIG FANTA PET 600ML UVA;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;M;6;6;54;54;0;58;94;0;0;0;58;94;0;0;0;0;176;816,64;5,87;9,2;9,2;0;0;0;0;9,2;5 - ABAIXO DO MINIMO (CD ZERADO / SEM PEDIDO COMPRA)
5;853;REFRIG FANTA PET 600ML UVA;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;M;6;6;11;11;0;12;18;0;0;0;12;18;0;0;0;0;30;133,3;1;11;11;0;0;0;0;11;5 - ABAIXO DO MINIMO (CD ZERADO / SEM PEDIDO COMPRA)
6;853;REFRIG FANTA PET 600ML UVA;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;M;6;6;18;18;0;30;48;0;0;0;30;48;0;0;0;0;100;443,8;3,33;5,4;5,4;0;0;0;0;5,4;5 - ABAIXO DO MINIMO (CD ZERADO / SEM PEDIDO COMPRA)
7;853;REFRIG FANTA PET 600ML UVA;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;M;6;6;27;27;0;28;46;0;0;0;28;46;0;0;0;0;87;398,33;2,9;9,3;9,3;0;0;0;0;9,3;5 - ABAIXO DO MINIMO (CD ZERADO / SEM PEDIDO COMPRA)
8;853;REFRIG FANTA PET 600ML UVA;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;M;6;6;17;17;0;18;30;0;0;0;18;30;0;0;0;0;49;221,91;1,63;10,4;10,4;0;0;0;0;10,4;5 - ABAIXO DO MINIMO (CD ZERADO / SEM PEDIDO COMPRA)
11;853;REFRIG FANTA PET 600ML UVA;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;M;6;6;8;8;0;28;46;0;0;0;28;46;0;0;0;0;88;404,12;2,93;2,7;2,7;0;0;0;0;2,7;5 - ABAIXO DO MINIMO (CD ZERADO / SEM PEDIDO COMPRA)
12;853;REFRIG FANTA PET 600ML UVA;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;M;6;6;43;43;0;64;100;0;0;0;64;100;0;0;0;0;202;890,78;6,73;6,4;6,4;0;0;0;0;6,4;5 - ABAIXO DO MINIMO (CD ZERADO / SEM PEDIDO COMPRA)
13;853;REFRIG FANTA PET 600ML UVA;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;M;6;6;12;12;0;16;28;0;0;0;16;28;0;0;0;0;10;42,3;,33;36,4;36,4;0;0;0;0;36,4;5 - ABAIXO DO MINIMO (CD ZERADO / SEM PEDIDO COMPRA)
2;853;REFRIG FANTA PET 600ML UVA;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;M;6;6;23;23;0;34;58;0;0;0;34;58;0;0;0;0;91;415,89;3,03;7,6;7,6;30;0;0;30;17,5;6 - ABAIXO DO MINIMO (COM PEDIDO/TRANSITO A CAMINHO)
2;2799;FAROFA MANDIOCA YOKI 400G TRADICIONAL;MERCEARIA;MERCEARIA SECA;NIDAL;3527 - FABIANO ZAFFALON E CIA LTDA;M;24;24;337;337;0;102;150;240;360;1;342;510;576;576;0;0;167;1351,23;5,57;60,5;163,9;0;168;0;168;90,7;6 - ABAIXO DO MINIMO (COM PEDIDO/TRANSITO A CAMINHO)
6;899;REFRIG FANTA UVA LT 350ML;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;M;6;6;31;31;0;34;52;0;0;0;34;52;74;74;0;0;108;369,42;3,6;8,6;29,2;0;60;0;60;25,3;6 - ABAIXO DO MINIMO (COM PEDIDO/TRANSITO A CAMINHO)
7;17315;DESOD ROLLON REXONA 50ML V8;PERFUMARIA E LIMPEZA;PERFUMARIA;BATISTA;5894 - UNIDASUL DISTRIBUIDORA ALIMENTICIA S/A;M;12;12;19;19;0;22;34;0;0;0;22;34;1032;1032;0;0;25;248,25;,83;22,9;1266,3;0;0;12;12;37,3;6 - ABAIXO DO MINIMO (COM PEDIDO/TRANSITO A CAMINHO)
11;2799;FAROFA MANDIOCA YOKI 400G TRADICIONAL;MERCEARIA;MERCEARIA SECA;NIDAL;3527 - FABIANO ZAFFALON E CIA LTDA;M;24;24;306;306;0;102;150;240;360;1;342;510;576;576;0;0;192;1567,68;6,4;47,8;137,8;0;0;192;192;77,8;6 - ABAIXO DO MINIMO (COM PEDIDO/TRANSITO A CAMINHO)
12;899;REFRIG FANTA UVA LT 350ML;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;M;6;6;37;37;0;48;78;0;0;0;48;78;74;74;0;0;117;394,33;3,9;9,5;28,5;0;60;36;96;34,1;6 - ABAIXO DO MINIMO (COM PEDIDO/TRANSITO A CAMINHO)
12;2799;FAROFA MANDIOCA YOKI 400G TRADICIONAL;MERCEARIA;MERCEARIA SECA;NIDAL;3527 - FABIANO ZAFFALON E CIA LTDA;M;24;24;305;305;0;66;90;240;360;1;306;450;576;576;0;0;318;2586,32;10,6;28,8;83,1;0;144;0;144;42,4;6 - ABAIXO DO MINIMO (COM PEDIDO/TRANSITO A CAMINHO)
13;19312;COT HASTES FLEX COTTONBABY C 75;PERFUMARIA E LIMPEZA;PERFUMARIA;BATISTA;6567 - HIGIE-PLUS INDUSTRIA E COM.LTDA;M;72;72;40;40;0;44;116;0;0;0;44;116;792;792;0;0;139;532,81;4,63;8,6;179,7;0;0;72;72;24,2;6 - ABAIXO DO MINIMO (COM PEDIDO/TRANSITO A CAMINHO)
17;2047;CAFE SOL IGUACU LT LV200G PG190G TRAD;MERCEARIA;MERCEARIA SECA;WERTER;8702 - CAFE TRES CORACOES S.A;M;12;12;78;78;0;82;130;0;0;0;82;130;3168;3168;0;0;195;5165,55;6,5;12;499,4;0;48;0;48;19,4;6 - ABAIXO DO MINIMO (COM PEDIDO/TRANSITO A CAMINHO)
18;899;REFRIG FANTA UVA LT 350ML;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;M;6;6;14;14;0;22;28;0;0;0;22;28;74;74;0;0;65;220,85;2,17;6,5;40,6;0;60;12;72;39,6;6 - ABAIXO DO MINIMO (COM PEDIDO/TRANSITO A CAMINHO)
18;812;REFRIG FANTA UVA PET 2L;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;M;8;8;51;51;0;52;84;0;0;0;52;84;336;336;0;0;186;1634,94;6,2;8,2;62,4;0;32;0;32;13,4;6 - ABAIXO DO MINIMO (COM PEDIDO/TRANSITO A CAMINHO)
18;19312;COT HASTES FLEX COTTONBABY C 75;PERFUMARIA E LIMPEZA;PERFUMARIA;BATISTA;6567 - HIGIE-PLUS INDUSTRIA E COM.LTDA;M;72;72;56;56;0;66;138;0;0;0;66;138;792;792;0;0;167;641,33;5,57;10,1;152,2;0;72;0;72;23;6 - ABAIXO DO MINIMO (COM PEDIDO/TRANSITO A CAMINHO)
1;812;REFRIG FANTA UVA PET 2L;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;M;8;8;14;14;0;12;20;0;0;0;12;20;336;336;0;0;48;421,92;1,6;8,8;218,8;0;8;0;8;13,8;8 - REGULAR / NORMAL
1;2047;CAFE SOL IGUACU LT LV200G PG190G TRAD;MERCEARIA;MERCEARIA SECA;WERTER;8702 - CAFE TRES CORACOES S.A;M;12;12;21;21;0;10;22;0;0;0;10;22;3168;3168;0;0;9;238,41;,3;70;10630;0;0;0;0;70;8 - REGULAR / NORMAL
2;812;REFRIG FANTA UVA PET 2L;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;M;8;8;124;124;0;84;132;0;0;0;84;132;336;336;0;0;222;1951,08;7,4;16,8;62,2;0;0;0;0;16,8;8 - REGULAR / NORMAL
2;2047;CAFE SOL IGUACU LT LV200G PG190G TRAD;MERCEARIA;MERCEARIA SECA;WERTER;8702 - CAFE TRES CORACOES S.A;M;12;12;29;29;0;28;40;0;0;0;28;40;3168;3168;0;0;75;1986,75;2,5;11,6;1278,8;0;0;0;0;11,6;8 - REGULAR / NORMAL
2;19312;COT HASTES FLEX COTTONBABY C 75;PERFUMARIA E LIMPEZA;PERFUMARIA;BATISTA;6567 - HIGIE-PLUS INDUSTRIA E COM.LTDA;M;72;72;88;88;0;44;116;0;0;0;44;116;792;792;0;0;156;598,44;5,2;16,9;169,2;0;0;0;0;16,9;8 - REGULAR / NORMAL
2;17315;DESOD ROLLON REXONA 50ML V8;PERFUMARIA E LIMPEZA;PERFUMARIA;BATISTA;5894 - UNIDASUL DISTRIBUIDORA ALIMENTICIA S/A;M;12;12;29;29;0;22;34;0;0;0;22;34;1032;1032;0;0;29;289,71;,97;29,9;1093,8;0;0;0;0;29,9;8 - REGULAR / NORMAL
3;812;REFRIG FANTA UVA PET 2L;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;M;8;8;733;733;0;26;34;600;780;1;626;814;336;336;0;0;564;4744,99;18,8;39;56,9;0;0;0;0;39;8 - REGULAR / NORMAL
3;2020;CAFE VACUO MELITTA 500G EXTRA FORTE;MERCEARIA;MERCEARIA SECA;WERTER;10368 - MELITTA DO BRASIL E COMERCIO LTDA.;M;20;20;65;65;0;64;84;0;0;0;64;84;401;400;0;1;154;4194,54;5,13;12,7;90,8;0;0;0;0;12,7;8 - REGULAR / NORMAL
3;2018;CAFE VACUO MELITTA 500G TRAD;MERCEARIA;MERCEARIA SECA;WERTER;10368 - MELITTA DO BRASIL E COMERCIO LTDA.;M;20;20;149;149;0;108;168;0;0;0;108;168;1684;1684;0;0;486;13272,37;16,2;9,2;113,1;0;0;0;0;9,2;8 - REGULAR / NORMAL
3;2799;FAROFA MANDIOCA YOKI 400G TRADICIONAL;MERCEARIA;MERCEARIA SECA;NIDAL;3527 - FABIANO ZAFFALON E CIA LTDA;M;24;24;509;509;0;102;150;240;360;1;342;510;576;576;0;0;325;2657,25;10,83;47;100,2;0;0;0;0;47;8 - REGULAR / NORMAL
3;19312;COT HASTES FLEX COTTONBABY C 75;PERFUMARIA E LIMPEZA;PERFUMARIA;BATISTA;6567 - HIGIE-PLUS INDUSTRIA E COM.LTDA;M;72;72;177;177;0;154;298;0;0;0;154;298;792;792;0;0;400;1532,4;13,33;13,3;72,7;0;0;0;0;13,3;8 - REGULAR / NORMAL
3;17315;DESOD ROLLON REXONA 50ML V8;PERFUMARIA E LIMPEZA;PERFUMARIA;BATISTA;5894 - UNIDASUL DISTRIBUIDORA ALIMENTICIA S/A;M;12;12;51;51;0;40;52;0;0;0;40;52;1032;1032;0;0;35;347,15;1,17;43,6;925,6;0;0;0;0;43,6;8 - REGULAR / NORMAL
4;899;REFRIG FANTA UVA LT 350ML;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;M;6;6;65;65;0;48;78;0;0;0;48;78;74;74;0;0;136;463,14;4,53;14,3;30,7;0;30;0;30;21;8 - REGULAR / NORMAL
4;812;REFRIG FANTA UVA PET 2L;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;M;8;8;62;62;0;38;62;0;0;0;38;62;336;336;0;0;150;1318,5;5;12,4;79,6;0;0;0;0;12,4;8 - REGULAR / NORMAL
4;2020;CAFE VACUO MELITTA 500G EXTRA FORTE;MERCEARIA;MERCEARIA SECA;WERTER;10368 - MELITTA DO BRASIL E COMERCIO LTDA.;M;20;20;32;32;0;16;36;0;0;0;16;36;401;400;0;1;98;2660,99;3,27;9,8;132,4;0;0;0;0;9,8;8 - REGULAR / NORMAL
4;2799;FAROFA MANDIOCA YOKI 400G TRADICIONAL;MERCEARIA;MERCEARIA SECA;NIDAL;3527 - FABIANO ZAFFALON E CIA LTDA;M;24;24;220;220;0;36;60;120;240;1;156;300;576;576;0;0;78;638,32;2,6;84,6;306,2;0;0;0;0;84,6;8 - REGULAR / NORMAL
4;19312;COT HASTES FLEX COTTONBABY C 75;PERFUMARIA E LIMPEZA;PERFUMARIA;BATISTA;6567 - HIGIE-PLUS INDUSTRIA E COM.LTDA;M;72;72;75;75;0;44;116;0;0;0;44;116;792;792;0;0;94;361,46;3,13;24;277;0;0;0;0;24;8 - REGULAR / NORMAL
4;17315;DESOD ROLLON REXONA 50ML V8;PERFUMARIA E LIMPEZA;PERFUMARIA;BATISTA;5894 - UNIDASUL DISTRIBUIDORA ALIMENTICIA S/A;M;12;12;29;29;0;22;34;0;0;0;22;34;1032;1032;0;0;8;79,42;,27;107,4;3929,6;0;0;0;0;107,4;8 - REGULAR / NORMAL
5;812;REFRIG FANTA UVA PET 2L;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;M;8;8;95;95;0;68;108;0;0;0;68;108;336;336;0;0;269;2364,51;8,97;10,6;48;0;0;8;8;11,5;8 - REGULAR / NORMAL
5;2799;FAROFA MANDIOCA YOKI 400G TRADICIONAL;MERCEARIA;MERCEARIA SECA;NIDAL;3527 - FABIANO ZAFFALON E CIA LTDA;M;24;24;169;169;0;16;40;120;240;1;136;280;576;576;0;0;155;1218,45;5,17;32,7;144,1;0;0;0;0;32,7;8 - REGULAR / NORMAL
6;2020;CAFE VACUO MELITTA 500G EXTRA FORTE;MERCEARIA;MERCEARIA SECA;WERTER;10368 - MELITTA DO BRASIL E COMERCIO LTDA.;M;20;20;20;20;0;12;32;0;0;0;12;32;401;400;0;1;60;1638,51;2;10;210,5;0;0;0;0;10;8 - REGULAR / NORMAL
6;2799;FAROFA MANDIOCA YOKI 400G TRADICIONAL;MERCEARIA;MERCEARIA SECA;NIDAL;3527 - FABIANO ZAFFALON E CIA LTDA;M;24;24;352;352;0;102;150;240;360;1;342;510;576;576;0;0;403;3310,07;13,43;26,2;69,1;0;0;0;0;26,2;8 - REGULAR / NORMAL
6;19312;COT HASTES FLEX COTTONBABY C 75;PERFUMARIA E LIMPEZA;PERFUMARIA;BATISTA;6567 - HIGIE-PLUS INDUSTRIA E COM.LTDA;M;72;72;107;107;0;64;136;0;0;0;64;136;792;792;0;0;205;785,55;6,83;15,7;131,6;0;0;0;0;15,7;8 - REGULAR / NORMAL
7;899;REFRIG FANTA UVA LT 350ML;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;M;6;6;60;60;0;56;92;0;0;0;56;92;74;74;0;0;198;673,02;6,6;9,1;20,3;0;0;60;60;18,2;8 - REGULAR / NORMAL
7;2047;CAFE SOL IGUACU LT LV200G PG190G TRAD;MERCEARIA;MERCEARIA SECA;WERTER;8702 - CAFE TRES CORACOES S.A;M;12;12;50;50;0;36;60;0;0;0;36;60;3168;3168;0;0;24;635,76;,8;62,5;4022,5;0;0;0;0;62,5;8 - REGULAR / NORMAL
7;2020;CAFE VACUO MELITTA 500G EXTRA FORTE;MERCEARIA;MERCEARIA SECA;WERTER;10368 - MELITTA DO BRASIL E COMERCIO LTDA.;M;20;20;39;39;0;22;42;0;0;0;22;42;401;400;0;1;20;542,42;,67;58,2;656,7;0;0;0;0;58,2;8 - REGULAR / NORMAL
7;2799;FAROFA MANDIOCA YOKI 400G TRADICIONAL;MERCEARIA;MERCEARIA SECA;NIDAL;3527 - FABIANO ZAFFALON E CIA LTDA;M;24;24;266;266;0;36;60;120;240;1;156;300;576;576;0;0;91;748,09;3,03;87,8;277,9;0;0;0;0;87,8;8 - REGULAR / NORMAL
7;19312;COT HASTES FLEX COTTONBABY C 75;PERFUMARIA E LIMPEZA;PERFUMARIA;BATISTA;6567 - HIGIE-PLUS INDUSTRIA E COM.LTDA;M;72;72;134;134;0;62;134;0;0;0;62;134;792;792;0;0;209;799,91;6,97;19,2;132,9;0;0;0;0;19,2;8 - REGULAR / NORMAL
8;19312;COT HASTES FLEX COTTONBABY C 75;PERFUMARIA E LIMPEZA;PERFUMARIA;BATISTA;6567 - HIGIE-PLUS INDUSTRIA E COM.LTDA;M;72;72;98;98;0;44;116;0;0;0;44;116;792;792;0;0;71;273,49;2,37;41,4;375,5;0;0;0;0;41,4;8 - REGULAR / NORMAL
