Pessoa;Empr.;Bco;Agência;Espécie;Título;Série;Parc;Depositário;Dt. Emissão;Dt. Movimento;Vencimento Programado;Prazo Efetivo;SC;SJ;Dias de Atraso;DV;Multa;Juros;% Desc. Financeiro;% Desc. Acordo;Desconto;Taxa Adm.;Vlr Original;Valor Aberto;Valor Líquido;A;P;
9037 - ALELO INSTITUICAO DE PAGAMENTO SA;3;900;CARTEIRA;CARDEB;20260312;;1;1 - Contas a Receber;12/03/2026;18/03/2026;13/04/2026;32;L;N;9;6;0,00;0,00;0,00;0,00;0,00;9,61;192,11;192,11;182,50;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;13;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;18/03/2026;13/04/2026;27;L;N;7;1;0,00;0,00;0,00;0,00;0,00;35,92;945,14;945,14;909,22;;;;
5750 - GREEN CARD S/A COMERCIO E SERVICOS;12;900;CARTEIRA;TICKET;20260317;;1;1 - Contas a Receber;17/03/2026;18/03/2026;13/04/2026;27;L;N;7;1;0,00;0,00;0,00;0,00;0,00;4,23;105,64;105,64;101,41;;;;
6644 - ONIZ DISTRIBUID LTDA SCJ;15;41;BANRISUL;DEVREC;8298;700;1;1 - Contas a Receber;12/03/2026;12/03/2026;13/04/2026;32;S;N;9;0;0,00;0,00;0,00;0,00;0,00;0,00;342,90;342,90;342,90;;;;
10596 - PINDUCA INDUSTRIA ALIMENTICIA LTDA;15;41;BANRISUL;DEVREC;8299;700;1;1 - Contas a Receber;12/03/2026;12/03/2026;13/04/2026;32;S;N;9;0;0,00;0,00;0,00;0,00;0,00;0,00;31,92;31,92;31,92;;;;
4968 - ENOVA FOODS AS;15;41;BANRISUL;DEVREC;8666;700;1;1 - Contas a Receber;13/03/2026;13/03/2026;13/04/2026;31;S;N;8;0;0,00;0,00;0,00;0,00;0,00;0,00;30,84;30,84;30,84;;;;
3947 - AQUAFAST PROD LIMPEZA/HIGIENE LTDA;15;41;BANRISUL;DEVREC;8680;700;1;1 - Contas a Receber;13/03/2026;13/03/2026;13/04/2026;31;S;N;8;0;0,00;0,00;0,00;0,00;0,00;0,00;31,07;31,07;31,07;;;;
6781 - COOPERATIVA CENTRAL AURORA ALIMENTOS ;11;41;BANRISUL;DEVREC;159;700;1;1 - Contas a Receber;12/03/2026;12/03/2026;13/04/2026;32;S;N;9;0;0,00;0,00;0,00;0,00;0,00;0,00;347,91;347,91;347,91;;;;
16038 - TRIVIALY ALIMENTOS;14;41;BANRISUL;DEVREC;161;700;1;1 - Contas a Receber;12/03/2026;12/03/2026;13/04/2026;32;S;N;9;0;0,00;0,00;0,00;0,00;0,00;0,00;9,99;9,99;9,99;;;;
14322 - COOPERATIVA SANTA CLARA LTDA;11;41;BANRISUL;DEVREC;163;700;1;1 - Contas a Receber;12/03/2026;12/03/2026;13/04/2026;32;B;N;9;0;0,00;0,00;0,00;0,00;0,00;0,00;66,32;66,32;66,32;;;;
9379 - LACTALIS BRASIL COM IMP EXP LTDA;11;41;BANRISUL;DEVREC;165;700;1;1 - Contas a Receber;12/03/2026;12/03/2026;13/04/2026;32;B;N;9;0;0,00;0,00;0,00;0,00;0,00;0,00;97,61;97,61;97,61;;;;
6539 - INDUSTRIA E COMERCIO DE MASSAS DITALIA;12;41;BANRISUL;DEVREC;92;700;1;1 - Contas a Receber;13/03/2026;13/03/2026;13/04/2026;31;B;N;8;0;0,00;0,00;0,00;0,00;0,00;0,00;68,00;68,00;68,00;;;;
16491 - JBS S A;11;41;BANRISUL;DEVREC;174;700;1;1 - Contas a Receber;14/03/2026;14/03/2026;13/04/2026;30;B;N;7;0;0,00;0,00;0,00;0,00;0,00;0,00;1252,76;1252,76;1252,76;;;;
12167 - BRF S.A;16;41;BANRISUL;DEVREC;1244;700;1;1 - Contas a Receber;13/03/2026;13/03/2026;13/04/2026;31;S;N;8;0;0,00;0,00;0,00;0,00;0,00;0,00;666,00;666,00;666,00;;;;
9694 - D.S.A.INDUSTRIA E COMERCIO LTDA;3;41;BANRISUL;DEVREC;332;700;1;1 - Contas a Receber;13/03/2026;13/03/2026;13/04/2026;31;S;N;8;0;0,00;0,00;0,00;0,00;0,00;0,00;69,05;69,05;69,05;;;;
14322 - COOPERATIVA SANTA CLARA LTDA;11;41;BANRISUL;DEVREC;169;700;1;1 - Contas a Receber;13/03/2026;13/03/2026;13/04/2026;31;B;N;8;0;0,00;0,00;0,00;0,00;0,00;0,00;55,04;55,04;55,04;;;;
12142 - LATICINIOS BIO LTDA;11;41;BANRISUL;DEVREC;170;700;1;1 - Contas a Receber;13/03/2026;13/03/2026;13/04/2026;31;B;N;8;0;0,00;0,00;0,00;0,00;0,00;0,00;899,76;899,76;899,76;;;;
14322 - COOPERATIVA SANTA CLARA LTDA;11;41;BANRISUL;DEVREC;171;700;1;1 - Contas a Receber;13/03/2026;13/03/2026;13/04/2026;31;B;N;8;0;0,00;0,00;0,00;0,00;0,00;0,00;41,80;41,80;41,80;;;;
9379 - LACTALIS BRASIL COM IMP EXP LTDA;11;41;BANRISUL;DEVREC;167;700;1;1 - Contas a Receber;13/03/2026;13/03/2026;13/04/2026;31;B;N;8;0;0,00;0,00;0,00;0,00;0,00;0,00;134,08;134,08;134,08;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;8;900;CARTEIRA;CARDEB;20260318;;1;1 - Contas a Receber;18/03/2026;19/03/2026;13/04/2026;26;L;N;7;1;0,00;0,00;0,00;0,00;0,00;7,52;198,00;198,00;190,48;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;13;900;CARTEIRA;CARDEB;20260318;;1;1 - Contas a Receber;18/03/2026;19/03/2026;13/04/2026;26;L;N;7;1;0,00;0,00;0,00;0,00;0,00;4,05;106,57;106,57;102,52;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;4;900;CARTEIRA;CARTAO;20260311;;1;1 - Contas a Receber;11/03/2026;19/03/2026;13/04/2026;33;L;N;9;8;0,00;0,00;0,00;0,00;0,00;97,57;7227,11;7227,11;7129,54;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;4;900;CARTEIRA;CARTAO;20260311;;1;1 - Contas a Receber;11/03/2026;19/03/2026;13/04/2026;33;L;N;9;8;0,00;0,00;0,00;0,00;0,00;124,18;9198,34;9198,34;9074,16;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;4;900;CARTEIRA;CARTAO;20260312;;1;1 - Contas a Receber;12/03/2026;19/03/2026;13/04/2026;32;L;N;8;7;0,00;0,00;0,00;0,00;0,00;55,40;4103,81;4103,81;4048,41;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;4;900;CARTEIRA;CARTAO;20260312;;1;1 - Contas a Receber;12/03/2026;19/03/2026;13/04/2026;32;L;N;8;7;0,00;0,00;0,00;0,00;0,00;117,83;8727,81;8727,81;8609,98;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;4;900;CARTEIRA;CARTAO;20260312;;1;1 - Contas a Receber;12/03/2026;19/03/2026;13/04/2026;32;L;N;8;7;0,00;0,00;0,00;0,00;0,00;1,87;134,25;1066,36;1064,49;;;;
6432 - BANRISUL SERVICOS LTDA;4;900;CARTEIRA;CARTAO;20260312;;1;1 - Contas a Receber;12/03/2026;19/03/2026;13/04/2026;32;L;N;9;7;0,00;0,00;0,00;0,00;0,00;30,77;1287,43;1287,43;1256,66;;;;
9037 - ALELO INSTITUICAO DE PAGAMENTO SA;4;900;CARTEIRA;CARDEB;20260312;;1;1 - Contas a Receber;12/03/2026;19/03/2026;13/04/2026;32;L;N;9;7;0,00;0,00;0,00;0,00;0,00;24,79;774,65;774,65;749,86;;;;
9037 - ALELO INSTITUICAO DE PAGAMENTO SA;4;900;CARTEIRA;CARDEB;20260312;;1;1 - Contas a Receber;12/03/2026;19/03/2026;13/04/2026;32;L;N;9;7;0,00;0,00;0,00;0,00;0,00;5,08;101,65;101,65;96,57;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;5;900;CARTEIRA;TICKET;20260315;;1;1 - Contas a Receber;15/03/2026;19/03/2026;13/04/2026;29;L;N;8;4;0,00;0,00;0,00;0,00;0,00;20,88;549,43;549,43;528,55;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;8;900;CARTEIRA;CARDEB;20260319;;1;1 - Contas a Receber;19/03/2026;20/03/2026;13/04/2026;25;L;N;7;1;0,00;0,00;0,00;0,00;0,00;2,29;60,26;60,26;57,97;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;3;900;CARTEIRA;TICKET;20260316;;1;1 - Contas a Receber;16/03/2026;20/03/2026;13/04/2026;28;L;N;7;4;0,00;0,00;0,00;0,00;0,00;46,86;1233,15;1233,15;1186,29;;;;
5750 - GREEN CARD S/A COMERCIO E SERVICOS;11;900;CARTEIRA;TICKET;20260319;;1;1 - Contas a Receber;19/03/2026;20/03/2026;13/04/2026;25;L;N;7;1;0,00;0,00;0,00;0,00;0,00;4,55;113,87;113,87;109,32;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;6;900;CARTEIRA;TICKET;20260319;;1;1 - Contas a Receber;19/03/2026;20/03/2026;13/04/2026;25;L;N;7;1;0,00;0,00;0,00;0,00;0,00;1,31;29,19;29,19;27,88;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;13;900;CARTEIRA;CARDEB;20260319;;1;1 - Contas a Receber;19/03/2026;20/03/2026;13/04/2026;25;L;N;7;1;0,00;0,00;0,00;0,00;0,00;6,49;170,77;170,77;164,28;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;4;900;CARTEIRA;CARDEB;20260316;;1;1 - Contas a Receber;16/03/2026;20/03/2026;13/04/2026;28;L;N;7;4;0,00;0,00;0,00;0,00;0,00;0,72;18,92;18,92;18,20;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;4;900;CARTEIRA;TICKET;20260316;;1;1 - Contas a Receber;16/03/2026;20/03/2026;13/04/2026;28;L;N;7;4;0,00;0,00;0,00;0,00;0,00;13,36;351,54;351,54;338,18;;;;
5750 - GREEN CARD S/A COMERCIO E SERVICOS;12;900;CARTEIRA;TICKET;20260319;;1;1 - Contas a Receber;19/03/2026;20/03/2026;13/04/2026;25;L;N;7;1;0,00;0,00;0,00;0,00;0,00;2,96;74,06;74,06;71,10;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;4;900;CARTEIRA;CARDEB;20260319;;1;1 - Contas a Receber;19/03/2026;20/03/2026;13/04/2026;25;L;N;7;1;0,00;0,00;0,00;0,00;0,00;0,99;26,05;26,05;25,06;;;;
5750 - GREEN CARD S/A COMERCIO E SERVICOS;5;900;CARTEIRA;TICKET;20260318;;1;1 - Contas a Receber;18/03/2026;20/03/2026;13/04/2026;26;L;N;7;2;0,00;0,00;0,00;0,00;0,00;1,20;30,00;30,00;28,80;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;8;900;CARTEIRA;CARDEB;20260320;;1;1 - Contas a Receber;20/03/2026;21/03/2026;13/04/2026;24;L;N;7;1;0,00;0,00;0,00;0,00;0,00;4,85;127,52;127,52;122,67;;;;
5750 - GREEN CARD S/A COMERCIO E SERVICOS;18;900;CARTEIRA;TICKET;20260320;;1;1 - Contas a Receber;20/03/2026;21/03/2026;13/04/2026;24;L;N;7;1;0,00;0,00;0,00;0,00;0,00;0,57;14,16;14,16;13,59;;;;
5750 - GREEN CARD S/A COMERCIO E SERVICOS;6;900;CARTEIRA;TICKET;20260320;;1;1 - Contas a Receber;20/03/2026;21/03/2026;13/04/2026;24;L;N;7;1;0,00;0,00;0,00;0,00;0,00;2,62;65,54;65,54;62,92;;;;
5750 - GREEN CARD S/A COMERCIO E SERVICOS;4;900;CARTEIRA;TICKET;20260320;;1;1 - Contas a Receber;20/03/2026;21/03/2026;13/04/2026;24;L;N;7;1;0,00;0,00;0,00;0,00;0,00;3,46;86,48;86,48;83,02;;;;
5750 - GREEN CARD S/A COMERCIO E SERVICOS;2;900;CARTEIRA;TICKET;20260320;;1;1 - Contas a Receber;20/03/2026;21/03/2026;13/04/2026;24;L;N;7;1;0,00;0,00;0,00;0,00;0,00;41,24;1030,91;1030,91;989,67;;;;
5750 - GREEN CARD S/A COMERCIO E SERVICOS;3;900;CARTEIRA;TICKET;20260319;;1;1 - Contas a Receber;19/03/2026;21/03/2026;13/04/2026;25;L;N;7;2;0,00;0,00;0,00;0,00;0,00;1,12;28,06;28,06;26,94;;;;
5750 - GREEN CARD S/A COMERCIO E SERVICOS;3;900;CARTEIRA;TICKET;20260320;;1;1 - Contas a Receber;20/03/2026;21/03/2026;13/04/2026;24;L;N;7;1;0,00;0,00;0,00;0,00;0,00;37,03;925,77;925,77;888,74;;;;
5750 - GREEN CARD S/A COMERCIO E SERVICOS;12;900;CARTEIRA;TICKET;20260320;;1;1 - Contas a Receber;20/03/2026;21/03/2026;13/04/2026;24;L;N;7;1;0,00;0,00;0,00;0,00;0,00;4,12;103,00;103,00;98,88;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;8;900;CARTEIRA;CARDEB;20260321;;1;1 - Contas a Receber;21/03/2026;23/03/2026;13/04/2026;23;L;N;7;2;0,00;0,00;0,00;0,00;0,00;13,80;363,21;363,21;349,41;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;8;900;CARTEIRA;TICKET;20260321;;1;1 - Contas a Receber;21/03/2026;23/03/2026;13/04/2026;23;L;N;7;2;0,00;0,00;0,00;0,00;0,00;8,89;197,50;197,50;188,61;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;3;900;CARTEIRA;TICKET;20260321;;1;1 - Contas a Receber;21/03/2026;23/03/2026;13/04/2026;23;L;N;7;2;0,00;0,00;0,00;0,00;0,00;4,34;96,38;96,38;92,04;;;;
5750 - GREEN CARD S/A COMERCIO E SERVICOS;3;900;CARTEIRA;TICKET;20260321;;1;1 - Contas a Receber;21/03/2026;23/03/2026;13/04/2026;23;L;N;7;2;0,00;0,00;0,00;0,00;0,00;21,47;536,65;536,65;515,18;;;;
5750 - GREEN CARD S/A COMERCIO E SERVICOS;4;900;CARTEIRA;TICKET;20260321;;1;1 - Contas a Receber;21/03/2026;23/03/2026;13/04/2026;23;L;N;7;2;0,00;0,00;0,00;0,00;0,00;1,33;33,22;33,22;31,89;;;;
5750 - GREEN CARD S/A COMERCIO E SERVICOS;5;900;CARTEIRA;TICKET;20260319;;1;1 - Contas a Receber;19/03/2026;23/03/2026;13/04/2026;25;L;N;7;4;0,00;0,00;0,00;0,00;0,00;0,42;10,49;10,49;10,07;;;;
5750 - GREEN CARD S/A COMERCIO E SERVICOS;5;900;CARTEIRA;TICKET;20260320;;1;1 - Contas a Receber;20/03/2026;23/03/2026;13/04/2026;24;L;N;7;3;0,00;0,00;0,00;0,00;0,00;7,23;180,63;180,63;173,40;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;5;900;CARTEIRA;TICKET;20260321;;1;1 - Contas a Receber;21/03/2026;23/03/2026;13/04/2026;23;L;N;7;2;0,00;0,00;0,00;0,00;0,00;17,19;382,11;382,11;364,92;;;;
5750 - GREEN CARD S/A COMERCIO E SERVICOS;5;900;CARTEIRA;TICKET;20260321;;1;1 - Contas a Receber;21/03/2026;23/03/2026;13/04/2026;23;L;N;7;2;0,00;0,00;0,00;0,00;0,00;3,29;82,28;82,28;78,99;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;3;900;CARTEIRA;TICKET;20260317;;1;1 - Contas a Receber;17/03/2026;23/03/2026;13/04/2026;27;L;N;7;6;0,00;0,00;0,00;0,00;0,00;3,38;75,17;75,17;71,79;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;13;900;CARTEIRA;CARDEB;20260320;;1;1 - Contas a Receber;20/03/2026;23/03/2026;13/04/2026;24;L;N;7;3;0,00;0,00;0,00;0,00;0,00;9,98;262,64;262,64;252,66;;;;
5750 - GREEN CARD S/A COMERCIO E SERVICOS;13;900;CARTEIRA;TICKET;20260320;;1;1 - Contas a Receber;20/03/2026;23/03/2026;13/04/2026;24;L;N;7;3;0,00;0,00;0,00;0,00;0,00;15,22;380,46;380,46;365,24;;;;
5750 - GREEN CARD S/A COMERCIO E SERVICOS;7;900;CARTEIRA;TICKET;20260321;;1;1 - Contas a Receber;21/03/2026;23/03/2026;13/04/2026;23;L;N;7;2;0,00;0,00;0,00;0,00;0,00;0,38;9,46;9,46;9,08;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;13;900;CARTEIRA;CARDEB;20260321;;1;1 - Contas a Receber;21/03/2026;24/03/2026;13/04/2026;23;L;N;7;3;0,00;0,00;0,00;0,00;0,00;15,12;397,95;397,95;382,83;;;;
5750 - GREEN CARD S/A COMERCIO E SERVICOS;6;900;CARTEIRA;TICKET;20260321;;1;1 - Contas a Receber;21/03/2026;24/03/2026;13/04/2026;23;L;N;7;3;0,00;0,00;0,00;0,00;0,00;16,82;420,44;420,44;403,62;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;14;900;CARTEIRA;CARDEB;20260324;;1;1 - Contas a Receber;24/03/2026;25/03/2026;13/04/2026;20;L;N;9;1;0,00;0,00;0,00;0,00;0,00;2,09;58,18;58,18;56,09;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;5;900;CARTEIRA;CARDEB;20260324;;1;1 - Contas a Receber;24/03/2026;25/03/2026;13/04/2026;20;L;N;9;1;0,00;0,00;0,00;0,00;0,00;2,84;79,00;79,00;76,16;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;3;900;CARTEIRA;CARDEB;20260324;;1;1 - Contas a Receber;24/03/2026;26/03/2026;13/04/2026;20;L;N;9;2;0,00;0,00;0,00;0,00;0,00;0,76;21,19;21,19;20,43;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;4;900;CARTEIRA;CARDEB;20260325;;1;1 - Contas a Receber;25/03/2026;26/03/2026;13/04/2026;19;L;N;8;1;0,00;0,00;0,00;0,00;0,00;0,29;7,96;7,96;7,67;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;12;900;CARTEIRA;CARDEB;20260325;;1;1 - Contas a Receber;25/03/2026;26/03/2026;13/04/2026;19;L;N;8;1;0,00;0,00;0,00;0,00;0,00;16,20;450,00;450,00;433,80;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;6;900;CARTEIRA;CARDEB;20260326;;1;1 - Contas a Receber;26/03/2026;27/03/2026;13/04/2026;18;L;N;7;1;0,00;0,00;0,00;0,00;0,00;6,38;177,18;177,18;170,80;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;14;900;CARTEIRA;CARDEB;20260326;;1;1 - Contas a Receber;26/03/2026;28/03/2026;13/04/2026;18;L;N;7;2;0,00;0,00;0,00;0,00;0,00;5,04;140,00;140,00;134,96;;;;
7640 - BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO;18;900;CARTEIRA;TICKET;20260328;;1;1 - Contas a Receber;28/03/2026;30/03/2026;13/04/2026;16;L;N;9;2;0,00;0,00;0,00;0,00;0,00;37,82;945,59;945,59;907,77;;;;
7640 - BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO;18;900;CARTEIRA;TICKET;20260329;;1;1 - Contas a Receber;29/03/2026;30/03/2026;13/04/2026;15;L;N;8;1;0,00;0,00;0,00;0,00;0,00;3,33;83,35;83,35;80,02;;;;
7640 - BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO;8;900;CARTEIRA;TICKET;20260328;;1;1 - Contas a Receber;28/03/2026;30/03/2026;13/04/2026;16;L;N;9;2;0,00;0,00;0,00;0,00;0,00;12,65;316,14;316,14;303,49;;;;
7640 - BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO;11;900;CARTEIRA;TICKET;20260328;;1;1 - Contas a Receber;28/03/2026;30/03/2026;13/04/2026;16;L;N;9;2;0,00;0,00;0,00;0,00;0,00;50,48;1262,08;1262,08;1211,60;;;;
7640 - BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO;8;900;CARTEIRA;TICKET;20260329;;1;1 - Contas a Receber;29/03/2026;30/03/2026;13/04/2026;15;L;N;8;1;0,00;0,00;0,00;0,00;0,00;1,35;33,63;33,63;32,28;;;;
7640 - BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO;4;900;CARTEIRA;TICKET;20260328;;1;1 - Contas a Receber;28/03/2026;30/03/2026;13/04/2026;16;L;N;9;2;0,00;0,00;0,00;0,00;0,00;4,11;102,74;102,74;98,63;;;;
7640 - BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO;11;900;CARTEIRA;TICKET;20260329;;1;1 - Contas a Receber;29/03/2026;30/03/2026;13/04/2026;15;L;N;8;1;0,00;0,00;0,00;0,00;0,00;0,47;11,74;11,74;11,27;;;;
7640 - BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO;6;900;CARTEIRA;TICKET;20260328;;1;1 - Contas a Receber;28/03/2026;30/03/2026;13/04/2026;16;L;N;9;2;0,00;0,00;0,00;0,00;0,00;29,61;740,23;740,23;710,62;;;;
7640 - BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO;6;900;CARTEIRA;TICKET;20260329;;1;1 - Contas a Receber;29/03/2026;30/03/2026;13/04/2026;15;L;N;8;1;0,00;0,00;0,00;0,00;0,00;2,52;63,02;63,02;60,50;;;;
7640 - BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO;14;900;CARTEIRA;TICKET;20260328;;1;1 - Contas a Receber;28/03/2026;30/03/2026;13/04/2026;16;L;N;9;2;0,00;0,00;0,00;0,00;0,00;45,48;1136,97;1136,97;1091,49;;;;
7640 - BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO;14;900;CARTEIRA;TICKET;20260329;;1;1 - Contas a Receber;29/03/2026;30/03/2026;13/04/2026;15;L;N;8;1;0,00;0,00;0,00;0,00;0,00;11,52;288,08;288,08;276,56;;;;
7640 - BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO;5;900;CARTEIRA;TICKET;20260328;;1;1 - Contas a Receber;28/03/2026;30/03/2026;13/04/2026;16;L;N;9;2;0,00;0,00;0,00;0,00;0,00;16,64;416,03;416,03;399,39;;;;
7640 - BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO;7;900;CARTEIRA;TICKET;20260328;;1;1 - Contas a Receber;28/03/2026;30/03/2026;13/04/2026;16;L;N;9;2;0,00;0,00;0,00;0,00;0,00;26,94;673,50;673,50;646,56;;;;
7640 - BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO;7;900;CARTEIRA;TICKET;20260329;;1;1 - Contas a Receber;29/03/2026;30/03/2026;13/04/2026;15;L;N;8;1;0,00;0,00;0,00;0,00;0,00;6,93;173,27;173,27;166,34;;;;
7640 - BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO;12;900;CARTEIRA;TICKET;20260328;;1;1 - Contas a Receber;28/03/2026;30/03/2026;13/04/2026;16;L;N;9;2;0,00;0,00;0,00;0,00;0,00;61,55;1538,69;1538,69;1477,14;;;;
7640 - BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO;13;900;CARTEIRA;TICKET;20260328;;1;1 - Contas a Receber;28/03/2026;30/03/2026;13/04/2026;16;L;N;9;2;0,00;0,00;0,00;0,00;0,00;68,89;1722,15;1722,15;1653,26;;;;
7640 - BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO;12;900;CARTEIRA;TICKET;20260329;;1;1 - Contas a Receber;29/03/2026;30/03/2026;13/04/2026;15;L;N;8;1;0,00;0,00;0,00;0,00;0,00;32,59;814,82;814,82;782,23;;;;
7640 - BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO;8;900;CARTEIRA;TICKET;20260330;;1;1 - Contas a Receber;30/03/2026;31/03/2026;13/04/2026;14;L;N;7;1;0,00;0,00;0,00;0,00;0,00;24,81;620,22;620,22;595,41;;;;
7640 - BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO;6;900;CARTEIRA;TICKET;20260330;;1;1 - Contas a Receber;30/03/2026;31/03/2026;13/04/2026;14;L;N;7;1;0,00;0,00;0,00;0,00;0,00;40,73;1018,25;1018,25;977,52;;;;
7640 - BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO;11;900;CARTEIRA;TICKET;20260330;;1;1 - Contas a Receber;30/03/2026;31/03/2026;13/04/2026;14;L;N;7;1;0,00;0,00;0,00;0,00;0,00;30,57;764,27;764,27;733,70;;;;
7640 - BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO;14;900;CARTEIRA;TICKET;20260330;;1;1 - Contas a Receber;30/03/2026;31/03/2026;13/04/2026;14;L;N;7;1;0,00;0,00;0,00;0,00;0,00;14,04;351,01;351,01;336,97;;;;
7640 - BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO;4;900;CARTEIRA;TICKET;20260330;;1;1 - Contas a Receber;30/03/2026;31/03/2026;13/04/2026;14;L;N;7;1;0,00;0,00;0,00;0,00;0,00;13,44;336,12;336,12;322,68;;;;
7640 - BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO;2;900;CARTEIRA;TICKET;20260328;;1;1 - Contas a Receber;28/03/2026;31/03/2026;13/04/2026;16;L;N;9;3;0,00;0,00;0,00;0,00;0,00;17,57;439,15;439,15;421,58;;;;
7640 - BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO;2;900;CARTEIRA;TICKET;20260329;;1;1 - Contas a Receber;29/03/2026;31/03/2026;13/04/2026;15;L;N;8;2;0,00;0,00;0,00;0,00;0,00;17,93;448,28;448,28;430,35;;;;
7640 - BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO;5;900;CARTEIRA;TICKET;20260329;;1;1 - Contas a Receber;29/03/2026;31/03/2026;13/04/2026;15;L;N;8;2;0,00;0,00;0,00;0,00;0,00;4,88;121,94;121,94;117,06;;;;
7640 - BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO;5;900;CARTEIRA;TICKET;20260330;;1;1 - Contas a Receber;30/03/2026;31/03/2026;13/04/2026;14;L;N;7;1;0,00;0,00;0,00;0,00;0,00;15,25;381,26;381,26;366,01;;;;
