Pessoa;Empr.;Bco;Agência;Espécie;Título;Série;Parc;Depositário;Dt. Emissão;Dt. Movimento;Vencimento Programado;Prazo Efetivo;SC;SJ;Dias de Atraso;DV;Multa;Juros;% Desc. Financeiro;% Desc. Acordo;Desconto;Taxa Adm.;Vlr Original;Valor Aberto;Valor Líquido;A;P;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;13;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;18/03/2026;18/03/2026;1;L;N;33;1;0,00;0,00;0,00;0,00;0,00;18,20;2800,36;2800,36;2782,16;;;;
6432 - BANRISUL SERVICOS LTDA;13;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;18/03/2026;18/03/2026;1;L;N;33;1;0,00;0,00;0,00;0,00;0,00;11,51;1150,73;1150,73;1139,22;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;13;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;18/03/2026;18/03/2026;1;L;N;33;1;0,00;0,00;0,00;0,00;0,00;3,26;472,61;472,61;469,35;;;;
10165 - TRANS ALEGRE LTDA ME;15;900;CARTEIRA;RECDES;311;N;1;1 - Contas a Receber;23/02/2026;23/02/2026;18/03/2026;23;L;N;33;0;0,00;0,00;0,00;0,00;0,00;0,00;30,00;30,00;30,00;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;12;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;18/03/2026;18/03/2026;1;L;N;33;1;0,00;0,00;0,00;0,00;0,00;100,08;14504,66;14504,66;14404,58;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;12;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;18/03/2026;18/03/2026;1;L;N;33;1;0,00;0,00;0,00;0,00;0,00;45,34;6571,62;6571,62;6526,28;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;12;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;18/03/2026;18/03/2026;1;L;N;33;1;0,00;0,00;0,00;0,00;0,00;30,02;4619,22;4619,22;4589,20;;;;
6432 - BANRISUL SERVICOS LTDA;12;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;18/03/2026;18/03/2026;1;L;N;33;1;0,00;0,00;0,00;0,00;0,00;27,80;2779,77;2779,77;2751,97;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;12;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;18/03/2026;18/03/2026;1;L;N;33;1;0,00;0,00;0,00;0,00;0,00;21,41;3102,69;3102,69;3081,28;;;;
10165 - TRANS ALEGRE LTDA ME;15;900;CARTEIRA;RECDES;312;N;1;1 - Contas a Receber;23/02/2026;23/02/2026;18/03/2026;23;L;N;33;0;0,00;0,00;0,00;0,00;0,00;0,00;30,00;30,00;30,00;;;;
10165 - TRANS ALEGRE LTDA ME;15;900;CARTEIRA;RECDES;313;N;1;1 - Contas a Receber;23/02/2026;23/02/2026;18/03/2026;23;L;N;33;0;0,00;0,00;0,00;0,00;0,00;0,00;60,00;60,00;60,00;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;2;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;18/03/2026;18/03/2026;1;L;N;33;1;0,00;0,00;0,00;0,00;0,00;78,58;11388,38;11388,38;11309,80;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;2;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;18/03/2026;18/03/2026;1;L;N;33;1;0,00;0,00;0,00;0,00;0,00;57,71;8364,19;8364,19;8306,48;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;2;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;18/03/2026;18/03/2026;1;L;N;33;1;0,00;0,00;0,00;0,00;0,00;14,39;2214,30;2214,30;2199,91;;;;
6432 - BANRISUL SERVICOS LTDA;2;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;18/03/2026;18/03/2026;1;L;N;33;1;0,00;0,00;0,00;0,00;0,00;26,69;2668,95;2668,95;2642,26;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;2;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;18/03/2026;18/03/2026;1;L;N;33;1;0,00;0,00;0,00;0,00;0,00;35,69;5172,71;5172,71;5137,02;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;7;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;18/03/2026;18/03/2026;1;L;N;33;1;0,00;0,00;0,00;0,00;0,00;38,55;5586,48;5586,48;5547,93;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;7;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;18/03/2026;18/03/2026;1;L;N;33;1;0,00;0,00;0,00;0,00;0,00;33,38;4837,69;4837,69;4804,31;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;7;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;18/03/2026;18/03/2026;1;L;N;33;1;0,00;0,00;0,00;0,00;0,00;5,34;821,23;821,23;815,89;;;;
6432 - BANRISUL SERVICOS LTDA;7;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;18/03/2026;18/03/2026;1;L;N;33;1;0,00;0,00;0,00;0,00;0,00;16,25;1625,25;1625,25;1609,00;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;7;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;18/03/2026;18/03/2026;1;L;N;33;1;0,00;0,00;0,00;0,00;0,00;22,90;3318,83;3318,83;3295,93;;;;
6644 - ONIZ DISTRIBUID LTDA SCJ;15;41;BANRISUL;DEVREC;2305;700;1;1 - Contas a Receber;16/02/2026;16/02/2026;18/03/2026;30;S;N;33;0;0,00;0,00;0,00;0,00;0,00;0,00;120,10;120,10;120,10;;;;
9379 - LACTALIS BRASIL COM IMP EXP LTDA;4;41;BANRISUL;DEVREC;25;700;1;1 - Contas a Receber;16/02/2026;16/02/2026;18/03/2026;30;B;N;33;0;0,00;0,00;0,00;0,00;0,00;0,00;9,45;9,45;9,45;;;;
14322 - COOPERATIVA SANTA CLARA LTDA;5;41;BANRISUL;DEVREC;20;700;1;1 - Contas a Receber;16/02/2026;16/02/2026;18/03/2026;30;B;N;33;0;0,00;0,00;0,00;0,00;0,00;0,00;417,93;417,93;417,93;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;6;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;18/03/2026;18/03/2026;1;L;N;33;1;0,00;0,00;0,00;0,00;0,00;49,45;7166,48;7166,48;7117,03;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;6;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;18/03/2026;18/03/2026;1;L;N;33;1;0,00;0,00;0,00;0,00;0,00;50,37;7299,69;7299,69;7249,32;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;6;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;18/03/2026;18/03/2026;1;L;N;33;1;0,00;0,00;0,00;0,00;0,00;25,01;3847,12;3847,12;3822,11;;;;
6432 - BANRISUL SERVICOS LTDA;6;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;18/03/2026;18/03/2026;1;L;N;33;1;0,00;0,00;0,00;0,00;0,00;17,53;1753,05;1753,05;1735,52;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;6;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;18/03/2026;18/03/2026;1;L;N;33;1;0,00;0,00;0,00;0,00;0,00;22,25;3224,89;3224,89;3202,64;;;;
5750 - GREEN CARD S/A COMERCIO E SERVICOS;18;900;CARTEIRA;TICKET;20260318;;1;1 - Contas a Receber;18/03/2026;19/03/2026;18/03/2026;0;L;N;33;1;0,00;0,00;0,00;0,00;0,00;3,33;83,23;83,23;79,90;;;;
5750 - GREEN CARD S/A COMERCIO E SERVICOS;11;900;CARTEIRA;TICKET;20260318;;1;1 - Contas a Receber;18/03/2026;19/03/2026;18/03/2026;0;L;N;33;1;0,00;0,00;0,00;0,00;0,00;175,13;4378,36;4378,36;4203,23;;;;
5750 - GREEN CARD S/A COMERCIO E SERVICOS;14;900;CARTEIRA;TICKET;20260318;;1;1 - Contas a Receber;18/03/2026;19/03/2026;18/03/2026;0;L;N;33;1;0,00;0,00;0,00;0,00;0,00;6,06;151,38;151,38;145,32;;;;
5750 - GREEN CARD S/A COMERCIO E SERVICOS;12;900;CARTEIRA;TICKET;20260318;;1;1 - Contas a Receber;18/03/2026;19/03/2026;18/03/2026;0;L;N;33;1;0,00;0,00;0,00;0,00;0,00;2,96;74,10;74,10;71,14;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;5;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;19/03/2026;18/03/2026;1;L;N;33;2;0,00;0,00;0,00;0,00;0,00;48,98;7097,98;7097,98;7049,00;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;5;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;19/03/2026;18/03/2026;1;L;N;33;2;0,00;0,00;0,00;0,00;0,00;30,79;4462,96;4462,96;4432,17;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;5;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;19/03/2026;18/03/2026;1;L;N;33;2;0,00;0,00;0,00;0,00;0,00;9,44;1451,91;1451,91;1442,47;;;;
6432 - BANRISUL SERVICOS LTDA;5;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;19/03/2026;18/03/2026;1;L;N;33;2;0,00;0,00;0,00;0,00;0,00;10,12;1012,19;1012,19;1002,07;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;5;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;19/03/2026;18/03/2026;1;L;N;33;2;0,00;0,00;0,00;0,00;0,00;20,95;3036,77;3036,77;3015,82;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;3;900;CARTEIRA;CARTAO;20260316;;1;1 - Contas a Receber;16/03/2026;20/03/2026;18/03/2026;2;L;N;33;4;0,00;0,00;0,00;0,00;0,00;0,36;26,98;26,98;26,62;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;3;900;CARTEIRA;CARTAO;20260316;;1;1 - Contas a Receber;16/03/2026;20/03/2026;18/03/2026;2;L;N;33;4;0,00;0,00;0,00;0,00;0,00;31,64;2276,32;2276,32;2244,68;;;;
5750 - GREEN CARD S/A COMERCIO E SERVICOS;6;900;CARTEIRA;TICKET;20260318;;1;1 - Contas a Receber;18/03/2026;20/03/2026;18/03/2026;0;L;N;33;2;0,00;0,00;0,00;0,00;0,00;0,09;2,19;2,19;2,10;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;4;900;CARTEIRA;CARTAO;20260316;;1;1 - Contas a Receber;16/03/2026;20/03/2026;18/03/2026;2;L;N;33;4;0,00;0,00;0,00;0,00;0,00;13,34;959,85;959,85;946,51;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;4;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;20/03/2026;18/03/2026;1;L;N;33;3;0,00;0,00;0,00;0,00;0,00;58,26;8443,02;8443,02;8384,76;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;4;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;20/03/2026;18/03/2026;1;L;N;33;3;0,00;0,00;0,00;0,00;0,00;39,62;5742,21;5742,21;5702,59;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;4;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;20/03/2026;18/03/2026;1;L;N;33;3;0,00;0,00;0,00;0,00;0,00;13,01;2001,55;2001,55;1988,54;;;;
6432 - BANRISUL SERVICOS LTDA;4;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;20/03/2026;18/03/2026;1;L;N;33;3;0,00;0,00;0,00;0,00;0,00;28,32;2832,29;2832,29;2803,97;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;4;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;20/03/2026;18/03/2026;1;L;N;33;3;0,00;0,00;0,00;0,00;0,00;19,63;2844,69;2844,69;2825,06;;;;
5750 - GREEN CARD S/A COMERCIO E SERVICOS;4;900;CARTEIRA;TICKET;20260318;;1;1 - Contas a Receber;18/03/2026;20/03/2026;18/03/2026;0;L;N;33;2;0,00;0,00;0,00;0,00;0,00;2,87;71,74;71,74;68,87;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;3;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;23/03/2026;18/03/2026;1;L;N;33;6;0,00;0,00;0,00;0,00;0,00;172,63;25019,19;25019,19;24846,56;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;3;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;23/03/2026;18/03/2026;1;L;N;33;6;0,00;0,00;0,00;0,00;0,00;113,03;16381,60;16381,60;16268,57;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;3;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;23/03/2026;18/03/2026;1;L;N;33;6;0,00;0,00;0,00;0,00;0,00;25,76;3962,74;3962,74;3936,98;;;;
6432 - BANRISUL SERVICOS LTDA;3;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;23/03/2026;18/03/2026;1;L;N;33;6;0,00;0,00;0,00;0,00;0,00;87,46;8745,65;8745,65;8658,19;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;3;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;23/03/2026;18/03/2026;1;L;N;33;6;0,00;0,00;0,00;0,00;0,00;33,39;4839,02;4839,02;4805,63;;;;
7640 - BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO;5;900;CARTEIRA;TICKET;20260304;;1;1 - Contas a Receber;04/03/2026;27/03/2026;18/03/2026;14;L;N;33;23;0,00;0,00;0,00;0,00;0,00;20,62;515,55;515,55;494,93;;;;
6432 - BANRISUL SERVICOS LTDA;7;900;CARTEIRA;CARDEB;20260308;;1;1 - Contas a Receber;08/03/2026;31/03/2026;18/03/2026;10;L;N;33;23;0,00;0,00;0,00;0,00;0,00;0,41;31,52;31,52;31,11;;;;
6432 - BANRISUL SERVICOS LTDA;1;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;08/04/2026;18/03/2026;30;L;N;33;51;0,00;0,00;0,00;0,00;0,00;0,50;20,74;20,74;20,24;;;;
9037 - ALELO INSTITUICAO DE PAGAMENTO SA;1;900;CARTEIRA;CARDEB;20260216;;1;1 - Contas a Receber;16/02/2026;08/04/2026;18/03/2026;30;L;N;33;51;0,00;0,00;0,00;0,00;0,00;0,31;9,63;9,63;9,32;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;1;900;CARTEIRA;TICKET;20260218;;1;1 - Contas a Receber;18/02/2026;08/04/2026;18/03/2026;28;L;N;33;49;0,00;0,00;0,00;0,00;0,00;0,05;1,39;1,39;1,34;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;1;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;08/04/2026;18/03/2026;1;L;N;33;22;0,00;0,00;0,00;0,00;0,00;2,50;361,99;361,99;359,49;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;1;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;08/04/2026;18/03/2026;1;L;N;33;22;0,00;0,00;0,00;0,00;0,00;3,57;516,97;516,97;513,40;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;1;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;08/04/2026;18/03/2026;1;L;N;33;22;0,00;0,00;0,00;0,00;0,00;0,48;73,09;73,09;72,61;;;;
6432 - BANRISUL SERVICOS LTDA;1;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;08/04/2026;18/03/2026;1;L;N;33;22;0,00;0,00;0,00;0,00;0,00;0,75;74,57;74,57;73,82;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;1;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;08/04/2026;18/03/2026;1;L;N;33;22;0,00;0,00;0,00;0,00;0,00;0,94;136,87;136,87;135,93;;;;
13360 - TICKET SOLUCOES HDFGT SA;17;900;CARTEIRA;TICKET;20260210;;1;1 - Contas a Receber;10/02/2026;08/04/2026;18/03/2026;36;L;N;33;57;0,00;0,00;0,00;0,00;0,00;3,19;85,33;85,33;82,14;;;;
13360 - TICKET SOLUCOES HDFGT SA;17;900;CARTEIRA;TICKET;20260211;;1;1 - Contas a Receber;11/02/2026;08/04/2026;18/03/2026;35;L;N;33;56;0,00;0,00;0,00;0,00;0,00;0,34;8,98;8,98;8,64;;;;
6432 - BANRISUL SERVICOS LTDA;17;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;08/04/2026;18/03/2026;30;L;N;33;51;0,00;0,00;0,00;0,00;0,00;1,77;74,13;74,13;72,36;;;;
9037 - ALELO INSTITUICAO DE PAGAMENTO SA;17;900;CARTEIRA;CARDEB;20260216;;1;1 - Contas a Receber;16/02/2026;08/04/2026;18/03/2026;30;L;N;33;51;0,00;0,00;0,00;0,00;0,00;27,15;848,36;848,36;821,21;;;;
3336 - VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A;17;900;CARTEIRA;TICKET;20260218;;1;1 - Contas a Receber;18/02/2026;08/04/2026;18/03/2026;28;L;N;33;49;0,00;0,00;0,00;0,00;0,00;4,55;119,61;119,61;115,06;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;17;900;CARTEIRA;CARTAO;20260316;;1;1 - Contas a Receber;16/03/2026;09/04/2026;18/03/2026;2;L;N;33;24;0,00;0,00;0,00;0,00;0,00;4,80;345,30;345,30;340,50;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;17;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;09/04/2026;18/03/2026;1;L;N;33;23;0,00;0,00;0,00;0,00;0,00;10,19;1477,17;1477,17;1466,98;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;17;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;09/04/2026;18/03/2026;1;L;N;33;23;0,00;0,00;0,00;0,00;0,00;9,70;1406,26;1406,26;1396,56;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;17;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;09/04/2026;18/03/2026;1;L;N;33;23;0,00;0,00;0,00;0,00;0,00;3,42;526,65;526,65;523,23;;;;
6432 - BANRISUL SERVICOS LTDA;17;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;09/04/2026;18/03/2026;1;L;N;33;23;0,00;0,00;0,00;0,00;0,00;8,41;840,77;840,77;832,36;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;17;900;CARTEIRA;CARDEB;20260317;;1;1 - Contas a Receber;17/03/2026;09/04/2026;18/03/2026;1;L;N;33;23;0,00;0,00;0,00;0,00;0,00;2,04;295,43;295,43;293,39;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;17;900;CARTEIRA;CARTAO;20260215;;1;1 - Contas a Receber;15/02/2026;09/04/2026;18/03/2026;31;L;N;33;53;0,00;0,00;0,00;0,00;0,00;33,64;2491,89;2491,89;2458,25;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;17;900;CARTEIRA;CARTAO;20260215;;1;1 - Contas a Receber;15/02/2026;09/04/2026;18/03/2026;31;L;N;33;53;0,00;0,00;0,00;0,00;0,00;108,40;8029,47;8029,47;7921,07;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;17;900;CARTEIRA;CARTAO;20260215;;1;1 - Contas a Receber;15/02/2026;09/04/2026;18/03/2026;31;L;N;33;53;0,00;0,00;0,00;0,00;0,00;0,43;16,01;16,01;15,58;;;;
7640 - BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO;17;900;CARTEIRA;TICKET;20260304;;1;1 - Contas a Receber;04/03/2026;09/04/2026;18/03/2026;14;L;N;33;36;0,00;0,00;0,00;0,00;0,00;4,19;104,75;104,75;100,56;;;;
13360 - TICKET SOLUCOES HDFGT SA;18;900;CARTEIRA;TICKET;20260213;;1;1 - Contas a Receber;13/02/2026;09/04/2026;18/03/2026;33;L;N;33;55;0,00;0,00;0,00;0,00;0,00;57,30;1531,99;1531,99;1474,69;;;;
7640 - BANRISUL SOLUCOES EM PAGAMENTOS S.A. - INSTITUICAO DE PAGAMENTO;18;900;CARTEIRA;TICKET;20260304;;1;1 - Contas a Receber;04/03/2026;09/04/2026;18/03/2026;14;L;N;33;36;0,00;0,00;0,00;0,00;0,00;73,32;1832,92;1832,92;1759,60;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;1;900;CARTEIRA;CARTAO;20260316;;1;1 - Contas a Receber;16/03/2026;20/04/2026;18/03/2026;2;L;N;33;35;0,00;0,00;0,00;0,00;0,00;0,12;8,49;8,49;8,37;;;;
12167 - BRF S.A;16;900;CARTEIRA;ACRCOM;1;ACO;1;1 - Contas a Receber;16/02/2026;16/02/2026;19/03/2026;31;S;N;32;0;0,00;0,00;0,00;0,00;0,00;0,00;4800,02;4800,02;4800,02;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;14;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;18/02/2026;19/03/2026;31;L;N;32;2;0,00;0,00;0,00;0,00;0,00;150,79;11169,34;11169,34;11018,55;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;14;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;18/02/2026;19/03/2026;31;L;N;32;2;0,00;0,00;0,00;0,00;0,00;157,20;11644,20;11644,20;11487,00;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;14;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;18/02/2026;19/03/2026;31;L;N;32;2;0,00;0,00;0,00;0,00;0,00;17,02;1224,67;1224,67;1207,65;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;14;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;18/02/2026;19/03/2026;31;L;N;32;2;0,00;0,00;0,00;0,00;0,00;3,62;207,08;207,08;203,46;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;14;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;18/02/2026;19/03/2026;31;L;N;32;2;0,00;0,00;0,00;0,00;0,00;2,23;124,16;124,16;121,93;;;;
6432 - BANRISUL SERVICOS LTDA;14;900;CARTEIRA;CARTAO;20260217;;1;1 - Contas a Receber;17/02/2026;18/02/2026;19/03/2026;30;L;N;32;1;0,00;0,00;0,00;0,00;0,00;8,78;367,23;367,23;358,45;;;;
9037 - ALELO INSTITUICAO DE PAGAMENTO SA;14;900;CARTEIRA;CARDEB;20260217;;1;1 - Contas a Receber;17/02/2026;18/02/2026;19/03/2026;30;L;N;32;1;0,00;0,00;0,00;0,00;0,00;14,54;454,50;454,50;439,96;;;;
9037 - ALELO INSTITUICAO DE PAGAMENTO SA;14;900;CARTEIRA;CARDEB;20260217;;1;1 - Contas a Receber;17/02/2026;18/02/2026;19/03/2026;30;L;N;32;1;0,00;0,00;0,00;0,00;0,00;1,18;23,69;23,69;22,51;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;11;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;18/02/2026;19/03/2026;31;L;N;32;2;0,00;0,00;0,00;0,00;0,00;83,97;6219,71;6219,71;6135,74;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;11;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;18/02/2026;19/03/2026;31;L;N;32;2;0,00;0,00;0,00;0,00;0,00;161,04;11928,86;11928,86;11767,82;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;11;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;18/02/2026;19/03/2026;31;L;N;32;2;0,00;0,00;0,00;0,00;0,00;5,43;390,80;390,80;385,37;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;11;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;18/02/2026;19/03/2026;31;L;N;32;2;0,00;0,00;0,00;0,00;0,00;1,70;121,37;121,37;119,67;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;11;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;18/02/2026;19/03/2026;31;L;N;32;2;0,00;0,00;0,00;0,00;0,00;0,99;56,76;56,76;55,77;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;11;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;18/02/2026;19/03/2026;31;L;N;32;2;0,00;0,00;0,00;0,00;0,00;0,52;24,04;24,04;23,52;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;8;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;18/02/2026;19/03/2026;31;L;N;32;2;0,00;0,00;0,00;0,00;0,00;25,33;1876,01;1876,01;1850,68;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;8;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;18/02/2026;19/03/2026;31;L;N;32;2;0,00;0,00;0,00;0,00;0,00;40,97;3035,11;3040,11;2999,14;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;8;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;18/02/2026;19/03/2026;31;L;N;32;2;0,00;0,00;0,00;0,00;0,00;6,89;495,83;495,83;488,94;;;;
17007 - CIELO S.A - INSTITUICAO DE PAGAMENTO;8;900;CARTEIRA;CARTAO;20260216;;1;1 - Contas a Receber;16/02/2026;18/02/2026;19/03/2026;31;L;N;32;2;0,00;0,00;0,00;0,00;0,00;1,63;90,62;90,62;88,99;;;;
