CODIGO_PRODUTO;DESCRICAO;VALOR_CUSTO_NF;ALIQUOTA_PIS;ALIQUOTA_COFINS;PIS_COFINS_GRAVADO;PIS_COFINS_CALCULADO;PIS_COFINS_PADRAO;CFOP;CST_PIS;CST_COFINS;GERA_CREDITO_PIS;GERA_CREDITO_COFINS;NUMERO_NF;SERIE_NF;DTA_ENTRADA;NRO_EMPRESA
3564;BEB 3 CORACOES POWER WHEY 250ML DOCE LEITE;,4606;1,65;7,6;0;,0426;,0426;1102;73;73;;;733073;1;03/06/2026;15
4396;BEB LACT BATAVO 510G POLPA MOR PESSEGO;3,85;1,65;7,6;0;,3561;,3561;1102;73;73;;;4214043;1;11/06/2026;6
4397;BEB LACT BATAVO 510G POLPA MORANGO;3,85;1,65;7,6;0;,3561;,3561;1102;73;73;;;4214022;1;11/06/2026;4
4398;BEB LACT BATAVO 510G POLPA MORANGO COCO;3,85;1,65;7,6;0;,3561;,3561;1102;73;73;;;4214043;1;11/06/2026;6
35571;BEB LACT BIOLAT 1150G MORANGO;7,46;1,65;7,6;0;,6901;,6901;1102;73;73;;;725025;0;11/06/2026;12
13163;BEB LACT BIOLAT 130G;1,3;1,65;7,6;0;,1203;,1203;1102;73;73;;;724070;0;09/06/2026;14
13164;BEB LACT BIOLAT 540G MOR;3,57;1,65;7,6;0;,3302;,3302;1102;73;73;;;724060;0;06/06/2026;1
13165;BEB LACT BIOLAT SC 900ML AMEIXA;3,37;1,65;7,6;0;,3117;,3117;1102;73;73;;;725012;0;11/06/2026;4
13166;BEB LACT BIOLAT SC 900ML COCO;3,37;1,65;7,6;0;,3117;,3117;1102;73;73;;;725014;0;11/06/2026;6
13167;BEB LACT BIOLAT SC 900ML MOR;3,37;1,65;7,6;0;,3117;,3117;1102;73;73;;;725012;0;11/06/2026;4
13168;BEB LACT BIOLAT SC 900ML PESSEGO;3,37;1,65;7,6;0;,3117;,3117;1102;73;73;;;725014;0;11/06/2026;6
13169;BEB LACT BIOLAT SC 900ML SAL FRU;3,37;1,65;7,6;0;,3117;,3117;1102;73;73;;;725014;0;11/06/2026;6
13171;BEB LACT CAROLINA 1250G ACAI BANANA;7,6;1,65;7,6;0;,703;,703;2102;73;73;;;1061288;1;06/06/2026;17
13170;BEB LACT CAROLINA 1250G ACAI C MOR;7,6;1,65;7,6;0;,703;,703;2102;73;73;;;1061288;1;06/06/2026;17
13172;BEB LACT CAROLINA 1250G FRU VERM;7,6;1,65;7,6;0;,703;,703;2102;73;73;;;1061288;1;06/06/2026;17
13173;BEB LACT CAROLINA 1250G MOR;7,6;1,65;7,6;0;,703;,703;2102;73;73;;;1061288;1;06/06/2026;17
13174;BEB LACT CAROLINA 1250G SALAD FRUT;7,6;1,65;7,6;0;,703;,703;2102;73;73;;;1061288;1;06/06/2026;17
13175;BEB LACT CAROLINA 150G ACAI MOR;1,39;1,65;7,6;0;,1286;,1286;2102;73;73;;;1061288;1;06/06/2026;17
13176;BEB LACT CAROLINA 150G COCO;1,39;1,65;7,6;0;,1286;,1286;2102;73;73;;;1061288;1;06/06/2026;17
13177;BEB LACT CAROLINA 150G FRU VERM;1,39;1,65;7,6;0;,1286;,1286;2102;73;73;;;1061288;1;06/06/2026;17
13178;BEB LACT CAROLINA 150G GRAVIOLA;1,39;1,65;7,6;0;,1286;,1286;2102;73;73;;;1061288;1;06/06/2026;17
13179;BEB LACT CAROLINA 150G MOR;1,39;1,65;7,6;0;,1286;,1286;2102;73;73;;;1061288;1;06/06/2026;17
13180;BEB LACT CAROLINA 150G SAL FRU;1,39;1,65;7,6;0;,1286;,1286;2102;73;73;;;1061288;1;06/06/2026;17
13181;BEB LACT CAROLINA 360G MOR COCO;2,95;1,65;7,6;0;,2729;,2729;2102;73;73;;;1061288;1;06/06/2026;17
13182;BEB LACT CAROLINA 510G MOR;3,5;1,65;7,6;0;,3238;,3238;2102;73;73;;;1061288;1;06/06/2026;17
13183;BEB LACT CAROLINA 510G MOR COCO;3,5;1,65;7,6;0;,3238;,3238;2102;73;73;;;1061288;1;06/06/2026;17
13184;BEB LACT CAROLINA 510G MOR SAL FRU;,35;1,65;7,6;0;,0324;,0324;2102;73;73;;;1061288;1;06/06/2026;17
13185;BEB LACT CAROLINA 800G COCO;4,91;1,65;7,6;0;,4542;,4542;2102;73;73;;;1061288;1;06/06/2026;17
13186;BEB LACT CAROLINA 800G FRU VERM;4,91;1,65;7,6;0;,4542;,4542;2102;73;73;;;1061288;1;06/06/2026;17
13187;BEB LACT CAROLINA 800G GRAVIOLA;4,91;1,65;7,6;0;,4542;,4542;2102;73;73;;;1061288;1;06/06/2026;17
13188;BEB LACT CAROLINA 800G MOR;4,91;1,65;7,6;0;,4542;,4542;2102;73;73;;;1061277;1;05/06/2026;18
13189;BEB LACT CAROLINA 800G SALAD FRUT;4,91;1,65;7,6;0;,4542;,4542;2102;73;73;;;1061277;1;05/06/2026;18
13194;BEB LACT CAROLINA BIBIBITS 125G MARR;2,68;1,65;7,6;0;,2479;,2479;2102;73;73;;;1061288;1;06/06/2026;17
13195;BEB LACT CAROLINA BIBIBITS 125G ROSA;2,68;1,65;7,6;0;,2479;,2479;2102;73;73;;;1061288;1;06/06/2026;17
13196;BEB LACT CAROLINA BIBIBITS 125G VERM;2,68;1,65;7,6;0;,2479;,2479;2102;73;73;;;1061288;1;06/06/2026;17
13197;BEB LACT CAROLINA C POLPA 150G AC GUA;1,39;1,65;7,6;0;,1286;,1286;2102;73;73;;;1061288;1;06/06/2026;17
13198;BEB LACT CAROLINA C POLPA 800G AC GUA;4,91;1,65;7,6;0;,4542;,4542;2102;73;73;;;1061288;1;06/06/2026;17
13199;BEB LACT CAROLINA C POLPA 800G AC MOR;4,91;1,65;7,6;0;,4542;,4542;2102;73;73;;;1061278;1;03/06/2026;12
13200;BEB LACT CAROLINA KIDS C FLOC 125G;3,43;1,65;7,6;0;,3173;,3173;2102;73;73;;;1061288;1;06/06/2026;17
36232;BEB LACT DAUS P SORVETE 1L BAUN;,6065;1,65;7,6;0;,0561;,0561;2102;73;73;;;150958;1;17/04/2026;15
36231;BEB LACT DAUS P SORVETE 1L CHOC;,6565;1,65;7,6;0;,0607;,0607;2102;73;73;;;150958;1;17/04/2026;15
4361;BEB LACT ELEGE 1 150KG MORANGO;10,34;1,65;7,6;0;,9565;,9565;1102;73;73;;;4214021;1;10/06/2026;2
4362;BEB LACT ELEGE 1 150KG SALADA FRUTA;10,34;1,65;7,6;0;,9565;,9565;1102;73;73;;;4179665;1;09/06/2026;12
4363;BEB LACT ELEGE 510G MORANGO;3,52;1,65;7,6;0;,3256;,3256;1102;73;73;;;4214022;1;11/06/2026;4
4401;BEB LACT ELEGE 510G MORANGO AMEIXA;3,52;1,65;7,6;0;,3256;,3256;1102;73;73;;;4214022;1;11/06/2026;4
4364;BEB LACT ELEGE 510G MORANGO COCO;3,52;1,65;7,6;0;,3256;,3256;1102;73;73;;;4214022;1;11/06/2026;4
36804;BEB LACT FRUTIROL 480G FRUTAS;2,61;1,65;7,6;0;,2414;,2414;1102;73;73;;;101347;8;12/06/2026;11
4415;BEB LACT FRUTIROL 480G MORANGO;2,61;1,65;7,6;0;,2414;,2414;1102;73;73;;;101347;8;12/06/2026;11
4402;BEB LACT PENSE ZERO BATAVO 170G AMEIXA;2,45;1,65;7,6;0;,2266;,2266;1102;73;73;;;4211512;1;10/06/2026;18
4403;BEB LACT PENSE ZERO BATAVO 170G MAMAO;2,45;1,65;7,6;0;,2266;,2266;1102;73;73;;;4214043;1;11/06/2026;6
4404;BEB LACT PENSE ZERO BATAVO 170G MORANGO;2,45;1,65;7,6;0;,2266;,2266;1102;73;73;;;4214022;1;11/06/2026;4
4386;BEB LACT SANTA CLARA SC 1L COCO;4,37;1,65;7,6;0;,4042;,4042;1102;73;73;;;2795915;1;01/06/2026;12
4387;BEB LACT SANTA CLARA SC 1L MORANGO;4,37;1,65;7,6;0;,4042;,4042;1102;73;73;;;2805975;1;06/06/2026;13
4388;BEB LACT SANTA CLARA SC 1L SALADA DE FRUTA;4,37;1,65;7,6;0;,4042;,4042;1102;73;73;;;2795915;1;01/06/2026;12
4377;BEB LACT SANTA CLARA TRIP ZR GF 1L FRUTAS CEREAL;7,28;1,65;7,6;0;,6734;,6734;1102;73;73;;;2805977;1;10/06/2026;12
4378;BEB LACT SANTA CLARA TRIP ZR GF 1L MEL CEREAL;7,28;1,65;7,6;0;,6734;,6734;1102;73;73;;;2805971;1;11/06/2026;4
4380;BEB LACT SANTA CLARA TRIP ZR GF 1L MORANGO;7,28;1,65;7,6;0;,6734;,6734;1102;73;73;;;2805976;1;12/06/2026;11
4374;BEB LACT STA CLARA GF 1L AMEIXA;5,82;1,65;7,6;0;,5384;,5384;1102;73;73;;;2799180;1;03/06/2026;14
4375;BEB LACT STA CLARA GF 1L COCO;5,82;1,65;7,6;0;,5384;,5384;1102;73;73;;;2809140;1;11/06/2026;14
4376;BEB LACT STA CLARA GF 1L FRUTAS VERMELHA;5,82;1,65;7,6;0;,5384;,5384;1102;73;73;;;2799180;1;03/06/2026;14
4381;BEB LACT STA CLARA GF 1L MORANGO;5,82;1,65;7,6;0;,5384;,5384;1102;73;73;;;2799175;1;03/06/2026;4
4384;BEB LACT STA CLARA GF 1L SALADA DE FRUTA;5,82;1,65;7,6;0;,5384;,5384;1102;73;73;;;2809140;1;11/06/2026;14
4379;BEB LACT STA CLARA GF 1L ZERO LAC MORANGO;6,5;1,65;7,6;0;,6013;,6013;1102;73;73;;;2805948;1;08/06/2026;2
4383;BEB LACT STA CLARA GF 1L ZERO LAC SALADA DE FRUTA;6,5;1,65;7,6;0;,6013;,6013;1102;73;73;;;2805790;1;10/06/2026;18
8774;BEB LACT STA CLARA PRO UHT 250ML BANANA;5,1;1,65;7,6;0;,4718;,4718;1102;73;73;;;2793788;1;28/05/2026;14
8775;BEB LACT STA CLARA PRO UHT 250ML CHOCOLATE;5,1;1,65;7,6;0;,4718;,4718;1102;73;73;;;2795915;1;01/06/2026;12
8776;BEB LACT STA CLARA PRO UHT 250ML DOCE DE LEITE;5,1;1,65;7,6;0;,4718;,4718;1102;73;73;;;2795915;1;01/06/2026;12
13205;BEB LACT STA CLARA SC 1L AMEIXA;4,37;1,65;7,6;0;,4042;,4042;1102;73;73;;;2795912;1;29/05/2026;17
8909;BEB LACT STA CLARA SC 1L FRUT VERM;4,37;1,65;7,6;0;,4042;,4042;1102;73;73;;;2805976;1;12/06/2026;11
25919;BEB LACT TIROL 170G COCO;1,55;1,65;7,6;0;,1434;,1434;1102;73;73;;;93580;8;14/05/2026;7
25921;BEB LACT TIROL 170G MOR;1,55;1,65;7,6;0;,1434;,1434;1102;73;73;;;101347;8;12/06/2026;11
4389;BEB LACT TIROL GF 830G COCO;5,25;1,65;7,6;0;,4856;,4856;1102;73;73;;;100186;8;06/06/2026;2
4391;BEB LACT TIROL GF 830G MORANGO;5,25;1,65;7,6;0;,4856;,4856;1102;73;73;;;101348;8;06/06/2026;12
4392;BEB LACT TIROL SC 900G COCO;3,02;1,65;7,6;0;,2794;,2794;1102;73;73;;;101347;8;12/06/2026;11
4393;BEB LACT TIROL SC 900G FRUTAS CEREAIS;3,02;1,65;7,6;0;,2794;,2794;1102;73;73;;;101347;8;12/06/2026;11
4394;BEB LACT TIROL SC 900G MORANGO;3,02;1,65;7,6;0;,2794;,2794;1102;73;73;;;101347;8;12/06/2026;11
36949;BEB LACT UNIBABY ABACAXI COCO 150G;1,4;1,65;7,6;0;,1295;,1295;2102;73;73;;;816578;2;01/06/2026;2
36985;BEB LACT UNIBABY ABACAXI COCO 800G;4,8;1,65;7,6;0;,444;,444;2102;73;73;;;816586;2;01/06/2026;12
36907;BEB LACT UNIBABY ACAI BAN GUAR 510G;3,67;1,65;7,6;0;,3395;,3395;2102;73;73;;;816578;2;01/06/2026;2
36944;BEB LACT UNIBABY ACAI BANANA 150G;1,4;1,65;7,6;0;,1295;,1295;2102;73;73;;;816578;2;01/06/2026;2
36954;BEB LACT UNIBABY ACAI BANANA 800G;4,8;1,65;7,6;0;,444;,444;2102;73;73;;;816578;2;01/06/2026;2
36991;BEB LACT UNIBABY ACAI BANANA 850G;4,03;1,65;7,6;0;,3728;,3728;2102;73;73;;;816578;2;01/06/2026;2
36947;BEB LACT UNIBABY ACAI GUARANA 150G;1,4;1,65;7,6;0;,1295;,1295;2102;73;73;;;816578;2;01/06/2026;2
36969;BEB LACT UNIBABY ACAI GUARANA 800G;4,8;1,65;7,6;0;,444;,444;2102;73;73;;;816578;2;01/06/2026;2
36946;BEB LACT UNIBABY ACAI MOR 150G;1,4;1,65;7,6;0;,1295;,1295;2102;73;73;;;816578;2;01/06/2026;2
36960;BEB LACT UNIBABY ACAI MORANGO 800G;4,8;1,65;7,6;0;,444;,444;2102;73;73;;;816578;2;01/06/2026;2
36978;BEB LACT UNIBABY COCO 100G;,85;1,65;7,6;0;,0786;,0786;2102;73;73;;;816578;2;01/06/2026;2
36923;BEB LACT UNIBABY COCO GF 150G;1,4;1,65;7,6;0;,1295;,1295;2102;73;73;;;816578;2;01/06/2026;2
36951;BEB LACT UNIBABY COCO GF 800G;4,8;1,65;7,6;0;,444;,444;2102;73;73;;;816586;2;01/06/2026;12
36911;BEB LACT UNIBABY COLORIDO 130G;2,69;1,65;7,6;0;,2488;,2488;2102;73;73;;;816578;2;01/06/2026;2
36919;BEB LACT UNIBABY FRUTAS VRM 150G;1,4;1,65;7,6;0;,1295;,1295;2102;73;73;;;816578;2;01/06/2026;2
36948;BEB LACT UNIBABY MELANC LIMAO 150G;1,4;1,65;7,6;0;,1295;,1295;2102;73;73;;;816578;2;01/06/2026;2
36988;BEB LACT UNIBABY MELANCI LIMAO 800G;4,8;1,65;7,6;0;,444;,444;2102;73;73;;;816578;2;01/06/2026;2
36898;BEB LACT UNIBABY MORANGO 100G;,85;1,65;7,6;0;,0786;,0786;2102;73;73;;;816578;2;01/06/2026;2
36930;BEB LACT UNIBABY MORANGO 150G;1,4;1,65;7,6;0;,1295;,1295;2102;73;73;;;816586;2;01/06/2026;12
36903;BEB LACT UNIBABY MORANGO 510G;3,31;1,65;7,6;0;,3062;,3062;2102;73;73;;;816578;2;01/06/2026;2
36909;BEB LACT UNIBABY MORANGO COCO 510G;3,31;1,65;7,6;0;,3062;,3062;2102;73;73;;;816578;2;01/06/2026;2
36950;BEB LACT UNIBABY MORANGO GF 800G;4,8;1,65;7,6;0;,444;,444;2102;73;73;;;816578;2;01/06/2026;2
36896;BEB LACT UNIBABY PAST CONF 130G;2,69;1,65;7,6;0;,2488;,2488;2102;73;73;;;816578;2;01/06/2026;2
36932;BEB LACT UNIBABY PESSEGO 150G;1,4;1,65;7,6;0;,1295;,1295;2102;73;73;;;816586;2;01/06/2026;12
36935;BEB LACT UNIBABY SALADA FRUTA 150G;1,4;1,65;7,6;0;,1295;,1295;2102;73;73;;;816578;2;01/06/2026;2
36983;BEB LACT UNIBABY SALADA FRUTAS 100G;,85;1,65;7,6;0;,0786;,0786;2102;73;73;;;813700;2;18/05/2026;6
36952;BEB LACT UNIBABY SALADA FRUTAS 800G;4,8;1,65;7,6;0;,444;,444;2102;73;73;;;816578;2;01/06/2026;2
36902;BEB LACT UNIBABY SENSACAO 510G;3,36;1,65;7,6;0;,3108;,3108;2102;73;73;;;816578;2;01/06/2026;2
36943;BEB LACT UNIBABY UVA VERDE 150G;1,4;1,65;7,6;0;,1295;,1295;2102;73;73;;;816578;2;01/06/2026;2
36975;BEB LACT UNIBABY UVA VERDE 800G;4,8;1,65;7,6;0;,444;,444;2102;73;73;;;816586;2;01/06/2026;12
384;BEB MISTA TAMPICO 450ML FRUTAS CITRICAS;,2217;1,65;7,6;0;,0205;,0205;1102;70;70;;;1423279;2;19/03/2026;15
382;BEB MISTA TAMPICO PET 2L FRUTAS CITRICAS;1,1233;1,65;7,6;0;,1039;,1039;1102;70;70;;;1420534;2;26/02/2026;15
13209;BEB NESTLE NESCAU 270ML EX CACAU;,206;1,65;7,6;0;,0191;,0191;1102;73;73;;;3314035;1;17/04/2026;15
3014;BEBIDA NESTLE 270ML NESCAU;,206;1,65;7,6;0;,0191;,0191;1102;73;73;;;3314035;1;17/04/2026;15
3017;BEBIDA NESTLE 280ML ALPINO FAST;,2101;1,65;7,6;0;,0194;,0194;1102;73;73;;;3361131;1;09/06/2026;50
3018;BEBIDA NESTLE 280ML NESTON FAST;,2008;1,65;7,6;0;,0186;,0186;1102;73;73;;;3331300;1;05/05/2026;15
3581;BEBIDA PARMALAT WHEY 250ML ABACATE;,3183;1,65;7,6;0;,0294;,0294;1102;73;73;;;4184317;1;26/05/2026;6
3587;BEBIDA PARMALAT WHEY 250ML BAUNILHA;,3183;1,65;7,6;0;,0294;,0294;1102;73;73;;;4196834;1;28/05/2026;11
3586;BEBIDA PARMALAT WHEY 250ML CAPPUCCINO;5,73;1,65;7,6;0;,53;,53;1102;73;73;;;4184316;1;21/05/2026;3
3589;BEBIDA PARMALAT WHEY 250ML CHOC;,3183;1,65;7,6;0;,0294;,0294;1102;73;73;;;4196834;1;28/05/2026;11
3573;BEBIDA PARMALAT WHEY 250ML COCO;5,45;1,65;7,6;0;,5041;,5041;1102;73;73;;;4151330;1;04/05/2026;15
3584;BEBIDA PARMALAT WHEY 250ML MILHO VERDE;,3006;1,65;7,6;0;,0278;,0278;1102;73;73;;;4102485;1;06/05/2026;14
10702;BERGAMOTA MONTENEGRINA KG;,1753;1,65;7,6;0;,0162;,0162;1102;73;73;;;2172;6;14/05/2026;18
10704;BERGAMOTA PONKAN KG;,2293;1,65;7,6;0;,0212;,0212;1102;73;73;;;2121;6;14/05/2026;18
10705;BERINJELA KG;,6;1,65;7,6;0;,0555;,0555;1102;73;73;;;2108;6;14/05/2026;18
10709;BETERRABA KG;,3435;1,65;7,6;0;,0318;,0318;1102;73;73;;;2121;6;14/05/2026;18
12120;BIFE VAZIO RESERVA BOV KG;34;1,65;7,6;0;3,145;3,145;2403;73;73;;;342363;1;09/06/2026;16
13255;BIFINHO PETISCAO C 2 COSTELA DEFUMA;,214;1,65;7,6;0;,0198;,0198;2102;73;73;;;12470;1;23/04/2026;15
10733;BISTECA SADIA SUINA CONG KG;13,3001;1,65;7,6;0;1,2303;1,2303;1403;73;73;;;6446774;1;22/05/2026;3
13524;BLOQ ODORES 60ML BABY;4,53;1,65;7,6;0;,419;,419;2102;70;70;;;82904;1;26/02/2026;15
13525;BLOQ ODORES 60ML ESPECIARIAS;4,53;1,65;7,6;0;,419;,419;2102;70;70;;;82904;1;26/02/2026;15
36382;BLOQ ODORES 60ML LAVANDA FRANCE;4,53;1,65;7,6;0;,419;,419;2102;70;70;;;82904;1;26/02/2026;15
36660;BLOQ ODORES AMAZON 60ML CAPIM LIMAO;4,53;1,65;7,6;0;,419;,419;2102;70;70;;;82904;1;26/02/2026;15
35677;BLOQ ODORES AMAZONIA 60ML T FRUTTI;,3775;1,65;7,6;0;,0349;,0349;2102;70;70;;;82904;1;26/02/2026;15
33840;BODY SPLASH CARMED 200ML AMOR DE VERAO;25,9;1,65;7,6;0;2,3958;2,3958;1403;70;70;;;193105;20;01/04/2026;15
33841;BODY SPLASH CARMED 200ML LUZ DO SOL;27,97;1,65;7,6;0;2,5872;2,5872;1403;70;70;;;195707;20;04/05/2026;15
33842;BODY SPLASH CARMED 200ML NAS NUVENS;27,97;1,65;7,6;0;2,5872;2,5872;1403;70;70;;;195707;20;04/05/2026;15
26154;BOLINHO AIPIM HENICKA 300G;4,75;1,65;7,6;0;,4394;,4394;1102;73;73;;;13720;1;12/03/2026;16
38400;BOM AR ELET LIQ FRAMB JAS RF 16ML;17,97;1,65;7,6;0;1,6622;1,6622;1102;70;70;;;2440297;1;11/05/2026;15
38399;BOM AR LIMAO SICILIANO 250ML REF;24,3;1,65;7,6;0;2,2478;2,2478;1102;70;70;;;2440297;1;11/05/2026;15
35213;BOM AR RF 250ML FLOR DE ALGODAO;24,3;1,65;7,6;0;2,2478;2,2478;1102;70;70;;;2440297;1;11/05/2026;15
38401;BOM AR SPRAY AMB LAVANDA 236ML;18,6;1,65;7,6;0;1,7205;1,7205;1102;70;70;;;2440297;1;11/05/2026;15
36393;BORRIF GLADE HOME LAVAN TRANQ 265ML;1,1042;1,65;7,6;0;,1021;,1021;1102;70;70;;;363518;5;03/06/2026;17
33824;BORRIFADOR GLADE HOME 265ML FLESH FLOWER;1,1042;1,65;7,6;0;,1021;,1021;1102;70;70;;;363518;5;03/06/2026;17
10786;BROCOLIS BDJ 200G;,4486;1,65;7,6;0;,0415;,0415;1102;73;73;;;2108;6;14/05/2026;18
14898;BROCOLIS EXCELSIOR CONG 300G;6,3;1,65;7,6;0;,5828;,5828;1102;73;73;;;712427;101;10/06/2026;4
10790;CACAU KG;1,25;1,65;7,6;0;,1156;,1156;1102;73;73;;;1260;6;23/03/2026;2
15141;CAFE 3C DRIP GOURMET SH 10G PORTINARI;,1864;1,65;7,6;0;,0172;,0172;1102;73;73;;;723815;1;08/05/2026;15
2154;CAFE 3C DRIP GOURMET SH 11G DARK ROAST;,1708;1,65;7,6;0;,0158;,0158;1102;73;73;;;723815;1;08/05/2026;15
2250;CAFE 3C DRIP RITUAIS SH 10G FLORADA;1,553;1,65;7,6;0;,1437;,1437;1102;73;73;;;704237;1;05/03/2026;15
15144;CAFE 3C DRIP TRAD SH 10G;,1424;1,65;7,6;0;,0132;,0132;1102;73;73;;;723815;1;08/05/2026;15
1988;CAFE IGUACU SOLUVEL PT 200G CAPPUCCINO;,4442;1,65;7,6;0;,0411;,0411;1102;73;73;;;728015;1;21/05/2026;15
2039;CAFE SOL 3C CAPPUCCINO PT 200G CLASSIC;,5831;1,65;7,6;0;,0539;,0539;1102;73;73;;;728015;1;21/05/2026;15
33652;CAFE SOL 3C CAPPUCCINO PT 200G LOV CARAM SALGA;,5729;1,65;7,6;0;,053;,053;1102;73;73;;;715546;1;09/04/2026;15
33653;CAFE SOL 3C CAPPUCCINO PT 200G LOVERS COOKIES;,5729;1,65;7,6;0;,053;,053;1102;73;73;;;715546;1;09/04/2026;15
2029;CAFE SOL 3C CAPPUCCINO SH 20G BAUNILHA;,0345;1,65;7,6;0;,0032;,0032;1102;73;73;;;723815;1;08/05/2026;15
2031;CAFE SOL 3C CAPPUCCINO SH 20G CANELA;,0345;1,65;7,6;0;,0032;,0032;1102;73;73;;;723815;1;08/05/2026;15
29529;CAFE SOL 3C CAPPUCCINO SH 20G CHOC;,0345;1,65;7,6;0;,0032;,0032;1102;73;73;;;723815;1;08/05/2026;15
2030;CAFE SOL 3C CAPPUCCINO SH 20G CLASSIC;,0345;1,65;7,6;0;,0032;,0032;1102;73;73;;;723815;1;08/05/2026;15
1989;CAFE SOL 3C FORZA SH 250G INTENSIDADE MAX;,9;1,65;7,6;0;,0833;,0833;1102;73;73;;;716831;1;11/04/2026;15
2048;CAFE SOL 3C LT 160G TRAD;1,4575;1,65;7,6;0;,1348;,1348;1102;73;73;;;728015;1;21/05/2026;15
2071;CAFE SOL 3C LT 300G C LEITE;1,3685;1,65;7,6;0;,1266;,1266;1102;73;73;;;728015;1;21/05/2026;15
2069;CAFE SOL 3C SH 20G C LEITE;,0345;1,65;7,6;0;,0032;,0032;1102;73;73;;;728015;1;21/05/2026;15
2081;CAFE SOL 3C SH 40G TRAD;,1896;1,65;7,6;0;,0175;,0175;1102;73;73;;;728015;1;21/05/2026;15
2151;CAFE SOL 3C VD 100G LIOFILIZADO ARABICA;,8777;1,65;7,6;0;,0812;,0812;1102;73;73;;;715546;1;09/04/2026;15
2143;CAFE SOL 3C VD 200G TRAD;2,2331;1,65;7,6;0;,2066;,2066;1102;73;73;;;723815;1;08/05/2026;15
2079;CAFE SOL BOM JESUS SH 40G FORTE;,2004;1,65;7,6;0;,0185;,0185;1102;73;73;;;1298483;109;06/05/2026;15
2032;CAFE SOL IGUACU CAPPUCCINO PT 200G CHOC;,4442;1,65;7,6;0;,0411;,0411;1102;73;73;;;728015;1;21/05/2026;15
29450;CAFE SOL IGUACU DESCAFEINADO SH 40G;,368;1,65;7,6;0;,034;,034;1102;73;73;;;728015;1;21/05/2026;15
38353;CAFE SOL IGUACU GRAN CLASS VD 160G;1,5333;1,65;7,6;0;,1418;,1418;1102;73;73;;;728015;1;21/05/2026;15
2047;CAFE SOL IGUACU LT LV200G PG190G TRAD;1,7483;1,65;7,6;0;,1617;,1617;1102;73;73;;;728015;1;21/05/2026;15
2034;CAFE SOL IGUACU PT 200G CAPPUCCINO CANELA;,4264;1,65;7,6;0;,0394;,0394;1102;73;73;;;716831;1;11/04/2026;15
2113;CAFE SOL IGUACU SH 100G CAPPUCCINO;,2443;1,65;7,6;0;,0226;,0226;1102;73;73;;;728015;1;21/05/2026;15
2077;CAFE SOL IGUACU SH 40G CLASSICO;,1938;1,65;7,6;0;,0179;,0179;1102;73;73;;;728015;1;21/05/2026;15
38352;CAFE SOL IGUACU SH 40G GTS 10PCTO CLASSICO;,1842;1,65;7,6;0;,017;,017;1102;73;73;;;728015;1;21/05/2026;15
2075;CAFE SOL IGUACU SH 40G TRAD;,1717;1,65;7,6;0;,0159;,0159;1102;73;73;;;715546;1;09/04/2026;15
15158;CAFE SOL IGUACU SH L55P50G;,2292;1,65;7,6;0;,0212;,0212;1102;73;73;;;728015;1;21/05/2026;15
2152;CAFE SOL IGUACU VD 200G CLASSICO CLASSICO;1,8513;1,65;7,6;0;,1712;,1712;1102;73;73;;;723815;1;08/05/2026;15
2035;CAFE SOL MELITTA CAPPUCCINO LT 200G CHOC;,483;1,65;7,6;0;,0447;,0447;1102;73;73;;;1306935;109;11/06/2026;15
2036;CAFE SOL MELITTA CAPPUCCINO LT 200G TRAD;,4833;1,65;7,6;0;,0447;,0447;1102;73;73;;;1298483;109;06/05/2026;15
2070;CAFE SOL MELITTA LT 200G C LEITE;,4285;1,65;7,6;0;,0396;,0396;1102;73;73;;;1305762;109;11/06/2026;15
2121;CAFE SOL MELITTA SH 40G DESCAF;,3599;1,65;7,6;0;,0333;,0333;1102;73;73;;;1305762;109;11/06/2026;15
2083;CAFE SOL MELITTA SH 40G TRAD;,2109;1,65;7,6;0;,0195;,0195;1102;73;73;;;1298483;109;06/05/2026;15
2147;CAFE SOL MELITTA VD 200G TRAD;2,2913;1,65;7,6;0;,2119;,2119;1102;73;73;;;1305762;109;11/06/2026;15
15171;CAFE SOL NESCAFE CREM DOLCA LT 150G;1,2377;1,65;7,6;0;,1145;,1145;1102;73;73;;;3330319;1;05/05/2026;15
2066;CAFE SOL NESCAFE GOLD LT 100G INSTENSO;1,6703;1,65;7,6;0;,1545;,1545;1102;73;73;;;3351525;1;26/05/2026;50
2067;CAFE SOL NESCAFE GOLD LT 100G SUAVE;1,6703;1,65;7,6;0;,1545;,1545;1102;73;73;;;3351525;1;26/05/2026;50
1994;CAFE SOL NESCAFE GOLD SH 250G INTENSO;1,9626;1,65;7,6;0;,1815;,1815;1102;73;73;;;3330319;1;05/05/2026;15
1992;CAFE SOL NESCAFE GOLD SH 250G SUAVE;1,9626;1,65;7,6;0;,1815;,1815;1102;73;73;;;3330319;1;05/05/2026;15
2114;CAFE SOL NESCAFE GOLD SH 40G INTENS;,3122;1,65;7,6;0;,0289;,0289;1102;73;73;;;3313851;1;10/04/2026;15
2117;CAFE SOL NESCAFE GOLD SH 40G SUAVE;,3122;1,65;7,6;0;,0289;,0289;1102;73;73;;;3340756;1;12/05/2026;15
2072;CAFE SOL NESCAFE LT 300G C LEITE;1,3698;1,65;7,6;0;,1267;,1267;1102;73;73;;;3269027;1;19/02/2026;50
15180;CAFE SOL NESCAFE MATINAL SH L40P36G;,1864;1,65;7,6;0;,0172;,0172;1102;73;73;;;3351961;1;26/05/2026;21
