CODIGO_PRODUTO;DESCRICAO;DEPARTAMENTO;PULMAO_EMB;PULMAO_LASTRO;PULMAO_ALTURA;SELECAO_EMB;SELECAO_LASTRO;SELECAO_ALTURA
11176;FLOR CRISANTEMO MINI PT 13;PERECIVEIS;;0;0;;0;0
33943;FLOR DALIA X3 SORT;PERECIVEIS;;0;0;;0;0
11191;FLOR KALANCHOE DOB PT 11;PERECIVEIS;;0;0;;0;0
11193;FLOR KALANCHOE PT 06;PERECIVEIS;;0;0;;0;0
18584;FLOR NARCISO X3 MISTA;PERECIVEIS;;0;0;;0;0
11218;FLOR SAMAMBAIA AMERICANA PT 21;PERECIVEIS;;0;0;;0;0
11226;FLOR VIOLETA PT 11;PERECIVEIS;;0;0;;0;0
11227;FLOR ZAMIOCULCAS PT 11;PERECIVEIS;;0;0;;0;0
18592;FLUTUADOR MARGARIDA BEL PISCS;PERFUMARIA E LIMPEZA;UN 1;20;5;UN 1;20;5
11231;FOLHA PARREIRA;PERECIVEIS;;0;0;;0;0
31073;FOLHADINHO FGO 400G 9939;PERECIVEIS;;0;0;;0;0
35264;FOLHADO MARQUESPAN ACUC GOIABADA KG;PERECIVEIS;;0;0;;0;0
35265;FOLHADO MARQUESPAN ACUCAR KG;PERECIVEIS;;0;0;;0;0
35266;FOLHADO MARQUESPAN QJO KG;PERECIVEIS;;0;0;;0;0
11232;FOLHADO SPECIATTA ABACAXI KG;PERECIVEIS;;0;0;;0;0
11233;FOLHADO SPECIATTA MINI SALSICHA KG;PERECIVEIS;;0;0;;0;0
6084;FONDUE SANTA CLARA 400G CHOCOLATE;PERECIVEIS;;0;0;;0;0
6083;FONDUE SANTA CLARA 400G QUEIJO ESP;PERECIVEIS;;0;0;;0;0
37122;FRAL PAMPERS CONF PANTS MEGA P 32UN;PERFUMARIA E LIMPEZA;CX 4;10;5;CX 4;10;5
9539;FRALDA BABYSEC ULTRA JUMBINHO G 16UN;PERFUMARIA E LIMPEZA;FD 8;10;3;FD 8;10;3
9540;FRALDA BABYSEC ULTRA JUMBINHO M 18 UN;PERFUMARIA E LIMPEZA;FD 8;10;5;FD 8;10;5
6116;FRALDA BAS SUP NOVA PAMPERS G 26UN;PERFUMARIA E LIMPEZA;;0;0;;0;0
6117;FRALDA BAS SUP NOVA PAMPERS M 30UN;PERFUMARIA E LIMPEZA;;0;0;;0;0
6118;FRALDA BAS SUP NOVA PAMPERS P 34UN;PERFUMARIA E LIMPEZA;;0;0;;0;0
6119;FRALDA BAS SUP NOVA PAMPERS XG 22UN;PERFUMARIA E LIMPEZA;;0;0;;0;0
6120;FRALDA BAS SUP NOVA PAMPERS XXG 20UN;PERFUMARIA E LIMPEZA;;0;0;;0;0
6126;FRALDA CONFORTSEC PAMPERS G 38UN;PERFUMARIA E LIMPEZA;CX 4;16;6;CX 4;16;6
6129;FRALDA CONFORTSEC PAMPERS M 44UN;PERFUMARIA E LIMPEZA;;0;0;;0;0
6128;FRALDA CONFORTSEC PAMPERS P 50UN;PERFUMARIA E LIMPEZA;;0;0;;0;0
6125;FRALDA CONFORTSEC PAMPERS XG 34UN;PERFUMARIA E LIMPEZA;;0;0;;0;0
6127;FRALDA CONFORTSEC PAMPERS XXG 30UN;PERFUMARIA E LIMPEZA;;0;0;;0;0
9541;FRALDA DESC BABYSEC JUMBINHO P 20 UN;PERFUMARIA E LIMPEZA;FD 8;22;7;FD 8;22;7
9542;FRALDA DESC BABYSEC JUMBINHO XG 12 UN;PERFUMARIA E LIMPEZA;FD 8;10;5;FD 8;10;5
9543;FRALDA DESC BABYSEC JUMBINHO XXG 12 UN;PERFUMARIA E LIMPEZA;FD 8;10;5;FD 8;10;5
18737;FRALDA DESC BABYSEC ULTSEC MEGA G 32 UN;PERFUMARIA E LIMPEZA;FD 6;10;5;FD 6;10;5
18738;FRALDA DESC BABYSEC ULTSEC MEGA M 38 UN;PERFUMARIA E LIMPEZA;FD 6;10;5;FD 6;10;5
18739;FRALDA DESC BABYSEC ULTSEC MEGA P 42 UN;PERFUMARIA E LIMPEZA;FD 6;22;7;FD 6;22;7
18736;FRALDA DESC BABYSEC ULTSEC MEGA XG 30 UN;PERFUMARIA E LIMPEZA;FD 6;10;5;FD 6;10;5
18735;FRALDA DESC BABYSEC ULTSEC MEGA XXG 28 UN;PERFUMARIA E LIMPEZA;FD 6;6;7;FD 6;6;7
18743;FRALDA DESC FERINHA HIPER C 52 M;PERFUMARIA E LIMPEZA;FD 6;5;4;FD 6;5;4
18740;FRALDA DESC FERINHA HIPER C/40 XXG;PERFUMARIA E LIMPEZA;UN 1;18;10;UN 1;18;10
18741;FRALDA DESC FERINHA HIPER C/42 GG;PERFUMARIA E LIMPEZA;UN 1;18;10;UN 1;18;10
18742;FRALDA DESC FERINHA HIPER C/46 G;PERFUMARIA E LIMPEZA;FD 6;18;10;FD 6;18;10
18744;FRALDA DESC FERINHA HIPER C/60 P;PERFUMARIA E LIMPEZA;UN 1;6;6;UN 1;6;6
18745;FRALDA DESC FERINHA JUMBINHO C 14 GG;PERFUMARIA E LIMPEZA;FD 6;25;10;FD 6;25;10
18746;FRALDA DESC FERINHA JUMBINHO C/14 XXG;PERFUMARIA E LIMPEZA;UN 1;360;15;UN 1;360;15
18747;FRALDA DESC FERINHA JUMBINHO C/16 G;PERFUMARIA E LIMPEZA;FD 12;25;10;FD 12;25;10
18748;FRALDA DESC FERINHA JUMBINHO C/18 M;PERFUMARIA E LIMPEZA;FD 12;8;5;FD 12;8;5
18749;FRALDA DESC FERINHA JUMBINHO C/20 P;PERFUMARIA E LIMPEZA;FD 12;9;6;FD 12;9;6
35590;FRALDA DESC HUGGIES MEGUINHA G 30;PERFUMARIA E LIMPEZA;;0;0;;0;0
35589;FRALDA DESC HUGGIES MEGUINHA P 38;PERFUMARIA E LIMPEZA;;0;0;;0;0
35702;FRALDA DESC HUGGIES MEGUINHA XG 28;PERFUMARIA E LIMPEZA;FD 9;6;5;FD 9;6;5
35699;FRALDA DESC HUGGIES MEGUINHA XXG 26;PERFUMARIA E LIMPEZA;FD 6;5;5;FD 6;5;5
6130;FRALDA DESC LOOMPIG JUMBINHO G 14 UN;PERFUMARIA E LIMPEZA;CX 8;8;7;CX 8;8;7
6131;FRALDA DESC LOOMPIG JUMBINHO M 16 UN;PERFUMARIA E LIMPEZA;FD 8;5;6;FD 8;5;6
6132;FRALDA DESC LOOMPIG JUMBINHO P 18 UN;PERFUMARIA E LIMPEZA;FD 8;24;10;FD 8;24;10
6133;FRALDA DESC LOOMPIG JUMBINHO XG 12 UN;PERFUMARIA E LIMPEZA;FD 8;9;4;FD 8;9;4
6134;FRALDA DESC LOOMPIG JUMBINHO XXG 12 UN;PERFUMARIA E LIMPEZA;FD 8;8;5;FD 8;8;5
18760;FRALDA DESC MILI GIGA C 58 XXG C 58 XXG;PERFUMARIA E LIMPEZA;FD 4;3;8;FD 4;3;8
18762;FRALDA DESC MILI GIGA G C 78 C 78 G;PERFUMARIA E LIMPEZA;FD 4;14;10;FD 4;14;10
18763;FRALDA DESC MILI GIGA M C 88 C 88 M;PERFUMARIA E LIMPEZA;FD 4;22;7;FD 4;22;7
18761;FRALDA DESC MILI GIGA XG C 68 C 68 XG;PERFUMARIA E LIMPEZA;FD 4;5;5;FD 4;5;5
18769;FRALDA DESC MILI LOVE CARE JUMBO M C 36;PERFUMARIA E LIMPEZA;FD 6;3;3;FD 6;3;3
18768;FRALDA DESC MILI LOVECARE JUMBO G C 30;PERFUMARIA E LIMPEZA;FD 6;16;6;FD 6;16;6
18766;FRALDA DESC MILI LOVECARE JUMBO XG 24UN;PERFUMARIA E LIMPEZA;FD 6;16;6;FD 6;16;6
18767;FRALDA DESC MILI LOVECARE JUMBO XXG C 24;PERFUMARIA E LIMPEZA;FD 6;12;6;FD 6;12;6
18765;FRALDA DESC MILI LOVECARE RN 18UN;PERFUMARIA E LIMPEZA;FD 9;10;6;FD 9;10;6
36228;FRALDA DESC PAMPERS CONF XG C 58;PERFUMARIA E LIMPEZA;FD 2;10;5;FD 2;10;5
6124;FRALDA DESC PAMPERS CONF XXG C 56;PERFUMARIA E LIMPEZA;FD 2;10;5;FD 2;10;5
6121;FRALDA DESC PAMPERS CONFORT G C 60;PERFUMARIA E LIMPEZA;FD 2;10;7;FD 2;10;7
6122;FRALDA DESC PAMPERS CONFORT M C 70;PERFUMARIA E LIMPEZA;FD 2;10;4;FD 2;10;4
18771;FRALDA DESC PAMPERS PANTS C/28 XXG;PERFUMARIA E LIMPEZA;;0;0;;0;0
18772;FRALDA DESC PAMPERS PANTS C/32 XG;PERFUMARIA E LIMPEZA;UN 1;100;4;UN 1;100;4
18773;FRALDA DESC PAMPERS PANTS C/36 G;PERFUMARIA E LIMPEZA;;0;0;;0;0
18774;FRALDA DESC PAMPERS PANTS C/42 M;PERFUMARIA E LIMPEZA;;0;0;;0;0
18790;FRALDA DESC T FILHOTES MEGA C 56 P;PERFUMARIA E LIMPEZA;;0;0;;0;0
18800;FRALDA GERIATRICA BIGFRAL CLASS C 7 XG;PERFUMARIA E LIMPEZA;;0;0;;0;0
18802;FRALDA GERIATRICA BIGFRAL CLASS C 9 P;PERFUMARIA E LIMPEZA;;0;0;;0;0
18801;FRALDA GERIATRICA BIGFRAL CLASS C/8 M;PERFUMARIA E LIMPEZA;;0;0;;0;0
6114;FRALDA GERIATRICA MILI VITA G 08UN 8UN;PERFUMARIA E LIMPEZA;FD 8;3;5;FD 8;3;5
6115;FRALDA GERIATRICA MILI VITA M 09UN;PERFUMARIA E LIMPEZA;FD 8;4;6;FD 8;4;6
6112;FRALDA GERIATRICA MILI VITA P 10UN 10UN P;PERFUMARIA E LIMPEZA;FD 8;3;6;FD 8;3;6
6113;FRALDA GERIATRICA MILI VITA XG 07UN;PERFUMARIA E LIMPEZA;CX 8;6;5;CX 8;6;5
9546;FRALDA MILI JUMBINHO G 20UN;PERFUMARIA E LIMPEZA;FD 9;15;5;FD 9;15;5
9547;FRALDA MILI JUMBINHO M 22UN;PERFUMARIA E LIMPEZA;FD 9;8;4;FD 9;8;4
9548;FRALDA MILI JUMBINHO P 24UN;PERFUMARIA E LIMPEZA;FD 9;6;5;FD 9;6;5
9549;FRALDA MILI JUMBINHO XG 18UN;PERFUMARIA E LIMPEZA;FD 9;31;5;FD 9;31;5
9550;FRALDA MILI JUMBINHO XXG 16UN;PERFUMARIA E LIMPEZA;FD 9;9;5;FD 9;9;5
6135;FRALDA NAT CAR JUM HUGGIES RN 18UN;PERFUMARIA E LIMPEZA;;0;0;;0;0
18809;FRALDA PAMPERS CONF SEC C 44 XXG;PERFUMARIA E LIMPEZA;FD 4;10;6;FD 4;10;6
18811;FRALDA PAMPERS CONF SEC C 72 P;PERFUMARIA E LIMPEZA;SC 2;10;5;SC 2;10;5
37260;FRALDA PAMPERS PREMIUM CARE RN 36UN;PERFUMARIA E LIMPEZA;;0;0;;0;0
18812;FRALDA PAMPERS SUPERSEQUINHA C 50 XXG;PERFUMARIA E LIMPEZA;FD 2;10;5;FD 2;10;5
18813;FRALDA PAMPERS SUPERSEQUINHA C 56 XG;PERFUMARIA E LIMPEZA;FD 2;20;5;FD 2;20;5
18814;FRALDA PAMPERS SUPERSEQUINHA C 60 G;PERFUMARIA E LIMPEZA;FD 4;6;8;FD 4;6;8
18815;FRALDA PAMPERS SUPERSEQUINHA C/68 M;PERFUMARIA E LIMPEZA;FD 4;20;10;FD 4;20;10
9534;FRALDA PLENITUD PROT PLUS G XG 8UN;PERFUMARIA E LIMPEZA;;0;0;;0;0
6146;FRALDA SUPR CARE JUM HUGGIES XXG 16UN;PERFUMARIA E LIMPEZA;;0;0;;0;0
6150;FRALDA TRIP JUMBINHO HUGGIES M 16UN;PERFUMARIA E LIMPEZA;;0;0;;0;0
6156;FRALDA TRIP JUMBINHO HUGGIES XG 14UN;PERFUMARIA E LIMPEZA;;0;0;;0;0
11235;FRALDINHA FRIBOI BOV CONG;PERECIVEIS;;0;0;;0;0
11236;FRALDINHA FRIBOI PORC RESF VACUO KG;PERECIVEIS;;0;0;;0;0
11238;FRALDINHA RESERVA BOV BDJ;PERECIVEIS;;0;0;;0;0
6162;FRESH MATIC BOM AR 250ML RF LAVANDA;PERFUMARIA E LIMPEZA;UN 1;10;5;UN 1;10;5
11241;FRUTAS CRIST UNIAGRO KG;PERECIVEIS;KG 1;20;5;KG 1;20;5
11242;GALETO SEARA CONG;PERECIVEIS;;0;0;;0;0
6204;GAS FUMIGANTE JIMO 70G 2UN;PERFUMARIA E LIMPEZA;CX 18;10;3;CX 18;10;3
537;GATORADE 500ML BERRY BLUE;BEBIDAS;FD 6;15;5;FD 6;15;5
538;GATORADE 500ML FRUTAS CITRICAS;BEBIDAS;FD 6;45;5;FD 6;45;5
539;GATORADE 500ML LARANJA;BEBIDAS;FD 6;10;60;FD 6;10;60
541;GATORADE 500ML LIMAO;BEBIDAS;FD 6;6;10;FD 6;6;10
542;GATORADE 500ML MARACUJA;BEBIDAS;FD 6;10;3;FD 6;10;3
544;GATORADE 500ML MORAN MARACUJA;BEBIDAS;FD 6;20;5;FD 6;20;5
547;GATORADE 500ML TANGERINA;BEBIDAS;FD 6;40;15;FD 6;40;15
548;GATORADE 500ML UVA;BEBIDAS;FD 6;20;15;FD 6;20;15
550;GATORADE ZERO 350ML FR SILVESTRES;BEBIDAS;FD 12;10;5;FD 12;10;5
552;GATORADE ZERO 350ML LARANJA LIMA;BEBIDAS;FD 12;10;5;FD 12;10;5
9586;GD PAPEL SCOTT 30X26 2 50UN;PERFUMARIA E LIMPEZA;CX 12;20000;2;CX 12;20000;2
6205;GEL AD PATO RF+RF50%DESC 38G MARINE;PERFUMARIA E LIMPEZA;CX 24;16;6;CX 24;16;6
9589;GEL ADES HIGISOL LAVANDA;PERFUMARIA E LIMPEZA;CX 12;10;5;CX 12;10;5
6206;GEL ADES PATO AP RF PROMO 38G CITRUS;PERFUMARIA E LIMPEZA;CX 12;12;6;CX 12;12;6
6207;GEL ADES PATO AP RF PROMO 38G MARINE;PERFUMARIA E LIMPEZA;CX 12;30;10;CX 12;30;10
6213;GEL ADESIVO HIGISOL 6UN 40G FLORAL;PERFUMARIA E LIMPEZA;CX 12;10;5;CX 12;10;5
6215;GEL ADESIVO PATO AP 6 DISC LAVANDA;PERFUMARIA E LIMPEZA;CX 12;12;7;CX 12;12;7
6219;GEL ADESIVO PATO RF 6 DISC 38G CITRUS;PERFUMARIA E LIMPEZA;;0;0;;0;0
6220;GEL ADESIVO PATO RF 6 DISC 38G LAVANDA;PERFUMARIA E LIMPEZA;;0;0;;0;0
18942;GEL AMAZONIA ARNICA 235G;PERFUMARIA E LIMPEZA;CX 24;5;4;CX 24;5;4
6222;GEL AMBIENTES GLADE 70G CITRUS;PERFUMARIA E LIMPEZA;;0;0;;0;0
6225;GEL DENT SORRISO FRESH 90G HORTELA;PERFUMARIA E LIMPEZA;DP 12;20;10;DP 12;20;10
6226;GEL DENT SORRISO FRESH 90G MENTHOL IMPACT;PERFUMARIA E LIMPEZA;DP 12;10;6;DP 12;10;6
6228;GEL DENT SORRISO FRESH 90G XTRA MINT;PERFUMARIA E LIMPEZA;DP 12;12;5;DP 12;12;5
18970;GEL DENT SORRISO FRESH EXP HORT C 3 90G;PERFUMARIA E LIMPEZA;CX 72;20;6;CX 72;20;6
34850;GEL DENT SORRISO XTREME FRESH 120G;PERFUMARIA E LIMPEZA;CX 72;10;5;CX 72;10;5
30158;GEL DENTAL CARMED 70G FIN DENTADURA;PERFUMARIA E LIMPEZA;;0;0;;0;0
33530;GEL DENTAL CARMED 70G FINI BEIJOS;PERFUMARIA E LIMPEZA;;0;0;;0;0
33522;GEL DENTAL CARMED 70G FINI MINHOCA;PERFUMARIA E LIMPEZA;;0;0;;0;0
6233;GEL DENTAL CLOSE UP 90G MENTHOL PARADIS;PERFUMARIA E LIMPEZA;CX 12;20;10;CX 12;20;10
6234;GEL DENTAL CLOSE UP 90G ORIG RED HOT;PERFUMARIA E LIMPEZA;CX 12;22;7;CX 12;22;7
6235;GEL DENTAL CONDOR 50G BARBIE 2 5 ANOS;PERFUMARIA E LIMPEZA;;0;0;;0;0
9590;GEL DENTAL CONDOR HOT WHE 3511 50G;PERFUMARIA E LIMPEZA;;0;0;;0;0
18978;GEL FIX DI HELLEN BRI M ERV DIA DI A 240G;PERFUMARIA E LIMPEZA;CX 12;22;7;CX 12;22;7
18979;GEL FIX DI HELLEN BRI MOL FL ADREN 240G;PERFUMARIA E LIMPEZA;CX 12;22;7;CX 12;22;7
18985;GEL JAY LUC BR MOLHADO 240G N1 INC;PERFUMARIA E LIMPEZA;CX 24;20;5;CX 24;20;5
18986;GEL JAY LUC BR MOLHADO 240G N2 AZUL;PERFUMARIA E LIMPEZA;CX 24;20;5;CX 24;20;5
18987;GEL JAY LUC BR MOLHADO 240G N3 INC;PERFUMARIA E LIMPEZA;CX 24;20;8;CX 24;20;8
18984;GEL JAY LUC FIXADOR EXTRA FORT 240G VERDE;PERFUMARIA E LIMPEZA;CX 24;20;5;CX 24;20;5
18991;GEL POS SOL JAYLUC 200G;PERFUMARIA E LIMPEZA;;0;0;;0;0
6243;GEL VINI LADY 220G FIXADOR AZUL;PERFUMARIA E LIMPEZA;CX 24;22;22;CX 24;22;22
6244;GEL VINI LADY 220G LUXO B MOLH INC;PERFUMARIA E LIMPEZA;CX 24;22;22;CX 24;22;22
3836;GELADINHO AMERICANO 40UN;BEBIDAS;FD 6;10;6;FD 6;10;6
36235;GELADINHO AMERICANO C 10 ZR ACUCAR;BEBIDAS;DP 10;10;10;DP 10;10;10
3837;GELADINHO AMERICANO ZERO;BEBIDAS;;0;0;;0;0
577;GELADINHO MANIA;BEBIDAS;FD 6;7;10;FD 6;7;10
3565;GELATINA APTI 20G ABACAXI;MERCEARIA;CX 36;7;5;CX 36;7;5
3569;GELATINA APTI 20G AMORA;MERCEARIA;CX 36;10;20;CX 36;10;20
3571;GELATINA APTI 20G CEREJA;MERCEARIA;CX 36;7;5;CX 36;7;5
3572;GELATINA APTI 20G FRAMBOESA;MERCEARIA;CX 36;15;10;CX 36;15;10
3574;GELATINA APTI 20G LIMAO;MERCEARIA;CX 36;5;7;CX 36;5;7
3575;GELATINA APTI 20G MARACUJA;MERCEARIA;CX 36;20;5;CX 36;20;5
3576;GELATINA APTI 20G MORANGO;MERCEARIA;CX 36;22;7;CX 36;22;7
3578;GELATINA APTI 20G PESSEGO;MERCEARIA;CX 36;22;7;CX 36;22;7
3582;GELATINA APTI 20G TUTTI FRUTTI;MERCEARIA;CX 36;22;7;CX 36;22;7
3585;GELATINA APTI 20G UVA;MERCEARIA;CX 36;22;7;CX 36;22;7
3244;GELATINA LOWCUCAR STEVIA PLUS 10G MORANGO;MERCEARIA;;0;0;;0;0
3242;GELATINA LOWCUCAR STEVIA PLUS 10G UVA;MERCEARIA;;0;0;;0;0
3615;GELATINA NEILAR 20G ABACAXI;MERCEARIA;CX 48;20;6;CX 48;20;6
3617;GELATINA NEILAR 20G AMORA;MERCEARIA;CX 48;15;5;CX 48;15;5
3618;GELATINA NEILAR 20G BLUBERRY;MERCEARIA;CX 48;20;10;CX 48;20;10
3620;GELATINA NEILAR 20G CEREJA;MERCEARIA;CX 48;10;7;CX 48;10;7
3622;GELATINA NEILAR 20G FRAMBOESA;MERCEARIA;CX 48;24;25;CX 48;24;25
3624;GELATINA NEILAR 20G LIMAO;MERCEARIA;CX 48;10;5;CX 48;10;5
3625;GELATINA NEILAR 20G MARACUJA;MERCEARIA;CX 48;26;6;CX 48;26;6
3626;GELATINA NEILAR 20G MORANGO;MERCEARIA;CX 48;30;30;CX 48;30;30
3627;GELATINA NEILAR 20G PESSEGO;MERCEARIA;CX 48;15;10;CX 48;15;10
3629;GELATINA NEILAR 20G UVA;MERCEARIA;CX 48;75;5;CX 48;75;5
3645;GELATINA NEILAR S SABOR 24G INCOLOR;MERCEARIA;CX 30;15;6;CX 30;15;6
3632;GELATINA ROYAL 25G ABACAXI;MERCEARIA;;0;0;;0;0
3634;GELATINA ROYAL 25G CEREJA;MERCEARIA;;0;0;;0;0
3636;GELATINA ROYAL 25G MARACUJA;MERCEARIA;;0;0;;0;0
3637;GELATINA ROYAL 25G MORANGO;MERCEARIA;;0;0;;0;0
3639;GELATINA ROYAL 25G UVA;MERCEARIA;;0;0;;0;0
3648;GELATINA ROYAL S SABOR 24G INCOLOR;MERCEARIA;;0;0;;0;0
3248;GELATINA ROYAL ZERO 12G ABACAXI;MERCEARIA;;0;0;;0;0
3249;GELATINA ROYAL ZERO 12G CEREJA;MERCEARIA;;0;0;;0;0
3253;GELATINA ROYAL ZERO 12G FRAMBOESA;MERCEARIA;;0;0;;0;0
3256;GELATINA ROYAL ZERO 12G MORANGO;MERCEARIA;;0;0;;0;0
3167;GELATINA ZERO APTI 12G ABACAXI;MERCEARIA;CX 18;22;7;CX 18;22;7
3223;GELATINA ZERO APTI 12G FTAS VRM;MERCEARIA;CX 18;10;6;CX 18;10;6
3228;GELATINA ZERO APTI 12G LIMAO;MERCEARIA;CX 18;22;7;CX 18;22;7
3231;GELATINA ZERO APTI 12G MOR SILVESTRE;MERCEARIA;CX 18;15;5;CX 18;15;5
3233;GELATINA ZERO APTI 12G TANGERINA;MERCEARIA;CX 18;22;7;CX 18;22;7
3236;GELATINA ZERO APTI 12G UVA;MERCEARIA;CX 18;22;7;CX 18;22;7
19028;GELATINA ZERO NEILAR 12G ABACAXI;MERCEARIA;CX 24;20;6;CX 24;20;6
19029;GELATINA ZERO NEILAR 12G FRAMBOESA;MERCEARIA;CX 24;20;6;CX 24;20;6
19030;GELATINA ZERO NEILAR 12G MOR;MERCEARIA;CX 24;20;6;CX 24;20;6
19031;GELATINA ZERO NEILAR 12G UVA;MERCEARIA;CX 24;20;6;CX 24;20;6
37754;GELATINA ZERO NEILAR LIMAO;MERCEARIA;CX 24;9;9;CX 24;9;9
37756;GELATINA ZERO NEILAR MARACUJA 12G;MERCEARIA;CX 24;9;9;CX 24;9;9
35013;GELO COCONUT 180G AGUA DE COCO;PERECIVEIS;;0;0;;0;0
35015;GELO COCONUT 180G FRUTAS VRM;PERECIVEIS;;0;0;;0;0
35016;GELO COCONUT 180G LARANJA;PERECIVEIS;;0;0;;0;0
35017;GELO COCONUT 180G MACA VERDE;PERECIVEIS;;0;0;;0;0
35018;GELO COCONUT 180G MARACUJA;PERECIVEIS;;0;0;;0;0
35014;GELO COCONUT 180G MELANCIA;PERECIVEIS;;0;0;;0;0
35012;GELO COCONUT 180G MORANGO;PERECIVEIS;;0;0;;0;0
35509;GELO GEGELO 2 5KG;PERECIVEIS;;0;0;;0;0
6247;GELO PIRADRINK 180G P/DRINK LARANJA;PERECIVEIS;;0;0;;0;0
6248;GELO PIRADRINK 180G P/DRINK LIMAO;PERECIVEIS;;0;0;;0;0
6249;GELO PIRADRINK 180G P/DRINK MACA VERDE;PERECIVEIS;;0;0;;0;0
6250;GELO PIRADRINK 180G P/DRINK MARACUJA;PERECIVEIS;;0;0;;0;0
6251;GELO PIRADRINK 180G P/DRINK MELANCIA;PERECIVEIS;;0;0;;0;0
6252;GELO PIRADRINK 180G P/DRINK MORANGO;PERECIVEIS;;0;0;;0;0
6253;GELO TUBO GELO 2.5KG BOLSA;PERECIVEIS;;0;0;;0;0
11243;GENGIBRE KG;PERECIVEIS;;0;0;;0;0
3266;GERGELIM BRANCO EQUIL SAUDAVEL 200G;MERCEARIA;;0;0;;0;0
3268;GERGELIM CERELUS 250G;MERCEARIA;FD 12;55;8;FD 12;55;8
3260;GERGELIM PRETO EQUIL SAUDAVEL 100G;MERCEARIA;;0;0;;0;0
559;GIN INTENCION 900ML;BEBIDAS;;0;0;;0;0
37000;GIN MANSAO MAROMBA MELANCIA CMB 1L;BEBIDAS;;0;0;;0;0
585;GIN OLD BRIDGE 900ML LONDON;BEBIDAS;UN 1;25;5;UN 1;25;5
587;GIN OLD BRIDGE 900ML ROSE;BEBIDAS;UN 1;20;5;UN 1;20;5
591;GIN ROCKS 1L SICILIAN LEMON;BEBIDAS;CX 6;20;4;CX 6;20;4
593;GIN ROCKS 1L STRAWBERRY;BEBIDAS;CX 6;10;10;CX 6;10;10
594;GIN ROCKS 1L SUNSET;BEBIDAS;CX 6;10;6;CX 6;10;6
588;GIN ROCKS SECO 1L;BEBIDAS;CX 6;15;6;CX 6;15;6
9594;GIRASSOL CBS 250G;PRODUTOS PET;CX 12;10;5;CX 12;10;5
37252;GLADE ODORIZANTE 120ML CITRONELA;PERFUMARIA E LIMPEZA;CX 12;10;5;CX 12;10;5
37253;GLADE ODORIZANTE 120ML EUCALIPTO;PERFUMARIA E LIMPEZA;CX 12;10;5;CX 12;10;5
37254;GLADE ODORIZANTE 120ML LAVANDA;PERFUMARIA E LIMPEZA;CX 12;10;5;CX 12;10;5
37256;GLADE ODORIZANTE 120ML LEMBRA INF;PERFUMARIA E LIMPEZA;CX 12;10;5;CX 12;10;5
37257;GLADE ODORIZANTE 120ML TOQUE MACIEZ;PERFUMARIA E LIMPEZA;CX 12;10;5;CX 12;10;5
37255;GLADE ODORIZANTE SPRAY 120ML;PERFUMARIA E LIMPEZA;CX 12;10;5;CX 12;10;5
19204;GLIC VEGETAL JAY LUC 100ML;PERFUMARIA E LIMPEZA;;0;0;;0;0
11244;GOIABA KG;PERECIVEIS;;0;0;;0;0
11245;GOIABADA STELLA KG;PERECIVEIS;;0;0;;0;0
2589;GOIABADA VAL 1 100KG;MERCEARIA;CX 12;14;6;CX 12;14;6
2475;GOIABADA VAL 300G;MERCEARIA;CX 36;10;10;CX 36;10;10
9598;GORDURA PRIMOR 500G;PERECIVEIS;;0;0;;0;0
19217;GRAFITE CHEMICOLOR 250ML;PERFUMARIA E LIMPEZA;;0;0;;0;0
19220;GRAMPO FLORENCE DOUR C/20 638 BT;PERFUMARIA E LIMPEZA;;0;0;;0;0
19221;GRAMPO FLORENCE DOUR N5 C/50 UM 636 BT;PERFUMARIA E LIMPEZA;;0;0;;0;0
19227;GRAMPO P/CAB FLORENCE N7 C/20 PTO;PERFUMARIA E LIMPEZA;;0;0;;0;0
37489;GRANADILA IMP KG;PERECIVEIS;;0;0;;0;0
3421;GRANOLA CERELUS 250G CASTANHA;MERCEARIA;FD 12;22;5;FD 12;22;5
3286;GRANOLA CERELUS 250G MACA CANELA;MERCEARIA;FD 12;4;5;FD 12;4;5
3288;GRANOLA CERELUS 250G MALTADOS;MERCEARIA;FD 12;22;5;FD 12;22;5
3284;GRANOLA CERELUS 250G TRAD CROC;MERCEARIA;FD 12;55;8;FD 12;55;8
3518;GRANOLA CERELUS 500G TRAD;MERCEARIA;FD 12;22;5;FD 12;22;5
3508;GRANOLA CERELUS 800G CAST DO PARA;MERCEARIA;FD 12;22;5;FD 12;22;5
3503;GRANOLA CERELUS 800G LIGHT CER MALT;MERCEARIA;FD 12;22;5;FD 12;22;5
3506;GRANOLA CERELUS 800G TRAD;MERCEARIA;FD 12;3;4;FD 12;3;4
3432;GRANOLA CERELUS PREMIUM 200G BANANA;MERCEARIA;CX 12;2;5;CX 12;2;5
3434;GRANOLA CERELUS PREMIUM 200G ERVAS FINAS;MERCEARIA;CX 12;22;5;CX 12;22;5
3537;GRANOLA GRANOLUZ 850G TRAD;MERCEARIA;FD 12;22;8;FD 12;22;8
3498;GRANOLA JASMINE INT 250G BANANA CANELA;MERCEARIA;;0;0;;0;0
3500;GRANOLA JASMINE INT 250G MACA CANELA;MERCEARIA;CX 22;10;5;CX 22;10;5
3454;GRANOLA JASMINE SEM GLUTEN 250G BERRIES ACAI;MERCEARIA;CX 8;10;5;CX 8;10;5
