CODIGO_PRODUTO;DESCRICAO;DEPARTAMENTO;PULMAO_EMB;PULMAO_LASTRO;PULMAO_ALTURA;SELECAO_EMB;SELECAO_LASTRO;SELECAO_ALTURA
3451;GRANOLA JASMINE SEM GLUTEN 250G CAST CACAU;MERCEARIA;CX 8;10;5;CX 8;10;5
3468;GRANOLA JASMINE ZERO ACUCAR 250G AMEND ALFARROBA;MERCEARIA;;0;0;;0;0
3472;GRANOLA JASMINE ZERO ACUCAR 250G FR TROP CAST;MERCEARIA;;0;0;;0;0
3530;GRANOLA NATURALE 1KG CER CROC FR LIG;MERCEARIA;CX 12;8;12;CX 12;8;12
3534;GRANOLA NATURALE 1KG CER CROC FRUTAS;MERCEARIA;CX 12;20;5;CX 12;20;5
3532;GRANOLA NATURALE 1KG MUSLI CER FRUT;MERCEARIA;CX 12;8;12;CX 12;8;12
3527;GRANOLA NATURALE 1KG PASSAS E MEL;MERCEARIA;CX 12;10;15;CX 12;10;15
3281;GRANOLA NATURALE 250G CEREAIS FRUTAS;MERCEARIA;CX 18;5;5;CX 18;5;5
3278;GRANOLA NATURALE 250G FRUTAS LIGHT;MERCEARIA;CX 18;12;5;CX 18;12;5
3277;GRANOLA NATURALE 250G MUSLI CER FRUT;MERCEARIA;CX 18;15;10;CX 18;15;10
3279;GRANOLA NATURALE 250G PASSAS E MEL;MERCEARIA;CX 18;10;15;CX 18;10;15
19240;GRANULADO HIG MADEIRA BIOBRAVA 2 5K;PRODUTOS PET;;0;0;;0;0
6288;GRANULADO HIGIENICO BIOBOM 3KG;PRODUTOS PET;;0;0;;0;0
6289;GRANULADO HIGIENICO ECO CATCATY 2KG;PRODUTOS PET;;0;0;;0;0
6290;GRANULADO HIGIENICO PIPICAT 4KG FLORAL;PRODUTOS PET;CX 6;10;5;CX 6;10;5
9600;GRANULADO JIMO RAT 25G;PERFUMARIA E LIMPEZA;CX 160;10;3;CX 160;10;3
2376;GRAO DE BICO CBS 400G;MERCEARIA;FD 6;10;6;FD 6;10;6
2373;GRAO DE BICO JUREIA 400G;MERCEARIA;FD 6;12;6;FD 6;12;6
2460;GRAO DE BICO ODERICH LT 220G;MERCEARIA;CX 24;15;6;CX 24;15;6
34581;GRAO DE BICO SALSARETTI 170G LT;MERCEARIA;CX 24;15;9;CX 24;15;9
11246;GRAVIOLA;PERECIVEIS;;0;0;;0;0
19257;GUARD ASTORIA CHEF 22X22;PERFUMARIA E LIMPEZA;UN 1;20000;2;UN 1;20000;2
19258;GUARD ASTORIA CHEF 30X30;PERFUMARIA E LIMPEZA;CX 60;20000;2;CX 60;20000;2
19271;GUARD NATUPEL PREMIUM 20X20 50FLS;PERFUMARIA E LIMPEZA;UN 1;20000;2;UN 1;20000;2
6300;GUARDANAPO GRAND HOTEL 24X24 50UN;PERFUMARIA E LIMPEZA;CX 9;20000;2;CX 9;20000;2
9585;GUARDANAPO PAPEL MILI 21X22CM;PERFUMARIA E LIMPEZA;CX 72;5;6;CX 72;5;6
6301;GUARDANAPO SCOTT PQ 23X22 50UN;PERFUMARIA E LIMPEZA;CX 12;20000;2;CX 12;20000;2
19290;GUIA C/PEITEIRA ESTAMP;PRODUTOS PET;;0;0;;0;0
11248;GUISADO RESERVA BOV PRIME;PERECIVEIS;;0;0;;0;0
11249;GUISADO RESERVA BOV SEG;PERECIVEIS;;0;0;;0;0
6828;H2OH 500ML LIMONETO;BEBIDAS;FD 12;20;15;FD 12;20;15
19305;HAMB EXCELSIOR MISTO 56G;PERECIVEIS;;0;0;;0;0
19306;HAMB FRIBOI COSTELA 180G;PERECIVEIS;;0;0;;0;0
31181;HAMB SADIA BASSI PICANHA 360G;PERECIVEIS;;0;0;;0;0
6302;HAMBURGUER PERDIGAO 56G BOVINO 605794;PERECIVEIS;;0;0;;0;0
6307;HAMBURGUER PERDIGAO 56G FRANGO HFG;PERECIVEIS;;0;0;;0;0
6308;HAMBURGUER PERDIGAO 90G SUAV 651058;PERECIVEIS;;0;0;;0;0
9606;HASTES JOHNSON POTE 150UN;PERFUMARIA E LIMPEZA;;0;0;;0;0
33867;HID CARMED LABIAL 10G TORTA MACA;PERFUMARIA E LIMPEZA;;0;0;;0;0
19316;HID DI HELLEN 30G ALFACE;PERFUMARIA E LIMPEZA;CX 12;22;7;CX 12;22;7
19317;HID DI HELLEN 30G AVEIA;PERFUMARIA E LIMPEZA;CX 12;22;7;CX 12;22;7
19318;HID DI HELLEN 30G PEPINO;PERFUMARIA E LIMPEZA;CX 12;22;7;CX 12;22;7
19319;HID LABIAL CARMED 10G BEIJINHO 30 FPS;PERFUMARIA E LIMPEZA;;0;0;;0;0
19320;HID LABIAL CARMED 10G CEREJA;PERFUMARIA E LIMPEZA;;0;0;;0;0
19321;HID LABIAL CARMED 10G MACA AMOR;PERFUMARIA E LIMPEZA;;0;0;;0;0
33526;HID LABIAL CARMED 10G AGUA DE COCO;PERFUMARIA E LIMPEZA;;0;0;;0;0
33527;HID LABIAL CARMED 10G AMORA CLARO;PERFUMARIA E LIMPEZA;;0;0;;0;0
33528;HID LABIAL CARMED 10G AMORA ESCURO;PERFUMARIA E LIMPEZA;;0;0;;0;0
6311;HID LABIAL CARMED 10G BFF ROSA GLITTE;PERFUMARIA E LIMPEZA;;0;0;;0;0
33529;HID LABIAL CARMED 10G BRIGADEIRO;PERFUMARIA E LIMPEZA;;0;0;;0;0
34565;HID LABIAL CARMED 10G COCA COLA INC;PERFUMARIA E LIMPEZA;;0;0;;0;0
34566;HID LABIAL CARMED 10G COCA COLA MAR;PERFUMARIA E LIMPEZA;;0;0;;0;0
34567;HID LABIAL CARMED 10G COCA COLA VRM;PERFUMARIA E LIMPEZA;;0;0;;0;0
6312;HID LABIAL CARMED 10G FINI BEIJOS;PERFUMARIA E LIMPEZA;CX 28;15;5;CX 28;15;5
6313;HID LABIAL CARMED 10G FINI DENTADURAS;PERFUMARIA E LIMPEZA;;0;0;;0;0
33525;HID LABIAL CARMED 10G FINI MINHOCAS;PERFUMARIA E LIMPEZA;;0;0;;0;0
33524;HID LABIAL CARMED 10G GLITTER;PERFUMARIA E LIMPEZA;;0;0;;0;0
33523;HID LABIAL CARMED 10G SMURFS;PERFUMARIA E LIMPEZA;UN 1;12;5;UN 1;12;5
36868;HID LABIAL CARMED MELANCIA 10G;PERFUMARIA E LIMPEZA;;0;0;;0;0
19323;HID MONANGE 200ML IOGURTE C/AVEIA;PERFUMARIA E LIMPEZA;;0;0;;0;0
9607;HID MONANGE PELE EXTRA SECA 200ML;PERFUMARIA E LIMPEZA;;0;0;;0;0
19324;HID PAIXAO 200ML ONLY YO INSPIR R 785 0;PERFUMARIA E LIMPEZA;;0;0;;0;0
19325;HID PAIXAO 200ML PARI IRRESIS R 1495 0;PERFUMARIA E LIMPEZA;;0;0;;0;0
11250;HORTELA;PERECIVEIS;;0;0;;0;0
6317;HOT POCKET SADIA 145G X BACON;PERECIVEIS;;0;0;;0;0
6319;HOT POCKET SADIA 145G X BARBECUE;PERECIVEIS;;0;0;;0;0
6320;HOT POCKET SADIA 145G X BURGUE MAIONESE;PERECIVEIS;;0;0;;0;0
6321;HOT POCKET SADIA 145G X BURGUER;PERECIVEIS;;0;0;;0;0
6318;HOT POCKET SADIA 145G X FRANGO POSF FRANGO POSF;PERECIVEIS;;0;0;;0;0
6322;HOT POCKET SADIA 145G X PICANHA POSP;PERECIVEIS;;0;0;;0;0
9608;HOT POCKET SADIA CHEDDAR 145G;PERECIVEIS;;0;0;;0;0
527;ICE DRINK PET 275ML BLUE;BEBIDAS;FD 12;24;10;FD 12;24;10
603;ICE DRINK PET 275ML FRUTAS VERMELHA;BEBIDAS;FD 12;20;5;FD 12;20;5
528;ICE DRINK PET 275ML LIMAO;BEBIDAS;FD 12;20;19;FD 12;20;19
605;ICE DRINK PET 275ML PINA COLADA;BEBIDAS;FD 12;20;8;FD 12;20;8
529;ICE KISLLA PET 275ML APPLE;BEBIDAS;;0;0;;0;0
540;ICE SMIRNOFF LIMAO 275ML;BEBIDAS;FD 24;12;13;FD 24;12;13
11692;IIIIIIIIIPEITO FGO AGRODANIELI CONG;PERECIVEIS;;0;0;;0;0
11689;IIIIPATINHO RESERVA STROG;PERECIVEIS;;0;0;;0;0
11690;IIIIPEITO PERDIGAO CHESTER DEF KG EMB;PERECIVEIS;;0;0;;0;0
31859;IIIIPEITO PERDIGAO CHESTER DEF KG FAT;PERECIVEIS;;0;0;;0;0
11691;IIIIPEITO PERDIGAO CHESTER DEF KG INT;PERECIVEIS;;0;0;;0;0
11925;IIIIPEITO PERDIGAO CHESTER DEF KG RETALHO;PERECIVEIS;;0;0;;0;0
6324;INGRED P FEIJOADA SANTA CLARA 450G;PERECIVEIS;;0;0;;0;0
11253;INHAME;PERECIVEIS;;0;0;;0;0
6332;INSET AER BAYGON 360ML MATA BAR/FOR;PERFUMARIA E LIMPEZA;;0;0;;0;0
6333;INSET AER MORTEIN 360ML ACAO TOTAL;PERFUMARIA E LIMPEZA;;0;0;;0;0
6334;INSET AER MORTEIN 360ML MATA BARATA;PERFUMARIA E LIMPEZA;;0;0;;0;0
6335;INSET AERO BAYGON 360ML ACAO TOTAL;PERFUMARIA E LIMPEZA;;0;0;;0;0
6336;INSET AERO BAYGON 360ML ACAO TOTAL EUCA;PERFUMARIA E LIMPEZA;;0;0;;0;0
6337;INSET AERO BAYGON 360ML ULTRA;PERFUMARIA E LIMPEZA;;0;0;;0;0
6339;INSET AERO RAID 420ML BARATA FORMIGA;PERFUMARIA E LIMPEZA;CX 12;24;5;CX 12;24;5
6340;INSET AERO RAID 420ML BASE AGUA;PERFUMARIA E LIMPEZA;CX 12;24;5;CX 12;24;5
6341;INSET AERO RAID 420ML CITRONELA;PERFUMARIA E LIMPEZA;CX 12;20;5;CX 12;20;5
6342;INSET AERO RAID 420ML EUCALIPTO;PERFUMARIA E LIMPEZA;CX 12;25;5;CX 12;25;5
6343;INSET AERO RAID 420ML MULTI INS ACQUA;PERFUMARIA E LIMPEZA;CX 12;20;5;CX 12;20;5
6344;INSET AERO SBP 360ML ACAO MAGNETICA;PERFUMARIA E LIMPEZA;;0;0;;0;0
6345;INSET AERO SBP 360ML ANTI AEDES SEM CHEIRO;PERFUMARIA E LIMPEZA;;0;0;;0;0
6346;INSET AERO SBP 360ML ULTRA BARREIRA;PERFUMARIA E LIMPEZA;;0;0;;0;0
6347;INSET AERO SBP 380ML MULTI CITRONELA;PERFUMARIA E LIMPEZA;;0;0;;0;0
6348;INSET AERO SBP 380ML MULTI EUCALIPTO;PERFUMARIA E LIMPEZA;;0;0;;0;0
6349;INSET AERO SBP 380ML MULTI INSETICIDA;PERFUMARIA E LIMPEZA;CX 24;13;5;CX 24;13;5
6350;INSET AERO SBP LV M PG M 450ML CITRONELA;PERFUMARIA E LIMPEZA;;0;0;;0;0
6351;INSET AERO SBP LV M PG M 450ML EUCALIPTO;PERFUMARIA E LIMPEZA;;0;0;;0;0
6352;INSET AERO SBP LV M PG M 450ML MULTI;PERFUMARIA E LIMPEZA;;0;0;;0;0
19364;INSET BUZZ OFF MULT 400ML CITRONELA;PERFUMARIA E LIMPEZA;;0;0;;0;0
19365;INSET BUZZ OFF MULT 400ML EUCALIPTO;PERFUMARIA E LIMPEZA;;0;0;;0;0
19366;INSET BUZZ OFF MULT 400ML LIMONENO;PERFUMARIA E LIMPEZA;;0;0;;0;0
9610;INSET BUZZ OFF MULTI EXT AERO 400ML;PERFUMARIA E LIMPEZA;;0;0;;0;0
9612;INSET DETEFON LIQ 500ML;PERFUMARIA E LIMPEZA;;0;0;;0;0
6353;INSET ESPIRAL BOA NOITE ORIG 8UN;PERFUMARIA E LIMPEZA;;0;0;;0;0
6354;INSET ISCA RAID 6UN MATA BARATAS;PERFUMARIA E LIMPEZA;;0;0;;0;0
9614;INSET JIMO AERO JATO SECO 400ML;PERFUMARIA E LIMPEZA;CX 12;10;3;CX 12;10;3
19368;INSET JIMO ANTI INSET AERO TUBO 400ML;PERFUMARIA E LIMPEZA;;0;0;;0;0
9616;INSET JIMO PO 100G;PERFUMARIA E LIMPEZA;CX 12;5;5;CX 12;5;5
6355;INSET LIQ SET INSET ELET REFIL 60N;PERFUMARIA E LIMPEZA;CX 12;10;5;CX 12;10;5
19370;INSET LIQ SET INSET M USO 500ML;PERFUMARIA E LIMPEZA;;0;0;;0;0
9617;INSET MAT INSET 60 NOITES REF;PERFUMARIA E LIMPEZA;;0;0;;0;0
9618;INSET MAT INSET AERO PROMO 360ML MATA BARATAS;PERFUMARIA E LIMPEZA;;0;0;;0;0
6356;INSET MAT INSET KIT VAP 4 CARTOES;PERFUMARIA E LIMPEZA;CX 12;16;6;CX 12;16;6
9620;INSET MAT INSET MULTI 360ML GT33ML EUCALIPTO;PERFUMARIA E LIMPEZA;CX 12;25;6;CX 12;25;6
9621;INSET MAT INSET MULTI PROMO 360ML CITRONELA;PERFUMARIA E LIMPEZA;UN 1;25;6;UN 1;25;6
9622;INSET MAT INSET MULTI PROMO 360ML INSETICIDA;PERFUMARIA E LIMPEZA;CX 12;25;6;CX 12;25;6
9623;INSET MAT INSET MULTI PROMO 360ML SEM CHEIRO;PERFUMARIA E LIMPEZA;UN 1;25;6;UN 1;25;6
9624;INSET MAT INSET R LI EUC L60P45;PERFUMARIA E LIMPEZA;;0;0;;0;0
6357;INSET MAT INSET RF LV12PG10;PERFUMARIA E LIMPEZA;CX 100;8;6;CX 100;8;6
19372;INSET NITROCID PO 50G;PERFUMARIA E LIMPEZA;;0;0;;0;0
33430;INSET PROINSET 350ML ACAO TOTAL;PERFUMARIA E LIMPEZA;;0;0;;0;0
33429;INSET PROINSET 350ML CITRONELA;PERFUMARIA E LIMPEZA;;0;0;;0;0
33427;INSET PROINSET 350ML EUCALIPTO;PERFUMARIA E LIMPEZA;;0;0;;0;0
33428;INSET PROINSET 350ML MATA BARATAS;PERFUMARIA E LIMPEZA;;0;0;;0;0
33431;INSET PROINSET 350ML MATA CUPIM;PERFUMARIA E LIMPEZA;;0;0;;0;0
33432;INSET PROINSET 450ML MULTI;PERFUMARIA E LIMPEZA;CX 12;25;5;CX 12;25;5
33433;INSET PROINSET 450ML SEM CHEIRO;PERFUMARIA E LIMPEZA;;0;0;;0;0
19378;INSET PROINSET SUPER ECONOMICO 750ML;PERFUMARIA E LIMPEZA;CX 12;18;4;CX 12;18;4
6358;INSET RAID 21.9ML 30 NOITES RF;PERFUMARIA E LIMPEZA;;0;0;;0;0
19379;INSET RAID AERO MULTI ESSENCIAL 420ML;PERFUMARIA E LIMPEZA;FD 12;20;6;FD 12;20;6
9625;INSET RAID REFIL 12 NOIT PAST PROMO;PERFUMARIA E LIMPEZA;;0;0;;0;0
6359;INSET RAID RF PASTILHA LV12PG10;PERFUMARIA E LIMPEZA;CX 120;15;5;CX 120;15;5
6361;INSET SBP 35ML RF 50 PCT DESC 2UN SUAVE;PERFUMARIA E LIMPEZA;;0;0;;0;0
6362;INSET SBP RF ELE 45NOI APAR GTS;PERFUMARIA E LIMPEZA;CX 12;40;5;CX 12;40;5
6363;INSET SBP RF ELETRICO 45 NOITES CITRONELA;PERFUMARIA E LIMPEZA;;0;0;;0;0
6364;INSET SBP RF ELETRICO 45 NOITES REGULAR;PERFUMARIA E LIMPEZA;;0;0;;0;0
22814;INSET SET ELET PAST REFIL L12 P10;PERFUMARIA E LIMPEZA;CX 100;10;10;CX 100;10;10
19381;INSET SET INSET ELET C 4 PAST VAP BIV;PERFUMARIA E LIMPEZA;CX 12;10;5;CX 12;10;5
19382;INSET SET INSET ELET REFIL LIQ 60N VAP;PERFUMARIA E LIMPEZA;CX 12;10;5;CX 12;10;5
19383;INSET SET INSET MULT INSET 390ML;PERFUMARIA E LIMPEZA;;0;0;;0;0
6371;IOG ACTIVIA DANONE 800G AMEIXA;PERECIVEIS;;0;0;;0;0
6372;IOG ACTIVIA DANONE 800G AVEIA;PERECIVEIS;;0;0;;0;0
6373;IOG ACTIVIA DANONE 800G MORANGO;PERECIVEIS;;0;0;;0;0
9631;IOG ACTIVIA LIQ ZR LACT 800G GT50G AMEIXA;PERECIVEIS;;0;0;;0;0
6377;IOG BATAVINHO 125G BOB ESPONJA CREME CONFEITOS;PERECIVEIS;;0;0;;0;0
6378;IOG BATAVINHO 125G BOB ESPONJA MORANG/CONFEITO;PERECIVEIS;;0;0;;0;0
37777;IOG BATAVO 1 150G NAT DESNATADO;PERECIVEIS;;0;0;;0;0
37792;IOG BATAVO 1 150G NATURAL;PERECIVEIS;;0;0;;0;0
6381;IOG BATAVO 1150G CEREAL;PERECIVEIS;;0;0;;0;0
6382;IOG BATAVO 1150G MORANGO;PERECIVEIS;;0;0;;0;0
19385;IOG BATAVO 170G CER MAC BAN R 1787;PERECIVEIS;;0;0;;0;0
6383;IOG BATAVO 170G MORANGO;PERECIVEIS;;0;0;;0;0
6384;IOG BATAVO 170G NATURAL AMEIXA;PERECIVEIS;;0;0;;0;0
6385;IOG BATAVO 170G NATURAL LARAN CEN MEL;PERECIVEIS;;0;0;;0;0
6387;IOG BATAVO 450G TRAD INTEGRAL;PERECIVEIS;;0;0;;0;0
31201;IOG BATAVO 900G 1 GRAVIOLA;PERECIVEIS;;0;0;;0;0
6376;IOG BATAVO BOB ESPONJA 120G MORANGO CEREAL;PERECIVEIS;;0;0;;0;0
36332;IOG BATAVO DESNATADO 160G;PERECIVEIS;;0;0;;0;0
19386;IOG BATAVO GREGO MOR 100G MOR;PERECIVEIS;;0;0;;0;0
9637;IOG BATAVO GREGO PENSE ZR 100G COCO;PERECIVEIS;;0;0;;0;0
19387;IOG BATAVO NAT 160G INT CREM;PERECIVEIS;;0;0;;0;0
19389;IOG BATAVO NAT DESN 170G INTEGRAL;PERECIVEIS;;0;0;;0;0
19390;IOG BATAVO NAT DESN 170G MEL;PERECIVEIS;;0;0;;0;0
36256;IOG BATAVO NAT INTEGRAL 160G;PERECIVEIS;;0;0;;0;0
37794;IOG BATAVO NATURAL 160G TAN GEG;PERECIVEIS;;0;0;;0;0
19391;IOG BATAVO PENSE ZERO 1150G MAMAO;PERECIVEIS;;0;0;;0;0
19392;IOG BATAVO SURP 100G BOB MOR;PERECIVEIS;;0;0;;0;0
19393;IOG BIOLAT NAT 150G DESNATADO;PERECIVEIS;;0;0;;0;0
19394;IOG BIOLAT NAT 150G INTEGRAL;PERECIVEIS;;0;0;;0;0
36230;IOG BIOLAT NAT CEN LAR MEL 150G;PERECIVEIS;;0;0;;0;0
19395;IOG CAROLINA 1250G ABA COCO;PERECIVEIS;;0;0;;0;0
19412;IOG CAROLINA 160G LAR CENOU MEL;PERECIVEIS;;0;0;;0;0
36170;IOG CAROLINA 450G PESSEGO;PERECIVEIS;;0;0;;0;0
19396;IOG CAROLINA C POLPA 450G ABA;PERECIVEIS;;0;0;;0;0
19397;IOG CAROLINA C POLPA 450G ACAI;PERECIVEIS;;0;0;;0;0
19398;IOG CAROLINA C POLPA 450G BLUE;PERECIVEIS;;0;0;;0;0
19399;IOG CAROLINA C POLPA 450G COCO;PERECIVEIS;;0;0;;0;0
19400;IOG CAROLINA C POLPA 450G F VE;PERECIVEIS;;0;0;;0;0
19401;IOG CAROLINA C POLPA 450G MOR;PERECIVEIS;;0;0;;0;0
19402;IOG CAROLINA DESNATADO 160G;PERECIVEIS;;0;0;;0;0
19403;IOG CAROLINA DESNATADO C MEL 160G;PERECIVEIS;;0;0;;0;0
36146;IOG CAROLINA GFA 800G BATIDO;PERECIVEIS;;0;0;;0;0
36168;IOG CAROLINA GFA 800G MEL;PERECIVEIS;;0;0;;0;0
36159;IOG CAROLINA GGO 450 G ABAC COCO;PERECIVEIS;;0;0;;0;0
36167;IOG CAROLINA GGO 450 G ACAI BANANA;PERECIVEIS;;0;0;;0;0
19405;IOG CAROLINA GRECO 90G FLOCOS;PERECIVEIS;;0;0;;0;0
19406;IOG CAROLINA GREGO 90G ACAI BANANA;PERECIVEIS;;0;0;;0;0
19407;IOG CAROLINA GREGO 90G FRU VERM;PERECIVEIS;;0;0;;0;0
19408;IOG CAROLINA GREGO 90G MARACUJA;PERECIVEIS;;0;0;;0;0
19409;IOG CAROLINA GREGO 90G MORANGO;PERECIVEIS;;0;0;;0;0
19410;IOG CAROLINA GREGO 90G TRADICIONAL;PERECIVEIS;;0;0;;0;0
19411;IOG CAROLINA INTEGRAL 160G;PERECIVEIS;;0;0;;0;0
19413;IOG CAROLINA LAVITA 150G AMEIXA;PERECIVEIS;;0;0;;0;0
19414;IOG CAROLINA LAVITA 800G MORANGO;PERECIVEIS;;0;0;;0;0
19417;IOG CAROLINA NAT 450G INTEGRAL;PERECIVEIS;;0;0;;0;0
19420;IOG CAROLINA PEDACOS 100G BLUE AMORA;PERECIVEIS;;0;0;;0;0
19421;IOG CAROLINA PEDACOS 100G COCO;PERECIVEIS;;0;0;;0;0
19423;IOG CAROLINA PEDACOS 100G MORANGO;PERECIVEIS;;0;0;;0;0
19424;IOG CAROLINA SEMI DESN 90G MOR;PERECIVEIS;;0;0;;0;0
19425;IOG CAROLINA SEMI DESN 90G SALAD FRUT;PERECIVEIS;;0;0;;0;0
19426;IOG CAROLINA WHEY 160G ACAI BANANA;PERECIVEIS;;0;0;;0;0
19427;IOG CAROLINA WHEY 160G BAUNILHA;PERECIVEIS;;0;0;;0;0
19428;IOG CAROLINA WHEY 160G MORANGO;PERECIVEIS;;0;0;;0;0
6389;IOG CHAMBINHO 510G POLPA MORANGO;PERECIVEIS;;0;0;;0;0
19429;IOG CHAMYTO GO 100G VIT;PERECIVEIS;;0;0;;0;0
6390;IOG CHAMYTO GO NESTLE 100G MORANGO;PERECIVEIS;;0;0;;0;0
19430;IOG DANONE 1250GR MOR;PERECIVEIS;;0;0;;0;0
6399;IOG DANONE 160G NAT INT LAR CEN MEL;PERECIVEIS;;0;0;;0;0
6400;IOG DANONE 160G NAT INT MEL;PERECIVEIS;;0;0;;0;0
6402;IOG DANONE 160G NATURAL DESNATADO;PERECIVEIS;;0;0;;0;0
6401;IOG DANONE 160G NATURAL INTEGRAL;PERECIVEIS;;0;0;;0;0
6404;IOG DANONE 170G MORANGO;PERECIVEIS;;0;0;;0;0
6405;IOG DANONE 510G POLPA KIDS MORANGO;PERECIVEIS;;0;0;;0;0
19431;IOG DANONE ACTIVIA 340POLPA MOR;PERECIVEIS;;0;0;;0;0
19433;IOG DANONE ACTIVIA 680G AMEIXA;PERECIVEIS;;0;0;;0;0
19434;IOG DANONE ACTIVIA 680POLPA MAMAO/CEREAIS;PERECIVEIS;;0;0;;0;0
19432;IOG DANONE ACTIVIA AMEIXA 510G;PERECIVEIS;;0;0;;0;0
6412;IOG DANONINHO DANONE 100G MORANGO;PERECIVEIS;;0;0;;0;0
31212;IOG DANONINHO PETIT 480G MOR/BAN;PERECIVEIS;;0;0;;0;0
6413;IOG ELEGE 510G POLPA KIDS B;PERECIVEIS;;0;0;;0;0
19435;IOG ELEGE BOB 100G VITAMINA FRUTAS;PERECIVEIS;;0;0;;0;0
6414;IOG ELEGE BOB ESPONJA E 100G MORANGO;PERECIVEIS;;0;0;;0;0
6420;IOG GREGO BATAVO 100G GRAVIOLA;PERECIVEIS;;0;0;;0;0
6421;IOG GREGO BATAVO 100G TRADICIONAL;PERECIVEIS;;0;0;;0;0
6423;IOG GREGO BATAVO 450G MORANGO;PERECIVEIS;;0;0;;0;0
6424;IOG GREGO BATAVO 450G TRADICIONAL;PERECIVEIS;;0;0;;0;0
6425;IOG GREGO BATAVO 510G BDJ MORANGO;PERECIVEIS;;0;0;;0;0
6426;IOG GREGO BATAVO 90G FLOCOS;PERECIVEIS;;0;0;;0;0
19436;IOG GREGO CAROLINA 450G FLOCOS;PERECIVEIS;;0;0;;0;0
19437;IOG GREGO CAROLINA 450G MORANGO;PERECIVEIS;;0;0;;0;0
19438;IOG GREGO CAROLINA 450G TRADICIONAL;PERECIVEIS;;0;0;;0;0
6435;IOG GREGO NESTLE 540G POLPA TRAD;PERECIVEIS;;0;0;;0;0
6439;IOG GREGO PENSE ZERO BATAVO 100G MARACUJA;PERECIVEIS;;0;0;;0;0
6441;IOG GREGO PENSE ZERO BATAVO 100G MOR;PERECIVEIS;;0;0;;0;0
6442;IOG GREGO PENSE ZERO BATAVO 100G TRAD;PERECIVEIS;;0;0;;0;0
6440;IOG GREGO PENSE ZERO BATAVO 450G MOR;PERECIVEIS;;0;0;;0;0
6455;IOG LANGUIRU 1L POLPA MORANGO SACHE;PERECIVEIS;;0;0;;0;0
9635;IOG LIQ BATAVO 170G FRUTAS CEREAIS;PERECIVEIS;;0;0;;0;0
6464;IOG MOLICO NESTLE 170G BAUNILHA;PERECIVEIS;;0;0;;0;0
6465;IOG MOLICO NESTLE 170G MORANGO;PERECIVEIS;;0;0;;0;0
37795;IOG NATURAL BATAVO 160G MORANGO;PERECIVEIS;;0;0;;0;0
6476;IOG NESTLE 1250G MORANGO;PERECIVEIS;;0;0;;0;0
6477;IOG NESTLE 150G BI CAMADA MORANGO;PERECIVEIS;;0;0;;0;0
6478;IOG NESTLE 150G TRAD CALCA FRUTAS VERM;PERECIVEIS;;0;0;;0;0
6479;IOG NESTLE 160G NATURAL DESNATADO;PERECIVEIS;;0;0;;0;0
6480;IOG NESTLE 170G INTEGRAL MEL;PERECIVEIS;;0;0;;0;0
6481;IOG NESTLE 170G MORANGO;PERECIVEIS;;0;0;;0;0
6482;IOG NESTLE 170G NATURAL;PERECIVEIS;;0;0;;0;0
6483;IOG NESTLE 170G NATURAL CEN/LAR/MEL;PERECIVEIS;;0;0;;0;0
6484;IOG NESTLE 510G POLPA 2 SABORES;PERECIVEIS;;0;0;;0;0
6485;IOG NESTLE 540G POLPA MORANGO;PERECIVEIS;;0;0;;0;0
6486;IOG NESTLE 900G MORANGO;PERECIVEIS;;0;0;;0;0
19440;IOG NESTLE GREGO 90G TRAD;PERECIVEIS;;0;0;;0;0
6436;IOG NESTLE GREGO 90G CALDA COCO;PERECIVEIS;;0;0;;0;0
6438;IOG NESTLE GREGO 90G CALDA MORANGO;PERECIVEIS;;0;0;;0;0
36549;IOG NESTLE GREGO CALDA LIMAO 90G;PERECIVEIS;;0;0;;0;0
31221;IOG NESTLE NAT ZERO LACT 320G;PERECIVEIS;;0;0;;0;0
19441;IOG NESTLE POLP 510G NESTON;PERECIVEIS;;0;0;;0;0
9669;IOG NESTLE VIT FRUTAS 900G;PERECIVEIS;;0;0;;0;0
6488;IOG NINHO FRUTI NESTLE 250G MORANGO;PERECIVEIS;;0;0;;0;0
6489;IOG NINHO LANCHEIRINHA NESTLE 100G;PERECIVEIS;;0;0;;0;0
6490;IOG NINHO NESTLE 540G POLPA;PERECIVEIS;;0;0;;0;0
6491;IOG NINHO NESTLE 850G MACA/BANANA;PERECIVEIS;;0;0;;0;0
6492;IOG NINHO PETIT MAXI NESTLE 240G BANANA/MACA;PERECIVEIS;;0;0;;0;0
19442;IOG NINHO SOLEIL 170G MACA/BAN;PERECIVEIS;;0;0;;0;0
19443;IOG NINHO SOLEIL 170G MOR;PERECIVEIS;;0;0;;0;0
6497;IOG NUV BATAVO 100G FRUTAS VERMELH;PERECIVEIS;;0;0;;0;0
6498;IOG NUV BATAVO 100G MORANGO;PERECIVEIS;;0;0;;0;0
6499;IOG NUV BATAVO 100G PESSEG E DAMASC;PERECIVEIS;;0;0;;0;0
6500;IOG NUV BATAVO 100G TRADICIONAL;PERECIVEIS;;0;0;;0;0
6501;IOG NUV BATAVO 100G ZERO FRUTAS AMARELAS;PERECIVEIS;;0;0;;0;0
6502;IOG NUV BATAVO 100G ZERO FRUTAS VERMELHA;PERECIVEIS;;0;0;;0;0
6503;IOG NUV BATAVO 450G MORANGO;PERECIVEIS;;0;0;;0;0
