CODIGO_EMPRESA;NUMERO_ACORDO;NUMERO_PROCESSO;CODIGO_FORNECEDOR;FORNECEDOR;DESCRICAO_ACORDO;DATA_EMISSAO;COMPRADOR;STATUS_ACORDO;SITUACAO_FINANCEIRA;TIPO_ACORDO;CODIGO_PRODUTO;QTD_UTILIZADA_VERBA;DATA_FINAL_VERBA;PROXIMO_VENCIMENTO;ULTIMO_RECEBIMENTO;NUMERO_NF;NUMERO_PEDIDO_SUPRIMENTO;VALOR_ACORDO;VLR_EM_ABERTO;VLR_FIN_VENCIDO;VLR_JA_QUITADO;VALOR_SALDO_ACORDO;VALOR_UTILIZADO_PRODUTO;TOTAL_PARCELAS;PARCELAS_PAGAS;PARCELAS_PENDENTES
11;22;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;8640;3;12/07/2026;03/09/2026;;;;R$ 3,60;R$ 3,60;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3,60;1;0;1
12;22;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;6935;23;12/07/2026;03/09/2026;;;;R$ 88,50;R$ 88,50;R$ 0,00;R$ 0,00;R$ 54,00;R$ 34,50;1;0;1
12;22;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;6937;36;12/07/2026;03/09/2026;;;;R$ 88,50;R$ 88,50;R$ 0,00;R$ 0,00;R$ 34,50;R$ 54,00;1;0;1
13;22;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;6935;11;12/07/2026;03/09/2026;;;;R$ 19,50;R$ 19,50;R$ 0,00;R$ 0,00;R$ 3,00;R$ 16,50;1;0;1
13;22;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;6936;2;12/07/2026;03/09/2026;;;;R$ 19,50;R$ 19,50;R$ 0,00;R$ 0,00;R$ 16,50;R$ 3,00;1;0;1
14;22;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;6878;2;12/07/2026;03/09/2026;;;;R$ 4,00;R$ 4,00;R$ 0,00;R$ 0,00;R$ 3,00;R$ 1,00;1;0;1
14;22;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;6879;6;12/07/2026;03/09/2026;;;;R$ 4,00;R$ 4,00;R$ 0,00;R$ 0,00;R$ 1,00;R$ 3,00;1;0;1
17;22;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;20154;3;12/07/2026;03/09/2026;;;;R$ 2,40;R$ 2,40;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2,40;1;0;1
18;22;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;6870;4;12/07/2026;03/09/2026;;;;R$ 25,00;R$ 25,00;R$ 0,00;R$ 0,00;R$ 21,00;R$ 4,00;1;0;1
18;22;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;6871;21;12/07/2026;03/09/2026;;;;R$ 25,00;R$ 25,00;R$ 0,00;R$ 0,00;R$ 4,00;R$ 21,00;1;0;1
1;23;9687;4434;QUIMICA AMPARO LTDA.;ACORDO RF.VERBA SEM ACORDO 25/07/2026;25/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;5694;22;05/07/2026;22/08/2026;;;;R$ 18,48;R$ 18,48;R$ 0,00;R$ 0,00;R$ 13,64;R$ 4,84;1;0;1
1;23;9687;4434;QUIMICA AMPARO LTDA.;ACORDO RF.VERBA SEM ACORDO 25/07/2026;25/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;5695;25;05/07/2026;22/08/2026;;;;R$ 18,48;R$ 18,48;R$ 0,00;R$ 0,00;R$ 12,98;R$ 5,50;1;0;1
1;23;9687;4434;QUIMICA AMPARO LTDA.;ACORDO RF.VERBA SEM ACORDO 25/07/2026;25/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;5696;14;05/07/2026;22/08/2026;;;;R$ 18,48;R$ 18,48;R$ 0,00;R$ 0,00;R$ 15,40;R$ 3,08;1;0;1
1;23;9687;4434;QUIMICA AMPARO LTDA.;ACORDO RF.VERBA SEM ACORDO 25/07/2026;25/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;5698;23;05/07/2026;22/08/2026;;;;R$ 18,48;R$ 18,48;R$ 0,00;R$ 0,00;R$ 13,42;R$ 5,06;1;0;1
2;23;6448;12257;PARATI IND.COM.DE ALIMENTOS LTDA;Sell out;30/03/2026;WERTER;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;29/04/2026;;;R$ 1.756,00;R$ 0,00;R$ 0,00;R$ 1.756,00;R$ 0,00;R$ 0,00;1;1;0
3;23;7006;16491;JBS S A;ACORDO REF. PEDIDO: 3/53527/C;18/04/2026;LAURINDO;CONCLUIDO;QUITADO;SELL-IN;;;;;24/07/2026;422232;53527;R$ 960,10;R$ 0,00;R$ 0,00;R$ 960,10;R$ 0,00;R$ 0,00;1;1;0
4;23;9808;6644;ONIZ DISTRIBUID LTDA SCJ;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;4176;13;05/07/2026;03/09/2026;;;;R$ 270,00;R$ 270,00;R$ 0,00;R$ 0,00;R$ 192,00;R$ 78,00;1;0;1
4;23;9808;6644;ONIZ DISTRIBUID LTDA SCJ;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;4177;27;05/07/2026;03/09/2026;;;;R$ 270,00;R$ 270,00;R$ 0,00;R$ 0,00;R$ 108,00;R$ 162,00;1;0;1
4;23;9808;6644;ONIZ DISTRIBUID LTDA SCJ;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;4178;5;05/07/2026;03/09/2026;;;;R$ 270,00;R$ 270,00;R$ 0,00;R$ 0,00;R$ 240,00;R$ 30,00;1;0;1
5;23;9808;6644;ONIZ DISTRIBUID LTDA SCJ;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;4176;27;05/07/2026;03/09/2026;;;;R$ 528,00;R$ 528,00;R$ 0,00;R$ 0,00;R$ 366,00;R$ 162,00;1;0;1
5;23;9808;6644;ONIZ DISTRIBUID LTDA SCJ;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;4177;45;05/07/2026;03/09/2026;;;;R$ 528,00;R$ 528,00;R$ 0,00;R$ 0,00;R$ 258,00;R$ 270,00;1;0;1
5;23;9808;6644;ONIZ DISTRIBUID LTDA SCJ;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;4178;16;05/07/2026;03/09/2026;;;;R$ 528,00;R$ 528,00;R$ 0,00;R$ 0,00;R$ 432,00;R$ 96,00;1;0;1
6;23;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;6870;2;12/07/2026;03/09/2026;;;;R$ 2,00;R$ 2,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2,00;1;0;1
7;23;9808;6644;ONIZ DISTRIBUID LTDA SCJ;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;35122;25;05/07/2026;03/09/2026;;;;R$ 150,00;R$ 150,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 150,00;1;0;1
8;23;9808;6644;ONIZ DISTRIBUID LTDA SCJ;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;35122;6;05/07/2026;03/09/2026;;;;R$ 36,00;R$ 36,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 36,00;1;0;1
11;23;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;20154;12;12/07/2026;03/09/2026;;;;R$ 9,60;R$ 9,60;R$ 0,00;R$ 0,00;R$ 0,00;R$ 9,60;1;0;1
12;23;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;20154;4;12/07/2026;03/09/2026;;;;R$ 3,20;R$ 3,20;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3,20;1;0;1
13;23;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;8639;1;12/07/2026;03/09/2026;;;;R$ 1,20;R$ 1,20;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1,20;1;0;1
14;23;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;6865;8;12/07/2026;03/09/2026;;;;R$ 4,00;R$ 4,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 4,00;1;0;1
16;23;7349;6675;COOPERATIVA CENTRAL AURORA ALIMENTOS;REBAIXA PREÇO;30/04/2026;SANDRO;EM ANDAMENTO;PARCIALMENTE QUITADO;VERBA EXTRA;;;;30/05/2026;;;;R$ 68.000,00;R$ 43.819,39;R$ 43.819,39;R$ 24.180,61;R$ 0,00;R$ 0,00;1;0;1
17;23;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;20155;8;12/07/2026;03/09/2026;;;;R$ 8,00;R$ 8,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 8,00;1;0;1
18;23;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;6935;7;12/07/2026;03/09/2026;;;;R$ 85,50;R$ 85,50;R$ 0,00;R$ 0,00;R$ 75,00;R$ 10,50;1;0;1
18;23;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;6936;19;12/07/2026;03/09/2026;;;;R$ 85,50;R$ 85,50;R$ 0,00;R$ 0,00;R$ 57,00;R$ 28,50;1;0;1
18;23;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;6937;31;12/07/2026;03/09/2026;;;;R$ 85,50;R$ 85,50;R$ 0,00;R$ 0,00;R$ 39,00;R$ 46,50;1;0;1
900;23;641;5918;DI ROCHA LTDA;CAMAROTE GOLD 2026;06/02/2026;NUJUD;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;28/03/2026;;;;R$ 3.000,00;R$ 3.000,00;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;6;0;6
1;24;9808;6644;ONIZ DISTRIBUID LTDA SCJ;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;4176;43;05/07/2026;03/09/2026;;;;R$ 648,00;R$ 648,00;R$ 0,00;R$ 0,00;R$ 390,00;R$ 258,00;1;0;1
1;24;9808;6644;ONIZ DISTRIBUID LTDA SCJ;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;4177;44;05/07/2026;03/09/2026;;;;R$ 648,00;R$ 648,00;R$ 0,00;R$ 0,00;R$ 384,00;R$ 264,00;1;0;1
1;24;9808;6644;ONIZ DISTRIBUID LTDA SCJ;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;4178;21;05/07/2026;03/09/2026;;;;R$ 648,00;R$ 648,00;R$ 0,00;R$ 0,00;R$ 522,00;R$ 126,00;1;0;1
2;24;6449;12257;PARATI IND.COM.DE ALIMENTOS LTDA;Sell out;30/03/2026;WERTER;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;30/04/2026;;;R$ 534,00;R$ 0,00;R$ 0,00;R$ 534,00;R$ 0,00;R$ 0,00;1;1;0
3;24;7066;16491;JBS S A;ACORDO REF. PEDIDO: 3/54937/C;22/04/2026;LAURINDO;EM ANDAMENTO;EM ABERTO;SELL-IN;;;;;;422296;54937;R$ 1.009,73;R$ 1.009,73;R$ 0,00;R$ 0,00;R$ 1.009,73;R$ 0,00;0;0;0
4;24;9808;6644;ONIZ DISTRIBUID LTDA SCJ;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;12404;18;05/07/2026;03/09/2026;;;;R$ 192,00;R$ 192,00;R$ 0,00;R$ 0,00;R$ 84,00;R$ 108,00;1;0;1
4;24;9808;6644;ONIZ DISTRIBUID LTDA SCJ;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;33491;14;05/07/2026;03/09/2026;;;;R$ 192,00;R$ 192,00;R$ 0,00;R$ 0,00;R$ 108,00;R$ 84,00;1;0;1
5;24;9808;6644;ONIZ DISTRIBUID LTDA SCJ;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;12404;16;05/07/2026;03/09/2026;;;;R$ 138,00;R$ 138,00;R$ 0,00;R$ 0,00;R$ 42,00;R$ 96,00;1;0;1
5;24;9808;6644;ONIZ DISTRIBUID LTDA SCJ;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;33491;7;05/07/2026;03/09/2026;;;;R$ 138,00;R$ 138,00;R$ 0,00;R$ 0,00;R$ 96,00;R$ 42,00;1;0;1
6;24;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;6935;8;12/07/2026;03/09/2026;;;;R$ 15,00;R$ 15,00;R$ 0,00;R$ 0,00;R$ 3,00;R$ 12,00;1;0;1
6;24;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;6937;2;12/07/2026;03/09/2026;;;;R$ 15,00;R$ 15,00;R$ 0,00;R$ 0,00;R$ 12,00;R$ 3,00;1;0;1
7;24;9966;6644;ONIZ DISTRIBUID LTDA SCJ;ACORDO RF.VERBA SEM ACORDO 06/08/2026;06/08/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;4176;72;02/08/2026;10/09/2026;;;;R$ 1.338,00;R$ 1.338,00;R$ 0,00;R$ 0,00;R$ 906,00;R$ 432,00;1;0;1
7;24;9966;6644;ONIZ DISTRIBUID LTDA SCJ;ACORDO RF.VERBA SEM ACORDO 06/08/2026;06/08/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;4177;45;02/08/2026;10/09/2026;;;;R$ 1.338,00;R$ 1.338,00;R$ 0,00;R$ 0,00;R$ 1.068,00;R$ 270,00;1;0;1
7;24;9966;6644;ONIZ DISTRIBUID LTDA SCJ;ACORDO RF.VERBA SEM ACORDO 06/08/2026;06/08/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;4178;44;02/08/2026;10/09/2026;;;;R$ 1.338,00;R$ 1.338,00;R$ 0,00;R$ 0,00;R$ 1.074,00;R$ 264,00;1;0;1
7;24;9966;6644;ONIZ DISTRIBUID LTDA SCJ;ACORDO RF.VERBA SEM ACORDO 06/08/2026;06/08/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;12404;25;02/08/2026;10/09/2026;;;;R$ 1.338,00;R$ 1.338,00;R$ 0,00;R$ 0,00;R$ 1.188,00;R$ 150,00;1;0;1
7;24;9966;6644;ONIZ DISTRIBUID LTDA SCJ;ACORDO RF.VERBA SEM ACORDO 06/08/2026;06/08/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;33491;11;02/08/2026;10/09/2026;;;;R$ 1.338,00;R$ 1.338,00;R$ 0,00;R$ 0,00;R$ 1.272,00;R$ 66,00;1;0;1
7;24;9966;6644;ONIZ DISTRIBUID LTDA SCJ;ACORDO RF.VERBA SEM ACORDO 06/08/2026;06/08/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;35122;26;02/08/2026;10/09/2026;;;;R$ 1.338,00;R$ 1.338,00;R$ 0,00;R$ 0,00;R$ 1.182,00;R$ 156,00;1;0;1
8;24;9966;6644;ONIZ DISTRIBUID LTDA SCJ;ACORDO RF.VERBA SEM ACORDO 06/08/2026;06/08/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;4176;31;02/08/2026;10/09/2026;;;;R$ 594,00;R$ 594,00;R$ 0,00;R$ 0,00;R$ 408,00;R$ 186,00;1;0;1
8;24;9966;6644;ONIZ DISTRIBUID LTDA SCJ;ACORDO RF.VERBA SEM ACORDO 06/08/2026;06/08/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;4177;31;02/08/2026;10/09/2026;;;;R$ 594,00;R$ 594,00;R$ 0,00;R$ 0,00;R$ 408,00;R$ 186,00;1;0;1
8;24;9966;6644;ONIZ DISTRIBUID LTDA SCJ;ACORDO RF.VERBA SEM ACORDO 06/08/2026;06/08/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;4178;18;02/08/2026;10/09/2026;;;;R$ 594,00;R$ 594,00;R$ 0,00;R$ 0,00;R$ 486,00;R$ 108,00;1;0;1
8;24;9966;6644;ONIZ DISTRIBUID LTDA SCJ;ACORDO RF.VERBA SEM ACORDO 06/08/2026;06/08/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;12404;11;02/08/2026;10/09/2026;;;;R$ 594,00;R$ 594,00;R$ 0,00;R$ 0,00;R$ 528,00;R$ 66,00;1;0;1
8;24;9966;6644;ONIZ DISTRIBUID LTDA SCJ;ACORDO RF.VERBA SEM ACORDO 06/08/2026;06/08/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;33491;1;02/08/2026;10/09/2026;;;;R$ 594,00;R$ 594,00;R$ 0,00;R$ 0,00;R$ 588,00;R$ 6,00;1;0;1
8;24;9966;6644;ONIZ DISTRIBUID LTDA SCJ;ACORDO RF.VERBA SEM ACORDO 06/08/2026;06/08/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;35122;7;02/08/2026;10/09/2026;;;;R$ 594,00;R$ 594,00;R$ 0,00;R$ 0,00;R$ 552,00;R$ 42,00;1;0;1
11;24;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;35720;12;12/07/2026;03/09/2026;;;;R$ 18,00;R$ 18,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 18,00;1;0;1
12;24;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;20155;5;12/07/2026;03/09/2026;;;;R$ 5,00;R$ 5,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5,00;1;0;1
13;24;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;20154;6;12/07/2026;03/09/2026;;;;R$ 4,80;R$ 4,80;R$ 0,00;R$ 0,00;R$ 0,00;R$ 4,80;1;0;1
14;24;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;6870;9;12/07/2026;03/09/2026;;;;R$ 22,00;R$ 22,00;R$ 0,00;R$ 0,00;R$ 13,00;R$ 9,00;1;0;1
14;24;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;6871;13;12/07/2026;03/09/2026;;;;R$ 22,00;R$ 22,00;R$ 0,00;R$ 0,00;R$ 9,00;R$ 13,00;1;0;1
15;24;441;15441;SPAL IND BRAS BEBIDAS AS;FECAHEMENTO CALENDÁRIO JAN 2026;06/02/2026;NICOLAS;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;15/07/2026;;;R$ 37.554,86;R$ 0,00;R$ 0,00;R$ 37.554,86;R$ 0,00;R$ 0,00;1;1;0
16;24;7350;16491;JBS S A;ACORDO REF. PEDIDO: 16/59089/L;02/05/2026;LAURINDO;EM ANDAMENTO;QUITADO;SELL-IN;;;;;25/06/2026;199975, 340399, 340400, 340401;59089;R$ 9.007,63;R$ 0,00;R$ 0,00;R$ 9.007,63;R$ 0,00;R$ 0,00;1;1;0
17;24;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;35720;1;12/07/2026;03/09/2026;;;;R$ 1,50;R$ 1,50;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1,50;1;0;1
18;24;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;8639;2;12/07/2026;03/09/2026;;;;R$ 10,80;R$ 10,80;R$ 0,00;R$ 0,00;R$ 8,40;R$ 2,40;1;0;1
18;24;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;8640;7;12/07/2026;03/09/2026;;;;R$ 10,80;R$ 10,80;R$ 0,00;R$ 0,00;R$ 2,40;R$ 8,40;1;0;1
1;25;9808;6644;ONIZ DISTRIBUID LTDA SCJ;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;12404;20;05/07/2026;03/09/2026;;;;R$ 120,00;R$ 120,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 120,00;1;0;1
2;25;6450;12257;PARATI IND.COM.DE ALIMENTOS LTDA;Sell out;30/03/2026;WERTER;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;30/04/2026;;;R$ 2.124,00;R$ 0,00;R$ 0,00;R$ 2.124,00;R$ 0,00;R$ 0,00;1;1;0
3;25;7148;16491;JBS S A;ACORDO REF. PEDIDO: 3/56542/C;25/04/2026;LAURINDO;EM ANDAMENTO;QUITADO;SELL-IN;;;;;25/05/2026;422416;56542;R$ 834,62;R$ 0,00;R$ 0,00;R$ 834,62;R$ 0,00;R$ 0,00;1;1;0
4;25;9808;6644;ONIZ DISTRIBUID LTDA SCJ;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;35122;8;05/07/2026;03/09/2026;;;;R$ 48,00;R$ 48,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 48,00;1;0;1
5;25;9808;6644;ONIZ DISTRIBUID LTDA SCJ;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;35122;5;05/07/2026;03/09/2026;;;;R$ 30,00;R$ 30,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 30,00;1;0;1
6;25;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;20154;3;12/07/2026;03/09/2026;;;;R$ 2,40;R$ 2,40;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2,40;1;0;1
7;25;9967;4434;QUIMICA AMPARO LTDA.;ACORDO RF.VERBA SEM ACORDO 06/08/2026;06/02/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;5691;57;02/08/2026;27/08/2026;;;;R$ 115,80;R$ 115,80;R$ 0,00;R$ 0,00;R$ 104,40;R$ 11,40;1;0;1
7;25;9967;4434;QUIMICA AMPARO LTDA.;ACORDO RF.VERBA SEM ACORDO 06/08/2026;06/02/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;5692;86;02/08/2026;27/08/2026;;;;R$ 115,80;R$ 115,80;R$ 0,00;R$ 0,00;R$ 98,60;R$ 17,20;1;0;1
7;25;9967;4434;QUIMICA AMPARO LTDA.;ACORDO RF.VERBA SEM ACORDO 06/08/2026;06/02/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;5693;55;02/08/2026;27/08/2026;;;;R$ 115,80;R$ 115,80;R$ 0,00;R$ 0,00;R$ 104,80;R$ 11,00;1;0;1
7;25;9967;4434;QUIMICA AMPARO LTDA.;ACORDO RF.VERBA SEM ACORDO 06/08/2026;06/02/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;5694;108;02/08/2026;27/08/2026;;;;R$ 115,80;R$ 115,80;R$ 0,00;R$ 0,00;R$ 94,20;R$ 21,60;1;0;1
7;25;9967;4434;QUIMICA AMPARO LTDA.;ACORDO RF.VERBA SEM ACORDO 06/08/2026;06/02/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;5695;70;02/08/2026;27/08/2026;;;;R$ 115,80;R$ 115,80;R$ 0,00;R$ 0,00;R$ 101,80;R$ 14,00;1;0;1
