CODIGO_EMPRESA;NUMERO_ACORDO;NUMERO_PROCESSO;CODIGO_FORNECEDOR;FORNECEDOR;DESCRICAO_ACORDO;DATA_EMISSAO;COMPRADOR;STATUS_ACORDO;SITUACAO_FINANCEIRA;TIPO_ACORDO;CODIGO_PRODUTO;QTD_UTILIZADA_VERBA;DATA_FINAL_VERBA;PROXIMO_VENCIMENTO;ULTIMO_RECEBIMENTO;NUMERO_NF;NUMERO_PEDIDO_SUPRIMENTO;VALOR_ACORDO;VLR_EM_ABERTO;VLR_FIN_VENCIDO;VLR_JA_QUITADO;VALOR_SALDO_ACORDO;VALOR_UTILIZADO_PRODUTO;TOTAL_PARCELAS;PARCELAS_PAGAS;PARCELAS_PENDENTES
900;95;2041;6644;ONIZ DISTRIBUID LTDA SCJ;PROMOÇÃO AMACIANTE DOWNY 1L;10/02/2026;BATISTA;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;31/03/2026;;;;R$ 5.574,00;R$ 5.574,00;R$ 5.574,00;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
2;95;9013;10511;MARQUESPAN ALIMENTOS LTDA;SELL OUT;12/05/2026;LAURINDO;CANCELADO;CANCELADO;VERBA EXTRA;;;;;;;;R$ 1.119,94;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0;0;0
15;95;7956;4488;CIA ANDINA INDUSTRIA DE BEBIDAS LTDA;SELL OUT OFERTA RELAMPAGO ANIVER BAK;28/05/2026;NICOLAS;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;30/06/2026;;;;R$ 185,00;R$ 185,00;R$ 185,00;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
15;96;7957;12257;PARATI IND.COM.DE ALIMENTOS LTDA;SELL OUT AÇÃO DE TRINK ABRIL;28/05/2026;NICOLAS;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;30/06/2026;;;;R$ 2.980,30;R$ 2.980,30;R$ 2.980,30;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
2;97;9086;11038;ASTORIA PAPEIS LTDA FILIAL;ACORDO RF.VERBA SEM ACORDO 03/07/2026;03/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;21665;3;28/06/2026;01/09/2026;;;;R$ 15,00;R$ 15,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 15,00;1;0;1
15;97;7966;4488;CIA ANDINA INDUSTRIA DE BEBIDAS LTDA;INTRODUÇÃO DE SKU;29/05/2026;NICOLAS;CANCELADO;CANCELADO;VERBA EXTRA;;;;;;;;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0;0;0
2;98;9087;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 03/07/2026;03/07/2026;BATISTA;CONCLUIDO;QUITADO;SELL-OUT;34301;28;30/06/2026;;28/07/2026;;;R$ 56,00;R$ 0,00;R$ 0,00;R$ 56,00;R$ 0,00;R$ 56,00;1;1;0
15;99;7967;4488;CIA ANDINA INDUSTRIA DE BEBIDAS LTDA;INTRODUÇÃO DE SKU PROVINCIA;29/05/2026;NICOLAS;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;30/06/2026;;;;R$ 500,00;R$ 500,00;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
2;99;9089;3527;FABIANO ZAFFALON E CIA LTDA;ACORDO RF.VERBA SEM ACORDO 03/07/2026;03/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;35586;1;29/06/2026;31/07/2026;;;;R$ 6,00;R$ 6,00;R$ 6,00;R$ 0,00;R$ 0,00;R$ 6,00;1;0;1
15;100;7986;10181;AGUAS MINERAIS SARANDI LTDA;SELL OUT AGUA FLORESTA FECHA MES MAIO;29/05/2026;NICOLAS;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;30/06/2026;;;;R$ 3.080,40;R$ 3.080,40;R$ 3.080,40;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
15;101;8007;15441;SPAL IND BRAS BEBIDAS AS;VERBA SELL OUT SPAL;30/05/2026;NICOLAS;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;15/07/2026;;;R$ 91.305,00;R$ 0,00;R$ 0,00;R$ 91.305,00;R$ 0,00;R$ 0,00;1;1;0
15;102;8008;15441;SPAL IND BRAS BEBIDAS AS;SELL IN DE CERVEJA SPAL;30/05/2026;NICOLAS;CANCELADO;CANCELADO;VERBA EXTRA;;;;;;;;R$ 6.336,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0;0;0
15;103;8009;15441;SPAL IND BRAS BEBIDAS AS;SELL IN DE CERVEJA SPAL;30/05/2026;NICOLAS;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;15/07/2026;;;R$ 11.990,88;R$ 0,00;R$ 0,00;R$ 11.990,88;R$ 0,00;R$ 0,00;1;1;0
2;103;9687;4434;QUIMICA AMPARO LTDA.;ACORDO RF.VERBA SEM ACORDO 25/07/2026;25/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;5691;40;05/07/2026;22/08/2026;;;;R$ 20,02;R$ 20,02;R$ 0,00;R$ 0,00;R$ 11,22;R$ 8,80;1;0;1
2;103;9687;4434;QUIMICA AMPARO LTDA.;ACORDO RF.VERBA SEM ACORDO 25/07/2026;25/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;5692;51;05/07/2026;22/08/2026;;;;R$ 20,02;R$ 20,02;R$ 0,00;R$ 0,00;R$ 8,80;R$ 11,22;1;0;1
15;104;8011;15441;SPAL IND BRAS BEBIDAS AS;CONTRATO SPAL;30/05/2026;NICOLAS;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;15/07/2026;;;R$ 20.600,00;R$ 0,00;R$ 0,00;R$ 20.600,00;R$ 0,00;R$ 0,00;1;1;0
2;104;9687;4434;QUIMICA AMPARO LTDA.;ACORDO RF.VERBA SEM ACORDO 25/07/2026;25/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;5693;63;05/07/2026;22/08/2026;;;;R$ 62,04;R$ 62,04;R$ 0,00;R$ 0,00;R$ 48,18;R$ 13,86;1;0;1
2;104;9687;4434;QUIMICA AMPARO LTDA.;ACORDO RF.VERBA SEM ACORDO 25/07/2026;25/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;5694;44;05/07/2026;22/08/2026;;;;R$ 62,04;R$ 62,04;R$ 0,00;R$ 0,00;R$ 52,36;R$ 9,68;1;0;1
2;104;9687;4434;QUIMICA AMPARO LTDA.;ACORDO RF.VERBA SEM ACORDO 25/07/2026;25/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;5695;66;05/07/2026;22/08/2026;;;;R$ 62,04;R$ 62,04;R$ 0,00;R$ 0,00;R$ 47,52;R$ 14,52;1;0;1
2;104;9687;4434;QUIMICA AMPARO LTDA.;ACORDO RF.VERBA SEM ACORDO 25/07/2026;25/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;5696;27;05/07/2026;22/08/2026;;;;R$ 62,04;R$ 62,04;R$ 0,00;R$ 0,00;R$ 56,10;R$ 5,94;1;0;1
2;104;9687;4434;QUIMICA AMPARO LTDA.;ACORDO RF.VERBA SEM ACORDO 25/07/2026;25/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;5698;82;05/07/2026;22/08/2026;;;;R$ 62,04;R$ 62,04;R$ 0,00;R$ 0,00;R$ 44,00;R$ 18,04;1;0;1
2;105;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;4119;5;12/07/2026;03/09/2026;;;;R$ 8,00;R$ 8,00;R$ 0,00;R$ 0,00;R$ 5,50;R$ 2,50;1;0;1
2;105;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;4120;11;12/07/2026;03/09/2026;;;;R$ 8,00;R$ 8,00;R$ 0,00;R$ 0,00;R$ 2,50;R$ 5,50;1;0;1
2;106;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;6878;3;12/07/2026;03/09/2026;;;;R$ 9,50;R$ 9,50;R$ 0,00;R$ 0,00;R$ 8,00;R$ 1,50;1;0;1
2;106;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;6879;16;12/07/2026;03/09/2026;;;;R$ 9,50;R$ 9,50;R$ 0,00;R$ 0,00;R$ 1,50;R$ 8,00;1;0;1
2;107;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;6865;1;12/07/2026;03/09/2026;;;;R$ 0,50;R$ 0,50;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,50;1;0;1
15;108;8106;15441;SPAL IND BRAS BEBIDAS AS;PAGAMENTO PROMOTORES LJ 11 E 12;02/06/2026;NICOLAS;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;15/07/2026;;;R$ 5.900,00;R$ 0,00;R$ 0,00;R$ 5.900,00;R$ 0,00;R$ 0,00;1;1;0
2;108;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;6871;3;12/07/2026;03/09/2026;;;;R$ 3,00;R$ 3,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3,00;1;0;1
900;108;2301;10721;COOPERATIVA AGROINDUSTRIAL ALEGRETE LTDA;CARNAVAL CAMAROTE GOLD 2026;11/02/2026;NIDAL;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;23/07/2026;;;R$ 3.000,00;R$ 0,00;R$ 0,00;R$ 3.000,00;R$ 0,00;R$ 0,00;6;6;0
15;109;8186;15441;SPAL IND BRAS BEBIDAS AS;FECHAMENTO CALENDÁRIO DE AÇÕES MAIO 2026;02/06/2026;NICOLAS;EM ANDAMENTO;PARCIALMENTE QUITADO;VERBA EXTRA;;;;30/06/2026;;;;R$ 21.326,73;R$ 3.251,88;R$ 3.251,88;R$ 18.074,85;R$ 0,00;R$ 0,00;1;0;1
2;109;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;6935;10;12/07/2026;03/09/2026;;;;R$ 25,50;R$ 25,50;R$ 0,00;R$ 0,00;R$ 10,50;R$ 15,00;1;0;1
2;109;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;6936;7;12/07/2026;03/09/2026;;;;R$ 25,50;R$ 25,50;R$ 0,00;R$ 0,00;R$ 15,00;R$ 10,50;1;0;1
2;110;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;8639;3;12/07/2026;03/09/2026;;;;R$ 3,60;R$ 3,60;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3,60;1;0;1
15;111;8267;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS;REEMBOLSO DE OFERTAS DA SCANNTECH;05/06/2026;NICOLAS;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;30/06/2026;;;;R$ 9.153,76;R$ 9.153,76;R$ 9.153,76;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
2;111;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;20154;6;12/07/2026;03/09/2026;;;;R$ 4,80;R$ 4,80;R$ 0,00;R$ 0,00;R$ 0,00;R$ 4,80;1;0;1
2;112;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;20155;5;12/07/2026;03/09/2026;;;;R$ 5,00;R$ 5,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5,00;1;0;1
15;112;8268;12257;PARATI IND.COM.DE ALIMENTOS LTDA;REEMBOLSO DE OFERTA DA SCANNTECH;05/06/2026;NICOLAS;CANCELADO;CANCELADO;VERBA EXTRA;;;;;;;;R$ 4.868,20;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0;0;0
2;113;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;35692;1;12/07/2026;03/09/2026;;;;R$ 1,50;R$ 1,50;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1,50;1;0;1
15;113;8306;10181;AGUAS MINERAIS SARANDI LTDA;SELL OUT DE AGUA FLORESTA;08/06/2026;NICOLAS;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;30/06/2026;;;;R$ 3.753,10;R$ 3.753,10;R$ 3.753,10;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
2;114;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;35720;18;12/07/2026;03/09/2026;;;;R$ 27,00;R$ 27,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 27,00;1;0;1
2;115;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;35722;4;12/07/2026;03/09/2026;;;;R$ 6,00;R$ 6,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6,00;1;0;1
15;115;8386;10181;AGUAS MINERAIS SARANDI LTDA;REEMBOLSO DE ACORDO COM O SR ISMAEL;09/06/2026;NICOLAS;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;30/06/2026;;;;R$ 11.500,00;R$ 11.500,00;R$ 2.875,00;R$ 0,00;R$ 0,00;R$ 0,00;4;0;4
2;116;9806;15318;PODAL IND E COM DE ALIMENTOS LTDA;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;36116;14;12/07/2026;03/09/2026;;;;R$ 21,00;R$ 21,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 21,00;1;0;1
15;116;8406;4968;ENOVA FOODS AS;BONIFICAÇÃO PEDIDO 41924;09/06/2026;NICOLAS;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;30/06/2026;;;;R$ 4.590,00;R$ 4.590,00;R$ 4.590,00;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
2;117;9808;6644;ONIZ DISTRIBUID LTDA SCJ;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;4176;45;05/07/2026;03/09/2026;;;;R$ 732,00;R$ 732,00;R$ 0,00;R$ 0,00;R$ 462,00;R$ 270,00;1;0;1
2;117;9808;6644;ONIZ DISTRIBUID LTDA SCJ;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;4177;58;05/07/2026;03/09/2026;;;;R$ 732,00;R$ 732,00;R$ 0,00;R$ 0,00;R$ 384,00;R$ 348,00;1;0;1
2;117;9808;6644;ONIZ DISTRIBUID LTDA SCJ;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;4178;15;05/07/2026;03/09/2026;;;;R$ 732,00;R$ 732,00;R$ 0,00;R$ 0,00;R$ 642,00;R$ 90,00;1;0;1
2;117;9808;6644;ONIZ DISTRIBUID LTDA SCJ;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;4179;4;05/07/2026;03/09/2026;;;;R$ 732,00;R$ 732,00;R$ 0,00;R$ 0,00;R$ 708,00;R$ 24,00;1;0;1
15;117;8407;4968;ENOVA FOODS AS;BONIFICAÇÃO PEDIDO 54726;09/06/2026;NICOLAS;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;30/06/2026;;;;R$ 4.590,00;R$ 4.590,00;R$ 4.590,00;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
900;117;2481;12592;PILECCO E CIA. LTDA;CARNAVAL CAMAROTE GOLD 2026;11/02/2026;NIDAL;CONCLUIDO;PARCIALMENTE QUITADO;VERBA EXTRA;;;;25/08/2026;27/07/2026;;;R$ 3.000,00;R$ 500,00;R$ 0,00;R$ 2.500,00;R$ 0,00;R$ 0,00;6;5;1
2;118;9808;6644;ONIZ DISTRIBUID LTDA SCJ;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;12404;8;05/07/2026;03/09/2026;;;;R$ 90,00;R$ 90,00;R$ 0,00;R$ 0,00;R$ 42,00;R$ 48,00;1;0;1
2;118;9808;6644;ONIZ DISTRIBUID LTDA SCJ;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;33491;7;05/07/2026;03/09/2026;;;;R$ 90,00;R$ 90,00;R$ 0,00;R$ 0,00;R$ 48,00;R$ 42,00;1;0;1
15;118;8426;15441;SPAL IND BRAS BEBIDAS AS;FACHADA LOJA 06;10/06/2026;NICOLAS;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;30/06/2026;;;;R$ 30.000,00;R$ 30.000,00;R$ 30.000,00;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
2;119;9808;6644;ONIZ DISTRIBUID LTDA SCJ;ACORDO RF.VERBA SEM ACORDO 30/07/2026;30/07/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;35122;14;05/07/2026;03/09/2026;;;;R$ 84,00;R$ 84,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 84,00;1;0;1
15;119;8427;9638;CRBS AS CDD PELOTAS;FACHADA LOJA 06;10/06/2026;NICOLAS;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;30/06/2026;;;;R$ 25.000,00;R$ 25.000,00;R$ 25.000,00;R$ 0,00;R$ 0,00;R$ 0,00;1;0;1
2;120;9966;6644;ONIZ DISTRIBUID LTDA SCJ;ACORDO RF.VERBA SEM ACORDO 06/08/2026;06/08/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;4178;19;02/08/2026;10/09/2026;;;;R$ 954,00;R$ 954,00;R$ 0,00;R$ 0,00;R$ 840,00;R$ 114,00;1;0;1
2;120;9966;6644;ONIZ DISTRIBUID LTDA SCJ;ACORDO RF.VERBA SEM ACORDO 06/08/2026;06/08/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;4179;4;02/08/2026;10/09/2026;;;;R$ 954,00;R$ 954,00;R$ 0,00;R$ 0,00;R$ 930,00;R$ 24,00;1;0;1
2;120;9966;6644;ONIZ DISTRIBUID LTDA SCJ;ACORDO RF.VERBA SEM ACORDO 06/08/2026;06/08/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;12404;11;02/08/2026;10/09/2026;;;;R$ 954,00;R$ 954,00;R$ 0,00;R$ 0,00;R$ 888,00;R$ 66,00;1;0;1
2;120;9966;6644;ONIZ DISTRIBUID LTDA SCJ;ACORDO RF.VERBA SEM ACORDO 06/08/2026;06/08/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;33491;9;02/08/2026;10/09/2026;;;;R$ 954,00;R$ 954,00;R$ 0,00;R$ 0,00;R$ 900,00;R$ 54,00;1;0;1
2;120;9966;6644;ONIZ DISTRIBUID LTDA SCJ;ACORDO RF.VERBA SEM ACORDO 06/08/2026;06/08/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;4176;52;02/08/2026;10/09/2026;;;;R$ 954,00;R$ 954,00;R$ 0,00;R$ 0,00;R$ 642,00;R$ 312,00;1;0;1
2;120;9966;6644;ONIZ DISTRIBUID LTDA SCJ;ACORDO RF.VERBA SEM ACORDO 06/08/2026;06/08/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;4177;42;02/08/2026;10/09/2026;;;;R$ 954,00;R$ 954,00;R$ 0,00;R$ 0,00;R$ 702,00;R$ 252,00;1;0;1
2;120;9966;6644;ONIZ DISTRIBUID LTDA SCJ;ACORDO RF.VERBA SEM ACORDO 06/08/2026;06/08/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;35122;22;02/08/2026;10/09/2026;;;;R$ 954,00;R$ 954,00;R$ 0,00;R$ 0,00;R$ 822,00;R$ 132,00;1;0;1
2;121;9967;4434;QUIMICA AMPARO LTDA.;ACORDO RF.VERBA SEM ACORDO 06/08/2026;06/02/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;5692;136;02/08/2026;27/08/2026;;;;R$ 162,40;R$ 162,40;R$ 0,00;R$ 0,00;R$ 135,20;R$ 27,20;1;0;1
2;121;9967;4434;QUIMICA AMPARO LTDA.;ACORDO RF.VERBA SEM ACORDO 06/08/2026;06/02/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;5693;140;02/08/2026;27/08/2026;;;;R$ 162,40;R$ 162,40;R$ 0,00;R$ 0,00;R$ 134,40;R$ 28,00;1;0;1
2;121;9967;4434;QUIMICA AMPARO LTDA.;ACORDO RF.VERBA SEM ACORDO 06/08/2026;06/02/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;5694;28;02/08/2026;27/08/2026;;;;R$ 162,40;R$ 162,40;R$ 0,00;R$ 0,00;R$ 156,80;R$ 5,60;1;0;1
2;121;9967;4434;QUIMICA AMPARO LTDA.;ACORDO RF.VERBA SEM ACORDO 06/08/2026;06/02/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;5695;87;02/08/2026;27/08/2026;;;;R$ 162,40;R$ 162,40;R$ 0,00;R$ 0,00;R$ 145,00;R$ 17,40;1;0;1
2;121;9967;4434;QUIMICA AMPARO LTDA.;ACORDO RF.VERBA SEM ACORDO 06/08/2026;06/02/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;5696;59;02/08/2026;27/08/2026;;;;R$ 162,40;R$ 162,40;R$ 0,00;R$ 0,00;R$ 150,60;R$ 11,80;1;0;1
2;121;9967;4434;QUIMICA AMPARO LTDA.;ACORDO RF.VERBA SEM ACORDO 06/08/2026;06/02/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;5698;202;02/08/2026;27/08/2026;;;;R$ 162,40;R$ 162,40;R$ 0,00;R$ 0,00;R$ 122,00;R$ 40,40;1;0;1
2;121;9967;4434;QUIMICA AMPARO LTDA.;ACORDO RF.VERBA SEM ACORDO 06/08/2026;06/02/2026;BATISTA;CONCLUIDO;EM ABERTO;SELL-OUT;5691;160;02/08/2026;27/08/2026;;;;R$ 162,40;R$ 162,40;R$ 0,00;R$ 0,00;R$ 130,40;R$ 32,00;1;0;1
2;122;10126;3947;AQUAFAST PROD LIMPEZA/HIGIENE LTDA;CAMAROTE GOLD;02/02/2026;BATISTA;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;13/08/2026;;;R$ 1.000,00;R$ 0,00;R$ 0,00;R$ 1.000,00;R$ 0,00;R$ 0,00;1;1;0
15;122;8626;6424;BEBIDAS FRUKI LTDA;REFERENTE A RETORNO DE CONTRATO COMERCIAL;15/06/2026;NICOLAS;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;15/06/2026;;;R$ 1.827,90;R$ 0,00;R$ 0,00;R$ 1.827,90;R$ 0,00;R$ 0,00;1;1;0
2;123;10128;5894;UNIDASUL DISTRIBUIDORA ALIMENTICIA S/A;PONTA DE GONDOLA;01/08/2026;BATISTA;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;12/08/2026;;;R$ 1.600,00;R$ 0,00;R$ 0,00;R$ 1.600,00;R$ 0,00;R$ 0,00;1;1;0
15;123;8638;9638;CRBS AS CDD PELOTAS;ACORDO LOGISTICO MAIO;01/06/2026;NICOLAS;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;01/06/2026;;;R$ 6.633,07;R$ 0,00;R$ 0,00;R$ 6.633,07;R$ 0,00;R$ 0,00;1;1;0
2;124;10167;17017;ZAFFALON E CIA LTDA;SELL OUT SCANNTECH;01/06/2026;BATISTA;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;17/07/2026;;;R$ 13.599,58;R$ 0,00;R$ 0,00;R$ 13.599,58;R$ 0,00;R$ 0,00;1;1;0
15;124;8648;15318;PODAL IND E COM DE ALIMENTOS LTDA;REEMBOLSO SCANNTECH;16/06/2026;NICOLAS;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;16/06/2026;;;R$ 31,16;R$ 0,00;R$ 0,00;R$ 31,16;R$ 0,00;R$ 0,00;1;1;0
2;125;10169;6158;GASPARIN CEREAIS LTDA ME;SELL OUT SCANNTECH;01/06/2026;NIDAL;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;17/07/2026;;;R$ 48,00;R$ 0,00;R$ 0,00;R$ 48,00;R$ 0,00;R$ 0,00;1;1;0
15;125;8649;6424;BEBIDAS FRUKI LTDA;REEMBOLSO SCANNTECH;16/06/2026;NICOLAS;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;16/06/2026;;;R$ 279,25;R$ 0,00;R$ 0,00;R$ 279,25;R$ 0,00;R$ 0,00;1;1;0
2;126;10170;7918;FERRUCCI E MIRANDA LTDA-EPP;SELL OUT SCANNTECH;01/06/2026;NIDAL;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;17/07/2026;;;R$ 325,60;R$ 0,00;R$ 0,00;R$ 325,60;R$ 0,00;R$ 0,00;1;1;0
15;126;8686;15441;SPAL IND BRAS BEBIDAS AS;ACORDO REF. PEDIDO: 15/69651/C;22/05/2026;NICOLAS;CONCLUIDO;EM ABERTO;SELL-IN;;;;;;2429713;69651;R$ 1.440,00;R$ 1.440,00;R$ 0,00;R$ 0,00;R$ 1.440,00;R$ 0,00;0;0;0
900;126;2641;5431;GRAFICA JACUI LTDA;ACORDO CANAVAL;12/02/2026;LAURINDO;EM ANDAMENTO;EM ABERTO;VERBA EXTRA;;;;30/03/2026;;;;R$ 3.000,00;R$ 3.000,00;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;6;0;6
2;127;10171;15165;COOP AGRICOLA MISTA NOVA PALMA LTDA;SELL OUT SCANNTECH;01/06/2026;NIDAL;CONCLUIDO;QUITADO;VERBA EXTRA;;;;;17/07/2026;;;R$ 113,40;R$ 0,00;R$ 0,00;R$ 113,40;R$ 0,00;R$ 0,00;1;1;0
