COD_LOJA;COD_PRODUTO;DESCRICAO_PRODUTO;DEPARTAMENTO;SECAO;COMPRADOR;FORNECEDOR_PRINCIPAL;FORMA_ABASTECIMENTO;EMB_COMPRA;EMB_TRANSF;ESTQ_DISP_LOJA;ESTQ_FISICO_LOJA;ESTQ_RESERVADO_LOJA;ESTQ_MIN_PADRAO;ESTQ_MAX_PADRAO;ESTQ_MIN_PONTO_EXTRA;ESTQ_MAX_PONTO_EXTRA;PONTOS_EXTRAS_ATIVOS;ESTQ_MIN_TOTAL;ESTQ_MAX_TOTAL;ESTQ_DISP_TOTAL_CD;ESTQ_DISP_CD15;ESTQ_DISP_CD16;ESTQ_DISP_CD50;VDA_30D_QTD;VDA_30D_VALOR;MEDIA_VDA_DIA;DIAS_ESTOQUE_LOJA;DIAS_ESTOQUE_REDE;PEND_COMPRA_FORNEC;PEND_EXPEDICAO_CD;EM_TRANSITO_CD_LOJA;TOTAL_PEND_RECEBER;DIAS_COB_COM_PENDENTES;STATUS_RUPTURA
1;812;REFRIG FANTA UVA PET 2L;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;L;8;8;11;11;0;12;20;0;0;0;12;20;928;928;0;0;47;407,53;1,57;7;598,1;0;0;0;0;7;4 - ABAIXO DO MINIMO (TEM SALDO NO CD / SEM PEDIDO)
2;812;REFRIG FANTA UVA PET 2L;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;L;8;8;62;62;0;84;132;0;0;0;84;132;928;928;0;0;258;2232,32;8,6;7,2;115,1;0;0;0;0;7,2;4 - ABAIXO DO MINIMO (TEM SALDO NO CD / SEM PEDIDO)
3;812;REFRIG FANTA UVA PET 2L;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;L;8;8;613;613;0;26;34;600;780;1;626;814;928;928;0;0;620;5164,83;20,67;29,7;74,6;0;0;0;0;29,7;4 - ABAIXO DO MINIMO (TEM SALDO NO CD / SEM PEDIDO)
4;812;REFRIG FANTA UVA PET 2L;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;L;8;8;37;37;0;38;62;0;0;0;38;62;928;928;0;0;135;1173,85;4,5;8,2;214,4;0;0;0;0;8,2;4 - ABAIXO DO MINIMO (TEM SALDO NO CD / SEM PEDIDO)
5;812;REFRIG FANTA UVA PET 2L;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;L;8;8;40;40;0;68;108;0;0;0;68;108;928;928;0;0;293;2534,67;9,77;4,1;99,1;0;0;0;0;4,1;4 - ABAIXO DO MINIMO (TEM SALDO NO CD / SEM PEDIDO)
7;812;REFRIG FANTA UVA PET 2L;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;L;8;8;26;26;0;56;88;0;0;0;56;88;928;928;0;0;204;1749,16;6,8;3,8;140,3;0;0;0;0;3,8;4 - ABAIXO DO MINIMO (TEM SALDO NO CD / SEM PEDIDO)
8;812;REFRIG FANTA UVA PET 2L;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;L;8;8;30;30;0;34;58;0;0;0;34;58;928;928;0;0;127;1103,53;4,23;7,1;226,5;0;0;0;0;7,1;4 - ABAIXO DO MINIMO (TEM SALDO NO CD / SEM PEDIDO)
11;812;REFRIG FANTA UVA PET 2L;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;L;8;8;34;34;0;88;136;0;0;0;88;136;928;928;0;0;362;3178,38;12,07;2,8;79,7;0;0;0;0;2,8;4 - ABAIXO DO MINIMO (TEM SALDO NO CD / SEM PEDIDO)
12;812;REFRIG FANTA UVA PET 2L;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;L;8;8;44;44;0;88;136;0;0;0;88;136;928;928;0;0;360;3125,2;12;3,7;81;0;0;0;0;3,7;4 - ABAIXO DO MINIMO (TEM SALDO NO CD / SEM PEDIDO)
13;812;REFRIG FANTA UVA PET 2L;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;L;8;8;8;8;0;28;44;0;0;0;28;44;928;928;0;0;127;1100,33;4,23;1,9;221,3;0;0;0;0;1,9;4 - ABAIXO DO MINIMO (TEM SALDO NO CD / SEM PEDIDO)
5;853;REFRIG FANTA PET 600ML UVA;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;M;6;6;6;6;0;12;18;0;0;0;12;18;0;0;0;0;33;149,27;1,1;5,5;5,5;0;0;0;0;5,5;5 - ABAIXO DO MINIMO (CD ZERADO / SEM PEDIDO COMPRA)
13;853;REFRIG FANTA PET 600ML UVA;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;M;6;6;12;12;0;16;28;0;0;0;16;28;0;0;0;0;9;38,31;,3;40;40;0;0;0;0;40;5 - ABAIXO DO MINIMO (CD ZERADO / SEM PEDIDO COMPRA)
17;853;REFRIG FANTA PET 600ML UVA;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;M;6;6;5;5;0;6;12;0;0;0;6;12;0;0;0;0;21;103,79;,7;7,1;7,1;0;0;0;0;7,1;5 - ABAIXO DO MINIMO (CD ZERADO / SEM PEDIDO COMPRA)
2;853;REFRIG FANTA PET 600ML UVA;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;M;6;6;6;6;0;34;58;0;0;0;34;58;0;0;0;0;107;493,33;3,57;1,7;1,7;102;0;0;102;30,3;6 - ABAIXO DO MINIMO (COM PEDIDO/TRANSITO A CAMINHO)
3;853;REFRIG FANTA PET 600ML UVA;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;M;6;6;46;46;0;110;170;0;0;0;110;170;0;0;0;0;276;1272,44;9,2;5;5;144;0;0;144;20,7;6 - ABAIXO DO MINIMO (COM PEDIDO/TRANSITO A CAMINHO)
4;853;REFRIG FANTA PET 600ML UVA;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;M;6;6;14;14;0;58;94;0;0;0;58;94;0;0;0;0;210;981,1;7;2;2;96;0;0;96;15,7;6 - ABAIXO DO MINIMO (COM PEDIDO/TRANSITO A CAMINHO)
6;853;REFRIG FANTA PET 600ML UVA;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;M;6;6;6;6;0;30;48;0;0;0;30;48;0;0;0;0;103;465,37;3,43;1,7;1,7;54;0;0;54;17,5;6 - ABAIXO DO MINIMO (COM PEDIDO/TRANSITO A CAMINHO)
7;853;REFRIG FANTA PET 600ML UVA;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;M;6;6;18;18;0;28;46;0;0;0;28;46;0;0;0;0;96;441,44;3,2;5,6;5,6;48;0;0;48;20,6;6 - ABAIXO DO MINIMO (COM PEDIDO/TRANSITO A CAMINHO)
8;853;REFRIG FANTA PET 600ML UVA;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;M;6;6;14;14;0;18;30;0;0;0;18;30;0;0;0;0;48;217,92;1,6;8,8;8,8;18;0;0;18;20;6 - ABAIXO DO MINIMO (COM PEDIDO/TRANSITO A CAMINHO)
11;853;REFRIG FANTA PET 600ML UVA;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;M;6;6;6;6;0;28;46;0;0;0;28;46;0;0;0;0;85;394,15;2,83;2,1;2,1;66;0;0;66;25,4;6 - ABAIXO DO MINIMO (COM PEDIDO/TRANSITO A CAMINHO)
11;19312;COT HASTES FLEX COTTONBABY C 75;PERFUMARIA E LIMPEZA;PERFUMARIA;BATISTA;6567 - HIGIE-PLUS INDUSTRIA E COM.LTDA;M;72;72;82;82;0;88;160;0;0;0;88;160;360;360;0;0;253;968,07;8,43;9,7;52,4;0;72;0;72;18,3;6 - ABAIXO DO MINIMO (COM PEDIDO/TRANSITO A CAMINHO)
12;853;REFRIG FANTA PET 600ML UVA;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;M;6;6;27;27;0;64;100;0;0;0;64;100;0;0;0;0;186;837,34;6,2;4,4;4,4;114;0;0;114;22,7;6 - ABAIXO DO MINIMO (COM PEDIDO/TRANSITO A CAMINHO)
12;19312;COT HASTES FLEX COTTONBABY C 75;PERFUMARIA E LIMPEZA;PERFUMARIA;BATISTA;6567 - HIGIE-PLUS INDUSTRIA E COM.LTDA;M;72;72;61;61;0;94;166;0;0;0;94;166;360;360;0;0;272;1041,28;9,07;6,7;46,4;0;0;72;72;14,7;6 - ABAIXO DO MINIMO (COM PEDIDO/TRANSITO A CAMINHO)
14;899;REFRIG FANTA UVA LT 350ML;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;M;6;6;23;23;0;24;30;0;0;0;24;30;78;78;0;0;82;270,68;2,73;8,4;37;30;0;0;30;19,4;6 - ABAIXO DO MINIMO (COM PEDIDO/TRANSITO A CAMINHO)
14;19312;COT HASTES FLEX COTTONBABY C 75;PERFUMARIA E LIMPEZA;PERFUMARIA;BATISTA;6567 - HIGIE-PLUS INDUSTRIA E COM.LTDA;M;72;72;42;42;0;44;116;0;0;0;44;116;360;360;0;0;109;416,71;3,63;11,6;110,7;0;72;0;72;31,4;6 - ABAIXO DO MINIMO (COM PEDIDO/TRANSITO A CAMINHO)
18;2047;CAFE SOL IGUACU LT LV200G PG190G TRAD;MERCEARIA;MERCEARIA SECA;WERTER;8702 - CAFE TRES CORACOES S.A;M;12;12;79;79;0;84;132;0;0;0;84;132;2916;2916;0;0;40;1059,6;1,33;59,4;2251,9;0;48;0;48;95,5;6 - ABAIXO DO MINIMO (COM PEDIDO/TRANSITO A CAMINHO)
1;2047;CAFE SOL IGUACU LT LV200G PG190G TRAD;MERCEARIA;MERCEARIA SECA;WERTER;8702 - CAFE TRES CORACOES S.A;M;12;12;20;20;0;10;22;0;0;0;10;22;2916;2916;0;0;9;238,41;,3;66,7;9786,7;0;0;0;0;66,7;8 - REGULAR / NORMAL
2;19312;COT HASTES FLEX COTTONBABY C 75;PERFUMARIA E LIMPEZA;PERFUMARIA;BATISTA;6567 - HIGIE-PLUS INDUSTRIA E COM.LTDA;M;72;72;65;65;0;44;116;0;0;0;44;116;360;360;0;0;154;589,66;5,13;12,7;82,8;0;0;0;0;12,7;8 - REGULAR / NORMAL
2;17315;DESOD ROLLON REXONA 50ML V8;PERFUMARIA E LIMPEZA;PERFUMARIA;BATISTA;5894 - UNIDASUL DISTRIBUIDORA ALIMENTICIA S/A;M;12;12;23;23;0;22;34;0;0;0;22;34;1020;1020;0;0;35;349,15;1,17;19,7;891,5;0;0;0;0;19,7;8 - REGULAR / NORMAL
3;899;REFRIG FANTA UVA LT 350ML;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;M;6;6;128;128;0;96;150;0;0;0;96;150;78;78;0;0;331;1129,69;11,03;11,6;18,7;48;0;0;48;16;8 - REGULAR / NORMAL
3;2020;CAFE VACUO MELITTA 500G EXTRA FORTE;MERCEARIA;MERCEARIA SECA;WERTER;10368 - MELITTA DO BRASIL E COMERCIO LTDA.;M;20;20;64;64;0;64;84;0;0;0;64;84;341;340;0;1;154;4149,52;5,13;12,5;78,9;0;0;0;0;12,5;8 - REGULAR / NORMAL
3;19312;COT HASTES FLEX COTTONBABY C 75;PERFUMARIA E LIMPEZA;PERFUMARIA;BATISTA;6567 - HIGIE-PLUS INDUSTRIA E COM.LTDA;M;72;72;251;251;0;154;298;0;0;0;154;298;360;360;0;0;411;1572,69;13,7;18,3;44,6;0;0;0;0;18,3;8 - REGULAR / NORMAL
3;17315;DESOD ROLLON REXONA 50ML V8;PERFUMARIA E LIMPEZA;PERFUMARIA;BATISTA;5894 - UNIDASUL DISTRIBUIDORA ALIMENTICIA S/A;M;12;12;47;47;0;40;52;0;0;0;40;52;1020;1020;0;0;39;389,61;1,3;36,2;820,8;0;0;0;0;36,2;8 - REGULAR / NORMAL
4;899;REFRIG FANTA UVA LT 350ML;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;M;6;6;78;78;0;48;78;0;0;0;48;78;78;78;0;0;132;449,18;4,4;17,7;35,5;48;0;0;48;28,6;8 - REGULAR / NORMAL
4;2020;CAFE VACUO MELITTA 500G EXTRA FORTE;MERCEARIA;MERCEARIA SECA;WERTER;10368 - MELITTA DO BRASIL E COMERCIO LTDA.;M;20;20;22;22;0;16;36;0;0;0;16;36;341;340;0;1;93;2503,74;3,1;7,1;117,1;0;0;0;0;7,1;8 - REGULAR / NORMAL
4;19312;COT HASTES FLEX COTTONBABY C 75;PERFUMARIA E LIMPEZA;PERFUMARIA;BATISTA;6567 - HIGIE-PLUS INDUSTRIA E COM.LTDA;M;72;72;54;54;0;44;116;0;0;0;44;116;360;360;0;0;96;368,24;3,2;16,9;129,4;0;0;0;0;16,9;8 - REGULAR / NORMAL
4;17315;DESOD ROLLON REXONA 50ML V8;PERFUMARIA E LIMPEZA;PERFUMARIA;BATISTA;5894 - UNIDASUL DISTRIBUIDORA ALIMENTICIA S/A;M;12;12;27;27;0;22;34;0;0;0;22;34;1020;1020;0;0;8;79,92;,27;100;3877,8;0;0;0;0;100;8 - REGULAR / NORMAL
5;2018;CAFE VACUO MELITTA 500G TRAD;MERCEARIA;MERCEARIA SECA;WERTER;10368 - MELITTA DO BRASIL E COMERCIO LTDA.;M;20;20;63;63;0;50;70;0;0;0;50;70;1040;1040;0;0;91;2449,78;3,03;20,8;364;0;0;0;0;20,8;8 - REGULAR / NORMAL
5;19312;COT HASTES FLEX COTTONBABY C 75;PERFUMARIA E LIMPEZA;PERFUMARIA;BATISTA;6567 - HIGIE-PLUS INDUSTRIA E COM.LTDA;M;72;72;114;114;0;44;116;0;0;0;44;116;360;360;0;0;30;115,9;1;114;474;0;0;0;0;114;8 - REGULAR / NORMAL
6;812;REFRIG FANTA UVA PET 2L;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;L;8;8;92;92;0;78;126;0;0;0;78;126;928;928;0;0;268;2316,52;8,93;10,3;114,2;0;0;0;0;10,3;8 - REGULAR / NORMAL
6;2020;CAFE VACUO MELITTA 500G EXTRA FORTE;MERCEARIA;MERCEARIA SECA;WERTER;10368 - MELITTA DO BRASIL E COMERCIO LTDA.;M;20;20;12;12;0;12;32;0;0;0;12;32;341;340;0;1;57;1537,86;1,9;6,3;185,8;0;20;0;20;16,8;8 - REGULAR / NORMAL
6;19312;COT HASTES FLEX COTTONBABY C 75;PERFUMARIA E LIMPEZA;PERFUMARIA;BATISTA;6567 - HIGIE-PLUS INDUSTRIA E COM.LTDA;M;72;72;81;81;0;64;136;0;0;0;64;136;360;360;0;0;197;754,23;6,57;12,3;67,1;0;0;0;0;12,3;8 - REGULAR / NORMAL
7;899;REFRIG FANTA UVA LT 350ML;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;M;6;6;83;83;0;56;92;0;0;0;56;92;78;78;0;0;208;707,92;6,93;12;23,2;24;0;0;24;15,4;8 - REGULAR / NORMAL
7;2047;CAFE SOL IGUACU LT LV200G PG190G TRAD;MERCEARIA;MERCEARIA SECA;WERTER;8702 - CAFE TRES CORACOES S.A;M;12;12;48;48;0;36;60;0;0;0;36;60;2916;2916;0;0;17;450,33;,57;84,2;5200;0;0;0;0;84,2;8 - REGULAR / NORMAL
7;2020;CAFE VACUO MELITTA 500G EXTRA FORTE;MERCEARIA;MERCEARIA SECA;WERTER;10368 - MELITTA DO BRASIL E COMERCIO LTDA.;M;20;20;36;36;0;22;42;0;0;0;22;42;341;340;0;1;21;566,58;,7;51,4;538,6;0;0;0;0;51,4;8 - REGULAR / NORMAL
7;19312;COT HASTES FLEX COTTONBABY C 75;PERFUMARIA E LIMPEZA;PERFUMARIA;BATISTA;6567 - HIGIE-PLUS INDUSTRIA E COM.LTDA;M;72;72;104;104;0;62;134;0;0;0;62;134;360;360;0;0;213;813,67;7,1;14,6;65,4;0;0;0;0;14,6;8 - REGULAR / NORMAL
7;17315;DESOD ROLLON REXONA 50ML V8;PERFUMARIA E LIMPEZA;PERFUMARIA;BATISTA;5894 - UNIDASUL DISTRIBUIDORA ALIMENTICIA S/A;M;12;12;27;27;0;22;34;0;0;0;22;34;1020;1020;0;0;25;249,75;,83;32,5;1261,4;0;0;0;0;32,5;8 - REGULAR / NORMAL
8;899;REFRIG FANTA UVA LT 350ML;BEBIDAS;BEBIDA;NICOLAS;15441 - SPAL IND BRAS BEBIDAS AS;M;6;6;86;86;0;62;98;0;0;0;62;98;78;78;0;0;180;616,2;6;14,3;27,3;36;0;0;36;20,3;8 - REGULAR / NORMAL
8;2047;CAFE SOL IGUACU LT LV200G PG190G TRAD;MERCEARIA;MERCEARIA SECA;WERTER;8702 - CAFE TRES CORACOES S.A;M;12;12;60;60;0;36;60;0;0;0;36;60;2916;2916;0;0;19;503,31;,63;95,2;4723,8;0;0;0;0;95,2;8 - REGULAR / NORMAL
8;19312;COT HASTES FLEX COTTONBABY C 75;PERFUMARIA E LIMPEZA;PERFUMARIA;BATISTA;6567 - HIGIE-PLUS INDUSTRIA E COM.LTDA;M;72;72;84;84;0;44;116;0;0;0;44;116;360;360;0;0;73;280,67;2,43;34,6;182,7;0;0;0;0;34,6;8 - REGULAR / NORMAL
