SEQPRODUTO;SEQFAMILIA;COMPLEMENTO;DESCCOMPLETA;DESCREDUZIDA;REFFABRICANTE;ESPECIFICDETALHADA;DESCCOMPOSICAO;PZOVALIDADEDIA;INDPROCFABRICACAO;QTDFABRICADALOTE;SEQPRODUTOBASE;PERCACRESPRECO;INDPRECOZEROBALANCA;FATORCONVERSAO;SEQPRODUTOINSUMO;DTAHORINCLUSAO;USUARIOINCLUSAO;DTAHORALTERACAO;USUARIOALTERACAO;INDREPLICACAO;INDGEROUREPLICACAO;PZOVALIDADEMES;NROREGMINSAUDE;CODPRODFISCAL;DESCGENERICA;PROPQTDPRODUTOBASE;NRODIASADVERRECBTO;PERCALTPRECRELAC;NROITEMFIXO;GERALIVROCPROD;INDUSANFDESPESA;SEQBULARIO;SEQPRODUTOTMP;INDEMITECODPRODFISCALNFE;PERCDIASADVERRECBTO;CODIGOANP;CODIGOIF;INDINTEGRAECOMMERCE;QTDLIMITEPROMOCECOMMERCE;YOUTUBECODEECOMMERCE;DATAHORINTEGRACAOECOMMERCE;INDRES3166;DTAHORALTERACARGAPDV;IMPDATAVALIDADEBALANC;IMPDATAEMBBALANC;SEQINFNUTRICPROD;INDREPLICAINFOFORNEC;TITULOECOMMERCE;DESCECOMMERCE;PALAVRACHAVEECOMMERCE;URLECOMMERCE;PERCGASNATURAL;INDPARTCOTATAC;PERCACRESCCUSTORELAC;PERCACRESCCUSTORELACVIG;INDEMITEETQHORT;QTDMULTIPLOVDAECOMMERCE;INDCONTROLATEMPERATURA;PERSIMILIARECOMMERCE;DATAHORINTEGRACAOECOMMERCEESTQ;PZOVALIDLOTE;SEQPRODRELACLOTE;ALIQADJUD;INDCALCFLEXPOSITIVO;SEQPRODUTOSECUNDARIO;CENTROCUSTOPROD;SEQPRODUTOBASEANTIGO;INDCALCCOMISINDICEMGM;SEQPRODUTOEMBALAGEM;CODIMAGEM;INDACTFAIXATOLERANCIACARGAREC;INDCADASTROATIVO;PZOVALIDADENATIMORTO;PROPQTDPERDAAUTO;DESCRICAOANP;PZOVALIDADEDIASAIDA;INDGERARESSARCICMSSTPRODINSUMO;PERCGASNATURALNACIONAL;PERCGASNATURALIMPORTADO;VLRPARTIDAGLP;NRODIASVALPRODRESFRIADO;NRODIASVALPRODABERTO;TEMPIDEALMIN;TEMPIDEALMAX;DESCENCARTE;NOMEPRODUTOECOMM;MOTIVOISENCAOMINSAUDE;OBSENCARTE;INDESCRITURAPRODUTOBASE;SEQPRODUTOIMPORTACAOERP;URLECOMMALTERNATIVA;INDPRODTRIBUTMONOICMS;PERCALIQADREM;PERCINDMISTBIODIESEL;NRODIASADVERMAXRECBTO;NROBASEEXPORTACAOERP
6827;4731;;LIMA METAL MERHEJE SAFIRA;LIMA METAL MERHEJE SAFIR;50050107;;;;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-05-11-14.39.32.000000;ALSOARES;S;;;;6827;LIMA METAL MERHEJE SAFIRA;;;;;;;;7103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
6834;177;MENTA ORQUIDEA;A EXCLUIR ITENS UNIDADE MENTA ORQUIDEA;A ECLUIR ITENS MENTA ORQ;;;;540;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-08-06-18.20.03.000000;ALSOARES;S;;;;6834;A EXCLUIR ITENS UNIDADE MENTA ORQUIDEA;;300;;;;;;7110;;;;;;;;;;2026-08-06-17.47.34.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;540;;;;;;;;;;;;;;;;;;;;0
6836;4737;;LIMP AJAX 500ML CITRONELA;LIMP AJAX 500ML CITRONEL;18405;;;540;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-08-18-16.28.34.000000;;;;;;6836;LIMP AJAX 500ML CITRONELA;;300;;;;;;7112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;540;;;;;;;;;;;;;;;;;;;;
6837;4738;;LIMP AJAX 500ML CITRUS/BICARBON;LIMP AJAX 500ML CITRUS/B;19975;;;540;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-08-18-16.28.34.000000;;;;;;6837;LIMP AJAX 500ML CITRUS/BICARBON;;300;;;;;;7113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;540;;;;;;;;;;;;;;;;;;;;
6838;4736;FESTA FLORES;LIMP MULTI USO AJAX BQ FLORES 500ML FESTA FLORES;LIMP AJAX 500ML F FLORES;;;;540;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-07-29-19.55.09.000000;ALSOARES;S;;;;6838;LIMP MULTI USO AJAX BQ FLORES 500ML FESTA FLORES;;300;;;;;;7114;;;;;;;;;;2026-01-23-09.31.44.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;540;;;;;;;;;;;;;;;;;;;;0
6839;4736;FLORES CAMPO;LIMP MULTI USO AJAX BQ FLORES 500ML FLORES CAMPO;LIMP AJAX 500ML F FLORES;;;;540;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-07-29-19.55.35.000000;ALSOARES;S;;;;6839;LIMP MULTI USO AJAX BQ FLORES 500ML FLORES CAMPO;;300;;;;;;7115;;;;;;;;;;2026-01-23-09.34.21.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;540;;;;;;;;;;;;;;;;;;;;0
6841;4736;FLORES LAVANDA;LIMP MULTI USO AJAX BQ FLORES 500ML FLORES LAVANDA;LIMP AJAX 500ML F FLORES;16893;;;540;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-07-29-19.56.00.000000;ALSOARES;S;;;;6841;LIMP MULTI USO AJAX BQ FLORES 500ML FLORES LAVANDA;;300;;;;;;7117;;;;;;;;;;2026-01-23-09.35.33.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;540;;;;;;;;;;;;;;;;;;;;0
6843;4739;BLUE;LIMP PES AJAX 500ML FRESH BLUE;LIMP PES AJAX 500ML FRES;16884;;;540;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-07-29-19.56.18.000000;ALSOARES;S;;;;6843;LIMP PES AJAX 500ML FRESH BLUE;;300;;;;;;7119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;540;;;;;;;;;;;;;;;;;;;;0
6844;4740;;LIMP AJAX 500ML FRESH CARV ATIV;LIMP AJAX 500ML FRESH CA;19973;;;540;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-08-18-16.28.34.000000;;;;;;6844;LIMP AJAX 500ML FRESH CARV ATIV;;300;;;;;;7120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;540;;;;;;;;;;;;;;;;;;;;
6847;4741;EUCALIPTO;LIMP AJAX 500ML NATURALS EUCALIPTO;LIMP AJAX 500ML NATURALS;20297;;;540;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-08-18-16.28.35.000000;;;;;;6847;LIMP AJAX 500ML NATURALS EUCALIPTO;;300;;;;;;7123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;540;;;;;;;;;;;;;;;;;;;;
6848;4742;;LIMP ALCOOL SUPER VALE 1L BICABORN;LIMP ALCOOL SUPER VALE 1;;;;730;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-08-07-12.06.48.000000;ALSOARES;S;;;;6848;LIMP ALCOOL SUPER VALE 1L BICABORN;;400;;;;;;7124;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;730;;;;;;;;;;;;;;;;;;;;0
6849;4743;;LIMP BANH MR MUSC 20 500ML SQUEEZ;LIMP BANH MR MUSC 20 50;697208 16278;;;730;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-07-28-16.17.07.000000;ALSOARES;S;;;;6849;LIMP BANH MR MUSC 20 500ML SQUEEZ;;400;;;;;;7125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;730;;;;;;;;;;;;;;;;;;;;0
6851;4745;CERAMICA;LIMP BRAVO 400ML RF CERAMICA;LIMP BRAVO 400ML RF CERA;317569 19812;;;730;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-08-19-14.32.52.000000;;;;;;6851;LIMP BRAVO 400ML RF CERAMICA;;400;;;;;;7127;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;730;;;;;;;;;;;;;;;;;;;;
6852;4746;FLORAL;LIMP BRAVO 500ML RF FLORAL;LIMP BRAVO 500ML RF FLOR;40915;;;730;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-08-19-14.32.52.000000;;;;;;6852;LIMP BRAVO 500ML RF FLORAL;;400;;;;;;7128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;730;;;;;;;;;;;;;;;;;;;;
6853;4746;LAVANDA;LIMP BRAVO 500ML RF LAVANDA;LIMP BRAVO 500ML RF LAVA;;;;730;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-04-29-18.55.35.000000;ALSOARES;S;;;;6853;LIMP BRAVO 500ML RF LAVANDA;;400;;;;;;7129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;730;;;;;;;;;;;;;;;;;;;;0
6854;4747;CRAVO E CANELA;LIMP COALA 120ML CRAVO E CANELA;LIMP COALA 120ML CRAVO E;07897744502296;;;730;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-03-03-10.15.39.000000;KEDOUGLA;;;;;6854;LIMP COALA 120ML CRAVO E CANELA;;400;;;;;;7130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;730;;;;;;;;;;;;;;;;;;;;0
6855;4748;;LIMP COZ MR MUSC 20 500ML SQUEEZE;LIMP COZ MR MUSC 20 500;303418 16277;;;730;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-08-06-18.21.16.000000;ALSOARES;S;;;;6855;LIMP COZ MR MUSC 20 500ML SQUEEZE;;400;;;;;;7131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;730;;;;;;;;;;;;;;;;;;;;0
6857;4750;;LIMP COZ MR MUSC 500ML SQUEEZE;LIMP COZ MR MUSC 500ML S;650648;;;730;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-08-19-14.51.46.000000;;;;;;6857;;;400;;;;;;7133;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;730;;;;;;;;;;;;;;;;;;;;
6859;4752;;LIMP COZINHA MR MUSC 500ML AP LIMAO;LIMP COZINHA MR MUSC 500;321504 17890;;;730;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-07-28-16.19.30.000000;ALSOARES;S;;;;6859;LIMP COZINHA MR MUSIC 500ML AP LIMAO;;400;;;;;;7135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;730;;;;;;;;;;;;;;;;;;;;0
6864;4756;;LIMP GEL CIF 475G MULTIUSO;LIMP GEL CIF 475G MULTIU;68283920;;;730;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-11-26-09.24.35.000000;IGORNAT;;;;;6864;LIMP GEL CIF 475G MULTIUSO;;400;;;;;;7140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;730;;;;;;;;;;;;;;;;;;;;0
6865;4758;;LIMP M USO VEJA 10DESC500ML OR AZUL;LIMP M USO VEJA 10DESC50;14119;;;1080;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-07-29-19.58.24.000000;ALSOARES;S;;;;6865;LIMP M USO VEJA 10DESC500ML OR AZUL;;600;;;;;;7141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1080;;;;;;;;;;;;;;;;;;;;0
6866;4759;;LIMP M USO VEJA 500ML BIO ALCOOL;LIMP M USO VEJA 500ML BI;6261;;;1080;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-08-18-16.31.02.000000;;;;;;6866;LIMP M USO VEJA 500ML BIO ALCOOL;;600;;;;;;7142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1080;;;;;;;;;;;;;;;;;;;;
6868;4760;MODER PODEROSA;LIMP M USO VEJA 500ML JOJO MODER PODEROSA;LIMP M USO VEJA 500ML JO;22519;;;1080;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-08-10-15.57.45.000000;ANDNEVES;S;;;;6868;LIMP M USO VEJA 500ML JOJO MODER PODEROSA;;600;;;;;;7144;;;;;;;;;;2026-01-23-15.33.13.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1080;;;;;;;;;;;;;;;;;;;;0
6869;4761;;LIMP M USO VEJA 500ML MACA VERDE;LIMP M USO VEJA 500ML MA;6458;;;1080;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-08-18-16.31.03.000000;;;;;;6869;LIMP M USO VEJA 500ML MACA VERDE;;600;;;;;;7145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1080;;;;;;;;;;;;;;;;;;;;
6874;4764;CLASSICO;LIMP M USO YPE 500ML CLASSICO;LIMP M USO YPE 500ML CLA;15.0500;;;730;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-07-29-20.00.07.000000;ALSOARES;S;;;;6874;LIMP M USO YPE 500ML CLASSICO;;400;;;;;;7150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;730;;;;;;;;;;;;;;;;;;;;0
6876;4764;SECAGEM RAPIDA;LIMP M USO YPE 500ML SECAGEM RAPIDA;LIMP M USO YPE 500ML SEC;;;;730;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-03-09-16.15.49.000000;KEDOUGLA;;;;;6876;LIMP M USO YPE 500ML SECAGEM RAPIDA;;400;;;;;;7152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;730;;;;;;;;;;;;;;;;;;;;0
6879;4757;FLORAL;LIMP MULTIUSO VEJA 10PCT DESC 500ML FLORAL;LIMP MULTIUSO VEJA 10PCT;15895;;;1080;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-07-28-16.22.33.000000;ALSOARES;S;;;;6879;LIMP MULTIUSO VEJA 10PCT DESC 500ML FLORAL;;600;;;;;;7155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1080;;;;;;;;;;;;;;;;;;;;0
6882;4767;;LIMP MULT CIF GTS 15 500ML ANTIBAC;LIMP MULT CIF GTS 15 50;41794;;;730;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-08-24-21.17.20.000000;ALSOARES;S;;;;6882;LIMP MULT CIF GTS 15 500ML ANTIBAC;;400;;;;;;7158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;730;;;;;;;;;;;;;;;;;;;;0
6883;4768;;LIMP MULT CIF GTS 20 500ML ANTIBAC;LIMP MULT CIF GTS 20% 50;68226146;;;730;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-11-26-09.28.55.000000;IGORNAT;S;;;;6883;LIMP MULT CIF GTS 20 500ML ANTIBAC;;400;;;;;;7159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;730;;;;;;;;;;;;;;;;;;;;0
6887;4771;;LIMP MULTI DESTAC750MLR11550 LAVAND;LIMP MULTI DESTAC750MLR1;6270;;;1080;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-08-19-14.54.09.000000;;;;;;6887;LIMP MULTI DESTAC750MLR11550 LAVAND;;600;;;;;;7163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1080;;;;;;;;;;;;;;;;;;;;
6897;4774;PURIFICANTE;LIMP PERF CIF 450ML PURIFICANTE;LIMP PERF CIF 450ML PURI;68224986;;;330;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-11-26-09.31.52.000000;IGORNAT;;;;;6897;LIMP PERF CIF 450ML PURIFICANTE;;150;;;;;;7173;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;330;;;;;;;;;;;;;;;;;;;;0
6899;4775;HARMONIZANTE;LIMP PERF CIF 900ML HARMONIZANTE;LIMP PERF CIF 900ML HARM;68224981;;;330;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-11-26-09.32.49.000000;IGORNAT;;;;;6899;LIMP PERF CIF 900ML HARMONIZANTE;;150;;;;;;7175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;330;;;;;;;;;;;;;;;;;;;;0
6901;4775;RELAXANTE;LIMP PERF CIF 900ML RELAXANTE;LIMP PERF CIF 900ML RELA;68224987;;;730;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-11-26-09.32.49.000000;IGORNAT;;;;;6901;LIMP PERF CIF 900ML RELAXANTE;;400;;;;;;7177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;730;;;;;;;;;;;;;;;;;;;;0
6902;4777;FLORES VERMELHA;LIMP PERF UAU L2 P1600 ML FLORES VERMELHA;LIMP PERF UAU L2 P1600 M;822471;;;730;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-05-14-10.12.49.000000;ALSOARES;S;;;;6902;LIMP PERF UAU L2 P1600 ML FLORES VERMELHA;;400;;;;;;7178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;730;;;;;;;;;;;;;;;;;;;;0
6903;4777;LAVANDA;LIMP PERF UAU L2 P1600 ML LAVANDA;LIMP PERF UAU L2 P1600 M;822470;;;730;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-08-06-18.22.02.000000;ALSOARES;S;;;;6903;LIMP PERF UAU L2 P1600 ML LAVANDA;;400;;;;;;7179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;730;;;;;;;;;;;;;;;;;;;;0
6914;4782;ORIGINAL;LIMP PES VEJA 20PCTO DESC 1L ORIGINAL;LIMP PES VEJA 20PCTO DES;15951;;;730;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-07-29-20.05.18.000000;ALSOARES;S;;;;6914;LIMP PES VEJA 20PCTO DESC 1L ORIGINAL;;400;;;;;;7190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;730;;;;;;;;;;;;;;;;;;;;0
6915;4783;CLORO 2EM1;LIMP PES VEJA LV500PG400ML CLORO 2EM1;LIMP PES VEJA LV500PG400;15953;;;360;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-08-10-17.11.55.000000;GERSILVA;S;;;;6915;LIMP PES VEJA LV500PG400ML CLORO 2EM1;;400;;;;;;7191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;730;;;;;;;;;;;;;;;;;;;;0
6919;4785;;LIMP PESADA YPE 1L ORIGINAL;LIMP PESADA YPE 1L ORIGI;20.1001;;;730;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-07-29-20.06.16.000000;ALSOARES;S;;;;6919;LIMP PESADA YPE 1L ORIGINAL;;400;;;;;;7195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;730;;;;;;;;;;;;;;;;;;;;0
6924;4790;;LIMP SANIT PATO L750 P500ML LAVANDA;LIMP SANIT PATO L750 P50;375827 23325;;;730;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-08-06-18.22.18.000000;ALSOARES;S;;;;6924;LIMP SANIT PATO L750 P500ML LAVANDA;;400;;;;;;7200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;730;;;;;;;;;;;;;;;;;;;;0
6926;4793;BRISA FRESCOR;LIMP UAU 500ML BRISA FRESCOR;LIMP UAU 500ML BRISA FRE;;;;730;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-07-29-20.06.46.000000;ALSOARES;S;;;;6926;LIMP UAU 500ML BRISA FRESCOR;;400;;;;;;7202;;;;;;;;;;2026-04-08-14.00.10.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;730;;;;;;;;;;;;;;;;;;;;0
6934;177;SUAVE;A EXCLUIR ITENS UNIDADE SUAVE;A ECLUIR ITENS SUAVE;8515;;;730;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-08-06-18.22.40.000000;ALSOARES;S;;;;6934;A EXCLUIR ITENS UNIDADE SUAVE;;400;;;;;;7210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;730;;;;;;;;;;;;;;;;;;;;0
6938;4797;;LIMP VIDRO AQUAFAST 500ML BORRIFAD;LIMP VIDRO AQUAFAST 500M;20070001;;;1080;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-08-13-10.31.29.000000;FLIMAPINTO;S;;;;6938;;;540;;;;;;7214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1080;;;;;;;;;;;;;;;;;;;;0
6939;4796;;LIMP VIDRO AQUAFAST 500ML;LIMP VIDRO AQUAFAST 500M;20070008;;;1080;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-06-26-18.10.31.000000;ALSOARES;S;;;;6939;LIMP VIDRO AQUAFAST 500ML;;540;;;;;;7215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1080;;;;;;;;;;;;;;;;;;;;0
6940;4801;;LIMPA VIDRO CIF 500ML SQUEEZE;LIMP VIDRO CIF 500ML SQU;;;;200;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-08-06-18.23.03.000000;ALSOARES;S;;;;6940;LIMPA VIDRO CIF 500ML SQUEEZE;;100;;;;;;7216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;;;;;;;;;;;;;;;;;;;;0
6942;4798;;LIMPA CARPETE VANISH 500ML R2000;LIMPA CARPETE VANISH 500;6257;;;730;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-05-28-11.41.40.000000;ALSOARES;S;;;;6942;LIMPA CARPETE VANISH 500ML R2000;;400;;;;;;7218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;730;;;;;;;;;;;;;;;;;;;;0
6944;4800;;LIMPA FORNO E FOGAO EASY OFF 275G;LIMPA FORNOS FOGAO EASY;6408;;;730;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-08-06-18.23.11.000000;ALSOARES;S;;;;6944;LIMPA FORNO E FOGAO EASY OFF 275G;;400;;;;;;7220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;730;;;;;;;;;;;;;;;;;;;;0
6948;4804;;LIMPA VIDRO ULT RAP CIF 450ML DOYP;LIMPA VIDRO ULT RAP CIF;000000000084147;;;540;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-08-21-08.59.18.000000;RAQUINES;S;;;;6948;LIMPA VIDRO ULT RAP CIF 450ML DOYP;;300;;;;;;7224;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;540;;;;;;;;;;;;;;;;;;;;0
6949;4805;;LIMPA VIDRO ULT RAP CIF 500ML GTL;LIMPA VIDRO ULT RAP CIF;000000000084149665;;;730;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-08-07-09.26.30.000000;ANDNEVES;S;;;;6949;LIMPA VIDRO ULT RAP CIF 500ML GTL;;400;;;;;;7225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;730;;;;;;;;;;;;;;;;;;;;0
6955;3885;LAVANDA;DESINF LIQ HARPIC LV750 PG 500ML LAVANDA;LIQ HARPIC LV750 PG 500M;8486;;;730;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-08-12-16.18.21.000000;;;;;;6955;DESINF LIQ HARPIC LV750 PG 500ML LAVANDA;;400;;;;;;7231;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;730;;;;;;;;;;;;;;;;;;;;
6956;4810;INCOLOR;LIQUIDO NUGGET 60ML INCOLOR;LIQUIDO NUGGET 60ML;6853;;;730;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-07-06-18.26.11.000000;ALSOARES;S;;;;6956;;;400;;;;;;7232;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;730;;;;;;;;;;;;;;;;;;;;0
6957;4810;MARRON;LIQUIDO NUGGET 60ML MARRON;LIQUIDO NUGGET 60ML MARR;P6362;;;730;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-05-09-11.36.29.000000;;S;;;;6957;LIQUIDO NUGGET 60ML MARRON;;400;;;;;;7233;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;730;;;;;;;;;;;;;;;;;;;;0
6959;4811;PRETO;LIQUIDO NUGGET 60ML PROMO PRETO;LIQUIDO NUGGET 60ML PROM;15817;;;730;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-08-24-21.17.33.000000;ALSOARES;S;;;;6959;LIQUIDO NUGGET 60ML PROMO PRETO;;400;;;;;;7235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;730;;;;;;;;;;;;;;;;;;;;0
6962;4813;;LIVRO DIVERSOS PROMOCAO 12.90;LIVRO DIVERSOS PROMOCAO;;;;;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-03-30-14.33.16.000000;;S;;;;6962;;;;;;;;;7238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
6963;4819;;LIVRO DIVERSOS PROMOCAO 34.90;LIVRO DIVERSOS PROMOCAO;31;;;;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-08-18-17.06.48.000000;;;;;;6963;;;;;;;;;7239;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6964;4820;;LIVRO DIVERSOS PROMOCAO 4.90;LIVRO DIVERSOS PROMOCAO;;;;;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2026-07-07-17.39.10.000000;;S;;;;6964;;;;;;;;;7240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
6966;4815;;LIVRO DIVERSOS PROMOCAO 17.80;LIVRO DIVERSOS PROMOCAO;;;;;S;;;;N;;;2025-04-26-18.01.27.000000;IMPORTACAO;2025-08-18-17.06.47.000000;;;;;;6966;;;;;;;;;7242;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
