SEQFAMILIA;SEQFORNECEDOR;PRINCIPAL;INDREPLICACAO;INDGEROUREPLICACAO;NROSEGFORNEC;INDINDENIZAVARIA;TIPFORNECEDORFAM;PADRAOEMBCOMPRAFORNEC;CALCDESCSUFRAMAPISCOFINS;INDCONTROLAFLEX;INDMEDIDAMETADISTRIB;NROBASEEXPORTACAO;EMBPADRAOIMPXML;USUARIOALTERACAO;INDBUSCANFAUTODEVFORNEC;FATORCONVEMBXML;INDCONTROLAPRINC;INDCOBRAIPIRECEB;DATAHORAALTERACAO;INDCONSIDTIPFORNCGO;NROBASEEXPORTACAOERP
3623;12692;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.37.000000;;
3590;12692;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.37.000000;;
3629;12692;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.37.000000;;
3593;12692;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.37.000000;;
5142;12692;S;S;;;;;;S;;;5324909;;AD_AJUSTE;;;;;2026-03-30-14.10.21.000000;;
6358;12692;S;S;;;;;;S;;;5324527;;AD_AJUSTE;;;;;2026-03-30-09.39.33.000000;;
4206;12692;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4208;12692;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
3591;12692;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.37.000000;;
3592;12692;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.37.000000;;
5881;12692;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
6597;12650;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
6161;3985;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
5227;15939;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
5228;15939;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
7050;15939;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
3182;15939;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.37.000000;;
6178;15939;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
3178;15939;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.37.000000;;
3179;15939;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.37.000000;;
4151;12692;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
3181;15939;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.37.000000;;
6596;4878;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
5197;13254;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
5274;13254;S;S;;;;;;S;;;5160743;;AD_AJUSTE;;;;;2026-01-13-17.04.43.000000;;
6330;6309;S;S;;;;;;S;;;5593609;;IGORNAT;;,2;;;2026-08-13-17.14.16.000000;;
6231;7194;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
3338;5433;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.37.000000;;
3339;5433;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.37.000000;;
6307;6309;S;S;;;;;;S;;;5593605;10;IGORNAT;;,2;;;2026-08-13-17.09.53.000000;;
6308;6309;S;S;;;;;;S;;;5593605;10;LUSENA;;,2;;;2026-08-13-17.10.23.000000;;
3327;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.37.000000;;
3589;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.37.000000;;
3588;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.37.000000;;
6467;12692;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
3165;5335;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.37.000000;;
6301;6309;S;S;;;;;;S;;;5593599;;IGORNAT;;,2;;;2026-08-13-17.04.34.000000;;
4214;11287;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4215;11287;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
3706;6694;S;S;;;;;;S;;;4963232;;AD_AJUSTE;;;;;2025-10-15-10.30.46.000000;;
4556;6694;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
6329;6309;S;S;;;;;;S;;;5593603;10;JORSALDA;;,2;;;2026-08-13-17.07.55.000000;;
3581;13559;S;S;;;;;;S;;;5593597;10;IGORNAT;;,2;;;2026-08-13-17.02.07.000000;;
6338;13559;S;S;;;;;;S;;;5593611;10;IGORNAT;;,2;;N;2026-08-13-17.15.46.000000;;
6340;13559;S;S;;;;;;S;;;5326479;10;LUSENA;;,2;;N;2026-03-31-08.44.20.000000;;
6313;13559;S;S;;;;;;S;;;5325075;10;LUSENA;;,2;;N;2026-03-30-16.13.48.000000;;
3580;13559;S;S;;;;;;S;;;5593597;10;IGORNAT;;,2;;N;2026-08-13-17.01.38.000000;;
4837;13254;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4548;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
3724;6694;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.37.000000;;
5891;3985;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
3992;5512;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
3994;5512;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
5275;13254;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4564;12692;S;S;;;;;;S;;;5324939;;AD_AJUSTE;;;;;2026-03-30-14.31.08.000000;;
3146;12692;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.37.000000;;
6388;13254;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
5030;12692;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
5029;12692;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
5270;13254;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
5293;4531;S;S;;;;;;S;;;4961480;;AD_AJUSTE;;;;;2025-10-14-16.28.57.000000;;
6954;12692;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
5033;12692;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
6629;12692;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
6628;12692;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
6949;12692;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
4561;12692;S;S;;;;;;S;;;5528163;;AD_AJUSTE;;;;;2026-07-07-17.37.09.000000;;
6590;12692;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
6589;12692;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
3687;5433;S;S;;;;;;S;;;4963218;;AD_AJUSTE;;;;;2025-10-15-10.23.16.000000;;
6743;10705;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
4562;10705;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
6316;13559;S;S;;;;;;S;;;5593607;10;IGORNAT;;,2;;;2026-08-13-17.11.50.000000;;
6968;12640;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
5998;12822;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
5999;12822;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
5994;12822;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
5505;4434;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
2704;12447;S;S;;;;;;S;;;5616643;;AD_AJUSTE;;;;;2026-08-27-17.13.42.000000;;
2683;12447;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.37.000000;;
2179;12447;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.37.000000;;
2174;12447;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.37.000000;;
2257;12447;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.37.000000;;
4481;3542;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
2727;9057;N;S;;;;;;S;;;5593595;;IGORNAT;;;;;2026-08-13-16.59.46.000000;;0
2619;9057;N;S;;;;;;S;;;5593567;;LUSENA;;;S;;2026-08-13-16.35.02.000000;;0
3815;6643;N;S;;;;;;S;;;5391699;;AD_AJUSTE;;;;;2026-04-30-17.16.57.000000;;0
1830;16061;S;S;;;;;;S;;;5593279;;AD_AJUSTE;;;;;2026-08-13-12.09.59.000000;;
332;5844;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
2573;9057;N;S;;;;;;S;;;5593553;;LUSENA;;;S;;2026-08-13-16.21.32.000000;;0
4391;9563;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
2205;15276;N;S;;;;;;S;;;5108845;;LUSENA;;;;;2025-12-22-16.19.54.000000;;0
8319;12167;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
5967;12543;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
1413;12592;S;S;;;;;;S;;;5582621;;AD_AJUSTE;;;;;2026-08-07-18.05.42.000000;;
1510;12592;S;S;;;;;;S;;;5582625;;AD_AJUSTE;;;;;2026-08-07-18.09.04.000000;;
1891;5860;S;S;;;;;;S;;;5593269;;AD_AJUSTE;;;;;2026-08-13-12.01.24.000000;;
8440;14842;S;S;;;;;;S;;;5565465;;AD_AJUSTE;;;;;2026-07-28-15.33.52.000000;;
1526;16868;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
1994;6560;S;S;;;;;;S;;;5582655;;AD_AJUSTE;;;;;2026-08-07-18.34.57.000000;;
2003;6560;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
1057;15497;N;S;;;;;;S;;;5582601;;CVELOSO;;;;;2026-08-07-17.48.21.000000;;0
1811;5860;S;S;;;;;;S;;;5593269;;AD_AJUSTE;;;;;2026-08-13-12.02.15.000000;;
5236;7076;S;S;;;;;;S;;;5300077;;AD_AJUSTE;;;;;2026-03-19-10.17.05.000000;;
2989;2881;S;S;;;;;;S;;;5592057;;KEDOUGLA;;;;;2026-08-12-17.41.03.000000;;0
2990;2881;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.37.000000;;
193;6424;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.35.000000;;
2933;4434;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.37.000000;;
4517;6287;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4516;6287;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4287;13254;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4513;3542;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
5081;7344;S;S;;;;;;S;S;;5590277;;JORSALDA;;;S;;2026-08-11-17.13.06.000000;;0
6977;13254;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
6965;13789;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
5711;10617;N;S;;;;;;S;;;5203907;;AD_AJUSTE;;;;;2026-02-02-15.05.57.000000;;
5218;13254;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
322;16728;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
4824;11250;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4823;11250;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4825;11250;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
4826;11250;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
6244;15318;S;S;;;;;;S;;;5179685;;AD_AJUSTE;;;;;2026-01-22-11.22.17.000000;;
4714;3527;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
6401;13510;S;S;;;;;;S;;;4963214;;AD_AJUSTE;;;;;2025-10-15-10.20.20.000000;;
6400;13510;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
5109;3527;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
7143;4434;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
3909;4434;S;S;;;;;;S;;;5616673;;AD_AJUSTE;;;;;2026-08-27-17.38.07.000000;;
3644;3527;N;S;;;;;;S;;;4934628;;AD_AJUSTE;;;;;2025-10-03-17.02.46.000000;;
4130;12167;S;S;;;;;;S;;;5596547;;AD_AJUSTE;;;;;2026-08-15-10.21.59.000000;;
4253;15939;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
988;14588;S;S;;;;;;S;;;5616491;;AD_AJUSTE;;;;;2026-08-27-15.18.34.000000;;
4727;14112;S;S;;;;;;S;;;4948560;;AD_AJUSTE;;;;;2025-10-09-11.11.01.000000;;
5809;14112;S;S;;;;;;S;;;5616743;;AD_AJUSTE;;;;;2026-08-27-18.39.37.000000;;
744;15276;N;S;;;;;;S;;;5582617;;LUSENA;;;;;2026-08-07-18.02.02.000000;;0
6696;4447;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
7005;4447;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
7004;4447;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
580;10356;S;S;;;;;;S;;;5419069;;AD_AJUSTE;;;;;2026-05-12-17.35.24.000000;;
4940;5714;S;S;;;;;;S;;;5616725;;AD_AJUSTE;;;;;2026-08-27-18.22.59.000000;;
7439;15130;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
3320;15441;S;S;;;;;;S;;;5536895;;AD_AJUSTE;;;;;2026-07-13-09.18.21.000000;;
3532;14989;N;S;;;;;;S;;;4934628;;AD_AJUSTE;;;;;2025-10-03-17.02.46.000000;;
6393;7125;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
6159;8430;S;S;;;;;;S;;;5225011;;AD_AJUSTE;;;;;2026-02-12-15.39.26.000000;;
5611;8532;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
6209;13523;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
1280;10648;S;S;;;;;;S;;;5616603;;AD_AJUSTE;;;;;2026-08-27-16.42.17.000000;;
7532;5396;N;S;;;;;;S;;;5616765;;LUSOUZA;;;;;2026-08-27-18.58.44.000000;;0
750;10124;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
1100;4591;S;S;;;;;;S;;;5616543;;AD_AJUSTE;;;;;2026-08-27-15.55.38.000000;;
4578;12358;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
3014;13063;S;S;;;;;;S;;;5592025;;AD_AJUSTE;;;;;2026-08-12-17.13.38.000000;;
758;15139;S;S;;;;;;S;S;;5582617;;ANVIEIRA;;;S;N;2026-08-07-18.02.38.000000;;0
1397;8702;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
4295;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
3719;9973;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.37.000000;;
1372;8702;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
7598;3670;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
8220;7031;N;S;;;;;;S;;;5565379;;CAESCOBA;;;;;2026-07-28-14.16.18.000000;;0
8648;8520;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
7843;8520;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
2996;10951;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.37.000000;;
1376;10368;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
3763;2428;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.37.000000;;
8829;6675;N;S;;;;;;S;;;5237343;;DEIZABEL;;;;;2026-02-18-10.25.13.000000;;0
7794;8576;N;S;;;;;;S;;;5237715;;DEIZABEL;;;S;N;2026-02-18-15.21.47.000000;;0
8085;13762;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
3731;6726;S;S;;;;;;S;;;5616665;;AD_AJUSTE;;;;;2026-08-27-17.31.24.000000;;
2429;2977;S;S;;;;;;S;;;5616631;;AD_AJUSTE;;;;;2026-08-27-17.04.48.000000;;
4154;16504;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
6706;9379;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
249;5844;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
1471;11503;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
5826;3988;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
6306;6309;S;S;;;;;;S;;;5593605;;IGORNAT;;,2;;;2026-08-13-17.09.23.000000;;
1371;8702;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
1192;9613;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
3047;4634;N;S;;;;;;S;;;5062587;;IGORNAT;;;;;2025-11-25-15.55.56.000000;;0
5910;14334;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
8847;11587;N;S;;;;;;S;;;5618579;;IGORNAT;;;S;;2026-08-28-17.51.12.000000;;0
248;9638;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
246;9638;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
1699;5894;S;S;;;;;;S;;;5498285;;AD_AJUSTE;;;;;2026-06-19-10.01.18.000000;;0
1415;15134;S;S;;;;;;S;;;5578615;;AD_AJUSTE;;;;;2026-08-05-11.24.16.000000;;0
1072;7995;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
1168;7995;S;S;;;;;;S;;;5616595;;AD_AJUSTE;;;;;2026-08-27-16.36.09.000000;;
1052;7995;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
1061;7995;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
3906;4435;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
6310;13559;S;S;;;;;;S;;;5593601;10;LUSENA;;,2;;;2026-08-13-17.06.27.000000;;
6809;3947;N;S;;;;;;S;;;5181623;;AD_AJUSTE;;;;;2026-01-23-10.18.46.000000;;
6017;7246;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
7893;9608;S;S;;;;;;S;;;5565123;;AD_AJUSTE;;;;;2026-07-28-10.37.11.000000;;
1714;14671;N;S;;;;;;S;;;5582637;;IGORNAT;;;;;2026-08-07-18.19.01.000000;;0
553;14064;S;S;;;;;;S;;;5491799;;AD_AJUSTE;;;;;2026-06-15-14.08.57.000000;;
1623;12743;S;S;;;;;;S;;;5582629;;IGORNAT;;;;;2026-08-07-18.11.50.000000;;
635;13490;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
634;13490;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
8178;12167;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
4784;15318;N;S;;;;;;S;;;5498285;;AD_AJUSTE;;;;;2026-06-19-10.01.29.000000;;0
1799;16062;S;S;;;;;;S;;;5616611;;AD_AJUSTE;;;;;2026-08-27-16.48.43.000000;;
1468;10721;S;S;;;;;;S;;;5582623;;AD_AJUSTE;;;;;2026-08-07-18.07.45.000000;;
1270;8539;S;S;;;;;;S;;;5616601;;AD_AJUSTE;;;;;2026-08-27-16.41.07.000000;;
7756;5528;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
7765;12167;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
3735;10334;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.37.000000;;
4260;11903;N;S;;;;;;S;;;5493375;;LUSENA;;;;;2026-06-16-09.35.58.000000;;0
6384;12640;S;S;;;;;;S;;;4963176;;AD_AJUSTE;;;;;2025-10-15-09.57.55.000000;;
3595;10058;N;S;;;;;;S;;;5616663;;AD_AJUSTE;;;;;2026-08-27-17.29.21.000000;;0
3600;16519;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.37.000000;;
1452;7918;S;S;;;;;;S;;;5582623;;AD_AJUSTE;;;;;2026-08-07-18.06.52.000000;;
7693;6986;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
6146;6643;N;S;;;;;;S;;;5391699;;AD_AJUSTE;;;;;2026-04-30-17.16.59.000000;;0
202;9638;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.35.000000;;
8864;11279;N;S;;;;;;S;;;5565589;;MARISILVA;;;;;2026-07-28-17.26.35.000000;;0
3697;3266;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.37.000000;;
694;15441;S;S;;;;;;S;;;5207915;;AD_AJUSTE;;;;;2026-02-04-14.06.38.000000;;
289;14066;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
3652;2428;N;S;;;;;;S;;;5135371;;AD_AJUSTE;;;;;2026-01-02-14.16.39.000000;;
746;15276;N;S;;;;;;S;;;5582617;;LUSENA;;;;;2026-08-07-18.02.11.000000;;0
6363;12692;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
5283;9379;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.38.000000;;
653;15139;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
3532;14828;S;S;;;;;;S;;;4933746;;AD_AJUSTE;;;;;2025-10-03-08.25.22.000000;;
3033;15441;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.37.000000;;
6684;5988;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
6346;4292;S;S;;;;;;S;;;4933746;;AD_AJUSTE;;;;;2025-10-03-08.25.22.000000;;
3612;13063;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.37.000000;;
3614;13063;S;S;;;;;;S;;;5616663;;AD_AJUSTE;;;;;2026-08-27-17.29.56.000000;;
3644;3301;S;S;;;;;;S;;;4933746;;AD_AJUSTE;;;;;2025-10-03-08.25.22.000000;;
6940;9973;S;S;;;;;;S;;;5528133;;AD_AJUSTE;;;;;2026-07-07-17.11.57.000000;;
2233;12257;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.37.000000;;
913;11710;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
1272;12104;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.36.000000;;
2684;3528;N;S;;;;;;S;;;5593589;;AD_AJUSTE;;;;;2026-08-13-16.54.06.000000;;0
6795;9379;S;S;;;;;;S;;;5616757;5;LUCASSO;;1;;N;2026-08-27-18.51.00.000000;;
2661;10617;N;S;;;;;;S;;;5616639;;DAMARQUE;;;S;;2026-08-27-17.11.40.000000;;0
7787;11620;N;S;;;;;;S;;;5223191;;DEIZABEL;;;;;2026-02-11-17.39.09.000000;;0
6436;5664;S;S;;;;;;S;;;5582023;;AD_AJUSTE;;;;;2026-08-07-08.56.15.000000;;
5989;14041;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.39.000000;;
5500;4434;N;S;;;;;;S;;;5498285;;AD_AJUSTE;;;;;2026-06-19-10.01.30.000000;;0
2567;9057;N;S;;;;;;S;;;5593551;;LUSENA;;;S;;2026-08-13-16.20.15.000000;;0
8420;5849;S;S;;;;;;S;;;4934616;;AD_AJUSTE;;;;;2025-10-03-16.54.40.000000;;
