CODIGO_PRODUTO;DESCRICAO_PRODUTO;ESTOQUE_ATUAL_CD;QTD_PEDIDOS;VEZES_ATENDIDO_TOTAL;VEZES_ATENDIDO_PARCIAL;VEZES_CORTADO_CANCELADO;VEZES_EM_TRANSITO;VEZES_EM_SEPARACAO;VEZES_NAO_ATENDIDO;QTD_NFS_EMITIDAS;TOTAL_QTD_SOLICITADA;TOTAL_QTD_EXPEDIDA;ULTIMA_EXPEDICAO
2535;DOCE DIFRUTTI 1 010KG UVA;12;88;9;0;79;0;0;0;8;540;54;03/08/2026
2677;FARINHA MANDIOCA YOKI 500G;0;88;9;0;79;0;0;0;9;2208;288;01/08/2026
20193;LIXA P PES DUPLA FACE;7;93;0;0;79;0;14;0;0;115;0;03/08/2026
813;REFRIGC COLA FRUKI PET 2 L COLA;0;80;0;0;79;0;1;0;0;660;0;01/08/2026
1058;ALFAJOR EL AGUILA 60G CHOC;0;93;14;0;78;0;1;0;14;2244;1044;30/07/2026
1189;BISC DOCE GIRASSOL ROSCA CALDA 250G;198;102;20;1;78;1;2;0;22;4202;836;03/08/2026
1423;BISC MARIA GERMANI 690G;250;133;49;2;78;0;4;0;50;2420;870;03/08/2026
17385;DET PO APYCE SH 1 6K ROSA;388;101;8;2;78;0;13;0;10;2171;247;03/08/2026
6787;LEITE LV ELEGE 1L ZERO LAC SEMI DES;0;78;0;0;78;0;0;0;0;3732;0;13/07/2026
7827;SABAO PO GIRANDO SOL 4KG ROSA;20;106;26;2;78;0;0;0;27;740;195;03/08/2026
9145;COND SEDA GLYCOL VIT C 425ML;0;84;0;0;77;0;7;0;0;1056;0;03/08/2026
33720;COQUETEL CHICOTE PET 500ML LIMAO;0;92;13;2;77;0;0;0;15;1476;480;28/07/2026
921;MOLHO TOM ODERICH PASSATA LT 850G;0;82;4;0;77;0;1;0;4;1176;84;23/07/2026
20613;MAS ESPAGUETINI ISABELA SEMOLA 500G;439;100;19;2;76;0;3;0;21;2280;540;03/08/2026
34306;REFRIG COCA COLA PET 1L;0;76;0;0;76;0;0;0;0;648;0;21/07/2026
1660;WAFFER ISABELA 100G LIMAO;1800;91;14;0;76;0;1;0;14;4200;920;29/07/2026
17348;DET LIQ GIRANDO SOL 1L GLICA;0;78;3;0;75;0;0;0;3;1140;72;01/08/2026
2697;FARINHA MILHO PERDIZ 1KG GROSSA;373;98;21;1;75;0;1;0;22;1860;528;31/07/2026
18978;GEL FIX DI HELLEN BRI M ERV DIA DI A 240G;108;82;0;0;75;0;7;0;0;1548;0;03/08/2026
38145;CAFE SOL NESCAFE VD 200G GTS 10G TRAD;24;103;28;1;74;0;0;0;29;2328;804;30/07/2026
1321;CHOC LACTA 145G SHOT;0;106;27;4;74;0;1;0;31;2520;912;29/07/2026
16879;CR FACIAL NIVEA ANTISSINAIS 100G;0;90;15;1;74;0;0;0;16;135;31;31/07/2026
2510;ERVA MATE PONCHE VERDE 500G TRAD;99;122;40;2;74;0;6;0;42;5960;2640;03/08/2026
6234;GEL DENTAL CLOSE UP 90G ORIG RED HOT;0;77;2;0;74;0;1;0;2;1968;72;27/07/2026
784;REFRIG ANTARCTICA GUARANA PET 2L;2888;126;39;6;74;0;7;0;42;13520;7638;03/08/2026
1561;BISC SALG TUCS 100G QUEIJO;90;113;36;1;73;0;3;0;37;5130;1500;03/08/2026
1622;BISC SORT GERMANI 800G;130;108;29;2;73;1;3;0;32;1410;500;03/08/2026
2214;CAPSULA DOLCE GUSTO 80G C 10 MATINAL;36;93;15;2;73;2;1;0;19;960;210;03/08/2026
3416;CREME LEITE ITALAC TP 200G ZERO LACTOSE;0;96;22;1;73;0;0;0;22;3096;912;30/07/2026
2910;MOLHO PIMENTA EXTREMO SABOR 250ML;0;75;0;1;73;0;1;0;1;996;6;23/07/2026
844;REFRIG ANTARCTICA PET 600ML GUARANA;95;108;26;2;73;0;7;0;28;2244;774;03/08/2026
6828;AGUA SABORIZ H2OH 500ML LIMONETO;24;101;18;1;72;3;7;0;22;1896;492;03/08/2026
1269;CHOC BARRA LACTA 80G LAKA;238;100;26;0;72;0;2;0;26;2550;935;30/07/2026
1537;COBER COBERTOP 1 01KG CONF AO LEITE;0;72;0;0;72;0;0;0;0;1030;0;29/07/2026
5032;COND PANTENE 175ML RESTAUR PROFUND;18;88;1;0;72;0;15;0;1;552;6;03/08/2026
17415;DET PO GOTA LIMPA 800G HARMONIA;220;92;18;0;72;1;1;0;19;2800;1280;03/08/2026
2747;FARINHA TRIGO ROSESOL 5KG;184;145;70;3;72;0;0;0;70;1980;1355;30/07/2026
3851;MOLHO TOM SALSARETTI SH 300G PASSATA RUSTICA;0;72;0;0;72;0;0;0;0;2464;0;23/07/2026
53;AGUA MIN SARANDI 5L S GAS;500;105;25;3;71;0;6;0;28;2228;940;30/07/2026
12531;AP GILLETTE PROBAK C 2;0;71;0;0;71;0;0;0;0;994;0;27/07/2026
460;ENERG BALY LT 473ML MELANCIA;0;71;0;0;71;0;0;0;0;816;0;27/07/2026
805;KETCHUP ODERICH SH 7G C 140 UN;1;85;10;1;71;1;2;0;12;154;19;03/08/2026
23398;SALG SNACK DOMELLY POLV 40G TRAD;96;78;4;0;71;0;3;0;4;1872;96;03/08/2026
936;AZEIT DENDE TRISANTI 200ML;0;80;10;0;70;0;0;0;10;774;60;29/07/2026
1437;BISC RECH GLUB 100G CHOC BCO;0;71;0;0;70;0;1;0;0;2550;0;24/07/2026
36101;CHOC BARRA NESTLE ALPINO 80G AO LEITE;80;95;0;0;70;0;25;0;0;2048;0;03/08/2026
5275;CR DENTAL TANDY 50G MORANGO;0;70;0;0;70;0;0;0;0;1392;0;03/08/2026
5419;DESENG GIRANDO SOL 500ML SQUEEZE COZINHA;0;82;12;0;70;0;0;0;10;1092;216;30/07/2026
603;ICE DRINK PET 275ML FTAS VRM;0;81;10;0;70;0;1;0;10;1080;228;30/07/2026
22654;QUENTAO S ALCOOL 2L;222;81;11;0;70;0;0;0;11;1014;198;28/07/2026
9985;DESOD SANIT GOTA LIMPA 25G LAVANDA;144;83;12;0;69;1;1;0;13;4752;864;03/08/2026
6233;GEL DENTAL CLOSE UP 90G MENTHOL PARADIS;0;73;1;0;69;0;3;0;1;1800;24;03/08/2026
22796;RATICIDA RODILON ISCA 25G;0;70;0;0;69;0;1;0;0;6400;0;30/07/2026
825;REFRIG PEPSI PET 2L;54;181;92;8;69;1;11;0;98;12480;10072;03/08/2026
23108;SABON PALMOLIVE 150G ARGILA EUCALIP;0;70;0;0;69;0;1;0;0;5328;0;31/07/2026
2911;ACHOC LIQ ITALAC 200ML;4712;204;118;1;68;2;15;0;117;16320;11712;03/08/2026
1405;BISC LEITE GERMANI ROSCA 300G;60;99;22;1;68;0;8;0;23;2700;620;03/08/2026
2076;CHA PRENDA 10G CAMOMILA;100;103;20;3;68;0;12;0;23;4800;1243;03/08/2026
1600;CONF AMEND DORI 70G CHOC;0;80;11;1;68;0;0;0;12;2910;540;30/07/2026
20365;MAC INST NISSIN TALH 99G FGO;0;78;4;0;68;0;6;0;4;4800;450;03/08/2026
741;REFRIG COCA COLA PET ZERO 1 5L;0;68;0;0;68;0;0;0;0;992;0;24/07/2026
50;AGUA MIN DA PEDRA PET 5L S GAS;0;75;6;1;67;0;1;0;7;1992;268;29/07/2026
3037;CEREAL MAT NESTLE CX 210G NESCAU;24;80;11;1;67;0;1;0;12;3216;1536;03/08/2026
2786;FAROFA MANDIOCA YOKI 200G TRADICIONAL;0;90;21;2;67;0;0;0;23;2016;756;31/07/2026
19204;GLIC VEGETAL JAY LUC 100ML;4;94;11;2;67;0;14;0;13;129;41;03/08/2026
20611;MASSA SEMOLA GERMANI 1KG ESPAG;30;91;21;2;67;0;1;0;23;1650;551;03/08/2026
1305;BISC DOCE DOMELLY PAO DE MEL 250G CHOC;80;80;14;0;66;0;0;0;13;2020;360;31/07/2026
151;CERV BOHEMIA LT 473ML;156;93;21;2;66;1;3;0;24;2652;744;03/08/2026
1747;CHICLE FREEGELLS GUM 8G ORIG CHERRY;540;78;4;0;66;3;5;0;7;1335;135;03/08/2026
37855;DOCE N BONN BIG CASEIRAO 3KG;-6;72;5;0;66;0;1;0;5;432;30;30/07/2026
2741;FARINHA TRIGO NORDESTE 1KG;-50;84;16;2;66;0;0;0;18;4410;1520;27/07/2026
7490;POMADA NUGGET 36G PRETA;0;66;0;0;66;0;0;0;0;792;0;27/07/2026
3437;SOPA CEBOLA MAGGI 68G;0;67;1;0;66;0;0;0;1;1656;12;27/07/2026
2046;ARROZ ARBOREO PILECCO 1KG;10;68;0;0;65;0;3;0;0;740;0;01/08/2026
5491;DESINF YPE 500ML BAK LAVANDA;240;69;3;0;65;0;1;0;3;2220;48;31/07/2026
4052;ALIM GATO FRISKIES 85G PERU AO MOLHO;0;79;15;0;64;0;0;0;14;2775;600;17/07/2026
2341;AZEITONA VERDE UNIAGRO SH 400G S CAROCO;0;79;14;0;64;0;1;0;14;552;96;24/07/2026
223;CERV THEREZOPOLIS LAGER LT 473ML GOLD;208;73;1;0;64;0;8;0;1;2052;12;03/08/2026
15765;CESTA BASICA PEQ;68;71;0;0;64;0;7;0;0;727;0;28/07/2026
9735;LAVA ROUPA AQUA FAST 3L TERNURA;0;75;11;0;64;0;0;0;10;340;60;03/08/2026
34569;MOLHO PIMENTA NOVITA 150ML VERMELHA;252;74;10;0;64;0;0;0;10;1368;228;30/07/2026
22697;RAC CBS GATO PEIXE CAR 500G;390;78;6;1;64;0;7;0;7;1890;200;31/07/2026
3282;SALG ALFITOS 35G PIZZA;389;95;26;1;64;1;3;0;28;3630;1020;03/08/2026
12082;TRIPA SECA JD BOV 9M;0;65;1;0;64;0;0;0;1;680;10;30/07/2026
1194;BISC DOCE GIRASSOL ROSCA 250G CHOCOLATE;0;85;20;1;63;0;1;0;21;3212;792;03/08/2026
3420;CALDO KNOR 57G LEGUMES;20;86;13;2;63;0;8;0;14;900;162;03/08/2026
36264;DET LIQ APYCE SUPER ACAO SH 800ML;204;63;0;0;63;0;0;0;0;1404;0;20/07/2026
436;ENERG BALY PET 2L MORANGO PESSEGO;18;70;3;0;63;0;4;0;3;420;18;03/08/2026
2681;FARINHA MANDIOCA YOKI 500G TORRADA;75;74;4;2;63;0;5;0;6;2280;168;03/08/2026
418;AGUARD TAIMBE PET 900ML;72;74;8;0;62;0;4;0;8;1320;156;03/08/2026
1522;BISC RECH BAUDUCCO RECHEADINHO 104G CHOC;315;69;3;0;62;0;4;0;3;4455;225;03/08/2026
15955;CHOC FERRERO ROCHER 150G;0;69;6;1;62;0;0;0;7;1053;108;21/07/2026
1369;CHOC STICK 25G OURO BCO;0;85;23;0;62;0;0;0;23;1665;540;28/07/2026
2482;DOCE DIFRUTTI 400G MORANGO;0;71;8;0;62;0;1;0;8;1308;180;24/07/2026
786;REFRIG ANTARCTICA GUARANA PET 2L ZERO;2251;140;67;2;62;1;8;0;69;5200;1912;03/08/2026
838;REFRIG FRUKI PET 3L GUARANA;10;65;0;0;62;0;3;0;0;260;0;01/08/2026
781;REFRIG SUKITA PET 200ML;0;103;34;3;62;2;2;0;39;1896;690;03/08/2026
37887;TIT COR E TON S AMONIA 2 0 PTO;0;65;3;0;62;0;0;0;3;420;18;25/07/2026
12381;ALVEJ AQUAFAST 5L S CLORO;0;64;3;0;61;0;0;0;3;360;16;31/07/2026
4256;AP PRESTOBARBA ULTRAGRIP 3L CART2UN;9;63;0;0;61;0;2;0;0;155;0;03/08/2026
9756;LEITE TIROL INTEGRAL ZR LACTOSE 1L;2736;114;45;2;61;0;6;0;44;8376;6456;30/07/2026
3443;SOPAO APTI 180G GALINHA VEGET;456;82;19;1;61;0;1;0;20;1368;528;03/08/2026
1812;BALA GOMA DORI GIRAFA 30G FRAMBOESA;120;71;10;0;60;0;1;0;10;4560;600;03/08/2026
1813;BALA GOMA DORI GOMETS 70G SINO;90;79;16;0;60;0;3;0;16;2790;720;03/08/2026
1434;BISC MARIA PARATI 740G;1080;117;50;3;60;1;3;0;53;3288;1620;03/08/2026
1575;BISC SALG GERMANI GRISSINI 175G;96;80;20;0;60;0;0;0;20;1600;480;31/07/2026
2378;DUETO FUGINI SH 170G ERVILHA MILHO;1872;114;48;1;60;0;5;0;49;8928;4968;01/08/2026
6831;LIMP AJAX M USO FESTA FLORES 1L BOUQUET FLORES;36;62;0;0;60;0;2;0;0;744;0;03/08/2026
3414;BARRA CEREAL RITTER 22G CAST PARA;0;59;0;0;59;0;0;0;0;2736;0;30/07/2026
2218;CAPSULA DOLCE GUSTO 60G C 10 EXPRESSO;12;76;16;0;59;0;1;0;16;588;168;03/08/2026
36245;CHOC BARRA NESTLE RECH 90G PRESTIG;252;67;0;0;59;0;8;0;0;1064;0;03/08/2026
2515;DOCE STA CLARA 400G GOIABA;0;71;11;0;59;0;1;0;11;450;84;29/07/2026
390;ENERG MONSTER LT 473ML GREEN ZERO;272;89;25;0;59;1;4;0;26;3138;1338;03/08/2026
2717;FARINHA TRIGO FIDALGA 1KG;0;59;0;0;59;0;0;0;0;590;0;28/07/2026
36370;KETCHUP SALSARET TOP DOWN BAC CEB 3;0;59;0;0;59;0;0;0;0;900;0;23/07/2026
36732;LIMP PERF AQUAFAST 2L FRESCOR MANHA;18;63;1;1;59;0;2;0;2;420;30;03/08/2026
806;REFRIG FANTA LARANJA PET 2L;0;117;47;10;59;0;1;0;57;18976;13080;01/08/2026
840;REFRIG PEPSI PET 3L;1140;168;89;4;59;4;12;0;94;4376;3380;03/08/2026
7948;SABON PALMOLIVE NATURALS 150G OLEO ARGAN;0;59;0;0;59;0;0;0;0;4320;0;30/07/2026
23204;SAL CHUR GRILL GARCA 1K;0;59;0;0;59;0;0;0;0;620;0;20/07/2026
2118;ARROZ BCO SABOROSO T1 2K;32;114;44;4;58;0;8;0;47;2175;1050;03/08/2026
419;BEB VIT BALY KIDS LT 220ML MELANCIA;18;60;0;0;58;0;2;0;0;360;0;03/08/2026
3022;CEREAL MAT NESTLE SH 120G MOCA FLAKES;0;68;9;0;58;0;1;0;9;1540;180;03/08/2026
3415;CREME LEITE ITALAC TP 200G;4970;178;97;3;58;2;18;0;99;17016;12696;03/08/2026
2672;FARINHA MANDIOCA CBS 500G;348;68;10;0;58;0;0;0;9;1104;288;21/07/2026
2312;FEIJAO CARIOC SERRA URUGUAI 500G;80;71;12;0;58;0;1;0;12;1680;500;31/07/2026
20817;MILHO VERDE FUGINI SH 1 7K;727;79;21;0;58;0;0;0;21;1488;774;27/07/2026
830;REFRIG SPRITE PET 2L;0;61;2;0;58;1;0;0;3;736;264;03/08/2026
3433;SOPA CARNE MAGGI 63G CONCHINHAS;28;72;9;0;58;0;5;0;9;770;90;03/08/2026
1964;BIS LACTA 100 8G LIMAO;0;57;0;0;57;0;0;0;0;3705;0;24/07/2026
997;BISC MUCILON LANCHINHO 35G TRAD;45;63;4;0;57;0;2;0;4;945;60;03/08/2026
2268;CANJICA AMARELA YOKI 500G;0;72;14;1;57;0;0;0;15;1920;468;30/07/2026
1742;CHICLE FREEGELLS GUM 8G EXTRA FORTE;285;70;5;0;57;2;6;0;7;1215;150;03/08/2026
1353;CHOC BATON GAROTO 16G AO LEITE;450;80;15;0;57;2;6;0;17;2730;660;03/08/2026
2534;DOCE DIFRUTTI 1 010KG MORANGO;22;65;5;1;57;0;2;0;6;432;50;03/08/2026
2628;ERVA MATE PONCHE VERDE 1KG TRAD;0;96;36;3;57;0;0;0;39;10000;6420;01/08/2026
2755;FARINHA TRIGO PANFACIL 1KG C FERM;-20;62;4;1;57;0;0;0;5;1290;200;31/07/2026
6791;LEITE UHT PET ELEGE 1L DESNATADO;0;95;34;4;57;0;0;0;35;1746;828;30/07/2026
2940;MASSA S OVOS NORDESTE 1KG ESPAGUETE;0;57;0;0;57;0;0;0;0;570;0;17/07/2026
33491;AMACIANTE DOWNY 1 5L ALFAZEMA;9;57;0;0;56;0;1;0;0;1800;0;03/08/2026
228;CERV AMSTEL LAGER LN 355ML;0;56;0;0;56;0;0;0;0;1128;0;27/07/2026
10178;SABON PALMOLIVE NATURALS 85G KARITE;108;60;0;0;56;0;4;0;0;8748;0;03/08/2026
3951;AGUA SANIT Q BOA 2L;186;145;80;2;55;0;8;0;80;1800;1176;03/08/2026
34880;AVEIA NATURALE 170G FLOCOS;480;89;34;0;55;0;0;0;34;2688;1152;03/08/2026
1681;CONFEITO BIBS PTO BCO 40G;0;60;4;0;55;0;1;0;4;4608;288;03/08/2026
2785;FAROFA MANDIOCA YOKI 200G C TEMPERO SUAVE;0;77;20;0;55;0;2;0;20;1540;560;01/08/2026
2512;KETCHUP HEINZ 397G BACON CEB CARAM;32;61;4;0;55;0;2;0;4;1088;112;01/08/2026
34570;MOLHO PIMENTA NOVITA 150ML CALABRESA;336;64;7;1;55;0;1;0;8;1008;144;30/07/2026
3089;MOSTARDA FUGINI BICO 180G;184;80;17;2;55;0;6;0;19;3168;865;03/08/2026
7232;OLEO KING 100ML MULTIUSO;16;67;0;0;55;0;12;0;0;498;0;03/08/2026
2913;ACHOC LIQ NESCAU 180ML ACTIC GO;8910;76;19;0;54;0;3;0;19;5913;3213;03/08/2026
4137;AMAC CONC AQUAFAST 1L HARMONIA;0;55;1;0;54;0;0;0;1;708;12;24/07/2026
4179;AMAC DOWNY 1 5L PRIMAVERA;0;61;6;0;54;0;1;0;6;990;90;03/08/2026
33285;AMACIANTE APYCE 2L JASMIM ROSA;12;81;18;2;54;0;7;0;19;954;210;03/08/2026
1199;BISC COOKIE LEVIT CACAU GOT CH 150G;0;66;10;0;54;0;2;0;10;790;150;03/08/2026
1407;BISC LEITE ISABELA 350G CHOC;0;59;5;0;54;0;0;0;5;1488;120;28/07/2026
16887;CR LEITE TP PIRACANJUBA 200G;54;56;0;0;54;0;2;0;0;1512;0;03/08/2026
7425;PEDRA SANITARIA SANI SOL 20G JASMIN;444;60;2;0;54;0;4;0;2;11076;576;03/08/2026
778;REFRIG PEPSI COLA PET 200ML;311;107;49;3;54;0;1;0;51;3504;1908;03/08/2026
10109;REPARADOR DI HELLEN PONTAS 30G PROT TERMICA;0;55;0;0;54;0;1;0;0;696;0;03/08/2026
13;AGUA MIN CRYSTAL PET 1 5L C GAS;0;53;0;0;53;0;0;0;0;984;0;22/07/2026
1121;BISC ISABELA CREAM CRACKER 350G;264;67;13;0;53;1;0;0;14;1944;552;03/08/2026
3369;CALDO APTI 57G CARNE;360;63;6;1;53;0;3;0;7;8040;1080;03/08/2026
16691;CP DESC DUDIGO 300ML C 100 TRANSP;60;54;0;0;53;0;1;0;0;1080;0;03/08/2026
2533;DOCE DIFRUTTI 1 010KG FIGO;48;69;8;0;53;0;8;0;8;450;60;03/08/2026
392;ENERG MONSTER LT 473ML MANGO LOCO;156;113;53;1;53;3;3;0;57;1944;816;03/08/2026
9623;INSET MAT INSET MULTI PROMO 360ML SEM CHEIRO;0;54;0;0;53;0;1;0;0;648;0;31/07/2026
2735;MACARRAO CUP NOODLES 70G YAKISSOBA;48;68;15;0;53;0;0;0;15;1992;456;30/07/2026
2862;MASSA C OVOS GERMANI 500G MACARRAO;260;68;13;0;53;1;1;0;14;1740;400;03/08/2026
21355;ODORIZ TECIDO AMAZON 500ML BABY;12;54;0;0;53;0;1;0;0;648;0;03/08/2026
7944;SABON PALMOLIVE NATURALS 150G KARITE;0;56;3;0;53;0;0;0;3;4824;216;30/07/2026
24323;SH GENIAL PET 2 EM 1 500ML;0;57;0;0;53;0;4;0;0;64;0;31/07/2026
25433;VH CONCHA Y TORO RESERV CAB SUAVE 750ML;0;53;0;0;53;0;0;0;0;672;0;27/07/2026
33287;AMAC APYCE 5L JASMIM RSA;184;80;18;1;52;0;9;0;18;326;80;21/07/2026
5252;CR DENT CLOSE UP 70G TRIPLE MENTA AMER;0;78;25;0;52;0;1;0;25;8856;2808;30/07/2026
5805;ESC DENTAL COLGATE CLASSIC LONG MD 8460;204;59;1;1;52;0;5;0;2;1236;36;31/07/2026
2737;FARINHA TRIGO ROSESOL 1KG;6020;158;97;9;52;0;0;0;104;20930;15036;01/08/2026
35710;MACARRAO INST NISSIN 85G LOMBO SUINO;0;70;11;3;52;0;4;0;14;4650;1250;03/08/2026
21296;ODORIZ AMAZONIA AROM 270ML ALFAZEMA;0;52;0;0;52;0;0;0;0;780;0;21/07/2026
10144;SAB FARNESE 180G AVEIA ESFOL;720;67;11;0;52;0;4;0;11;5904;1080;29/07/2026
3181;SALG KEVYTOS SHOW 38G BACON;620;81;23;0;52;1;5;0;24;2800;680;03/08/2026
3669;TEMP COMPLETO NEILAR 250G S PIMENTA;0;74;19;3;52;0;0;0;21;2184;720;31/07/2026
1259;BISC COOKIE LACTA 80G LAKA;60;67;13;0;51;0;3;0;13;2370;630;03/08/2026
3853;ENERG ELEV LT 473ML MOR MELANCIA;0;51;0;0;51;0;0;0;0;588;0;27/07/2026
37250;ENERG RED BULL LT 250ML MACA SA;0;52;0;0;51;0;1;0;0;1824;0;29/07/2026
2295;ERVILHA SERRA URUGUAI PARTIDA 500G;260;66;14;0;51;0;1;0;14;2000;500;01/08/2026
37021;FAROFA DINDA 200G TRAD;0;55;4;0;51;0;0;0;4;2225;150;21/07/2026
18747;FRALDA DESC FERINHA JUMBINHO C/16 G;784;64;12;1;51;0;0;0;13;888;264;03/08/2026
38562;KIT SH CD NEUTROX 300ML 200ML FORCA;0;52;1;0;51;0;0;0;1;768;12;03/08/2026
2908;MASSA C OVOS ISABELA 500G LINGUINE;380;66;11;1;51;0;3;0;12;1960;381;01/08/2026
20607;MASSA DOMELLY SEMOLA 1KG ESPAG;37;65;10;1;51;0;3;0;11;750;182;03/08/2026
20665;MASSA SEMOLA GERMANI 500G PARAF;0;71;18;1;51;0;1;0;19;1760;560;29/07/2026
867;REFRIG COCA COLA ZERO LT 310ML C6;0;51;0;0;51;0;0;0;0;546;0;18/07/2026
607;SUCO DEL VALLE TP 1L UVA;0;51;0;0;51;0;0;0;0;384;0;22/07/2026
4046;ALIM GATO FRISKIES 85G CORDEIR AO MOLH;0;68;14;2;50;0;2;0;15;1755;720;30/07/2026
1277;BISC DOCE PARATI ROSCA 250G CHOCOLATE;97;64;14;0;50;0;0;0;14;1120;288;01/08/2026
209;CERV SKOL BEATS LT 269ML GIN TONICA;16;72;14;1;50;2;5;0;17;624;168;03/08/2026
3208;CHOC GRAN DORI 120G MESCLADO;0;62;9;3;50;0;0;0;12;2940;900;30/07/2026
3800;EMUSTAB SELECTA 200G;0;50;0;0;50;0;0;0;0;600;0;23/07/2026
2329;FEIJAO PRETO CALDO OURO 500G;-180;115;63;2;50;0;0;0;61;8550;3060;30/07/2026
34840;KETCHUP FUGINI SH 180G;900;76;23;1;50;0;2;0;24;3492;1116;03/08/2026
21693;PAPEL HIG NATUPEL PREM FS 60M C 4;0;78;25;0;50;0;3;0;25;1984;1120;03/08/2026
843;REFRIG ANTARCTICA PET 600ML GUARANA DIET;192;91;33;1;50;0;7;0;32;1836;588;03/08/2026
2468;SARDINHA COQUEIRO 125G OLEO;756;63;12;1;50;0;0;0;13;5724;1944;31/07/2026
702;SUCO NECTAR CBS TP 200ML MORANGO;0;53;3;0;50;0;0;0;3;1272;72;22/07/2026
4197;AMAC DOWNY 900ML COLLECTION;0;49;0;0;49;0;0;0;0;588;0;30/07/2026
3401;BARRA CEREAL RITTER 25G ZR ACUCAR BANANA;24;60;5;1;49;0;5;0;5;1776;192;03/08/2026
38002;CEREAL MAT DOMELLY DINOCRISPY ARGOL;148;64;0;1;49;1;13;0;2;439;22;03/08/2026
38414;LIMP PERFUMADO SAIF YARA TAFF 120ML;24;67;16;0;49;0;2;0;15;876;192;03/08/2026
20371;MAC INST YAKISSOBA UFO 97G GAL CAIP;0;66;13;4;49;0;0;0;16;2076;372;01/08/2026
2453;PEPINO CONS ODERICH VD 300G CASEIRO;330;64;12;2;49;0;1;0;14;1290;300;30/07/2026
4115;ALVEJ GIRANDO SOL 2L S CLORO;0;67;19;0;48;0;0;0;19;696;210;03/08/2026
13059;BANHEIRA ADOLETA INF 20L ROSA BEBE;0;48;0;0;48;0;0;0;0;48;0;24/07/2026
1969;BISAO LACTA 201 6G AO LEITE;117;56;5;1;48;0;2;0;6;3159;741;03/08/2026
2117;CAFE SOL NESCAFE GOLD SH 40G SUAVE;48;49;0;0;48;0;1;0;0;1224;0;03/08/2026
2232;CAPSULA DOLCE GUSTO 117G C 10 CAPPUCCINO;210;56;5;0;48;1;2;0;6;576;102;03/08/2026
19877;LAMP ELGIN BULBO LED T 30W6500K;40;50;0;0;48;1;1;0;1;1000;20;03/08/2026
20660;MAS PARAF PARATI SEMOLA 1K;100;57;7;2;48;0;0;0;9;660;140;31/07/2026
985;MOSTARDA ODERICH SH 1KG;0;81;31;1;48;0;1;0;32;1182;756;01/08/2026
3289;SALG OBBA 100G PRESUNTO;27;97;40;5;48;1;3;0;45;1380;723;03/08/2026
24653;TCO TENYS PE BARUEL PO 100G ORIG;11;68;13;3;48;0;4;0;16;2340;421;03/08/2026
37892;TIT COR E TON S AMONIA 4 0 CAST MD;6;59;4;0;48;0;7;0;4;354;24;03/08/2026
4212;AMAC GOTA LIMPA 5L DELICATA;236;90;37;1;47;1;4;0;39;604;248;03/08/2026
1098;BALA DORI TUBO 70G RECH MORANGO;12;57;9;0;47;0;1;0;9;912;180;03/08/2026
2216;CAPSULA DOLCE GUSTO 100G C 10 CAFE AU LAIT;30;55;5;1;47;1;1;0;7;366;72;03/08/2026
1679;CONFEITO BIBS PASSAS 40G;216;58;10;0;47;0;1;0;10;4680;936;03/08/2026
17025;CURATIVO COTTONBABY 10UN TRAD;61;67;11;0;47;0;9;0;11;2484;396;03/08/2026
1700;MARSHMALLOWS FOFS 220G PARA ASSAR;47;69;20;0;47;1;1;0;21;996;336;03/08/2026
3094;MOSTARDA ODERICH 190G PICANTE;480;73;24;1;47;0;1;0;25;2088;816;31/07/2026
22702;RAC DODOG ORIG 10 1K;316;75;15;5;47;8;0;0;28;393;123;03/08/2026
51;AGUA MIN CRYSTAL PET 5L S GAS;0;72;26;0;46;0;0;0;26;1712;482;03/08/2026
2265;CAPSULA DOLCE GUSTO 170G C10 NESCAU;12;69;18;2;46;1;2;0;21;594;216;03/08/2026
807;CHOC PO TRISANTI 32 CACAU 1 005KG;0;59;13;0;46;0;0;0;13;516;78;30/07/2026
5443;DESINF GIRANDO SOL 500ML PINHO;24;59;11;1;46;0;1;0;12;1428;288;03/08/2026
2484;KETCHUP ODERICH SH 200G;3480;98;43;2;46;1;6;0;46;5448;3192;03/08/2026
9764;LIMP AJAX M USO FESTA FLORES 1L LAVANDA;24;46;0;0;46;0;0;0;0;552;0;03/08/2026
6874;LIMP M USO YPE 500ML CLASSICO;12;57;10;0;46;0;1;0;10;684;120;03/08/2026
2808;POLENTA CBS 500G PRE COZIDA;24;73;17;0;46;0;10;0;16;1176;360;03/08/2026
10202;SABAO BARRA GIRANDO SOL GLIC 5X200G;10;53;5;1;46;0;1;0;6;640;140;03/08/2026
3283;SALG KEVYTOS SHOW 38G PIZZA;0;65;16;3;46;0;0;0;19;2280;1040;27/07/2026
212;VH CARTA VIEJA CARMENERE 1L;0;47;0;0;46;0;1;0;0;576;0;31/07/2026
424;AGUARD VELHO BARREIRO VD 910ML ADOCADO;2964;112;54;2;45;2;9;0;57;2364;1356;03/08/2026
2106;ARROZ BCO PILECCO SUPER ECCO T1 2K;30;58;10;0;45;0;3;0;10;1785;450;03/08/2026
3402;CALDO APTI 57G LEGUMES;606;56;9;0;45;0;2;0;9;7330;1080;01/08/2026
2174;CAPSULA 3C 110G C 10 CAPPUCCIN CLASS;0;45;0;0;45;0;0;0;0;392;0;28/07/2026
