CODIGO_PRODUTO;DESCRICAO_PRODUTO;ESTOQUE_ATUAL_CD;QTD_PEDIDOS;VEZES_ATENDIDO_TOTAL;VEZES_ATENDIDO_PARCIAL;VEZES_CORTADO_CANCELADO;VEZES_EM_TRANSITO;VEZES_EM_SEPARACAO;VEZES_NAO_ATENDIDO;QTD_NFS_EMITIDAS;TOTAL_QTD_SOLICITADA;TOTAL_QTD_EXPEDIDA;ULTIMA_EXPEDICAO
1545;BISC RECH OREO 144G MILKSHAKE MOR;0;16;9;1;6;0;0;0;9;560;364;24/07/2026
1169;BISC RECH OREO MINI CHOC BAUN 35G;19;15;9;0;6;0;0;0;9;430;310;03/08/2026
1449;BISC RECH SAPECA 120G MORANGO;60;17;11;0;6;0;0;0;11;630;330;03/08/2026
1578;BISC SALG GERMANI SUZI CROCK 200G BACON;199;33;25;0;6;1;1;0;26;740;600;03/08/2026
1555;BISC SALG GERMANI TRICKS 110G CHURRASCO;0;14;8;0;6;0;0;0;8;420;240;16/07/2026
13696;BOMBOM AMOR CARIOCA BCO 20G;1783;10;4;0;6;0;0;0;4;3000;1200;29/07/2026
2070;CAFE SOL MELITTA LT 200G C LEITE;72;12;5;0;6;0;1;0;5;288;120;01/08/2026
2017;CAFE VACUO 3C TORRADO MOIDO 500G EXTRA FORTE;260;18;11;0;6;0;1;0;11;520;320;29/07/2026
3409;CALDO SAZON 32 5G COSTELA;480;20;14;0;6;0;0;0;14;1008;720;01/08/2026
35782;CERV ANTARCTICA PILSEN 1L;24;31;21;1;6;1;2;0;23;780;564;03/08/2026
282;CERV MICHELOB ULTRA LN 330ML;120;31;22;0;6;1;2;0;23;1128;768;03/08/2026
3871;CERV SKOL BEATS RED LT 269ML MIX;8;26;18;0;6;1;1;0;17;256;200;03/08/2026
3869;CHA ICE TEA LEAO PET 450ML PESSEGO ZERO;0;6;0;0;6;0;0;0;0;36;0;17/07/2026
2170;CHA PRENDA 20G FRUTAS VERM MISTO;440;22;14;0;6;0;2;0;14;840;520;03/08/2026
1748;CHICLE FREEGELLS GUM 8G HORTELA;600;18;4;0;6;2;6;0;6;345;120;03/08/2026
36169;CHOC BARRA NESTLE RECH 90G NEGRESCO;0;6;0;0;6;0;0;0;0;84;0;29/07/2026
33424;CHOC BIBS STICKS 29G AO LEITE;80;16;0;0;6;0;10;0;0;256;0;03/08/2026
15991;CHOC KINDER BUENO WHITE 39G;5;16;10;0;6;0;0;0;10;480;300;24/07/2026
1580;COBER NESTLE 1KG CHOC AO LEITE;0;8;1;1;6;0;0;0;2;108;24;28/07/2026
3393;COCO RALADO ZAM E BOM 100G UMIDO ADOCADO;750;13;6;1;6;0;0;0;7;650;301;29/07/2026
3389;COCO RALADO ZAM E BOM 50G PURO S ACUCAR;500;7;1;0;6;0;0;0;1;400;100;14/07/2026
1678;CONFEITO BIBS CHOC BCO 40G;0;22;12;0;6;1;3;0;13;1584;936;03/08/2026
1680;CONFEITO BIBS MOR 40G;507;12;6;0;6;0;0;0;6;1080;504;03/08/2026
432;COQUETEL BUCANERO PET 790ML;792;28;19;1;6;2;0;0;22;432;324;03/08/2026
9278;DESENG UAU COZINHA SQ 500ML;24;8;2;0;6;0;0;0;2;192;48;03/08/2026
17159;DESINFETANTE AQUAFAST 1L MARINE;0;14;6;0;6;0;2;0;6;204;108;28/07/2026
5514;DESOD AERO BOM AR 360ML ALEGRIA;24;7;0;0;6;0;1;0;0;84;0;01/08/2026
5653;DESOD ROLLON NIVEA 50ML FM IN B W CLEAR;0;13;7;0;6;0;0;0;7;180;108;31/07/2026
33880;DET LIQ OMO CICLO RAPIDO 1 4 L ANTIODOR;0;11;5;0;6;0;0;0;5;66;30;03/08/2026
5675;DETERG GIRANDO SOL 500ML NATURAL;1248;23;14;0;6;1;2;0;15;960;624;03/08/2026
2627;DOCE LEITE STA CLARA PT 400G;0;13;7;0;6;0;0;0;7;90;54;22/07/2026
1993;DOCE N BONN BIG 1 2KG ABOBORA;0;8;2;0;6;0;0;0;2;54;18;31/07/2026
437;ENERG BALY PET 2L TRADICIONAL;264;44;33;0;6;0;5;0;31;444;330;03/08/2026
412;ENERG ELEV PET 2L ORIGINAL;0;6;0;0;6;0;0;0;0;36;0;21/07/2026
573;ENERG HIPERTENSAO PET 2L CITRUS;138;15;9;0;6;0;0;0;9;186;102;01/08/2026
2799;FAROFA MANDIOCA YOKI 400G TRADICIONAL;24;38;25;0;6;0;7;0;24;2016;1584;01/08/2026
18749;FRALDA DESC FERINHA JUMBINHO C/20 P;120;12;6;0;6;0;0;0;6;192;120;30/07/2026
18760;FRALDA DESC MILI GIGA XXG C 52;143;16;10;0;6;0;0;0;10;80;52;03/08/2026
35860;GIZ CERA LEO LEO CURTO C 15 CORES;0;6;0;0;6;0;0;0;0;72;0;10/07/2026
38876;GRANOLA NAKED CHOCO BELGA 250G;0;8;2;0;6;0;0;0;2;90;30;28/07/2026
6349;INSET AERO SBP 380ML MULTI INSETICIDA;0;6;0;0;6;0;0;0;0;144;0;22/07/2026
2461;KETCHUP FUGINI SH C BICO 180G TRAD;673;19;9;1;6;0;3;0;10;960;480;30/07/2026
791;KETCHUP KETDOG BD 3KG;828;30;22;1;6;0;1;0;23;402;246;03/08/2026
6602;KIT ELSEVE SH COND 375ML 170ML GLYCOLIC GLOSS;0;7;0;0;6;0;1;0;0;42;0;03/08/2026
17339;LAVA ROUPAS LIQ BARBAREX 5L;615;32;20;3;6;0;3;0;23;296;218;03/08/2026
37728;LIMP PERF UAU CHA BRANCO PROMO 1 8L;10;18;7;4;6;0;1;0;11;143;100;03/08/2026
33902;MAIONESE HELLMANNS SQZ 335G BACON;72;12;6;0;6;0;0;0;6;312;168;27/07/2026
874;MAIONESE ODERICH SH 1KG;1560;77;67;0;6;0;4;0;64;1548;1428;03/08/2026
20616;MAS ESPAPARATI SEMOLA 400G;504;13;6;1;6;0;0;0;7;350;195;01/08/2026
20633;MAS LASANHA ISABELA FEST 500G;521;17;8;0;6;1;2;0;9;480;240;03/08/2026
2877;MASSA C OVOS ISABELA 500G PARAFUSO;496;22;9;2;6;1;4;0;12;496;272;03/08/2026
3692;MIST P BOLO APTI 380G AIPIM;504;31;24;0;6;0;1;0;24;468;384;03/08/2026
3742;MIST P BOLO FLEISCHMANN 390G MILHO;20;12;5;1;6;0;0;0;6;340;200;28/07/2026
913;MOLHO EXTREMO SABOR P FGO 1 01L;30;15;7;0;6;0;2;0;7;102;54;03/08/2026
38273;MOLHO INGLES SABOR CASEIRO 1 01K;48;20;13;0;6;0;1;0;13;150;96;27/07/2026
984;MOSTARDA ODERICH BD 3KG;18;15;9;0;6;0;0;0;9;90;54;30/07/2026
9940;OLEO KING PEROBA LAVANDA 200ML;47;17;1;0;6;1;9;0;2;180;13;03/08/2026
21570;PANTUFA DISNEY BASIC 6 AMAZIN;0;7;1;0;6;0;0;0;1;7;1;23/07/2026
21679;PAPEL HIG MAXPEL PREMIUM FS 60M L12P11;0;6;0;0;6;0;0;0;0;66;0;15/07/2026
1838;PAST DOCILE ROLLY MINTY 29G HORTELA;672;50;34;0;6;1;9;0;35;852;648;03/08/2026
38897;PEPINO CONS SINO OURO 300G;9975;46;37;1;6;1;1;0;39;3120;2655;03/08/2026
1887;PIRULITO FLORESTAL CORACAO 400G MORANGO;0;10;2;0;6;0;2;0;2;280;56;01/08/2026
3805;PO P SORVETE APTI 120G CREME;0;6;0;0;6;0;0;0;0;120;0;23/07/2026
22735;RAC QUATRO PATAS PREMIUM 1K;28;20;8;1;6;0;5;0;9;210;91;03/08/2026
195;REFRE PO PROMIX 100G MIX DE FRUTAS;0;6;0;0;6;0;0;0;0;108;0;15/07/2026
734;REFRIG COCA COLA LT 220ML;8276;7;0;0;6;0;1;0;0;156;0;27/07/2026
22980;ROUPA PET TAM XG;0;6;0;0;6;0;0;0;0;6;0;10/07/2026
10148;SAB FARNESE 180G PITAYA FRAMB;576;14;6;0;6;0;2;0;6;648;288;24/07/2026
23000;SAB FONTANA SENSUS 150G FLORESCER;72;24;15;0;6;0;3;0;15;2016;1368;03/08/2026
10171;SAB LIQ SENSUS LUXO RF 220ML HIDRATE;0;8;2;0;6;0;0;0;2;144;36;29/07/2026
7804;SABAO PO BRILHANTE 1 450 M 150G GT LIMPEZA TOTAL;9;31;25;0;6;0;0;0;25;351;297;03/08/2026
23159;SABAO ZAVASKI GLIC 200G;404;19;11;0;6;0;2;0;11;950;550;03/08/2026
7947;SABON PALMOLIVE NATURALS 150G MELANCIA LICHIA;0;7;1;0;6;0;0;0;1;504;72;24/07/2026
7936;SABONETE NIVEA 85G LAVANDA;0;24;15;1;6;0;2;0;16;2784;1920;01/08/2026
3862;SAL MOIDO PREMIUM 1KG;0;6;0;0;6;0;0;0;0;510;0;14/07/2026
8256;SH MONANGE 325ML LISOS TE QUERO;240;15;7;2;6;0;0;0;9;252;120;28/07/2026
3447;SOPAO MAGGI 200G COSTELA LEGUMES;0;12;6;0;6;0;0;0;6;288;144;25/07/2026
8523;SUCO DEL VALLE FRUT PET 450ML LARANJA;0;6;0;0;6;0;0;0;0;36;0;13/07/2026
601;SUCO DEL VALLE TP 1L PESSEGO;0;6;0;0;6;0;0;0;0;36;0;13/07/2026
684;SUCO MAGUARY CONCENTRADO PET 500ML MARACUJA;11;6;0;0;6;0;0;0;0;72;0;15/07/2026
1017;TEMP EXTREMO SABOR 1 01K C PIMENTA;0;22;15;1;6;0;0;0;16;180;138;03/08/2026
1021;TEMP EXTREMO SABOR 1 01K S PIMENTA;54;27;20;0;6;0;1;0;20;186;144;03/08/2026
8667;TOALHA PISO ATLANTICA BASIC C/ANTID SISAL;0;6;0;0;6;0;0;0;0;6;0;10/07/2026
3769;VINAGRE ALCOOL KOLLER 500ML;396;66;54;0;6;0;6;0;54;936;780;03/08/2026
3795;VINAGRE VINHO KOLLER 750ML TINTO;0;6;0;0;6;0;0;0;0;72;0;10/07/2026
12166;ABS DIARIO COTTONBABY C 15 S PERF;0;10;3;0;5;0;2;0;3;720;216;30/07/2026
3932;ACENDEDOR SANDERO 16G FOGO;108;8;3;0;5;0;0;0;3;288;108;18/07/2026
34294;ACHOC PO 3C LT 350G CHOCOLATTO;2310;20;11;0;5;0;4;0;11;1230;450;03/08/2026
2969;ACHOC TODDY PT 750G ORIGINAL MAIS ECONOMICA;0;20;13;2;5;0;0;0;15;564;360;21/07/2026
82;AGUA TONICA ANTARTICA PET 1L;174;35;27;0;5;0;3;0;24;258;210;03/08/2026
12328;ALG ROLO COTTONBABY 25G;320;12;7;0;5;0;0;0;7;1040;640;01/08/2026
4044;ALIM GATO FRISKIES 85G ATUM AO MOLHO;175;46;31;2;5;2;6;0;34;990;753;03/08/2026
10555;AMEIXA UNIAGRO PTA C CAROCO KG;117;18;10;2;5;0;1;0;12;270;183;27/07/2026
10556;AMEIXA UNIAGRO PTA S CAROCO KG;30;23;15;3;5;0;0;0;18;330;226,67;29/07/2026
12452;AMEND BCO BELLA DICA 400G;2134;111;93;1;5;1;11;0;94;2784;2460;01/08/2026
4254;AP PRESTOBARBA 3 LV4 PG3 MASCULINO;492;7;2;0;5;0;0;0;2;216;90;20/07/2026
2217;ARROZ PARBO RAROZ TP1 1KG;812;28;20;0;5;0;3;0;20;990;690;03/08/2026
34881;AVEIA NATURALE 170G FLOCOS FINOS;336;33;23;1;5;0;4;0;24;1032;792;03/08/2026
38546;AZEITONA RIVOLI C CAROCO 1 01KG;755;24;19;0;5;0;0;0;19;174;132;03/08/2026
1214;BALA POCKET CAFE 500G;0;15;9;0;5;0;1;0;9;210;126;01/08/2026
3317;BARRA CEREAL NATURALE 22G CASTANHA C CHOC;0;12;7;0;5;0;0;0;7;3360;1600;30/07/2026
3344;BARRA CEREAL NATURALE 25G CASTANHA AVEIA;0;16;10;1;5;0;0;0;10;3680;1920;30/07/2026
3405;BARRA CEREAL RITTER 22G BRIGADEIRO;0;14;8;1;5;0;0;0;9;912;768;30/07/2026
3584;BEBIDA PARMALAT WHEY 250ML MILHO VERDE;-18;12;5;0;5;0;2;0;5;252;126;03/08/2026
4434;BIFINHO DOGUITOS 65G CARNE;19;9;4;0;5;0;0;0;4;180;80;17/07/2026
8918;BIFINHO KELDOG MINI BITES 50G CARNE LEITE;20;16;9;0;5;0;2;0;9;320;180;30/07/2026
1374;BISC COOKIE LEVIT 150G LAR GRANOLA;51;15;9;0;5;0;1;0;9;170;110;03/08/2026
1356;BISC DOCE DOMELLY ROSCA CHOC 560G;12;13;7;0;5;0;1;0;7;264;192;01/08/2026
1212;BISC DOCE GERMANI ROSCA CHOC 300G;199;26;18;2;5;0;1;0;20;580;420;03/08/2026
1202;BISC DOCE ZEZE RAMINHO 200G;35;19;12;1;5;0;1;0;13;450;306;01/08/2026
1394;BISC ORQUIDEA 320G INTEG;23;19;13;1;5;0;0;0;14;682;528;29/07/2026
1487;BISC RECH DANIX 130G CHOC SHAKE;120;39;28;0;5;3;3;0;31;2340;1860;03/08/2026
1525;BISC RECH ISABELA MOUSSE 130G LIMAO E CHOC;2150;11;5;0;5;0;1;0;5;600;300;13/07/2026
1540;BISC RECH OREO 90G BAUNILHA;0;21;16;0;5;0;0;0;16;1296;960;29/07/2026
13458;BISC RECH PARATI Z CARTOON 85G MOR;999;39;31;0;5;0;3;0;31;2920;2440;03/08/2026
36474;BOMBOM AMOR CARIOCA 20G;4089;20;12;0;5;0;3;0;12;6900;3900;03/08/2026
3383;CALDO APTI 19G GALINHA;3672;22;15;0;5;0;2;0;15;1872;1224;03/08/2026
15585;CARGA GILLETTE MACH3 C 2;2148;30;25;0;5;0;0;0;25;312;268;31/07/2026
237;CERV BUDWEISER LN 330ML;722;48;42;0;5;0;1;0;42;1896;1680;03/08/2026
179;CERV ORIGINAL LT 473ML;126;48;38;1;5;1;3;0;40;17304;14724;03/08/2026
2278;CEVADA CORSETTI SOLUVEL 100G;66;16;7;1;5;1;2;0;9;234;126;03/08/2026
37957;CHA BARAO 13G PTO;510;13;7;0;5;0;1;0;7;390;210;03/08/2026
15796;CHA BARAO MISTO 13G MAC ABA CRA CAN;300;18;13;0;5;0;0;0;13;990;660;01/08/2026
2105;CHA PRENDA 10G CAMOMILA C LAR;27;19;11;2;5;0;1;0;13;720;520;01/08/2026
2087;CHA PRENDA 18G PRETO;464;42;28;4;5;0;5;0;32;1800;1223;03/08/2026
1702;CONFEITO MMS 120G CRISPY;0;5;0;0;5;0;0;0;0;120;0;30/07/2026
34568;CR DENT COLGATE NATURALS 90G BIC E HORTELA;0;6;0;0;5;0;1;0;0;72;0;27/07/2026
5328;CR PENT VINI LADY 290G COCO;24;7;2;0;5;0;0;0;2;168;48;28/07/2026
16937;CR TRAT HEDERA 960G OLEO D ARGAN;126;20;14;0;5;0;1;0;14;210;144;03/08/2026
38618;CREME DE PENTEAR SEDA BOOM DEF 1KG;0;7;2;0;5;0;0;0;2;42;12;21/07/2026
5394;CREME PENT SEDA 1KG SUPER HIDRAT;24;12;7;0;5;0;0;0;7;90;54;30/07/2026
5384;CREME TRAT ELSEVE 300G HIALURONICO;0;9;4;0;5;0;0;0;4;54;24;14/07/2026
5414;DESENG CIF 500ML DERRETE GORDURA;0;7;2;0;5;0;0;0;2;84;24;22/07/2026
5418;DESENG CIF 500ML SPRAY ULTRA RAP;12;5;0;0;5;0;0;0;0;60;0;03/08/2026
17164;DESINF AQUAFAST 5L MARINE;76;22;16;0;5;0;1;0;15;112;88;28/07/2026
36203;DESINF GIRANDO SOL 5L LAVANDA;0;22;17;0;5;0;0;0;17;92;72;01/08/2026
5493;DESINF YPE 520G CLORO GEL TIRA LIMO;0;10;5;0;5;0;0;0;5;120;60;03/08/2026
5588;DESOD AERO REXONA 150ML 90G MEN IMPACT;334;6;1;0;5;0;0;0;1;144;24;29/07/2026
17341;DET LIQ BIO KRISS 500ML NEUTRO;11568;33;28;0;5;0;0;0;28;1608;1488;01/08/2026
2487;DOCE DIFRUTTI 400G GOIABA;0;19;14;0;5;0;0;0;14;336;240;22/07/2026
461;ENERG BALY LT 473ML MELANCIA SA;0;5;0;0;5;0;0;0;0;30;0;20/07/2026
5763;ENX BUC PLAX COLGATE LV750 PG500ML ODOR CONTROL;12;12;5;0;5;0;2;0;5;156;72;30/07/2026
2621;ERVA MATE SEIVA PURA 1KG GROSSA S ACUCAR;20;5;0;0;5;0;0;0;0;50;0;14/07/2026
5836;ESC DENTAL ORAL B 1 2 3 MEDIA;0;20;11;1;5;1;2;0;13;276;169;03/08/2026
17916;ESFREGAO ACO GOTA LIMPA;1260;14;5;0;5;1;3;0;6;972;360;03/08/2026
34882;FARINHA AVEIA NATURALE 170G;264;19;13;1;5;0;0;0;14;792;576;29/07/2026
2739;FARINHA TRIGO PANFACIL PREM TP1 1KG TP1;-110;5;0;0;5;0;0;0;0;500;0;13/07/2026
37014;FAROFA DINDA 200G PICANHA;0;29;23;1;5;0;0;0;24;775;600;27/07/2026
6109;FOSFORO GABOARDI 10UN;1200;22;14;2;5;1;0;0;17;1560;940;03/08/2026
6127;FRALDA CONFORTSEC PAMPERS XXG 30UN;0;9;3;0;5;0;1;0;3;52;20;24/07/2026
18850;FUMO TUPA 28G;0;24;19;0;5;0;0;0;18;820;720;24/07/2026
18852;FUMO VITORIA 28G;0;12;7;0;5;0;0;0;7;300;200;21/07/2026
6243;GEL VINI LADY 220G FIXADOR AZUL;50;9;2;0;5;0;2;0;2;216;48;23/07/2026
3532;GRANOLA NATURALE 1KG MUSLI CER FRUT;0;13;8;0;5;0;0;0;8;156;96;29/07/2026
19340;INCENSO FLUTE C 8 CHAMANDO DINHE;0;14;9;0;5;0;0;0;9;350;225;23/07/2026
19355;INCENSO FLUTE C 8 ROSA VERM;0;5;0;0;5;0;0;0;0;125;0;09/07/2026
2663;LEITE PO DOBON SH 400G COMPOSTO VITAM;700;18;11;1;5;0;1;0;12;775;501;29/07/2026
6796;LEITE UHT MOLICO 1L ZERO LACTOSE;12;19;13;1;5;0;0;0;13;1080;1008;30/07/2026
33674;LIMP PERF SAIF CONCENTRADO 120ML BAMBU;156;12;6;1;5;0;0;0;7;228;120;30/07/2026
20162;LIMP VIDROS ZAVASKI RF 500ML;0;9;4;0;5;0;0;0;4;192;60;13/07/2026
20280;LUVA CONF LATEX XG AMARELA;156;18;13;0;5;0;0;0;13;372;276;21/07/2026
2740;MACARRAO CUP NOODLES 69G CHEDDAR;144;24;18;0;5;0;1;0;18;696;528;03/08/2026
2812;MACARRAO INST NISSIN 500G YAKISSOBA;79;16;9;0;5;0;2;0;9;340;200;03/08/2026
2852;MAIONESE HEINZ PET 390G;0;10;4;1;5;0;0;0;5;160;76;21/07/2026
20589;MAS CASEIRA MOSMANN COGUMELO VG 400G;48;11;6;0;5;0;0;0;6;156;96;29/07/2026
20647;MASSA C OVOS GERMANI 500G PAD NOSSO;59;28;20;1;5;0;2;0;21;800;640;01/08/2026
20664;MASSA SEMOLA GERMANI 1KG PARAF;230;32;24;1;5;0;2;0;24;440;340;03/08/2026
3083;MOLHO ODERICH 220G BURGUER;36;9;4;0;5;0;0;0;4;108;48;27/07/2026
2573;MOLHO TOM FUGINI SH 300G TRAD;51408;73;61;6;5;0;1;0;67;42192;39924;03/08/2026
2577;MOLHO TOM FUGINI SH 300G ZERO;432;8;2;0;5;0;1;0;2;360;72;22/07/2026
7355;PAPEL HIG DUETTO 4 UN DE 30M NEUTRO;0;5;0;0;5;0;0;0;0;320;0;16/07/2026
7385;PAST ADES HARPIC 2EM1 L3 P2 PINHO;48;6;0;0;5;0;1;0;0;144;0;30/07/2026
1854;PAST DOCILE MINTY 14G MOR;384;9;3;0;5;0;1;0;3;120;48;27/07/2026
1886;PASTILHA TIC TAC 14 5G FRUTAS;0;10;5;0;5;0;0;0;5;154;84;25/07/2026
7424;PEDRA SANITARIA SANI SOL 20G FLORAL;1572;17;11;0;5;0;1;0;11;1908;1452;01/08/2026
21832;PELUCIA URSO C LACO 17CM;0;5;0;0;5;0;0;0;0;5;0;03/08/2026
21932;PILHA ELGIN PALITO AAA C 4;0;45;40;0;5;0;0;0;40;550;500;31/07/2026
2424;PIPOCA MICRO KISABOR 100G NATURAL C SAL;0;5;0;0;5;0;0;0;0;180;0;14/07/2026
22684;RAC AMIGO PET GATO PEIXE 500G;438;41;33;0;5;0;3;0;30;1034;792;03/08/2026
22705;RACAO DODOG PEQ RACAS 1KG;639;73;56;4;5;0;8;0;60;1030;766;31/07/2026
853;REFRIG FANTA PET 600ML UVA;23;65;50;0;5;4;6;0;54;1248;900;03/08/2026
904;REFRIG PEPSI LT 350ML;601;63;53;0;5;0;5;0;53;1680;1404;01/08/2026
7663;REGUA ESCOLAR LEO LEO PLAST 30CM;0;5;0;0;5;0;0;0;0;125;0;07/07/2026
10164;SAB LIQ PAMPERS REF 350ML GLICERINA;0;9;4;0;5;0;0;0;4;54;24;14/07/2026
10172;SAB LIQ SENSUS LUXO RF 220ML SEDUCAO;144;11;5;0;5;0;1;0;5;216;90;28/07/2026
23118;SAB PALMOLIVE NATURALS 85G AMORA;876;11;5;0;5;0;1;0;5;1512;648;31/07/2026
7796;SABAO BARRA YPE 800G GLICERINA;948;30;20;0;5;1;4;0;21;396;276;03/08/2026
7790;SABAO YPE GREEN NATURAL 160G;600;14;8;1;5;0;0;0;9;1380;780;03/08/2026
7928;SABONETE LUX 85G LIRIO AZUL;0;21;16;0;5;0;0;0;15;3672;2592;27/07/2026
33698;SALG KEVYTOS PALITO 150G ORIGINAL;0;10;5;0;5;0;0;0;5;300;150;23/07/2026
619;SUCO DEL VALLE TP 200ML UVA;0;5;0;0;5;0;0;0;0;90;0;13/07/2026
670;SUCO MAGUARY TP 1L ABACAXI;0;8;3;0;5;0;0;0;3;96;36;18/07/2026
677;SUCO MAGUARY TP 1L LARANJA;12;12;5;0;5;1;1;0;6;144;72;03/08/2026
8561;TALCO VINI LADY 200G BABY LAVANDA;0;14;6;0;5;0;3;0;6;168;72;03/08/2026
24638;TCO CORP JAYLUC 80G JASMIN;72;10;4;0;5;0;1;0;4;120;48;30/07/2026
8622;TINT COR E TON PRETO 2 0;66;10;5;0;5;0;0;0;5;72;42;16/07/2026
8621;TINT COR E TON PTO AZULADO 1 0;0;15;10;0;5;0;0;0;10;114;72;20/07/2026
214;VH COUNTRY WINE BCO 750ML SC;24;7;2;0;5;0;0;0;2;54;24;29/07/2026
292;VH SAINT GERMAIN BLEND SV 750ML;0;6;1;0;5;0;0;0;1;36;6;15/07/2026
3783;VINAGRE MACA KOLLER 750ML;73;41;32;0;5;1;3;0;33;564;468;03/08/2026
622;VODKA NATASHA VD 900ML;1;20;10;0;5;2;3;0;12;20;12;03/08/2026
10467;VODKA POPOKELVIS VD 900ML;12;6;1;0;5;0;0;0;1;36;6;24/07/2026
1671;WAFER BAUDUCCO 140G CHOC;0;5;0;0;5;0;0;0;0;270;0;13/07/2026
1661;WAFFER ISABELA 100G CHOC BRANCO;2200;29;22;0;5;0;2;0;21;1720;1400;03/08/2026
12160;ABS ALWAYS SUP PROT SECA C AB C 16;228;10;4;0;4;0;2;0;4;156;60;30/07/2026
8792;ABS MILI NOTURNO SAUVE C ABAS 32UN;64;22;18;0;4;0;0;0;18;352;288;30/07/2026
12217;ACHOC PO NESCAU LT P330G L350G;1512;30;25;0;4;0;1;0;25;2448;2016;01/08/2026
2996;ADOCANTE ADOCYL 100ML;348;34;30;0;4;0;0;0;30;780;672;03/08/2026
33;AGUA MIN SARANDI PET 2L S GAS;586;33;29;0;4;0;0;0;29;704;640;01/08/2026
35764;AMAC COMFORT CRISTAIS 275G FLORAL;14;6;2;0;4;0;0;0;2;72;24;29/07/2026
4180;AMAC DOWNY 1L REGULAR INTENSO BRISA;218;32;28;0;4;0;0;0;28;432;384;01/08/2026
12391;AMACIANTE AQUAFAST 1L SED VERM;0;12;7;0;4;0;1;0;7;180;108;30/07/2026
12395;AMACIANTE AQUAFAST 2L VERM SED;156;18;12;0;4;1;1;0;13;120;90;03/08/2026
12435;AMACIANTE YPE 500ML AZ ACONCHEGO;2593;16;10;0;4;1;1;0;11;384;264;03/08/2026
4276;AREIA HIG PIPICAT 4KG P GATOS;1578;43;35;2;4;1;1;0;37;396;354;03/08/2026
8865;AROMAT COALA CONC 120ML CITRONELA;48;11;3;1;4;0;3;0;4;288;96;01/08/2026
2110;ARROZ BCO PILECCO NOBRE T1 2K;11;17;12;0;4;0;1;0;12;300;225;29/07/2026
2092;ARROZ BCO PRATO FINO TP1 1KG;30;11;5;0;4;0;2;0;5;320;240;01/08/2026
12610;ARROZ P CAES KI KAO SANO 5K;70;45;35;0;4;0;6;0;35;336;228;01/08/2026
2353;ATUM SOLIDO COQUEIRO 170G EM OLEO;24;13;8;0;4;0;1;0;8;336;216;01/08/2026
35716;AZEITONA VERDE UNIAGRO 80G S CAROCO;632;29;25;0;4;0;0;0;25;840;720;03/08/2026
1057;BALA DORI DELIKET 70G;0;20;13;1;4;0;2;0;14;810;570;01/08/2026
1224;BALA GOMA GOMUTCHO 1KG AMERIC SORT;0;9;5;0;4;0;0;0;5;90;50;01/08/2026
3362;BARRA CEREAL NATURALE 25G COCO AVEIA;320;10;5;1;4;0;0;0;6;2080;1280;31/07/2026
38832;BEBIDA NUTREN CHOCO WAFER ZR LAC 260ML;0;6;2;0;4;0;0;0;2;168;72;20/07/2026
3581;BEBIDA PARMALAT WHEY 250ML ABACATE;72;12;7;1;4;0;0;0;8;342;216;01/08/2026
1024;BISC AGUA E SAL PARATI 370G;280;17;13;0;4;0;0;0;13;600;500;29/07/2026
1382;BISC INTEGRAL TRIUNFO 135G MIX AVEIA MEL;0;10;6;0;4;0;0;0;6;400;240;25/07/2026
1432;BISC MARIA PARATI 370G;180;12;7;0;4;0;1;0;7;320;220;24/07/2026
13418;BISC POLVILHO DOCE PANINE 200G;0;4;0;0;4;0;0;0;0;56;0;27/07/2026
1542;BISC RECH OREO 90G CHOC;194;17;12;0;4;1;0;0;13;1008;816;03/08/2026
1454;BISC RECH SAPECA 120G DOCE LEITE;90;14;10;0;4;0;0;0;10;540;330;29/07/2026
1495;BISC RECH TRAKINAS 126G LIMAO;162;11;7;0;4;0;0;0;6;594;378;10/07/2026
1475;BISC RECH TRIUNFO TORTINI 90G CHOC;65;10;6;0;4;0;0;0;6;650;390;29/07/2026
1583;BISC SALG PIRAQUE 60G CEBOLA E SALSA;20;4;0;0;4;0;0;0;0;80;0;11/07/2026
1569;BISC SALG ZEZE MIGNON 60G GALETO;0;11;5;1;4;0;1;0;6;360;216;24/07/2026
2027;CAFE VACUO MELITTA 250G EXTRA FORTE;903;42;38;0;4;0;0;0;38;2000;1900;28/07/2026
2028;CAFE VACUO MELITTA 250G TRAD;4071;62;55;2;4;0;1;0;57;2740;2400;01/08/2026
2018;CAFE VACUO MELITTA 500G TRAD;3320;62;49;2;4;1;6;0;51;2900;2520;03/08/2026
2008;CAFE VACUO MELITTA REG BRASIL 250G SUL DE MINAS;0;14;10;0;4;0;0;0;10;270;198;22/07/2026
3365;CALDO APTI 19G COSTELA;504;15;9;1;4;0;1;0;10;1008;672;03/08/2026
3394;CALDO GALINHA KNORR 114G;649;13;4;2;4;0;3;0;5;62;19;30/07/2026
15757;CERV IMPERIO PILSEN LT 473ML PURO MALTE;32;39;29;0;4;0;6;0;28;5364;5076;03/08/2026
33655;CHA BARAO MISTO 13G CITRUS;120;6;2;0;4;0;0;0;2;180;60;30/07/2026
2168;CHA PRENDA MATE 40G CRAVO CANELA;438;30;19;5;4;1;1;0;25;1140;762;03/08/2026
1743;CHICLE FREEGELLS GUM 8G CANELA;75;21;5;0;4;4;8;0;9;315;135;03/08/2026
1745;CHICLE FREEGELLS GUM 8G MENTA;660;16;5;0;4;2;5;0;7;375;135;03/08/2026
