NOME_OBJETO;TIPO_OBJETO;NUMERO_LINHA;LINHA_CODIGO
PKG_FIREMPAGSICOOB;PACKAGE BODY;839;vsUf FI_COMPLTITULO.UFFAVORECIDA%TYPE,
PKG_FIREMPAGSICOOB;PACKAGE BODY;840;vsOpPagamento FI_COMPLTITULO.OPPAGIPVA%TYPE,
PKG_FIREMPAGSICOOB;PACKAGE BODY;841;vsOpRetCRLV FI_COMPLTITULO.OPRETCRLV%TYPE,
PKG_FIREMPAGSICOOB;PACKAGE BODY;842;vnCodMuniArrecadador FI_COMPLTITULO.CODMUNIARRECADADOR%TYPE,
PKG_FIREMPAGSICOOB;PACKAGE BODY;845;vnVlrINSS FI_COMPLTITULO.VLRINSS%TYPE,
PKG_FIREMPAGSICOOB;PACKAGE BODY;846;vnVlrOutrEntidades FI_COMPLTITULO.VLROUTRENTIDADES%TYPE,
PKG_FIREMPAGSICOOB;PACKAGE BODY;876;FROM FI_COMPLTITULO A,
PKG_FIREMPAGSICREDI;PACKAGE BODY;568;vnReceita FI_COMPLTITULO.RECEITATRIB%TYPE,
PKG_FIREMPAGSICREDI;PACKAGE BODY;569;vnTipoContribuinte FI_COMPLTITULO.TIPOIDCONTRIBUINTE%TYPE,
PKG_FIREMPAGSICREDI;PACKAGE BODY;570;vsIdContribuinte FI_COMPLTITULO.IDCONTRIBUINTE%TYPE,
PKG_FIREMPAGSICREDI;PACKAGE BODY;571;vnTipoTributo FI_COMPLTITULO.TIPOTRIBUTO%TYPE,
PKG_FIREMPAGSICREDI;PACKAGE BODY;572;vnMes FI_COMPLTITULO.MESCOMPETENCIATRIB%TYPE,
PKG_FIREMPAGSICREDI;PACKAGE BODY;573;vnAno FI_COMPLTITULO.ANOCOMPETENCIATRIB%TYPE,
PKG_FIREMPAGSICREDI;PACKAGE BODY;574;vdDtaTributo FI_COMPLTITULO.PERIODOTRIB%TYPE,
PKG_FIREMPAGSICREDI;PACKAGE BODY;575;vsNroReferencia FI_COMPLTITULO.NROREFERENCIA%TYPE,
PKG_FIREMPAGSICREDI;PACKAGE BODY;577;vnVlrReceitaBruta FI_COMPLTITULO.RECEITABRUTATRIB%TYPE,
PKG_FIREMPAGSICREDI;PACKAGE BODY;578;vnPercReceita FI_COMPLTITULO.PERRECEITABRUTATRIB%TYPE,
PKG_FIREMPAGSICREDI;PACKAGE BODY;579;vnIE FI_COMPLTITULO.INSCESTADUALTRIB%TYPE,
PKG_FIREMPAGSICREDI;PACKAGE BODY;580;vnDividaAtiva FI_COMPLTITULO.DIVIDAATIVA%TYPE,
PKG_FIREMPAGSICREDI;PACKAGE BODY;581;vnNotificacao FI_COMPLTITULO.NOTIFICACAO%TYPE,
PKG_FIREMPAGSICREDI;PACKAGE BODY;582;vsNroDoctOrigem FI_COMPLTITULO.RECEITATRIB%TYPE,
PKG_FIREMPAGSICREDI;PACKAGE BODY;585;vnVlrINSS FI_COMPLTITULO.VLRINSS%TYPE,
PKG_FIREMPAGSICREDI;PACKAGE BODY;586;vnVlrOutrEntidades FI_COMPLTITULO.VLROUTRENTIDADES%TYPE,
PKG_FIREMPAGSICREDI;PACKAGE BODY;609;FROM FI_COMPLTITULO A,
PKG_FIREMPAGTOELETR;PACKAGE BODY;1116;psCodBarrasAnt IN FI_COMPLTITULO.CODBARRA%TYPE,
PKG_FIREMPAGTOELETR;PACKAGE BODY;1117;psformapagamento IN FI_COMPLTITULO.FORMAPAGAMENTO%TYPE,
PKG_FIREMPAGTOELETR;PACKAGE BODY;1735;FROM FI_COMPLTITULO COMP
PKG_FIREMPAGTOELETR;PACKAGE BODY;1747;FROM FI_COMPLTITULO COMP
PKG_FIREMPAGTOELETR;PACKAGE BODY;2001;vsCodBarrasAnt FI_COMPLTITULO.CODBARRA%TYPE,
PKG_FIREMPAGTOELETR;PACKAGE BODY;2290;vsQRCODE FI_COMPLTITULO.QRCODE%TYPE,
PKG_FIREMPAGTOELETR;PACKAGE BODY;2362;FROM FI_COMPLTITULO
PKG_IMPORTACAOTITULO;PACKAGE BODY;33;pnVLRDSCFINANC NUMBER,
PKG_IMPORTACAOTITULO;PACKAGE BODY;34;pnPCTDESCFINANC NUMBER,
PKG_IMPORTACAOTITULO;PACKAGE BODY;125;tituloemitido, vlrdscfinanc, pctdescfinanc, dtalimdscfinanc, codcarteira,
PKG_IMPORTACAOTITULO;PACKAGE BODY;144;psTITULOEMITIDO, pnVLRDSCFINANC, pnPCTDESCFINANC, pdDTALIMDSCFINANC, psCODCARTEIRA,
PKG_MAD_FATURAMENTO;PACKAGE BODY;12733;vnVlrDescForaNF mrl_titulofin.vlrdscfinanc%type,
PKG_MAD_FATURAMENTO;PACKAGE BODY;12734;vnVlrDescForaNFParc mrl_titulofin.vlrdscfinanc%type := 0,
PKG_MAD_FATURAMENTO;PACKAGE BODY;12735;vnVlrDescForaNFGerado mrl_titulofin.vlrdscfinanc%type := 0,
PKG_MAD_FATURAMENTO;PACKAGE BODY;12753;vnVlrDscFinanc mrl_titulofin.vlrdscfinanc%type := 0,
PKG_MAD_FATURAMENTO;PACKAGE BODY;12755;vnVlrTotBonifDescFinanc mrl_titulofin.vlrdscfinanc%type,
PKG_MAD_FATURAMENTO;PACKAGE BODY;12756;vnVlrTotBonifDescFinancParc mrl_titulofin.vlrdscfinanc%type,
PKG_MAD_FATURAMENTO;PACKAGE BODY;12757;vnVlrTotBonifDescFinancGerado mrl_titulofin.vlrdscfinanc%type := 0,
PKG_MAD_FATURAMENTO;PACKAGE BODY;12897;vlrdscfinanc, dtalimdscfinanc, dtaentrada,
PKG_MAD_FATURAMENTO;PACKAGE BODY;12919;a.vlrdscfinanc, x.dtalimdscfinanc, x.dtaentrada,
PKG_MAD_FATURAMENTO;PACKAGE BODY;13026;vlrdscfinanc, dtalimdscfinanc, dtaentrada,
PKG_MAD_FATURAMENTO;PACKAGE BODY;13048;a.vlrdscfinanc, a.dtalimdscfinanc, a.dtaentrada,
PKG_MAD_FATURAMENTO;PACKAGE BODY;13086;vlrdscfinanc, dtalimdscfinanc, dtaentrada,
PKG_MAD_FATURAMENTO;PACKAGE BODY;13107;a.vlrdscfinanc, a.dtalimdscfinanc, a.dtaentrada,
PKG_MAD_FATURAMENTO;PACKAGE BODY;13148;nossonumero, tituloemitido, vlrdscfinanc, dtalimdscfinanc,
PKG_MAD_FATURAMENTO;PACKAGE BODY;14216;vnVlrDscFinanc := 0,
PKG_MAD_FATURAMENTO;PACKAGE BODY;14218;/*for i in ( select x.nrodocumento, x.seriedoc, x.nroempresa, sum(nvl(x.vlrdscfinanc,0)/x.vlroriginal) vlrdscfinanc
PKG_MAD_FATURAMENTO;PACKAGE BODY;14220;where x.vlrdscfinanc > 0
PKG_MAD_FATURAMENTO;PACKAGE BODY;14256;vnVlrDscFinanc := nvl(vnVlrDscFinanc,0) + (nvl(i.vlrdscfinanc,0)* vnVlrEmbInformado),
PKG_MAD_FATURAMENTO;PACKAGE BODY;14257;vnVlrDscFinanc := round((vnVlrDscFinanc/vnQtdParcela),2),
PKG_MAD_FATURAMENTO;PACKAGE BODY;14267;select avg(round(nvl(x.vlrdscfinanc,0)/x.vlroriginal,2 )) vlrdscfinanc
PKG_MAD_FATURAMENTO;PACKAGE BODY;14270;where x.vlrdscfinanc > 0
PKG_MAD_FATURAMENTO;PACKAGE BODY;14285;vnVlrDscFinanc := round(nvl(vnVlrDscFinanc,0) + (nvl(vnPercDescFinanc,0)* vnVlrParcela), 2),
PKG_MAD_FATURAMENTO;PACKAGE BODY;14287;vnVlrDscFinanc := 0,
PKG_MAD_FATURAMENTO;PACKAGE BODY;14292;vnVlrDscFinanc := 0,
PKG_MAD_FATURAMENTO;PACKAGE BODY;14472;vlrdscfinanc,
PKG_MAD_FATURAMENTO;PACKAGE BODY;14562;) + nvl(vnVlrDscFinanc, 0))
PKG_MAD_FATURAMENTO;PACKAGE BODY;14565;end vlrdscfinanc,
PKG_MAD_FATURAMENTO;PACKAGE BODY;14577;decode (vnVlrTotBonifDescFinancParc + nvl(vnVlrDscFinanc, 0),
PKG_MAD_FATURAMENTO;PACKAGE BODY;14579;(decode (decode (Vsindgeradescforanf, 'F', Vnvlrdescforanfparc + nvl(vnVlrDscFinanc, 0), case when a.apporigem = 2 and w.tipdocfiscal = 'D' then decode(vsIndGeraDescFinTitDev,'S',Vnvlrdescforanfparc,0) + nvl(vnVlrDscFinanc, 0) else 0 end),
PKG_MAD_FATURAMENTO;PACKAGE BODY;14630;+ nvl(vnVlrDscFinanc, 0) = vnVlrParcela
PKG_MAD_FATURAMENTO;PACKAGE BODY;14706;vlrdscfinanc,
PKG_MAD_FATURAMENTO;PACKAGE BODY;14793;) + nvl(vnVlrDscFinanc, 0)) vlrdscfinanc,
PKG_MAD_FATURAMENTO;PACKAGE BODY;14805;decode (vnVlrTotBonifDescFinancParc + nvl(vnVlrDscFinanc, 0),
PKG_MAD_FATURAMENTO;PACKAGE BODY;14807;(decode (decode (Vsindgeradescforanf, 'F', Vnvlrdescforanfparc + nvl(vnVlrDscFinanc, 0), case when a.apporigem = 2 and w.tipdocfiscal = 'D' then decode(vsIndGeraDescFinTitDev,'S',Vnvlrdescforanfparc,0) + nvl(vnVlrDscFinanc, 0) else 0 end),
PKG_MAD_FATURAMENTO;PACKAGE BODY;14853;+ nvl(vnVlrDscFinanc, 0) = vnVlrParcela
PKG_MAD_FATURAMENTO;PACKAGE BODY;14930;vlrdscfinanc,
PKG_MAD_FATURAMENTO;PACKAGE BODY;15019;) + nvl(vnVlrDscFinanc, 0)) vlrdscfinanc,
PKG_MAD_FATURAMENTO;PACKAGE BODY;15033;decode (vnVlrTotBonifDescFinancParc + nvl(vnVlrDscFinanc, 0),
PKG_MAD_FATURAMENTO;PACKAGE BODY;15035;(decode (decode (Vsindgeradescforanf, 'F', Vnvlrdescforanfparc + nvl(vnVlrDscFinanc, 0), case when a.apporigem = 2 and w.tipdocfiscal = 'D' then decode(vsIndGeraDescFinTitDev,'S',Vnvlrdescforanfparc,0) + nvl(vnVlrDscFinanc, 0) else 0 end),
PKG_MAD_FATURAMENTO;PACKAGE BODY;15080;+ nvl(vnVlrDscFinanc, 0) = vnVlrParcela
PKG_MAD_FATURAMENTO;PACKAGE BODY;15150;vlrdscfinanc,
PKG_MAD_FATURAMENTO;PACKAGE BODY;15237;) + nvl(vnVlrDscFinanc, 0)) vlrdscfinanc,
PKG_MAD_FATURAMENTO;PACKAGE BODY;15251;decode (vnVlrTotBonifDescFinancParc + nvl(vnVlrDscFinanc, 0),
PKG_MAD_FATURAMENTO;PACKAGE BODY;15253;(decode (decode (Vsindgeradescforanf, 'F', Vnvlrdescforanfparc + nvl(vnVlrDscFinanc, 0), case when a.apporigem = 2 and w.tipdocfiscal = 'D' then decode(vsIndGeraDescFinTitDev,'S',Vnvlrdescforanfparc,0) + nvl(vnVlrDscFinanc, 0) else 0 end),
PKG_MAD_FATURAMENTO;PACKAGE BODY;15298;+ nvl(vnVlrDscFinanc, 0) = vnVlrParcela
PKG_MAD_FATURAMENTO;PACKAGE BODY;21185;vlrdscfinanc, dtalimdscfinanc, dtaentrada,
PKG_MAD_FATURAMENTO;PACKAGE BODY;21207;a.vlrdscfinanc, a.dtalimdscfinanc, a.dtaentrada,
PKG_MAD_FATURAMENTO;PACKAGE BODY;22438;vnVlrDescFinancOrig MRL_TITULOFIN.VLRDSCFINANC%TYPE,
PKG_MAD_FATURAMENTO;PACKAGE BODY;22506;SELECT SUM(VLRORIGINAL), SUM(VLRDSCFINANC), max(PERCDESCFINANC)
PKG_MCS_ARRENDAMENTOMERCANTIL;PACKAGE BODY;338;TIPOVENCORIGINAL, TITULOEMITIDO, VLRDSCFINANC, PCTDESCFINANC, CODCARTEIRA,
PKG_MCS_ARRENDAMENTOMERCANTIL;PACKAGE BODY;395;SERIEDOC, VLRORIGINAL, DTAEMISSAO, DTAVENCIMENTO, TIPOVENCORIGINAL, TITULOEMITIDO, VLRDSCFINANC,
PKG_MCS_ARRENDAMENTOMERCANTIL;PACKAGE BODY;396;PCTDESCFINANC, CODCARTEIRA, TITULOCAIXA, TIPONEGOCIACAO, PERJUROMORA, DTAMOVIMENTO, ORIGEM,
PKG_MCS_ARRENDAMENTOMERCANTIL;PACKAGE BODY;871;VLRDSCFINANC,
PKG_MCS_ARRENDAMENTOMERCANTIL;PACKAGE BODY;872;PCTDESCFINANC,
PKG_MCS_CONTRATO;PACKAGE BODY;2833;VLRDSCFINANC,
PKG_MCS_CONTRATO;PACKAGE BODY;2834;PCTDESCFINANC,
PKG_MCS_CONTRATO;PACKAGE BODY;2872;0 VLRDSCFINANC,
PKG_MCS_CONTRATO;PACKAGE BODY;2873;0 PCTDESCFINANC,
PKG_MCS_CONTRATO;PACKAGE BODY;2985;VLRDSCFINANC,
PKG_MCS_CONTRATO;PACKAGE BODY;2986;PCTDESCFINANC,
PKG_MCS_CONTRATO;PACKAGE BODY;3458;VLRDSCFINANC,
PKG_MCS_CONTRATO;PACKAGE BODY;3459;PCTDESCFINANC,
PKG_MCS_CONTRATO;PACKAGE BODY;3497;0 VLRDSCFINANC,
PKG_MCS_CONTRATO;PACKAGE BODY;3498;0 PCTDESCFINANC,
PKG_MLF_RECEBIMENTO;PACKAGE BODY;18310;VLRDSCFINANC, DTAVENCIMENTO, VLRORIGINAL,
PKG_MLF_RECEBIMENTO;PACKAGE BODY;18673;VLRDSCFINANC, DTAVENCIMENTO, VLRORIGINAL,
PKG_MLF_RECEBIMENTO;PACKAGE BODY;18789;VLRDSCFINANC, DTAVENCIMENTO, VLRORIGINAL,
PKG_MLF_RECEBIMENTO;PACKAGE BODY;18853;VLRDSCFINANC, DTAVENCIMENTO, VLRORIGINAL,
PKG_MLF_RECEBIMENTO;PACKAGE BODY;18897;VLRDSCFINANC, DTAVENCIMENTO, VLRORIGINAL,
PKG_MLF_RECEBIMENTO;PACKAGE BODY;19084;VLRDSCFINANC,
PKG_MLF_RECEBIMENTO;PACKAGE BODY;19128;VLRDSCFINANC,
PKG_MLF_RECEBIMENTO;PACKAGE BODY;19199;0 VLRDSCFINANC,
PKG_MLF_RECEBIMENTO;PACKAGE BODY;19429;VLRDSCFINANC,
PKG_MLF_RECEBIMENTO;PACKAGE BODY;19472;VLRDSCFINANC,
PKG_MLF_RECEBIMENTO;PACKAGE BODY;19537;0 VLRDSCFINANC,
PKG_MLF_RECEBIMENTO;PACKAGE BODY;19808;VLRDSCFINANC,
PKG_MLF_RECEBIMENTO;PACKAGE BODY;19852;VLRDSCFINANC,
PKG_MLF_RECEBIMENTO;PACKAGE BODY;19907;0 VLRDSCFINANC,
PKG_MLF_RECEBIMENTO;PACKAGE BODY;20186;VLRDSCFINANC, DTAVENCIMENTO, VLRORIGINAL,
PKG_MLF_RECEBIMENTO;PACKAGE BODY;20225;VLRDSCFINANC, DTAVENCIMENTO, VLRORIGINAL,
PKG_MLF_RECEBIMENTO;PACKAGE BODY;32126;vnVlrDscFinanc MRL_TITULOFIN.VLRDSCFINANC%TYPE,
PKG_MLF_RECEBIMENTO;PACKAGE BODY;32137;vnTotVlrDscFinanc number := 0,
PKG_MLF_RECEBIMENTO;PACKAGE BODY;32543;into vnVlrDscFinanc
PKG_MLF_RECEBIMENTO;PACKAGE BODY;32548;then vnVlrDscFinanc := 0,
PKG_MLF_RECEBIMENTO;PACKAGE BODY;32557;vnTotVlrDscFinanc := (vnTotVlrDscFinanc + vnVlrDscFinanc),
PKG_MLF_RECEBIMENTO;PACKAGE BODY;32565;if nvl(vnTotVlrDscFinanc,0) > 0
PKG_MLF_RECEBIMENTO;PACKAGE BODY;32568;vnPercDescFinanc := (vnTotVlrDscFinanc / vnVlrTotalItem) * 100,
PKG_MLF_RECEBIMENTO;PACKAGE BODY;32569;vnTotVlrDscFinanc := (vnTotVlrDscFinanc / vnQtdeParcelas),
PKG_MLF_RECEBIMENTO;PACKAGE BODY;32580;vnTotVlrDscFinanc := 0,
PKG_MLF_RECEBIMENTO;PACKAGE BODY;32654;VLRDSCFINANC, DTAVENCIMENTO, VLRORIGINAL,
PKG_MLF_RECEBIMENTO;PACKAGE BODY;32670;DECODE(vsIndGeraDescFinTitDev,'N',0,nvl(vnTotVlrDscFinanc,0)), vtTit.dtavencimento, vnVlrParcela,
PKG_MLF_RECEBIMENTO;PACKAGE BODY;32711;VLRDSCFINANC, DTAVENCIMENTO, VLRORIGINAL,
PKG_MLF_RECEBIMENTO;PACKAGE BODY;32727;DECODE(vsIndGeraDescFinTitDev,'N',0,nvl(vnTotVlrDscFinanc,0)), vdDtaVencimento, vnVlrParcela,
PKG_MLF_RECEBIMENTO;PACKAGE BODY;32747;VLRDSCFINANC, DTAVENCIMENTO, VLRORIGINAL,
PKG_MLF_RECEBIMENTO;PACKAGE BODY;32763;DECODE(vsIndGeraDescFinTitDev,'N',0,decode(sign(NVL(VLRDESCFINANC,0)),1,nvl(vnTotVlrDscFinanc,0),0)), DTAVENCIMENTO, vnVlrParcela,
PKG_MLF_RECEBIMENTO;PACKAGE BODY;32803;SET F.VLRDSCFINANC = F.VLRORIGINAL * (vnVlrDescNFEntr / vnVlrTotNFEntr),
PKG_MLF_RECEBIMENTO;PACKAGE BODY;32884;SET F.VLRDSCFINANC = DECODE(vsIndGeraDescFinTitDev,'N',0,vnTotalDescFin),
PKG_MLF_RECEBIMENTO;PACKAGE BODY;32909;--vnVlrDescFinancOrig MRL_TITULOFIN.VLRDSCFINANC%TYPE,
PKG_MLF_RECEBIMENTO;PACKAGE BODY;32925;vnVlrDscFinanc MLF_AUXNFVENCIMENTO.VLRDESCFINANC%TYPE,
PKG_MLF_RECEBIMENTO;PACKAGE BODY;32933;vnVlrDscFinancAux MRL_TITULOFIN.VLRDSCFINANC%TYPE,
PKG_MLF_RECEBIMENTO;PACKAGE BODY;33028;/*SELECT SUM(VLRORIGINAL), SUM(VLRDSCFINANC), max(PERCDESCFINANC)
PKG_MLF_RECEBIMENTO;PACKAGE BODY;33055;F.DTAVENCTOBOLETO, sum(F.VLRORIGINAL) VLRORIGINAL, sum(F.VLRDSCFINANC) VLRDSCFINANC,
PKG_MLF_RECEBIMENTO;PACKAGE BODY;33144;-- vnVlrDscFinanc := (NVL(vnTotalNFParc, vtTbl.VLRORIGINAL) * vtTbl.PERCDESCFINANC) / 100,
PKG_MLF_RECEBIMENTO;PACKAGE BODY;33203;vnPercDscFinancParc := (vtTbl.vlrdscfinanc / (vnVlrItemParc + vtTbl.vlrdscfinanc)) * 100,
PKG_MLF_RECEBIMENTO;PACKAGE BODY;33204;vnVlrDscFinanc := (vnTotalNFParcBonif * (vnPercDscFinancParc / 100)),
PKG_MLF_RECEBIMENTO;PACKAGE BODY;33205;elsif vtTbl.vlrdscfinanc > 0 then
PKG_MLF_RECEBIMENTO;PACKAGE BODY;33219;if vnVlrItemParc != vtTbl.vlrdscfinanc then
PKG_MLF_RECEBIMENTO;PACKAGE BODY;33220;vnVlrDscFinanc := (NVL(vnTotalNFParc, vtTbl.VLRORIGINAL) * vtTbl.PERCDESCFINANC) / 100,
PKG_MLF_RECEBIMENTO;PACKAGE BODY;33244;SELECT decode(vsIndDevCargaTotal, 'S', vtTbl.Vlrdscfinanc, COALESCE(vnVlrDscFinanc, vtTbl.Vlrdscfinanc, 0))
PKG_MLF_RECEBIMENTO;PACKAGE BODY;33245;into vnVlrDscFinancAux
PKG_MLF_RECEBIMENTO;PACKAGE BODY;33256;nvl(vnVlrDscFinancAux, 0), vtTbl.DTAVENCTOBOLETO, 'F',
PKG_MLF_RECEBIMENTO;PACKAGE BODY;33257;'A', decode(nvl(vnVlrDscFinancAux,0),0,0,decode(vsIndDevCargaTotal, 'S', vtTbl.Percdescfinanc, nvl(vnPercDscFinancParc, vtTbl.PERCDESCFINANC))),
PKG_MLF_RECEBIMENTO;PACKAGE BODY;36355;F.VLRDSCFINANC , F.VLRVENDOR, F.DTAVENCTOBOLETO,
PKG_MLF_RECEBIMENTO;PACKAGE BODY;39749;SELECT V.VLRORIGINAL - NVL(V.VLRDSCFINANC, 0) - NVL(V.VLRDESCCONTRATO, 0) VLRTOTAL, V.PERCDESCFINANC, NULL SEQAUXNFVENCTO,
PKG_MLF_RECEBIMENTO;PACKAGE BODY;39961;SELECT V.VLRORIGINAL - NVL(V.VLRDSCFINANC, 0) - NVL(V.VLRDESCCONTRATO, 0) VLRTOTAL, V.PERCDESCFINANC, NULL SEQAUXNFVENCTO,
PKG_MONITOR;PACKAGE BODY;11829;seqctacorrente, tituloemitido, vlrdscfinanc, indreplicacao, indexportacao, vlroutraoperacao,
PKG_MONITOR;PACKAGE BODY;11866;0 vlrdscfinanc,
PKG_MRL_PDV;PACKAGE BODY;5942;vlrdscfinanc, dtalimdscfinanc, dtaentrada, indreplicacao,
PKG_MRL_PDV;PACKAGE BODY;5964;0 vlrdscfinanc, null dtalimdscfinanc, trunc(a.dtainicio) dtaentrada, 'S' indreplicacao,
PKG_MRL_PDV;PACKAGE BODY;8357;vlrdscfinanc, dtalimdscfinanc, dtaentrada, indreplicacao,
PKG_MRL_PDV;PACKAGE BODY;8381;0 vlrdscfinanc, null dtalimdscfinanc, a.dtadigitada dtaentrada, 'S' indreplicacao,
PKG_MRL_PDV;PACKAGE BODY;10527;vlrdscfinanc, dtalimdscfinanc, dtaentrada, indreplicacao,
PKG_MRL_PDV;PACKAGE BODY;10550;0 vlrdscfinanc, null dtalimdscfinanc, TRUNC(A.DTAHORMOVTO) dtaentrada, 'S' indreplicacao,
PKG_MRL_PDV;PACKAGE BODY;12132;lpad(d.vlrdscfinanc*100,5,0) ||
PKG_MRL_PDV;PACKAGE BODY;12155;lpad(d.vlrdscfinanc*100,5,0) ||
PKG_NFDEVOLUCAOFORNEC;PACKAGE BODY;3830;select sum(A.VLRORIGINAL), NVL(SUM(A.VLROPCONTRATODESC),0), NVL(SUM(A.VLRDESCCONTRATO),0), NVL(SUM(A.VLRDSCFINANC),0)
PKG_NFDEVOLUCAOFORNEC;PACKAGE BODY;3898;VLRDSCFINANC,
PKG_NFDEVOLUCAOFORNEC;PACKAGE BODY;3949;end, --VLRDSCFINANC
PKG_NFDEVOLUCAOFORNEC;PACKAGE BODY;4015;VLRDSCFINANC,
PKG_NFDEVOLUCAOFORNEC;PACKAGE BODY;4066;end, --VLRDSCFINANC
PKG_NFDEVOLUCAOFORNEC;PACKAGE BODY;6113;SELECT V.VLRORIGINAL - NVL(V.VLRDSCFINANC, 0) - NVL(V.VLRDESCCONTRATO, 0) VLRTOTAL, V.PERCDESCFINANC, NULL SEQAUXNFVENCTO,
PKG_ORNFDESPESA;PACKAGE BODY;3785;vnDescFinanceiro FI_INTTITULO.VLRDSCFINANC%TYPE,
PKG_ORNFDESPESA;PACKAGE BODY;3786;vnPctDescFinanceiro FI_INTTITULO.PCTDESCFINANC%TYPE,
PKG_ORNFDESPESA;PACKAGE BODY;3811;vnPctDescFinanceiro := 0,
PKG_ORNFDESPESA;PACKAGE BODY;3815;vnPctDescFinanceiro := ROUND(( pnVlrDesc / pnVlrTitulo ) * 100 ,2 ),
PKG_ORNFDESPESA;PACKAGE BODY;3849;VLRDSCFINANC, PCTDESCFINANC, DTALIMDSCFINANC,
PKG_ORNFDESPESA;PACKAGE BODY;3869;vnDescFinanceiro, vnPctDescFinanceiro, vdDtaDescFinanceiro,
PKG_PDVACRUXINTERFACE;PACKAGE BODY;2055;nossonumero, tituloemitido, vlrdscfinanc, dtalimdscfinanc,
PKG_PDVACRUXINTERFACE;PACKAGE BODY;2454;nossonumero, tituloemitido, vlrdscfinanc, dtalimdscfinanc,
PKG_PDVACRUXINTERFACE;PACKAGE BODY;2484;x.nossonumero, x.tituloemitido, x.vlrdscfinanc, x.dtalimdscfinanc,
PKG_PDVZANTHUS;PACKAGE BODY;870;vlrdscfinanc, dtalimdscfinanc, dtaentrada, indreplicacao,
PKG_RFNFDESPESA;PACKAGE BODY;47;VLRDSCFINANC, PCTDESCFINANC, DTALIMDSCFINANC,
SPEXP_SAPPAOACUCARMNF;PROCEDURE;221;lpad(nvl(d.vlrdscfinanc*100,0),5,0),232,' ') ||
SPEXP_SAPPAOACUCARMNF;PROCEDURE;244;lpad(nvl(d.vlrdscfinanc*100,0),5,0),58,' ') ||
SPHC_CRIABOLETO;PROCEDURE;115;update fi_compltitulo
SPIMP_MEGASUL;PROCEDURE;152;vlrdscfinanc, dtalimdscfinanc, dtaentrada, indreplicacao,
SPIMP_MEGASUL;PROCEDURE;167;0 vlrdscfinanc, null dtalimdscfinanc, null dtaentrada, 'S' indreplicacao,
SPMRL_CANCGARANTIAESTENDIDA;PROCEDURE;62;vlrdscfinanc, dtalimdscfinanc, dtaentrada,
SPMRL_CANCGARANTIAESTENDIDA;PROCEDURE;84;a.vlrdscfinanc, a.dtalimdscfinanc, a.dtaentrada,
SPMRL_IMPARQGARANTIAMAPFRE;PROCEDURE;168;vlrdscfinanc,
SPMRL_IMPARQGARANTIAMAPFRE;PROCEDURE;169;pctdescfinanc,
SPMRL_IMPARQGARANTIAMAPFRE;PROCEDURE;209;0 as vlrdscfinanc,
SPMRL_IMPARQGARANTIAMAPFRE;PROCEDURE;210;0 as pctdescfinanc,
SPMRL_IMPARQGARANTIAMAPFRE;PROCEDURE;287;vlrdscfinanc,
SPMRL_IMPARQGARANTIAMAPFRE;PROCEDURE;288;pctdescfinanc,
SPMRL_IMPARQGARANTIAMAPFRE;PROCEDURE;324;0 as vlrdscfinanc,
SPMRL_IMPARQGARANTIAMAPFRE;PROCEDURE;325;0 as pctdescfinanc,
SPMRL_INSEREPRODUTOGAREST;PROCEDURE;161;vlrdscfinanc,
SPMRL_INSEREPRODUTOGAREST;PROCEDURE;211;0 as vlrdscfinanc,
SP_AGRUPAFATURAMENTO;PROCEDURE;28;sum(a.vlrdscfinanc) vlrdscfinanc,
SP_AGRUPAFATURAMENTO;PROCEDURE;90;vlrdscfinanc,
SP_AGRUPAFATURAMENTO;PROCEDURE;107;t.vlrdscfinanc
SP_AGRUPAFATURAMENTO;PROCEDURE;128;vlrjuromora, vlrcomissao, vlrdscfinanc, vlrdesccomerc,
SP_AGRUPAFATURAMENTO;PROCEDURE;142;t.vlrjuromora, t.vlrcomissao, t.vlrdscfinanc, t.vlrdesccomerc,
SP_AVALDIVERGNFPEDIDO;PROCEDURE;615;VLRDSCFINANC,
SP_CANCELATITCONVENIO;PROCEDURE;68;VLRDSCFINANC,
SP_CANCELATITCONVENIO;PROCEDURE;69;PCTDESCFINANC,
SP_CANCELATITCONVENIO;PROCEDURE;145;VLRDSCFINANC,
SP_CANCELATITCONVENIO;PROCEDURE;146;PCTDESCFINANC,
SP_CANCELATITCONVENIO;PROCEDURE;244;VLRDSCFINANC,
SP_CANCELATITCONVENIO;PROCEDURE;245;PCTDESCFINANC,
SP_CANCELATITCONVENIO;PROCEDURE;320;0, --VLRDSCFINANC,
SP_CANCELATITCONVENIO;PROCEDURE;321;0, --PCTDESCFINANC,
SP_CANCELATITCONVENIO;PROCEDURE;372;FI_COMPLTITULO C,
SP_EXECAPUCAMPRECOMPMGM;PROCEDURE;69;vlrdscfinanc,
SP_EXECAPUCAMPRECOMPMGM;PROCEDURE;70;pctdescfinanc,
SP_EXECAPUCAMPRECOMPMGM;PROCEDURE;100;0 as vlrdscfinanc,
SP_EXECAPUCAMPRECOMPMGM;PROCEDURE;101;0 as pctdescfinanc,
SP_EXPCTE;PROCEDURE;423;NVL(A.VLRDESCISS, 0) - A.VLRDSCFINANC) as M004_VL_DUPLICATA
SP_EXPNFE_2G;PROCEDURE;2789;A.VLRDSCFINANC
SP_EXPNFE_OPHOS;PROCEDURE;1206;A.VLRDSCFINANC
SP_GERAFECHCCFLEXGERAL;PROCEDURE;45;vlrdscfinanc,
