LOJA;DEPARTAMENTO;CODIGO_PRODUTO;DESCRICAO_PRODUTO;STATUS_COMPRA;CUSTO_BRUTO;CUSTO_LIQUIDO;CODIGO_TRANSICAO
15;NAO ALIMENTO;22259;PORTA RETR VIDRO 10X5CM VERTICAL;A;0;0;1021952
15;NAO ALIMENTO;22260;PORTA RETR VIDRO 15X20CM HORIZONTAL;A;0;0;1021956
15;NAO ALIMENTO;22261;PORTA RETR VIDRO 15X20CM VERTICAL;A;0;0;1021957
15;NAO ALIMENTO;22262;PORTA RETR WELLMIX 10X15CM WX14449;A;0;0;3307270
15;NAO ALIMENTO;38162;PORTA RETRATO 10X15CM;A;0;0;1006144
15;NAO ALIMENTO;31958;PORTA RETRATO DIA DAS MAES 17X12CM;A;0;0;1017573
15;NAO ALIMENTO;37548;PORTA RETRATO MDF 12X17CM;A;0;0;3127953
15;NAO ALIMENTO;37549;PORTA RETRATO PS GLAM 10X15CM;A;0;0;1005760
15;NAO ALIMENTO;38178;PORTA RETRATO RUSTIC 20X15CM;A;0;0;3127959
15;NAO ALIMENTO;7497;PORTA SAB ALC GEL SANREMO SR1600 33;A;3,45;3,45;3126712
15;NAO ALIMENTO;22264;PORTA SAB LIQ 2020 (A);A;0;0;1020904
15;NAO ALIMENTO;22265;PORTA SAB LIQ 250ML B2;A;0;0;1022173
15;NAO ALIMENTO;22266;PORTA SAB LIQ BLEND 330ML;A;0;0;1022065
15;NAO ALIMENTO;9944;PORTA SAB LIQ COZA SPLASH VBO 0465;A;0;0;3125029
15;NAO ALIMENTO;22267;PORTA SAB LIQ GRANO BCO 300ML;A;11,58;11,58;1022200
15;NAO ALIMENTO;22268;PORTA SAB LIQ LIEGE 400ML;A;0;0;1019649
15;NAO ALIMENTO;22269;PORTA SAB LIQ LIEGE CRISTALE 350ML;A;0;0;1019642
15;NAO ALIMENTO;22270;PORTA SAB LIQ LIEGE GLAM 400ML;A;0;0;1022201
15;NAO ALIMENTO;22271;PORTA SAB LIQ LISO 330ML;A;0;0;1019589
15;NAO ALIMENTO;22272;PORTA SAB LIQ RETRO 500ML;A;0;0;1017846
15;NAO ALIMENTO;22273;PORTA SAB LIQ RETRO PORCE;A;0;0;3124770
15;NAO ALIMENTO;22274;PORTA SAB LIQ SAFIRA 330ML;A;0;0;1019647
15;NAO ALIMENTO;22275;PORTA SAB LIQ SANREMO 280ML;A;3,45;3,45;3126805
15;NAO ALIMENTO;22276;PORTA SAB LIQ VD 450ML-181977;A;0;0;1005291
15;NAO ALIMENTO;22277;PORTA SAB LIQ VD 450ML-181978;A;0;0;1005292
15;NAO ALIMENTO;22278;PORTA SAB LIQ VD C/TAMPA 220ML;A;0;0;1021912
15;NAO ALIMENTO;22279;PORTA SAB LIQ VD C/TAMPA 220ML;A;0;0;1022160
15;NAO ALIMENTO;22280;PORTA SAB LIQ VM 320ML;A;0;0;1017869
15;NAO ALIMENTO;7498;PORTA SABAO PO SANREMO 268;I;0;0;0093712
15;NAO ALIMENTO;38387;PORTA SABONETE LIQUIDO FOSCO A1;A;0;0;
15;NAO ALIMENTO;22283;PORTA SAQUINHO HIP/ANIMAIS R.PS4140X;A;0;0;1300719
15;NAO ALIMENTO;22284;PORTA TALHERES CROMADO 10X15,5CM;A;0;0;1021490
15;NAO ALIMENTO;22285;PORTA TALHERES ERCAPLAST C/TAMPA GOLD;A;0;0;1001014
15;NAO ALIMENTO;22286;PORTA TALHERES ERCAPLAST S/TAMPA GOLD;A;0;0;1001012
15;NAO ALIMENTO;35304;PORTA TALHERES GRANDE SANREMO;I;0;0;0069304
15;NAO ALIMENTO;22287;PORTA TALHERES INOX VAZADO PREMIUM;A;0;0;1021731
15;NAO ALIMENTO;22288;PORTA TALHERES INOX VAZADO PREMIUM 15X10CM;A;0;0;1021286
15;NAO ALIMENTO;22290;PORTA TALHERES S TAMPA SANREMO R356;I;0;0;0013342
15;NAO ALIMENTO;22289;PORTA TALHERES S/TAMPA KEITA;A;0;0;1017617
15;NAO ALIMENTO;38094;PORTA TEMP 4PCS 7 5X6X8CM;A;0;0;
15;NAO ALIMENTO;22292;PORTA TOAL P/BANCADA PIAZZA;A;0;0;3126143
15;NAO ALIMENTO;7499;PORTA TOALHA FAME;A;0;0;1003544
15;NAO ALIMENTO;37762;PORTA TOALHA P BANCADA SE;A;0;0;3126142
15;NAO ALIMENTO;33997;PORTA TRAVESSEIRO MILANO COLOR CORTTEX SORTLIS;A;0;0;1023955
15;NAO ALIMENTO;35955;PORTA VINAGRE DEC B2;A;0;0;1001552
15;NAO ALIMENTO;37242;PORTA VINAGRE PLASUTIL DEC;A;0;0;1006393
15;NAO ALIMENTO;36569;POTE C TAMPA POLIPROP MIX COLOR 2L;A;0;0;1005920
15;NAO ALIMENTO;35097;POTE C VALVULA 380ML MINNIE RSA;A;0;0;1024972
15;NAO ALIMENTO;35106;POTE C VALVULA QD 170ML MINNIE;A;0;0;1024991
15;NAO ALIMENTO;31959;POTE C/ROSCA E.MATE 1,8L-8171;A;0;0;1016823
15;NAO ALIMENTO;37226;POTE DE VIDRO MACARON 425ML;A;0;0;1001989
15;NAO ALIMENTO;35086;POTE DEC QUADRADO 580ML ANGEL;A;0;0;1024964
15;NAO ALIMENTO;35087;POTE DEC QUADRADO 580ML MICKEY;A;0;0;1024965
15;NAO ALIMENTO;31960;POTE DIAMOND VD RED C/TAMP 800ML PT;A;0;0;1019562
15;NAO ALIMENTO;31961;POTE DIAMOND VD RED C/TAMP 800ML ROSE;A;0;0;1019576
15;NAO ALIMENTO;35678;POTE DOSADOR SORT;A;0;0;1014853
15;NAO ALIMENTO;34430;POTE FREEZER MICROONDAS 250ML G 313 SF;A;0;0;1024428
15;NAO ALIMENTO;35945;POTE HERM PLAST 280ML WELLMIX RF476;A;0;0;3127096
15;NAO ALIMENTO;35190;POTE HERMET RETANGULAR 1 050ML VIDRO;I;0;0;3128044
15;NAO ALIMENTO;35177;POTE HERMET RETANGULAR 1 500ML VIDRO;A;0;0;3128045
15;NAO ALIMENTO;35180;POTE HERMET RETANGULAR 370ML VIDRO;A;0;0;3128046
15;NAO ALIMENTO;35178;POTE HERMET RETANGULAR 640ML VIDRO;A;0;0;3128043
15;NAO ALIMENTO;34443;POTE HERMETICO 520ML QUADRADO;A;0;0;1024449
15;NAO ALIMENTO;34438;POTE HERMETICO 640ML RETANGULAR;A;0;0;1017770
15;NAO ALIMENTO;34442;POTE HERMETICO 800ML QUADRADO;A;0;0;1024448
15;NAO ALIMENTO;37078;POTE HERMETICO AZ CLARO 800ML;A;0;0;
15;NAO ALIMENTO;37067;POTE HERMETICO C DIVISORIA 630ML;A;0;0;
15;NAO ALIMENTO;37055;POTE HERMETICO C DIVISORIA PT 1 04L;A;0;0;
15;NAO ALIMENTO;37161;POTE HERMETICO C TAMPA BAMBU 200ML;A;3,36;3,15;
15;NAO ALIMENTO;37076;POTE HERMETICO QD AZ CLARO 520ML;A;0;0;
15;NAO ALIMENTO;37072;POTE HERMETICO QD BRANCO 320ML;A;0;0;
15;NAO ALIMENTO;31962;POTE HERMETICO RET 1520ML;A;0;0;1017635
15;NAO ALIMENTO;31963;POTE HERMETICO RET 370ML;A;0;0;1017634
15;NAO ALIMENTO;34439;POTE HERMETICO RETANGULAR 640ML COM DIVISORIA;A;0;0;1024445
15;NAO ALIMENTO;31964;POTE HERMETICO VD RET FIXY VM 1L;A;0;0;1019569
15;NAO ALIMENTO;37071;POTE HERMETICO VERMELHO 1 5L;A;0;0;
15;NAO ALIMENTO;37069;POTE HERMETICO VERMELHO 180ML;A;0;0;
15;NAO ALIMENTO;7501;POTE INVICTA VIDRO TENDENZA 1,3L MIX MET FRENCH;A;0;0;3127597
15;NAO ALIMENTO;7502;POTE INVICTA VIDRO TENDENZA 750ML MIX MET FRENCH;A;9,78;9,78;3127598
15;NAO ALIMENTO;33353;POTE LISO 1X2LTS;A;0;0;1023309
15;NAO ALIMENTO;33354;POTE LISO 1X6LTS;A;0;0;1023310
15;NAO ALIMENTO;33355;POTE LISO 880ML;A;0;0;1023311
15;NAO ALIMENTO;34444;POTE MANDACARU 800ML NADIR;A;0;0;1024450
15;NAO ALIMENTO;34450;POTE MANDACARU NADIR 1 2L C TAMPA;A;0;0;1024455
15;NAO ALIMENTO;34451;POTE MANDACARU NADIR 2L C TAMPA;A;0;0;1024456
15;NAO ALIMENTO;31965;POTE MANT TAMPA ROSCA 3L VERDE;A;0;0;1002670
15;NAO ALIMENTO;37225;POTE MORANGO EUROMIRROR 425ML RFA57;A;0;0;3126897
15;NAO ALIMENTO;37533;POTE MULTIUSO 1 8 L BRANCO;A;0;0;1002675
15;NAO ALIMENTO;37576;POTE MULTIUSO 2 5 PRETO;A;0;0;1002681
15;NAO ALIMENTO;7503;POTE MUNDIART INOX DIVERSOS;A;0;0;1022420
15;NAO ALIMENTO;38383;POTE PIPOCA COPA DO MUNDO;A;0;0;
15;NAO ALIMENTO;33490;POTE PLASTICO 450ML FEST CORES DUO;A;1,93;1,93;3126878
15;NAO ALIMENTO;37554;POTE PLASTICO SANREMO SR10 44;A;2,61;2,25;37554
15;NAO ALIMENTO;7504;POTE PLASUTIL 2L DECORADO RET 3122;A;0;0;1001462
15;NAO ALIMENTO;10037;POTE PLASUTIL DEC ABACAXI CLIC SORT;A;0;0;3124713
15;NAO ALIMENTO;10047;POTE PLASUTIL DEC FL QUAD 1.1L;A;0;0;1001504
15;NAO ALIMENTO;10048;POTE PLASUTIL DEC FL QUAD 1.6L;A;0;0;1001505
15;NAO ALIMENTO;10045;POTE PLASUTIL DEC FL QUAD 2.85L;A;0;0;1001529
15;NAO ALIMENTO;10046;POTE PLASUTIL DEC FL RET 620ML;A;0;0;1001467
15;NAO ALIMENTO;10043;POTE PLASUTIL DEC FRUTAS RET 3L;A;0;0;1001465
15;NAO ALIMENTO;10044;POTE PLASUTIL DEC RET 1.2L;A;0;0;1001460
15;NAO ALIMENTO;7505;POTE PLASUTIL PAPINHA BAILAR 3221;A;0;0;1006356
15;NAO ALIMENTO;10040;POTE PLASUTIL PAPINHA URSA;A;0;0;1006358
15;NAO ALIMENTO;10041;POTE PLASUTIL PAPINHA URSO;A;0;0;1006373
15;NAO ALIMENTO;37577;POTE PLASUTIL PLUG QD 510ML;A;0;0;1006382
15;NAO ALIMENTO;10039;POTE PLASUTIL VALV MICKEY QD 400ML;A;0;0;1022167
15;NAO ALIMENTO;10038;POTE PLASUTIL VALV MICKEY RET 380ML;A;0;0;1022164
15;NAO ALIMENTO;10042;POTE PLASUTIL VERM POP SORT;A;0;0;3124715
15;NAO ALIMENTO;7506;POTE PLASVALE 1,5L;A;0;0;3125761
15;NAO ALIMENTO;10049;POTE PLASVALE FREEZER/MICRO 2.3L;A;0;0;3123701
15;NAO ALIMENTO;31966;POTE POP RET 1 2L 5774;A;0;0;1016824
15;NAO ALIMENTO;33478;POTE POP RET 1 2L 5774 FEIRINHA 200BF;A;0;0;
15;NAO ALIMENTO;33486;POTE POP RET 1 2L 5774 PLASTICO POP;A;0;0;
15;NAO ALIMENTO;33356;POTE QUADRADO DIAMANTE C TAMPA 1 LTS;A;0;0;1023312
15;NAO ALIMENTO;33357;POTE QUADRADO DIAMANTE C TAMPA LISO 1LTS;A;0;0;1023313
15;NAO ALIMENTO;35289;POTE RET SANREMO 4 5L;I;0;0;3127759
15;NAO ALIMENTO;34429;POTE RETANGULAR 500ML G 306 SF;A;0;0;1024427
15;NAO ALIMENTO;7507;POTE SANREMO 3 7L SR132 6;A;8,77;7,57;3125795
15;NAO ALIMENTO;7508;POTE SANREMO 3UN SR165 7;A;7,86;6,79;7508
15;NAO ALIMENTO;10051;POTE SANREMO C TRAVA 2L;I;0;0;3126510
15;NAO ALIMENTO;10060;POTE SANREMO C TRAVA 820ML;A;0;0;1015042
15;NAO ALIMENTO;7510;POTE SANREMO C TRAVAS SR1740 3 5L;I;0;0;3126511
15;NAO ALIMENTO;7511;POTE SANREMO C/TRAVAS SR1741 2,5L;A;0;0;3126515
15;NAO ALIMENTO;7509;POTE SANREMO C/TRAVAS SR1742 1,6L;A;0;0;3126507
15;NAO ALIMENTO;35287;POTE SANREMO DRESHY 1 4L;I;0;0;3127758
15;NAO ALIMENTO;10052;POTE SANREMO FACIL 180 6 580ML;I;0;0;0050654
15;NAO ALIMENTO;7512;POTE SANREMO FEIRINHA SR10 47;I;0;0;1016920
15;NAO ALIMENTO;35283;POTE SANREMO FRESH 820ML MODULAR;I;0;0;3125855
15;NAO ALIMENTO;35295;POTE SANREMO FRESHY 1 4L C TRAVA;I;0;0;3127757
15;NAO ALIMENTO;35290;POTE SANREMO FRESHY 1 6L C TRAVA;I;0;0;3126508
15;NAO ALIMENTO;35305;POTE SANREMO FRESHY 3 5L C TRAVA;I;0;0;3126512
15;NAO ALIMENTO;35323;POTE SANREMO FRESHY 537ML C TRAVA;I;0;0;1616731
15;NAO ALIMENTO;10053;POTE SANREMO HERM RETANG G RSR390/6;A;0;0;9800188
15;NAO ALIMENTO;10054;POTE SANREMO HERMETICO P REF380/2;A;0;0;0149365
15;NAO ALIMENTO;35301;POTE SANREMO PLAST 175ML;I;0;0;3127760
15;NAO ALIMENTO;10050;POTE SANREMO PLAST SR10 33;I;0;0;3124717
15;NAO ALIMENTO;35298;POTE SANREMO PLAST ULTRA PROT;I;0;0;3126807
15;NAO ALIMENTO;38095;POTE SANREMO PLAST ULTRA PROT SR360;A;0;0;3126806
15;NAO ALIMENTO;35282;POTE SANREMO QUAD 1 6L;I;0;0;0127493
15;NAO ALIMENTO;35285;POTE SANREMO QUAD 2 7L;I;0;0;3127761
15;NAO ALIMENTO;10056;POTE SANREMO QUAD 530ML;A;3,82;3,3;10056
15;NAO ALIMENTO;10057;POTE SANREMO QUAD 920ML 709 57;I;0;0;0149280
15;NAO ALIMENTO;10058;POTE SANREMO QUAD REF450 2;I;0;0;0027018
15;NAO ALIMENTO;10055;POTE SANREMO RED 530ML SR 545 2;I;0;0;0027023
15;NAO ALIMENTO;10059;POTE SANREMO RED 620ML;A;0;0;0081719
15;NAO ALIMENTO;37654;POTE SANREMO REDONDO 1 3L;A;5,12;4,42;9985872
15;NAO ALIMENTO;7513;POTE SANREMO RET 2 4L 722 57;I;0;0;0069335
15;NAO ALIMENTO;7514;POTE SANREMO RET 3 2L 190 6;I;0;0;3123597
15;NAO ALIMENTO;7515;POTE SANREMO RET 719 57 1 26L;I;0;0;0027290
15;NAO ALIMENTO;7516;POTE SANREMO RET ALTO 385/2;A;0;0;0027016
15;NAO ALIMENTO;7517;POTE SANREMO RET ALTO GRANDE 390 2;I;0;0;0027017
15;NAO ALIMENTO;7518;POTE SANREMO RETANG 719 57 1 26L;I;0;0;0127479
15;NAO ALIMENTO;7520;POTE SANREMO SR10 35;I;0;0;3124629
15;NAO ALIMENTO;7519;POTE SANREMO SR10 37;I;0;0;3125794
15;NAO ALIMENTO;35320;POTE SANREMO ULTRA PROT;I;0;0;3126808
15;NAO ALIMENTO;38379;POTE SUPREME RD 440ML A3;A;0;0;
15;NAO ALIMENTO;38378;POTE SUPREME RD 950ML A3;A;0;0;
15;NAO ALIMENTO;38358;POTE SUPREME RT 1 12 LT VERM;A;0;0;
15;NAO ALIMENTO;38377;POTE SUPREME RT 450ML A3;A;0;0;
15;NAO ALIMENTO;31967;POTE TASTY INGA 1050ML;A;0;0;1017995
15;NAO ALIMENTO;31968;POTE TASTY INGA 550ML;A;0;0;1017984
15;NAO ALIMENTO;37486;POTE TENDEZA MIX BR CARRARA MARROM;A;0;0;3127872
15;NAO ALIMENTO;7521;POTE TRAMONTINA 300ML MIX COLOR 25099/986;A;0;0;1005652
15;NAO ALIMENTO;7522;POTE TRAMONTINA 600ML MIX COLOR 25099/987;A;0;0;1005796
15;NAO ALIMENTO;33488;POTE TRAVA MAIS 550ML C TAMPA;A;0;0;1022851
15;NAO ALIMENTO;33350;POTE VD DIAMANTE 1X2LTS;A;0;0;1023306
15;NAO ALIMENTO;33351;POTE VD DIAMANTE 1X6LTS;A;0;0;1023307
15;NAO ALIMENTO;33352;POTE VD DIAMANTE 880ML;A;0;0;
15;NAO ALIMENTO;37053;POTE VD HERMETICO C DIVISORIA 1 04L;A;0;0;
15;NAO ALIMENTO;37219;POTE VD HERMETICO QD AZUL CLARO 1L;A;0;0;
15;NAO ALIMENTO;37591;POTE VIDRO 200ML;A;0;0;
15;NAO ALIMENTO;37735;POTE VIDRO MACARON 1L;A;0;0;1001993
15;NAO ALIMENTO;35300;POTES PLAST COLAR RF1035;I;0;0;3124131
15;NAO ALIMENTO;22293;POTICHE LYOR C/PE CRISTAL SUN;A;0;0;3126415
15;NAO ALIMENTO;36849;PRANCHA BODYBOARD 57X35CM;A;0;0;1003756
15;NAO ALIMENTO;22294;PRANCHETA OFICIO/A4 MDF;A;0;0;1016801
15;NAO ALIMENTO;31969;PRATO BOLO RD HOHOHO MM 35,5X3 FX;A;0;0;1002460
15;NAO ALIMENTO;7523;PRATO COPOMAIS DESC 21CM 10UN;A;0;0;0071147
15;NAO ALIMENTO;31970;PRATO COPOSUL PLAST BCO 15CM;A;0;0;0049773
15;NAO ALIMENTO;38115;PRATO DESC AMARELO 15CM C10;A;0;0;
15;NAO ALIMENTO;38114;PRATO DESC AZUL 15CM C10;A;0;0;
15;NAO ALIMENTO;38116;PRATO DESC DOURADO 15CM C10;A;0;0;
15;NAO ALIMENTO;38117;PRATO DESC PRATA DU DIGO 15CM C10;A;0;0;
15;NAO ALIMENTO;38113;PRATO DESC ROSA C 10 15CM;A;0;0;
15;NAO ALIMENTO;38119;PRATO DESC VERDE DU DIGO 15CM C10;A;0;0;
15;NAO ALIMENTO;38120;PRATO DESC VRM DU DIGO 15CM C10;A;0;0;
15;NAO ALIMENTO;7524;PRATO DURALEX FUNDO ASTRAL;A;0;0;0052575
15;NAO ALIMENTO;7525;PRATO DURALEX RASO ASTRAL;A;0;0;0052584
15;NAO ALIMENTO;7526;PRATO DURALEX SOBREMESA ASTRAL;A;0;0;0053575
15;NAO ALIMENTO;38372;PRATO FUNDO DEC HELLO KITTY;A;0;0;
15;NAO ALIMENTO;38375;PRATO FUNDO DEC KUROMI;A;0;0;
15;NAO ALIMENTO;34423;PRATO FUNDO FORFEST 15CM BCO;A;1,02;,88;3125177
15;NAO ALIMENTO;31971;PRATO FUNDO FORFEST 15CM ROXO NEON C/10;A;0;0;3125189
15;NAO ALIMENTO;10068;PRATO FUNDO OXFORD BOTHANICA 20.5CM;A;0;0;1004135
15;NAO ALIMENTO;10069;PRATO LAM BRINK FEST N08 PRATA;A;0;0;3126683
15;NAO ALIMENTO;10070;PRATO LAM REGINA N3 22CM 1UN;A;0;0;0012281
15;NAO ALIMENTO;10071;PRATO LAM REGINA N7 35CM 1UN;A;0;0;0012285
15;NAO ALIMENTO;7529;PRATO LAMINADO BRINKFEST N05;A;0;0;3126680
15;NAO ALIMENTO;7528;PRATO LAMINADO BRINKFEST N06;A;0;0;3126681
15;NAO ALIMENTO;7527;PRATO LAMINADO BRINKFEST N07;A;0;0;3126682
15;NAO ALIMENTO;31972;PRATO LILLO INF C/DIV MONSTROS 304521;A;0;0;3125675
15;NAO ALIMENTO;7530;PRATO NADIR FUNDO PETALA 5844;A;0;0;3125051
15;NAO ALIMENTO;7531;PRATO NADIR RASO PETALA 5744;A;0;0;3125049
15;NAO ALIMENTO;7532;PRATO NADIR SOBREMESA PETALA 53444;A;0;0;3125048
15;NAO ALIMENTO;37155;PRATO NUTRIPLAN N 4 PRETO R 55;A;0;0;00121268
15;NAO ALIMENTO;36825;PRATO OVAL MELAMINA 30X22 CM;A;0;0;
15;NAO ALIMENTO;36832;PRATO OVAL MELAMINA 34 5 X26CM;A;0;0;
15;NAO ALIMENTO;31973;PRATO OXFORD SOBREMESA HANA;A;0;0;3125932
15;NAO ALIMENTO;37197;PRATO P VASO REDONDO COLOR GRANDE;A;0;0;1000893
15;NAO ALIMENTO;38016;PRATO P VASO REDONDO PRETO GRANDE;A;0;0;1000892
15;NAO ALIMENTO;37790;PRATO P VASO RETANGULAR COLOR GRAN;A;0;0;1000896
15;NAO ALIMENTO;37259;PRATO P VASO RETANGULAR PRETO GRAN;A;0;0;1000895
15;NAO ALIMENTO;36418;PRATO PAPEL QUADRADO 17CM DOURADO;A;0;0;1004414
15;NAO ALIMENTO;37791;PRATO PAPEL QUADRADO 17CM PRATA;A;0;0;1004415
15;NAO ALIMENTO;10072;PRATO PLAST BRINK FEST BIO 10UN AZUL;A;0;0;3126469
15;NAO ALIMENTO;10073;PRATO PLAST BRINK FEST BIO 10UN ROSA;A;0;0;3126485
15;NAO ALIMENTO;10074;PRATO PLAST BRINK FEST BIO 10UN VERDE;A;0;0;3126610
15;NAO ALIMENTO;10065;PRATO PLAST COPOBRAS 15CM PS 10UN LARANJA;A;0;0;3122916
15;NAO ALIMENTO;31974;PRATO PLAST CRISTAL 15CM C/10UN;A;0;0;3123351
15;NAO ALIMENTO;31975;PRATO PLAST CRISTAL 22CM C/10;A;0;0;3123373
15;NAO ALIMENTO;7533;PRATO PLASUTIL 750ML INFANTIL BAILARINA 6146;A;0;0;1006400
15;NAO ALIMENTO;31976;PRATO QD HOHOHO MELAMINA 21X21X FX;A;0;0;1002458
15;NAO ALIMENTO;31977;PRATO QD HOHOHO MELAMINA 26,5;A;0;0;1002459
15;NAO ALIMENTO;37409;PRATO RASO 23CM BRANCO;A;0;0;1004192
15;NAO ALIMENTO;37587;PRATO RASO CANDY 15CM RSA PEROLADO;A;0;0;
15;NAO ALIMENTO;37586;PRATO RASO CANDY 15CM VDE;A;0;0;
15;NAO ALIMENTO;36275;PRATO RASO FORFEST 18CM 10UN AMA;A;1,24;1,07;3125225
15;NAO ALIMENTO;35754;PRATO RASO FORFEST 18CM 10UN AZL CLARO;A;1,24;1,07;3125226
15;NAO ALIMENTO;22542;PRATO RASO FORFEST 18CM 10UN BCO BCO;A;0;0;0102476
15;NAO ALIMENTO;35861;PRATO RASO FORFEST 18CM 10UN DOU;A;1,24;1,07;3125230
15;NAO ALIMENTO;36276;PRATO RASO FORFEST 18CM 10UN PRT;A;1,24;1,07;3125236
15;NAO ALIMENTO;36277;PRATO RASO FORFEST 18CM 10UN RSA;A;1,24;1,07;3125238
15;NAO ALIMENTO;36341;PRATO RASO FORFEST 18CM VERMELHO C;A;0;0;3125246
15;NAO ALIMENTO;10075;PRATO RASO OXFORD BOTHANICA 26CM;A;0;0;1004138
15;NAO ALIMENTO;35928;PRATO RASO PREM FORFEST 26CM 10UN DOURADO;A;5,43;5,43;3125250
15;NAO ALIMENTO;35940;PRATO RASO PREMIUM 26CM PRATA;A;0;0;1004195
15;NAO ALIMENTO;36486;PRATO RASO QUAD FORFEST 15CM PRATA;A;0;0;
15;NAO ALIMENTO;36439;PRATO RASO QUAD FORFEST 15CM PRATA;A;0;0;1004437
15;NAO ALIMENTO;34828;PRATO RASO QUADR FORFEST 15CM 10UN AZL PEROLADO;A;1,32;1,14;1024639
15;NAO ALIMENTO;31979;PRATO RASO RD FUNDO HOHOHO MELAMINA;A;0;0;1002465
15;NAO ALIMENTO;31980;PRATO RASO RD HOHOHO;A;0;0;1002464
15;NAO ALIMENTO;10076;PRATO RASO TRAMONTINA LEONORA 25CM BRANCO;A;0;0;1007224
15;NAO ALIMENTO;10077;PRATO REGINA 18CM 10UN PATRULHA CANINA;A;0;0;3124959
15;NAO ALIMENTO;10078;PRATO REGINA 18CM 8UN LADYBUG;A;0;0;3124960
15;NAO ALIMENTO;35288;PRATO SANREMO INF C ALCA;I;0;0;0010368
15;NAO ALIMENTO;31981;PRATO SANREMO RASO INF 440ML 837 4;I;0;0;0050715
15;NAO ALIMENTO;31982;PRATO SANREMO REF 515P 93;I;0;0;0012302
15;NAO ALIMENTO;10080;PRATO SOB OXFORD BOTHANICA 19CM;A;0;0;1004132
15;NAO ALIMENTO;10081;PRATO SOB TRAMONTINA LEONORA 19CM BRANCO;A;12,99;12,99;1007225
15;NAO ALIMENTO;31983;PRATO SOBREMESA RD HOHOHO MM 1 FX;A;0;0;1002456
15;NAO ALIMENTO;22554;PRATO TERM SOPRANO TEKCOR 2UN AZL;A;0;0;1002265
15;NAO ALIMENTO;8581;PRATO TERM SOPRANO TEKCOR 2UN CZA;A;0;0;9800165
15;NAO ALIMENTO;22555;PRATO TERM SOPRANO TEKCOR 2UN VRM;A;0;0;1002266
15;NAO ALIMENTO;37538;PRATO TERMICO C 5 TEKCOR AZUL;A;0;0;1002335
15;NAO ALIMENTO;36876;PRATO TRIANGUL MELAMINA 27 5X2 5CM;A;0;0;
15;NAO ALIMENTO;37196;PRATO URSO AZ 750ML PLASUTIL;A;0;0;1006402
15;NAO ALIMENTO;35848;PRATO VASO PEQ RETANGULAR PTO;A;0;0;1000897
15;NAO ALIMENTO;36309;PRATO VD FUNDO BOLINHAS 22 CM BULK PACK;A;0;0;1024002
15;NAO ALIMENTO;36434;PRATO VD FUNDO CANELADO BULK PACK 2;A;0;0;
15;NAO ALIMENTO;36508;PRATO VD FUNDO CANELADO BULKP22 4CM;A;0;0;1023984
15;NAO ALIMENTO;36401;PRATO VD FUNDO FLOR BULK PACK 22 5C;A;0;0;1024004
15;NAO ALIMENTO;36402;PRATO VD FUNDO LISO BULK PACK 22CM;A;0;0;1024006
15;NAO ALIMENTO;38285;PRATO VD FUNDO PRIMAVERA DURALEX 22;A;0;0;3125304
15;NAO ALIMENTO;22586;PRATO VD RASO PORCELANA BCO 25CM;A;7,68;7,68;1015628
15;NAO ALIMENTO;38037;PRATO VIDRO FUNDO DONNA BRANCO 21CM;A;0;0;3123601
15;NAO ALIMENTO;37481;PRATO VIDRO FUNDO ELENA 23CM;A;0;0;1007236
15;NAO ALIMENTO;38263;PRATO VIDRO FUNDO PAOLA 22CM;A;0;0;1007229
15;NAO ALIMENTO;37675;PRATO VIDRO FUNDO STAR 22CM;A;0;0;1002226
15;NAO ALIMENTO;31984;PRATO VIDRO PORTIRI INGA 25X13CM;A;0;0;1017986
15;NAO ALIMENTO;31985;PRATO VIDRO RASO DIWALI BLACK 27CM;A;0;0;1017222
15;NAO ALIMENTO;38207;PRATO VIDRO RASO GIARDINO 24CM;A;0;0;3126100
15;NAO ALIMENTO;37832;PRATO VIDRO SOBREMESA ACQUA DURALEX;A;0;0;1003753
15;NAO ALIMENTO;37713;PRATO VIDRO SOBREMESA ELENA HS 21CM;A;0;0;1007232
15;NAO ALIMENTO;37712;PRATO VIDRO SOBREMESA ELENA HS 21CM;A;0;0;
15;NAO ALIMENTO;36580;PRATO VIDRO SOBREMESA JEANS 18 5CM;A;0;0;1004822
15;NAO ALIMENTO;36579;PRATO VIDRO SOBREMESA MEDITERRANEO;A;0;0;1004820
15;NAO ALIMENTO;37227;PREGADOR VARAL PLASTICO C 8PCS;A;0;0;
15;NAO ALIMENTO;22295;PREGO 12X12 30G;A;0;0;3603197
15;NAO ALIMENTO;22296;PREGO 16X24 40G;A;0;0;3603198
15;NAO ALIMENTO;22303;PREND EMBALAGEM SHENG NENG HW55473;A;0;0;1017022
15;NAO ALIMENTO;37714;PRENDEDOR ROUPA PLAST C 10;A;0;0;3124298
15;NAO ALIMENTO;31991;PRINCESA FASHION;A;0;0;1007110
15;NAO ALIMENTO;22331;PROCES ALIM C 3 LAMINAS 400ML;A;0;0;1019288
15;NAO ALIMENTO;22332;PROCES ALIM C 3 LAMINAS 500ML;A;0;0;1017999
15;NAO ALIMENTO;22333;PROCES ALIM C 5 LAMINAS 900ML;A;13;13;1019424
15;NAO ALIMENTO;22334;PROCES ALIM MAN 3 LAM 500ML;A;0;0;1006912
15;NAO ALIMENTO;22335;PROCES ALIM MAN 500ML C 3 12,5CM;A;0;0;1018743
