DEPARTAMENTO;COMPRADOR;CODIGO_EMPRESA;CODIGO_PRODUTO;DESCRICAO_PRODUTO;STATUS_COMPRA;EMBL_COMPRA;EMBL_TRANSFERENCIA;QUANTIDADE_DISPONIVEL;QTD_PEND_PEDCOMPRA;QTD_VENDIDA;QUANTIDADE_ESTOQUE_MINIMO;QUANTIDADE_ESTOQUE_MAXIMO;DATA_CADASTRO_PRODUTO
PERECIVEIS;SANDRO MARTINS VIANNA;14;10845;CARNE MOIDA CHULETAO BOV CONG 400G;Ativo;1;1;170;0;212;60;78;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;10846;CARNE MOIDA CHULETAO FGO CONG 500G;Ativo;1;1;-13;0;60;40;52;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;35466;CARNE MOIDA MAIS FGO CONG FGO 500G;Ativo;1;1;21;0;89;36;54;15/01/2026
PERECIVEIS;SANDRO MARTINS VIANNA;14;10851;CARNE SEARA SUINO SALG 400G;Ativo;25;1;57;0;59;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;10852;CARRE SUINO CONG KG;Ativo;1;1;224,392;250;2013,31;160;240;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;10855;CASTANHA CAJU UNIAGRO TORR SALG KG;Ativo;12;12;7,635;0;14,36;11;22;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;10856;CASTANHA PARA UNIAGRO S CASCA;Ativo;20;20;-4,482;0;24,07;5;8;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;38097;CEBOLA ANEIS EXCELSIOR 400G;Ativo;1;20;66;20;54;0;0;14/04/2026
PERECIVEIS;SANDRO MARTINS VIANNA;14;8852;CEBOLA ANEIS EXCELSIOR 450G;Ativo;1;1;14;0;0;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;15688;CEBOLA EM ANEIS LAR CONG 400G;Ativo;20;1;29;0;91;10;20;20/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10857;CEBOLA KG;Ativo;20;1;497,39;0;10964,57;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10861;CEBOLA P CONSERVA KG;Ativo;1;1;72,67;0;465,77;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10862;CEBOLA ROXA KG;Ativo;1;1;56,475;125;668,95;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10866;CENOURA BABY PCT;Ativo;1;1;0;0;29;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10868;CENOURA FRACION VACUO KG;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10864;CENOURA KG;Ativo;1;1;430,23;0;3643,97;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10870;CEREJA KG;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;10869;CEREJA LA VIOLET KG;Ativo;6;6;-3,088;0;3,06;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;10872;CHARQUE BOV FRIBOI KG MANTA;Ativo;1;1;137,212;120;177,48;120;180;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;35089;CHEESEBURGUER PERDIGAO 145G CATCHUP;Ativo;1;1;47;0;64;0;0;18/12/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;35088;CHEESEBURGUER PERDIGAO GRILL 145G MAIONESE;Ativo;1;1;39;0;43;0;0;18/12/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10874;CHEIRO VERDE EST DA FIGUEIRA;Ativo;1;1;93;72;749;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10881;CHUCHU FRACION VACUO KG;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10878;CHUCHU KG;Ativo;1;1;123,284;0;1026,02;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;16284;COB VEGETAL CAROLINA 1 2K;Ativo;1;6;24;24;3;0;0;20/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;29755;COBER VEGETAL TIROL 1 01K;Ativo;6;6;44;0;38;0;0;21/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;38337;COCO SECO KG CORTADO;Ativo;1;18;0;0;0;0;0;05/05/2026
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10889;COCO SECO KG INTEIRO;Ativo;1;18;12,813;0;101,94;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10890;COCO VERDE UN;Ativo;10;10;-5;0;6;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;33532;CONTRA FILE BOV FRIBOI 1953 KG RESF;Ativo;1;1;0;0;0;0;0;12/08/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10897;CONTRA FILE FRIBOI PORC VAC KG;Ativo;1;1;0;0;6,02;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10896;CONTRA FILE FRIBOI PORC VAC KG BDJ;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10899;CONTRA FILE RESERVA BANANINHA KG;Ativo;1;1;47,362;0;118,86;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10898;CONTRA FILE RESERVA BANANINHA KG BDJ;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10901;CONTRA FILE RESERVA KG BIFE;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10902;CONTRA FILE RESERVA KG BIFE LIGHT;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10877;CONTRA FILE RESERVA KG CHORIZO;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10903;CONTRA FILE RESERVA KG GRILL;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10904;CONTRA FILE RESERVA KG PEDACO;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10906;CONTRA FILE RESERVA KG S OSSO PAI;Ativo;1;1;0;0;10,32;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;10908;COPA PAMPLONA FAT 100G;Ativo;12;1;6;0;28;5;9;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10914;CORACAO ALCATRA FRIBOI PORC KG;Ativo;1;1;0;0;68,16;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10915;CORACAO ALCATRA FRIBOI PORC KG BDJ;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;10911;CORACAO BOV KG;Ativo;1;1;70,157;0;114,72;20;40;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;10912;CORACAO BOV KG BDJ;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10916;CORACAO DA ALFACE AMERICANA BDJ;Ativo;1;1;-16;0;0;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;10919;CORACAO FGO LAR CONG 700G;Ativo;24;1;84;0;783;73;125;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;10918;CORACAO FGO PERDIGAO CONG 1KG;Ativo;1;1;194;0;633;192;240;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;10913;CORACAO SUINO DALIA CONG KG;Ativo;1;1;14,378;4,38;5,45;10;20;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;30129;COSTELA BOV MINGA CONG KG;Ativo;1;1;0;0;0;0;0;21/06/2025
PERECIVEIS;MODELO;14;30135;COSTELA BOV RESF P/GRELHA KG;Ativo;1;1;0;0;0;0;0;21/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10926;COSTELA BRISTOT OVINA CONG KG;Ativo;1;1;40,83;0;70,82;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10927;COSTELA BRISTOT OVINA CONG KG BDJ;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;30130;COSTELA FRIBOI BOV CONG TIRAS KG BDJ;Ativo;1;1;0;0;0;0;0;21/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10928;COSTELA FRIBOI BOV CONG TIRAS KG PAI;Ativo;1;1;424,069;0;3179,34;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10929;COSTELA MATURATTA QUADRADA CONG;Ativo;1;1;22;0;168,31;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10932;COSTELA RESE BOV CENTRO JAN RESF KG;Ativo;1;1;799,352;0;10366,22;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10937;COSTELA RESE BOV CENTRO JAN RESF KG BDJ;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10924;COSTELA RESE BOV CENTRO JAN RESF KG GRILL AN10;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10925;COSTELA RESE BOV CENTRO JAN RESF KG INTEIRA;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;11435;COSTELA RESE BOV CENTRO JAN RESF KG MATAMBRE;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;11569;COSTELA RESE BOV CENTRO JAN RESF KG OSSO;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;34571;COSTELA RESE BOV CENTRO JAN RESF KG PREMIUM AN10;Ativo;1;1;0;0;0;0;0;05/11/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;30137;COSTELA RESE BOV CENTRO JAN RESF KG QUADRADA AN10;Ativo;1;1;0;0;0;0;0;21/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;30138;COSTELA RESE BOV CENTRO JAN RESF KG RIPA AN10;Ativo;1;1;0;0;0;0;0;21/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;30131;COSTELA RESERVA BOV JAN CONG KG INTEIRA;Ativo;1;1;0;0;0;0;0;21/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10934;COSTELA RESERVA BOV JAN CONG KG SERRADA;Ativo;1;1;153,666;0;2645,6;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;10939;COSTELA SANTA CLARA SUINA DEF BD;Ativo;1;1;17,18;0;0;0;0;11/06/2025
PERECIVEIS;MODELO;14;30140;COSTELA SUI DEF S CLARA KG;Ativo;1;1;0;5;0;0;0;21/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;10940;COSTELA SUINA C PELE CONG;Ativo;1;1;66,87;0;949,84;80;120;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;38537;COSTELA SUINA STA CLARA CONG KG;Ativo;1;1;0;0;0;0;0;26/05/2026
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10941;COUVE CHINESA UN;Ativo;12;12;0;0;32;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10942;COUVE EST DA FIGUEIRA MACO;Ativo;1;1;28;108;233;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10944;COUVE FLOR 200G;Ativo;1;1;28;0;345;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10947;COUVE MOLHO;Ativo;1;1;1;0;1147;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;10949;COXA FGO CONG KG;Ativo;1;1;13,8;0;215,75;60;78;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;10951;COXA FGO SADIA BDJ 1KG FRXB;Ativo;12;1;6;0;203;7;11;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;10952;COXA FGO SADIA CONG 1KG FRXZP;Ativo;1;1;24;0;192;36;48;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;10953;COXA FGO SEARA IQF 1KG;Ativo;1;1;70;0;249;48;72;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;34750;COXA S COXA FGO PERDIGAO DESOS 800G;Ativo;9;1;23;0;94;14;24;18/11/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;10967;COXA S COXA FGO SADIA BDJ 1KG DESOSSADA;Ativo;1;1;4;0;91;23;40;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;10969;COXA S COXA FGO SEARA CONG;Ativo;1;1;399,26;0;4768,49;600;780;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;10956;COXA SOBRECOXA FGO C DORSO CONG KG;Ativo;1;1;1249,582;0;1238,96;168;220;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;10961;COXA SOBRECOXA FGO CONG KG;Ativo;1;1;47,904;72;388,61;55;94;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10970;COXAO DENTRO FRIBOI PORC VACUO KG;Ativo;1;1;22,543;0;63,61;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;30148;COXAO DENTRO FRIBOI PORC VACUO KG BDJ;Ativo;1;1;0;0;0;0;0;21/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10573;COXAO DENTRO RESERVA KG ASSADO CAMPEST;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10974;COXAO DENTRO RESERVA KG BIFE;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10718;COXAO DENTRO RESERVA KG BIFE LIGHT;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10727;COXAO DENTRO RESERVA KG BIFE PARIS;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10784;COXAO DENTRO RESERVA KG BROCHETE;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10922;COXAO DENTRO RESERVA KG CORTE ESPIRAL;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10923;COXAO DENTRO RESERVA KG CORTE ORIENTAL;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;11145;COXAO DENTRO RESERVA KG FLATBEEF;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10984;COXAO DENTRO RESERVA KG MOIDO;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10985;COXAO DENTRO RESERVA KG P STROGONOFF;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10971;COXAO DENTRO RESERVA KG PAI;Ativo;1;1;154,496;0;820,77;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10972;COXAO DENTRO RESERVA KG PEDACO;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10981;COXAO FORA FRIBOI PORC VACUO KG;Ativo;1;1;64,76;0;53,02;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10982;COXAO FORA RESERVA KG BIFE;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;25956;COXAO FORA RESERVA KG BIFE COXAO FORA;Ativo;1;1;0;0;0;0;0;21/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;25957;COXAO FORA RESERVA KG BIFE P ROLE;Ativo;1;1;0;0;0;0;0;21/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10976;COXAO FORA RESERVA KG CUBOS;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;34575;COXAO FORA RESERVA KG INTEIRO;Ativo;1;1;0;0;0;0;0;05/11/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;11256;COXAO FORA RESERVA KG ISCA STROG BDJ;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10977;COXAO FORA RESERVA KG MOIDO;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10978;COXAO FORA RESERVA KG PAI;Ativo;1;1;348,381;99;1861,25;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10979;COXAO FORA RESERVA KG PEDACO;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;11916;COXAO FORA RESERVA KG REDBEEF;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;12010;COXAO FORA RESERVA KG STRETTO;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;10975;COXAO FORA RESERVA KG XADREZ BDJ;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;30150;COXINHA ASA FGO CONG KG;Ativo;1;1;326,23;0;91,55;4;7;21/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;10990;COXINHA ASA FGO LANGUIRU SOLT 800G;Ativo;1;1;18;0;0;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;10992;COXINHA ASA FGO LAR TEMP 700G;Ativo;26;1;1216;0;1611;240;312;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;10993;COXINHA ASA FGO MAIS FGO IQF 1KG;Ativo;1;1;30;0;249;36;48;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;10994;COXINHA ASA FGO SADIA IQF DRMT;Ativo;8;1;56;0;114;12;21;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;10996;COXINHA ASA FGO SEARA 1KG;Ativo;18;1;288;90;246;96;144;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;10997;COXINHA ASA FGO SEARA IQF 1KG;Ativo;12;1;90;0;0;8;14;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;11000;COXINHA FGO SPECIATTA GDE;Ativo;1,5;1;-248,775;33;59,94;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;16952;CREAMY BATAVO 180G CHOC;Ativo;1;1;31;92;46;0;0;20/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;16953;CREAMY BATAVO 180G CHOC BCO;Ativo;1;1;559;76;24;0;0;20/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;5359;CREME CUPUACU MARE 1L;Ativo;4;4;0;0;0;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;5375;CREME RICOTA PRESIDENT 200G LIGHT;Ativo;1;1;15;96;154;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;5378;CREME RICOTA PRESIDENT 200G TRAD;Ativo;12;12;310;60;68;0;0;26/04/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;11004;CROISSANT DOCE MARQUESPAN KG;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;11006;CROISSANT SALG MARQUESPAN KG;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;11007;CROQUETE BATATA CARNE SPECIATTA;Ativo;1;1;71,716;24;27,35;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;11009;CROQUETE CARNE REQ SPECIATTA GDE;Ativo;1,5;1;54,399;9;22,2;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;30225;CUCA ABACAXI MARQUESPAN KG;Ativo;1;1;0;0;0;0;0;21/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;11016;CUCA GOIABADA MARQUESPAN;Ativo;1;1;33,156;0;24,2;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;11013;CUCA MARQUESPAN DOCE LEITE KG;Ativo;1;1;30,504;0;21,88;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;30227;CUCA MARQUESPAN FIGO KG;Ativo;1;1;0;0;0;0;0;21/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;11017;CUCA MARQUESPAN TABLETE KG;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;11018;CUCA MARQUESPAN TRAD BAUN KG;Ativo;1;1;-793,821;0;21,1;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;30228;CUCA MARQUESPAN UVA KG;Ativo;1;1;0;0;0;0;0;21/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;16961;CUCA TCHE PAO COLONIAL 450G;Ativo;1;1;15;2;18;0;0;20/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;35210;CUPIM RESERVA KG;Ativo;1;1;0;0;0;0;0;05/01/2026
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;11022;CUPUACU KG;Ativo;1;1;0;0;15,54;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;11023;DAMASCO UNIAGRO KG;Ativo;13;13;-1,684;0;15,02;3;5;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;11025;DIANTEIRO RESERVA BOV MOIDO;Ativo;1;1;-385,359;0;4482,54;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;11028;DOCE STA CLARA KG FIGO;Ativo;4,8;1;4,306;0;10,11;3;5;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;11029;DOCE STA CLARA KG GOIABA;Ativo;4,8;1;8,678;0;6,95;3;6;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;11033;DOCE STA CLARA KG UVA;Ativo;4,8;1;8,329;5,2;8,63;3;5;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;35263;DOGUINHO SALSICHA MARQUESPAN KG;Ativo;1;1;15,21;0;60,34;0;0;10/01/2026
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;11042;DONUTS COLORIDO MARQUESPAN;Ativo;1;1;39,788;0;28,91;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;11044;DORSO FGO BOM FGO;Ativo;1;1;72,716;1,629;543,53;143;245;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;5736;EMBUTIDO COZ SANTA CLARA 400G SUINO;Ativo;1;1;14;0;6;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;9312;EMP AURORA AUROGGETS CROC 275G;Ativo;1;1;23;0;167;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;9313;EMP AURORA FRANGO PEITO 100G;Ativo;1;1;265;0;172;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;9314;EMP FRANGO AURORA AUROGGETS 275G;Ativo;1;1;25;0;49;0;0;26/04/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;11048;EMPADA FGO SPECIATTA KG;Ativo;1,5;1;60,628;24;47,32;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;34517;EMPADAO PERDIGAO 500G CALAB C CREAM;Ativo;1;1;10;0;11;0;0;29/10/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;34518;EMPADAO PERDIGAO 500G FGO C BACON;Ativo;1;1;18;6;21;0;0;29/10/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;35131;EMPAN CAMARAO JAPESCA 250G;Ativo;24;1;16;0;20;20;40;20/12/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;35130;EMPAN DE TRAIRA JAPESCA 250G;Ativo;24;1;17;0;26;0;0;20/12/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;17555;EMPANADO AURORA RECH 120G;Ativo;1;1;-38;50;425;0;0;20/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;10343;EMPANADO FGO EXCELSIOR 100G;Ativo;72;1;357;0;3660;0;0;26/04/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;17557;EMPANADO FGO NOBRINHO 900G;Ativo;1;1;58;0;190;0;0;20/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;17558;EMPANADO FGO SADIA 100G STCEFGOC;Ativo;1;1;29;0;291;0;0;20/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;17560;EMPANADO PERDIGAO AVE 100G CAE006;Ativo;1;1;207;0;108;0;0;20/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;17561;EMPANADO PERDIGAO RECH 100PRC;Ativo;1;1;31;0;202;0;0;20/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;37845;ENROLADINHO SALSICHA SPECIATTA KG;Ativo;1,5;1;0;0;0;0;0;01/04/2026
PERECIVEIS;SANDRO MARTINS VIANNA;14;5775;ERVILHA LAR CONG 300G;Ativo;35;1;-2;0;109;0;0;26/04/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;11053;ERVILHA TORTA;Ativo;1;1;0;0;3,65;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;11056;ESFIRRA MARQUESPAN;Ativo;1;1;-48,791;0;33,56;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;11058;ESPINAFRE UN;Ativo;12;12;28;0;251;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;11061;ESTOMAGO BOV CONG KG;Ativo;1;1;161,28;0;162,75;20;30;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;11062;ESTOMAGO BOV CONG KG BDJ;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;11063;ESTOMAGO BOV CONG KG TIRAS BDJ;Ativo;1;1;0;0;0;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;11064;FARELO OSSO PO DE SERRA;Ativo;1;1;-11,426;0;145,91;0;0;11/06/2025
PERECIVEIS;LAURINDO BISCUBI RAMOS;14;11065;FARINHA ROSCA;Ativo;1;1;62,319;0;308,86;0;0;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;11068;FGO CONG KG;Ativo;1;1;35;0;197,76;48;60;11/06/2025
PERECIVEIS;SANDRO MARTINS VIANNA;14;11070;FGO PASSARINHO LAR 700G;Ativo;26;1;714;0;1755;360;468;11/06/2025
