CODIGO_FORNECEDOR;DESCRICAO_FORNECEDOR;COMPRADOR;PRAZO_PAGAMENTO_CADASTRO;PRAZO_MEDIO_ENTREGA_DIAS;FORMA_PAGAMENTO;FORMA_DEVOLUCAO;CONDICAO_DEVOLUCAO
19510;ITALIA COMERCIO E DISTRIBUIDORA LTDA;SANDRO MARTINS VIANNA;28;10;Faturamento;;
16948;ITALIANY ALIMENTOS LTDA.;SANDRO MARTINS VIANNA;60;15;Faturamento;BOLETO;30 DIAS
16948;ITALIANY ALIMENTOS LTDA.;WETER SONNENFELDET;60;15;Faturamento;BOLETO;30 DIAS
11790;J P DUARTE HORTIFRUTIGRANJEIRO LTDA;LAURINDO BISCUBI RAMOS;28;10;Faturamento;BOLETO;30 DIAS
5166;J R ATACADISTA DE PRO DE HIGIENE LTDA;JOAO BATISTA;28;5;Faturamento;BOLETO;30 DIAS
6546;J.L.CUNHA & CIA LTDA;SANDRO MARTINS VIANNA;28;15;Faturamento;BOLETO;30 DIAS
5507;J.P.DUARTE HORTI FRUTI GRANJEIROS;LAURINDO BISCUBI RAMOS;30;15;Faturamento;BOLETO;30 DIAS
10951;JA TEIXEIRA VETERINARIA LTDA;JOAO BATISTA;28;10;Faturamento;BOLETO;30 DIAS
5515;JAGUAFRANGOS IND E COM ALIM LTDA 28;SANDRO MARTINS VIANNA;15/30/40/60;10;Faturamento;BOLETO;30 DIAS
10211;JAGUAFRANGOS IND.E COM.DE ALIMENTOS LTDA;SANDRO MARTINS VIANNA;30;15;Faturamento;;
8951;JAIR B.HENICKA;LAURINDO BISCUBI RAMOS;28;10;Faturamento;BOLETO;30 DIAS
8951;JAIR B.HENICKA;SANDRO MARTINS VIANNA;28;10;Faturamento;BOLETO;30 DIAS
11969;JAPESCA INDUSTRIA E COMERCIO DE PESCADOS;SANDRO MARTINS VIANNA;28;10;Faturamento;BOLETO;30 DIAS
4184;JAQUES MAURICIO GALLI & CIA LTDA;NIDAL TUBASI;21;15;Faturamento;BOLETO;30 DIAS
11384;JAY FEX CONSULTORIA E COMERCIO EXTERIOR;JOAO BATISTA;28;10;Faturamento;BOLETO;30 DIAS
9776;JBS AVES LTDA;SANDRO MARTINS VIANNA;30;10;Faturamento;;
9777;JBS AVES LTDA;LAURINDO BISCUBI RAMOS;21;10;Faturamento;;
9777;JBS AVES LTDA;SANDRO MARTINS VIANNA;21;10;Faturamento;;
17064;JBS AVES LTDA;LAURINDO BISCUBI RAMOS;30;7;Faturamento;BOLETO;30 DIAS
17064;JBS AVES LTDA;SANDRO MARTINS VIANNA;30;7;Faturamento;BOLETO;30 DIAS
16488;JBS S A;LAURINDO BISCUBI RAMOS;28;10;Faturamento;BOLETO;30 DIAS
16491;JBS S A;LAURINDO BISCUBI RAMOS;28;7;Faturamento;BOLETO;30 DIAS
16491;JBS S A;SANDRO MARTINS VIANNA;28;7;Faturamento;BOLETO;30 DIAS
16355;JBS S E A;LAURINDO BISCUBI RAMOS;28;10;Faturamento;BOLETO;30 DIAS
3675;JBS S.A;LAURINDO BISCUBI RAMOS;28;10;Faturamento;BOLETO;30 DIAS
3675;JBS S.A;SANDRO MARTINS VIANNA;28;10;Faturamento;BOLETO;30 DIAS
16490;JBS S.A.;LAURINDO BISCUBI RAMOS;28;10;Faturamento;BOLETO;30 DIAS
3637;JBS S/A;LAURINDO BISCUBI RAMOS;28;10;Faturamento;BOLETO;30 DIAS
3639;JBS S/A;LAURINDO BISCUBI RAMOS;30;10;Faturamento;BOLETO;30 DIAS
3672;JBS S/A;LAURINDO BISCUBI RAMOS;30;15;Faturamento;;
3673;JBS S/A;LAURINDO BISCUBI RAMOS;30;15;Faturamento;;
16474;JBS S/A;LAURINDO BISCUBI RAMOS;28;10;Faturamento;BOLETO;30 DIAS
16485;JBS S/A;LAURINDO BISCUBI RAMOS;30;10;Faturamento;BOLETO;30 DIAS
16484;JBS S/A.;LAURINDO BISCUBI RAMOS;28;10;Faturamento;BOLETO;30 DIAS
3676;JBS SA;LAURINDO BISCUBI RAMOS;30;10;Faturamento;BOLETO;30 DIAS
16486;JBS SA;LAURINDO BISCUBI RAMOS;28;14;Faturamento;;
22013;JBS SA;LAURINDO BISCUBI RAMOS;30;15;Faturamento;;
8238;JEDERSON SARAIVA DE AVILA ME;SANDRO MARTINS VIANNA;28;10;Faturamento;BOLETO;30 DIAS
5988;JIMO QUIMICA INDL LTDA;JOAO BATISTA;30;5;Faturamento;BOLETO;30 DIAS
14408;JKW COMERCIO E TRANSPORTE LTDA;SANDRO MARTINS VIANNA;30;15;Faturamento;BOLETO;30 DIAS
9585;JMARTINS DO BRASIL LTDA;NIDAL TUBASI;30;15;Faturamento;BOLETO;30 DIAS
1256;JORGE ELIAS AZEVEDO;LAURINDO BISCUBI RAMOS;14;10;Faturamento;;
6986;JOSE CLAUDEMIR ALLES;SANDRO MARTINS VIANNA;28;10;Faturamento;BOLETO;30 DIAS
22597;JOSE PAULITSKI JUNIOR;LAURINDO BISCUBI RAMOS;15;7;Faturamento;;
2541;JULIANO ALVES PAVANATTO;LAURINDO BISCUBI RAMOS;14;7;Faturamento;BOLETO;30 DIAS
12853;JUNCO IND.E COM.LTDA;NJOUD HASSAN ZITAWI;28;10;Faturamento;BOLETO;30 DIAS
10142;KASADOCE DISTRIBUIDORA DE ALIMENTOS LTDA;JOAO BATISTA;60;5;Faturamento;BOLETO;30 DIAS
10142;KASADOCE DISTRIBUIDORA DE ALIMENTOS LTDA;NICOLAS AUGUSTO P. BORGES;60;5;Faturamento;BOLETO;30 DIAS
10142;KASADOCE DISTRIBUIDORA DE ALIMENTOS LTDA;NIDAL TUBASI;60;5;Faturamento;BOLETO;30 DIAS
10142;KASADOCE DISTRIBUIDORA DE ALIMENTOS LTDA;WETER SONNENFELDET;60;5;Faturamento;BOLETO;30 DIAS
4591;KI-KAKAU IND E COM DE CHOCOLATES LTDA;WETER SONNENFELDET;28;20;Faturamento;BOLETO;30 DIAS
14859;KUNZLER E CIA LTDA;WETER SONNENFELDET;28;10;Faturamento;BOLETO;30 DIAS
9379;LACTALIS BRASIL COM IMP EXP LTDA;NIDAL TUBASI;28;10;Faturamento;BOLETO;30 DIAS
9379;LACTALIS BRASIL COM IMP EXP LTDA;SANDRO MARTINS VIANNA;28;10;Faturamento;BOLETO;30 DIAS
9379;LACTALIS BRASIL COM IMP EXP LTDA;WETER SONNENFELDET;28;10;Faturamento;BOLETO;30 DIAS
9684;LACTICINIO BOAVISTENSE LTDA;SANDRO MARTINS VIANNA;28;10;Faturamento;BOLETO;30 DIAS
6666;LACTICINIOS TIROL;SANDRO MARTINS VIANNA;28;15;Faturamento;BOLETO;30 DIAS
6666;LACTICINIOS TIROL;WETER SONNENFELDET;28;15;Faturamento;BOLETO;30 DIAS
11977;LACTICINIOS TIROL LTDA;SANDRO MARTINS VIANNA;30;15;Faturamento;BOLETO;30 DIAS
15209;LACTICINIOS TIROL LTDA;SANDRO MARTINS VIANNA;28;10;Faturamento;BOLETO;28 DIAS
11110;LATICINIO SEBERI LTDA;SANDRO MARTINS VIANNA;30;15;Faturamento;BOLETO;30 DIAS
16169;LATICINIOS BELA VISTA LTDA;SANDRO MARTINS VIANNA;28;10;Faturamento;BOLETO;30 DIAS
16169;LATICINIOS BELA VISTA LTDA;WETER SONNENFELDET;28;10;Faturamento;BOLETO;30 DIAS
16170;LATICINIOS BELA VISTA LTDA;SANDRO MARTINS VIANNA;28;10;Faturamento;BOLETO;30 DIAS
16170;LATICINIOS BELA VISTA LTDA;WETER SONNENFELDET;28;10;Faturamento;BOLETO;30 DIAS
12142;LATICINIOS BIO LTDA;SANDRO MARTINS VIANNA;28;10;Faturamento;BOLETO;30 DIAS
13379;LATICINIOS CAROLINA LTDA;SANDRO MARTINS VIANNA;28;10;Faturamento;CARTEIRA;
16846;LATICINIOS CENCI LTDA;SANDRO MARTINS VIANNA;28;10;Faturamento;;
4274;LATICINIOS DEALE LTDA;SANDRO MARTINS VIANNA;28;10;Faturamento;BOLETO;30 DIAS
8461;LATICINIOS KIFORMAGGIO LTDA;WETER SONNENFELDET;45;15;Faturamento;BOLETO;30 DIAS
10886;LATICINIOS KIFORMAGGIO LTDA.;WETER SONNENFELDET;28;10;Faturamento;BOLETO;30 DIAS
8780;LATICINIOS SAO DOMINGOS LTDA;SANDRO MARTINS VIANNA;28;10;Faturamento;BOLETO;30 DIAS
3243;LATICINIOS SGORLA LTDA;SANDRO MARTINS VIANNA;28;10;Faturamento;BOLETO;30 DIAS
15208;LATICINIOS TIROL LTDA.;SANDRO MARTINS VIANNA;30;7;Faturamento;BOLETO;30 DIAS
15208;LATICINIOS TIROL LTDA.;WETER SONNENFELDET;30;7;Faturamento;BOLETO;30 DIAS
3619;LATSUL INDUSTRIA LACTEA S.A;SANDRO MARTINS VIANNA;28;10;Faturamento;BOLETO;30 DIAS
13660;LB COMERCIO DE CEREAIS LTDA;LAURINDO BISCUBI RAMOS;28;10;Faturamento;BOLETO;30 DIAS
4787;LECACAU CHOCOLATES LTDA;WETER SONNENFELDET;28;10;Faturamento;BOLETO;30 DIAS
6536;LEGOUR INDUSTRIA E COMERCIO DE ALIMENTOS;SANDRO MARTINS VIANNA;28;10;Faturamento;BOLETO;30 DIAS
22493;LEOSUL COMERCIO DE ALIMENTOS LTDA;LAURINDO BISCUBI RAMOS;15;5;Faturamento;;
3708;LEOSUL TRANSPORTE COM. IMP.E EXP.LTDA;LAURINDO BISCUBI RAMOS;30;15;Faturamento;;
9563;LG INCENSO LUCIANO G ESTIVALET;NJOUD HASSAN ZITAWI;28;10;Faturamento;BOLETO;30 DIAS
5076;LIDEM PRODUTOS TEXTEIS LTDA;NJOUD HASSAN ZITAWI;30;15;Faturamento;;
8243;LIMPAMANIA INDUSTRIAL EIRELI - EPP;JOAO BATISTA;42;5;Faturamento;BOLETO;30 DIAS
14954;LIMPPANO S A;JOAO BATISTA;30;15;Faturamento;BOLETO;30 DIAS
4308;LIMPPANO S/A-MATRIZ;JOAO BATISTA;30;10;Faturamento;BOLETO;30 DIAS
7964;LOGIKA DISTRIBUIDORA DE COSMETICOS LTDA;JOAO BATISTA;28;10;Faturamento;BOLETO;30 DIAS
7709;LOLLY BABY PRODUTOS INFANTIS LTDA;JOAO BATISTA;56;10;Faturamento;BOLETO;30 DIAS
5196;LUCAS IND E COM DE GENEROS ALIMENTICIOS;WETER SONNENFELDET;30;15;Faturamento;BOLETO;30 DIAS
2957;LUIZ EDUARDO DE SOUZA DOS SANTOS;LAURINDO BISCUBI RAMOS;15;5;Faturamento;;
17057;LYKE COMERCIO DE MAT P ESCRITORIO LTDA;NJOUD HASSAN ZITAWI;30;15;Faturamento;BOLETO;30 DIAS
15476;M DIAS BRANCO S A IND E COM DE ALIMENTOS;WETER SONNENFELDET;28;10;Faturamento;BOLETO;30 DIAS
7995;M DIAS BRANCO S.A IND E COM DE ALIMENTOS;WETER SONNENFELDET;28;15;Faturamento;BOLETO;30 DIAS
10525;MACKERDUZ IND DE PROD DE LIMPEZA LTDA;JOAO BATISTA;45/60;15;Faturamento;BOLETO;30 DIAS
11292;MACROPLASTIC IND E COM DE EMBALAGENS LTD;LAURINDO BISCUBI RAMOS;21/28/35/42/49/56;10;Faturamento;;
6894;MADRUGADA ALIMENTOS LTDA;NIDAL TUBASI;28;15;Faturamento;BOLETO;30 DIAS
17029;MAGIC KIDS COMERCIO LTDA;NJOUD HASSAN ZITAWI;30/60/90;15;Faturamento;BOLETO;30 DIAS
8576;MAIS FRANGO MIRAGUAI LTDA;SANDRO MARTINS VIANNA;28;10;Faturamento;BOLETO;30 DIAS
14458;MAKENA MAQ. EQUIP. E LUBRIF LTDA;JOAO BATISTA;42;10;Faturamento;BOLETO;30 DIAS
10528;MAKENA MAQ.EQUIP.E LUBRIF.LTDA;JOAO BATISTA;28;10;Faturamento;BOLETO;30 DIAS
14818;MALLET E TOSCANI LTDA;LAURINDO BISCUBI RAMOS;28;10;Faturamento;BOLETO;30 DIAS
13123;MANUFATURA PRODUTOS KING LTDA;JOAO BATISTA;28;10;Faturamento;BOLETO;30 DIAS
13836;MARCIO DARLA SALDANHA SOUZA;LAURINDO BISCUBI RAMOS;15;7;Faturamento;;
15953;MARCIO MARCANDALLI;NJOUD HASSAN ZITAWI;28;10;Faturamento;BOLETO;30 DIAS
14794;MARFRIG ALIMENTOS S/A;LAURINDO BISCUBI RAMOS;28;10;Faturamento;BOLETO;30 DIAS
11645;MARFRIG GLOBAL FOODS;LAURINDO BISCUBI RAMOS;28;10;Faturamento;BOLETO;30 DIAS
11645;MARFRIG GLOBAL FOODS;SANDRO MARTINS VIANNA;28;10;Faturamento;BOLETO;30 DIAS
10511;MARQUESPAN ALIMENTOS LTDA;LAURINDO BISCUBI RAMOS;30;7;Faturamento;BOLETO;30 DIAS
7879;MARTINS COM E SERVICOS DE DISTR S E A;JOAO BATISTA;34/54;10;Faturamento;BOLETO;30 DIAS
4419;MARTINS COM. E SERVICOS DIST. S.A.;JOAO BATISTA;28;10;Faturamento;BOLETO;30 DIAS
4419;MARTINS COM. E SERVICOS DIST. S.A.;NJOUD HASSAN ZITAWI;28;10;Faturamento;BOLETO;30 DIAS
6189;MATEVEL-ERVA MATE VERDINHA LTDA.;NIDAL TUBASI;21;15;Faturamento;BOLETO;30 DIAS
12518;MAURICE MARTINS SORIA;LAURINDO BISCUBI RAMOS;28;10;Faturamento;BOLETO;30 DIAS
12518;MAURICE MARTINS SORIA;WETER SONNENFELDET;28;10;Faturamento;BOLETO;30 DIAS
1837;MAURICIO BORGES LABREA;LAURINDO BISCUBI RAMOS;28;10;Faturamento;BOLETO;30 DIAS
5126;MAURICIO VARGAS PEDRINI;LAURINDO BISCUBI RAMOS;30;15;Faturamento;;
5126;MAURICIO VARGAS PEDRINI;MODELO;30;15;Faturamento;;
5111;MAXIMAPLASTIC IND E COM DE PLAST LTDA;NJOUD HASSAN ZITAWI;28;10;Faturamento;BOLETO;30 DIAS
10977;MAXPEL PAPEIS E EMBALAGENS LTDA.;JOAO BATISTA;28;5;Faturamento;BOLETO;30 DIAS
17026;MEGACABOS IND E COM DE FIOS E CABOS LTDA;NJOUD HASSAN ZITAWI;60;30;Faturamento;BOLETO;30 DIAS
21776;MEGACABOS INDUSTRIA E COMERCIO LTDA;NJOUD HASSAN ZITAWI;30;15;Faturamento;;
10368;MELITTA DO BRASIL E COMERCIO LTDA.;MODELO;28;15;Faturamento;BOLETO;30 DIAS
10368;MELITTA DO BRASIL E COMERCIO LTDA.;WETER SONNENFELDET;28;15;Faturamento;BOLETO;30 DIAS
10617;MENON COMERCIO E REPRESENTACOES LTDA;JOAO BATISTA;28;30;Faturamento;BOLETO;30 DIAS
10617;MENON COMERCIO E REPRESENTACOES LTDA;NICOLAS AUGUSTO P. BORGES;28;30;Faturamento;BOLETO;30 DIAS
10617;MENON COMERCIO E REPRESENTACOES LTDA;NIDAL TUBASI;28;30;Faturamento;BOLETO;30 DIAS
10617;MENON COMERCIO E REPRESENTACOES LTDA;WETER SONNENFELDET;28;30;Faturamento;BOLETO;30 DIAS
6800;MENON DIST. ATACADISTA;JOAO BATISTA;28;3;Faturamento;BOLETO;30 DIAS
6800;MENON DIST. ATACADISTA;NICOLAS AUGUSTO P. BORGES;28;3;Faturamento;BOLETO;30 DIAS
7334;METALURGICA MOR SA;NJOUD HASSAN ZITAWI;28;10;Faturamento;BOLETO;30 DIAS
15406;MIGUEL RIZZOTTO;LAURINDO BISCUBI RAMOS;40;3;Faturamento;BOLETO;30 DIAS
13207;MILANESE INDUSTRIA DE ALIMENTOS LTDA;SANDRO MARTINS VIANNA;30;7;Faturamento;BOLETO;30 DIAS
14764;MILI S A;JOAO BATISTA;35/50;10;Faturamento;BOLETO;30 DIAS
10190;MILI S/A;JOAO BATISTA;35;10;Faturamento;BOLETO;30 DIAS
13789;MILI S/A;JOAO BATISTA;28;10;Faturamento;BOLETO;30 DIAS
17021;MILLENIUM UTILIDADES DOMESTICAS LTDA;NJOUD HASSAN ZITAWI;28;10;Faturamento;BOLETO;30 DIAS
1792;MILTON R.MARQUES/A.PERES/J ROS;WETER SONNENFELDET;15;5;Faturamento;BOLETO;30 DIAS
10321;MOINHO DO NORDESTE SA;NIDAL TUBASI;28;15;Faturamento;BOLETO;30 DIAS
10321;MOINHO DO NORDESTE SA;WETER SONNENFELDET;28;15;Faturamento;BOLETO;30 DIAS
11563;MOINHO ESTRELA LTDA;NIDAL TUBASI;45;15;Faturamento;BOLETO;30 DIAS
16900;MOINHO ESTRELA LTDA;LAURINDO BISCUBI RAMOS;45;15;Faturamento;BOLETO;30 DIAS
16900;MOINHO ESTRELA LTDA;NIDAL TUBASI;45;15;Faturamento;BOLETO;30 DIAS
14328;MOINHOS GALOPOLIS S/A;NIDAL TUBASI;30;15;Faturamento;BOLETO;30 DIAS
6364;MOINHOS UNIDOS BRASIL MATE S.A;WETER SONNENFELDET;30/45/60;15;Faturamento;BOLETO;30 DIAS
4300;MONDELEZ BRASIL LTDA;WETER SONNENFELDET;28;15;Faturamento;BOLETO;30 DIAS
4304;MONDELEZ BRASIL LTDA;WETER SONNENFELDET;28;20;Faturamento;BOLETO;30 DIAS
5323;MORESCO & ANTUNES LTDA;NJOUD HASSAN ZITAWI;28;10;Faturamento;BOLETO;30 DIAS
6486;MOSMANN ALIM LTDA;WETER SONNENFELDET;28;10;Faturamento;BOLETO;30 DIAS
8603;MP EMBALAGENS LTDA. ME;LAURINDO BISCUBI RAMOS;30;15;Faturamento;BOLETO;30 DIAS
5968;MR COOK ATACADO D PROD ALIMENTICIOS LTDA;WETER SONNENFELDET;30;15;Faturamento;BOLETO;30 DIAS
4250;MRDF CERVI;JOAO BATISTA;30;15;Faturamento;;
7031;MS COMERCIO DE FRUTAS LTDA;LAURINDO BISCUBI RAMOS;40;3;Faturamento;BOLETO;30 DIAS
14065;MURARO & CIA LTDA;NICOLAS AUGUSTO P. BORGES;35;10;Faturamento;BOLETO;30 DIAS
4131;NAT CEREAIS E ALIMENTOS LTDA;WETER SONNENFELDET;35;15;Faturamento;BOLETO;30 DIAS
17066;NATUFOLHA INDUSTRIAL DO MATE LTDA;NIDAL TUBASI;30;15;Faturamento;BOLETO;30 DIAS
8305;NATURAPEL IND DE PAPEIS LTDA;JOAO BATISTA;28;5;Faturamento;BOLETO;30 DIAS
8305;NATURAPEL IND DE PAPEIS LTDA;NICOLAS AUGUSTO P. BORGES;28;5;Faturamento;BOLETO;30 DIAS
21599;NEIDE MARIA COGO MENDES HORTFRUTIGRANGEI;LAURINDO BISCUBI RAMOS;15;7;Faturamento;;
12447;NEILAR IND COM DE ALIMENTOS LTDA;WETER SONNENFELDET;28;15;Faturamento;BOLETO;30 DIAS
1000;NESTLE BRASIL LTDA;JOAO BATISTA;28;6;Faturamento;BOLETO;28 DIAS
1000;NESTLE BRASIL LTDA;WETER SONNENFELDET;28;6;Faturamento;BOLETO;28 DIAS
4520;NESTLE BRASIL LTDA;WETER SONNENFELDET;28;10;Faturamento;BOLETO;30 DIAS
11547;NESTLE BRASIL LTDA;JOAO BATISTA;28;5;Faturamento;BOLETO;30 DIAS
11547;NESTLE BRASIL LTDA;WETER SONNENFELDET;28;5;Faturamento;BOLETO;30 DIAS
13034;NESTLE BRASIL LTDA;WETER SONNENFELDET;28;10;Faturamento;BOLETO;30 DIAS
15134;NESTLE BRASIL LTDA;JOAO BATISTA;28;5;Faturamento;BOLETO;30 DIAS
15134;NESTLE BRASIL LTDA;WETER SONNENFELDET;28;5;Faturamento;BOLETO;30 DIAS
4519;NESTLE BRASIL LTDA.;WETER SONNENFELDET;28;10;Faturamento;BOLETO;30 DIAS
9493;NIKO COMERCIO DE FRUTAS E DOCES LTDA;LAURINDO BISCUBI RAMOS;40;3;Faturamento;BOLETO;30 DIAS
3266;NILO TOZZO DISTRIBUIDORA LTDA;JOAO BATISTA;45;10;Faturamento;BOLETO;30 DIAS
3266;NILO TOZZO DISTRIBUIDORA LTDA;NJOUD HASSAN ZITAWI;45;10;Faturamento;BOLETO;30 DIAS
3266;NILO TOZZO DISTRIBUIDORA LTDA;WETER SONNENFELDET;45;10;Faturamento;BOLETO;30 DIAS
3264;NILO TOZZO E CIA LTDA.;JOAO BATISTA;45;10;Faturamento;BOLETO;30 DIAS
3380;NLS ALIMENTOS LTDA;NICOLAS AUGUSTO P. BORGES;28;10;Faturamento;BOLETO;30 DIAS
3380;NLS ALIMENTOS LTDA;WETER SONNENFELDET;28;10;Faturamento;BOLETO;30 DIAS
16654;NOP IND E COM DE ALIMENTOS LTDA EPP;SANDRO MARTINS VIANNA;30;7;Faturamento;BOLETO;30 DIAS
13771;NUTRIPLAN IND E COM ART.ORNAMENTAIS LTDA;NJOUD HASSAN ZITAWI;28;10;Faturamento;BOLETO;30 DIAS
11287;NUTRIPLAST INDUSTRIA E COMERCIO LTDA;NJOUD HASSAN ZITAWI;28;10;Faturamento;BOLETO;30 DIAS
17077;NUTRISUL ALIMENTOS LTDA;JOAO BATISTA;35;15;Faturamento;BOLETO;30 DIAS
21845;NW DISTRIBUIDORA DE BEBIDAS LTDA EPP;NICOLAS AUGUSTO P. BORGES;21/28/35/42;10;Faturamento;;
22762;ODERICH ALIMENTOS LTDA;NIDAL TUBASI;30;15;Faturamento;;
16831;ONIZ ALIMENTOS LTDA;JOAO BATISTA;35;5;Faturamento;CARTEIRA;
16831;ONIZ ALIMENTOS LTDA;NJOUD HASSAN ZITAWI;35;5;Faturamento;CARTEIRA;
16831;ONIZ ALIMENTOS LTDA;WETER SONNENFELDET;35;5;Faturamento;CARTEIRA;
6644;ONIZ DISTRIBUID LTDA SCJ;JOAO BATISTA;35;5;Faturamento;BOLETO;30 DIAS
6644;ONIZ DISTRIBUID LTDA SCJ;NJOUD HASSAN ZITAWI;35;5;Faturamento;BOLETO;30 DIAS
6644;ONIZ DISTRIBUID LTDA SCJ;WETER SONNENFELDET;35;5;Faturamento;BOLETO;30 DIAS
16832;ONIZ DISTRIBUIDORA LTDA;JOAO BATISTA;35;5;Faturamento;BOLETO;30 DIAS
16832;ONIZ DISTRIBUIDORA LTDA;NJOUD HASSAN ZITAWI;35;5;Faturamento;BOLETO;30 DIAS
16832;ONIZ DISTRIBUIDORA LTDA;WETER SONNENFELDET;35;5;Faturamento;BOLETO;30 DIAS
6643;ONIZ DISTRIBUIDORA LTDA.;JOAO BATISTA;35;5;Faturamento;BOLETO;30 DIAS
6643;ONIZ DISTRIBUIDORA LTDA.;NJOUD HASSAN ZITAWI;35;5;Faturamento;BOLETO;30 DIAS
6643;ONIZ DISTRIBUIDORA LTDA.;WETER SONNENFELDET;35;5;Faturamento;BOLETO;30 DIAS
3670;OPERGEL COM E IND DE PROD ALIMENT LTDA.;SANDRO MARTINS VIANNA;28;10;Faturamento;BOLETO;30 DIAS
3671;OPERGEL COML INDL DE PROD ALIM LTDA;SANDRO MARTINS VIANNA;28;10;Faturamento;BOLETO;30 DIAS
7019;ORCA DISTRIBUIDORA E TRANSPORTES LTDA.;JOAO BATISTA;28;10;Faturamento;BOLETO;30 DIAS
7019;ORCA DISTRIBUIDORA E TRANSPORTES LTDA.;NJOUD HASSAN ZITAWI;28;10;Faturamento;BOLETO;30 DIAS
7019;ORCA DISTRIBUIDORA E TRANSPORTES LTDA.;WETER SONNENFELDET;28;10;Faturamento;BOLETO;30 DIAS
17038;ORIGINAL LINE COM DE UTIL DOMEST LTDA;JOAO BATISTA;60;30;Faturamento;BOLETO;30 DIAS
17038;ORIGINAL LINE COM DE UTIL DOMEST LTDA;NJOUD HASSAN ZITAWI;60;30;Faturamento;BOLETO;30 DIAS
11279;ORTAGGI DISTRIB DE ALIMENTOS LTDA;LAURINDO BISCUBI RAMOS;28;10;Faturamento;BOLETO;30 DIAS
11279;ORTAGGI DISTRIB DE ALIMENTOS LTDA;MODELO;28;10;Faturamento;BOLETO;30 DIAS
7984;P A CHIELLA;NJOUD HASSAN ZITAWI;28;10;Faturamento;BOLETO;30 DIAS
5528;PAMPLONA ALIMENTOS;MODELO;28;10;Faturamento;BOLETO;30 DIAS
5528;PAMPLONA ALIMENTOS;SANDRO MARTINS VIANNA;28;10;Faturamento;BOLETO;30 DIAS
15756;PANARIUS DISTRIB LTDA;MODELO;28;10;Faturamento;BOLETO;30 DIAS
15756;PANARIUS DISTRIB LTDA;SANDRO MARTINS VIANNA;28;10;Faturamento;BOLETO;30 DIAS
5471;PANDURATA ALIMENTOS LTDA;WETER SONNENFELDET;28;15;Faturamento;BOLETO;30 DIAS
15497;PANDURATA ALIMENTOS LTDA;WETER SONNENFELDET;28;15;Faturamento;BOLETO;30 DIAS
11898;PANIFICIO MALLET LTDA.;LAURINDO BISCUBI RAMOS;28;10;Faturamento;BOLETO;30 DIAS
10111;PANIFICIO PANINE LTDA;WETER SONNENFELDET;28/35/42;15;Faturamento;BOLETO;30 DIAS
17070;PARAMOUNT IND E COM DE PLASTICOS LTDA;NJOUD HASSAN ZITAWI;40/50/60;15;Faturamento;BOLETO;30 DIAS
12257;PARATI IND.COM.DE ALIMENTOS LTDA;NICOLAS AUGUSTO P. BORGES;28;10;Faturamento;BOLETO;30 DIAS
12257;PARATI IND.COM.DE ALIMENTOS LTDA;WETER SONNENFELDET;28;10;Faturamento;BOLETO;30 DIAS
7788;PASSARINHO DISTRIBUIDORA E ATACADO LTDA;JOAO BATISTA;28;10;Faturamento;BOLETO;30 DIAS
12377;PASTIFICIO RS LTDA.;WETER SONNENFELDET;28;10;Faturamento;BOLETO;30 DIAS
6123;PAVIOLI SA;SANDRO MARTINS VIANNA;28;10;Faturamento;BOLETO;30 DIAS
1140;PEDRO CARVALHO DA SILVEIRA;LAURINDO BISCUBI RAMOS;28;10;Faturamento;BOLETO;30 DIAS
10123;PEPSICO DO BRASIL LTDA;WETER SONNENFELDET;28;10;Faturamento;BOLETO;30 DIAS
10124;PEPSICO DO BRASIL LTDA;NICOLAS AUGUSTO P. BORGES;21;10;Faturamento;BOLETO;30 DIAS
10124;PEPSICO DO BRASIL LTDA;NIDAL TUBASI;21;10;Faturamento;BOLETO;30 DIAS
10124;PEPSICO DO BRASIL LTDA;WETER SONNENFELDET;21;10;Faturamento;BOLETO;30 DIAS
10125;PEPSICO DO BRASIL LTDA;WETER SONNENFELDET;28;10;Faturamento;BOLETO;30 DIAS
10126;PEPSICO DO BRASIL LTDA;WETER SONNENFELDET;28;10;Faturamento;BOLETO;30 DIAS
6485;PIETROBON E CIA. LTDA;WETER SONNENFELDET;60;20;Faturamento;BOLETO;30 DIAS
12592;PILECCO E CIA. LTDA;NIDAL TUBASI;30;15;Faturamento;BOLETO;30 DIAS
10596;PINDUCA INDUSTRIA ALIMENTICIA LTDA;NIDAL TUBASI;45;15;Faturamento;BOLETO;30 DIAS
10596;PINDUCA INDUSTRIA ALIMENTICIA LTDA;WETER SONNENFELDET;45;15;Faturamento;BOLETO;30 DIAS
12581;PIRAHY ALIMENTOS LTDA;NIDAL TUBASI;21/28/35;15;Faturamento;BOLETO;30 DIAS
12582;PIRAHY ALIMENTOS LTDA.;NIDAL TUBASI;21/28/35;15;Faturamento;BOLETO;30 DIAS
14965;PIRISA PIRETRO INDUSTRIAL LTDA;JOAO BATISTA;30;5;Faturamento;BOLETO;30 DIAS
5492;PLASTICOS SUZUKI LTDA;LAURINDO BISCUBI RAMOS;30;15;Faturamento;BOLETO;30 DIAS
5492;PLASTICOS SUZUKI LTDA;MODELO;30;15;Faturamento;BOLETO;30 DIAS
12358;PLASUTIL IND. E COM. DE PLAST. LTDA;NJOUD HASSAN ZITAWI;28;10;Faturamento;BOLETO;30 DIAS
9973;PLASUTIL IND.COM.DE PLASTICOS LTDA;MODELO;28;10;Faturamento;BOLETO;30 DIAS
