DEPARTAMENTO;COMPRADOR;CODIGO_EMPRESA;CODIGO_PRODUTO;DESCRICAO_PRODUTO;STATUS_COMPRA;EMBL_COMPRA;EMBL_TRANSFERENCIA;ESTOQUE_ATUAL
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;4860;CHUPETA LOLLY T1 TIP AZUL;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;4859;CHUPETA LOLLY T1 TIP ROSA;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;37458;CHUPETA LOLLY VIVA NAT AZUL SIL T2;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;29737;CHUPETA NEOPAN SIL N.2 RS R.4122;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;4888;CJ SH + COND NIELY GOLD 275+175ML OLEO COCO;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;4887;CJ SH + COND NIELY GOLD 300+200ML CHOCOLATE;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;4889;CJ SH + COND NIELY GOLD 300+200ML QUERAT REP INT;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;35504;CLORO ORG BEL PISCINAS BD 10KG;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16263;CLORO PO UTIL SC 200G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16264;CLORO RODOQUIMICA TIRA MOFO 1L;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16312;COL CAJOVIL DOSADORA PARA PAPINHA;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16319;COL LOLLY PONTA SIL OCEANO F;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16320;COL LOLLY PONTA SIL OCEANO M;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16431;COLONIA T.ANJINHOS 100ML MENINA;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16432;COLONIA T.ANJINHOS 100ML MENINO;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16450;COMPRESSA GAZE CREMER 5UN;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16449;COMPRESSA GAZE CRR C 10;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;9127;COND DOVE ULTRA CACHOS 200ML;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;4981;COND ELSEVE 400ML ARG RESIST REST;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;9129;COND ELSEVE HYDR MAX COLAGENO 200ML;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;9122;COND ELSEVE OLEO EXTRAORDIN 200ML NUTRICAO INTENS;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;9130;COND ELSEVE QUERO LISO SOLTO 200ML;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;9131;COND ELSEVE SUPREM CONTROL 4D 200ML;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;9123;COND GOTA DOURADA FORT CABEL 430ML DESAMARELADOR;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;9133;COND JOHNSONS BABY INF 200ML CACHEADOS;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;9134;COND MONANGE 325ML REST Q GOSTO;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;5049;COND SALON OPUS 300ML DESMAIA FIOS;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;4997;COND SALON OPUS 350ML VERNIZ;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;4998;COND SALON OPUS 350ML VIOLET;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30094;COPO LOLLY TIP 350ML M R.7105-01-M;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30095;COPO LUDICA ANGEL C/CAN 500ML;A;1;1;0
PERFUMARIA E LIMPEZA;NJOUD HASSAN ZITAWI;50;37180;CORDA P VARAL POLIESTER C 3 4MMX5M;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16558;CORDA P/VARAL 10MX3,5MM;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16559;CORDA P/VARAL EM POLIESTER 10M;A;1;1;0
PERFUMARIA E LIMPEZA;NJOUD HASSAN ZITAWI;50;16560;CORDA VARAL MEADA PP COLOR 3MMX10M;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16561;CORDA VARAL MULTICORES PP 3MMX15M;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16562;CORDA VARAL MULTICORES PP 4MMX10M;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16563;CORDA VARAL NYLON N5 10M R 1704;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16576;CORRETIVO FACIAL VULT BASTAO MED/CL 3.5G;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;16589;CORT UNHA BELLESA PQ BASIC;A;1;1;0
PERFUMARIA E LIMPEZA;NJOUD HASSAN ZITAWI;50;16590;CORT UNHA INF BLUE;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;16591;CORT UNHA INF C/LIXA;A;1;1;0
PERFUMARIA E LIMPEZA;NJOUD HASSAN ZITAWI;50;16592;CORT UNHA INOX;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16593;CORT UNHA INOX PREMIUM 5 2CM 1PC;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;16594;CORT UNHA LOLLY INF SPECIAL AZUL;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;16595;CORT UNHA LOLLY INF SPECIAL ROSA;A;1;1;0
PERFUMARIA E LIMPEZA;NJOUD HASSAN ZITAWI;50;16596;CORT UNHA METAL 8X2,5CM;A;1;1;0
PERFUMARIA E LIMPEZA;NJOUD HASSAN ZITAWI;50;16598;CORT UNHA WELLMIX 5,5CM IND WX5949;A;1;1;0
PERFUMARIA E LIMPEZA;NJOUD HASSAN ZITAWI;50;5181;CORTADOR UNHA BELLESA GRANDE;A;1;1;0
PERFUMARIA E LIMPEZA;NJOUD HASSAN ZITAWI;50;5182;CORTADOR UNHA MARCOBONI UNICORNIO;A;1;1;0
PERFUMARIA E LIMPEZA;NJOUD HASSAN ZITAWI;50;5183;CORTADOR UNHA MERHEJE JUMBO SM 902;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;5185;CORTADOR UNHA Q UTIL RF3103;A;1;1;0
PERFUMARIA E LIMPEZA;NJOUD HASSAN ZITAWI;50;5179;CORTADOR UNHA YUDEVAN;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;19315;COT HASTES FLEX COTTONBABY PT 100UN;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;5188;COTONETE JOHNSON ECONOMIZE 150UN;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16722;CP LOLLY OCEANO C/ALCA 350ML F;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16723;CP LOLLY OCEANO C/ALCA 350ML M;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16819;CR 2X1 HID REVITTA 1K AMIDO MILHO;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16824;CR 2X1 HID REVITTA 1K BOMB VIT;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16820;CR 2X1 HID REVITTA 1K CACHOS/CRES;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16821;CR 2X1 HID REVITTA 1K REPAR;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16822;CR 2X1 HID REVITTA 1K REST JABORANDI;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16823;CR 2X1 HID REVITTA 1K SIL/DESMA;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30155;CR 2X1 HID REVITTA FORTALECED 1K;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30156;CR ATIVADOR VULT CACHOS/CRESPOS 300ML;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16825;CR BARB BIC 65G SENS;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;5236;CR DEN ORAL-B LV+PG-4UN70G 3D WHITE;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16828;CR DENT COLGATE LUM W. CARVAO 70G C/3;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16829;CR DENT COLGATE LW CARVAO 150G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16831;CR DENT COLGATE M.P.A 50G;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30162;CR DENT COLGATE M.P.A 90G C/12;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16832;CR DENT COLGATE NAT CAI 140G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16833;CR DENT COLGATE NAT CURCUMA 90G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16834;CR DENT COLGATE PREVENT ANT-PLACA 90G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16836;CR DENT COLGATE PRO ALIVIO REPARA 50G;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30159;CR DENT COLGATE S PRO ALIVIO L3P2 90G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16838;CR DENT COLGATE SENS P.ALIV WHIT 110;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16839;CR DENT COLGATE SENS PRO AL.BRANQ.50G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16837;CR DENT COLGATE SENS PRO AL.IMED 90G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16840;CR DENT COLGATE SENS PRO ALI.M.PR.50G;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30160;CR DENT COLGATE T.ACAO HORT 90G C/12;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16845;CR DENT COLGATE T12 ANT TART 90G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16847;CR DENT COLGATE T12 GENG REF 90G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16849;CR DENT COLGATE TOT 12 C.MINT 90G;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30161;CR DENT COLGATE TOTAL PROF H.SAUD 70G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16854;CR DENT CONDOR AVENGERS 100G;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30163;CR DENT ORAL B 123 70G LV12PG10;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16858;CR DENT ORAL B EX BCO 150G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16855;CR DENT ORAL-B 123 MENTA 150G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16856;CR DENT ORAL-B 3D WHITE 140G L+P-;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16857;CR DENT ORAL-B DETOX ANTI 130G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16859;CR DENT ORAL-B GLAMOR 90G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16860;CR DENT ORAL-B NATURAL ESSENCE 40G;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30164;CR DENT ORAL-B PLUS MENTA ORIG.90G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16861;CR DENT ORAL-B PRO-SAUDE ANTI-AC 70G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16862;CR DENT ORAL-B THERAPY CHARCOAL 102G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16863;CR DENT SENSODYNE BRAN.FRESH 50G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16867;CR DENT SORRISO 2 EM1 MENTA 140G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16868;CR DENT SORRISO BCO 50G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16871;CR DENT SORRISO EXTR BCO 120G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16872;CR DENT SORRISO HERBAL EUCALIP 120G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16873;CR DENT SORRISO HERBAL MENT/MELA 120G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16875;CR DENT SORRISO TROP CITRUS 120G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16876;CR DENT SORRISO TROPICAL MIX 120G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;5255;CR DENTAL CLOSE UP 130G DENTES MAIS;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;5257;CR DENTAL CLOSE UP 70G BIO ANTI CAR;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;9199;CR DENTAL COLGATE LUM WHITE 70G LV3;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;9198;CR DENTAL COLGATE TRIPLA ACAO 90G MENTA SAUVE;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;5260;CR DENTAL ORAL-B 102G DETOX ANTITAR;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;5261;CR DENTAL ORAL-B 120G 100%;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;5262;CR DENTAL ORAL-B 50G 100%;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;5266;CR DENTAL ORAL-B 70G 100%;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;5270;CR DENTAL ORAL-B 70G DUPLO ALIVIO;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;9203;CR DENTAL SENSODYNE PRO ESMALTE 50G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;9205;CR DENTAL SORRISO XTREME WHITE 70G 4D;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;9204;CR DENTAL SORRISO XTREME WHITE 70G BRILHO 5 ESTREL;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;9208;CR DENTAL SORRISO XTREME WHITE 70G EVOLUTION;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;9213;CR DENTAL SORRISO XTREME WHITE 70G HORTELA;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16879;CR FACIAL NIVEA ANTISSINAIS 100G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16880;CR FACIAL NIVEA GEL FRESH 100G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16881;CR FACIAL NIVEA NUTRITIVO 100G;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30165;CR MAS DAGUA NAT HIALURONICO 650G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;9219;CR MASSAGEM DAGUA ALGAS CENT650G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16893;CR MASSAGEM DAGUA NAT 350G NEUTRO;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16894;CR MASSAGEM DAGUA NAT 350PEROLAS;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;9220;CR MASSAGEM DAGUA PIMENTA NEGRA650G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16895;CR MASSAGEM HIDRAMAIS 500G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16896;CR MASSAGEM HIDRAMAIS 500G DREN;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16897;CR MASSAGEM HIDRAMAIS 500G NEUTRO;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16898;CR MASSAGEM HIDRAMAIS 500PIMENTA N.;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16900;CR MIX POWER NUTRILINE TRAT COMPLETO;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16901;CR MIX POWER OLEO ARGAN NUTRILINE;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16902;CR MIX POWER OLEO COCO 1K;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16903;CR NIVEA LT 56G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16904;CR NIVEA SOFT HIDRATANTE 49G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16906;CR NUTRICAO PROFUNDA MOCOTO REVI 1K;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;30206;CR P ROSTO BUSTO DI HELLEN 120G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16909;CR P/PENT ACAO SEL CERAM SIL 150ML;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16910;CR P/PENT ACAO SELETIVA 150ML;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16911;CR P/PENT ALOE REVITTA 190ML;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16912;CR P/PENT DI HELLEN ANT.STRESS 300G;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30166;CR P/PENT DI HELLEN ANTI-IDADE;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30167;CR P/PENT DI HELLEN CERAMIDAS 300G;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30168;CR P/PENT ELSEVE HYD COLAGENO 250ML;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30169;CR P/PENT ELSEVE HYDRAMAX 250ML;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30170;CR P/PENT ELSEVE LISS INTENSE 250ML;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30171;CR P/PENT ELSEVE NUTRI-CERAM 250ML;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30172;CR P/PENT ELSEVE NUTRI-GLOSS 250ML;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30173;CR P/PENT ELSEVE NUTRICAO 10 250ML;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30174;CR P/PENT ELSEVE SOLAR 250ML;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30175;CR P/PENT ELSEVE VOLUME CONTROL 250ML;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30176;CR P/PENT N.GOLD ANTI-STRESS 280G;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30177;CR P/PENT N.GOLD CERAMIDAS 280G;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30178;CR P/PENT N.GOLD CHOC 280G;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30179;CR P/PENT N.GOLD NUTR.ABS.280ML;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30180;CR P/PENT N.GOLD ORQUIDEA 280G;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30181;CR P/PENT N.GOLD REC PROFUNDA 280G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16913;CR P/PENT NEUTROX MAR PISC 300ML;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30182;CR P/PENT NIELY GOLD MEN 280G;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30183;CR P/PENT NIELY GOLD N.PODER 280ML;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16915;CR P/PENT NIELY HID MAX 280G;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30184;CR P/PENT PALM NAT 300ML;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30185;CR P/PENT PALM NAT C.BRILHANTES 150ML;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30186;CR P/PENT PALM NAT RENOV POS QUIM 150;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30187;CR P/PENT PALM NAT REPAR COMPL 150ML;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16916;CR P/PENT PALM NATURALS 150ML CERAMIDAS;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16917;CR P/PENT PALM NATURALS 150ML KIDS;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16918;CR P/PENT PALM NATURALS 150ML O.ARGAN;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30188;CR P/PENT PALM S.TURMALINA 150ML;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16919;CR P/PENT PALMOLIVE 150ML BABOSA;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16920;CR P/PENT PALMOLIVE 150ML COCO;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16921;CR P/PENT PALMOLIVE 300ML CUID ABS;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16922;CR P/PENT PALMOLIVE OLEO SURP.150ML;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16923;CR P/PENT REVITTA 150ML CAMOMILA;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30189;CR P/PENT S.LINE COCO;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30190;CR P/PENT S.LINE HIALURO 300ML;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30191;CR P/PENT S.LINE MEL CACHOS IN;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30192;CR P/PENT S.LINE PODEROSOS OND;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30193;CR P/PENT S.LINE QUERATINA/REC;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;30194;CR P/PENT SEDA ANTI SPONGE 300ML;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;30195;CR P/PENT SEDA BRILHO GLOSS 300ML;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;30196;CR P/PENT SEDA CAMADAS DESTACADAS 300;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;30197;CR P/PENT SEDA FORCA ANTI QUEBRA 300M;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;30198;CR P/PENT SEDA KERAFORCE QUIM 300ML;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;30199;CR P/PENT SEDA LISO EXTREMO 300ML;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;30200;CR P/PENT SEDA ONDAS DEFINIDAS 300ML;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;30201;CR P/PENT SEDA PRO COLOR 300ML;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;30202;CR P/PENT SEDA S.O.S KERAFORCE 300ML;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;30203;CR P/PENT SEDA S.O.S REC ESTRUT 300ML;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30204;CR P/PENT VINI LADY CRISTAL GLOSS 290;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30205;CR P/PENT VINI LADY PROT.INTENSA 290G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;9222;CR PENT ELSEVE COLORVIVE 250ML;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;9221;CR PENT ELSEVE QUERA LISO 250ML;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;9223;CR PENT KOLENE ORIGINAL 300ML;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16924;CR REVITTA REST 1K ALOE VERA C/SIL;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16925;CR REVITTA REST 1K MANT KARITE;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16926;CR REVITTA REST 1K MULTIVITS;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16927;CR REVITTA REST 1K QUERATINA;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16928;CR REVITTA REST 1K SIL;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16929;CR TRAT AUSSIE SMOOTH 3 MINUTOS 236ML;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30207;CR TRAT DI HELEN ANT-STRESS 450G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16931;CR TRAT DI HELEN ANT-STRESS 960G;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16932;CR TRAT DI HELEN CERAMIDAS 450G;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30208;CR TRAT ELSEVE COLORVIVE RENO 300ML;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30209;CR TRAT ELSEVE QUERA LISO 300ML;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16933;CR TRAT HEDERA 500G CERAMIDAS;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16934;CR TRAT HEDERA 500G COCO CAFE;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16938;CR TRAT HEDERA SH 500G BABOSA;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16943;CR TRAT JAYLUC SH 800G OLEO ARG;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30210;CR TRAT NOVEX OLEO ARGAN 1K;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30211;CR TRAT NOVEX OLEO COCO 1K;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30212;CR TRAT NOVEX QUERATINA ABSOLUTA 1K;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16944;CR TRAT NOVEX SANTO BLACK 1K;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30213;CR TRAT ORIGEM OLEO ARGAN 1K;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30214;CR TRAT ORIGEM RECONSTRUTOR 1K;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30215;CR TRAT PANTENE BRILHO EXTERNO 270ML;A;1;1;0
PERFUMARIA E LIMPEZA;MODELO;50;30216;CR TRAT PANTENE NOT CONT QUE 150ML;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;16949;CR TRAT SEDA SOS 30G CRESC FORTIF;A;1;1;0
PERFUMARIA E LIMPEZA;JOAO BATISTA;50;30217;CR TRAT TRESEMME OIL RADIANTE 400G;A;1;1;0
