COMPRADOR;CODIGO_FORNECEDOR_PRINCIPAL;FORNECEDOR_PRINCIPAL;SUBGRUPO;CODIGO_PRODUTO;DESCRICAO_PRODUTO;EMBALAGEM;PERC_ACM;PRECO_CUSTO;PRECO_VENDA;MARGEM_ATUAL;MARGEM_OBJETIVA;QTD_VENDIDA;ESTOQUE_MINIMO;ESTOQUE_MAXIMO;ESTOQUE_LOJA;ESTOQUE_DEPOSITO;PENDENTE_EXPEDIR_CD
NIDAL TUBASI;16989;SANTI INDUSTRIA E COMERCIO LTDA;ATACADO MERCEARIA;808;CHOC PO TRISANTI 50 CACAU 1 005KG;6;93,9;25,85;36,9;29,95;19;42;39;68;94;0;0
NIDAL TUBASI;15520;CONSERVAS ODERICH SA;ATACADO MERCEARIA;984;MOSTARDA ODERICH BD 3KG;6;95,5;21,21;29,9;29,06;19;40;84;168;145;18;18
NIDAL TUBASI;15520;CONSERVAS ODERICH SA;ATACADO MERCEARIA;876;MAIONESE ODERICH SH 7G C 140;1;97,9;13,06;18,99;31,23;18;35;76;116;50;0;5
NIDAL TUBASI;10142;KASADOCE DISTRIBUIDORA DE ALIMENTOS LTDA;ATACADO MERCEARIA;845;KETCHUP HEINZ 1 033KG;12;97,8;14,79;19,99;26,01;19;34;226;394;116;11;0
NIDAL TUBASI;16989;SANTI INDUSTRIA E COMERCIO LTDA;ATACADO MERCEARIA;807;CHOC PO TRISANTI 32 CACAU 1 005KG;6;97;21,75;29,99;27,48;19;29;44;74;93;0;0
NIDAL TUBASI;16989;SANTI INDUSTRIA E COMERCIO LTDA;ATACADO MERCEARIA;811;CHOC PO TRISANTI 70 CACAU 1 005KG;6;96,5;31,2;44,99;30,65;19;22;32;59;118;0;6
NIDAL TUBASI;15520;CONSERVAS ODERICH SA;ATACADO MERCEARIA;983;MOSTARDA ODERICH 7G SH C 140;1;99,1;11,63;15,99;27,27;18;20;94;136;82;0;4
NIDAL TUBASI;16989;SANTI INDUSTRIA E COMERCIO LTDA;ATACADO MERCEARIA;787;CACAU PO TRISANTI 1 005KG;6;96,8;46,5;65,99;29,53;19;14;38;70;98;0;0
NIDAL TUBASI;16995;DAUS INDUSTRIA DE ALIMENTOS SA;ATACADO MERCEARIA;36232;BEB LACT DAUS P SORVETE 1L BAUN;12;99,9;0;6,69;100;20;10;24;48;-77;0;0
NIDAL TUBASI;13490;IMPORT FOODS COMERCIAL E IMPORTADORA LTD;ATACADO MERCEARIA;819;COGUMELO MUCHO GUSTO POUCH FAT 1 01;6;99,8;0;19,9;100;18;4;49;96;16;0;0
NIDAL TUBASI;13490;IMPORT FOODS COMERCIAL E IMPORTADORA LTD;ATACADO MERCEARIA;822;COGUMELO MUCHO GUSTO POUCH INT 1 01;6;99,9;0;19,9;100;18;3;45;102;0;0;0
NIDAL TUBASI;0;SEM FORNECEDOR;ATACADO MERCEARIA;18349;EXT TOM ELEFANTE LT 135G;1;100;2,07;2,79;25,81;26;1;448;1072;3;0;0
NIDAL TUBASI;13416;ADM DO BRASIL LTDA;AZEITES E OLEOS;986;OLEO SOJA VITALIV PET 900ML;20;18,4;5,67;7,99;29,04;15;51964;7336;9956;13903;25497;3300
NIDAL TUBASI;11522;COAMO AGROINDUSTRIAL COOPERATIVA;AZEITES E OLEOS;980;OLEO SOJA COAMO PET 900ML;20;21,6;5,71;8,49;32,74;15;42409;18440;25880;9575;11;7740
NIDAL TUBASI;7086;BUNGE ALIMENTOS S/A;AZEITES E OLEOS;981;OLEO SOJA SOYA PET 900ML;20;38,1;6,15;8,99;31,59;15;13262;7700;10500;22377;46996;0
NIDAL TUBASI;15139;CARGIL AGRICOLA S A GOIANI;AZEITES E OLEOS;21386;OLEO SOJA LIZA PET 900ML;6;41,9;6,24;7,99;21,9;15;11655;9968;13424;2985;2;210
NIDAL TUBASI;11411;CAMIL ALIMENTOS S/A;AZEITES E OLEOS;949;AZEITE OLIV COCINERO EXT VIRG 500ML;12;53;17,7;26,9;34,2;22;1721;308;476;458;36;192
NIDAL TUBASI;11411;CAMIL ALIMENTOS S/A;AZEITES E OLEOS;948;AZEITE OLIV COCINERO EXT VIRG 250ML;12;63,6;9,73;14,99;35,09;22;1279;258;462;463;2063;96
NIDAL TUBASI;15139;CARGIL AGRICOLA S A GOIANI;AZEITES E OLEOS;940;AZEITE OLIV BORGES 250ML EXT VIRG;12;69,4;11,65;18,9;38,36;20;694;248;404;652;1860;84
NIDAL TUBASI;15139;CARGIL AGRICOLA S A GOIANI;AZEITES E OLEOS;942;AZEITE OLIV BORGES 500ML EXT VIRG;12;63,3;21,72;29,99;27,58;20;652;290;494;888;4381;168
NIDAL TUBASI;15139;CARGIL AGRICOLA S A GOIANI;AZEITES E OLEOS;967;OLEO LIZA MILHO 900ML;20;79;12,68;12,9;1,71;15;486;240;500;544;0;0
NIDAL TUBASI;15139;CARGIL AGRICOLA S A GOIANI;AZEITES E OLEOS;964;OLEO LIZA GIRASSOL 900ML;20;77,6;13,36;14,9;10,34;15;475;232;482;240;140;220
NIDAL TUBASI;15400;CARAMURU ALIMENTOS LTDA.;AZEITES E OLEOS;989;OLEO SINHA MILHO PET 900ML;20;86;10,19;12,9;21,01;20;275;224;504;166;16;0
NIDAL TUBASI;15139;CARGIL AGRICOLA S A GOIANI;AZEITES E OLEOS;963;OLEO LIZA CANOLA 900ML;20;83,6;12,53;15,99;21,64;20;272;208;468;81;0;40
NIDAL TUBASI;15139;CARGIL AGRICOLA S A GOIANI;AZEITES E OLEOS;959;OLEO LIZA ALGODAO TP1 900ML;20;86,8;11,91;13,99;14,87;15;233;194;434;234;180;120
NIDAL TUBASI;15400;CARAMURU ALIMENTOS LTDA.;AZEITES E OLEOS;987;OLEO SINHA GIRASSOL PET 900ML;20;89,8;9,48;11,99;20,93;20;210;226;506;59;0;0
NIDAL TUBASI;15139;CARGIL AGRICOLA S A GOIANI;AZEITES E OLEOS;970;OLEO MAZOLA MILHO 900ML;20;86,5;14,16;16,99;16,66;15;199;165;380;493;0;0
NIDAL TUBASI;9274;DISBAL RS DISTRIBUIDORA BALESTRIN LTDA;AZEITES E OLEOS;945;AZEITE OLIV GALLO EXT VIRG VD 500ML;20;74,3;25;44,9;44,32;22;199;420;680;595;15;0
NIDAL TUBASI;15139;CARGIL AGRICOLA S A GOIANI;AZEITES E OLEOS;969;OLEO MARIA COMPOSTO TRAD 500ML;20;88,9;12,43;16,9;26,45;20;160;224;494;348;0;0
NIDAL TUBASI;16989;SANTI INDUSTRIA E COMERCIO LTDA;AZEITES E OLEOS;960;OLEO COCO NUTRISANTI 200ML;8;86,4;15,49;21,9;29,27;24;155;650;890;198;0;0
NIDAL TUBASI;15139;CARGIL AGRICOLA S A GOIANI;AZEITES E OLEOS;972;OLEO OLIVIA COMPOSTO TRAD PT 500ML;20;91,8;11,05;15,99;30,89;20;127;208;468;291;0;20
NIDAL TUBASI;15139;CARGIL AGRICOLA S A GOIANI;AZEITES E OLEOS;962;OLEO COCO PURILEV S SABOR 200ML;12;91,4;11,31;18,9;40,16;24;112;492;660;187;0;12
NIDAL TUBASI;15139;CARGIL AGRICOLA S A GOIANI;AZEITES E OLEOS;966;OLEO LIZA MILHO 500ML;20;97,1;7,81;7,99;2,25;15;108;152;240;196;0;0
NIDAL TUBASI;16989;SANTI INDUSTRIA E COMERCIO LTDA;AZEITES E OLEOS;936;AZEITE DENDE TRISANTI 200ML;6;95,7;6,9;10,9;36,7;26;107;118;202;58;0;12
NIDAL TUBASI;15400;CARAMURU ALIMENTOS LTDA.;AZEITES E OLEOS;35624;OLEO SINHA 250ML C MANJERICAO;12;99,1;5,27;4,99;-5,61;15;66;0;0;95;0;0
NIDAL TUBASI;15400;CARAMURU ALIMENTOS LTDA.;AZEITES E OLEOS;36586;OLEO SINHA TRAD 500ML;12;97,3;0;12,99;100;0;61;0;0;6;132;240
NIDAL TUBASI;15400;CARAMURU ALIMENTOS LTDA.;AZEITES E OLEOS;34819;OLEO SINHA OREGANO 250ML;12;99,4;5,52;4,99;-10,62;15;47;0;0;15;0;0
NIDAL TUBASI;15400;CARAMURU ALIMENTOS LTDA.;AZEITES E OLEOS;36381;OLEO SINHA C ALHO 250ML;12;99,5;0;4,99;100;15;41;0;0;-90;0;0
NIDAL TUBASI;15400;CARAMURU ALIMENTOS LTDA.;AZEITES E OLEOS;34818;OLEO SINHA 250ML C ERVAS FINAS;12;99,6;5,52;4,99;-10,62;15;30;0;0;60;0;0
NIDAL TUBASI;15139;CARGIL AGRICOLA S A GOIANI;AZEITES E OLEOS;34368;OLEO LIZA GIRASSOL 500ML;20;99,5;7,39;8,99;17,8;15;22;0;0;49;0;0
NIDAL TUBASI;15520;CONSERVAS ODERICH SA;AZEITES E OLEOS;951;BANHA PORCO ODERICH 360G;12;99,7;8,36;6,9;-21,16;30;16;108;216;5;0;0
NIDAL TUBASI;9648;EQUILIBRIO SAUDAVEL PROD NATURAIS EIRELI;AZEITES E OLEOS;957;OLEO COCO EQUIL SAUD 200ML;1;100;0;29,9;100;30;1;0;0;-4;0;0
SANDRO MARTINS VIANNA;3670;OPERGEL COM E IND DE PROD ALIMENT LTDA.;BACALHAU - OUTROS;35542;BACALHAU OPERGEL SALG 400 G;1;94;24,8;39,99;37,98;28;38;120;240;103;0;0
NJOUD HASSAN ZITAWI;17018;FATEX INDUSTRIA COMERCIO IMP E EXP LTDA;BANHO;33998;TOAL ANTALIA CORTTEX SORT LISO;1;75,8;11,95;29,99;60,15;30;267;0;0;689;15;90
NJOUD HASSAN ZITAWI;8459;HIPER TEXTIL CAMA MESA E BANHO LTDA;BANHO;24968;TOAL ROSTO FAVO 40X60;1;96,4;2,71;5,99;54,76;30;168;92;182;591;0;492
NJOUD HASSAN ZITAWI;17018;FATEX INDUSTRIA COMERCIO IMP E EXP LTDA;BANHO;22971;ROUPAO MICROFIBRA ATTUALE FLEECE CORTTEX;1;83,3;25,56;54,99;53,52;27;81;0;0;585;419;288
NJOUD HASSAN ZITAWI;17018;FATEX INDUSTRIA COMERCIO IMP E EXP LTDA;BANHO;34089;TOAL BEACH CORTTEX;12;93,6;10;22,99;56,5;30;71;350;456;323;1;48
NJOUD HASSAN ZITAWI;17018;FATEX INDUSTRIA COMERCIO IMP E EXP LTDA;BANHO;36212;TOAL BANHO NANCY SORT 65X135 LISO;12;93;15;32,99;54,53;27;53;0;0;145;0;0
NJOUD HASSAN ZITAWI;14523;TECELAGEM ATLANTICA LTDA;BANHO;8667;TOALHA PISO ATLANTICA BASIC C/ANTID SISAL;1;98,2;9,92;17,99;44,86;30;33;0;0;148;11;0
NJOUD HASSAN ZITAWI;14523;TECELAGEM ATLANTICA LTDA;BANHO;24923;TOAL BAN LIZZIE AZUL BERLIM;1;98;10,85;19,99;45,72;30;32;0;0;102;0;0
NJOUD HASSAN ZITAWI;17018;FATEX INDUSTRIA COMERCIO IMP E EXP LTDA;BANHO;24976;TOAL ROSTO NANCY CORTTEX 50X70CM CORAL;1;98,7;6,1;13,99;56,4;30;31;0;0;35;5;1
NJOUD HASSAN ZITAWI;14523;TECELAGEM ATLANTICA LTDA;BANHO;24925;TOAL BAN LIZZIE MAR MEDITERRANEO;1;98,4;11,1;19,99;44,47;30;27;0;0;64;0;0
NJOUD HASSAN ZITAWI;14523;TECELAGEM ATLANTICA LTDA;BANHO;24958;TOAL PISO BASIC C/ANTIDERR AZ ES;1;98,7;9,92;17,99;44,86;30;24;0;0;128;0;0
NJOUD HASSAN ZITAWI;14523;TECELAGEM ATLANTICA LTDA;BANHO;24970;TOAL ROSTO LIZZIE AZUL BERLIM;1;99,4;5;9,99;49,95;30;22;0;0;57;0;0
NJOUD HASSAN ZITAWI;14523;TECELAGEM ATLANTICA LTDA;BANHO;24924;TOAL BAN LIZZIE FRAMBOESA;1;98,8;10,89;19,99;45,52;30;21;0;0;35;0;0
NJOUD HASSAN ZITAWI;14523;TECELAGEM ATLANTICA LTDA;BANHO;8666;TOALHA PISO ATLANTICA BASIC ROSA ROMA;1;98,9;9,92;17,99;44,86;30;21;0;0;347;36;0
NJOUD HASSAN ZITAWI;17018;FATEX INDUSTRIA COMERCIO IMP E EXP LTDA;BANHO;24975;TOAL ROSTO NANCY CORTTEX 50X70CM CINZA;1;99,2;6,1;13,99;56,4;30;21;0;0;67;0;0
NJOUD HASSAN ZITAWI;17018;FATEX INDUSTRIA COMERCIO IMP E EXP LTDA;BANHO;24982;TOAL ROSTO VERONA CORTTEX 50X70CM ROSA;1;99,2;6,1;13,99;56,4;30;20;0;0;52;0;0
NJOUD HASSAN ZITAWI;17018;FATEX INDUSTRIA COMERCIO IMP E EXP LTDA;BANHO;24977;TOAL ROSTO NANCY CORTTEX 50X70CM ROSA;1;99,2;6,1;13,99;56,4;30;20;0;0;81;0;0
NJOUD HASSAN ZITAWI;14523;TECELAGEM ATLANTICA LTDA;BANHO;24973;TOAL ROSTO LIZZIE ROSA DALIA;1;99,5;5,12;9,99;48,75;30;18;0;0;81;0;0
NJOUD HASSAN ZITAWI;17018;FATEX INDUSTRIA COMERCIO IMP E EXP LTDA;BANHO;33830;TOALHA PISO MYKONOS CORTTEX 50X70 RS;12;99,3;6,97;15,99;56,41;30;15;0;0;46;0;0
NJOUD HASSAN ZITAWI;14523;TECELAGEM ATLANTICA LTDA;BANHO;24972;TOAL ROSTO LIZZIE MAR MEDITERRANEO;1;99,7;5,16;9,99;48,35;30;14;0;0;38;0;0
NJOUD HASSAN ZITAWI;17018;FATEX INDUSTRIA COMERCIO IMP E EXP LTDA;BANHO;24939;TOAL BANH VERONA CORTTEX 65CMX1 35M AZ;1;98,8;13,07;29,99;56,42;30;13;0;0;34;0;0
NJOUD HASSAN ZITAWI;17018;FATEX INDUSTRIA COMERCIO IMP E EXP LTDA;BANHO;24928;TOAL BAN NANCY CORTTEX 65CMX1 35M CZ;1;98,9;15;29,99;49,98;30;12;0;0;58;0;0
NJOUD HASSAN ZITAWI;17018;FATEX INDUSTRIA COMERCIO IMP E EXP LTDA;BANHO;24980;TOAL ROSTO VERONA CORTTEX 50X70CM AZUL;1;99,6;6,1;13,99;56,4;30;12;0;0;12;0;0
NJOUD HASSAN ZITAWI;17018;FATEX INDUSTRIA COMERCIO IMP E EXP LTDA;BANHO;24960;TOAL ROST VERONA CORTTEX 50X70CM VERDE;1;99,6;7;13,99;49,96;30;12;0;0;13;0;0
NJOUD HASSAN ZITAWI;17018;FATEX INDUSTRIA COMERCIO IMP E EXP LTDA;BANHO;24974;TOAL ROSTO NANCY CORTTEX 50X70CM AZUL;1;99,6;6,1;13,99;56,4;30;11;0;0;45;0;0
NJOUD HASSAN ZITAWI;17018;FATEX INDUSTRIA COMERCIO IMP E EXP LTDA;BANHO;24981;TOAL ROSTO VERONA CORTTEX 50X70CM BEGE;1;99,6;6,1;13,99;56,4;30;11;0;0;47;0;0
NJOUD HASSAN ZITAWI;17018;FATEX INDUSTRIA COMERCIO IMP E EXP LTDA;BANHO;24940;TOAL BANH VERONA CORTTEX 65CMX1 35M BG;1;99,1;0;29,99;100;30;10;0;0;45;2;0
NJOUD HASSAN ZITAWI;17018;FATEX INDUSTRIA COMERCIO IMP E EXP LTDA;BANHO;33829;TOALHA PISO MYKONOS CORTTEX 50X70 BG;12;99,6;6,97;15,99;56,41;30;9;0;0;39;0;0
NJOUD HASSAN ZITAWI;17018;FATEX INDUSTRIA COMERCIO IMP E EXP LTDA;BANHO;24929;TOAL BAN NANCY CORTTEX 65CMX1 35M RS;1;99,3;0;29,99;100;30;8;0;0;35;0;0
NJOUD HASSAN ZITAWI;17018;FATEX INDUSTRIA COMERCIO IMP E EXP LTDA;BANHO;33832;TOALHA PISO MYKONOS CORTTEX 50X70 CZ;12;99,7;0;15,99;100;30;8;0;0;45;0;0
NJOUD HASSAN ZITAWI;17018;FATEX INDUSTRIA COMERCIO IMP E EXP LTDA;BANHO;24926;TOAL BAN NANCY CORTTEX 65CMX1 35M AZ;1;99,4;15;29,99;49,98;30;7;0;0;46;0;0
NJOUD HASSAN ZITAWI;17018;FATEX INDUSTRIA COMERCIO IMP E EXP LTDA;BANHO;24941;TOAL BANH VERONA CORTTEX 65CMX1 35M RS;1;99,4;15;29,99;49,98;30;7;0;0;60;0;1
NJOUD HASSAN ZITAWI;17018;FATEX INDUSTRIA COMERCIO IMP E EXP LTDA;BANHO;24959;TOAL ROST VERONA CORTTEX 50X70CM TAUPE;1;99,8;7;13,99;49,96;30;7;0;0;37;0;0
NJOUD HASSAN ZITAWI;17018;FATEX INDUSTRIA COMERCIO IMP E EXP LTDA;BANHO;24943;TOAL BANH VERONA CORTTEX 65CMX1 35M VD;1;99,4;15;29,99;49,98;30;7;0;0;6;0;0
NJOUD HASSAN ZITAWI;17018;FATEX INDUSTRIA COMERCIO IMP E EXP LTDA;BANHO;33831;TOALHA PISO MYKONOS CORTTEX 50X70 AZ;12;99,7;6,97;15,99;56,41;30;7;0;0;25;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;BANHO;24969;TOAL ROSTO FLORIZA 45CM X70;1;99,8;0;17,99;100;35;5;0;0;20;0;0
NJOUD HASSAN ZITAWI;17018;FATEX INDUSTRIA COMERCIO IMP E EXP LTDA;BANHO;24927;TOAL BAN NANCY CORTTEX 65CMX1 35M CR;1;99,6;13,07;29,99;56,42;30;5;0;0;109;1;0
NJOUD HASSAN ZITAWI;17018;FATEX INDUSTRIA COMERCIO IMP E EXP LTDA;BANHO;24942;TOAL BANH VERONA CORTTEX 65CMX1 35M TP;1;99,7;15;29,99;49,98;30;4;0;0;22;1;0
NJOUD HASSAN ZITAWI;14523;TECELAGEM ATLANTICA LTDA;BANHO;24971;TOAL ROSTO LIZZIE FRAMBOESA;1;99,9;0;9,99;100;30;4;0;0;73;1;0
NJOUD HASSAN ZITAWI;14523;TECELAGEM ATLANTICA LTDA;BANHO;33262;JG TOALHA 4 PCS GARDEN FILME IPE ROSA;28;99,5;33,8;49,9;32,26;30;4;0;0;148;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;BANHO;24920;TOAL BAN ELEGANCE 70X1,40;1;99,8;0;35,99;100;30;3;0;0;6;0;0
NJOUD HASSAN ZITAWI;14523;TECELAGEM ATLANTICA LTDA;BANHO;33261;JG TOALHA 4 PCS GARDEN FILME AZUL CETIM;28;99,6;33,8;49,9;32,26;30;3;0;0;139;0;0
NJOUD HASSAN ZITAWI;12543;ALTENBURG INDUSTRIA TEXTIL LTDA;BANHO;8661;TOALHA PISO ALTENBURG LONDRES CINZA STORM;1;99,9;0;15,99;100;30;3;0;0;18;0;0
NJOUD HASSAN ZITAWI;12543;ALTENBURG INDUSTRIA TEXTIL LTDA;BANHO;36210;TOALHA BANHO TOQUIO SUMMER VDE;6;100;0;29,99;100;30;1;0;0;40;12;0
NJOUD HASSAN ZITAWI;12543;ALTENBURG INDUSTRIA TEXTIL LTDA;BANHO;8660;TOALHA PISO ALTENBURG LONDRES CINZA STEEL;1;100;9,71;15,99;39,27;30;1;0;0;14;0;0
NJOUD HASSAN ZITAWI;12543;ALTENBURG INDUSTRIA TEXTIL LTDA;BANHO;8669;TOALHA ROSTO ALTENBURG SCALA CINZA STEEL;1;100;0;16,99;100;27;1;0;0;4;0;0
NJOUD HASSAN ZITAWI;13421;CAMESA INDUSTRIA TEXTIL LTDA;BANHO;36977;TOALHA PISO CAMESA FRAME 50X70 BCO;1;100;0;29,9;100;0;1;0;0;-1;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;BANHO;24935;TOAL BAN SANTISTA PR.VITRI CIDRA;1;100;0;24,9;100;25;1;0;0;2;0;0
NJOUD HASSAN ZITAWI;14523;TECELAGEM ATLANTICA LTDA;BANHO;33263;JG TOALHA 4 PCS GARDEN FILME GENGIBRE;28;99,9;33,8;49,9;32,26;30;1;0;0;137;0;0
NJOUD HASSAN ZITAWI;12543;ALTENBURG INDUSTRIA TEXTIL LTDA;BANHO;24962;TOAL ROSTO BEGE SALAR 50X80CM;1;100;15,55;26,99;42,39;27;1;0;0;8;1;0
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;664;SUCO KAPO 200ML UVA;12;67,3;1,66;2,79;40,5;24;5420;1156;1576;2195;1242;240
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;389;ENERG MONSTER LT 473ML GREEN;6;53,8;7,47;9,49;21,29;25;4650;1356;1884;3159;2874;210
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;661;SUCO KAPO 200ML LARANJA;12;72,3;1,66;2,79;40,5;24;3757;866;1166;1694;1616;636
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;663;SUCO KAPO 200ML MORANGO;12;73,1;1,66;2,79;40,5;24;3500;890;1214;1761;1681;288
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;659;SUCO KAPO 200ML ABACAXI;12;74,9;1,66;2,79;40,5;24;3081;736;1000;1848;2157;180
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;34951;SUCO KAPO 200ML MELANCIA;12;75,8;1,66;2,79;40,5;24;2869;418;634;1580;1072;360
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;662;SUCO KAPO 200ML MACA;12;76,1;1,66;2,79;40,5;24;2832;752;1028;1956;567;312
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;615;SUCO DEL VALLE TP 200ML PESSEGO;18;76,3;1,58;2,79;43,37;24;2773;1166;1580;1384;204;72
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;619;SUCO DEL VALLE TP 200ML UVA;18;77,4;1,37;2,79;50,9;24;2569;1060;1420;1217;16;54
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;390;ENERG MONSTER LT 473ML GREEN ZERO;6;60,9;7,46;9,49;21,39;25;2498;594;798;2695;1881;0
NICOLAS AUGUSTO P. BORGES;10224;COOP VITIVINICOLA ALIANCA LTDA;BEBIDAS E SUCOS;33868;REFRE HAPPY TP 200ML UVA;24;82,6;1,45;2,49;41,77;24;1870;492;816;1360;744;96
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;392;ENERG MONSTER LT 473ML MANGO LOCO;6;66;7,47;9,49;21,29;25;1707;442;610;1033;650;12
NICOLAS AUGUSTO P. BORGES;11293;BUSCHLE ALIMENTOS;BEBIDAS E SUCOS;577;GELADINHO MANIA;6;64,1;5,15;10,99;53,14;28;1699;2034;2670;7639;54;666
NICOLAS AUGUSTO P. BORGES;10224;COOP VITIVINICOLA ALIANCA LTDA;BEBIDAS E SUCOS;33871;REFRE HAPPY TP 200ML ABACAXI;24;85;1,45;2,49;41,77;24;1557;492;816;1513;600;96
NICOLAS AUGUSTO P. BORGES;6424;BEBIDAS FRUKI LTDA;BEBIDAS E SUCOS;378;REFRE FRUKITO PET 200ML FRUTAS CITRICAS;12;91,7;1,04;1,59;34,59;30;1294;614;842;792;3;108
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;646;SUCO DEL VALLE FRUT PET 1 5L UVA;6;75,9;4,35;6,49;32,97;24;1231;310;436;609;772;78
NICOLAS AUGUSTO P. BORGES;10224;COOP VITIVINICOLA ALIANCA LTDA;BEBIDAS E SUCOS;33870;REFRE HAPPY TP 200ML MORANGO;24;87,9;1,45;2,49;41,77;24;1196;492;816;854;672;48
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;396;ENERG MONSTER LT 473ML ULTRA;6;73,4;7,47;9,49;21,29;25;1000;418;592;230;201;120
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;656;SUCO DEL VALLE FRUT TP 1L UVA;6;80,9;3,57;5,49;34,97;24;976;474;606;652;42;78
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;645;SUCO DEL VALLE FRUT PET 1 5L LARANJA;6;79,4;4,04;6,49;37,75;24;935;300;420;838;397;12
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;601;SUCO DEL VALLE TP 1L PESSEGO;6;74;5,59;9,99;44,04;24;915;384;516;400;73;42
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;643;SUCO DEL VALLE FRUT PET 1 5L FRUT CITRICAS;6;80,1;4,08;6,49;37,13;24;882;312;450;585;714;102
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;386;ENERG MONSTER LT 473ML ABSOLUT ZERO;6;76,8;7,47;9,49;21,29;25;788;312;426;504;558;84
NICOLAS AUGUSTO P. BORGES;14226;BEBIDAS GRASSI DO BRASIL LTDA;BEBIDAS E SUCOS;437;ENERG BALY PET 2L;6;72,3;9,1;13,99;34,95;24;750;626;860;539;1630;384
NICOLAS AUGUSTO P. BORGES;10224;COOP VITIVINICOLA ALIANCA LTDA;BEBIDAS E SUCOS;33872;REFRE HAPPY TP 200ML PESSEGO;24;92,5;1,45;2,49;41,77;24;750;408;696;1336;1776;96
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;607;SUCO DEL VALLE TP 1L UVA;6;77,2;5,26;9,99;47,35;24;733;380;530;512;6;36
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;618;SUCO DEL VALLE 100 P CENTO TP 200ML MACA;18;89,8;1,76;3,49;49,57;24;722;244;496;521;0;36
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;5742;ENERG MONSTER LT 473ML FIESTA MANGO;6;78,4;7,47;9,49;21,29;25;694;326;458;527;6;42
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;637;SUCO DEL VALLE LT 290ML PESSEGO;6;87,7;2,34;4,49;47,88;24;678;274;388;523;31;18
NICOLAS AUGUSTO P. BORGES;10224;COOP VITIVINICOLA ALIANCA LTDA;BEBIDAS E SUCOS;33869;REFRE HAPPY TP 200ML LARANJA;24;93,5;1,47;2,49;40,96;24;663;492;816;320;720;48
NICOLAS AUGUSTO P. BORGES;6424;BEBIDAS FRUKI LTDA;BEBIDAS E SUCOS;368;REFRE FRUKITO PET 2L FRUTAS CITRICAS;6;83,3;4,12;6,99;41,06;24;640;284;392;36;425;240
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;327;BEBIDA ADES ABACAXI TP 200M;6;89,4;1,6;4,49;64,37;26;577;200;302;291;12;0
NICOLAS AUGUSTO P. BORGES;15441;SPAL IND BRAS BEBIDAS AS;BEBIDAS E SUCOS;654;SUCO DEL VALLE FRUT TP 1L LARANJA;6;87,5;3,65;5,49;33,52;24;562;464;626;273;0;12
