COMPRADOR;CODIGO_FORNECEDOR_PRINCIPAL;FORNECEDOR_PRINCIPAL;SUBGRUPO;CODIGO_PRODUTO;DESCRICAO_PRODUTO;EMBALAGEM;PERC_ACM;PRECO_CUSTO;PRECO_VENDA;MARGEM_ATUAL;MARGEM_OBJETIVA;QTD_VENDIDA;ESTOQUE_MINIMO;ESTOQUE_MAXIMO;ESTOQUE_LOJA;ESTOQUE_DEPOSITO;PENDENTE_EXPEDIR_CD
WETER SONNENFELDET;6643;ONIZ DISTRIBUIDORA LTDA.;MASSAS ALIMENTICIAS;20339;MAC INST NISSIN CHICO BENTO 75G SUAV MILH MANT;50;97,5;2,07;3,19;35,11;28;237;494;1144;934;977;50
WETER SONNENFELDET;16963;GERMANI ALIMENTOS LTDA;MASSAS ALIMENTICIAS;20652;MASSA GERMANI C VEG 500G PARAF;20;94,4;4,3;6,39;32,71;30;225;200;440;200;100;20
SANDRO MARTINS VIANNA;12947;COOPAVEL COOPERATIVA AGROINDUSTRIAL;MASSAS ALIMENTICIAS;11862;QJO RALADO KG;1;70,9;0;53,9;100;30;220,527;0;0;-1014,796;0;0
WETER SONNENFELDET;10321;MOINHO DO NORDESTE SA;MASSAS ALIMENTICIAS;2940;MASSA S OVOS NORDESTE 1KG ESPAGUETE;15;93,5;5,35;7,69;30,43;28;213;331;526;370;16;135
WETER SONNENFELDET;0;SEM FORNECEDOR;MASSAS ALIMENTICIAS;20634;MAS LINGUINE ORQUIDEA+MOL C/OVOS 400G;1;96;3,64;5,19;29,87;28;210;309;634;205;-2;0
WETER SONNENFELDET;12257;PARATI IND.COM.DE ALIMENTOS LTDA;MASSAS ALIMENTICIAS;20615;MAS ESPA PARATI SEMOLA 1K;15;92;7,16;9,59;25,34;20;206;135;270;137;11;90
WETER SONNENFELDET;15886;REDOL ALIMENTOS LTDA;MASSAS ALIMENTICIAS;2843;MASSA C OVOS DOMELLY 500G RIGATONE;20;96,8;2,9;4,59;36,82;28;202;216;476;123;0;160
WETER SONNENFELDET;6643;ONIZ DISTRIBUIDORA LTDA.;MASSAS ALIMENTICIAS;2744;MACARRAO CUP NOODLES 65G FRUTOS MAR;24;95,7;3,77;5,79;34,89;28;201;240;552;498;216;96
WETER SONNENFELDET;10321;MOINHO DO NORDESTE SA;MASSAS ALIMENTICIAS;2941;MASSA S OVOS NORDESTE 1KG PARAFUSO;15;94,1;5,14;7,69;33,16;28;195;286;436;360;92;55
WETER SONNENFELDET;3589;EVERTON RICARDO BIEHL SOTT & CIA LTDA.;MASSAS ALIMENTICIAS;20706;MAS TIPO TORTILHA RAP10 LIGHT 297G;1;87,1;8,74;16,29;46,35;30;195;0;0;-27;0;0
WETER SONNENFELDET;15886;REDOL ALIMENTOS LTDA;MASSAS ALIMENTICIAS;20650;MASSA C OVOS DOMELLY 500G PARAFUSO;20;97,1;2,98;4,59;35,08;28;185;176;396;143;1;100
WETER SONNENFELDET;6486;MOSMANN ALIM LTDA;MASSAS ALIMENTICIAS;20587;MAS CASEIRA MOSMANN C OVOS N3 500G;20;92,1;6,92;10,59;34,66;32;184;144;324;115;19;60
WETER SONNENFELDET;10683;TONDO S/A;MASSAS ALIMENTICIAS;2931;MASSA S OVOS ORQUIDEA 500G PARAFUSO TRICOL;20;95,4;4,65;6,99;33,48;32;174;204;444;246;19;20
WETER SONNENFELDET;16963;GERMANI ALIMENTOS LTDA;MASSAS ALIMENTICIAS;2948;MASSA GERMANI LEVIT INT 500G PARAF;20;96,3;4,05;5,99;32,39;30;173;192;432;313;179;60
WETER SONNENFELDET;15886;REDOL ALIMENTOS LTDA;MASSAS ALIMENTICIAS;2842;MASSA C OVOS DOMELLY 500G ESPAGUETE;20;97,4;2,98;4,59;35,08;28;171;436;681;211;0;220
WETER SONNENFELDET;6643;ONIZ DISTRIBUIDORA LTDA.;MASSAS ALIMENTICIAS;20370;MAC INST UFO 96G CURRY;12;94,7;5,14;8,79;41,52;28;157;888;1212;507;5;108
WETER SONNENFELDET;10683;TONDO S/A;MASSAS ALIMENTICIAS;20657;MAS PARAF ORQUIDEA FUR MOL C OVOS 400G;20;97,3;3,47;5,19;33,14;28;153;208;468;260;14;0
WETER SONNENFELDET;10683;TONDO S/A;MASSAS ALIMENTICIAS;20694;MAS RIGATONE ORQUIDEA C OVOS 500G;20;97,8;2,96;4,69;36,89;32;145;80;180;105;1;40
WETER SONNENFELDET;16963;GERMANI ALIMENTOS LTDA;MASSAS ALIMENTICIAS;20608;MASSA GERMANI LEVIT INT 500G ESPAG;20;97,2;4,05;5,99;32,39;30;140;236;476;335;120;60
WETER SONNENFELDET;6486;MOSMANN ALIM LTDA;MASSAS ALIMENTICIAS;20600;MAS CASEIRA MOSMANN TOPE 400G;20;94,7;6,78;9,99;32,13;32;138;112;252;115;17;100
WETER SONNENFELDET;15886;REDOL ALIMENTOS LTDA;MASSAS ALIMENTICIAS;20570;MASSA DOMELLY SEMOLA 1KG AVE MARIA;10;96,2;5,78;8,19;29,43;20;129;104;204;137;60;20
WETER SONNENFELDET;8461;LATICINIOS KIFORMAGGIO LTDA;MASSAS ALIMENTICIAS;22634;QJO RAL KIFORMAGGIO ZR LAC 40G;25;97,8;3,2;5,69;43,76;30;123;247;572;80;0;0
WETER SONNENFELDET;15886;REDOL ALIMENTOS LTDA;MASSAS ALIMENTICIAS;20651;MASSA DOMELLY SEMOLA 1KG PARAF;10;96,7;5,96;8,19;27,23;20;116;175;305;95;0;50
WETER SONNENFELDET;15886;REDOL ALIMENTOS LTDA;MASSAS ALIMENTICIAS;20693;MASSA DOMELLY SEMOLA 1KG RIGATONE;10;96,7;5,58;8,19;31,87;20;115;120;250;152;55;40
WETER SONNENFELDET;12257;PARATI IND.COM.DE ALIMENTOS LTDA;MASSAS ALIMENTICIAS;20660;MAS PARAF PARATI SEMOLA 1K;10;96,3;7,52;9,59;21,58;20;108;204;324;212;9;0
WETER SONNENFELDET;6486;MOSMANN ALIM LTDA;MASSAS ALIMENTICIAS;20586;MASSA CAS MOSMANN C OVOS N2 500G;20;95,9;6,92;10,59;34,66;32;105;128;288;25;17;0
WETER SONNENFELDET;3589;EVERTON RICARDO BIEHL SOTT & CIA LTDA.;MASSAS ALIMENTICIAS;20707;MAS TIPO TORTILHA RAP10 TAPIOCA 198G;1;92,5;8,64;18,89;54,26;30;98;0;0;129;0;0
WETER SONNENFELDET;15886;REDOL ALIMENTOS LTDA;MASSAS ALIMENTICIAS;20678;MASSA C OVOS DOMELLY 500G PENNE;20;98,7;2,98;4,59;35,08;28;97;220;480;189;1;0
WETER SONNENFELDET;6486;MOSMANN ALIM LTDA;MASSAS ALIMENTICIAS;20599;MAS CASEIRA MOSMANN S COLEST 500G;20;96,4;6,92;10,59;34,66;32;96;128;288;163;77;80
WETER SONNENFELDET;5714;IND E COMERCIO DE MASSA ROMENA LTDA;MASSAS ALIMENTICIAS;20691;MAS PIZZA ROMENA INTEGRAL 150G;1;98;3,05;7,79;60,85;30;84;0;0;70;0;0
WETER SONNENFELDET;6643;ONIZ DISTRIBUIDORA LTDA.;MASSAS ALIMENTICIAS;20337;MAC INST NISSIN CHICO BENTO 75G CANJA GAL;50;99,3;2,07;3,19;35,11;28;83;484;1134;199;-48;0
WETER SONNENFELDET;8461;LATICINIOS KIFORMAGGIO LTDA;MASSAS ALIMENTICIAS;22632;QJO RAL KIFORMAGGIO TRAD 250G;20;92,7;17,5;24,39;28,25;18;75;144;324;117;0;40
WETER SONNENFELDET;15886;REDOL ALIMENTOS LTDA;MASSAS ALIMENTICIAS;20607;MASSA DOMELLY SEMOLA 1KG ESPAG;10;98,2;5,88;8,19;28,21;20;72;354;484;259;9;90
WETER SONNENFELDET;10321;MOINHO DO NORDESTE SA;MASSAS ALIMENTICIAS;2858;MASSA C OVOS NORDESTE 500G RIGATONI;30;99,3;2,7;3,89;30,59;28;68;247;457;355;42;60
WETER SONNENFELDET;6486;MOSMANN ALIM LTDA;MASSAS ALIMENTICIAS;20589;MAS CASEIRA MOSMANN COGUMELO VG 400G;12;97,1;8,53;12,99;34,33;32;66;70;154;40;8;12
WETER SONNENFELDET;6486;MOSMANN ALIM LTDA;MASSAS ALIMENTICIAS;20588;MAS CASEIRA MOSMANN C TAPIOCA 300G;12;96,8;9,35;14,99;37,63;32;61;70;154;41;11;36
WETER SONNENFELDET;10683;TONDO S/A;MASSAS ALIMENTICIAS;20692;MAS RIG G DURO ORQUIDEA PENNE 500G;20;98,6;5,33;7,89;32,45;30;58;160;360;250;57;20
WETER SONNENFELDET;6643;ONIZ DISTRIBUIDORA LTDA.;MASSAS ALIMENTICIAS;20336;MAC INST NISSIN CHICO BENTO 75G CALDINHO FJAO;50;99,5;2,07;3,19;35,11;28;56;494;1144;290;-217;0
WETER SONNENFELDET;10683;TONDO S/A;MASSAS ALIMENTICIAS;20625;MAS FUSILLI G DURO ORQUIDEA 500G;20;99,1;4,76;6,89;30,91;30;47;144;324;290;108;0
WETER SONNENFELDET;6486;MOSMANN ALIM LTDA;MASSAS ALIMENTICIAS;20590;MAS CASEIRA MOSMANN ESPAG 500G;20;98,9;6,29;9,59;34,41;32;39;176;336;277;8;20
WETER SONNENFELDET;6486;MOSMANN ALIM LTDA;MASSAS ALIMENTICIAS;20593;MAS CASEIRA MOSMANN INT PARAF 400G;6;99,3;4,46;6,89;35,27;32;37;54;96;43;0;12
WETER SONNENFELDET;6486;MOSMANN ALIM LTDA;MASSAS ALIMENTICIAS;20655;MAS PARAF MOSMANN INT S G C WH 300G;12;98,4;9,78;14,99;34,76;32;35;124;256;232;11;12
WETER SONNENFELDET;6486;MOSMANN ALIM LTDA;MASSAS ALIMENTICIAS;20591;MAS CASEIRA MOSMANN ESPINAFRE 400G;6;98,7;8,14;12,49;34,83;32;35;54;108;65;5;12
WETER SONNENFELDET;6486;MOSMANN ALIM LTDA;MASSAS ALIMENTICIAS;20594;MAS CASEIRA MOSMANN INTEGRAL 300G;12;98,5;9,78;14,99;34,76;32;34;70;154;54;-2;0
WETER SONNENFELDET;6486;MOSMANN ALIM LTDA;MASSAS ALIMENTICIAS;20596;MAS CASEIRA MOSMANN MULT PARAF 400G;20;99,4;4,77;6,99;31,76;25;30;48;84;97;44;20
WETER SONNENFELDET;6486;MOSMANN ALIM LTDA;MASSAS ALIMENTICIAS;20598;MAS CASEIRA MOSMANN PAPPARDELLE 400G;12;98,9;8,49;12,99;34,64;32;30;60;132;39;10;0
WETER SONNENFELDET;17702;CELARE ALIMENTOS COM DISTRIB LTDA;MASSAS ALIMENTICIAS;20696;MAS SPAGUETTINI BARILLA N3 500G;24;98,8;0;17,79;100;30;23;90;186;68;0;0
WETER SONNENFELDET;17702;CELARE ALIMENTOS COM DISTRIB LTDA;MASSAS ALIMENTICIAS;20681;MASSA PENNE RIGATE BARILLA 500G;12;98,6;13,95;19,99;30,22;30;23;52;112;51;0;0
WETER SONNENFELDET;6486;MOSMANN ALIM LTDA;MASSAS ALIMENTICIAS;20654;MAS PARAF MOSMANN INT GRAO BICO 300G;12;99;9,78;14,99;34,76;32;23;82;166;178;-19;0
WETER SONNENFELDET;17702;CELARE ALIMENTOS COM DISTRIB LTDA;MASSAS ALIMENTICIAS;20697;MASSA SPAGUETTONI BARILLA N7 500G;24;99,5;11,79;17,79;33,73;30;10;108;252;114;0;0
WETER SONNENFELDET;6486;MOSMANN ALIM LTDA;MASSAS ALIMENTICIAS;20642;MAS NINHO MOSMANN INT C QUINOA 400G;6;99,8;6,25;9,59;34,83;32;10;36;72;73;-7;0
WETER SONNENFELDET;17702;CELARE ALIMENTOS COM DISTRIB LTDA;MASSAS ALIMENTICIAS;20571;MASSA BARILLA BAVETTE N13 500G;12;99,6;11,79;17,79;33,73;30;9;90;210;96;0;0
WETER SONNENFELDET;6486;MOSMANN ALIM LTDA;MASSAS ALIMENTICIAS;20680;MAS PENNE MOSMANN INT C CHIA 400G;6;99,9;6,25;9,59;34,83;32;7;54;96;13;-13;0
WETER SONNENFELDET;17702;CELARE ALIMENTOS COM DISTRIB LTDA;MASSAS ALIMENTICIAS;20695;MASSA SPAGUETTI BARILLA N5 500G;24;99,8;11,79;17,79;33,73;30;6;90;210;55;0;0
WETER SONNENFELDET;12377;PASTIFICIO RS LTDA.;MASSAS ALIMENTICIAS;37610;MASSA CASEIRA PASTAMIA N1 400G;24;100;0;5,69;100;26;2;0;0;-2;0;0
WETER SONNENFELDET;0;SEM FORNECEDOR;MASSAS ALIMENTICIAS;20662;MAS PARAF PARATI SEMOLA 500G;1;100;0;5,49;100;32;1;0;0;0;0;0
WETER SONNENFELDET;0;SEM FORNECEDOR;MASSAS ALIMENTICIAS;20576;MAS CABELO ANJO GERMANI C/OVOS 500G;1;100;0;6,69;100;32;1;0;0;-1;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;METRO-ESCALA;19874;LAMINA ARCO SERRA STARTOOLS 3PC;1;99,7;3,08;6,99;55,94;35;16;0;0;54;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;METRO-ESCALA;25063;TRENA STARTOOLS C/TRAVA 3M 19MM;1;99,8;4,41;9,99;55,86;35;10;0;0;53;0;0
NJOUD HASSAN ZITAWI;16099;V MADALOZZO E CIA LTDA;METRO-ESCALA;33620;LUVA 8X25CM BORRACHA TECIDO;360;99,9;4,16;9,99;58,36;35;7;0;0;21;0;0
NJOUD HASSAN ZITAWI;5020;STARTOOLS FERRAMENTAS COM.IMP E EXPOR.;METRO-ESCALA;33955;ESPATULA METAL CABO PLASTICO 2 07MM;1;99,9;3,69;8,99;58,95;35;5;0;0;44;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;METRO-ESCALA;20303;LUVA SOFT PIGMENTADA STARTOOLS;1;100;1,9;4,99;61,92;35;5;0;0;126;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;METRO-ESCALA;22345;PROT EVA STARTOOLS QUAD 2,5CM;1;100;0;4,99;100;35;4;0;0;24;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;METRO-ESCALA;14896;BROCA STARTOOLS CONCRETO 6MM;1;100;2,34;4,99;53,11;35;4;0;0;80;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;METRO-ESCALA;14897;BROCA STARTOOLS CONCRETO 8MM;1;100;3,02;6,99;56,8;35;4;0;0;33;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;METRO-ESCALA;13247;BICO MANG STATOOLS JATO AJUSTAVEL;1;100;3,54;7,99;55,69;35;3;0;0;42;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;METRO-ESCALA;21965;PINCEL P/PINTURA STARTOOLS 30004 19MM;1;100;1,41;3,99;64,66;35;2;0;0;54;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;METRO-ESCALA;22346;PROT EVA STARTOOLS RED 3CM;1;100;2,37;4,99;52,51;35;2;0;0;22;0;0
NJOUD HASSAN ZITAWI;5020;STARTOOLS FERRAMENTAS COM.IMP E EXPOR.;METRO-ESCALA;33948;JG PINCEIS CABO PLASTICO C3;1;100;4,59;9,99;54,05;35;2;0;0;7;0;0
NJOUD HASSAN ZITAWI;15943;INGA IMPORT LTDA SC;METRO-ESCALA;33404;TRENA ACO FORTE 5MX19MM;1;100;5,76;12,99;55,66;35;1;0;0;8;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;METRO-ESCALA;25061;TRENA OXFORDF 3MX10MM;1;100;4,02;7,99;49,69;35;1;0;0;69;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;METRO-ESCALA;25062;TRENA STARTOOLS C/TRAVA 2M 12MM;1;100;3,21;7,99;59,82;35;1;0;0;63;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;METRO-ESCALA;14941;CABO BAT STARTOOLS 2,5MTS 300AMP;1;99,9;19,24;41,99;54,18;35;1;0;0;21;0;0
NJOUD HASSAN ZITAWI;17057;LYKE COMERCIO DE MAT P ESCRITORIO LTDA;MOCHILAS E ESTOJOS;36005;CLIPS 33MM NEON 100PCS;144;98,4;2,92;6,99;58,23;37;77;0;0;180;0;0
NJOUD HASSAN ZITAWI;9773;CASTRO E CASTRO COM.IND.IMP DE ART. PAP;MOCHILAS E ESTOJOS;34676;ESTOJO JUVENIL SORT COLORS;12;99,6;2,59;6,99;62,95;30;21;0;0;174;0;0
NJOUD HASSAN ZITAWI;9973;PLASUTIL IND.COM.DE PLASTICOS LTDA;MOCHILAS E ESTOJOS;18291;EST BOX M USO LUDICO SPIDEY-16245;1;99,6;4,64;9,99;53,55;35;17;0;0;38;0;0
NJOUD HASSAN ZITAWI;9773;CASTRO E CASTRO COM.IND.IMP DE ART. PAP;MOCHILAS E ESTOJOS;34674;ESTOJO JUVENIL SORT PTO;12;99,8;2,59;6,99;62,95;30;11;0;0;42;0;0
NJOUD HASSAN ZITAWI;14292;ABR ART BAG RIO COMERC.IMP.E EXPORT LTDA;MOCHILAS E ESTOJOS;34384;MOCHILA COSTAS 17 5 ML25067 PTO;24;97,9;49,11;95,9;48,79;30;7;0;0;10;0;0
NJOUD HASSAN ZITAWI;14292;ABR ART BAG RIO COMERC.IMP.E EXPORT LTDA;MOCHILAS E ESTOJOS;34385;MOCHILA COSTAS 17 5 ML25068 PTO;24;97,9;49,11;95,9;48,79;30;7;0;0;13;0;0
NJOUD HASSAN ZITAWI;14292;ABR ART BAG RIO COMERC.IMP.E EXPORT LTDA;MOCHILAS E ESTOJOS;20948;MOC COSTAS UNICORNIO UN3495J;1;99,1;0;49,99;100;30;6;0;0;4;0;0
NJOUD HASSAN ZITAWI;14292;ABR ART BAG RIO COMERC.IMP.E EXPORT LTDA;MOCHILAS E ESTOJOS;34394;ESTOJO DUPLO 21 9 6CM MF23179 LIL;48;99,6;12,21;23,99;49,1;30;6;0;0;54;0;0
NJOUD HASSAN ZITAWI;14292;ABR ART BAG RIO COMERC.IMP.E EXPORT LTDA;MOCHILAS E ESTOJOS;34391;ESTOJO DUPLO 21 9 6CM MF23078 CAMU PT;48;99,6;12,21;23,99;49,1;30;6;0;0;24;0;0
NJOUD HASSAN ZITAWI;3454;YIN'S BRASIL COMERCIO INT. LTDA.;MOCHILAS E ESTOJOS;18294;EST CORACOES EM PIXEL YS27296;1;100;5,41;3,99;-35,59;30;5;0;0;-14;0;0
NJOUD HASSAN ZITAWI;9973;PLASUTIL IND.COM.DE PLASTICOS LTDA;MOCHILAS E ESTOJOS;18322;EST M USO LUDICO DIVERT;1;99,9;5,54;11,99;53,79;35;5;0;0;69;0;0
NJOUD HASSAN ZITAWI;14292;ABR ART BAG RIO COMERC.IMP.E EXPORT LTDA;MOCHILAS E ESTOJOS;34396;ESTOJO DUPLO 21 9 6CM MF24067 RSA;48;99,7;12,21;23,99;49,1;30;5;0;0;46;0;0
NJOUD HASSAN ZITAWI;9058;COM FARTEX IMP.E EXP.DE ART P/PRES LTDA;MOCHILAS E ESTOJOS;35826;LANCHEIRA ESC INF MASC PREM BPD21292;1;99,6;23,91;29,99;20,27;30;5;0;0;70;0;0
NJOUD HASSAN ZITAWI;14292;ABR ART BAG RIO COMERC.IMP.E EXPORT LTDA;MOCHILAS E ESTOJOS;34388;ESTOJO DUPLO 9 21 6 MF25004 RSA VDE;48;99,8;12,21;23,99;49,1;30;4;0;0;33;0;0
NJOUD HASSAN ZITAWI;14292;ABR ART BAG RIO COMERC.IMP.E EXPORT LTDA;MOCHILAS E ESTOJOS;34382;MOCHILA COSTAS 17 5 ML24646 PTO;24;99,1;40,91;79,9;48,8;30;4;0;0;9;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;MOCHILAS E ESTOJOS;19921;LANCH TERMICA DOG RAD-DR23065L;1;99,7;26,32;29,99;12,24;30;4;0;0;-2;0;0
NJOUD HASSAN ZITAWI;9773;CASTRO E CASTRO COM.IND.IMP DE ART. PAP;MOCHILAS E ESTOJOS;18312;EST ESC SORT R.PEC-14;1;100;0;6,98;100;30;3;0;0;-2;0;0
NJOUD HASSAN ZITAWI;9058;COM FARTEX IMP.E EXP.DE ART P/PRES LTDA;MOCHILAS E ESTOJOS;36872;MOCHILA JUV FEM BASIC SORTIDA;1;99,9;0;21,99;100;0;3;0;0;-3;0;0
NJOUD HASSAN ZITAWI;14292;ABR ART BAG RIO COMERC.IMP.E EXPORT LTDA;MOCHILAS E ESTOJOS;34383;MOCHILA COSTAS 17 5 ML25066 PTO;24;99,2;49,11;95,9;48,79;30;3;0;0;10;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;MOCHILAS E ESTOJOS;20980;MOC GATINHA-YS42325;1;99,7;32,4;39,99;18,98;30;3;0;0;-6;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;MOCHILAS E ESTOJOS;19919;LANCH TERMICA DARK SPIDER-DS3489L;1;99,8;26,32;29,99;12,24;30;3;0;0;3;0;0
NJOUD HASSAN ZITAWI;9973;PLASUTIL IND.COM.DE PLASTICOS LTDA;MOCHILAS E ESTOJOS;18323;EST M USO PLASUTIL;1;100;3,72;8,99;58,62;35;3;0;0;10;0;0
NJOUD HASSAN ZITAWI;9058;COM FARTEX IMP.E EXP.DE ART P/PRES LTDA;MOCHILAS E ESTOJOS;35807;LANCHEIRA ESC INF FEM PREM PRIN BPD;6;99,9;20,24;24,99;19,01;30;3;0;0;17;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;MOCHILAS E ESTOJOS;22194;PORTA LAP/CAN CRISTAL;1;99,9;5,73;12,69;54,85;30;3;0;0;20;0;0
NJOUD HASSAN ZITAWI;4368;UP IMPORTACAO E EXPORTACAO LTDA ME;MOCHILAS E ESTOJOS;37026;LANCHEIRA ESC MD9173L;1;99,9;0;24,99;100;0;2;0;0;-4;0;0
NJOUD HASSAN ZITAWI;4368;UP IMPORTACAO E EXPORTACAO LTDA ME;MOCHILAS E ESTOJOS;35789;LANCHEIRA ESC MD9176L;1;99,9;19,92;24,99;20,29;30;2;0;0;41;0;0
NJOUD HASSAN ZITAWI;14292;ABR ART BAG RIO COMERC.IMP.E EXPORT LTDA;MOCHILAS E ESTOJOS;34398;ESTOJO SIMPLES 5 20 5CM MF24049 RSA AZL;48;100;3,72;7,99;53,44;30;2;0;0;3;0;0
NJOUD HASSAN ZITAWI;14292;ABR ART BAG RIO COMERC.IMP.E EXPORT LTDA;MOCHILAS E ESTOJOS;34399;ESTOJO SIMPLES 5 20 5CM MF24051;48;100;3,72;7,99;53,44;30;2;0;0;1;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;MOCHILAS E ESTOJOS;20938;MOC COSTAS BALEIA-PI3132;1;99,9;11,84;19,99;40,77;30;2;0;0;36;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;MOCHILAS E ESTOJOS;18301;EST EM PU-YS27312;1;99,9;8,69;18,99;54,24;30;2;0;0;25;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;MOCHILAS E ESTOJOS;19922;LANCH TERMICA FREE FIRE-FR2495L;1;99,8;0;49,99;100;30;2;0;0;70;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;MOCHILAS E ESTOJOS;20946;MOC COSTAS UNICORNIO CLIO-UN3197J;1;99,6;63,92;79,99;20,09;30;2;0;0;145;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;MOCHILAS E ESTOJOS;20917;MOC C/RODINHAS DARK SPIDER-DS3488K;1;99,6;0;79,99;100;30;2;0;0;2;0;0
NJOUD HASSAN ZITAWI;4368;UP IMPORTACAO E EXPORTACAO LTDA ME;MOCHILAS E ESTOJOS;35834;MOCHILA COSTAS MINI PIRATA PL3133;1;99,9;11,92;19,99;40,37;30;2;0;0;9;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;MOCHILAS E ESTOJOS;20915;MOC C/RODINHAS BOM JOGO-YS42192;1;99,1;0;159,5;100;30;2;0;0;4;0;0
NJOUD HASSAN ZITAWI;4368;UP IMPORTACAO E EXPORTACAO LTDA ME;MOCHILAS E ESTOJOS;36518;MOCHILA COSTAS DARK SPIDER DS3525;1;99,8;0;49,99;100;0;2;0;0;-8;0;0
NJOUD HASSAN ZITAWI;4368;UP IMPORTACAO E EXPORTACAO LTDA ME;MOCHILAS E ESTOJOS;36429;MOCHILA CARRINHO FREE FIRE FR2494;1;99,6;0;79,99;100;0;2;0;0;-19;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;MOCHILAS E ESTOJOS;18329;EST POLIESTER WAVES-YS27300;1;100;0;12,99;100;30;1;0;0;5;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;MOCHILAS E ESTOJOS;22195;PORTA LAP/CANS FUME;1;100;5,73;12,69;54,85;30;1;0;0;43;0;0
NJOUD HASSAN ZITAWI;14292;ABR ART BAG RIO COMERC.IMP.E EXPORT LTDA;MOCHILAS E ESTOJOS;34395;ESTOJO DUPLO 21 9 6CM MF24008 PTO;48;100;12,21;23,99;49,1;30;1;0;0;-1;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;MOCHILAS E ESTOJOS;22181;PORTA LAP ESTAMPA FOL WPE00051;1;100;8;22,98;65,19;30;1;0;0;0;0;0
NJOUD HASSAN ZITAWI;9058;COM FARTEX IMP.E EXP.DE ART P/PRES LTDA;MOCHILAS E ESTOJOS;35824;LANCHEIRA ESC INF MASC PREM BPD2130;1;100;0;24,99;100;30;1;0;0;41;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;MOCHILAS E ESTOJOS;19915;LANCH LOST WORD-YS42188;1;100;25,68;29,99;14,37;30;1;0;0;3;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;MOCHILAS E ESTOJOS;18299;EST DUPLO-MF23039;1;100;14,39;33,99;57,66;30;1;0;0;-1;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;MOCHILAS E ESTOJOS;20947;MOC COSTAS UNICORNIO-HL23118J;1;99,8;72,33;89,99;19,62;30;1;0;0;18;0;0
NJOUD HASSAN ZITAWI;4368;UP IMPORTACAO E EXPORTACAO LTDA ME;MOCHILAS E ESTOJOS;36843;MOCHILA ESC CG3310J;1;99,8;0;89,99;100;0;1;0;0;-10;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;MOCHILAS E ESTOJOS;20945;MOC COSTAS LITTLE CAT-PH3158J;1;99,8;0;89,9;100;30;1;0;0;45;0;0
NJOUD HASSAN ZITAWI;14292;ABR ART BAG RIO COMERC.IMP.E EXPORT LTDA;MOCHILAS E ESTOJOS;34387;MOCHILA COSTAS ML25125 PORTA LAPTOP;24;99,7;65,51;129,9;49,57;30;1;0;0;21;0;0
NJOUD HASSAN ZITAWI;14292;ABR ART BAG RIO COMERC.IMP.E EXPORT LTDA;MOCHILAS E ESTOJOS;34386;MOCHILA COSTAS 19 ML24688 CZA;24;99,6;81,91;159,9;48,77;30;1;0;0;4;0;0
NJOUD HASSAN ZITAWI;3454;YIN'S BRASIL COMERCIO INT. LTDA.;MOCHILAS E ESTOJOS;20996;MOC JACARE YS42313;1;99,9;29,69;39,99;25,76;30;1;0;0;5;0;0
NJOUD HASSAN ZITAWI;4368;UP IMPORTACAO E EXPORTACAO LTDA ME;MOCHILAS E ESTOJOS;36369;LANCHEIRA TERMICA HL3596L;1;99,9;0;39,99;100;30;1;0;0;-14;0;0
NJOUD HASSAN ZITAWI;0;SEM FORNECEDOR;MOCHILAS E ESTOJOS;19918;LANCH TERMICA BORBOLETA-CP24083L;1;99,9;0;39,99;100;30;1;0;0;-2;0;0
