NROEMPRESA;NUMERONF;SERIENF;TIPOTABELA;STATUSNF;NROSERIEECF;DTAEMISSAO;TIPNOTAFISCAL;VLRTOTAL;SEQPESSOA;NOMERAZAO;SEQNOTAFISCAL;NFECHAVEACESSO;INDEMISSAONF;DESCSTATUSNFE;STATUSNFE;DANFEEMITIDA;DTAIMPRESSAO;NFEAMBIENTE;NFEDTACANC;NFENROPROTCANC;NFEDTAENV;NFENROPROTENVIO;USUEMITIU;NROCARGA;INDENVIACANCELAMENTO;LINKERP;CODGERALOPER;INDLIBERADAINUTILIZACAO;APPORIGEM;INDRETORNOEVENTO;DTAVENCIMENTO;DTARECEBIMENTO;OBSERVACAOLF;TIPPEDIDOCOMPRA;NFREFERENCIANRO;NFREFERENCIASERIE;SEQNF;NUMERORPS;NUMERONFSE;NUMERONFPAINEL;MODELO;SEQPESSOATOMADORNFSE
6;183;700;N;V;;2026-03-26-00.00.00.000000;E;23,55;6;SUPERMERCADO BAKLIZI LTDA;1237284;43260300610350001141557000000001831074475230;S;Autorizada;4;;;P;;;2026-03-27-09.03.11.000000;243260100139593;DERDIAS;;N;6092345;202;N;7;;;;Ref. NFCe 1777 708 26/03 Usr: NMARQUES Just: Comprou errado, NFCe 15738 701 26/03 Usr: FSOUTO Just: PESAGEM COM CODIGO ERRADO, NFCe 15738 701 26/03 Usr: FSOUTO Just: Comprou errado, NFCe 1777 708 26/03 Usr: NMARQUES Just: PESAGEM COM CODIGO ERRADO;;3953;CF;2950395;;;183;55;
8;251;700;N;V;;2026-03-26-00.00.00.000000;E;54,49;8;SUPERMERCADO BAKLIZI LTDA;1237286;43260300610350000765557000000002511588463451;S;Autorizada;4;;;P;;;2026-03-27-09.03.12.000000;243260100139613;RFLORES;;N;6092347;202;N;7;;;;Ref. NFCe 9523 703 24/03 Usr: ERIKAGABI Just: Comprou errado, NFCe 9716 703 25/03 Usr: RVILLA Just: Comprou errado, NFCe 9716 703 25/03 Usr: RVILLA Just: Produto com defeito, NFCe 9523 703 24/03 Usr: ERIKAGABI Just: Produto com defeito;;16318;CF;2950397;;;251;55;
12;141;700;N;V;;2026-03-26-00.00.00.000000;E;77,98;12;SUPERMERCADO BAKLIZI LTDA;1237287;43260300610350001737557000000001411423074312;S;Autorizada;4;;;P;;;2026-03-27-09.03.16.000000;243260100139753;GHAAS;;N;6092348;202;N;7;;;;Ref. NFCe 6739 714 26/03 Usr: GHAAS Just: Comprou errado, NFCe 6682 706 26/03 Usr: ECASTRO Just: Comprou errado;;14437;CF;2950398;;;141;55;
14;274;700;N;V;;2026-03-26-00.00.00.000000;E;757,86;14;SUPERMERCADO BAKLIZI LTDA;1237288;43260300610350001656557000000002741510564010;S;Autorizada;4;;;P;;;2026-03-27-09.03.17.000000;243260100139793;ANAJAQUES;;N;6092349;202;N;7;;;;Ref. NFCe 11961 706 26/03 Usr: MANUELLAI Just: Comprou errado, NFCe 14584 707 26/03 Usr: KATTLIN Just: Comprou errado, NFCe 5988 704 26/03 Usr: ANAJAQUES Just: Comprou errado;;22945;CF;2950399;;;274;55;
18;302;700;N;V;;2026-03-26-00.00.00.000000;E;24,77;18;SUPERMERCADO BAKLIZI LTDA;1237289;43260300610350002202557000000003021327092673;S;Autorizada;4;;;P;;;2026-03-27-09.03.20.000000;243260100139866;LUISARO;;N;6092350;202;N;7;;;;Ref. NFCe 3757 709 26/03 Usr: CMELLO Just: Comprou errado;;9618;CF;2950400;;;302;55;
8;254;700;N;V;;2026-03-27-00.00.00.000000;E;33,7;8;SUPERMERCADO BAKLIZI LTDA;1261548;43260300610350000765557000000002541577874490;S;Autorizada;4;;;P;;;2026-03-28-09.02.59.000000;243260101634174;RFLORES;;N;6116122;202;N;7;;;;Ref. NFCe 3716 705 27/03 Usr: VINROSA Just: Comprou errado, NFCe 10044 703 27/03 Usr: ERICAF Just: Comprou errado;;17253;CF;2974536;;;254;55;
3;503;700;N;V;;2026-03-27-00.00.00.000000;E;91,03;3;SUPERMERCADO BAKLIZI LTDA;1252130;43260300610350000331557000000005031530923350;S;Autorizada;4;;;P;;;2026-03-27-17.58.55.000000;243260101161003;MESILVA;;N;6106802;202;N;7;;;;Ref. NFCe 13364 715 27/03 Usr: JMACHADO Just: Impróprio para consumo;;27311;CF;2965050;;;503;55;
2;516;700;N;V;;2026-03-26-00.00.00.000000;E;12,99;2;SUPERMERCADO BAKLIZI LTDA;1237280;43260300610350000170557000000005161956637420;S;Autorizada;4;;;P;;;2026-03-27-09.03.05.000000;243260100139353;BIANCARA;;N;6092342;202;N;7;;;;Ref. NFCe 7735 705 26/03 Usr: ALICES Just: Comprou errado;;17787;CF;2950391;;;516;55;
7;193;700;N;V;;2026-03-26-00.00.00.000000;E;25,73;7;SUPERMERCADO BAKLIZI LTDA;1237285;43260300610350001060557000000001931170055487;S;Autorizada;4;;;P;;;2026-03-27-09.03.08.000000;243260100139476;AROSA;;N;6092346;202;N;7;;;;Ref. NFCe 6606 707 26/03 Usr: KLEDESMA Just: Comprou errado, NFCe 11455 704 26/03 Usr: GSILVA Just: Comprou errado;;22940;CF;2950396;;;193;55;
11;277;700;N;V;;2026-03-27-00.00.00.000000;E;125,71;11;SUPERMERCADO BAKLIZI LTDA;1261549;43260300610350001818557000000002771670507879;S;Autorizada;4;;;P;;;2026-03-28-09.03.04.000000;243260101634236;JFUCHS;;N;6116123;202;N;7;;;;Ref. NFCe 4798 708 27/03 Usr: LUIZSAN Just: Passou duas vezes, NFCe 9599 707 27/03 Usr: MLEON Just: Impróprio para consumo, NFCe 14573 703 27/03 Usr: RAIMON Just: Impróprio para consumo, NFCe 9599 707 27/03 Usr: MLEON Just: Passou duas vezes, NFCe 4798 708 27/03 Usr: LUIZSAN Just: Impróprio para consumo, NFCe 9599 707 27/03 Usr: MLEON Just: Comprou errado, NFCe 4798 708 27/03 Usr: LUIZSAN Just: Comprou errado, NFCe 14573 703 27/03 Usr: RAIMON Just: Passou duas vezes, NFCe 14573 703 27/03 Usr: RAIMON Just: Comprou errado, NFCe 4776 708 27/03 Usr: LUIZSAN Just: Impróprio para consumo, NFCe 1130 709 27/03 Usr: EMILYS Just: Passou duas vezes, NFCe 4776 708 27/03 Usr: LUIZSAN Just: Passou duas vezes, NFCe 1130 709 27/03 Usr: EMILYS Just: Comprou errado, NFCe 4776 708 27/03 Usr: LUIZSAN Just: Comprou errado, NFCe 1130 709 27/03 Usr: EMILYS Just: Impróprio para consumo;;2846;CF;2974537;;;277;55;
12;153;700;N;V;;2026-03-27-00.00.00.000000;E;120,08;12;SUPERMERCADO BAKLIZI LTDA;1261556;43260300610350001737557000000001531429644421;S;Autorizada;4;;;P;;;2026-03-28-09.02.59.000000;243260101634175;IASMINS;;N;6116130;202;N;7;;;;Ref. NFCe 9190 713 27/03 Usr: HPEREIRA Just: Comprou errado, NFCe 9105 713 27/03 Usr: ADOSANTOS Just: Comprou errado, NFCe 6151 704 27/03 Usr: ECASTRO Just: Comprou errado, NFCe 4489 710 27/03 Usr: RLEGAL Just: Comprou errado;;9761;CF;2974544;;;153;55;
13;202;700;N;V;;2026-03-27-00.00.00.000000;E;31,98;13;SUPERMERCADO BAKLIZI LTDA;1261557;43260300610350001494557000000002021978358507;S;Autorizada;4;;;P;;;2026-03-28-09.03.02.000000;243260101634210;DARLENV;;N;6116131;202;N;7;;;;Ref. NFCe 4696 704 27/03 Usr: TAILIZE Just: Comprou errado;;11162;CF;2974545;;;202;55;
14;301;700;N;V;;2026-03-27-00.00.00.000000;E;55,21;14;SUPERMERCADO BAKLIZI LTDA;1261558;43260300610350001656557000000003011690893849;S;Autorizada;4;;;P;;;2026-03-28-09.03.05.000000;243260101634240;DANIELED;;N;6116132;202;N;7;;;;Ref. NFCe 14637 707 27/03 Usr: DANIELED Just: Comprou errado, NFCe 14706 707 27/03 Usr: ANACAR Just: Comprou errado;;27482;CF;2974546;;;301;55;
18;309;700;N;V;;2026-03-27-00.00.00.000000;E;141,78;18;SUPERMERCADO BAKLIZI LTDA;1261559;43260300610350002202557000000003091330449766;S;Autorizada;4;;;P;;;2026-03-28-09.03.05.000000;243260101634248;ALICESI;;N;6116133;202;N;7;;;;Ref. NFCe 1926 708 27/03 Usr: GRODRIGUEZ Just: Passou duas vezes, NFCe 9967 716 27/03 Usr: FSITTONI Just: Passou duas vezes, NFCe 7102 712 27/03 Usr: MGARCIA Just: Comprou errado, NFCe 7102 712 27/03 Usr: MGARCIA Just: Impróprio para consumo, NFCe 1926 708 27/03 Usr: GRODRIGUEZ Just: Comprou errado, NFCe 9607 710 27/03 Usr: ACARDONA Just: Impróprio para consumo, NFCe 9607 710 27/03 Usr: ACARDONA Just: Passou duas vezes, NFCe 7019 712 27/03 Usr: MGARCIA Just: Passou duas vezes, NFCe 9967 716 27/03 Usr: FSITTONI Just: Comprou errado, NFCe 9607 710 27/03 Usr: ACARDONA Just: Comprou errado, NFCe 7019 712 27/03 Usr: MGARCIA Just: Impróprio para consumo, NFCe 9967 716 27/03 Usr: FSITTONI Just: Impróprio para consumo, NFCe 7019 712 27/03 Usr: MGARCIA Just: Comprou errado, NFCe 1926 708 27/03 Usr: GRODRIGUEZ Just: Impróprio para consumo, NFCe 7102 712 27/03 Usr: MGARCIA Just: Passou duas vezes;;18447;CF;2974547;;;309;55;
4;209;700;N;V;;2026-03-27-00.00.00.000000;S;34,56;12142;LATICINIOS BIO LTDA;1242189;43260300610350000501557000000002091737869131;S;Autorizada;4;;2026-03-27-11.44.28.000000;P;;;2026-03-27-11.44.37.000000;243260100509797;WILLIAN;;N;6097052;802;N;39;;;;;;713536;0;2955218;;;209;55;
3;498;700;N;V;;2026-03-27-00.00.00.000000;E;11,49;3;SUPERMERCADO BAKLIZI LTDA;1250247;43260300610350000331557000000004981392074963;S;Autorizada;4;;;P;;;2026-03-27-17.08.57.000000;243260101079525;JONGREFF;;N;6104975;202;N;7;;;;Ref. NFCe 9489 713 27/03 Usr: TUANES Just: Comprou errado;;19771;CF;2963206;;;498;55;
15;12575;700;N;V;;2026-03-28-00.00.00.000000;S;788;15476;M DIAS BRANCO S A IND E COM DE ALIMENTOS;1261509;43260300610350001575557000000125751210338646;S;Autorizada;4;;2026-03-28-09.02.36.000000;P;;;2026-03-28-09.02.44.000000;243260101633981;INDANIEL;;N;6116083;802;N;39;;;;;;647168;1;2974497;;;12575;55;
3;507;700;N;V;;2026-03-28-00.00.00.000000;S;154,58;9379;LACTALIS BRASIL COM IMP EXP LTDA;1261238;43260300610350000331557000000005071995646382;S;Autorizada;4;;2026-03-28-08.48.43.000000;P;;;2026-03-28-08.49.01.000000;243260101623596;LEOMB04;;N;6115786;802;N;22;;;;;;4016951;1;2974227;;;507;55;
5;160;700;N;V;;2026-03-27-00.00.00.000000;E;528;1947;DELCIO LIMA GAVIAO;1249268;43260300610350000684557000000001601700793560;S;Autorizada;4;;2026-03-27-16.38.09.000000;P;;;2026-03-27-16.38.22.000000;243260101020241;LERAFAEL;;N;6103996;200;N;2;;;2026-03-27-00.00.00.000000;;C;260320006;26;2962198;;;160;55;
4;215;700;N;V;;2026-03-27-00.00.00.000000;E;576;1947;DELCIO LIMA GAVIAO;1249742;43260300610350000501557000000002151867782599;S;Autorizada;4;;2026-03-27-16.53.58.000000;P;;;2026-03-27-16.54.08.000000;243260101052447;LERAFAEL;;N;6104448;200;N;2;;;2026-03-27-00.00.00.000000;;C;260320002;26;2962663;;;215;55;
3;499;700;N;V;;2026-03-27-00.00.00.000000;E;1888,8;1947;DELCIO LIMA GAVIAO;1250459;43260300610350000331557000000004991425354649;S;Autorizada;4;;2026-03-27-17.15.55.000000;P;;;2026-03-27-17.16.01.000000;243260101093497;LERAFAEL;;N;6105145;200;N;2;;;2026-03-27-00.00.00.000000;;C;260320001;26;2963375;;;499;55;
1;140;700;N;V;;2026-03-27-00.00.00.000000;S;2833,92;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS;1246093;43260300610350000250557000000001401778600139;S;Autorizada;4;;2026-03-27-14.37.01.000000;P;;;2026-03-27-14.37.12.000000;243260100768790;ADRIAN;;N;6100833;802;N;22;;;;;;697785;3;2959096;;;140;55;
11;275;700;N;V;;2026-03-27-00.00.00.000000;S;83,52;22171;LCV REAL COMERCIO DE ALIMENTOS LTDA;1249229;43260300610350001818557000000002751975798791;S;Autorizada;4;;2026-03-27-16.37.03.000000;P;;;2026-03-27-16.37.15.000000;243260101017893;CARLAMB11;;N;6103995;809;N;14;;;2026-03-27-00.00.00.000000;NFCes 6/10927 27/3/2026;;10927;706;2962197;;;275;55;
4;212;700;N;V;;2026-03-27-00.00.00.000000;S;93,5;16948;ITALIANY ALIMENTOS LTDA.;1246680;43260300610350000501557000000002121590525770;S;Autorizada;4;;2026-03-27-15.00.32.000000;P;;;2026-03-27-15.00.42.000000;243260100817276;WILLIAN;;N;6101371;802;N;22;;;;;;455057;1;2959669;;;212;55;
2;572;700;N;V;;2026-03-28-00.00.00.000000;S;,01;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;1282807;43260300610350000170557000000005721712315961;S;Autorizada;4;;2026-04-08-09.53.56.000000;P;;;2026-04-08-09.54.05.000000;243260114050324;DAGUBERT;;N;6137016;802;N;39;;;;;;430;6;2995635;;;572;55;
13;208;700;N;V;;2026-03-30-00.00.00.000000;S;185;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;1336619;43260300610350001494557000000002081899573832;S;Autorizada;4;;2026-03-30-15.19.31.000000;P;;;2026-03-30-15.19.45.000000;243260103334998;KETELYNMB13;;N;6191152;802;N;39;;;;;;1417;6;3050245;;;208;55;
11;292;700;N;V;;2026-03-30-00.00.00.000000;S;811,21;9409;COMPANHIA PARANAENSE DO MATTE LTDA;1337007;43260300610350001818557000000002921864090716;S;Autorizada;4;;2026-03-30-15.38.25.000000;P;;;2026-03-30-15.38.35.000000;243260103377619;KAALEXIA;;N;6191545;802;N;22;;;;;;;;3050611;;;292;55;
3;512;700;N;V;;2026-03-28-00.00.00.000000;E;74,5;3;SUPERMERCADO BAKLIZI LTDA;1263395;43260300610350000331557000000005121166402255;S;Autorizada;4;;;P;;;2026-03-28-10.08.07.000000;243260101693697;VANESSAS;;N;6117946;202;N;7;;;;Ref. NFCe 8044 717 28/03 Usr: MARTHAR Just: Comprou errado;;17112;CF;2976364;;;512;55;
3;519;700;N;V;;2026-03-28-00.00.00.000000;E;25,98;3;SUPERMERCADO BAKLIZI LTDA;1266518;43260300610350000331557000000005191657809275;S;Autorizada;4;;;P;;;2026-03-28-11.23.14.000000;243260101760281;PRISCILAZ;;N;6120905;202;N;7;;;;Ref. NFCe 12040 708 28/03 Usr: NPEDRO Just: Comprou errado;;24634;CF;2979421;;;519;55;
11;301;700;N;V;;2026-03-31-00.00.00.000000;S;98,64;15011;EXCELSIOR ALIMENTOS S.A;1349145;43260300610350001818557000000003011721942531;S;Autorizada;4;;2026-03-31-09.16.49.000000;P;;;2026-03-31-09.16.59.000000;243260104415618;CARLAMB11;;N;6203292;802;N;22;;;;;;679043;101;3062743;;;301;55;
11;302;700;N;V;;2026-03-31-00.00.00.000000;S;48,45;16948;ITALIANY ALIMENTOS LTDA.;1349299;43260300610350001818557000000003021475706200;S;Autorizada;4;;2026-03-31-09.21.28.000000;P;;;2026-03-31-09.21.42.000000;243260104426729;CARLAMB11;;N;6203411;802;N;22;;;;;;453080;1;3062864;;;302;55;
15;13278;700;N;V;;2026-03-31-00.00.00.000000;E;10864;7314;IEDO OSCAR FELL;1349480;43260300610350001575557000000132781466607930;S;Autorizada;4;;2026-03-31-09.28.44.000000;P;;;2026-03-31-09.28.55.000000;243260104444564;LETEIXEI;;N;5774960;200;N;2;;;2026-03-31-00.00.00.000000;;C;140220001;26;2625332;;;13278;55;
8;264;700;N;V;;2026-03-30-00.00.00.000000;S;100,5;14409;E. R. MAINARDI & CIA LTDA.;1337661;43260300610350000765557000000002641701166036;S;Autorizada;4;;2026-03-30-16.09.51.000000;P;;;2026-03-30-16.10.02.000000;243260103450106;ALEXANTU;;N;6192182;809;N;14;;;2026-03-30-00.00.00.000000;NFCes 2/11363 30/3/2026;;11363;702;3051269;;;264;55;
15;13071;700;N;V;;2026-03-30-00.00.00.000000;S;1288,56;14468;BERTOLINI INDUSTRIA QUIMICA LTDA;1339584;43260300610350001575557000000130711421995491;S;Autorizada;4;;2026-03-30-17.26.51.000000;P;;;2026-03-30-17.26.58.000000;243260103623981;INDANIEL;;N;6193997;802;N;39;;;;;;333921;1;3053158;;;13071;55;
3;529;700;N;V;;2026-03-28-00.00.00.000000;E;17,89;3;SUPERMERCADO BAKLIZI LTDA;1287975;43260300610350000331557000000005291397036120;S;Autorizada;4;;;P;;;2026-03-28-19.09.01.000000;243260101991811;MESILVA;;N;6142207;202;N;7;;;;Ref. NFCe 13913 704 28/03 Usr: BRENDAR Just: Comprou errado;;28174;CF;3000844;;;529;55;
7;210;700;N;V;;2026-03-30-00.00.00.000000;S;10,19;15209;LACTICINIOS TIROL LTDA;1332685;43260300610350001060557000000002101899937572;S;Autorizada;4;;2026-03-30-11.45.58.000000;P;;;2026-03-30-11.46.01.000000;243260102987268;NATALIAC;;N;6187425;802;N;39;;;;;;87229;8;3046369;;;210;55;
11;290;700;N;V;;2026-03-30-00.00.00.000000;S;391,71;9379;LACTALIS BRASIL COM IMP EXP LTDA;1335959;43260300610350001818557000000002901661211468;S;Autorizada;4;;2026-03-30-14.47.53.000000;P;;;2026-03-30-14.48.03.000000;243260103263034;CARLAMB11;;N;6190566;802;N;39;;;;;;4093159;1;3049604;;;290;55;
11;291;700;N;V;;2026-03-30-00.00.00.000000;S;178,25;3589;EVERTON RICARDO BIEHL SOTT & CIA LTDA.;1336787;43260300610350001818557000000002911111177230;S;Autorizada;4;;2026-03-30-15.27.00.000000;P;;;2026-03-30-15.27.11.000000;243260103351224;CARLAMB11;;N;6191319;802;N;22;;;;;;468864;3;3050394;;;291;55;
2;569;700;N;V;;2026-03-28-00.00.00.000000;S;69,34;15011;EXCELSIOR ALIMENTOS S.A;1275846;43260300610350000170557000000005691692268631;S;Autorizada;4;;2026-03-28-14.42.23.000000;P;;;2026-03-28-14.42.34.000000;243260101863203;VITRO;;N;6130108;802;N;22;;;;;;666470;101;2988699;;;569;55;
5;171;700;N;V;;2026-03-29-00.00.00.000000;E;7,98;5;SUPERMERCADO BAKLIZI LTDA;1328608;43260300610350000684557000000001711868143982;S;Autorizada;4;;;P;;;2026-03-30-09.02.50.000000;243260102611375;MAYACAR;;N;6183244;202;N;7;;;;Ref. NFCe 13784 701 28/03 Usr: VALVES Just: Comprou errado;;27714;CF;3042376;;;171;55;
11;286;700;N;V;;2026-03-29-00.00.00.000000;E;221,41;11;SUPERMERCADO BAKLIZI LTDA;1328610;43260300610350001818557000000002861304696905;S;Autorizada;4;;;P;;;2026-03-30-09.02.54.000000;243260102611517;FFERNAN;;N;6183246;202;N;7;;;;Ref. NFCe 12531 704 28/03 Usr: JHENNI Just: Comprou errado, NFCe 12437 704 28/03 Usr: EMILYS Just: Comprou errado, NFCe 9930 707 29/03 Usr: DEBORAM Just: Comprou errado;;21935;CF;3042378;;;286;55;
11;293;700;N;V;;2026-03-30-00.00.00.000000;S;217,54;13379;LATICINIOS CAROLINA LTDA;1338377;43260300610350001818557000000002931632883099;S;Autorizada;4;;2026-03-30-16.38.30.000000;P;;;2026-03-30-16.38.41.000000;243260103517258;CARLAMB11;;N;6192884;802;N;22;;;;;;1044085;1;3051959;;;293;55;
11;294;700;N;V;;2026-03-30-00.00.00.000000;S;3,85;15011;EXCELSIOR ALIMENTOS S.A;1338509;43260300610350001818557000000002941547433740;S;Autorizada;4;;2026-03-30-16.44.55.000000;P;;;2026-03-30-16.45.01.000000;243260103531322;CARLAMB11;;N;6193006;802;N;22;;;;;;679043;101;3052091;;;294;55;
11;300;700;N;V;;2026-03-31-00.00.00.000000;S;7,5;15756;PANARIUS DISTRIB LTDA;1347926;43260300610350001818557000000003001355711031;S;Autorizada;4;;2026-03-31-08.21.53.000000;P;;;2026-03-31-08.22.03.000000;243260104291407;CARLAMB11;;N;6201995;802;N;22;;;;;;3632;1;3061546;;;300;55;
14;304;700;N;V;;2026-03-30-00.00.00.000000;S;106,08;14322;COOPERATIVA SANTA CLARA LTDA;1338533;43260300610350001656557000000003041017228084;S;Autorizada;4;;2026-03-30-16.46.17.000000;P;;;2026-03-30-16.46.28.000000;243260103535005;ALBERTBA;;N;6193028;802;N;39;;;;;;2752789;1;3052112;;;304;55;
2;577;700;N;V;;2026-03-29-00.00.00.000000;E;18,99;2;SUPERMERCADO BAKLIZI LTDA;1328606;43260300610350000170557000000005771483192758;S;Autorizada;4;;;P;;;2026-03-30-09.02.47.000000;243260102611283;CAROLPI;;N;6183242;202;N;7;;;;Ref. NFCe 2738 703 29/03 Usr: JOELMAS Just: Comprou errado;;6323;CF;3042374;;;577;55;
4;227;700;N;V;;2026-03-29-00.00.00.000000;E;66,24;4;SUPERMERCADO BAKLIZI LTDA;1328607;43260300610350000501557000000002271263680503;S;Autorizada;4;;;P;;;2026-03-30-09.02.53.000000;243260102611465;DANIMAR;;N;6183243;202;N;7;;;;Ref. NFCe 12395 705 29/03 Usr: MARIAG Just: Comprou errado;;24063;CF;3042375;;;227;55;
7;207;700;N;V;;2026-03-29-00.00.00.000000;E;12,99;7;SUPERMERCADO BAKLIZI LTDA;1328609;43260300610350001060557000000002071370785281;S;Autorizada;4;;;P;;;2026-03-30-09.02.52.000000;243260102611456;ELITAS;;N;6183245;202;N;7;;;;Ref. NFCe 6765 709 29/03 Usr: LAYERES Just: Comprou errado;;14316;CF;3042377;;;207;55;
12;155;700;N;V;;2026-03-29-00.00.00.000000;E;200,02;12;SUPERMERCADO BAKLIZI LTDA;1328611;43260300610350001737557000000001551924713534;S;Autorizada;4;;;P;;;2026-03-30-09.02.54.000000;243260102611538;ADOSANTOS;;N;6183247;202;N;7;;;;Ref. NFCe 6589 702 29/03 Usr: ADOSANTOS Just: Comprou errado, NFCe 13722 705 29/03 Usr: ANGELICAB Just: Comprou errado, NFCe 6579 702 29/03 Usr: ADOSANTOS Just: Impróprio para consumo, NFCe 13722 705 29/03 Usr: ANGELICAB Just: Impróprio para consumo, NFCe 6579 702 29/03 Usr: ADOSANTOS Just: Comprou errado, NFCe 6589 702 29/03 Usr: ADOSANTOS Just: Impróprio para consumo, NFCe 8956 703 28/03 Usr: ADOSANTOS Just: Impróprio para consumo, NFCe 8956 703 28/03 Usr: ADOSANTOS Just: Comprou errado;;18858;CF;3042379;;;155;55;
11;295;700;N;V;;2026-03-30-00.00.00.000000;E;3200;21599;NEIDE MARIA COGO MENDES HORTFRUTIGRANGEI;1338537;43260300610350001818557000000002951143912368;S;Autorizada;4;;2026-03-30-16.46.16.000000;P;;;2026-03-30-16.46.28.000000;243260103535011;CAESCOBA;;N;6193026;200;N;2;;;2026-03-30-00.00.00.000000;;C;20;27;3052111;;;295;55;
1;160;700;N;V;;2026-03-30-00.00.00.000000;E;37,87;1;SUPERMERCADO BAKLIZI LTDA;1348783;43260300610350000250557000000001601799016579;S;Autorizada;4;;;P;;;2026-03-31-09.03.07.000000;243260104382954;ANDALVES;;N;6202780;202;N;7;;;;Ref. NFCe 4779 701 30/03 Usr: ANDALVES Just: Comprou errado;;8562;CF;3062364;;;160;55;
4;231;700;N;V;;2026-03-30-00.00.00.000000;E;60,98;4;SUPERMERCADO BAKLIZI LTDA;1348785;43260300610350000501557000000002311360152233;S;Autorizada;4;;;P;;;2026-03-31-09.03.15.000000;243260104383275;DANIMAR;;N;6202782;202;N;7;;;;Ref. NFCe 14218 710 29/03 Usr: VBENITES Just: Impróprio para consumo, NFCe 9642 707 30/03 Usr: DALBERTO Just: Impróprio para consumo;;18697;CF;3062366;;;231;55;
5;176;700;N;V;;2026-03-30-00.00.00.000000;E;53,88;5;SUPERMERCADO BAKLIZI LTDA;1348787;43260300610350000684557000000001761690181746;S;Autorizada;4;;;P;;;2026-03-31-09.03.18.000000;243260104383417;MAYACAR;;N;6202784;202;N;7;;;;Ref. NFCe 15775 702 30/03 Usr: GUIHENRI Just: Comprou errado, NFCe 14096 701 30/03 Usr: BFARIAS Just: Comprou errado;;29858;CF;3062368;;;176;55;
7;216;700;N;V;;2026-03-30-00.00.00.000000;E;109,32;7;SUPERMERCADO BAKLIZI LTDA;1348789;43260300610350001060557000000002161697811687;S;Autorizada;4;;;P;;;2026-03-31-09.03.21.000000;243260104383505;GABOLIVEIRA;;N;6202785;202;N;7;;;;Ref. NFCe 10562 705 30/03 Usr: KLEDESMA Just: Comprou errado, NFCe 8760 706 28/03 Usr: LAYERES Just: Comprou errado, NFCe 10562 705 30/03 Usr: KLEDESMA Just: Impróprio para consumo, NFCe 7320 707 30/03 Usr: ANDREIAF Just: Comprou errado, NFCe 8760 706 28/03 Usr: LAYERES Just: Impróprio para consumo, NFCe 7320 707 30/03 Usr: ANDREIAF Just: Impróprio para consumo;;21651;CF;3062370;;;216;55;
18;320;700;N;V;;2026-03-29-00.00.00.000000;E;103,85;18;SUPERMERCADO BAKLIZI LTDA;1328612;43260300610350002202557000000003201819959750;S;Autorizada;4;;;P;;;2026-03-30-09.02.50.000000;243260102611361;CSILVA;;N;6183248;202;N;7;;;;Ref. NFCe 4051 709 29/03 Usr: CMELLO Just: 5, NFCe 4051 709 29/03 Usr: CMELLO Just: Passou duas vezes, NFCe 7226 714 29/03 Usr: ASARAIVA Just: 5, NFCe 7226 714 29/03 Usr: ASARAIVA Just: Passou duas vezes;;10346;CF;3042380;;;320;55;
16;1797;700;N;V;;2026-03-30-00.00.00.000000;S;40,2;3638;FRIBOI LTDA.;1332383;43260300610350001907557000000017971729572487;S;Autorizada;4;;2026-03-30-11.35.42.000000;P;;;2026-03-30-11.35.51.000000;243260102967594;RAFAD;;N;6187145;802;N;39;;;;;;338057;1;3046074;;;1797;55;
12;162;700;N;V;;2026-03-30-00.00.00.000000;E;230,86;12;SUPERMERCADO BAKLIZI LTDA;1348790;43260300610350001737557000000001621897032114;S;Autorizada;4;;;P;;;2026-03-31-09.03.24.000000;243260104383692;GHAAS;;N;6202786;202;N;7;;;;Ref. NFCe 7394 714 30/03 Usr: IASMINS Just: Comprou errado, NFCe 5321 708 30/03 Usr: ELENICES Just: Comprou errado, NFCe 8911 709 30/03 Usr: ROAMARAL Just: Comprou errado, NFCe 9739 713 30/03 Usr: GHAAS Just: Comprou errado, NFCe 7329 714 29/03 Usr: CORTIZ Just: Comprou errado;;15459;CF;3062371;;;162;55;
17;295;700;N;V;;2026-03-30-00.00.00.000000;E;119,76;17;SUPERMERCADO BAKLIZI LTDA;1348795;43260300610350002032557000000002951634254879;S;Autorizada;4;;;P;;;2026-03-31-09.03.24.000000;243260104383684;BCHAVES;;N;6202789;202;N;7;;;;Ref. NFCe 9645 702 30/03 Usr: BCHAVES Just: 5;;14575;CF;3062376;;;295;55;
18;330;700;N;V;;2026-03-30-00.00.00.000000;E;178,23;18;SUPERMERCADO BAKLIZI LTDA;1348797;43260300610350002202557000000003301969636324;S;Autorizada;4;;;P;;;2026-03-31-09.03.25.000000;243260104383723;TSANTOS;;N;6202791;202;N;7;;;;Ref. NFCe 7392 712 30/03 Usr: ALIFER Just: Comprou errado, NFCe 9882 710 28/03 Usr: GRODRIGUEZ Just: Passou duas vezes, NFCe 3667 715 28/03 Usr: GBENITES Just: Passou duas vezes, NFCe 9882 710 28/03 Usr: GRODRIGUEZ Just: Comprou errado, NFCe 7392 712 30/03 Usr: ALIFER Just: Passou duas vezes, NFCe 3667 715 28/03 Usr: GBENITES Just: Comprou errado;;24047;CF;3062378;;;330;55;
