NROEMPRESA;NUMERONF;SERIENF;TIPOTABELA;STATUSNF;NROSERIEECF;DTAEMISSAO;TIPNOTAFISCAL;VLRTOTAL;SEQPESSOA;NOMERAZAO;SEQNOTAFISCAL;NFECHAVEACESSO;INDEMISSAONF;DESCSTATUSNFE;STATUSNFE;DANFEEMITIDA;DTAIMPRESSAO;NFEAMBIENTE;NFEDTACANC;NFENROPROTCANC;NFEDTAENV;NFENROPROTENVIO;USUEMITIU;NROCARGA;INDENVIACANCELAMENTO;LINKERP;CODGERALOPER;INDLIBERADAINUTILIZACAO;APPORIGEM;INDRETORNOEVENTO;DTAVENCIMENTO;DTARECEBIMENTO;OBSERVACAOLF;TIPPEDIDOCOMPRA;NFREFERENCIANRO;NFREFERENCIASERIE;SEQNF;NUMERORPS;NUMERONFSE;NUMERONFPAINEL;MODELO;SEQPESSOATOMADORNFSE
3;539;700;N;V;;2026-03-31-00.00.00.000000;E;131,65;3;SUPERMERCADO BAKLIZI LTDA;1349059;43260300610350000331557000000005391774278040;S;Autorizada;4;;;P;;;2026-03-31-09.13.24.000000;243260104407458;BRENDAR;;N;6203207;202;N;7;;;;Ref. NFCe 11171 716 31/03 Usr: BRENDAR Just: Comprou errado;;22646;CF;3062657;;;539;55;
15;13291;700;N;V;;2026-03-31-00.00.00.000000;E;15722;7314;IEDO OSCAR FELL;1349617;43260300610350001575557000000132911392730077;S;Autorizada;4;;2026-03-31-09.33.37.000000;P;;;2026-03-31-09.33.46.000000;243260104455726;LETEIXEI;;N;5777223;200;N;2;;;2026-03-31-00.00.00.000000;;C;10220001;26;2627725;;;13291;55;
14;305;700;N;V;;2026-03-30-00.00.00.000000;S;703,52;9912;SALEH'S HOTEL LTDA;1339557;43260300610350001656557000000003051223176172;S;Autorizada;4;;2026-03-30-17.21.38.000000;P;;;2026-03-30-17.21.51.000000;243260103613568;VERIDI;;N;6193970;809;N;14;;;2026-03-30-00.00.00.000000;NFCes 5/8155 27/3/2026;;8155;705;3053131;;;305;55;
16;1798;700;N;V;;2026-03-30-00.00.00.000000;S;631,23;3638;FRIBOI LTDA.;1332442;43260300610350001907557000000017981556301638;S;Autorizada;4;;2026-03-30-11.37.44.000000;P;;;2026-03-30-11.37.51.000000;243260102971986;RAFAD;;N;6187204;802;N;39;;;;;;338058;1;3046133;;;1798;55;
15;13315;700;N;V;;2026-03-31-00.00.00.000000;S;32,81;11515;STELLA DORO ALIMENTOS LTDA;1350461;43260300610350001575557000000133151200430472;S;Autorizada;4;;2026-03-31-10.06.38.000000;P;;;2026-03-31-10.06.48.000000;243260104535825;INDANIEL;;N;6204583;802;N;39;;;;;;95111;1;3064009;;;13315;55;
16;1799;700;N;V;;2026-03-30-00.00.00.000000;S;192,06;16353;SEARA ALIMENTOS LTDA;1332503;43260300610350001907557000000017991623782911;S;Autorizada;4;;2026-03-30-11.40.28.000000;P;;;2026-03-30-11.40.35.000000;243260102977268;RAFAD;;N;6187264;802;N;39;;;;;;1444695;1;3046194;;;1799;55;
16;1814;700;N;V;;2026-03-30-00.00.00.000000;S;1265,43;8576;MAIS FRANGO MIRAGUAI LTDA;1337250;43260300610350001907557000000018141126757062;S;Autorizada;4;;2026-03-30-15.50.42.000000;P;;;2026-03-30-15.50.53.000000;243260103405219;RAFAD;;N;6191769;802;N;39;;;;;;949398;1;3050843;;;1814;55;
13;203;700;N;V;;2026-03-28-00.00.00.000000;S;952,2;22391;FRANCISCO JORGE DIMER;1264183;43260300610350001494557000000002031809594170;S;Autorizada;4;;2026-03-28-10.31.31.000000;P;;;2026-03-28-10.31.40.000000;243260101715614;KETELYNMB13;;N;6118691;809;N;14;;;2026-03-28-00.00.00.000000;NFCes 3/1683 28/3/2026;;1683;703;2977160;;;203;55;
11;280;700;N;V;;2026-03-28-00.00.00.000000;S;190,91;14322;COOPERATIVA SANTA CLARA LTDA;1266064;43260300610350001818557000000002801697076106;S;Autorizada;4;;2026-03-28-11.14.28.000000;P;;;2026-03-28-11.14.39.000000;243260101753750;CARLAMB11;;N;6120459;802;N;22;;;;;;2723695;1;2978967;;;280;55;
11;281;700;N;C;;2026-03-28-00.00.00.000000;S;150,64;15011;EXCELSIOR ALIMENTOS S.A;1266747;43260300610350001818557000000002811153198280;S;Cancelada;7;;2026-03-28-11.28.14.000000;P;2026-03-31-09.12.54.000000;243260104406380;2026-03-28-11.28.23.000000;243260101764511;CARLAMB11;;N;6121131;802;N;22;;;;NF-e nº: 281, chave de acesso: 43260300610350001818557000000002811153198280, cancelada conforme denúncia espontânea de protocolo nº 243260101764511, data 31/03/2026.;;682086;101;2979645;;;281;55;
4;233;700;N;V;;2026-03-31-00.00.00.000000;E;499,2;1947;DELCIO LIMA GAVIAO;1350377;43260300610350000501557000000002331450854959;S;Autorizada;4;;2026-03-31-10.01.17.000000;P;;;2026-03-31-10.01.30.000000;243260104523811;LETEIXEI;;N;6185152;200;N;2;;;2026-03-31-00.00.00.000000;;C;190320002;26;3043974;;;233;55;
12;156;700;N;V;;2026-03-30-00.00.00.000000;S;580;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;1328851;43260300610350001737557000000001561883533615;S;Autorizada;4;;2026-03-30-09.14.50.000000;P;;;2026-03-30-09.15.00.000000;243260102638535;ANDREIAMB12;;N;6183487;802;N;39;;;;;;1349;6;3042634;;;156;55;
12;157;700;N;V;;2026-03-30-00.00.00.000000;S;740;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;1328888;43260300610350001737557000000001571580493592;S;Autorizada;4;;2026-03-30-09.16.25.000000;P;;;2026-03-30-09.16.29.000000;243260102642387;ANDREIAMB12;;N;6183524;802;N;39;;;;;;1385;6;3042671;;;157;55;
12;158;700;N;V;;2026-03-30-00.00.00.000000;S;170;21155;BAKLIZI VAREJO E ATACADO E HORTI LTDA;1329199;43260300610350001737557000000001581686241578;S;Autorizada;4;;2026-03-30-09.30.50.000000;P;;;2026-03-30-09.31.00.000000;243260102675432;ANDREIAMB12;;N;6183853;802;N;39;;;;;;1278;6;3042977;;;158;55;
18;321;700;N;V;;2026-03-30-00.00.00.000000;S;690;6394;ERVATEIRA SEIVA PURA LTDA;1328761;43260300610350002202557000000003211194129585;S;Autorizada;4;;2026-03-30-09.11.07.000000;P;;;2026-03-30-09.11.12.000000;243260102630748;JEREDIA;;N;6183413;802;N;22;;;;;;182949;1;3042555;;;321;55;
11;304;700;N;V;;2026-03-31-00.00.00.000000;S;1,75;13379;LATICINIOS CAROLINA LTDA;1349986;43260300610350001818557000000003041441540362;S;Autorizada;4;;2026-03-31-09.46.03.000000;P;;;2026-03-31-09.46.09.000000;243260104486273;CARLAMB11;;N;6204096;802;N;39;;;;;;1047317;1;3063538;;;304;55;
3;537;700;N;V;;2026-03-31-00.00.00.000000;S;76,05;3589;EVERTON RICARDO BIEHL SOTT & CIA LTDA.;1347284;43260300610350000331557000000005371231838449;S;Autorizada;4;;2026-03-31-07.34.38.000000;P;;;2026-03-31-07.35.05.000000;243260104214518;LEOMB04;;N;6201394;802;N;22;;;;;;469515;3;3060896;;;537;55;
3;538;700;N;V;;2026-03-31-00.00.00.000000;S;41,1;13379;LATICINIOS CAROLINA LTDA;1347358;43260300610350000331557000000005381884174373;S;Autorizada;4;;2026-03-31-07.40.44.000000;P;;;2026-03-31-07.40.50.000000;243260104221377;LEOMB04;;N;6201442;802;N;22;;;;;;1035819;1;3060958;;;538;55;
13;204;700;N;V;;2026-03-28-00.00.00.000000;S;240,3;9379;LACTALIS BRASIL COM IMP EXP LTDA;1275426;43260300610350001494557000000002041908241478;S;Autorizada;4;;2026-03-28-14.30.58.000000;P;;;2026-03-28-14.31.11.000000;243260101857050;KETELYNMB13;;N;6129680;802;N;22;;;;;;;;2988294;;;204;55;
13;205;700;N;V;;2026-03-28-00.00.00.000000;S;843,23;9379;LACTALIS BRASIL COM IMP EXP LTDA;1281434;43260300610350001494557000000002051612425342;S;Autorizada;4;;2026-03-28-16.43.09.000000;P;;;2026-03-28-16.43.21.000000;243260101924982;KETELYNMB13;;N;6135627;802;N;22;;;;;;;;2994251;;;205;55;
13;206;700;N;V;;2026-03-28-00.00.00.000000;S;175,54;9379;LACTALIS BRASIL COM IMP EXP LTDA;1281987;43260300610350001494557000000002061783604770;S;Autorizada;4;;2026-03-28-17.00.15.000000;P;;;2026-03-28-17.00.06.000000;243260101933652;KETELYNMB13;;N;6136194;802;N;22;;;;;;;;2994801;;;206;55;
4;234;700;N;V;;2026-03-31-00.00.00.000000;S;96,53;22406;J. P. SANTANA VIEIRA;1350384;43260300610350000501557000000002341173319679;S;Autorizada;4;;2026-03-31-10.01.59.000000;P;;;2026-03-31-10.02.06.000000;243260104525153;WILLIAN;;N;6204499;809;N;14;;;2026-03-31-00.00.00.000000;NFCes 7/9752 30/3/2026;;9752;707;3063932;;;234;55;
12;163;700;N;V;;2026-03-31-00.00.00.000000;S;252,02;3589;EVERTON RICARDO BIEHL SOTT & CIA LTDA.;1352130;43260300610350001737557000000001631160494747;S;Autorizada;4;;2026-03-31-10.57.43.000000;P;;;2026-03-31-10.57.56.000000;243260104659379;ANDREIAMB12;;N;6206165;802;N;22;;;;;;469114;3;3065625;;;163;55;
5;175;700;N;V;;2026-03-30-00.00.00.000000;S;79,2;9608;ESTANCIA DA FIGUEIRA COM HORTIFRUTI LTDA;1339070;43260300610350000684557000000001751888066311;S;Autorizada;4;;2026-03-30-17.05.06.000000;P;;;2026-03-30-17.05.16.000000;243260103575934;CESTRADA;;N;6193537;802;N;22;;;;;;133258;1;3052647;;;175;55;
4;221;700;N;V;;2026-03-28-00.00.00.000000;S;123;14322;COOPERATIVA SANTA CLARA LTDA;1263548;43260300610350000501557000000002211787608522;S;Autorizada;4;;2026-03-28-10.12.23.000000;P;;;2026-03-28-10.12.35.000000;243260101697620;WILLIAN;;N;6118093;802;N;22;;;;;;2725915;1;2976535;;;221;55;
18;336;700;N;C;;2026-03-31-00.00.00.000000;S;236,71;9379;LACTALIS BRASIL COM IMP EXP LTDA;1357170;43260300610350002202557000000003361973999111;S;Cancelada;7;;2026-03-31-14.29.35.000000;P;2026-03-31-14.31.00.000000;243260105033497;2026-03-31-14.29.45.000000;243260105030490;JEREDIA;;N;6210969;802;N;22;;;;;;4030150;1;3070620;;;336;55;
14;316;700;N;V;;2026-03-31-00.00.00.000000;S;38,07;13379;LATICINIOS CAROLINA LTDA;1357299;43260300610350001656557000000003161853280886;S;Autorizada;4;;2026-03-31-14.36.17.000000;P;;;2026-03-31-14.36.16.000000;243260105046250;ALBERTBA;;N;6211111;802;N;22;;;;;;1035801;1;3070749;;;316;55;
2;608;700;N;V;;2026-03-31-00.00.00.000000;S;37,87;15011;EXCELSIOR ALIMENTOS S.A;1357484;43260300610350000170557000000006081500003715;S;Autorizada;4;;2026-03-31-14.45.24.000000;P;;;2026-03-31-14.45.35.000000;243260105069228;JESOARES;;N;6211277;802;N;22;;;;;;682081;101;3070929;;;608;55;
15;13304;700;N;V;;2026-03-31-00.00.00.000000;E;15890;7314;IEDO OSCAR FELL;1349867;43260300610350001575557000000133041911487682;S;Autorizada;4;;2026-03-31-09.42.33.000000;P;;;2026-03-31-09.42.38.000000;243260104477753;LUCASSO;;N;6203860;200;N;2;;;2026-03-31-00.00.00.000000;;C;50220001;26;3063299;;;13304;55;
3;510;700;N;V;;2026-03-28-00.00.00.000000;E;311,98;3;SUPERMERCADO BAKLIZI LTDA;1263237;43260300610350000331557000000005101609784483;S;Autorizada;4;;;P;;;2026-03-28-10.03.06.000000;243260101688887;VANESSAS;;N;6117802;202;N;7;;;;Ref. NFCe 8044 717 28/03 Usr: MARTHAR Just: Passou duas vezes;;17112;CF;2976207;;;510;55;
3;527;700;N;V;;2026-03-28-00.00.00.000000;E;114,89;3;SUPERMERCADO BAKLIZI LTDA;1278656;43260300610350000331557000000005271530070864;S;Autorizada;4;;;P;;;2026-03-28-15.48.40.000000;243260101899658;CARRAZONI;;N;6132895;202;N;7;;;;Ref. NFCe 5972 712 28/03 Usr: SESTIVALET Just: Comprou errado;;12454;CF;2991496;;;527;55;
3;528;700;N;V;;2026-03-28-00.00.00.000000;E;17,89;3;SUPERMERCADO BAKLIZI LTDA;1287700;43260300610350000331557000000005281396331252;S;Autorizada;4;;;P;;;2026-03-28-19.04.12.000000;243260101990300;MESILVA;;N;6141934;202;N;7;;;;Ref. NFCe 13913 704 28/03 Usr: BRENDAR Just: Comprou errado;;28174;CF;3000545;;;528;55;
13;213;700;N;V;;2026-03-31-00.00.00.000000;S;827,7;10549;PREFEITURA MUNICIPAL DE QUARAÍ;1351452;43260300610350001494557000000002131862679394;S;Autorizada;4;;2026-03-31-10.34.38.000000;P;;;2026-04-11-09.44.06.000000;243260118770593;KETELYNMB13;;N;6205524;809;N;14;;;2026-03-31-00.00.00.000000;NFCes 6/8191 30/3/2026;;8191;706;3064960;;;213;55;
13;215;700;N;V;;2026-03-31-00.00.00.000000;S;310,24;14322;COOPERATIVA SANTA CLARA LTDA;1354571;43260300610350001494557000000002151746020440;S;Autorizada;4;;2026-03-31-12.19.31.000000;P;;;2026-03-31-12.19.00.000000;243260104815177;KETELYNMB13;;N;6208522;802;N;22;;;;;;2744606;1;3068060;;;215;55;
14;314;700;N;V;;2026-03-31-00.00.00.000000;S;11,66;13379;LATICINIOS CAROLINA LTDA;1353378;43260300610350001656557000000003141520453498;S;Autorizada;4;;2026-03-31-11.37.13.000000;P;;;2026-03-31-11.37.21.000000;243260104752412;ALBERTBA;;N;6207365;802;N;22;;;;;;1039953;1;3066862;;;314;55;
14;317;700;N;V;;2026-03-31-00.00.00.000000;S;35,04;13379;LATICINIOS CAROLINA LTDA;1357747;43260300610350001656557000000003171956596131;S;Autorizada;4;;2026-03-31-14.56.15.000000;P;;;2026-03-31-14.56.25.000000;243260105096404;ALBERTBA;;N;6211523;802;N;22;;;;;;1034302;1;3071176;;;317;55;
5;172;700;N;V;;2026-03-30-00.00.00.000000;S;70,5;14322;COOPERATIVA SANTA CLARA LTDA;1330603;43260300610350000684557000000001721271347360;S;Autorizada;4;;2026-03-30-10.29.53.000000;P;;;2026-03-30-10.30.02.000000;243260102819916;CESTRADA;;N;6185517;802;N;22;;;;;;2752585;1;3044362;;;172;55;
15;13337;700;N;V;;2026-03-31-00.00.00.000000;S;143,28;22368;DIMED S/A DISTRIBUIDORA DE MEDICAMENTOS;1350976;43260300610350001575557000000133371141531082;S;Autorizada;4;;2026-03-31-10.23.36.000000;P;;;2026-03-31-10.23.46.000000;243260104576815;INDANIEL;;N;6205063;802;N;39;;;;;;309;100;3064507;;;13337;55;
7;209;700;N;V;;2026-03-30-00.00.00.000000;S;637,76;2881;TOZZO ALIMENTOS LTDA;1332444;43260300610350001060557000000002091539922785;S;Autorizada;4;;2026-03-30-11.37.53.000000;P;;;2026-03-30-11.38.05.000000;243260102972410;NATALIAC;;N;6187206;802;N;39;;;;;;1065466;2;3046135;;;209;55;
12;160;700;N;V;;2026-03-30-00.00.00.000000;S;17,22;16654;NOP IND E COM DE ALIMENTOS LTDA EPP;1338862;43260300610350001737557000000001601832716693;S;Autorizada;4;;2026-03-30-16.58.36.000000;P;;;2026-03-30-16.58.04.000000;243260103560616;ANDREIAMB12;;N;6193332;802;N;22;;;;dev por falta;;178740;1;3052439;;;160;55;
12;161;700;N;V;;2026-03-30-00.00.00.000000;S;126;15209;LACTICINIOS TIROL LTDA;1338993;43260300610350001737557000000001611567534747;S;Autorizada;4;;2026-03-30-17.02.22.000000;P;;;2026-03-30-17.02.28.000000;243260103569959;ANDREIAMB12;;N;6193465;802;N;22;;;;dev por falta;;87236;8;3052570;;;161;55;
11;282;700;N;V;;2026-03-28-00.00.00.000000;S;7,8;16948;ITALIANY ALIMENTOS LTDA.;1274112;43260300610350001818557000000002821774408060;S;Autorizada;4;;2026-03-28-14.01.35.000000;P;;;2026-03-28-14.01.44.000000;243260101839690;CARLAMB11;;N;6128411;802;N;39;;;;;;465069;1;2986986;;;282;55;
17;293;700;N;V;;2026-03-30-00.00.00.000000;S;192,38;10124;PEPSICO DO BRASIL LTDA;1339898;43260300610350002032557000000002931522904109;S;Autorizada;4;;2026-03-30-17.34.33.000000;P;;;2026-03-30-17.34.44.000000;243260103638759;ANAP;;N;6194310;802;N;39;;;;;;203288;1;3053441;;;293;55;
3;541;700;N;V;;2026-03-31-00.00.00.000000;S;166,86;12783;RIVERS RESTAURANTE E BAR LTDA;1351669;43260300610350000331557000000005411165376481;S;Autorizada;4;;2026-03-31-10.41.13.000000;P;;;2026-04-09-14.05.41.000000;243260116119351;VERIDI;;N;6205729;809;N;14;;;2026-03-31-00.00.00.000000;NFCes 8/6722 5/3/2026;;6722;708;3065168;;;541;55;
3;509;700;N;V;;2026-03-28-00.00.00.000000;S;166,78;9379;LACTALIS BRASIL COM IMP EXP LTDA;1262984;43260300610350000331557000000005091403359085;S;Autorizada;4;;2026-03-28-09.54.09.000000;P;;;2026-03-28-09.54.20.000000;243260101680514;LEOMB04;;N;6117559;802;N;22;;;;;;4046694;1;2975958;;;509;55;
3;514;700;N;C;;2026-03-28-00.00.00.000000;S;59,38;9379;LACTALIS BRASIL COM IMP EXP LTDA;1264241;43260300610350000331557000000005141126860680;S;Cancelada;7;;2026-03-28-10.32.45.000000;P;2026-03-28-10.36.28.000000;243260101720039;2026-03-28-10.32.54.000000;243260101716676;LEOMB04;;N;6118750;802;N;22;;;;;;3967357;1;2977218;;;514;55;
3;515;700;N;V;;2026-03-28-00.00.00.000000;S;59,38;9379;LACTALIS BRASIL COM IMP EXP LTDA;1264479;43260300610350000331557000000005151462644790;S;Autorizada;4;;2026-03-28-10.39.13.000000;P;;;2026-03-28-10.39.19.000000;243260101723029;LEOMB04;;N;6119003;802;N;22;;;;;;3967357;1;2977454;;;515;55;
3;517;700;N;V;;2026-03-28-00.00.00.000000;S;92,84;9379;LACTALIS BRASIL COM IMP EXP LTDA;1266114;43260300610350000331557000000005171958881230;S;Autorizada;4;;2026-03-28-11.16.26.000000;P;;;2026-03-28-11.16.31.000000;243260101755034;LEOMB04;;N;6120508;802;N;22;;;;;;4059263;1;2979017;;;517;55;
3;521;700;N;V;;2026-03-28-00.00.00.000000;E;31,03;3;SUPERMERCADO BAKLIZI LTDA;1274411;43260300610350000331557000000005211520964087;S;Autorizada;4;;;P;;;2026-03-28-14.08.35.000000;243260101843219;JSOARES;;N;6128701;202;N;7;;;;Ref. NFCe 6973 703 27/03 Usr: ADRIANAS Just: Impróprio para consumo;;15209;CF;2987306;;;521;55;
14;309;700;N;V;;2026-03-31-00.00.00.000000;S;1474,05;12783;RIVERS RESTAURANTE E BAR LTDA;1351691;43260300610350001656557000000003091543315547;S;Autorizada;4;;2026-03-31-10.42.25.000000;P;;;2026-04-02-15.11.09.000000;243260108659410;VERIDI;;N;6205751;809;N;14;;;2026-03-31-00.00.00.000000;NFCes 4/3587 5/3/2026;;3587;704;3065190;;;309;55;
14;310;700;N;V;;2026-03-31-00.00.00.000000;S;1137,08;12783;RIVERS RESTAURANTE E BAR LTDA;1351759;43260300610350001656557000000003101750529870;S;Autorizada;4;;2026-03-31-10.45.25.000000;P;;;2026-04-02-15.11.09.000000;243260108659406;VERIDI;;N;6205814;809;N;14;;;2026-03-31-00.00.00.000000;NFCes 6/9106 13/3/2026;;9106;706;3065258;;;310;55;
14;311;700;N;V;;2026-03-31-00.00.00.000000;S;1403,77;12783;RIVERS RESTAURANTE E BAR LTDA;1351796;43260300610350001656557000000003111822162567;S;Autorizada;4;;2026-03-31-10.46.30.000000;P;;;2026-04-02-15.11.09.000000;243260108659416;VERIDI;;N;6205850;809;N;14;;;2026-03-31-00.00.00.000000;NFCes 7/12412 18/3/2026;;12412;707;3065295;;;311;55;
14;312;700;N;V;;2026-03-31-00.00.00.000000;S;1134,85;12783;RIVERS RESTAURANTE E BAR LTDA;1351836;43260300610350001656557000000003121734953829;S;Autorizada;4;;2026-03-31-10.47.38.000000;P;;;2026-04-02-15.11.09.000000;243260108659413;VERIDI;;N;6205884;809;N;14;;;2026-03-31-00.00.00.000000;NFCes 6/11809 25/3/2026;;11809;706;3065331;;;312;55;
14;313;700;N;V;;2026-03-31-00.00.00.000000;S;1164,08;12783;RIVERS RESTAURANTE E BAR LTDA;1351894;43260300610350001656557000000003131277342722;S;Autorizada;4;;2026-03-31-10.49.12.000000;P;;;2026-04-02-15.11.09.000000;243260108659411;VERIDI;;N;6205940;809;N;14;;;2026-03-31-00.00.00.000000;NFCes 7/15020 28/3/2026;;15020;707;3065389;;;313;55;
16;1768;700;N;V;;2026-03-28-00.00.00.000000;S;9755,45;3638;FRIBOI LTDA.;1276999;43260300610350001907557000000017681297171076;S;Autorizada;4;;2026-03-28-15.11.55.000000;P;;;2026-03-28-15.11.12.000000;243260101879365;RENANVI;;N;6131262;802;N;22;;;;;;337162;1;2989871;;;1768;55;
16;1769;700;N;V;;2026-03-28-00.00.00.000000;S;8727,11;3638;FRIBOI LTDA.;1277341;43260300610350001907557000000017691615978226;S;Autorizada;4;;2026-03-28-15.18.43.000000;P;;;2026-03-28-15.18.47.000000;243260101883514;RENANVI;;N;6131579;802;N;22;;;;;;337161;1;2990188;;;1769;55;
12;164;700;N;V;;2026-03-31-00.00.00.000000;S;160,54;3589;EVERTON RICARDO BIEHL SOTT & CIA LTDA.;1352665;43260300610350001737557000000001641650574639;S;Autorizada;4;;2026-03-31-11.14.17.000000;P;;;2026-03-31-11.14.27.000000;243260104700821;ANDREIAMB12;;N;6206695;802;N;22;;;;;;468484;3;3066185;;;164;55;
3;522;700;N;V;;2026-03-28-00.00.00.000000;E;22,98;3;SUPERMERCADO BAKLIZI LTDA;1276626;43260300610350000331557000000005221456815583;S;Autorizada;4;;;P;;;2026-03-28-15.03.43.000000;243260101874202;JMACHADO;;N;6130899;202;N;7;;;;Ref. NFCe 4293 718 27/03 Usr: MITIF Just: Comprou errado;;9134;CF;2989476;;;522;55;
18;326;700;N;V;;2026-03-30-00.00.00.000000;S;28,92;14322;COOPERATIVA SANTA CLARA LTDA;1337613;43260300610350002202557000000003261152370400;S;Autorizada;4;;2026-03-30-16.07.54.000000;P;;;2026-03-30-16.07.59.000000;243260103444981;JEREDIA;;N;6192133;802;N;22;;;;;;2735333;1;3051221;;;326;55;
18;327;700;N;V;;2026-03-30-00.00.00.000000;S;9,52;14322;COOPERATIVA SANTA CLARA LTDA;1337658;43260300610350002202557000000003271943566749;S;Autorizada;4;;2026-03-30-16.09.29.000000;P;;;2026-03-30-16.09.35.000000;243260103448921;JEREDIA;;N;6192181;802;N;22;;;;;;2730761;1;3051266;;;327;55;
18;328;700;N;V;;2026-03-30-00.00.00.000000;S;43,37;14322;COOPERATIVA SANTA CLARA LTDA;1337755;43260300610350002202557000000003281179696785;S;Autorizada;4;;2026-03-30-16.13.56.000000;P;;;2026-03-30-16.14.03.000000;243260103459114;JEREDIA;;N;6192282;802;N;22;;;;;;2730761;1;3051363;;;328;55;
8;266;700;N;V;;2026-03-31-00.00.00.000000;S;179,7;16948;ITALIANY ALIMENTOS LTDA.;1349029;43260300610350000765557000000002661315181250;S;Autorizada;4;;2026-03-31-09.12.38.000000;P;;;2026-03-31-09.12.49.000000;243260104406159;ALEXANTU;;N;6203178;802;N;22;;;;;;453079;1;3062627;;;266;55;
15;13242;700;N;V;;2026-03-31-00.00.00.000000;S;3975,86;6644;ONIZ DISTRIBUID LTDA SCJ;1348049;43260300610350001575557000000132421856568421;S;Autorizada;4;;2026-03-31-08.28.56.000000;P;;;2026-03-31-08.29.07.000000;243260104306348;KAALEXIA;;N;6202110;802;N;22;;;;;;351313;5;3061663;;;13242;55;
15;13252;700;N;V;;2026-03-31-00.00.00.000000;S;163,51;12447;NEILAR IND COM DE ALIMENTOS LTDA;1348501;43260300610350001575557000000132521625943207;S;Autorizada;4;;2026-03-31-08.49.20.000000;P;;;2026-03-31-08.49.31.000000;243260104351234;KAALEXIA;;N;6202526;802;N;22;;;;;;441565;1;3062087;;;13252;55;
3;542;700;N;V;;2026-03-31-00.00.00.000000;E;36,81;3;SUPERMERCADO BAKLIZI LTDA;1352035;43260300610350000331557000000005421899537925;S;Autorizada;4;;;P;;;2026-03-31-10.53.38.000000;243260104649335;TUANES;;N;6206071;202;N;7;;;;Ref. NFCe 15649 714 31/03 Usr: TUANES Just: Comprou errado;;31203;CF;3065530;;;542;55;
15;11521;700;N;C;;2026-03-25-00.00.00.000000;S;2077,36;15165;COOP AGRICOLA MISTA NOVA PALMA LTDA;1201825;43260300610350001575557000000115211479240503;S;Cancelada;7;;2026-03-25-11.27.07.000000;P;2026-03-31-11.30.44.000000;243260104738246;2026-03-25-11.27.17.000000;243260097153092;KAALEXIA;;N;6057906;802;N;22;;;;NF-e nº: 11521, chave de acesso: 43260300610350001575557000000115211479240503, cancelada conforme denúncia espontânea de protocolo nº 243260097153092, data 31/03/2026.;;;;2915045;;;11521;55;
12;165;700;N;V;;2026-03-31-00.00.00.000000;S;21,55;3589;EVERTON RICARDO BIEHL SOTT & CIA LTDA.;1352979;43260300610350001737557000000001651462414767;S;Autorizada;4;;2026-03-31-11.24.46.000000;P;;;2026-03-31-11.24.56.000000;243260104725482;ANDREIAMB12;;N;6206992;802;N;22;;;;;;469789;3;3066497;;;165;55;
4;235;700;N;V;;2026-03-31-00.00.00.000000;S;299,25;3589;EVERTON RICARDO BIEHL SOTT & CIA LTDA.;1353377;43260300610350000501557000000002351490592046;S;Autorizada;4;;2026-03-31-11.36.50.000000;P;;;2026-03-31-11.37.02.000000;243260104751780;WILLIAN;;N;6207364;802;N;22;;;;;;471553;3;3066861;;;235;55;
11;307;700;N;V;;2026-03-31-00.00.00.000000;S;21,52;5714;IND E COMERCIO DE MASSA ROMENA LTDA;1353380;43260300610350001818557000000003071410468394;S;Autorizada;4;;2026-03-31-11.37.18.000000;P;;;2026-03-31-11.37.27.000000;243260104752623;CARLAMB11;;N;6207367;802;N;22;;;;;;14723;21;3066864;;;307;55;
14;315;700;N;V;;2026-03-31-00.00.00.000000;S;8,54;13379;LATICINIOS CAROLINA LTDA;1353982;43260300610350001656557000000003151536281869;S;Autorizada;4;;2026-03-31-11.57.23.000000;P;;;2026-03-31-11.57.34.000000;243260104789698;ALBERTBA;;N;6207935;802;N;22;;;;;;1035801;1;3067446;;;315;55;
8;267;700;N;V;;2026-03-31-00.00.00.000000;S;3,25;13379;LATICINIOS CAROLINA LTDA;1354023;43260300610350000765557000000002671398243310;S;Autorizada;4;;2026-03-31-11.58.29.000000;P;;;2026-03-31-11.58.39.000000;243260104791489;ALEXANTU;;N;6207975;802;N;39;;;;;;1047315;1;3067487;;;267;55;
3;520;700;N;V;;2026-03-28-00.00.00.000000;S;274,4;15011;EXCELSIOR ALIMENTOS S.A;1266877;43260300610350000331557000000005201394452143;S;Autorizada;4;;2026-03-28-11.30.29.000000;P;;;2026-03-28-11.30.35.000000;243260101766344;LEOMB04;;N;6121258;802;N;22;;;;;;666472;101;2979775;;;520;55;
3;536;700;N;V;;2026-03-30-00.00.00.000000;S;264,32;9379;LACTALIS BRASIL COM IMP EXP LTDA;1336137;43260300610350000331557000000005361497255413;S;Autorizada;4;;2026-03-30-14.56.04.000000;P;;;2026-03-30-14.56.13.000000;243260103280947;LEOMB04;;N;6190722;802;N;39;;;;;;4093058;1;3049765;;;536;55;
8;265;700;N;V;;2026-03-31-00.00.00.000000;S;93,54;21821;ANDREIA SEVERO PINHEIRO MAINARDI;1347723;43260300610350000765557000000002651152417750;S;Autorizada;4;;2026-03-31-08.10.40.000000;P;;;2026-03-31-08.10.53.000000;243260104266966;ALEXANTU;;N;6201797;809;N;14;;;2026-03-31-00.00.00.000000;NFCes 3/10482 30/3/2026;;10482;703;3061344;;;265;55;
