"Código Produto";"Produto"
"8701";"VASSOURA BETTANIN IDEAL CANTOS 1692"
"8702";"VASSOURA BETTANIN NOVICA RF167"
"25105";"VASSOURA DONA DA CASA C CABO"
"25106";"VASSOURA JARDINEIRA S CABO"
"8714";"VELA SANDERIANA BRANCA 265G"
"8716";"VELA SANDERO 235G N SENHORA APARE"
"8718";"VELA SANDERO 235G SAO JORGE"
"25406";"VELA SANDERO C 8  N4 VM/BR"
"25402";"VELA SANDERO C 8 N2 ROSA"
"25403";"VELA SANDERO C 8 N4 BCA"
"35994";"VELA SANDERO N 4 AMARELA"
"38753";"VELA SANDERO N04 C8 VERDE"
"8721";"VELA SANDERO N1 BRANCA 8UN 80G"
"8722";"VELA SANDERO N2 8UN 112G AZUL"
"8725";"VELA SANDERO N4 8UN 144G ST N SRA APARECIDA"
"8726";"VELA SANDERO N4 8UN 144G ST SANTO EXPEDITO"
"8727";"VELA SANDERO N4 8UN 144G ST SAO JORGE"
"8728";"VELA SANDERO N4 8UN 144G ST SAO JOSE"
"35813";"VELA SANDERO STO ANTONIO N7 8UN"
"25407";"VELA SANDERO T 7 DIAS AMARELA"
"25408";"VELA SANDERO T 7 DIAS AZUL"
"25409";"VELA SANDERO T 7 DIAS VERDE/BCA/VM"
"25410";"VELA SANDERO T 7 DIAS VERM"
"36000";"VELA SENDERO DOS ANJOS C 7"
"25412";"VELA SENDERO N7 SAG CORAC M"
"138";"VH ARBO CABERNET 750ML"
"148";"VH ARBO MARSELAN SC 750ML"
"146";"VH ARBO MERLOT 750ML"
"150";"VH ARBO TANNAT SC 750ML"
"168";"VH AURORA COLH TARDIA BCO 500ML"
"203";"VH CANCAO BCO 750ML SV"
"25424";"VH CANCAO BORDO SUAVE 750ML SC"
"25425";"VH CANCAO BORDO SUAVE 750ML SV"
"205";"VH CANCAO TINTO 750ML SC"
"206";"VH CANCAO TINTO 750ML SV"
"214";"VH COUNTRY WINE BCO 750ML SC"
"215";"VH COUNTRY WINE BCO 750ML SV"
"218";"VH COUNTRY WINE BORDO 750ML SC"
"220";"VH COUNTRY WINE BORDO 750ML SV"
"238";"VH DEL GRANO GOLD TINTO 750ML DEMI SEC"
"239";"VH DEL GRANO GOLD TINTO 750ML SC"
"240";"VH DEL GRANO GOLD TINTO 750ML SV"
"249";"VH DEL GRANO TINTO 1 48L SC"
"265";"VH JOTA PE BCO 750ML SV"
"561";"VH JOTA PE BORDO 750ML SC"
"560";"VH JOTA PE BORDO 750ML SV"
"267";"VH JOTA PE TINTO 750ML SC"
"268";"VH JOTA PE TINTO 750ML SV"
"25434";"VH JP BCO SECO TRAD 1 5L"
"272";"VH MARCUS JAMES MERLOT 750ML"
"273";"VH MARCUS JAMES TANNAT 750ML"
"276";"VH QUINTA CARVALHO BCO 750ML SC"
"277";"VH QUINTA CARVALHO BCO 750ML SV"
"304";"VH SANGUE BOI TINTO 4L SV"
"307";"VH TRADICAO NIAGARA BCO 1 4L SC"
"308";"VH TRADICAO NIAGARA BCO 1 4L SV"
"310";"VH TRADICAO TINTO 1 4L SC"
"311";"VH TRADICAO TINTO 1 4L SV"
"3769";"VINAGRE ALCOOL KOLLER 500ML"
"3773";"VINAGRE ALCOOL KOLLER 500ML UVA"
"3772";"VINAGRE ALCOOL KOLLER 750ML"
"34825";"VINAGRE ALCOOL KOLLER 750ML AROMAT LIMAO"
"3768";"VINAGRE ALCOOL ROSINA 750ML"
"3777";"VINAGRE ARROZ KOLLER 500ML"
"3797";"VINAGRE BALSAMICO ROSINA 500ML TINTO"
"3782";"VINAGRE MACA KOLLER 500ML"
"3783";"VINAGRE MACA KOLLER 750ML"
"3778";"VINAGRE MACA ROSINA 750ML"
"3792";"VINAGRE VINHO KOLLER 500ML BRANCO"
"3790";"VINAGRE VINHO KOLLER 500ML TINTO"
"3795";"VINAGRE VINHO KOLLER 750ML TINTO"
"3786";"VINAGRE VINHO ROSINA 750ML BRANCO"
"3784";"VINAGRE VINHO ROSINA 750ML TINTO"
"8748";"VINHO CONCHA Y TORO 750ML ROSE"
"8755";"VINHO JOTA PE 1 5L TTO SUAVE"
"25457";"VINHO PINHEIRENSE 870ML"
"3071";"VITAMINA VITAMINE 400G MORANGO"
"617";"VODKA INTENCION LT 473ML"
"614";"VODKA INTENCION PET 900ML"
"33728";"VODKA NINNOFF PET 870ML"
"33782";"VODKA NINNOFF VD 900ML LEMON"
"33783";"VODKA NINNOFF VD 900ML RED"
"10467";"VODKA POPOKELVIS VD 900ML"
"625";"VODKA RAJSKA VD 1L"
"636";"VODKA VOLCOF VD 900ML"
"33723";"VODKA WE MIX LN 275ML FRUTAS VERDES"
"33724";"VODKA WE MIX LN 275ML MORANGO E KIWI"
"1677";"WAFER AMANDITA 200G CREME C CACAU"
"38693";"WAFER ATREVIDOS SABORES 80G"
"1671";"WAFER BAUDUCCO 140G CHOC"
"1669";"WAFER BAUDUCCO 140G CHOC AVELA"
"1648";"WAFER GIRASSOL 60G CHOC"
"1649";"WAFER GIRASSOL 60G LIMAO"
"1647";"WAFER GIRASSOL 60G MORANGO"
"1674";"WAFER ISABELA CHOCKS 100 8G CHOC"
"1675";"WAFER ISABELA CHOCKS 100 8G CHOC BRANCO"
"1949";"WAFER MINUETO ROLINHO 40G CHOC"
"1667";"WAFER NESTLE 110G NEGRESCO"
"25484";"WAFER ORQUIDEA 100G CHOC"
"33170";"WAFER ORQUIDEA 100G CHOC BCO"
"25485";"WAFER ORQUIDEA 100G CHOC CROC"
"1652";"WAFER PARATI MINUETO 81G BRIGADEIRO"
"1650";"WAFER PARATI MINUETO 81G CHOC"
"1654";"WAFER PARATI MINUETO 81G CHOC AVELA"
"1651";"WAFER PARATI MINUETO 81G CHOC BAUNILHA"
"1653";"WAFER PARATI MINUETO 81G LIMAO"
"1655";"WAFER PARATI MINUETO 81G MORANGO"
"1656";"WAFFER ISABELA 100G CHOC"
"1661";"WAFFER ISABELA 100G CHOC BRANCO"
"1658";"WAFFER ISABELA 100G CHOC SUICO"
"1657";"WAFFER ISABELA 100G DOCE DE LEITE"
"1659";"WAFFER ISABELA 100G MORANGO"
"638";"WHISKY BLACK STONE 1L"
"640";"WHISKY BLEND SEVEN 1L"
"648";"WHISKY MASTER GOLD VD 900ML"
"";"TOTAL: 2963 linhas"
