DEPARTAMENTO;COMPRADOR;CODIGO_EMPRESA;CODIGO_CONSINCO;descricao;STATUS_COMPRA;EMBL_COMPRA;EMBL_TRANSFERENCIA;QUANTIDADE_DISPONIVEL;QTD_PEND_PEDCOMPRA;QTD_VENDIDA_30D;QUANTIDADE_ESTOQUE_MINIMO;QUANTIDADE_ESTOQUE_MAXIMO;Pedir;Estq_CD_cx
BEBIDAS;NICOLAS AUGUSTO P. BORGES;2;213;CERV SKOL PILSEN LT 473ML;Ativo;12;12;1588;2160;11697;3900;5568;152;5280,33
BEBIDAS;NICOLAS AUGUSTO P. BORGES;2;179;CERVEJA ORIGINAL LT 473ML;Ativo;12;12;1970;0;2503;1992;2832;72;387
BEBIDAS;NICOLAS AUGUSTO P. BORGES;2;806;REFRIG FANTA LARANJA PET 2L;Ativo;8;8;58;632;1156;896;1344;82;4,5
MERCEARIA;WETER SONNENFELDET;2;2911;ACHOC LIQ ITALAC 200ML;Ativo;24;24;9;96;241;168;240;6;1204
MERCEARIA;WETER SONNENFELDET;2;2909;ACHOC LIQ SHOWKINHO 200ML;Ativo;27;27;50;270;2798;325;433;4;156,56
MERCEARIA;NIDAL TUBASI;2;2084;ARROZ BCO REQUINTE TP1 1KG;Ativo;30;30;43;0;233;60;90;2;27,43
MERCEARIA;NIDAL TUBASI;2;2118;ARROZ BCO SABOROSO TP1 2KG;Ativo;15;15;43;0;73;45;60;1;10,67
MERCEARIA;WETER SONNENFELDET;2;3400;BARRA CEREAL RITTER 25G BAN AVEIA MEL;Ativo;24;24;5;120;0;144;336;9;2
MERCEARIA;WETER SONNENFELDET;2;3374;COCO RALADO MENINA 100G UMIDO ADOCADO;Ativo;12;12;-23;0;3;48;72;6;3
MERCEARIA;NIDAL TUBASI;2;2747;FARINHA TRIGO ROSESOL 5KG;Ativo;5;5;17;5;22;31;41;4;100
MERCEARIA;NIDAL TUBASI;2;33442;LENTILHA JUREIA 500G;Ativo;12;12;280;0;0;288;408;11;208,92
MERCEARIA;NIDAL TUBASI;2;2382;LENTILHA YOKI TP2 400G;Ativo;16;16;26;32;478;80;112;3;79,56
MERCEARIA;WETER SONNENFELDET;2;20316;MACARRAO INST GERMANI 63G CARNE;Ativo;50;50;190;50;289;250;300;1;450,92
MERCEARIA;NIDAL TUBASI;2;2573;MOLHO TOM FUGINI SH 300G TRAD;Ativo;36;36;326;252;704;612;828;7;843,11
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;37435;LAVA ROUPA SUPREMA AZUL 3L;Ativo;6;6;0;18;0;48;60;7;5
PERFUMARIA E LIMPEZA;JOAO BATISTA;2;37438;LAVA ROUPA SUPREMA VERDE 3L;Ativo;6;6;0;18;0;48;60;7;4
PRODUTOS PET;JOAO BATISTA;2;3976;ALIM CAO ALPO AD 10 1KG CAR FGO CER VEG;Ativo;1;1;-3;2;2;10;14;12;2
BEBIDAS;NICOLAS AUGUSTO P. BORGES;3;35;AGUA MINER AGUA DA PEDRA 500ML S GAS;Ativo;12;12;624;0;1640;672;876;21;652,25
BEBIDAS;NICOLAS AUGUSTO P. BORGES;3;81;AGUA TONICA ANTARCTICA LT 350ML;Ativo;12;12;4;12;118;24;36;2;7,5
BEBIDAS;NICOLAS AUGUSTO P. BORGES;3;413;AGUARDENTE KIKANA 790ML;Ativo;12;12;3;0;7;48;60;5;80,5
BEBIDAS;NICOLAS AUGUSTO P. BORGES;3;384;BEB MISTA TAMPICO 450ML FRUTAS CITRICAS;Ativo;12;12;-58;0;109;24;48;4;165,92
BEBIDAS;NICOLAS AUGUSTO P. BORGES;3;144;CERV AMSTEL LT 473ML LAGER;Ativo;12;12;1754;0;3560;1860;2640;74;2300,75
BEBIDAS;NICOLAS AUGUSTO P. BORGES;3;147;CERV ANTARCTICA PILSEN LT 473ML;Ativo;12;12;1466;948;3075;2640;2880;39;537,75
BEBIDAS;NICOLAS AUGUSTO P. BORGES;3;34496;CERV BELLAVISTA LT 473 ML PILSEN;Ativo;12;12;-1269;144;528;540;720;48;46
BEBIDAS;NICOLAS AUGUSTO P. BORGES;3;213;CERV SKOL PILSEN LT 473ML;Ativo;12;12;2972;0;17210;3900;5568;216;5280,33
BEBIDAS;NICOLAS AUGUSTO P. BORGES;3;282;CERVEJA MICHELOB LN 330ML ULTRA;Ativo;24;24;61;48;231;120;168;3;2
BEBIDAS;NICOLAS AUGUSTO P. BORGES;3;188;CERVEJA POLAR LT 473ML EXPORT;Ativo;12;12;393;0;1036;480;600;17;252,92
BEBIDAS;NICOLAS AUGUSTO P. BORGES;3;309;CERVEJA PROVINCIA LT 473ML ZERO MALZBIER;Ativo;12;12;252;0;52;360;468;18;78,33
BEBIDAS;NICOLAS AUGUSTO P. BORGES;3;207;CERVEJA SCHIN LT 473ML PILSEN;Ativo;12;12;0;84;7666;1920;2736;221;3239
BEBIDAS;NICOLAS AUGUSTO P. BORGES;3;439;ENERG BALY PET 2L TRAD S A;Ativo;6;6;-4;12;39;18;30;3;4
BEBIDAS;NICOLAS AUGUSTO P. BORGES;3;33732;ENERG RED BULL LT 250ML POMELO;Ativo;24;24;10;0;12;24;36;1;3
BEBIDAS;NICOLAS AUGUSTO P. BORGES;3;33730;ENERG RED BULL LT 250ML ZERO;Ativo;24;24;12;0;46;48;72;3;44
BEBIDAS;NICOLAS AUGUSTO P. BORGES;3;17566;ENERG RED BULL MELAO MARAC LT 250ML;Ativo;4;4;1;0;0;20;24;6;34,5
BEBIDAS;NICOLAS AUGUSTO P. BORGES;3;539;GATORADE 500ML LARANJA;Ativo;6;6;-32;0;137;42;60;10;109
BEBIDAS;NICOLAS AUGUSTO P. BORGES;3;34724;REFRE HAPPY TP 1L ABACAXI;Ativo;12;12;4;0;0;24;36;3;7
BEBIDAS;NICOLAS AUGUSTO P. BORGES;3;34718;REFRE HAPPY TP 1L PESSEGO;Ativo;12;12;-1;0;0;24;36;3;8
BEBIDAS;NICOLAS AUGUSTO P. BORGES;3;33872;REFRE HAPPY TP 200ML PESSEGO;Ativo;24;24;27;0;144;48;72;2;76
BEBIDAS;NICOLAS AUGUSTO P. BORGES;3;101;REFRE PO FRISCO 18G UVA;Ativo;180;180;0;0;330;180;360;2;7
BEBIDAS;NICOLAS AUGUSTO P. BORGES;3;182;REFRE PO GLUP 15G GUARANA;Ativo;60;60;178;0;9;840;1080;15;192,8
BEBIDAS;NICOLAS AUGUSTO P. BORGES;3;911;REFRIG ANTARCTICA GUARANA PET 200ML ZERO;Ativo;12;12;-58;120;408;132;180;5;77
BEBIDAS;NICOLAS AUGUSTO P. BORGES;3;786;REFRIG ANTARCTICA GUARANA PET 2L ZERO;Ativo;8;8;399;0;644;424;600;25;229
BEBIDAS;NICOLAS AUGUSTO P. BORGES;3;769;REFRIG FRUKI GUARANA PET 200ML GUARANA;Ativo;12;12;66;228;514;360;480;16;420,08
BEBIDAS;NICOLAS AUGUSTO P. BORGES;3;817;REFRIG FRUKI GUARANA ZR PET 2L GUARANA ZERO;Ativo;6;6;65;0;61;72;96;5;238,67
BEBIDAS;NICOLAS AUGUSTO P. BORGES;3;903;REFRIG PEPSI BLACK LT 350ML;Ativo;12;12;-66;0;1369;168;228;19;322,17
BEBIDAS;NICOLAS AUGUSTO P. BORGES;3;840;REFRIG PEPSI PET 3L;Ativo;4;4;183;236;1007;448;640;55;153,5
BEBIDAS;NICOLAS AUGUSTO P. BORGES;3;829;REFRIG SODA LIMONADA PET 2L;Ativo;8;8;11;8;45;24;32;2;3
BEBIDAS;NICOLAS AUGUSTO P. BORGES;3;780;REFRIG SPRITE PET 200ML;Ativo;12;12;-230;0;2083;72;96;8;9
BEBIDAS;NICOLAS AUGUSTO P. BORGES;3;833;REFRIG SUKITA PET 2L UVA;Ativo;8;8;13;56;116;96;128;7;44,88
BEBIDAS;NICOLAS AUGUSTO P. BORGES;3;24382;SIDRA GOTA PRATA ROSE S ALCO 660ML;Ativo;12;12;12;0;39;24;48;3;11
BEBIDAS;NICOLAS AUGUSTO P. BORGES;3;279;VH QUINTA CARVALHO TINTO 750ML SV;Ativo;12;12;-27;48;243;120;144;8;183
BEBIDAS;NICOLAS AUGUSTO P. BORGES;3;33784;VODKA NINNOFF VD 900ML ORIGINAL;Ativo;6;6;9;6;29;18;24;2;69,5
MERCEARIA;WETER SONNENFELDET;3;2911;ACHOC LIQ ITALAC 200ML;Ativo;24;24;52;264;672;336;456;6;1204
MERCEARIA;WETER SONNENFELDET;3;2913;ACHOC LIQ NESCAU 180ML ACTIC GO;Ativo;27;27;453;0;291;595;784;12;4
MERCEARIA;WETER SONNENFELDET;3;2958;ACHOC PO NESCAU SH 730G ACTIV GO;Ativo;12;12;8;0;44;36;48;3;7
MERCEARIA;NIDAL TUBASI;3;3720;ALHO EM PASTA ALHOSTIN 200G;Ativo;24;24;23;0;35;24;48;1;5,38
MERCEARIA;NIDAL TUBASI;3;2158;ARROZ BCO TRIVIAL TP2 5KG;Ativo;6;6;170;0;330;180;200;5;77
MERCEARIA;WETER SONNENFELDET;3;3011;AVEIA FLOCOS FINOS NATURALE 1KG;Ativo;12;12;2;0;67;12;24;2;17
MERCEARIA;NIDAL TUBASI;3;949;AZEITE OLIV COCINERO EXT VIRG 500ML;Ativo;12;12;1;12;213;24;36;2;19
MERCEARIA;NIDAL TUBASI;3;2339;AZEITONA VDE V FERTIL SH 150G RECH;Ativo;24;24;7;0;70;18;42;2;2
MERCEARIA;NIDAL TUBASI;3;2321;AZEITONA VERDE VALE FERTIL SH 100G C CAROCO;Ativo;24;24;1;0;71;48;72;3;6
MERCEARIA;NIDAL TUBASI;3;2328;AZEITONA VERDE VALE FERTIL SH 120G FATIADA;Ativo;24;24;4;0;72;48;96;4;2
MERCEARIA;WETER SONNENFELDET;3;3405;BARRA CEREAL RITTER 22G BRIGADEIRO;Ativo;24;24;82;0;51;120;144;3;6
MERCEARIA;WETER SONNENFELDET;3;3400;BARRA CEREAL RITTER 25G BAN AVEIA MEL;Ativo;24;24;33;0;7;192;384;15;2
MERCEARIA;WETER SONNENFELDET;3;3372;BARRA CEREAL RITTER 25G MORANGO CHOC;Ativo;24;24;113;0;24;120;144;1;6
MERCEARIA;WETER SONNENFELDET;3;3562;BEBIDA 3 CORACOES POWER WHEY 250ML CLASSICO;Ativo;12;12;9;0;55;10;22;1;7
MERCEARIA;WETER SONNENFELDET;3;1019;BISC AGUA E SAL GERMANI 690G;Ativo;10;10;8;30;128;48;60;2;173,4
MERCEARIA;WETER SONNENFELDET;3;1405;BISC LEITE GERMANI ROSCA 300G;Ativo;20;20;-2;0;96;20;40;2;37,05
MERCEARIA;WETER SONNENFELDET;3;1423;BISC MARIA GERMANI 690G;Ativo;10;10;-6;20;155;48;72;5;85,8
MERCEARIA;WETER SONNENFELDET;3;994;BISC MUCILON LANCHINHO 35G LAR BAN;Ativo;15;15;63;0;3;91;121;4;2
MERCEARIA;WETER SONNENFELDET;3;1528;BISC RECH ISABELA MOUSSE 130G CHOC AO LEITE;Ativo;50;50;98;0;168;100;150;1;27
MERCEARIA;WETER SONNENFELDET;3;1479;BISC RECH TORTUGUITA 120G CHOC;Ativo;56;56;45;0;75;56;112;1;43,96
MERCEARIA;WETER SONNENFELDET;3;1606;BISC SALG CLUB SOCIAL 6UN 144G ORIGINAL;Ativo;44;44;17;44;154;88;132;2;17
MERCEARIA;WETER SONNENFELDET;3;15141;CAFE 3 CORACOES DRIP GOU PORTINARI SC 10G;Ativo;10;10;73;10;185;90;210;13;46,1
MERCEARIA;WETER SONNENFELDET;3;2031;CAFE SOL 3C CAPPUCCINO SH 20G CANELA;Ativo;16;16;-25;0;0;50;100;6;2,38
MERCEARIA;WETER SONNENFELDET;3;2030;CAFE SOL 3C CAPPUCCINO SH 20G CLASSIC;Ativo;16;16;-9;0;67;50;100;6;19,5
MERCEARIA;WETER SONNENFELDET;3;2079;CAFE SOL BOM JESUS SH 40G FORTE;Ativo;24;24;40;24;54;72;96;1;107,92
MERCEARIA;WETER SONNENFELDET;3;1871;CAFE SOL NESCAFE SH 250G GOLD EQUILIBRADO;Ativo;12;12;-25;0;23;10;22;2;13
MERCEARIA;WETER SONNENFELDET;3;2139;CAFE SOL NESCAFE VD 160G TRADICAO FORTE;Ativo;12;12;-154;0;332;72;96;8;102
MERCEARIA;WETER SONNENFELDET;3;1998;CAFE VACUO 3C 250G TRAD;Ativo;20;20;-1;0;103;60;80;4;38,7
MERCEARIA;WETER SONNENFELDET;3;2016;CAFE VACUO 3C TORRADO MOIDO 500G TRAD;Ativo;20;20;97;20;203;400;600;24;32
MERCEARIA;WETER SONNENFELDET;3;2027;CAFE VACUO MELITTA 250G EXTRA FORTE;Ativo;20;20;-17;0;77;40;60;3;6
MERCEARIA;WETER SONNENFELDET;3;2020;CAFE VACUO MELITTA 500G EXTRA FORTE;Ativo;20;20;0;20;106;60;80;3;35,2
MERCEARIA;WETER SONNENFELDET;3;2229;CAPSULA DOLCE GUSTO 70G C 10 LUNGO;Ativo;6;6;8;0;4;12;18;2;2
MERCEARIA;WETER SONNENFELDET;3;3045;CEREAL MAT KELLOGGS LV240G PG200G SUCRILHOS;Ativo;36;36;26;0;13;36;72;1;9,94
MERCEARIA;WETER SONNENFELDET;3;2657;CEREAL MUCILON SH 180G MULTICEREAIS;Ativo;12;12;-4;0;0;36;48;4;5
MERCEARIA;WETER SONNENFELDET;3;2103;CHA PRENDA 17G PRETO C LIMAO;Ativo;20;20;-23;0;78;16;36;2;3,8
MERCEARIA;WETER SONNENFELDET;3;2164;CHA PRENDA MATE 40G NATURAL;Ativo;20;20;10;20;54;40;60;2;9
MERCEARIA;WETER SONNENFELDET;3;1740;CHICLE FREEGELLS GUM 8G MORANGO;Ativo;15;15;24;0;41;31;46;2;612,6
MERCEARIA;WETER SONNENFELDET;3;1238;CHOC BARRA NEUGEBAUER 80G MEIO AMARGO;Ativo;64;64;-231;64;349;128;192;2;28,75
MERCEARIA;WETER SONNENFELDET;3;3213;CHOC GRAN DORI 120G COLORIDO;Ativo;30;30;80;0;42;90;120;1;25
MERCEARIA;WETER SONNENFELDET;3;3062;CHOCOLATE PO NEILAR 200G;Ativo;24;24;-5;0;0;24;48;2;20,96
MERCEARIA;WETER SONNENFELDET;3;3374;COCO RALADO MENINA 100G UMIDO ADOCADO;Ativo;12;12;0;0;27;24;48;4;3
MERCEARIA;WETER SONNENFELDET;3;2487;DOCE DIFRUTTI 400G GOIABA;Ativo;12;12;0;0;12;10;22;2;9,83
MERCEARIA;WETER SONNENFELDET;3;2482;DOCE DIFRUTTI 400G MORANGO;Ativo;12;12;0;0;2;12;24;2;4,42
MERCEARIA;WETER SONNENFELDET;3;2498;DOCE SORO DE LEITE DA SERRA PT 400G;Ativo;12;12;0;0;0;48;60;5;8,92
MERCEARIA;NIDAL TUBASI;3;2374;DUETO ODERICH ERVIL CENOURA LT 200G;Ativo;24;24;49;0;66;72;120;3;30
MERCEARIA;NIDAL TUBASI;3;837;ERVILHA ODERICH LT 2KG;Ativo;6;6;1;0;0;6;12;2;5
MERCEARIA;NIDAL TUBASI;3;2369;ERVILHA OLE LT 170G;Ativo;24;24;61;0;350;336;456;17;99,71
MERCEARIA;NIDAL TUBASI;3;2555;EXTRATO TOM ELEFANTE PT 300G SEM SAL;Ativo;24;24;55;24;55;96;120;2;89,08
MERCEARIA;NIDAL TUBASI;3;937;EXTRATO TOM ELEFANTE TP 1 04KG;Ativo;12;12;-2;0;52;60;72;6;520
MERCEARIA;NIDAL TUBASI;3;2745;FARINHA TRIGO MARIA INES 1KG;Ativo;10;10;0;0;2886;950;1350;135;1586,9
MERCEARIA;NIDAL TUBASI;3;2747;FARINHA TRIGO ROSESOL 5KG;Ativo;5;5;26;0;37;41;56;6;100
MERCEARIA;NIDAL TUBASI;3;2348;FEIJAO PRETO ARBAZA TP1 1KG;Ativo;30;30;137;0;1744;150;210;3;11,4
MERCEARIA;NIDAL TUBASI;3;2391;FEIJOADA ODERICH 420G;Ativo;24;24;8;0;28;18;42;2;24
MERCEARIA;WETER SONNENFELDET;3;3622;GELATINA NEILAR 20G FRAMBOESA;Ativo;48;48;43;0;280;96;144;2;191,96
MERCEARIA;WETER SONNENFELDET;3;3629;GELATINA NEILAR 20G UVA;Ativo;48;48;368;0;362;432;576;4;104,96
MERCEARIA;WETER SONNENFELDET;3;3223;GELATINA ZERO APTI 12G FTAS VRM;Ativo;18;18;67;0;83;72;90;1;5,78
MERCEARIA;WETER SONNENFELDET;3;19028;GELATINA ZERO NEILAR 12G ABACAXI;Ativo;24;24;50;0;51;72;96;2;28,88
MERCEARIA;WETER SONNENFELDET;3;19030;GELATINA ZERO NEILAR 12G MOR;Ativo;24;24;62;0;103;72;96;2;11,96
MERCEARIA;WETER SONNENFELDET;3;2475;GOIABADA VAL 300G;Ativo;36;36;-79;0;452;72;108;3;51,22
MERCEARIA;NIDAL TUBASI;3;2480;KETCHUP FUGINI SH 300G TRAD;Ativo;36;36;-31;0;57;72;108;3;38,89
MERCEARIA;NIDAL TUBASI;3;2516;KETCHUP HEINZ 397G TRAD;Ativo;16;16;11;0;16;16;32;1;6
MERCEARIA;NIDAL TUBASI;3;2491;KETCHUP ODERICH BISNAG 200G TRAD;Ativo;24;24;-9;0;431;168;240;10;12
MERCEARIA;NIDAL TUBASI;3;2484;KETCHUP ODERICH SH 200G;Ativo;24;24;-58;0;850;120;144;6;33
MERCEARIA;NIDAL TUBASI;3;805;KETCHUP ODERICH SH 7G C 140 UN;Ativo;1;1;2;0;1;9;12;10;27
MERCEARIA;NIDAL TUBASI;3;31251;KETCHUP TRAD VAL 1 010K;Ativo;9;9;-59;0;17;27;36;4;168,11
MERCEARIA;WETER SONNENFELDET;3;3654;LEITE COCO MENINA VD 200ML;Ativo;24;24;19;24;125;72;96;2;15,71
MERCEARIA;WETER SONNENFELDET;3;3657;LEITE COCO TRISANTI 200ML;Ativo;12;12;-65;0;179;12;24;2;11
MERCEARIA;WETER SONNENFELDET;3;2710;LEITE PO CCGL INTEGRAL SH 200G INSTANTANEO;Ativo;50;50;21;0;3;50;100;2;4
MERCEARIA;WETER SONNENFELDET;3;2713;LEITE PO CCGL INTEGRAL SH 400G INSTANTANEO;Ativo;25;25;-16;0;60;19;44;2;2
MERCEARIA;WETER SONNENFELDET;3;2668;LEITE PO ELEGE DESNATADO SH 400G;Ativo;25;25;-2;0;55;19;44;2;20
MERCEARIA;WETER SONNENFELDET;3;2724;LEITE PO ELEGE INTEGRAL SH 400G;Ativo;25;25;-46;0;266;75;100;4;103
MERCEARIA;WETER SONNENFELDET;3;20321;MAC INST ISABELA 70G GAL CA ZR FRIT;Ativo;50;50;67;50;166;150;200;2;5
MERCEARIA;WETER SONNENFELDET;3;20344;MAC INST NISSIN 85G CARNE TOMATE;Ativo;50;50;0;0;130;38;88;2;16,98
MERCEARIA;WETER SONNENFELDET;3;34884;MAC INST NISSIN CHICO BENTO 75G CH B CARNE BAT;Ativo;50;50;25;0;52;38;88;1;16
MERCEARIA;WETER SONNENFELDET;3;2735;MACARRAO CUP NOODLES 70G YAKISSOBA;Ativo;24;24;9;0;19;24;48;2;10,83
MERCEARIA;WETER SONNENFELDET;3;2732;MACARRAO CUP NOODLES 72G TERIYAKI;Ativo;24;24;13;0;30;24;48;2;11,04
MERCEARIA;WETER SONNENFELDET;3;20316;MACARRAO INST GERMANI 63G CARNE;Ativo;50;50;372;0;891;400;550;4;450,92
MERCEARIA;WETER SONNENFELDET;3;2809;MACARRAO INST NISSIN ESP 500G T5;Ativo;20;20;3;0;26;20;40;2;18,35
MERCEARIA;NIDAL TUBASI;3;2852;MAIONESE HEINZ PET 390G;Ativo;16;16;5;32;26;64;80;3;7,06
MERCEARIA;NIDAL TUBASI;3;2832;MAIONESE ODERICH 220G CASEIRA;Ativo;12;12;-2;0;6;10;22;2;7
MERCEARIA;NIDAL TUBASI;3;2813;MAIONESE ODERICH PRE 220G LIMAO;Ativo;12;12;8;0;17;24;36;2;6
MERCEARIA;NIDAL TUBASI;3;2754;MAIONESE ODERICH SH 200G LIGHT;Ativo;24;24;7;0;91;18;42;2;17
MERCEARIA;WETER SONNENFELDET;3;2818;MASSA C OVOS STA FELICIDADE 500G PARAFUSO;Ativo;20;20;508;0;2505;600;840;17;288,9
MERCEARIA;WETER SONNENFELDET;3;20611;MASSA SEMOLA GERMANI 1KG ESPAG;Ativo;10;10;38;0;28;40;50;1;3,3
MERCEARIA;WETER SONNENFELDET;3;33372;MIST P BOLO APTI 380G CHOC C MOR;Ativo;12;12;14;0;0;24;36;2;55,92
MERCEARIA;WETER SONNENFELDET;3;3704;MIST P BOLO APTI 400G CHOC;Ativo;12;12;2;36;430;120;144;9;140,17
MERCEARIA;WETER SONNENFELDET;3;3707;MIST P BOLO APTI 400G LARANJA;Ativo;12;12;-31;0;12;60;72;6;46,83
MERCEARIA;WETER SONNENFELDET;3;3712;MIST P BOLO APTI 400G QUATRO LEITES;Ativo;12;12;9;0;62;36;48;3;4,75
MERCEARIA;WETER SONNENFELDET;3;3719;MIST P BOLO APTI PREMIUM 400G CHOC;Ativo;6;6;0;0;0;18;24;4;12
MERCEARIA;WETER SONNENFELDET;3;3789;MIST P BOLO ORQUIDEA 350G LARANJA;Ativo;12;12;44;0;87;48;60;1;9,83
MERCEARIA;NIDAL TUBASI;3;21038;MOL BARBECUE ODERICH PREMIUM 400G;Ativo;12;12;6;0;0;12;24;2;4
MERCEARIA;NIDAL TUBASI;3;2736;MOLHO ALHO ADIGEL GF 900ML;Ativo;12;12;-1;0;0;24;36;3;21
MERCEARIA;NIDAL TUBASI;3;2885;MOLHO ELEGE 4 QUEIJOS 200G;Ativo;24;24;29;24;233;72;96;2;2,04
MERCEARIA;NIDAL TUBASI;3;2584;MOLHO TOM FUGINI SH 300G PIZZA;Ativo;36;36;-23;0;67;28;64;2;7,44
MERCEARIA;NIDAL TUBASI;3;921;MOLHO TOM ODERICH PASSATA LT 850G;Ativo;12;12;4;0;40;10;22;2;11,25
MERCEARIA;NIDAL TUBASI;3;2606;MOLHO TOM ODERICH SH 1 010G TRAD;Ativo;12;12;-21;0;68;60;72;6;604,5
MERCEARIA;NIDAL TUBASI;3;21118;MOLHO TOM TARANTELLA PIZZA SH 1 7KG;Ativo;6;6;14;0;9;18;24;2;35
MERCEARIA;NIDAL TUBASI;3;33468;MOLHO TOMATE HEINZ 240G C PEDACOS;Ativo;32;32;47;0;62;96;128;3;20
MERCEARIA;NIDAL TUBASI;3;3099;MOSTARDA ODERICH PREM 250G DIJON;Ativo;12;12;4;0;0;10;22;2;3
MERCEARIA;WETER SONNENFELDET;3;1837;PAST DOCILE ROLLY MINTY 29G FRUIT;Ativo;12;12;9;0;3;36;48;3;421
MERCEARIA;WETER SONNENFELDET;3;1838;PAST DOCILE ROLLY MINTY 29G HORTELA;Ativo;12;12;6;0;2;12;36;3;141,33
MERCEARIA;WETER SONNENFELDET;3;1839;PAST DOCILE ROLLY MINTY 29G MORANGO;Ativo;12;12;1;0;1;24;36;3;56,08
MERCEARIA;NIDAL TUBASI;3;2420;PATE ODERICH LT 100G FIGADO;Ativo;24;24;1;0;22;24;48;2;33
MERCEARIA;NIDAL TUBASI;3;2422;PATE ODERICH LT 100G PRESUNTO;Ativo;24;24;13;0;45;24;48;2;42
MERCEARIA;NIDAL TUBASI;3;2416;PEPINO CONSERVA DA SERRA SH 150G;Ativo;12;12;-29;0;0;60;84;7;11
MERCEARIA;NIDAL TUBASI;3;2429;PEPINO CONSERVA NUTRIOURO VD 300G;Ativo;15;15;23;15;524;105;150;8;293,6
MERCEARIA;NIDAL TUBASI;3;2447;PEPINO CONSERVA ODERICH VD 300G TRAD;Ativo;15;15;5;0;26;11;26;1;7,93
MERCEARIA;NIDAL TUBASI;3;2439;POPCORN YOKI 100G NATURAL;Ativo;36;36;44;0;41;48;72;1;3
MERCEARIA;WETER SONNENFELDET;3;22633;QJO RAL KIFORMAGGIO TRAD 40G;Ativo;75;75;41;0;1;57;132;1;13,03
MERCEARIA;WETER SONNENFELDET;3;22630;QJO RALADO DA SERRA 40G;Ativo;75;75;65;150;1354;225;300;1;15
MERCEARIA;WETER SONNENFELDET;3;3180;SALG ALFITOS 35G BACON;Ativo;30;30;-19;0;50;22;52;2;88,87
MERCEARIA;WETER SONNENFELDET;3;3283;SALG KEVYTOS SHOW 38G PIZZA;Ativo;20;20;-17;20;120;60;80;3;7
MERCEARIA;WETER SONNENFELDET;3;3287;SALG KEVYTOS SHOW 38G PRESUNTO;Ativo;20;20;-52;60;136;80;100;2;25,15
MERCEARIA;WETER SONNENFELDET;3;23371;SALG KRUKS 35G CHURRASCO;Ativo;10;10;-126;0;259;30;40;4;9,1
MERCEARIA;WETER SONNENFELDET;3;3272;SALG OBBA 100G PICANHA;Ativo;10;10;2;0;4;30;50;5;36,3
MERCEARIA;NIDAL TUBASI;3;2428;SALSICHA HOT DOG ODERICH 230G;Ativo;24;24;-2;0;20;24;48;2;19
MERCEARIA;NIDAL TUBASI;3;2436;SALSICHA VIENA ODERICH 180G;Ativo;24;24;3;0;18;72;96;4;27
MERCEARIA;NIDAL TUBASI;3;2468;SARDINHA COQUEIRO 125G OLEO;Ativo;54;54;-37;0;1545;108;162;3;4
MERCEARIA;NIDAL TUBASI;3;2467;SELETA LEGUMES FUGINI SH 170G;Ativo;36;36;-31;0;31;28;64;2;84,75
MERCEARIA;NIDAL TUBASI;3;2469;SELETA LEGUMES ODERICH LT 200G;Ativo;24;24;14;0;40;96;120;5;32
MERCEARIA;WETER SONNENFELDET;3;1014;TEMP COMPLETO ODERICH 1KG S PIMENTA;Ativo;12;12;11;0;54;12;24;1;2
MERCEARIA;WETER SONNENFELDET;3;3790;VINAGRE VINHO KOLLER 500ML TINTO;Ativo;12;12;-24;0;28;12;24;2;54
MERCEARIA;WETER SONNENFELDET;3;1661;WAFFER ISABELA 100G CHOC BRANCO;Ativo;40;40;46;40;774;400;520;11;829
MERCEARIA;WETER SONNENFELDET;3;1659;WAFFER ISABELA 100G MORANGO;Ativo;40;40;263;160;267;480;520;3;44
PERFUMARIA E LIMPEZA;JOAO BATISTA;3;8858;AP PROBAK II 2UN;Ativo;14;14;-173;70;93;96;120;4;199
PERFUMARIA E LIMPEZA;JOAO BATISTA;3;8865;AROMAT COALA CONC 120ML CITRONELA;Ativo;24;24;13;72;50;96;120;2;7
PERFUMARIA E LIMPEZA;JOAO BATISTA;3;15585;CARGA GILLETTE MACH3 C 2;Ativo;1;1;-45;0;35;24;32;32;5249
PERFUMARIA E LIMPEZA;JOAO BATISTA;3;9272;DES SANIT PATO GEL ADES PROM RF 38G LAVANDA;Ativo;24;24;3;0;16;7;13;1;3
PERFUMARIA E LIMPEZA;JOAO BATISTA;3;18735;FRALDA DESC BABYSEC ULTSEC MEGA XXG 28 UN;Ativo;6;6;15;0;12;16;18;1;22
PERFUMARIA E LIMPEZA;JOAO BATISTA;3;37435;LAVA ROUPA SUPREMA AZUL 3L;Ativo;6;6;0;42;0;60;72;5;5
PERFUMARIA E LIMPEZA;JOAO BATISTA;3;37438;LAVA ROUPA SUPREMA VERDE 3L;Ativo;6;6;0;42;0;60;72;5;4
PERFUMARIA E LIMPEZA;JOAO BATISTA;3;7808;SABAO PO BRILHANTE 1 6KG LIMPEZA TOTAL;Ativo;9;9;13;18;49;41;59;3;4
PERFUMARIA E LIMPEZA;JOAO BATISTA;3;7844;SABAO PO OMO 2 2KG LAV PERFEITA;Ativo;9;9;0;18;72;19;28;1;2
PERFUMARIA E LIMPEZA;JOAO BATISTA;3;8352;SH SEDA 325ML CERAMIDAS;Ativo;12;12;58;0;39;60;72;1;47
