CODIGO_PRODUTO;DESCRICAO_PRODUTO;EMBL_TRANSFERENCIA;CODIGO_EMPRESA;NOVO_MINIMO;NOVO_MAXIMO;QUANTIDADE_ESTOQUE_MINIMO;QUANTIDADE_ESTOQUE_MAXIMO
37497;DROPS FLORESTAL SABORES 30G EXTRA FORTE;1;3;10;11;0;0
37499;DROPS FLORESTAL SABORES 30G MENTA;1;3;8;9;0;0
37500;DROPS FLORESTAL SABORES 30G MELANCIA;1;3;9;10;0;0
37502;DROPS FLORESTAL SABORES 30G EUCALIPTO;1;3;15;16;0;0
37503;DROPS FLORESTAL SABORES 30G CEREJA;1;3;12;13;0;0
37508;DROPS MASTIGAVEL ZOLLE 35G MACA VDE;10;3;6;16;0;0
37529;BOMBOM LACTA FAVORITOS 131 4G;42;1;26;68;0;0
37529;BOMBOM LACTA FAVORITOS 131 4G;42;2;26;68;0;0
37529;BOMBOM LACTA FAVORITOS 131 4G;42;3;26;68;0;0
37529;BOMBOM LACTA FAVORITOS 131 4G;42;6;26;68;0;0
37551;AMEND YOKI JAPONES 120G;12;2;8;20;0;0
37551;AMEND YOKI JAPONES 120G;12;3;8;20;0;0
37551;AMEND YOKI JAPONES 120G;12;4;8;20;0;0
37551;AMEND YOKI JAPONES 120G;12;5;8;20;0;0
37551;AMEND YOKI JAPONES 120G;12;6;8;20;0;0
37600;SALG ELMA CHIPS 36G BACONZITOS;48;2;30;78;0;0
37600;SALG ELMA CHIPS 36G BACONZITOS;48;3;30;78;0;0
37600;SALG ELMA CHIPS 36G BACONZITOS;48;4;30;78;0;0
37600;SALG ELMA CHIPS 36G BACONZITOS;48;5;30;78;0;0
37601;SALG BATATA RUFFLES 33G CHURRASCO;50;3;30;80;0;0
37601;SALG BATATA RUFFLES 33G CHURRASCO;50;4;30;80;0;0
37606;SALG CHEETOS BOLA QJO SUICO 33G;56;2;34;90;0;0
37606;SALG CHEETOS BOLA QJO SUICO 33G;56;3;34;90;0;0
37606;SALG CHEETOS BOLA QJO SUICO 33G;56;4;34;90;0;0
37608;SALG ELMA CHIPS 35G CEBOLITOS;48;2;30;78;0;0
37608;SALG ELMA CHIPS 35G CEBOLITOS;48;3;30;78;0;0
37608;SALG ELMA CHIPS 35G CEBOLITOS;48;4;30;78;0;0
37608;SALG ELMA CHIPS 35G CEBOLITOS;48;5;30;78;0;0
37612;SALG BATATA LAYS COPA 62G TACO MEXICANO;26;2;16;42;0;0
37612;SALG BATATA LAYS COPA 62G TACO MEXICANO;26;3;16;42;0;0
37612;SALG BATATA LAYS COPA 62G TACO MEXICANO;26;4;16;42;0;0
37612;SALG BATATA LAYS COPA 62G TACO MEXICANO;26;5;16;42;0;0
37614;SALG BATATA RUFFLES 33G ORIG;50;2;36;86;0;0
37614;SALG BATATA RUFFLES 33G ORIG;50;3;54;104;0;0
37614;SALG BATATA RUFFLES 33G ORIG;50;4;30;80;0;0
37614;SALG BATATA RUFFLES 33G ORIG;50;5;30;80;0;0
37615;SALG BATATA LAYS COPA 62G QJO;26;2;16;42;0;0
37615;SALG BATATA LAYS COPA 62G QJO;26;3;16;42;0;0
37615;SALG BATATA LAYS COPA 62G QJO;26;4;16;42;0;0
37615;SALG BATATA LAYS COPA 62G QJO;26;5;16;42;0;0
37616;SALG BATATA LAYS COPA 62G PICANHA;26;2;16;42;0;0
37616;SALG BATATA LAYS COPA 62G PICANHA;26;3;16;42;0;0
37616;SALG BATATA LAYS COPA 62G PICANHA;26;4;16;42;0;0
37616;SALG BATATA LAYS COPA 62G PICANHA;26;5;16;42;0;0
37624;SALG BATATA LAYS LISA 62G CLASSICA;26;2;16;42;0;0
37624;SALG BATATA LAYS LISA 62G CLASSICA;26;4;16;42;0;0
37627;SALG ELMA CHIPS PINGO DOURO 30G BACON;92;2;56;148;0;0
37627;SALG ELMA CHIPS PINGO DOURO 30G BACON;92;3;56;148;0;0
37627;SALG ELMA CHIPS PINGO DOURO 30G BACON;92;4;56;148;0;0
37627;SALG ELMA CHIPS PINGO DOURO 30G BACON;92;5;56;148;0;0
37629;SALG DORITOS 11OG DINAMITA FLAMIN HOT;27;2;17;44;0;0
37629;SALG DORITOS 11OG DINAMITA FLAMIN HOT;27;3;17;44;0;0
37629;SALG DORITOS 11OG DINAMITA FLAMIN HOT;27;4;17;44;0;0
37629;SALG DORITOS 11OG DINAMITA FLAMIN HOT;27;5;17;44;0;0
37631;SALG DORITOS DINAMITA 110G PIM MEXICANA;27;2;17;44;0;0
37631;SALG DORITOS DINAMITA 110G PIM MEXICANA;27;3;17;44;0;0
37631;SALG DORITOS DINAMITA 110G PIM MEXICANA;27;4;17;44;0;0
37631;SALG DORITOS DINAMITA 110G PIM MEXICANA;27;5;17;44;0;0
37632;SALG BATATA LAYS 62G SOUR CREAM;26;2;16;42;0;0
37632;SALG BATATA LAYS 62G SOUR CREAM;26;3;18;44;0;0
37632;SALG BATATA LAYS 62G SOUR CREAM;26;4;16;42;0;0
37632;SALG BATATA LAYS 62G SOUR CREAM;26;5;16;42;0;0
37633;SALG DORITOS 183G QJO NACHO;14;2;10;24;0;0
37633;SALG DORITOS 183G QJO NACHO;14;3;12;26;0;0
37633;SALG DORITOS 183G QJO NACHO;14;4;10;24;0;0
37633;SALG DORITOS 183G QJO NACHO;14;5;10;24;0;0
37638;SALG ELMA CHIPS LANCHINHO SORT 94G;12;2;22;34;0;0
37638;SALG ELMA CHIPS LANCHINHO SORT 94G;12;3;48;72;0;0
37638;SALG ELMA CHIPS LANCHINHO SORT 94G;12;4;8;20;0;0
37638;SALG ELMA CHIPS LANCHINHO SORT 94G;12;5;8;20;0;0
37688;DOCE JAZAM TETOP CHOC C 50;12;1;8;20;0;0
37691;CONFEITO JAZAM COLORETI MISTO 500G;12;1;8;20;0;0
37692;CONFEITO JAZAM COLORETI SORT 250G;20;1;12;32;0;0
37694;CONFEITO JAZAM COLORETI NEON 500G;12;1;8;20;0;0
37695;CONFEITO JAZAM COLORETI UNIC 300G;20;1;12;32;0;0
37696;CHOC JAZAM DUCREM GRANULETI C 18;18;1;12;30;0;0
37697;CHOC JAZAM DUCREM BALL MISTO C 18;18;1;12;30;0;0
37698;DOCE PINGO DE LEITE JAZAM MAX 440G;12;1;8;20;0;0
37699;DOCE JAZAM TETOP MORANGO C 50;12;1;8;20;0;0
37700;CHOC JAZAM DUCREM PISTACHE C 48;20;1;12;32;0;0
37721;CONFEITO MINI JAZAM BALL MISTO 500G;12;1;8;20;0;0
37724;CHOC JAZAM DUCREM C 48 ALGODAO DOCE;20;1;12;32;0;0
37729;DOCE PINGO LEITE JAZAM CAFE 500G;12;1;8;20;0;0
37730;CONFEITO JAZAM COLOR SORT TRAD 500G;12;1;8;20;0;0
37731;CHOC JAZAM DUCREM NAPOLITANO C 18;18;1;12;30;0;0
37753;BISC ISABELA TORTINHAS CROSTATA 80G FRUT VERMELHAS;1;3;77;78;0;0
37797;CEREAL MATINAL NESTLE NESCAU 170G;1;2;6;10;0;0
37797;CEREAL MATINAL NESTLE NESCAU 170G;1;3;6;10;0;0
37797;CEREAL MATINAL NESTLE NESCAU 170G;1;6;6;10;0;0
37812;SALG BATATA LAYS 62G SALT VINEGAR;26;2;16;42;0;0
37812;SALG BATATA LAYS 62G SALT VINEGAR;26;3;16;42;0;0
37812;SALG BATATA LAYS 62G SALT VINEGAR;26;4;16;42;0;0
37812;SALG BATATA LAYS 62G SALT VINEGAR;26;5;16;42;0;0
37829;PIRULITO BRUXOLITO 500G;1;3;6;10;0;0
37862;CREME LEITE TP DAUS ZERO LACTOSE;27;1;17;44;0;0
37945;CHA BARAO MISTO 15G CAMOMILA ERVA DOCE;30;1;18;48;0;0
37952;CHA BARAO 10G HORTELA;30;1;18;48;0;0
37957;CHA BARAO 13G PTO;30;4;18;48;10;70
37957;CHA BARAO 13G PTO;30;5;18;48;10;70
37959;CHA BARAO 13G ERVA DOCE;30;1;18;48;0;0
37960;CHA BARAO 15G DA NOITE;30;1;18;48;0;0
37961;CHA BARAO 13G CIDREIRA;30;1;18;48;0;0
37962;CHA BARAO 10G CAMOMILA;30;1;18;48;0;0
37962;CHA BARAO 10G CAMOMILA;30;2;18;48;0;0
37962;CHA BARAO 10G CAMOMILA;30;3;18;48;0;0
37962;CHA BARAO 10G CAMOMILA;30;4;18;48;0;0
37962;CHA BARAO 10G CAMOMILA;30;5;18;48;0;0
37962;CHA BARAO 10G CAMOMILA;30;6;18;48;0;0
37963;CHA MISTO BARAO 13G;30;1;18;48;0;0
37963;CHA MISTO BARAO 13G;30;2;18;48;0;0
37963;CHA MISTO BARAO 13G;30;3;18;48;0;0
37963;CHA MISTO BARAO 13G;30;4;18;48;0;0
37963;CHA MISTO BARAO 13G;30;5;18;48;0;0
37963;CHA MISTO BARAO 13G;30;6;18;48;0;0
37967;CHA BARAO 13G BOLDO;30;1;18;48;0;0
37998;CEREAL MAT DOMELLY DINOCRISPY CHOC;1;1;6;10;0;0
37998;CEREAL MAT DOMELLY DINOCRISPY CHOC;1;2;6;10;0;0
37998;CEREAL MAT DOMELLY DINOCRISPY CHOC;1;3;6;10;0;0
37998;CEREAL MAT DOMELLY DINOCRISPY CHOC;1;4;6;10;0;0
37998;CEREAL MAT DOMELLY DINOCRISPY CHOC;1;5;6;10;0;0
37998;CEREAL MAT DOMELLY DINOCRISPY CHOC;1;6;6;10;0;0
38001;CEREAL MAT DOMELLY DINOCRISPY A CHO;1;1;6;10;0;0
38001;CEREAL MAT DOMELLY DINOCRISPY A CHO;1;2;6;10;0;0
38001;CEREAL MAT DOMELLY DINOCRISPY A CHO;1;3;6;10;0;0
38001;CEREAL MAT DOMELLY DINOCRISPY A CHO;1;4;6;10;0;0
38001;CEREAL MAT DOMELLY DINOCRISPY A CHO;1;5;6;10;0;0
38001;CEREAL MAT DOMELLY DINOCRISPY A CHO;1;6;6;10;0;0
38002;CEREAL MAT DOMELLY DINOCRISPY ARGOL;1;1;6;10;0;0
38002;CEREAL MAT DOMELLY DINOCRISPY ARGOL;1;2;6;10;0;0
38002;CEREAL MAT DOMELLY DINOCRISPY ARGOL;1;3;6;10;0;0
38002;CEREAL MAT DOMELLY DINOCRISPY ARGOL;1;4;6;10;0;0
38002;CEREAL MAT DOMELLY DINOCRISPY ARGOL;1;5;6;10;0;0
38002;CEREAL MAT DOMELLY DINOCRISPY ARGOL;1;6;6;10;0;0
38003;CEREAL MAT DOMELLY DINOCRISPY ACUCA;1;1;6;10;0;0
38045;VH CANCAO MOSCATO SECO 750ML;1;1;6;10;0;0
38045;VH CANCAO MOSCATO SECO 750ML;1;2;6;10;0;0
38045;VH CANCAO MOSCATO SECO 750ML;1;3;6;10;0;0
38045;VH CANCAO MOSCATO SECO 750ML;1;4;6;10;0;0
38045;VH CANCAO MOSCATO SECO 750ML;1;5;6;10;0;0
38045;VH CANCAO MOSCATO SECO 750ML;1;6;6;10;0;0
38045;VH CANCAO MOSCATO SECO 750ML;1;7;6;10;0;0
38045;VH CANCAO MOSCATO SECO 750ML;1;8;6;10;0;0
38045;VH CANCAO MOSCATO SECO 750ML;1;11;6;10;0;0
38045;VH CANCAO MOSCATO SECO 750ML;1;12;6;10;0;0
38045;VH CANCAO MOSCATO SECO 750ML;1;13;6;10;0;0
38045;VH CANCAO MOSCATO SECO 750ML;1;14;6;10;0;0
38045;VH CANCAO MOSCATO SECO 750ML;1;15;84;140;0;0
38045;VH CANCAO MOSCATO SECO 750ML;1;17;6;10;0;0
38045;VH CANCAO MOSCATO SECO 750ML;1;18;6;10;0;0
38054;BOMBOM AMOR CARIOCA 900G;300;1;180;480;0;0
38140;SALG FANDANGOS CHURRASCO 35G;56;1;34;90;0;0
38157;SUCO COM TEM VD 1L UVA E MACA;6;15;56;140;0;0
38158;VH DEL GRANO GOLD ROSE BORDO 750ML SUAVE;6;15;56;140;0;0
38172;BALA STICK BRUXOLITA Q PINTA 12 3G;1;1;6;10;0;0
38172;BALA STICK BRUXOLITA Q PINTA 12 3G;1;2;6;10;0;0
38172;BALA STICK BRUXOLITA Q PINTA 12 3G;1;3;6;10;0;0
38172;BALA STICK BRUXOLITA Q PINTA 12 3G;1;4;6;10;0;0
38172;BALA STICK BRUXOLITA Q PINTA 12 3G;1;5;6;10;0;0
38172;BALA STICK BRUXOLITA Q PINTA 12 3G;1;6;6;10;0;0
38194;FARINHA TAPIOCA ROCHA COCO 400G;20;1;12;32;0;0
38195;FARINHA MANDIOCA EXTRA FIN ROCHA 1K;10;1;6;16;0;0
38268;TEMP MISTO DUCHEF CAMPERO 10G;15;1;9;24;0;0
38334;GULAO ENALDINHO SABORES 45G;1;1;6;10;0;0
38334;GULAO ENALDINHO SABORES 45G;1;2;6;10;0;0
38334;GULAO ENALDINHO SABORES 45G;1;3;6;10;0;0
38334;GULAO ENALDINHO SABORES 45G;1;4;6;10;0;0
38334;GULAO ENALDINHO SABORES 45G;1;5;6;10;0;0
38334;GULAO ENALDINHO SABORES 45G;1;6;6;10;0;0
38342;PIRULITO PRINC POP TATTOO 120G MOR;1;1;6;10;0;0
38342;PIRULITO PRINC POP TATTOO 120G MOR;1;2;6;10;0;0
38342;PIRULITO PRINC POP TATTOO 120G MOR;1;3;6;10;0;0
38342;PIRULITO PRINC POP TATTOO 120G MOR;1;4;6;10;0;0
38342;PIRULITO PRINC POP TATTOO 120G MOR;1;5;6;10;0;0
38352;CAFE SOL IGUACU SH 40G GTS 10PCTO CLASSICO;24;1;16;40;0;0
38353;CAFE SOL IGUACU GRAN CLASS VD 160G;12;1;8;20;0;0
38353;CAFE SOL IGUACU GRAN CLASS VD 160G;12;2;8;20;0;0
38353;CAFE SOL IGUACU GRAN CLASS VD 160G;12;3;8;20;0;0
38353;CAFE SOL IGUACU GRAN CLASS VD 160G;12;4;8;20;0;0
38353;CAFE SOL IGUACU GRAN CLASS VD 160G;12;5;8;20;0;0
38353;CAFE SOL IGUACU GRAN CLASS VD 160G;12;6;8;20;0;0
38435;TEMP COMPLETO S PIM 90G CAMPERO;1;1;6;10;0;0
38435;TEMP COMPLETO S PIM 90G CAMPERO;1;2;6;10;0;0
38435;TEMP COMPLETO S PIM 90G CAMPERO;1;3;6;10;0;0
38435;TEMP COMPLETO S PIM 90G CAMPERO;1;4;6;10;0;0
38435;TEMP COMPLETO S PIM 90G CAMPERO;1;5;6;10;0;0
