Codigo;Produto;Nro Pedido;Data;Embal;Loja;Depósito;Qtde Expedir
550;GATORADE ZERO 350ML FR SILVESTRES;36447;14/03/2026;12;013;36;2
577;GELADINHO MANIA;33924;09/03/2026;6;013;575;10
3620;GELATINA NEILAR 20G CEREJA;33508;07/03/2026;48;013;65;1
3624;GELATINA NEILAR 20G LIMAO;33508;07/03/2026;48;013;32;1
3626;GELATINA NEILAR 20G MORANGO;33508;07/03/2026;48;013;132;1
3627;GELATINA NEILAR 20G PESSEGO;33924;09/03/2026;48;013;93;3
2475;GOIABADA VAL 300G;33508;07/03/2026;36;013;85;1
3506;GRANOLA CERELUS 800G TRAD;34514;10/03/2026;12;013;3;1
6828;H2OH 500ML LIMONETO;36447;14/03/2026;12;013;44;3
802;KETCHUP ODERICH BD 3KG;33508;07/03/2026;6;013;2;1
2491;KETCHUP ODERICH BISNAG 200G TRAD;33508;07/03/2026;24;013;29;5
2484;KETCHUP ODERICH SH 200G;33508;07/03/2026;24;013;24;2
19559;KIT 2 DET PO TIXAN 800G AMAC CONC 500ML;36447;14/03/2026;6;013;7;1
33973;KIT MIL MILHAS LAVA AUTO B PNEU ESP;36447;14/03/2026;5;013;21;3
19791;KIT SH CD NEUTROX 300ML 200ML CLASSICO;36447;14/03/2026;12;013;12;1
19803;KIT SH CD PANTENE 300 150ML EQUILIBRIO;36447;14/03/2026;6;013;46;4
19845;L MOVEIS POLWAX 200ML LAVANDA;36447;14/03/2026;24;013;208;1
6631;LAMP ELGIN BULBO 9W 6500K 220V;33212;06/03/2026;10;013;682;3
19907;LAMP TRAM TP BULBO LED 9W 6500K;33101;06/03/2026;10;013;1027;12
33963;LAVA AUTO CONC MIL MILHAS 500ML C CERA;36447;14/03/2026;20;013;3;1
9734;LAVA AUTO VIP CAR 500ML;36447;14/03/2026;12;013;11;1
6696;LAVA ROUPA BRILHANTE 7L PERF ALTA PERFORMA;35253;12/03/2026;1;013;40;2
6704;LAVA ROUPA GIRANDO SOL 2L ACAO TTAL;35253;12/03/2026;6;013;76;2
6731;LAVA ROUPA OMO 900ML LAV PERF DOYP;36447;14/03/2026;12;013;359;2
3673;LEITE COND ELEGE TP 395G;34093;10/03/2026;24;013;53;1
3679;LEITE COND ITALAC TP 395G SEMIDESNATADO;34093;10/03/2026;27;013;323;1
20023;LEITE COND MOCA SEMIDESNATADO 340G;34093;10/03/2026;27;013;51;6
6785;LEITE LV EDGE ELEGE 1L DESNATADO;33721;09/03/2026;12;013;527;3
6780;LEITE NINHO UHT TP LEVINHO 1L SEMI DESNATADO;33721;09/03/2026;12;013;32;2
6800;LEITE UHT MOLICO TP 1L DESNAT;33721;09/03/2026;12;013;117;4
6793;LEITE UHT PET ELEGE 1L SEMI DESNATADO;33721;09/03/2026;6;013;13;1
6782;LEITE UHT TIROL 1L DESN;33721;09/03/2026;12;013;168;5
6801;LEITE UHT TP NINHO 1L INTEGRAL;33721;09/03/2026;12;013;103;3
20097;LENHA P FOGAO 10K;32223;04/03/2026;1;013;11;1
6890;LIMP M USO UAU 500ML FLORES FOLHAS;36447;14/03/2026;1;013;109;2
33678;LIMP PERF SAIF CONCENTRADO 120ML KAIAK;36447;14/03/2026;12;013;24;1
6933;LIMP UAU LV1L PG800ML LAVANDA CONFORT;36447;14/03/2026;12;013;16;1
20343;MAC INST NISSIN 85G CARNE;34827;11/03/2026;50;013;69;5
20363;MAC INST NISSIN C 6 L P GAL CAIP;34827;11/03/2026;12;013;43;10
2732;MACARRAO CUP NOODLES 72G TERIYAKI;35253;12/03/2026;24;013;7;1
2809;MACARRAO INST NISSIN ESP 500G T5;34827;11/03/2026;20;013;1;1
868;MAIONESE HELLMANNS SH 1KG;33508;07/03/2026;12;013;7;3
2767;MAIONESE HELLMANNS SH 200G;33508;07/03/2026;24;013;158;14
20391;MAIONESE LIZA CASEIRA 450G;31997;03/03/2026;12;013;118;50
2782;MAIONESE LIZA SH 400G CASEIRA;33508;07/03/2026;12;013;116;20
874;MAIONESE ODERICH SH 1KG;31997;03/03/2026;6;013;146;15
20587;MAS CASEIRA MOSMANN C OVOS N3 500G;35253;12/03/2026;20;013;2;2
20591;MAS CASEIRA MOSMANN ESPINAFRE 400G;35253;12/03/2026;6;013;1;1
20599;MAS CASEIRA MOSMANN S COLEST 500G;35253;12/03/2026;20;013;5;2
20676;MAS PENNE BOM GOSTO SEMOLA 400G;35253;12/03/2026;24;013;16;1
2843;MASSA C OVOS DOMELLY 500G RIGATONE;34827;11/03/2026;20;013;3;1
20638;MASSA C OVOS GERMANI 500G NHOQUE;34827;11/03/2026;20;013;4;3
20647;MASSA C OVOS GERMANI 500G PADRE NOSSO;34827;11/03/2026;20;013;15;5
2835;MASSA C OVOS GERMANI 500G PARAFUSO;34827;11/03/2026;20;013;68;5
2879;MASSA C OVOS ISABELA 500G ESPAGUETE;34827;11/03/2026;20;013;27;3
2889;MASSA C OVOS ISABELA 500G ESPAGUETINI;34827;11/03/2026;20;013;34;5
2914;MASSA C OVOS ISABELA 500G GRAVATINHA;34827;11/03/2026;20;013;25;3
2908;MASSA C OVOS ISABELA 500G LINGUINE;34827;11/03/2026;20;013;16;3
2905;MASSA C OVOS ISABELA 500G NIN LARGO;34827;11/03/2026;20;013;19;5
2877;MASSA C OVOS ISABELA 500G PARAFUSO;34827;11/03/2026;16;013;4;3
2859;MASSA C OVOS NORDESTE 500G ESPAGUETE;34827;11/03/2026;15;013;17;2
2867;MASSA C OVOS ORQUIDEA 500G CONCHINHA;34827;11/03/2026;20;013;5;1
2937;MASSA C OVOS ORQUIDEA 500G ESP NINH;34827;11/03/2026;10;013;24;3
2869;MASSA C OVOS ORQUIDEA 500G ESPAGUETE;34827;11/03/2026;20;013;23;3
2865;MASSA C OVOS ORQUIDEA 500G PARAFUSO;34827;11/03/2026;20;013;17;3
2871;MASSA C OVOS ORQUIDEA 500G TORTIGLIONE;34827;11/03/2026;20;013;14;1
2922;MASSA C OVOS PARATI 500G CARAMUJINHO;34827;11/03/2026;20;013;27;3
2926;MASSA C OVOS PARATI 500G PENNE;34827;11/03/2026;20;013;12;3
2924;MASSA C OVOS PARATI 500G RIGATONI;34827;11/03/2026;20;013;3;2
2818;MASSA C OVOS STA FELICIDADE 500G PARAFUSO;34827;11/03/2026;20;013;444;20
20608;MASSA GERMANI LEVIT INT 500G ESPAG;34827;11/03/2026;20;013;6;1
20632;MASSA LASANHA GERMANI 500G;34827;11/03/2026;10;013;46;3
2940;MASSA S OVOS NORDESTE 1KG ESPAGUETE;35253;12/03/2026;10;013;11;1
20665;MASSA SEMOLA GERMANI 500G PARAF;34827;11/03/2026;20;013;43;1
3542;MELHORADOR FLEISCHMANN SH 10G PAO CERTO;36716;14/03/2026;32;013;6;1
2398;MILHO VERDE ODERICH LT 200G;33508;07/03/2026;24;013;131;1
33371;MIST P BOLO APTI 380G CHOC E COCO;33508;07/03/2026;12;013;13;1
3712;MIST P BOLO APTI 400G QUATRO LEITES;34514;10/03/2026;12;013;25;4
3765;MIST P BOLO NORDESTE 400G COCO;33508;07/03/2026;12;013;1;1
3781;MIST P BOLO ORQUIDEA 350G BAUNILHA;33508;07/03/2026;12;013;11;1
2600;MOLHO TOM POMAROLA SH 300G CASEIRO MANJER;33508;07/03/2026;24;013;26;1
2609;MOLHO TOMATE ODERICH SH 1 010G PIZZA;33508;07/03/2026;12;013;2;1
982;MOSTARDA MOSTARDOG BD 3KG;33508;07/03/2026;6;013;6;2
984;MOSTARDA ODERICH BD 3KG;33508;07/03/2026;6;013;7;2
21306;ODORIZ AMAZONIA AROM 270ML SEMENTE;31690;03/03/2026;1;013;16;2
21356;ODORIZ TECIDO AMAZON 500ML BAMBU;36447;14/03/2026;12;013;2;1
21379;OLEO IPIRANGA F1 MASTER PERF 15W40 1L;36447;14/03/2026;24;013;37;1
972;OLEO OLIVIA COMPOSTO TRAD PT 500ML;33508;07/03/2026;20;013;1;1
21471;PA LIXO PLUGGY;33171;06/03/2026;12;013;29;1
7348;PAPEL ALUMINIO ROYAL PACK 45CMX7 5M;36262;13/03/2026;25;013;8;1
21682;PAPEL HIG BIANCO NEUTRO FLA SMP 60M 12UN;31690;03/03/2026;8;013;80;1
21659;PAPEL HIG DOBLE COMP FD 16UN C 30M;36447;14/03/2026;4;013;26;4
21666;PAPEL HIG DOBLE SOFTCAR FD 12UN 30M;36447;14/03/2026;8;013;3;1
21665;PAPEL HIG DOBLE SOFTCAR FD 40UN 20M;36447;14/03/2026;3;013;184;2
7356;PAPEL HIG DUETTO 4 UN DE 30M PERFUMADO;35253;12/03/2026;16;013;47;2
7354;PAPEL HIG DUETTO FD 12 UN DE 30M NEUTRO;36447;14/03/2026;6;013;105;4
21674;PAPEL HIG FOFOLETTE FS 30M C 12;36447;14/03/2026;6;013;66;6
21679;PAPEL HIG MAXPEL PREMIUM FS 60M L12P11;35253;12/03/2026;6;013;116;2
7358;PAPEL HIG MILI NEUTRO FHA DPL 30M 12UN;36447;14/03/2026;8;013;85;4
21685;PAPEL HIG MILI NEUTRO FLA SPL 100M 12UN;36447;14/03/2026;6;013;79;1
21689;PAPEL HIG MILI PRIME FLA TPL 20M 12UN;36447;14/03/2026;8;013;45;1
21691;PAPEL HIG NATUPEL FD 20M C 12;36447;14/03/2026;6;013;363;8
21693;PAPEL HIG NATUPEL PREM FS 60M C 4;35253;12/03/2026;16;013;150;3
21695;PAPEL HIG NESS FD 30M;35253;12/03/2026;8;013;17;1
7361;PAPEL HIG NEVE NEUTRO 12X20M TOQUE DE SEDA;36447;14/03/2026;5;013;29;3
33968;PAPEL HIG SIRIUS PREMIER FD 20M C12;31609;02/03/2026;4;013;270;20
33949;PAPEL HIG SIRIUS PREMIER FD 30M C32;36447;14/03/2026;2;013;365;33
21698;PAPEL HIG STYLUS FD 24 UN DE 20M NEUTRO;36447;14/03/2026;4;013;46;12
21701;PAPEL HIG SULINO NEUTRO FS FD 12UN DE 60M;36447;14/03/2026;8;013;7;1
21700;PAPEL HIG SULINO NEUTRO FS FD C 4UN DE 30M;31690;03/03/2026;16;013;7;1
7376;PAPEL TOALHA MAXIM STYLUS 2RL 50UN;36447;14/03/2026;12;013;15;1
9974;PAPEL TOALHA MILI 2UN;35253;12/03/2026;12;013;96;1
35992;PAPEL TOALHA SIRIUS CHEF 02UN;31609;02/03/2026;12;013;535;20
2429;PEPINO CONSERVA NUTRIOURO VD 300G;31997;03/03/2026;15;013;487;10
1713;PIPOCA DOCE KEVYTOS 50G;33508;07/03/2026;10;013;187;7
3819;PO P PUDIM NEILAR 30G CARAMELO;33508;07/03/2026;48;013;17;1
2643;POLPA POMODORO CICA TP 520G;33508;07/03/2026;12;013;23;1
7536;PRENDEDOR ROUPA GABOARDI 12UN PL;36447;14/03/2026;50;013;18;1
7558;PROT DIARIO MILI 15UN SUAVE S ABAS;36447;14/03/2026;24;013;20;1
22632;QJO RAL KIFORMAGGIO TRAD 250G;35253;12/03/2026;20;013;1;1
22633;QJO RAL KIFORMAGGIO TRAD 40G;35253;12/03/2026;75;013;32;2
22687;RAC CANISTER ALMONDEGA 7K;36447;14/03/2026;1;013;120;12
32041;RAC CANISTER ORIGINAL RPM 7K;36447;14/03/2026;1;013;172;12
22700;RAC DODOG ESPECIAL 7K;36447;14/03/2026;1;013;64;13
22703;RAC DODOG ORIG ALL DAY 5K;36447;14/03/2026;1;013;113;15
22706;RAC DODOPOWER MIX 5KG;36447;14/03/2026;1;013;37;12
22707;RAC DODOPREM P RACAS 10 1K;33508;07/03/2026;1;013;84;3
22743;RAC SNOW DOG CORD PQ PORT 5K;31690;03/03/2026;1;013;405;1
22746;RAC SNOW DOPEIXE 5K;36447;14/03/2026;1;013;23;12
4006;RACAO CAO PEDDY 5KG CARNE;33508;07/03/2026;1;013;685;75
22805;REFIL CADEIRA PRAIA;36262;13/03/2026;50;013;2;1
715;REFRE FRUKITO PET 200ML UVA;36447;14/03/2026;12;013;51;1
373;REFRE FRUKITO PET 500ML FRUTAS CITRICAS;36447;14/03/2026;12;013;15;1
33870;REFRE HAPPY TP 200ML MORANGO;33924;09/03/2026;24;013;25;2
887;REFRIG ANTARCTICA GUARANA LT 350ML;36447;14/03/2026;12;013;299;2
784;REFRIG ANTARCTICA GUARANA PET 2L;34093;10/03/2026;8;013;255;7
786;REFRIG ANTARCTICA GUARANA PET 2L ZERO;36447;14/03/2026;8;013;394;3
844;REFRIG ANTARCTICA PET 600ML GUARANA;36447;14/03/2026;12;013;198;4
769;REFRIG FRUKI GUARANA PET 200ML GUARANA;36447;14/03/2026;12;013;303;6
817;REFRIG FRUKI GUARANA ZR PET 2L GUARANA ZERO;35253;12/03/2026;6;013;82;13
815;REFRIG FRUKI PET 2 L GUARANA;36447;14/03/2026;6;013;786;20
768;REFRIG FRUKI PET 200 ML GUARANA ZERO;36447;14/03/2026;12;013;173;1
821;REFRIG FRUKI PET 2L LIMAO;36447;14/03/2026;6;013;123;2
33266;REFRIG FRUKI PET 3 L LARANJA;36447;14/03/2026;4;013;375;3
855;REFRIG FRUKI PET 600ML GUARANA;36447;14/03/2026;12;013;101;1
776;REFRIG PEPSI COLA PET 200ML BLACK;36447;14/03/2026;12;013;343;3
825;REFRIG PEPSI PET 2L;35253;12/03/2026;8;013;523;3
840;REFRIG PEPSI PET 3L;36447;14/03/2026;4;013;396;17
827;REFRIG PEPSI TWIST PET 2L;36447;14/03/2026;8;013;218;1
813;REFRIGC COLA FRUKI PET 2 L COLA;36447;14/03/2026;6;013;68;1
7726;SAB CLOY HIDR 80G MILK CARE;36447;14/03/2026;72;013;7;1
10144;SAB FARNESE 180G AVEIA ESFOL;36447;14/03/2026;36;013;65;1
10145;SAB FARNESE 180G ERV DOCE VERB;36447;14/03/2026;36;013;72;1
10147;SAB FARNESE 180G LAVANDA MENTA;36447;14/03/2026;36;013;57;1
10148;SAB FARNESE 180G PITAYA FRAMB;36447;14/03/2026;36;013;29;1
23002;SAB FONTANA SENSUS 150G LIMA-LIMAO ORIEN;36447;14/03/2026;72;013;22;2
23027;SAB LIQ BEM ESTAR RF 300ML CEREJA;36447;14/03/2026;12;013;3;1
33649;SAB LIQ MADE IN BRAZIL 1L CEREJA;34093;10/03/2026;12;013;49;1
34979;SAB MARAN SUAVE 80G AMENDOAS;36447;14/03/2026;100;013;69;2
34977;SAB MARAN SUAVE 80G PESSEGO;36447;14/03/2026;100;013;79;2
34978;SAB MARAN SUAVE 80G ROSAS;36447;14/03/2026;100;013;54;2
23114;SAB PALMOLIVE 85G TANGERINA ALEC;36447;14/03/2026;108;013;19;1
23118;SAB PALMOLIVE NATURALS 85G TURMALINA;36447;14/03/2026;108;013;32;1
10203;SABAO BARRA GIRANDO SOL GILCER 200G;36447;14/03/2026;50;013;15;2
7797;SABAO BARRA YPE 800G COCO TOQUE AV;36447;14/03/2026;12;013;15;1
7799;SABAO BARRA YPE 900G GLIC FRESH;36447;14/03/2026;12;013;17;3
23140;SABAO GIRANDO SOL COCO 100G BAB;36447;14/03/2026;50;013;5;1
23141;SABAO GIRANDO SOL GLIC 180G FRESH;36447;14/03/2026;50;013;17;2
7825;SABAO PO GIRANDO SOL 400G AZUL;35253;12/03/2026;30;013;13;2
7827;SABAO PO GIRANDO SOL 4KG ROSA;35253;12/03/2026;5;013;29;2
7832;SABAO PO GIRANDO SOL 800G HIPOALERGENICO;35253;12/03/2026;25;013;7;1
23158;SABAO ZAVASKI COCO 200G;36447;14/03/2026;50;013;12;1
7948;SABON PALMOLIVE NATURALS 150G OLEO ARGAN;36447;14/03/2026;72;013;27;1
7933;SABONETE NIVEA 85G ERVA DOCE/OLEOS;36447;14/03/2026;96;013;7;1
7970;SABONETE PROTEX 85G COMPLETE;36447;14/03/2026;72;013;10;1
3180;SALG ALFITOS 35G BACON;33508;07/03/2026;30;013;113;1
3250;SALG ALFITOS 35G CEBOLA;33508;07/03/2026;1;013;1605;30
3282;SALG ALFITOS 35G PIZZA;33508;07/03/2026;30;013;31;2
3153;SALG KEVYTOS 80G BACONYTOS;33508;07/03/2026;10;013;39;2
3283;SALG KEVYTOS SHOW 38G PIZZA;33508;07/03/2026;20;013;41;1
3287;SALG KEVYTOS SHOW 38G PRESUNTO;33508;07/03/2026;20;013;68;1
3295;SALG KEVYTOS SHOW 38G QUEIJO;33508;07/03/2026;20;013;23;1
23370;SALG KRUKS 35G BACON;33508;07/03/2026;10;013;42;1
23371;SALG KRUKS 35G CHURRASCO;33508;07/03/2026;10;013;45;3
23372;SALG KRUKS 35G PRESUNTO;33508;07/03/2026;10;013;11;3
3252;SALG OBBA 100G CEBOLA E SALSA;33508;07/03/2026;10;013;69;1
3271;SALG OBBA 100G CHURRASCO;33508;07/03/2026;10;013;151;1
3298;SALG OBBA 100G REQUEIJAO;33508;07/03/2026;10;013;59;1
3307;SALG SNACK CHEEZ IT 65G PARMESAO;33508;07/03/2026;20;013;9;1
2448;SARDINHA NAUTIQUE 125G OLEO;34333;10/03/2026;50;013;130;5
24097;SC LIXO PRO LIXO ROLAO 150L C 10;36447;14/03/2026;12;013;8;1
24138;SC PANOSUL ALVEJADO 48X63CM R 14;36447;14/03/2026;1;013;19;1
24388;SILICONE DESTAQUE AERO 400ML AREA51;36447;14/03/2026;1;013;41;1
8445;SILICONE GEL JIMO 200G BISNAGA LAVANDA;36447;14/03/2026;12;013;13;1
584;SUCO COM TEM TP 1L UVA;36447;14/03/2026;12;013;5;1
24824;TINTURA BELAECOR 147G 6 0 LOURO ESCU;31690;03/03/2026;6;013;4;1
24825;TINTURA BELAECOR 147G 6.7 CHOC;36447;14/03/2026;6;013;2;1
32909;TINTURA IMEDIA 5 3 CAST CL DO;36447;14/03/2026;12;013;1;1
24927;TOAL BAN NANCY CORTTEX 65CMX1 35M CR;36262;13/03/2026;1;013;4;4
24940;TOAL BANH VERONA CORTTEX 65CMX1 35M BG;36262;13/03/2026;1;013;2;1
24984;TOAL SOCIAL PANOSUL 23X38CM;36447;14/03/2026;24;013;2;1
24994;TOAL UMED HUPPY L100P80;35253;12/03/2026;12;013;321;1
8666;TOALHA PISO ATLANTICA BASIC ROSA ROMA;36262;13/03/2026;1;013;90;12
1636;TORRADA VISCONTI 120G TRAD;33508;07/03/2026;32;013;15;1
25114;VAS TROPICAL M USO;33171;06/03/2026;12;013;36;1
25105;VASSOURA DONA DA CASA C CABO;33171;06/03/2026;1;013;827;21
25106;VASSOURA JARDINEIRA S CABO;33171;06/03/2026;1;013;255;22
25410;VELA SANDERO T 7 DIAS VERM;36447;14/03/2026;12;013;10;2
25412;VELA SENDERO N7 SAG CORAC M;36447;14/03/2026;12;013;7;1
3769;VINAGRE ALCOOL KOLLER 500ML;35253;12/03/2026;12;013;3;1
33170;WAFER ORQUIDEA 100G CHOC BCO;33508;07/03/2026;50;013;11;1
1663;WAFER PARATI MEGA 105G CHOC;33508;07/03/2026;30;013;25;1
1650;WAFER PARATI MINUETO 81G CHOC;33508;07/03/2026;36;013;232;1
1654;WAFER PARATI MINUETO 81G CHOC AVELA;33508;07/03/2026;36;013;71;1
1653;WAFER PARATI MINUETO 81G LIMAO;33508;07/03/2026;36;013;143;1
1655;WAFER PARATI MINUETO 81G MORANGO;33508;07/03/2026;36;013;251;1
1660;WAFFER ISABELA 100G LIMAO;33508;07/03/2026;40;013;5;1
1659;WAFFER ISABELA 100G MORANGO;33508;07/03/2026;40;013;61;2
48;AGUA MIN FLORESTA 500ML C GAS;15324;10/02/2026;12;014;461;336
2928;ACHOC LIQ ELEGE 1L BOB ESPONJA;35810;13/03/2026;12;014;32;1
2909;ACHOC LIQ SHOWKINHO 200ML;36642;14/03/2026;27;014;223;40
746;ACUCAR CRISTAL GASPARIN 1KG;36642;14/03/2026;10;014;270;30
12233;ACUCAR DEMERARA GASPARIN 1K;33785;09/03/2026;10;014;11;1
33972;ADITIVO RADIADOR MIL MILHAS 1L RS;35810;13/03/2026;12;014;12;1
53;AGUA MIN SARANDI 5L S GAS;33739;09/03/2026;4;014;418;28
8806;AGUA SANIT GIRANDO SOL 2L;35810;13/03/2026;6;014;216;1
12290;AGUA SANIT IMPERIAL 2L;35810;13/03/2026;6;014;193;6
3951;AGUA SANIT Q BOA 2L;35810;13/03/2026;6;014;121;1
3952;AGUA SANIT Q BOA 5L;35810;13/03/2026;3;014;185;2
3953;AGUA SANIT YPE 1L;35810;13/03/2026;12;014;308;1
82;AGUA TONICA ANTARTICA PET 1L;33739;09/03/2026;6;014;14;1
385;AGUARDENTE 51 965ML;33739;09/03/2026;12;014;12;1
374;AGUARDENTE VELHO BARREIRO 910ML LIMAO;33739;09/03/2026;6;014;12;1
3967;ALCOOL GEL DA ILHA 480G;35810;13/03/2026;12;014;20;2
3977;ALIM CAO ALP 1KG AD CAR FG CER VEG;35810;13/03/2026;10;014;1;1
4039;ALIM GATO BIFFE CAT 1KG ESPECIAL;35934;13/03/2026;8;014;43;5
4045;ALIM GATO FRISKIES 85G CARNE AO MOLHO;35810;13/03/2026;15;014;3;3
4046;ALIM GATO FRISKIES 85G CORDEIR AO MOLH;35810;13/03/2026;15;014;2;1
4052;ALIM GATO FRISKIES 85G PERU AO MOLHO;35810;13/03/2026;15;014;11;2
4053;ALIM GATO FRISKIES 85G SALMAO AO MOLHO;35810;13/03/2026;15;014;39;1
33286;AMAC APYCE 5L TRAD AZL;33926;09/03/2026;2;014;531;4
442;APERITIVO APEROL 750ML;33739;09/03/2026;1;014;35;6
4276;AREIA HIG PIPICAT 4KG P/GATOS;35810;13/03/2026;6;014;138;3
4281;AROMAT CENTRALSUL GEL 60G MARINE;35810;13/03/2026;12;014;7;1
2100;ARROZ BCO SANO OURO TP1 2KG;33785;09/03/2026;15;014;40;2
2096;ARROZ BCO SANO TP1 2KG;33785;09/03/2026;15;014;111;1
2327;ATUM SOLIDO NAUTIQUE 170G NATURAL;31339;02/03/2026;24;014;28;3
948;AZEITE OLIV COCINERO EXT VIRG 250ML;31339;02/03/2026;12;014;192;2
1044;BALA DORI PESC GIRAFA 30G YOGURTE;33785;09/03/2026;60;014;9;2
1812;BALA GOMA DORI GIRAFA 30G FRAMBOESA;33739;09/03/2026;60;014;2;1
1196;BALA TOFFANO CAFE GOLD 500G;33739;09/03/2026;22;014;4;1
1013;BATATA PALHA YOKI TRAD 70G;33739;09/03/2026;24;014;238;1
13209;BEB NESTLE NESCAU 270ML EX CACAU;32267;04/03/2026;24;014;9;1
3568;BEBIDA 3 CORACOES POWER WHEY 250ML COOKIE;33234;06/03/2026;12;014;20;3
3581;BEBIDA PARMALAT WHEY 250ML ABACATE;33739;09/03/2026;18;014;7;1
3586;BEBIDA PARMALAT WHEY 250ML CAPPUCCINO;31187;02/03/2026;18;014;14;1
1016;BISC AGUA E SAL GERMANI 345G;33739;09/03/2026;20;014;211;1
1022;BISC AGUA E SAL ORQUIDEA 320G;33785;09/03/2026;22;014;52;2
13277;BISC AGUA SAL ORQUIDEA 665GR;33785;09/03/2026;12;014;187;3
1291;BISC DOCE DOMELLY GLACEADO 280G BCO;33785;09/03/2026;20;014;5;1
1231;BISC DOCE GERMANI BROA MILHO 300G;33785;09/03/2026;20;014;22;1
1257;BISC DOCE PARATI ROSCA 250G LEITE;33739;09/03/2026;16;014;32;1
1394;BISC ORQUIDEA 320G INTEG;33739;09/03/2026;22;014;19;1
1528;BISC RECH ISABELA MOUSSE 130G CHOC AO LEITE;33739;09/03/2026;50;014;22;1
1497;BISC RECH TRAKINAS 126G CHOC;33739;09/03/2026;54;014;78;1
1616;BISC SALG CLUB SOCIAL 288G ORIGINAL;33739;09/03/2026;20;014;64;1
1618;BISC SORT DOMELLY 330G;33785;09/03/2026;20;014;9;2
13522;BLO SANITARIO HIGISOL LAVANDA;35810;13/03/2026;12;014;6;1
4466;BLOCO SANIT HIGISOL 35G ACOP FLORAL;31187;02/03/2026;12;014;3;1
1630;BOLO BAUDUCCO 40G BAUN MORANGO;33739;09/03/2026;144;014;5;1
3876;BOMBOM AMOR CARIOCA 200G DUO;33785;09/03/2026;30;014;47;2
13712;BOMBOM NESTLE ESPECIALIDADES 251G;33870;09/03/2026;1;014;1500;900
2067;CAFE SOL NESCAFE GOLD LT 100G SUAVE;31339;02/03/2026;12;014;10;2
2023;CAFE VACUO STARBUCKS 250G PIKE PLACE;31339;02/03/2026;12;014;2;1
33292;CAPSULA TRES CORACOES C10 NAPOLITANO;31339;02/03/2026;8;014;3;1
4580;CERA LIQ BRILHO FACIL 750ML INCOLOR;35810;13/03/2026;12;014;4;1
15732;CERA LIQ GIRANDO SOL 750ML INCOLOR;35810;13/03/2026;12;014;14;1
3028;CEREAL MAT NESTLE SH 120G NESCAU;33739;09/03/2026;20;014;2;1
149;CERV BELLAVISTA LT 473ML LAGER;33739;09/03/2026;12;014;216;2
154;CERV BRAHMA DUPLO MALTE LT 473ML;33785;09/03/2026;12;014;97;10
33511;CERVEJA BRUTAL FRUIT 275ML LONG NECK;33739;09/03/2026;12;014;28;2
158;CERVEJA BUDWEISER LT 350ML ZERO STEEK;33739;09/03/2026;8;014;18;3
246;CERVEJA CORONA LN 330ML EXTRA;33739;09/03/2026;24;014;52;2
244;CERVEJA CORONA LN 330ML ZERO;33739;09/03/2026;24;014;71;3
177;CERVEJA ITAIPAVA LT 473ML;33739;09/03/2026;12;014;650;10
282;CERVEJA MICHELOB LN 330ML ULTRA;33739;09/03/2026;24;014;12;3
295;CERVEJA STELLA ARTOIS LN 330ML PURE GOLD;33739;09/03/2026;24;014;14;4
142;CERVEJA STELLA ONE W 600ML;33739;09/03/2026;12;014;22;1
1280;CHOC BARRA GAROTO 80G AO LEITE;33337;06/03/2026;16;014;242;20
15961;CHOC BARRA GAROTO 80G CRUNCH;33337;06/03/2026;16;014;50;5
1276;CHOC BARRA GAROTO 80G MEIO AMARGO;33337;06/03/2026;16;014;41;10
1272;CHOC BARRA GAROTO CHOC BCO 80G;33739;09/03/2026;16;014;73;1
1294;CHOC BARRA NESTLE 80G AO LEITE;33337;06/03/2026;64;014;87;20
1295;CHOC BARRA NESTLE 80G DIPLOMATA;33337;06/03/2026;64;014;79;3
1296;CHOC BARRA NESTLE 80G GALAK GALAK;33337;06/03/2026;16;014;640;20
1292;CHOC BARRA NESTLE 80G MEIO AMARGO;33337;06/03/2026;64;014;15;5
1289;CHOC BARRA NESTLE 80G PRESTIGIO;33337;06/03/2026;64;014;44;5
1286;CHOC BARRA NESTLE 80G SUFLAIR;33337;06/03/2026;64;014;40;3
36101;CHOC BARRA NESTLE ALPINO 80G AO LEITE;33337;06/03/2026;16;014;538;5
1298;CHOC BARRA NESTLE SUFLAIR DUO 80G;33337;06/03/2026;64;014;44;5
1247;CHOC BARRA NEUGEBAUER 80G AO LEITE;33739;09/03/2026;64;014;17;1
1242;CHOC BARRA NEUGEBAUER 80G BCO;33739;09/03/2026;64;014;50;1
1238;CHOC BARRA NEUGEBAUER 80G MEIO AMARGO;33739;09/03/2026;64;014;61;1
1680;CONFEITO BIBS MOR 40G;33785;09/03/2026;72;014;10;2
5175;CORDA VARAL BALDIN EXTRA FORTE 10MT;35810;13/03/2026;12;014;11;1
16844;CR DEN COLGATE T ACAO XTRA 120G WHITE;31187;02/03/2026;12;014;283;6
16936;CR TRAT HEDERA 960G LISS PERFEITO;31187;02/03/2026;6;014;53;1
34593;DES SANIT PATO C6 PASTILHA ADES;35810;13/03/2026;24;014;7;1
17156;DESINF APYCE 2L JASMIM;35810;13/03/2026;6;014;56;1
17157;DESINF APYCE 2L LAVANDA;35810;13/03/2026;6;014;130;4
17158;DESINF APYCE 2L PINHO;35810;13/03/2026;6;014;56;3
9279;DESINF AQUAFAST 1L CAMPOS LAVANDA;35810;13/03/2026;12;014;20;1
17163;DESINF AQUAFAST 2L MARINE;35810;13/03/2026;6;014;63;2
