CODIGO_PRODUTO;EAN;DESCRICAO_PRODUTO;CODIGO_EMPRESA;EMBALAGEM_VENDA;COMPRADOR;PRECO_NORMAL;PRECO_PROMOCIONAL;PRECO_PRATICADO_DIA
22931;7898955617403;REQUEIJAO POCOS CALDAS LIGHT 200G;13;1;2 - SANDRO;11,49;0;11,49
22932;7898955617397;REQUEIJAO POCOS CALDAS TRAD 200G;13;1;2 - SANDRO;11,49;0;11,49
22936;7896294900743;REQ TIROL ZERO LACT 180G;13;1;2 - SANDRO;10,49;0;10,49
24193;7896419713487;SELETA LEGUMES LAR 300G;13;1;2 - SANDRO;7,99;0;7,99
24411;7897903111406;SOBR BIOLAT 180G CHOC;13;1;2 - SANDRO;5,99;0;5,99
24412;7897903111413;SOBR BIOLAT 180G CHOC BCO;13;1;2 - SANDRO;5,99;0;5,99
24413;7896691104393;SOBR CAROLINA 180G CHOC;13;1;2 - SANDRO;5,59;0;5,59
24414;7896691104386;SOBR CAROLINA 180G CHOC BCO;13;1;2 - SANDRO;5,59;0;5,59
24415;7896504309069;SOBR STA CLARA 200G CHOC;13;1;2 - SANDRO;6,59;0;6,59
24416;7896504309076;SOBR STA CLARA 200G CHOC BCO;13;1;2 - SANDRO;5,89;0;5,89
24417;7896504309083;SOBR STA CLARA 200G D LEITE;13;1;2 - SANDRO;6,59;0;6,59
24455;7898235280143;SORVETE MORS 1L CHOC PTO BCO;13;1;2 - SANDRO;19,59;0;19,59
24456;7898235280389;SORVETE MORS 1L CREME;13;1;2 - SANDRO;19,59;0;19,59
24458;7898235280112;SORVETE MORS 1L FLOCOS;13;1;2 - SANDRO;19,59;0;19,59
24463;7898235280273;SORVETE MORS 2L ABACAXI FRANCE;13;1;2 - SANDRO;32,69;0;32,69
24465;7898235280242;SORVETE MORS 2L BRIGADEIRO;13;1;2 - SANDRO;32,69;0;32,69
24471;7898012383463;SORV TRIVIALY 2L ACAI GUARANA;13;1;2 - SANDRO;68,99;0;68,99
24472;7898012381216;SORV YUGY 2L CARIOCA MOR;13;1;2 - SANDRO;25,99;0;25,99
24473;7898012381209;SORV YUGY 2L CARIOCA;13;1;2 - SANDRO;25,99;0;25,99
24474;7898012381193;SORV YUGY 2L NEGA MALUCA;13;1;2 - SANDRO;25,99;0;25,99
24475;7898012382725;SORV YUGY 2L NAPOLITANO;13;1;2 - SANDRO;25,99;0;25,99
24908;7896419725343;TIRINHAS FGO LAR 700G;13;1;2 - SANDRO;17,99;0;17,99
25640;7891164007171;APRESUNTADO AURORA FAT 180G;13;1;2 - SANDRO;9,99;0;9,99
25643;7891515435134;APRESUNTADO PERDIGAO FAT 200G;13;1;2 - SANDRO;8,39;0;8,39
26154;7898190300085;BOLINHO AIPIM HENICKA 300G;13;1;2 - SANDRO;6,69;0;6,69
29542;0040141504678;CARVAO VEG CHURRASCO NA BRASA 3KG;13;1;2 - SANDRO;17,45;0;17,45
29755;7896294902679;COBER VEGETAL TIROL 1 01K;13;1;2 - SANDRO;14,99;0;14,99
30150;2018200000001;COXINHA ASA FGO CONG KG;13;1;2 - SANDRO;13,39;0;13,39
30922;7896419725480;FILE FGO LAR MILANESA 700G;13;1;2 - SANDRO;31,49;0;31,49
30926;;FILE PEITO FGO CONG KG;13;1;2 - SANDRO;15,99;13,99;13,99
31395;7896716301271;LING CALAB PAMPLONA DEF 400G;13;1;2 - SANDRO;14,95;0;14,95
31396;2250300000004;LING CALAB PERDIGAO CURTA KG FAT;13;1;2 - SANDRO;51,39;0;51,39
31397;2224300000005;LING CALAB SADIA CURADA KG BDJ;13;1;2 - SANDRO;30,89;0;30,89
31534;7896529610676;MASSA FOLHADA QUAD DITALIA 300G;13;1;2 - SANDRO;14,79;0;14,79
31535;7896529610690;MASSA FOLHADA ROLO DITALIA 300G;13;1;2 - SANDRO;14,79;0;14,79
31551;7899761701614;MEIO ASA FGO MAIS FGO 1K;13;1;2 - SANDRO;29,79;0;29,79
31660;2508400000005;MORTAD SADIA MSD KG EMB;13;1;2 - SANDRO;17,54;0;17,54
31661;2508300000006;MORTAD SADIA MSD KG FAT;13;1;2 - SANDRO;17,54;0;17,54
31776;;PANCETA SUINO PAMPLONA TEMP KG;13;1;2 - SANDRO;39,99;0;39,99
31802;7896002312578;PAO PULLMAN ARTESANO BRIOCHE 500G;13;1;2 - SANDRO;17,99;17,99;17,99
31857;7896610908064;PEITO FGO EXCELSIOR DEF 180G;13;1;2 - SANDRO;10,5;0;10,5
31858;7891515547974;PEITO FGO SADIA TEMP COZ DESF CONG 400G;13;1;2 - SANDRO;25,99;0;25,99
31859;;PEITO PERDIGAO CHESTER DEF KG FAT;13;1;2 - SANDRO;62,89;0;62,89
32013;7898955617526;QJO MUSS PRESIDENT FAT 150G;13;1;2 - SANDRO;9,99;0;9,99
32015;;QJO STA CLARA MUSSARELA KG;13;1;2 - SANDRO;54,39;0;54,39
32024;2026400000004;QJO STA CLARA GOUDA KG;13;1;2 - SANDRO;138,99;0;138,99
32029;7896504301025;QJO STA CLARA PRATO LANCHE 150G;13;1;2 - SANDRO;10,99;0;10,99
32030;2115600000003;QJO STA CLARA SANSOE KG CORT;13;1;2 - SANDRO;117,99;0;117,99
32031;7891515592080;QJO SADIA PRATO FAT 150G;13;1;2 - SANDRO;11,79;0;11,79
32058;7896529610591;RAVIOLI DITALIA CARNE 300G;13;1;2 - SANDRO;12,99;0;12,99
32137;7891097104794;REQ BATAVO PENSE ZERO 400G;13;1;2 - SANDRO;22,49;0;22,49
32244;;SALAME ITAL NOBREZA KG;13;1;2 - SANDRO;75,85;0;75,85
32251;2014300000002;SALAMINHO PAMPLONA KG INT;13;1;2 - SANDRO;108,29;0;108,29
32295;7896610900426;SALSICHA EXCELSIOR DEF PANCHO 450G;13;1;2 - SANDRO;15,75;0;15,75
32299;;SALSICHA MAIS FRANGO LONGA KG;13;1;2 - SANDRO;10,59;0;10,59
32702;7893000081598;SOBRECOXA FGO SADIA ASSA FACIL CONG 800G;13;1;2 - SANDRO;16,49;0;16,49
32703;7891515563240;SOBRECOXA FGO SADIA BDJ 1KG;13;1;2 - SANDRO;14,99;0;14,99
32705;7896716301233;SOBREPALETA PAMPLONA TEMP KG;13;1;2 - SANDRO;36,49;0;36,49
32980;7896419714064;TIRINHAS FGO LAR 1 5KG;13;1;2 - SANDRO;24,99;0;24,99
33273;7894904297054;BARRIGA SUINA APERIT REZENDE 800G;13;1;2 - SANDRO;17,99;0;17,99
33512;7896002311823;BOLO NUTRELLA ANA MARIA 70G MOR;13;1;2 - SANDRO;4,99;0;4,99
33514;7891515606329;MAC N CHEESE SADIA CONG 300G TRAD;13;1;2 - SANDRO;10,69;0;10,69
33610;7896002311830;BOLO NUTRELLA ANA MARIA 70G TRIPLO CHOC;13;1;2 - SANDRO;4,99;0;4,99
33611;7898330160067;PAO TCHE ATELIE ZERO 500G;13;1;2 - SANDRO;12,99;12,99;12,99
33612;7898330160319;PAO TCHE PAO SAND 400G S CASCA;13;1;2 - SANDRO;17,35;17,35;17,35
33672;7896002311847;BOLO NUTRELLA ANA MARIA 70G BANOFFE;13;1;2 - SANDRO;4,99;0;4,99
33777;;INATIVAR IOG BATAVO 120G MOR C CEREAIS;13;1;2 - SANDRO;0;0;0
33833;7896294902402;LEITE UHT TIROL 1L BIO CICLOS;13;1;2 - SANDRO;8,89;0;8,89
33919;7891515605704;MAC CHEESE SADIA CONG 300G CALABRESA;13;1;2 - SANDRO;10,69;0;10,69
34069;7896504310201;REQUEIJAO STA CLARA 400G LIGHT;13;1;2 - SANDRO;18,99;0;18,99
34437;;BACON MILAN KG RETALHO;13;1;2 - SANDRO;32,9;0;32,9
34452;2044100000001;LING CALAB KG RETALHO;13;1;2 - SANDRO;22,49;0;22,49
34455;2565500000007;LING CALAB STA CLARA KG EMB;13;1;2 - SANDRO;13,39;0;13,39
34456;2068400000004;MORTAD CARRER S GORD KG EMB;13;1;2 - SANDRO;6,19;0;6,19
34457;2068300000005;MORTAD CARRER S GORD KG FAT;13;1;2 - SANDRO;6,19;0;6,19
34458;2068600000002;MORTAD CARRER S GORD KG PED;13;1;2 - SANDRO;6,19;0;6,19
34459;;MORTAD EXCELSIOR C TOUC KG RETALHO;13;1;2 - SANDRO;9,99;0;9,99
34466;2155300000002;MORTAD PENA BRANCA FGO KG FAT;13;1;2 - SANDRO;4,82;0;4,82
34467;2506200000003;MORTAD PENA BRANCA FGO KG CORT;13;1;2 - SANDRO;4,82;0;4,82
34472;2482200000000;MORTADELA MAIS FGO 2 5KG;13;1;2 - SANDRO;12,49;0;12,49
34473;2462100000003;MORTAD TCHE C GORD KG FAT;13;1;2 - SANDRO;9,99;0;9,99
34474;2467300000006;MORTAD TCHE S GORD KG FAT;13;1;2 - SANDRO;5,99;0;5,99
34475;;PEITO FGO EXCELSIOR DEF KG RETALHO;13;1;2 - SANDRO;46,99;0;46,99
34478;;QJO STA CLARA COBOCO MEIA FORMA KG CORT;13;1;2 - SANDRO;51,99;0;51,99
34479;2157700000002;QJO STA CLARA COLONIAL KG CORT;13;1;2 - SANDRO;98,99;0;98,99
34481;;QJO STA CLARA PORCO KG RETALHO;13;1;2 - SANDRO;26,89;0;26,89
34513;7891515641559;ALMONDEGA MONTANA PERDIGAO 500G;13;1;2 - SANDRO;25,39;0;25,39
34514;7891515625535;ARROZ C FGO PERDIGAO MOLHO BCO 300G;13;1;2 - SANDRO;14,99;0;14,99
34515;7891515640811;MAC CHEESE SADIA NHQUE MOL BOL 300G;13;1;2 - SANDRO;10,69;0;10,69
34516;7891515625542;STROGONOFF FGO PERDIGAO 300G C ARROZ;13;1;2 - SANDRO;14,79;0;14,79
34517;7891515647360;EMPADAO PERDIGAO 500G CALAB C CREAM;13;1;2 - SANDRO;22,79;0;22,79
34518;7891515647353;EMPADAO PERDIGAO 500G FGO C BACON;13;1;2 - SANDRO;22,79;0;22,79
34521;7896610902567;PATE EXCELSIOR 250G FGO;13;1;2 - SANDRO;8,99;0;8,99
34522;7891515625931;SALSICHA PERDIGAO 500G DEFUMADA;13;1;2 - SANDRO;18,39;0;18,39
34524;7891515645311;LING CHURRAS PERDIGAO NA BRASA 700G;13;1;2 - SANDRO;24,79;0;24,79
34750;7891515549398;COXA S COXA FGO PERDIGAO DESOS 800G;13;1;2 - SANDRO;21,99;0;21,99
34751;7891515640910;NHOQUE MOLHO BCO SADIA CONG 300G;13;1;2 - SANDRO;9,59;0;9,59
34784;7891515646455;TOSCANABURGUER PERDIGAO 145G C MAIONESE;13;1;2 - SANDRO;8,99;0;8,99
34891;7898330160845;PAO TCHE BAH MATTEUS 500G CASEIRO;13;1;2 - SANDRO;14,95;0;14,95
34981;;LOMBO SUINO AURORA KG;13;1;2 - SANDRO;24,99;0;24,99
34982;7896529610683;MASSA FOLHADA DITALIA 300G REDONDA;13;1;2 - SANDRO;14,99;0;14,99
34983;7896529610508;MASSA PASTEL DITALIA COLONIAL 2KG QUADRADA;13;1;2 - SANDRO;27,99;0;27,99
35012;0618231380848;GELO COCONUT 180G MORANGO;13;1;2 - SANDRO;4,69;0;4,69
35013;0618231380831;GELO COCONUT 180G AGUA DE COCO;13;1;2 - SANDRO;4,69;0;4,69
35014;0618341598607;GELO COCONUT 180G MELANCIA;13;1;2 - SANDRO;4,69;0;4,69
35015;0040141752987;GELO COCONUT 180G FRUTAS VRM;13;1;2 - SANDRO;4,69;0;4,69
35016;;GELO COCONUT 180G LARANJA;13;1;2 - SANDRO;4,69;0;4,69
35017;0618231380862;GELO COCONUT 180G MACA VERDE;13;1;2 - SANDRO;4,69;0;4,69
35018;0618231380855;GELO COCONUT 180G MARACUJA;13;1;2 - SANDRO;4,69;0;4,69
35088;7891515646448;CHEESEBURGUER PERDIGAO GRILL 145G MAIONESE;13;1;2 - SANDRO;8,99;0;8,99
35089;7891515646431;CHEESEBURGUER PERDIGAO 145G CATCHUP;13;1;2 - SANDRO;8,99;0;8,99
35130;7898049159413;EMPAN DE TRAIRA JAPESCA 250G;13;1;2 - SANDRO;31,79;0;31,79
35131;7898049159437;EMPAN CAMARAO JAPESCA 250G;13;1;2 - SANDRO;42,99;0;42,99
35197;7891515644475;LING PERDIGAO NA BRASA 700G FGO;13;1;2 - SANDRO;25,59;0;25,59
35227;7896419730378;FILE COXA SOBRECOXA FGO LAR BDJ 1KG;13;1;2 - SANDRO;18,99;0;18,99
35268;7891097107443;IOG PARMALAT FIT 100G COCO;13;1;2 - SANDRO;6,49;0;6,49
35297;7896716311478;LING CALAB MAIS FRANGO KG;13;1;2 - SANDRO;25,99;0;25,99
35325;;SALSICHA EXCELSIOR 19CM KG;13;1;2 - SANDRO;12,69;0;12,69
35463;7899761704950;LING FGO MAIS FRANGO CONG 700G;13;1;2 - SANDRO;13,75;0;13,75
35466;7899761703502;CARNE MOIDA MAIS FGO CONG FGO 500G;13;1;2 - SANDRO;8,99;0;8,99
35509;0042882911944;GELO GEGELO 2 5KG;13;1;2 - SANDRO;9,99;0;9,99
35537;7896024041388;CAPELLETTI DITALIA FRANGO 300G;13;1;2 - SANDRO;11,99;0;11,99
35556;7897903111536;NATA PT BIOLAT 270 G;13;1;2 - SANDRO;11,69;0;11,69
35571;7897903112076;BEB LACT BIOLAT 1150G MORANGO;13;1;2 - SANDRO;12,89;0;12,89
35582;7891164006204;SALAME ITALIANO AURORA FAT 100G;13;1;2 - SANDRO;16,99;0;16,99
35583;7896000945051;APRESUNTADO PAMPLONA FAT 180G;13;1;2 - SANDRO;8,69;0;8,69
36143;7896504306761;MOLHO BCO STA CLARA LACTEO 1 8KG;13;1;2 - SANDRO;64,69;0;64,69
36146;7896691105215;IOG CAROLINA GF 800G BATIDO;13;1;2 - SANDRO;10,99;0;10,99
36159;7896691105192;IOG CAROLINA GREGO 450G ABAC COCO;13;1;2 - SANDRO;11,89;0;11,89
36167;7896691105185;IOG CAROLINA GREGO 450G ACAI BANANA;13;1;2 - SANDRO;11,89;0;11,89
36168;7896691105222;IOG CAROLINA GF 800G MEL;13;1;2 - SANDRO;10,99;0;10,99
36170;7896691105208;IOG CAROLINA 450G PESSEGO;13;1;2 - SANDRO;10,89;0;10,89
36204;7896691105161;SOBR CAROLINA 125G BEIJINHO;13;1;2 - SANDRO;6,29;0;6,29
36211;7896691105321;SOBR CAROLINA 180G PISTACHE;13;1;2 - SANDRO;6,99;0;6,99
36230;7897903112144;IOG BIOLAT NAT CEN LAR MEL 150G;13;1;2 - SANDRO;3,89;0;3,89
36240;0732783038313;PATE DALIA 100G GALINHA;13;1;2 - SANDRO;3,89;0;3,89
36241;0732783038320;PATE DALIA 100G PRESUNTO;13;1;2 - SANDRO;3,89;0;3,89
36256;7891097107856;IOG BATAVO NAT INTEGRAL 160G;13;1;2 - SANDRO;4,29;0;4,29
36296;7896529610560;CAPELLETTI DITALIA CARNE 300G;13;1;2 - SANDRO;11,99;0;11,99
36298;7896529610546;MASSA DITALIA ROLO 2KG;13;1;2 - SANDRO;27,99;0;27,99
36305;7896529610584;RAVIOLI DITALIA FGO 300G;13;1;2 - SANDRO;12,99;0;12,99
36307;7896529610607;RAVIOLI DITALIA 300G QJO;13;1;2 - SANDRO;12,99;0;12,99
36332;7891097107863;IOG BATAVO DESNATADO 160G;13;1;2 - SANDRO;4,29;0;4,29
36343;2064600000004;SALAME ITAL BORELLA KG;13;1;2 - SANDRO;74,5;0;74,5
36395;7898304250923;FILEZINHO FGO JAGUA SASSAMI 1KG;13;1;2 - SANDRO;18,99;0;18,99
36412;2255600000006;QJO STA CLARA MUSSARELA KG EMB;13;1;2 - SANDRO;54,99;0;54,99
36456;;PEIXE TRAIRA CONG KG;13;1;2 - SANDRO;23,99;0;23,99
36461;7896691105154;SOBR CAROLINA 125G BRIGADEIRO;13;1;2 - SANDRO;5,99;0;5,99
36577;7891097001345;MANT PRESIDENT PT 200G S SAL;13;1;2 - SANDRO;15,69;0;15,69
36594;7898939988048;MOELA FGO MAIS FRANGO 1KG;13;1;2 - SANDRO;16,79;0;16,79
36642;7896529610249;ROLO DITALIA 2KG;13;1;2 - SANDRO;33,79;0;33,79
36896;7898014852752;BEB LACT UNIBABY PAST CONF 130G;13;1;2 - SANDRO;4,59;0;4,59
36898;7898014851755;BEB LACT UNIBABY MORANGO 100G;13;1;2 - SANDRO;1,49;0;1,49
36902;7898014852615;BEB LACT UNIBABY SENSACAO 510G;13;1;2 - SANDRO;5,69;0;5,69
36903;7898014851786;BEB LACT UNIBABY MORANGO 510G;13;1;2 - SANDRO;5,69;0;5,69
36907;7898014855777;BEB LACT UNIBABY ACAI BAN GUAR 510G;13;1;2 - SANDRO;5,99;0;5,99
36909;7898014852561;BEB LACT UNIBABY MORANGO COCO 510G;13;1;2 - SANDRO;5,69;0;5,69
36911;7898014850086;BEB LACT UNIBABY COLORIDO 130G;13;1;2 - SANDRO;4,59;0;4,59
36919;7898014852448;BEB LACT UNIBABY FRUTAS VRM 150G;13;1;2 - SANDRO;2,39;0;2,39
36923;7898014852394;BEB LACT UNIBABY COCO GF 150G;13;1;2 - SANDRO;2,39;0;2,39
36930;7898014852370;BEB LACT UNIBABY MORANGO 150G;13;1;2 - SANDRO;2,39;0;2,39
36932;7898014852431;BEB LACT UNIBABY PESSEGO 150G;13;1;2 - SANDRO;2,39;0;2,39
36935;7898014852417;BEB LACT UNIBABY SALADA FRUTA 150G;13;1;2 - SANDRO;2,39;0;2,39
36943;7898014853254;BEB LACT UNIBABY UVA VERDE 150G;13;1;2 - SANDRO;2,39;0;2,39
36944;7898014855470;BEB LACT UNIBABY ACAI BANANA 150G;13;1;2 - SANDRO;2,39;0;2,39
36946;7898014854671;BEB LACT UNIBABY ACAI MOR 150G;13;1;2 - SANDRO;2,39;0;2,39
36947;7898014854664;BEB LACT UNIBABY ACAI GUARANA 150G;13;1;2 - SANDRO;2,39;0;2,39
36948;7898014854244;BEB LACT UNIBABY MELANC LIMAO 150G;13;1;2 - SANDRO;2,39;0;2,39
36949;7898014854268;BEB LACT UNIBABY ABACAXI COCO 150G;13;1;2 - SANDRO;2,39;0;2,39
36950;7898014852387;BEB LACT UNIBABY MORANGO GF 800G;13;1;2 - SANDRO;8,29;0;8,29
36951;7898014852400;BEB LACT UNIBABY COCO GF 800G;13;1;2 - SANDRO;8,29;0;8,29
36952;7898014852424;BEB LACT UNIBABY SALADA FRUTAS 800G;13;1;2 - SANDRO;8,29;0;8,29
36954;7898014855289;BEB LACT UNIBABY ACAI BANANA 800G;13;1;2 - SANDRO;8,29;0;8,29
36960;7898014854862;BEB LACT UNIBABY ACAI MORANGO 800G;13;1;2 - SANDRO;8,29;0;8,29
36975;7898014852936;BEB LACT UNIBABY UVA VERDE 800G;13;1;2 - SANDRO;8,29;0;8,29
36978;7898014851762;BEB LACT UNIBABY COCO 100G;13;1;2 - SANDRO;1,49;0;1,49
36983;7898014851779;BEB LACT UNIBABY SALADA FRUTAS 100G;13;1;2 - SANDRO;1,49;0;1,49
36985;7898014854251;BEB LACT UNIBABY ABACAXI COCO 800G;13;1;2 - SANDRO;8,29;0;8,29
36988;7898014854237;BEB LACT UNIBABY MELANCI LIMAO 800G;13;1;2 - SANDRO;8,29;0;8,29
36991;7898014854640;BEB LACT UNIBABY ACAI BANANA 850G;13;1;2 - SANDRO;8,29;0;8,29
37367;7891164027414;NATA AURORA PT 280G;13;1;2 - SANDRO;11,99;0;11,99
37768;7891097106255;LEITE BATAVO DESNATADO 1L ZR LACTOSE;13;1;2 - SANDRO;5,99;0;5,99
37777;7891097108143;IOG BATAVO 1 150G NAT DESNATADO;13;1;2 - SANDRO;21,49;0;21,49
37782;7891097107931;IOG PARMALAT FIT 850G MORANGO;13;1;2 - SANDRO;21,49;0;21,49
37785;7891097107948;IOG PARMALAT FIT 850G COCO;13;1;2 - SANDRO;20,99;0;20,99
37792;7891097108136;IOG BATAVO 1 150G NATURAL;13;1;2 - SANDRO;21,49;0;21,49
37793;7891097107726;IOG PENSE ZERO 510G AMEIXA;13;1;2 - SANDRO;12,79;0;12,79
37794;7891097107382;IOG BATAVO NATURAL 160G TAN GEG;13;1;2 - SANDRO;4,29;0;4,29
37795;7891097107399;IOG NATURAL BATAVO 160G MORANGO;13;1;2 - SANDRO;4,29;0;4,29
37818;7891164110703;EMPANADO AURORA AUROGGETS 900G TRAD;13;1;2 - SANDRO;28,99;0;28,99
38041;7891164110772;TIRINHAS AURORA FGO 900G;13;1;2 - SANDRO;19,99;0;19,99
38097;7896610904608;CEBOLA ANEIS EXCELSIOR 400G;13;1;2 - SANDRO;14,99;0;14,99
38281;7896002312745;BISNAGA PULLMAN ARTES 300GR BRIOCHE;13;1;2 - SANDRO;10,99;8,99;8,99
38282;7896002312677;PAO PULLMAN FIBRA 370G MAIS PROT;13;1;2 - SANDRO;17,99;0;17,99
38398;7898014852813;LEITE FERM UNIBABY GF 850G;13;1;2 - SANDRO;11,99;0;11,99
38537;;COSTELA SUINA STA CLARA CONG KG;13;1;2 - SANDRO;24,59;0;24,59
38587;;LING FGO RESF KG;13;1;2 - SANDRO;11,99;0;11,99
38718;2009400000007;PISTACHE UNIAGRO KG;13;1;2 - SANDRO;0;0;0
38719;2566700000002;AMENDOA UNIAGRO KG;13;1;2 - SANDRO;0;0;0
38720;2566600000003;AVELA UNIAGRO KG;13;1;2 - SANDRO;0;0;0
38721;2566300000006;CRANBERRY UNIAGRO DESID KG;13;1;2 - SANDRO;0;0;0
38723;;COXA SOBRECOXA SEARA CONG CX 15KG;13;1;2 - SANDRO;0;0;0
38725;17896610919104;MORTADELA EXCELSIOR C TOUC CX 18KG;13;1;2 - SANDRO;0;0;0
38729;17896610919296;MORTADELA EXCELSIOR S TOUC CX 18KG;13;1;2 - SANDRO;0;0;0
38733;;LOMBO SUINO AURORA KG BDJ;13;1;2 - SANDRO;0;0;0
38738;;RICOTA BIO KG;13;1;2 - SANDRO;20,99;0;20,99
38800;7898014852769;BEB LACT UNIBABY FLOCOS PTO BCO 130;13;1;2 - SANDRO;0;0;0
38801;;BEB LACT UNIBABY FLOCOS COL 130G;13;1;2 - SANDRO;0;0;0
38858;;SALAME DALIA ITALIANO KG BDJ;13;1;2 - SANDRO;0;0;0
38894;7893000134638;ALMONDEGA BOV SADIA 500G;13;1;2 - SANDRO;25,39;0;25,39
38898;7898948469606;GRAVETO KI CARVAO 3KG;13;1;2 - SANDRO;0;0;0
38900;7898948469163;LENHA KI CARVAO 10KG;13;1;2 - SANDRO;0;0;0
38963;7891097108334;IOG PARMALAT BITE MOR 130G;13;1;2 - SANDRO;0;0;0
3961;7898190300016;AIPIM HENICKA DESC VACUO CONG 1KG;14;1;2 - SANDRO;12,89;0;12,89
4310;7893000091641;BACON SADIA DEF FAT 250G;14;1;2 - SANDRO;26,49;0;26,49
4340;7896716302117;BANHA PAMPLONA PCT 1KG;14;1;2 - SANDRO;15,89;0;15,89
4350;7898921567275;BATATA CONG BEM BRASIL 400G CARINHAS;14;1;2 - SANDRO;8,99;0;8,99
4351;7898921567985;BATATA CONG BEM BRASIL 1 5KG;14;1;2 - SANDRO;19,99;0;19,99
4353;7896610901744;BATATA PRE FRIT EXCELSIOR CONG 400G;14;1;2 - SANDRO;9,99;0;9,99
4355;7891515546519;BATATA P FRITA SADIA PALITO 400G;14;1;2 - SANDRO;9,99;0;9,99
4361;7891097103223;BEB LACT ELEGE 1 150KG MORANGO;14;1;2 - SANDRO;17,79;0;17,79
4362;7891097103230;BEB LACT ELEGE 1 150KG SALADA FRUTA;14;1;2 - SANDRO;17,79;0;17,79
4363;7891097088346;BEB LACT ELEGE 510G MORANGO;14;1;2 - SANDRO;5,99;0;5,99
4364;7891097102004;BEB LACT ELEGE 510G MORANGO COCO;14;1;2 - SANDRO;5,99;0;5,99
4374;7896504300646;BEB LACT STA CLARA GF 1L AMEIXA;14;1;2 - SANDRO;9,99;0;9,99
4375;7896504300660;BEB LACT STA CLARA GF 1L COCO;14;1;2 - SANDRO;9,99;0;9,99
4376;7896504301803;BEB LACT STA CLARA GF 1L FRUTAS VERMELHA;14;1;2 - SANDRO;9,99;0;9,99
4377;7896504308871;BEB LACT SANTA CLARA TRIP ZR GF 1L FRUTAS CEREAL;14;1;2 - SANDRO;12,69;0;12,69
4378;7896504308864;BEB LACT SANTA CLARA TRIP ZR GF 1L MEL CEREAL;14;1;2 - SANDRO;12,69;0;12,69
4379;7896504306013;BEB LACT STA CLARA GF 1L ZERO LAC MORANGO;14;1;2 - SANDRO;10,99;0;10,99
4380;7896504308857;BEB LACT SANTA CLARA TRIP ZR GF 1L MORANGO;14;1;2 - SANDRO;12,69;0;12,69
4381;7896504300714;BEB LACT STA CLARA GF 1L MORANGO;14;1;2 - SANDRO;9,99;0;9,99
4383;7896504306020;BEB LACT STA CLARA GF 1L ZERO LAC SALADA DE FRUTA;14;1;2 - SANDRO;10,99;0;10,99
4384;7896504300639;BEB LACT STA CLARA GF 1L SALADA DE FRUTA;14;1;2 - SANDRO;9,99;0;9,99
4386;7896504300516;BEB LACT SANTA CLARA SC 1L COCO;14;1;2 - SANDRO;7,59;0;7,59
4387;7896504300097;BEB LACT SANTA CLARA SC 1L MORANGO;14;1;2 - SANDRO;7,59;0;7,59
4388;7896504300165;BEB LACT SANTA CLARA SC 1L SALADA DE FRUTA;14;1;2 - SANDRO;7,49;0;7,49
4389;7896256603194;BEB LACT TIROL GF 830G COCO;14;1;2 - SANDRO;8,99;0;8,99
4391;7896256603170;BEB LACT TIROL GF 830G MORANGO;14;1;2 - SANDRO;8,99;0;8,99
4392;7896256601251;BEB LACT TIROL SC 900G COCO;14;1;2 - SANDRO;4,99;0;4,99
4393;7896256604047;BEB LACT TIROL SC 900G FRUTAS CEREAIS;14;1;2 - SANDRO;4,99;0;4,99
4394;7896256601237;BEB LACT TIROL SC 900G MORANGO;14;1;2 - SANDRO;4,99;0;4,99
4396;7891097101861;BEB LACT BATAVO 510G POLPA MOR PESSEGO;14;1;2 - SANDRO;6,59;0;6,59
4397;7891097101717;BEB LACT BATAVO 510G POLPA MORANGO;14;1;2 - SANDRO;6,59;0;6,59
4398;7891097101854;BEB LACT BATAVO 510G POLPA MORANGO COCO;14;1;2 - SANDRO;6,59;0;6,59
4401;7891097101748;BEB LACT ELEGE 510G MORANGO AMEIXA;14;1;2 - SANDRO;5,99;0;5,99
4402;7891097104633;BEB LACT PENSE ZERO BATAVO 170G AMEIXA;14;1;2 - SANDRO;4,39;0;4,39
4403;7891097101618;BEB LACT PENSE ZERO BATAVO 170G MAMAO;14;1;2 - SANDRO;4,39;0;4,39
4404;7891097101892;BEB LACT PENSE ZERO BATAVO 170G MORANGO;14;1;2 - SANDRO;4,39;0;4,39
4415;7896256604924;BEB LACT FRUTIROL 480G MORANGO;14;1;2 - SANDRO;4,59;0;4,59
4454;7896002311687;BISNAGA PULLMAN 300G ARTESANO CHAPA;14;1;2 - SANDRO;10,99;0;10,99
4456;7896209400139;BISNAGUINHA NUTRELLA 300G NUTRELINH;14;1;2 - SANDRO;12,39;0;12,39
4458;7896002360234;BISNAGUINHA PULLMAN 300G;14;1;2 - SANDRO;8,79;0;8,79
4459;7896002311663;BISNAGA PULLMAN 300G ARTESANO;14;1;2 - SANDRO;10,99;0;10,99
4460;7898330160371;BISNAGUINHA TCHE PAO 300G TRAD;14;1;2 - SANDRO;7,89;0;7,89
4471;7896002362054;BOLO NUTRELLA 42G ANA MARIA COB CHOCOLATE;14;1;2 - SANDRO;3,59;0;3,59
4472;7896002368230;BOLO NUTRELLA 42G ANA MARIA COB NAPOLITANO;14;1;2 - SANDRO;3,59;0;3,59
4473;7896002362436;BOLO NUTRELLA ANA MARIA 70G CHOC TRAD;14;1;2 - SANDRO;4,99;0;4,99
