NROPEDIDOSUPRIM;NROEMPRESA;CENTRALLOJA;SEQCOMPRADOR;SEQFORNECEDOR;TIPPEDIDOSUPRIM;SITUACAOPED;DTAEMISSAO;DTARECEBTO;DTALIMITERECEBTO;PZOPAGAMENTO;DTAVENCTOFIXA;CONDICAOFRETE;TXVENDOR;NROPEDFORNECEDOR;ADVRECEBIMENTO;ADVEXPEDICAO;OBSERVACAO;USUINCLUSAO;DTAHORINCLUSAO;USUAPROVACAO;DTAAPROVACAO;USUIMPRESSAO;DTAIMPRESSAO;USUALTERACAO;DTAALTERACAO;INDREPLICACAO;INDGEROUREPLICACAO;SEQADMESTQLOTE;SEQFINALIDBONIF;NROEMPRESAFAT;NROEMPRESALOGADA;NROPEDIDOBONIF;QTDTOTSOLICITADA;QTDTOTRECEBIDA;QTDTOTCANCELADA;SITUACAOQTDE;QTDTOTTRANSITO;SEQGERCOMPRA;CODORIGEM;VLRTOTPEDIDO;VLRTOTCANCELADO;VLRTOTRECEBIDO;NROPEDSUPRIMORIG;NROEMPRESAORIG;CENTRALLOJAORIG;SEQATACCOTACAO;CODGERALOPER;VLRFRETERETIRA;USUGEREDI;DTAHORGEREDI;USUALTERACAOEDI;DTAHORREENVEDI;USUREENVEDI;PERDESCDF;SEQTRANSPORTADOR;NROPEDSUPRIMORIGEDI;CATEGORIAABASTECAUTO;TXCOMPROR;PRAZOPAGTOCOMPROR;SEQFORNECEDI;NROPEDFORNECEDORNUM;SEQNROPEDIDOSUPRIM;NROACORDO;NROEMPRESAACORDO;INDUTILCSSEMACORDO;INDUTILCONTRSALDACORD;SEQCCACORDOASSOC;SEQCCACORDOPROMOC;NROREQUISICAO;INDESTTROCA;NROPEDIDOORIGEMMACX;SEQCONDCONDPRAZOPAGTO;INDUSAREGIAOCOMPRA;ENVIAEMAIL;INDTIPOEMBALAGEM;VLRTOTNAOPARTLIMCOMPRA;DTARECEBTOORIGINAL;TIPOPEDVENDA;INDIMPDIRETABONIF;INDTRANSFEMPSEC;NEGOCIACAO;NEGOCIACAOANT;USUMARCNEGOCIACAO;DTAHORMARCNEGOCIACAO;USUDESMARCNEGOCIACAO;DTAHORDESMARCNEGOCIACAO;CODIGOPENDENCIA;MOTIVOPENDENCIA;JUSTIFICATIVAAPROVACAO;DTAEMISSAOORIGINAL;SEQCONTRATO;SEQEXPFLUXOCAIXA;INDPEDBONIFACORDOPROMOC;INDPEDANALISADOALTPRECO;DTAHORAULTEMAIL;DIASPRORROGACAO;USUAPROVDESVINCULONFE;JUSTDESVINCULONFE;QTDTOTAPROVADA;INDUTILAPROVWEB;INDUTILLIMCOMPRWEB;IDPEDIDOEXTERNO;APPORIGEM
29114;17;L;2;5595;C;A;2026-02-25-00.00.00.000000;2026-03-02-00.00.00.000000;2026-03-07-00.00.00.000000;28;;C;0;;;;;SAMARTIN;2026-02-25-11.19.29.000000;;;SAMARTIN;2026-02-25-00.00.00.000000;JOBAUTOM;2026-03-15-01.36.44.000000;S;;;;17;900;;229;228,765;,235;T;0;26081;;662,48;10,92;651,56;;;;;;;;;;;;0;;;;;;;;28964;;;;;;;;;;;0;;;0;2026-03-02-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-25-00.00.00.000000;;22013;N;;;0;;;229;N;N;;
29115;18;L;2;5595;C;C;2026-02-25-00.00.00.000000;2026-03-02-00.00.00.000000;2026-03-07-00.00.00.000000;28;;C;0;;;;;SAMARTIN;2026-02-25-11.19.29.000000;;;SAMARTIN;2026-02-25-00.00.00.000000;JOBAUTOM;2026-03-15-01.36.44.000000;S;;;;18;900;;341;0;341;T;0;26081;;877,52;877,52;;;;;;;;;;;;;0;;;;;;;;28965;;;;;;;;;;;0;;;0;2026-03-02-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-25-00.00.00.000000;;22013;N;;;0;;;341;N;N;;
29621;2;M;2;16654;C;C;2026-02-25-00.00.00.000000;2026-02-26-00.00.00.000000;2026-03-02-00.00.00.000000;30;;C;0;;;;;DEIZABEL;2026-02-25-17.40.55.000000;;;DEIZABEL;2026-02-25-00.00.00.000000;JOBAUTOM;2026-03-10-01.38.05.000000;S;;;;2;2;;494;0;494;T;0;26822;;2737,59;2737,59;;;;;;;;;;;;;0;;;;;;;;29471;;;;;;;;;;;0;;;0;2026-02-26-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-25-00.00.00.000000;;19162;N;;;0;;;494;N;N;;
29622;3;C;2;16654;C;A;2026-02-25-00.00.00.000000;2026-02-26-00.00.00.000000;2026-03-02-00.00.00.000000;30;;C;0;;;;;DEIZABEL;2026-02-25-17.40.55.000000;;;DEIZABEL;2026-02-25-00.00.00.000000;JOBAUTOM;2026-03-10-01.38.05.000000;S;;;;3;2;;1258;1248;10;T;0;26822;;7642,83;99,75;7543,08;;;;;;;;;;;;0;;;;;;;;29472;;;;;;;;;;;0;;;0;2026-02-26-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-25-00.00.00.000000;;19162;N;;;0;;;1258;N;N;;
29623;4;L;2;16654;C;C;2026-02-25-00.00.00.000000;2026-02-26-00.00.00.000000;2026-03-02-00.00.00.000000;30;;C;0;;;;;DEIZABEL;2026-02-25-17.40.55.000000;;;DEIZABEL;2026-02-25-00.00.00.000000;JOBAUTOM;2026-03-10-01.38.06.000000;S;;;;4;2;;491;0;491;T;0;26822;;2873,57;2873,57;;;;;;;;;;;;;0;;;;;;;;29473;;;;;;;;;;;0;;;0;2026-02-26-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-25-00.00.00.000000;;19162;N;;;0;;;491;N;N;;
29624;5;L;2;16654;C;C;2026-02-25-00.00.00.000000;2026-02-26-00.00.00.000000;2026-03-02-00.00.00.000000;30;;C;0;;;;;DEIZABEL;2026-02-25-17.40.55.000000;;;DEIZABEL;2026-02-25-00.00.00.000000;JOBAUTOM;2026-03-10-01.38.07.000000;S;;;;5;2;;503;0;503;T;0;26822;;2878,33;2878,33;;;;;;;;;;;;;0;;;;;;;;29474;;;;;;;;;;;0;;;0;2026-02-26-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-25-00.00.00.000000;;19162;N;;;0;;;503;N;N;;
29625;6;L;2;16654;C;C;2026-02-25-00.00.00.000000;2026-02-26-00.00.00.000000;2026-03-02-00.00.00.000000;30;;C;0;;;;;DEIZABEL;2026-02-25-17.40.55.000000;;;DEIZABEL;2026-02-25-00.00.00.000000;JOBAUTOM;2026-03-10-01.38.08.000000;S;;;;6;2;;488;0;488;T;0;26822;;2945,23;2945,23;;;;;;;;;;;;;0;;;;;;;;29475;;;;;;;;;;;0;;;0;2026-02-26-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-25-00.00.00.000000;;19162;N;;;0;;;488;N;N;;
29626;7;L;2;16654;C;C;2026-02-25-00.00.00.000000;2026-02-26-00.00.00.000000;2026-03-02-00.00.00.000000;30;;C;0;;;;;DEIZABEL;2026-02-25-17.40.55.000000;;;DEIZABEL;2026-02-25-00.00.00.000000;JOBAUTOM;2026-03-10-01.38.09.000000;S;;;;7;2;;441;0;441;T;0;26822;;2341,13;2341,13;;;;;;;;;;;;;0;;;;;;;;29476;;;;;;;;;;;0;;;0;2026-02-26-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-25-00.00.00.000000;;19162;N;;;0;;;441;N;N;;
29627;8;L;2;16654;C;C;2026-02-25-00.00.00.000000;2026-02-26-00.00.00.000000;2026-03-02-00.00.00.000000;30;;C;0;;;;;DEIZABEL;2026-02-25-17.40.55.000000;;;DEIZABEL;2026-02-25-00.00.00.000000;JOBAUTOM;2026-03-10-01.38.09.000000;S;;;;8;2;;297;0;297;T;0;26822;;1639,76;1639,76;;;;;;;;;;;;;0;;;;;;;;29477;;;;;;;;;;;0;;;0;2026-02-26-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-25-00.00.00.000000;;19162;N;;;0;;;297;N;N;;
29628;14;L;2;16654;C;A;2026-02-25-00.00.00.000000;2026-02-26-00.00.00.000000;2026-03-02-00.00.00.000000;30;;C;0;;;;;DEIZABEL;2026-02-25-17.40.55.000000;;;DEIZABEL;2026-02-25-00.00.00.000000;JOBAUTOM;2026-03-10-01.38.10.000000;S;;;;14;2;;540;25;515;T;0;26822;;3370,63;3123,73;246,9;;;;;;;;;;;;0;;;;;;;;29478;;;;;;;;;;;0;;;0;2026-02-26-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-25-00.00.00.000000;;20007;N;;;0;;;540;N;N;;
29629;17;L;2;16654;C;C;2026-02-25-00.00.00.000000;2026-02-26-00.00.00.000000;2026-03-02-00.00.00.000000;30;;C;0;;;;;DEIZABEL;2026-02-25-17.40.55.000000;;;DEIZABEL;2026-02-25-00.00.00.000000;JOBAUTOM;2026-03-10-01.38.10.000000;S;;;;17;2;;276;0;276;T;0;26822;;1511,62;1511,62;;;;;;;;;;;;;0;;;;;;;;29479;;;;;;;;;;;0;;;0;2026-02-26-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-25-00.00.00.000000;;19162;N;;;0;;;276;N;N;;
10102;17;C;9;15;T;P;2026-02-05-00.00.00.000000;2026-02-05-00.00.00.000000;;;;C;0;10101;;;;AD_WALLACE;2026-02-05-10.41.05.000000;;;;;;2026-02-05-10.41.27.000000;S;;;;;15;;7544;1869;5675;T;0;9024;;54867,67;41154,05;;;;;;;;;;;;;;;;;;;;10101;10074;;;;;;;;;;;;;;0;2026-02-05-00.00.00.000000;;;;N;;;;;;;;;2026-02-05-00.00.00.000000;;21160;;;;;;;7544;N;N;;
5013;11;L;6;13812;C;C;2026-01-30-00.00.00.000000;2026-02-18-00.00.00.000000;2026-02-24-00.00.00.000000;30;;C;0;;;;;KEDOUGLA;2026-01-30-15.32.49.000000;;;KEDOUGLA;2026-03-02-00.00.00.000000;JOBAUTOM;2026-03-05-17.37.20.000000;S;;;;11;900;;4484;0;4484;T;0;5759;;12716,24;12716,25;;;;;;;;;;;;;0;;;;;;;;4973;;;;;;;;;;;0;;;0;2026-02-18-00.00.00.000000;;;;N;N;;;;;0;;;2026-01-30-00.00.00.000000;;17632;N;;;0;;;4484;N;N;;
29341;16;L;2;7344;C;A;2026-02-25-00.00.00.000000;2026-02-27-00.00.00.000000;;28;;C;0;;;;;DEIZABEL;2026-02-25-15.13.58.000000;;;DEIZABEL;2026-02-25-00.00.00.000000;JOBAUTOM;2026-03-07-01.37.58.000000;S;;;;;2;;143680;3600;140080;T;0;;;229840,8;204640,8;;25946;16;L;;;;;;;;;;;;;;;;;29191;;;;;;;;N;;;;;;0;2026-02-27-00.00.00.000000;;;;N;N;;;;;;;;2026-02-25-00.00.00.000000;;18316;N;;;;;;143680;N;N;;
10283;12;L;3;13559;C;C;2026-02-05-00.00.00.000000;2026-02-14-00.00.00.000000;2026-02-20-00.00.00.000000;28;;C;0;;;;;DAMARQUE;2026-02-05-13.56.37.000000;;;DAMARQUE;2026-02-24-00.00.00.000000;JOBAUTOM;2026-04-07-01.36.23.000000;S;;;;12;900;;51;0;51;T;0;9202;;4437,22;4437,22;;;;;;;;;;;;;0;;;;;;;;10255;;;;;;;;;;;0;;;0;2026-02-14-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-05-00.00.00.000000;;35545;N;;;0;JOB CANCEL;Nota: 356754 - Desvinculado pelo cancelamento de pedidos via JOB;51;N;N;;
24863;15;C;4;9638;C;A;2026-02-20-00.00.00.000000;2026-02-27-00.00.00.000000;;21;;C;0;;;;;NIAUGUST;2026-02-20-11.43.37.000000;;;NIAUGUST;2026-02-20-00.00.00.000000;JOBAUTOM;2026-03-08-01.40.56.000000;S;;;;15;1;;23184;5100;18084;T;0;22582;;73685,03;59442,18;4414,09;;;;;;;;;;;;0;;;;;;;;24703;;;;;;;;;;;0;;;0;2026-02-27-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-20-00.00.00.000000;;18356;N;;;0;;;23184;N;N;;
31943;8;C;9;15;T;A;2026-03-03-00.00.00.000000;2026-03-03-00.00.00.000000;;28;;C;0;31940;;;;RAQUINES;2026-03-03-14.45.59.000000;;;;;;2026-03-03-14.46.00.000000;S;;;;;15;;2040;2040;0;T;0;;;0;0;0;;;;;;;;;;;;;;;;;;;31940;31782;;;;;;;;;;;;;;0;2026-03-03-00.00.00.000000;;;;N;;;;;;;;;2026-03-03-00.00.00.000000;;18335;;;;;;;2040;N;N;;
32258;1;C;9;15;T;P;2026-03-04-00.00.00.000000;2026-03-04-00.00.00.000000;;;;C;0;32257;;;;AUTOMATICO;2026-03-04-04.06.49.000000;;;;;;2026-03-04-04.06.49.000000;S;;;;;15;;2673;1216;1457;T;0;28673;;5784,75;3701,42;;;;;;;;;;;;;;;;;;;;32257;32006;;;;;;;;;;;;;;0;2026-03-04-00.00.00.000000;;;;N;;;;;;;;;2026-03-04-00.00.00.000000;;21164;;;;;;;2673;N;N;;
13305;4;L;7;16877;C;C;2026-02-09-00.00.00.000000;2026-02-11-00.00.00.000000;2026-02-16-00.00.00.000000;35;;C;0;;;;;PAMLEI;2026-02-09-10.46.38.000000;;;PAMLEI;2026-02-09-00.00.00.000000;JOBAUTOM;2026-03-05-17.46.58.000000;S;;;;4;1;;204;0;204;T;0;11682;;1086,84;1086,84;;;;;;;;;;;;;0;;;;;;;;13310;;;;;;;;;;;0;;;0;2026-02-11-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-09-00.00.00.000000;;17632;N;;;0;;;204;N;N;;
15199;4;L;3;10111;C;C;2026-02-10-00.00.00.000000;2026-02-12-00.00.00.000000;2026-02-25-00.00.00.000000;28/35/42;;C;0;;;;;DAMARQUE;2026-02-10-10.57.55.000000;;;;;JOBAUTOM;2026-03-05-17.47.45.000000;S;;;;4;900;;104;0;104;T;0;12921;;600,8;600,8;;;;;;;;;;;;;0;;;;;;;;15196;;;;;;;;;;;0;;;0;2026-02-12-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-10-00.00.00.000000;;17632;N;;;0;;;104;N;N;;
15731;4;L;8;9608;C;C;2026-02-10-00.00.00.000000;2026-02-12-00.00.00.000000;2026-02-14-00.00.00.000000;30;;C;0;;;;;LARAMOS;2026-02-10-17.23.41.000000;;;;;JOBAUTOM;2026-03-05-17.48.18.000000;S;;;;4;900;;403;0;403;T;0;13521;;1221;1221;;;;;;;;;;;;;0;;;;;;;;15729;;;;;;;;;;;0;;;0;2026-02-12-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-10-00.00.00.000000;;17632;N;;;0;;;403;N;N;;
16548;4;L;2;5595;C;C;2026-02-11-00.00.00.000000;2026-02-16-00.00.00.000000;2026-02-20-00.00.00.000000;28;;C;0;;;;;DEIZABEL;2026-02-11-10.35.00.000000;;;;;JOBAUTOM;2026-03-05-17.48.32.000000;S;;;;4;900;;66;0;66;T;0;13881;;537,06;537,06;;;;;;;;;;;;;0;;;;;;;;16560;;;;;;;;;;;0;;;0;2026-02-16-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-11-00.00.00.000000;;17632;N;;;0;;;66;N;N;;
6613;5;C;9;15;T;P;2026-02-03-00.00.00.000000;2026-02-03-00.00.00.000000;;;;C;0;6612;;;;RAQUINES;2026-02-03-12.23.15.000000;;;;;;2026-02-03-12.23.17.000000;S;;;;;15;;1794;750;1044;T;0;7301;;7090,74;3533,44;1719,08;;;;;;;;;;;;;;;;;;;6612;6553;;;;;;;;;;;;;;0;2026-02-03-00.00.00.000000;;;;N;;;;;;;;;2026-02-03-00.00.00.000000;;10869;;;;;;;1794;N;N;;
18605;5;C;9;15;T;P;2026-02-13-00.00.00.000000;2026-02-13-00.00.00.000000;;;;C;0;18604;;;;ALSOARES;2026-02-13-08.17.55.000000;;;;;;2026-02-13-08.18.09.000000;S;;;;;15;;16071;7795;8276;T;0;15561;;47971,67;28878,91;183,48;;;;;;;;;;;;;;;;;;;18604;18617;;;;;;;;;;;;;;0;2026-02-13-00.00.00.000000;;;;N;;;;;;;;;2026-02-13-00.00.00.000000;;15417;;;;;;;16071;N;N;;
23714;15;C;4;10181;C;A;2026-02-19-00.00.00.000000;2026-03-02-00.00.00.000000;2026-03-09-00.00.00.000000;28;;C;0;;;;;NIAUGUST;2026-02-19-12.12.49.000000;;;MAGE;2026-03-09-00.00.00.000000;JOBAUTOM;2026-04-09-01.36.24.000000;S;;;;15;15;;69556;2112;67444;T;0;21101;;95004,02;87884,26;;;;;;;;;;;;;0;;;;;;;;23545;;;;;;;;;;;0;;;0;2026-03-01-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-19-00.00.00.000000;;37348;N;;;0;;;69556;N;N;;
24160;15;C;4;14395;C;A;2026-02-19-00.00.00.000000;2026-03-01-00.00.00.000000;;14;;C;0;;;;;NIAUGUST;2026-02-19-16.56.44.000000;;;NIAUGUST;2026-02-19-00.00.00.000000;NIAUGUST;2026-02-19-16.56.46.000000;S;;;;15;15;;3600;3600;0;T;0;21601;;13890;0;13890;;;;;;;;;;;;0;;;;;;;;23993;;;;;;;;;;;0;;;0;2026-03-01-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-19-00.00.00.000000;;10927;N;;;0;;;3600;N;N;;
13246;3;C;2;6675;C;A;2026-02-09-00.00.00.000000;2026-02-10-00.00.00.000000;2026-02-14-00.00.00.000000;28;;C;0;;;;;DEIZABEL;2026-02-09-10.25.07.000000;;;DEIZABEL;2026-02-09-00.00.00.000000;JOBAUTOM;2026-03-05-17.46.49.000000;S;;;;3;900;;488;188;300;T;0;11661;;3670,49;2663,73;1006,76;;;;;;;;;;;;0;;;;;;;;13251;;;;;;;;;;;0;;;0;2026-02-10-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-09-00.00.00.000000;;37886;N;;;0;;;488;N;N;;
26864;18;L;6;16877;C;C;2026-02-23-00.00.00.000000;2026-02-28-00.00.00.000000;;35;;C;0;;;;;KEDOUGLA;2026-02-23-17.04.31.000000;;;KEDOUGLA;2026-03-02-00.00.00.000000;JOBAUTOM;2026-03-08-01.41.08.000000;S;;;;18;15;;610;0;610;T;0;23901;;2755,39;2755,39;;;;;;;;;;;;;0;;;;;;;;26706;;;;;;;;;;;0;;;0;2026-02-28-00.00.00.000000;;;;N;N;;;;;0;;;2026-02-23-00.00.00.000000;;18356;N;;;0;;;610;N;N;;
25462;12;C;9;15;T;P;2026-02-21-00.00.00.000000;2026-02-21-00.00.00.000000;;;;C;0;25461;;;;AUTOMATICO;2026-02-21-04.06.46.000000;;;;;;2026-02-21-04.06.48.000000;S;;;;;15;;558;480;78;T;0;23121;;1689,94;284,42;1405,52;;;;;;;;;;;;;;;;;;;25461;25282;;;;;;;;;;;;;;0;2026-02-21-00.00.00.000000;;;;N;;;;;;;;;2026-02-21-00.00.00.000000;;12506;;;;;;;558;N;N;;
28461;15;C;9;15;X;A;2026-02-24-00.00.00.000000;2026-02-24-00.00.00.000000;;28;;C;0;;;;;WALLASI;2026-02-24-18.12.30.000000;WALLASI;2026-02-24-18.12.53.000000;;;WALLASI;2026-02-24-18.12.53.000000;S;;;;15;15;;;;;T;;;;;;;;;C;;;;;;;;;;;;;;;;;28304;;;N;N;;;;;;;;;;;2026-02-24-00.00.00.000000;;;;N;;;;;;;;;2026-02-24-00.00.00.000000;;12402;N;;;0;;;;N;N;;
28462;8;C;9;15;T;A;2026-02-24-00.00.00.000000;2026-02-24-00.00.00.000000;;28;;C;0;28461;;;;WALLASI;2026-02-24-18.12.30.000000;;;;;;2026-02-24-18.12.30.000000;S;;;;;15;;240;240;0;T;0;;;0;0;0;;;;;;;;;;;;;;;;;;;28461;28305;;;;;;;;;;;;;;0;2026-02-24-00.00.00.000000;;;;N;;;;;;;;;2026-02-24-00.00.00.000000;;16585;;;;;;;240;N;N;;
28921;15;C;9;15;X;A;2026-02-25-00.00.00.000000;2026-02-25-00.00.00.000000;;;;C;0;;;;;RAQUINES;2026-02-25-10.36.54.000000;RAQUINES;2026-02-25-00.00.00.000000;;;RAQUINES;2026-02-25-00.00.00.000000;S;;;;;15;;;;;T;;25701;;;;;;;;;;;;;;;;;;;;;;;;28771;;;;;;;;;;;;;;;2026-02-25-00.00.00.000000;;;;N;;;;;;;;;2026-02-25-00.00.00.000000;;12413;;;;;;;;N;N;;
28922;1;C;9;15;T;P;2026-02-25-00.00.00.000000;2026-02-25-00.00.00.000000;;;;C;0;28921;;;;RAQUINES;2026-02-25-10.36.54.000000;;;;;;2026-02-25-10.36.56.000000;S;;;;;15;;2184;1374;810;T;0;25701;;4671,17;2440,17;283,62;;;;;;;;;;;;;;;;;;;28921;28772;;;;;;;;;;;;;;0;2026-02-25-00.00.00.000000;;;;N;;;;;;;;;2026-02-25-00.00.00.000000;;15072;;;;;;;2184;N;N;;
28923;15;C;9;15;X;A;2026-02-25-00.00.00.000000;2026-02-25-00.00.00.000000;;;;C;0;;;;;RAQUINES;2026-02-25-10.36.54.000000;RAQUINES;2026-02-25-00.00.00.000000;;;RAQUINES;2026-02-25-00.00.00.000000;S;;;;;15;;;;;T;;25701;;;;;;;;;;;;;;;;;;;;;;;;28773;;;;;;;;;;;;;;;2026-02-25-00.00.00.000000;;;;N;;;;;;;;;2026-02-25-00.00.00.000000;;12413;;;;;;;;N;N;;
28924;2;C;9;15;T;P;2026-02-25-00.00.00.000000;2026-02-25-00.00.00.000000;;;;C;0;28923;;;;RAQUINES;2026-02-25-10.36.54.000000;;;;;;2026-02-25-10.36.59.000000;S;;;;;15;;9036;6850;2186;T;0;25701;;24466,02;9387,99;;;;;;;;;;;;;;;;;;;;28923;28774;;;;;;;;;;;;;;0;2026-02-25-00.00.00.000000;;;;N;;;;;;;;;2026-02-25-00.00.00.000000;;21161;;;;;;;9036;N;N;;
28925;15;C;9;15;X;A;2026-02-25-00.00.00.000000;2026-02-25-00.00.00.000000;;;;C;0;;;;;RAQUINES;2026-02-25-10.36.54.000000;RAQUINES;2026-02-25-00.00.00.000000;;;JOBAUTOM;2026-03-05-17.28.41.000000;S;;;;;15;;;;;T;;25701;;;;;;;;;;;;;;;;;;;;;;;;28775;;;;;;;;;;;;;;;2026-02-25-00.00.00.000000;;;;N;;;;;;;;;2026-02-25-00.00.00.000000;;12413;;;;;;;;N;N;;
28926;3;C;9;15;T;P;2026-02-25-00.00.00.000000;2026-02-25-00.00.00.000000;;;;C;0;28925;;;;RAQUINES;2026-02-25-10.36.54.000000;;;;;;2026-02-25-10.37.01.000000;S;;;;;15;;15157;11585;3572;T;0;25701;;47079,32;14287,17;;;;;;;;;;;;;;;;;;;;28925;28776;;;;;;;;;;;;;;0;2026-02-25-00.00.00.000000;;;;N;;;;;;;;;2026-02-25-00.00.00.000000;;21161;;;;;;;15157;N;N;;
28927;15;C;9;15;X;A;2026-02-25-00.00.00.000000;2026-02-25-00.00.00.000000;;;;C;0;;;;;RAQUINES;2026-02-25-10.36.54.000000;RAQUINES;2026-02-25-00.00.00.000000;;;RAQUINES;2026-02-25-00.00.00.000000;S;;;;;15;;;;;T;;25701;;;;;;;;;;;;;;;;;;;;;;;;28777;;;;;;;;;;;;;;;2026-02-25-00.00.00.000000;;;;N;;;;;;;;;2026-02-25-00.00.00.000000;;12413;;;;;;;;N;N;;
28928;4;C;9;15;T;P;2026-02-25-00.00.00.000000;2026-02-25-00.00.00.000000;;;;C;0;28927;;;;RAQUINES;2026-02-25-10.36.54.000000;;;;;;2026-02-25-10.37.02.000000;S;;;;;15;;4908;1720;3188;T;0;25701;;13238,37;8406,54;;;;;;;;;;;;;;;;;;;;28927;28778;;;;;;;;;;;;;;0;2026-02-25-00.00.00.000000;;;;N;;;;;;;;;2026-02-25-00.00.00.000000;;21161;;;;;;;4908;N;N;;
28929;15;C;9;15;X;A;2026-02-25-00.00.00.000000;2026-02-25-00.00.00.000000;;;;C;0;;;;;RAQUINES;2026-02-25-10.36.54.000000;RAQUINES;2026-02-25-00.00.00.000000;;;RAQUINES;2026-02-25-00.00.00.000000;S;;;;;15;;;;;T;;25701;;;;;;;;;;;;;;;;;;;;;;;;28779;;;;;;;;;;;;;;;2026-02-25-00.00.00.000000;;;;N;;;;;;;;;2026-02-25-00.00.00.000000;;12413;;;;;;;;N;N;;
28930;5;C;9;15;T;P;2026-02-25-00.00.00.000000;2026-02-25-00.00.00.000000;;;;C;0;28929;;;;RAQUINES;2026-02-25-10.36.54.000000;;;;;;2026-02-25-10.37.03.000000;S;;;;;15;;4790;2440;2350;T;0;25701;;13234,24;7243,28;;;;;;;;;;;;;;;;;;;;28929;28780;;;;;;;;;;;;;;0;2026-02-25-00.00.00.000000;;;;N;;;;;;;;;2026-02-25-00.00.00.000000;;21160;;;;;;;4790;N;N;;
28931;15;C;9;15;X;A;2026-02-25-00.00.00.000000;2026-02-25-00.00.00.000000;;;;C;0;;;;;RAQUINES;2026-02-25-10.36.54.000000;RAQUINES;2026-02-25-00.00.00.000000;;;RAQUINES;2026-02-25-00.00.00.000000;S;;;;;15;;;;;T;;25701;;;;;;;;;;;;;;;;;;;;;;;;28781;;;;;;;;;;;;;;;2026-02-25-00.00.00.000000;;;;N;;;;;;;;;2026-02-25-00.00.00.000000;;12413;;;;;;;;N;N;;
28932;6;C;9;15;T;P;2026-02-25-00.00.00.000000;2026-02-25-00.00.00.000000;;;;C;0;28931;;;;RAQUINES;2026-02-25-10.36.54.000000;;;;;;2026-02-25-10.37.05.000000;S;;;;;15;;10570;3416;7154;T;0;25701;;34176,99;19641,43;14535,56;;;;;;;;;;;;;;;;;;;28931;28782;;;;;;;;;;;;;;0;2026-02-25-00.00.00.000000;;;;N;;;;;;;;;2026-02-25-00.00.00.000000;;19060;;;;;;;10570;N;N;;
28933;15;C;9;15;X;A;2026-02-25-00.00.00.000000;2026-02-25-00.00.00.000000;;;;C;0;;;;;RAQUINES;2026-02-25-10.36.54.000000;RAQUINES;2026-02-25-00.00.00.000000;;;RAQUINES;2026-02-25-00.00.00.000000;S;;;;;15;;;;;T;;25701;;;;;;;;;;;;;;;;;;;;;;;;28783;;;;;;;;;;;;;;;2026-02-25-00.00.00.000000;;;;N;;;;;;;;;2026-02-25-00.00.00.000000;;12413;;;;;;;;N;N;;
28934;7;C;9;15;T;P;2026-02-25-00.00.00.000000;2026-02-25-00.00.00.000000;;;;C;0;28933;;;;RAQUINES;2026-02-25-10.36.54.000000;;;;;;2026-02-25-10.37.06.000000;S;;;;;15;;5316;2586;2730;T;0;25701;;14952,59;8520,69;;;;;;;;;;;;;;;;;;;;28933;28784;;;;;;;;;;;;;;0;2026-02-25-00.00.00.000000;;;;N;;;;;;;;;2026-02-25-00.00.00.000000;;21161;;;;;;;5316;N;N;;
28935;15;C;9;15;X;A;2026-02-25-00.00.00.000000;2026-02-25-00.00.00.000000;;;;C;0;;;;;RAQUINES;2026-02-25-10.36.54.000000;RAQUINES;2026-02-25-00.00.00.000000;;;RAQUINES;2026-02-25-00.00.00.000000;S;;;;;15;;;;;T;;25701;;;;;;;;;;;;;;;;;;;;;;;;28785;;;;;;;;;;;;;;;2026-02-25-00.00.00.000000;;;;N;;;;;;;;;2026-02-25-00.00.00.000000;;12413;;;;;;;;N;N;;
28936;8;C;9;15;T;P;2026-02-25-00.00.00.000000;2026-02-25-00.00.00.000000;;;;C;0;28935;;;;RAQUINES;2026-02-25-10.36.54.000000;;;;;;2026-02-25-10.37.08.000000;S;;;;;15;;4204;1354;2850;T;0;25701;;11810,92;6995,82;114,8;;;;;;;;;;;;;;;;;;;28935;28786;;;;;;;;;;;;;;0;2026-02-25-00.00.00.000000;;;;N;;;;;;;;;2026-02-25-00.00.00.000000;;15119;;;;;;;4204;N;N;;
