SEQFAMILIA;SEQMARCA;FAMILIA;PESAVEL;INDISENTOPIS;INDICEFORMBASEIPI;ALIQUOTAIPI;PMTDECIMAL;PMTMULTIPLICACAO;INDVASILHAME;SEQVASILHAME;ARQUIVOFIGURA;DTAHORINCLUSAO;USUARIOINCLUSAO;DTAHORALTERACAO;USUARIOALTERACAO;INDREPLICACAO;INDGEROUREPLICACAO;INDCALCIPISAIDA;PERBASEIPI;PERISENTOIPI;PEROUTROIPI;PERALIQUOTAIPI;VLRIPIPAUTA;INDTRIBPISCOFINS;INDCONTROLEVDA;INDGENERICO;INDPRECOMONITORADO;INDSTPISCOFINS;INDUSALOTEESTOQUE;INDISENTODEBPISCOFINS;INDCONFAZ;INDALIQZPISCOFINS;INDPERMCONVENIO;OBSEMERGENCIAL;CODTIPI;INDCOMPLVLRIMP;INDMONOPISCOFINS;TIPORECEITA;CODSERVICO;INDDIGCHECKOUT;CODSEFAZCOMBLUB;INDEXIGLICENCA;CODNBMSH;COMPCESTABASICA;PAPELIMUNE;INDUSAFIGURA;INDSIMILAR;INDRECEITA;INDRECEITACOR;SEQFAMILIATMP;SITUACAONFPIS;SITUACAONFCOFINS;INDISENTOSUFRAMA;PERBASEPIS;PERBASECOFINS;INDINCONSISTANVISA;NROBASEEXPORTACAO;NROEMPRESAABASTEC;ATUALIZNCMIPI;INDMEDICAMENTO;INDETICO;ALIQPADRAOICMS;CODNATREC;SITUACAONFPISSAI;SITUACAONFCOFINSSAI;INDISENTOTSA;SEQNATREC;INDACEITAVENDAFRAC;SEQCERTIFICADO;TEXTONFCOMPLEMCERTIF;ATUALIZANCMIMPIMPORT;PERIMPOSTOIMPORT;PERREDIMPOSTOIMPORT;PERREDBASEIPIENT;INDMEDCONTROLADO;LISTAMEDCONTROLADO;CODMEDCONTROLADO;SUBITEMCODSERVICO;INDBEBIDAALCOOLICA;CODISENTAGIARS;CODOUTRASGIARS;SEQINFCONSERVDOMEST;INDETIQUETAANTIFURTO;SITPISCOFINSSIMPLES;INDEXIGEREQUISICAO;SITUACAONFIPI;SITUACAONFIPISAI;NRODIAGARANTIA;INDTIPORECEITA;INDANTIMICROBIANO;DTAHORALTERACARGAPDV;INDUSOPROLONGADO;UNIDADEMEDIDAMED;INDFARMACIAPOPULAR;ALIQPADRAOICMSPROTEGE;INDESCRITOUTROSEI;QTDPARCELAETIQUETA;NRODIASGARANTIAFAB;TIPOMODALGARANTIA;CODPRODDACAL;CODNVE;DTAHORINCLUSAOMSGCONT;USUARIOINCLUSAOMSGCONT;LEITURAMSGCONT;SEQTIPOFAMILIA;SEQMARCAFAMILIA;SEQCOMPLEMENTOFAMILIA;SEQGRAMATURAFAMILIA;INDPERMSUSPPISCOFINS;INDEXIGELOTE;CLASSEENQUADRAMENTOIPI;CODIGOSELOIPI;CODIGOENQUADRAMENTOIPI;GIARSTIPO;GIARSCODIGO;GIARSESPECIFICACAO;LITROSTABIPIPISCOFINS;CODGIACREDITOPRESUMIDO;CODGIATRANSFERENCIA;CODGIARECEBIMENTO;CODGIAOUTROSCREDITOS;CODGIAOUTROSDEBITOS;QTDMAXTRANSFLOCAL;CODCEST;PERCADICPRECOSETOR;EXIGEDTAVENCCONF;INDFAMTIPOEMBALAGEM;NROCODDCB;DESCDCB;APRESENTCONC;CHECAPESO;INDCADASTROATIVO;CODNBMSHAPROVACAO;INDENVIAQTDMAXTRANSPNFE;QTDMAXPERMNFE;CODISENTAGIARSINTEREST;CODOUTRASGIARSINTEREST;TIPOCALCTCIF;PERREDTCIF;VLRLIMTCIF;INDIMEI;INDEMITERELCALCIPIEQUIPIND;NROSERVREINF;DESCENCARTE;TIPOEVENTO;TIPOREPASSE;DESCRICAORECURSO;INDMATERIALAPOIO;SITUACAONFPISAUX;SITUACAONFCOFINSAUX;SITUACAONFIPIAUX;ALIQUOTAIPIAUX;CODCESTAUX;CODNATRECAUX;DTAALTERAIMPOSTOFAM;PERTRIBUTADOINT;SITUACAONFPISSAIAUX;SITUACAONFCOFINSSAIAUX;SITUACAONFIPISAIAUX;SEQNATRECAUX;CODNBMSHAUX;OBSENCARTE;INDALTERAIMPOSTO;INDEXIGEMAPA;SEQFAMILIAIMPORTACAOERP;INDUSAPESODRENADO;INDPERMITELERPESOPDV;TIPOCADASTRO;CODTIPMERCADORIA;INDDEDUZICMSDESONERADO;NROBASEEXPORTACAOERP;INDCONFIGTRIBUFDEVFORN;CODDIRBI
11889;312;CAP NESCAFE NESPRESSO INDIA C 10;N;N;100;0;N;S;N;;;;;2025-12-23-11.42.17.000000;GADELE;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;09012100;;;;N;N;;24627;73;73;;;;;5411347;;S;;;;123;06;06;N;293;;;;;;;;;;;;;;;;N;;;;;;;;2025-12-18-08.44.17.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1709604;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
11890;312;CAP NESCAFE NESPRESSO MEXICO C 10;N;N;100;0;N;S;N;;;;;2025-12-23-11.42.17.000000;GADELE;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;09012100;;;;N;N;;24628;73;73;;;;;5411347;;S;;;;123;06;06;N;293;;;;;;;;;;;;;;;;N;;;;;;;;2025-12-18-08.44.45.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1709604;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
11899;;CAPA CHUVA ADUL;N;N;100;9,75;N;S;N;;;;;2025-07-22-11.21.19.000000;DAVIDS.ETC;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;39269090;;;;N;N;;24637;50;50;;;;;5411347;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.20.22.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
11914;;CAR BOVINA ODERICH 320G;N;N;100;0;N;S;N;;;;;2026-01-10-09.04.55.000000;IGORNAT;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;16025000;;;;N;N;;24652;50;50;;;;;5411347;;N;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.19.52.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1707906;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
11916;;CARGA GILLETTE MACH3 CARBONO C 4;N;N;100;7,8;N;S;N;;;;;2026-01-09-09.31.04.000000;JOB_ETCCOM;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;82122010;;;;N;N;;24654;50;50;;;;;5614195;;S;;;;;01;01;N;;;;;;;;;;;;;;;420;;N;;;;;;;;2026-01-09-09.18.57.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2006400;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
11917;;CARGA GILLETTE MACH3 REGULAR C/4;N;N;100;7,8;N;S;N;;;;;2025-09-03-08.06.20.000000;JOB_ETCCOM;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;82122010;;;;N;N;;24655;50;50;;;;;5614195;;S;;;;;01;01;N;;;;;;;;;;;;;;;420;;N;;;;;;;;2025-06-19-22.19.52.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2006400;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
11919;;CARR MILITAR C/MOTOR A FRICCAO PL;N;N;100;6,5;N;S;N;;;;;2025-08-07-16.20.04.000000;GADELE;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;95030099;;;;N;N;;24657;50;50;;;;;5411347;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.19.52.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
8065;1489;FOLHADO SPECIATTA ABACAXI KG;S;N;100;0;S;S;N;;;;;2026-02-12-08.48.26.000000;JOAODI;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;19022000;;;;N;N;;20853;73;73;;;;;5594727;;N;;;;119;06;06;N;289;;;;;;;;;;;;;;;;N;;;;;;;;2026-02-04-09.11.07.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1704802;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;M;;;0;;
8066;1489;FOLHADO SPECIATTA MINI SALSICHA KG;S;N;100;0;S;S;N;;;;;2026-02-16-15.41.06.000000;JORSALDA;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;19022000;;;;N;N;;20854;73;73;;;;;5594729;;N;;;;119;06;06;N;289;;;;;;;;;;;;;;;;N;;;;;;;;2026-02-02-15.28.58.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1704802;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;M;;;0;;
8067;1435;FOLHADO SALSICHA DINDA;S;N;100;0;S;S;N;;;;;2025-09-26-14.07.04.000000;GADELE;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;19022000;;;;N;N;;20855;73;73;;;;;5411347;;S;;;;119;06;06;N;289;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-11-11.03.05.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1704802;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
8068;719;FRALDINHA FRIBOI BOV CONG;S;N;100;0;S;S;N;;;;;2026-04-06-15.51.59.000000;JOB_ETCCOM;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;02023000;;;;N;N;;20856;73;73;;;;;5614195;;S;;;;121;06;06;N;291;;;;;;;;;;;;;;403;;N;;;;;;;;2025-06-11-11.02.51.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1708400;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
8069;719;FRALDINHA FRIBOI PORC VACUO RESF KG;S;N;100;0;S;S;N;;;;;2026-04-16-09.12.55.000000;JOB_ETCCOM;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;02013000;;;;N;N;;20857;73;73;;;;;5614195;;N;;;;121;06;06;N;291;;;;;;;;;;;;;;403;;N;;;;;;;;2026-04-16-09.12.56.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1708400;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;M;;;0;;
8070;1459;FRALDINHA MATURATTA VACUO;S;N;100;0;S;S;N;;;;;2025-09-03-07.41.09.000000;JOB_ETCCOM;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;02013000;;;;N;N;;20858;73;73;;;;;5614195;;S;;;;121;06;06;N;291;;;;;;;;;;;;;;403;;N;;;;;;;;2025-06-11-11.02.51.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1708400;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
8073;993;FGO SEARA CAIPIRA CONG;S;N;100;0;S;S;N;;;;;2026-02-04-16.48.26.000000;JOB_ETCCOM;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;02071220;;;;N;N;;20861;73;73;;;;;5614195;;S;;;;121;06;06;N;291;;;;;;;;;;;;;;447;;N;;;;;;;;2025-11-26-08.51.21.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1708700;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
8074;359;FRUTAS CRIST UNIAGRO KG;S;N;100;0;S;S;N;;;;;2026-04-09-15.15.37.000000;IGORNAT;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;20060000;;;;N;N;;20862;50;50;;;;;5411347;;N;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2026-01-16-14.46.40.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1709300;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;M;;;0;;
8075;993;GALETO SEARA CONG;S;N;100;0;S;S;N;;;;;2026-06-02-16.08.27.000000;JOB_ETCCOM;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;02071220;;;;N;N;;20863;73;73;;;;;5614195;;N;;;;121;06;06;N;291;;;;;;;;;;;;;;447;;N;N;;;;;;;2025-06-11-11.03.01.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1708700;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;M;;;0;;
8079;2;GRAVIOLA;S;N;100;0;S;S;N;;;;;2026-02-25-11.01.40.000000;JOB_ETCCOM;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;08109090;;;;N;N;;20867;73;73;;;;;5614195;;S;;;;116;06;06;N;168;;;;;;;;;;;;;18;;;N;N;;;;;;;2025-06-11-11.03.05.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;M;;;0;;
8080;2;GRUMATA CONG 1KG;S;N;100;0;S;S;N;;;;;2025-09-24-07.40.35.000000;JOB_ETCCOM;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;03044990;;;;N;N;;20868;73;73;;;;;5614195;;S;;;;122;06;06;N;292;;;;;;;;;;;;;601;;;N;;;;;;;;2025-06-11-11.03.05.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
8085;1469;INATIVAR INGRED PAELLA OPERGEL 400G;N;N;100;0;N;S;N;;;;;2025-09-24-07.40.37.000000;GADELE;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;03074900;;;;N;N;;20873;70;70;;;;;5411347;;S;;;;;49;49;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-09-18-16.19.03.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
8086;2;INHAME;S;N;100;0;S;S;N;;;;;2026-02-16-15.05.26.000000;JOB_ETCCOM;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;07143000;;;;N;N;;20874;73;73;;;;;5614195;;S;;;;116;06;06;N;168;;;;;;;;;;;;;18;;;N;;;;;;;;2025-06-11-11.02.50.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
8087;2;INHAME BDJ;S;N;100;0;S;S;N;;;;;2025-10-30-17.28.22.000000;JOB_ETCCOM;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;07143000;;;;N;N;;20875;73;73;;;;;5614195;;S;;;;116;06;06;N;168;;;;;;;;;;;;;18;;;N;;;;;;;;2025-06-11-11.03.06.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
8088;2;INHAME BDJ 400G;N;N;100;0;N;S;N;;;;;2025-09-19-13.48.41.000000;JOB_ETCCOM;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;07143000;;;;N;N;;20876;73;73;;;;;5614195;;S;;;;116;06;06;N;168;;;;;;;;;;;;;18;;;N;;;;;;;;2025-06-11-11.03.06.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
8090;2;JABUTICABA;S;N;100;0;S;S;N;;;;;2025-09-19-13.48.42.000000;JOB_ETCCOM;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;08109090;;;;N;N;;20878;73;73;;;;;5614195;;S;;;;116;06;06;N;168;;;;;;;;;;;;;18;;;N;;;;;;;;2025-06-11-11.02.59.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
8091;2;JACA;S;N;100;0;S;S;N;;;;;2026-02-25-11.02.46.000000;JOB_ETCCOM;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;08109013;;;;N;N;;20879;73;73;;;;;5614195;;S;;;;116;06;06;N;168;;;;;;;;;;;;;18;;;N;N;;;;;;;2025-06-11-11.03.06.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;N;;;;;;;;;;;;;;;;;;;;M;;;0;;
8094;2;KINKAN;S;N;100;0;S;S;N;;;;;2025-09-19-13.48.44.000000;JOB_ETCCOM;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;08059000;;;;N;N;;20882;73;73;;;;;5614195;;S;;;;116;06;06;N;168;;;;;;;;;;;;;18;;;N;;;;;;;;2025-06-11-11.03.06.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
8095;2;KIT CACTUS PT 06;N;N;100;0;N;S;N;;;;;2025-07-21-15.38.05.000000;JOB_ETCCOM;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;06012000;;;;N;N;;20883;50;50;;;;;5614195;;S;;;;;01;01;N;;;;;;;;;;;;;;17;;;N;;;;;;;;2025-06-11-11.03.06.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
8096;2;KIT SOPA;S;N;100;0;S;S;N;;;;;2026-06-09-15.05.18.000000;JOB_ETCCOM;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;07099990;;;;N;N;;20884;73;73;;;;;5614195;;S;;;;116;06;06;N;168;;;;;;;;;;;;;18;;;N;;;;;;;;2025-06-11-11.02.51.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
8100;2;KIWI IMPORTADO 600G;N;N;100;0;N;S;N;;;;;2025-09-03-07.41.18.000000;JOB_ETCCOM;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;08105000;;;;N;N;;20888;73;73;;;;;5614195;;S;;;;116;06;06;N;168;;;;;;;;;;;;;18;;;N;;;;;;;;2025-06-11-11.02.51.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
8167;382;LING MISTA STA CLARA DEF KG;S;N;100;0;S;S;N;;;;;2026-02-12-18.17.50.000000;DEIZABEL;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;16010000;;;;N;N;;20955;50;50;;;;;5590279;;N;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-10-24-08.34.03.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1707700;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;M;;;0;;
8169;1491;LING MISTA STO ANTONIO C AZEITON;S;N;100;0;S;S;N;;;;;2025-07-21-15.42.47.000000;DAVIDS.ETC;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;16010000;;;;N;N;;20957;50;50;;;;;5411347;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-11-11.03.00.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1707700;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
8171;1491;LING MISTA STO ANTONIO C PIMENTA;S;N;100;0;S;S;N;;;;;2025-07-21-15.42.47.000000;DAVIDS.ETC;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;16010000;;;;N;N;;20959;50;50;;;;;5411347;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-11-11.02.55.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1707700;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
8172;1491;LING MISTA STO ANTONIO C QJO PRO;S;N;100;0;S;S;N;;;;;2025-07-21-15.42.47.000000;DAVIDS.ETC;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;16010000;;;;N;N;;20960;50;50;;;;;5411347;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-11-11.03.03.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1707700;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
11683;;CANETA CRISTAL FINA C 3 AZ BIC;N;N;100;20;N;S;N;;;;;2026-07-14-16.02.30.000000;CVELOSO;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;96081000;;;;N;N;;24421;50;50;;;;;5538913;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2026-06-22-15.51.20.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1902700;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
11684;;CAN CROPAC 205X5MM C/100;N;N;100;3,25;N;S;N;;;;;2025-09-15-07.51.14.000000;GADELE;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;39173229;;;;N;N;;24422;50;50;;;;;5411347;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.19.57.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
11686;;CAN CROPAC VIT 245X5MM C/100;N;N;100;3,25;N;S;N;;;;;2025-09-15-07.51.16.000000;GADELE;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;39173229;;;;N;N;;24424;50;50;;;;;5411347;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.20.09.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
11687;;CAN DECORADA SPIDEY 360ML;N;N;100;6,5;N;S;N;;;;;2025-08-12-09.38.22.000000;GADELE;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;39241000;;;;N;N;;24425;50;50;;;;;5411347;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.20.48.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1400600;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
11688;;CAN DECORADA STITCH 360ML;N;N;100;6,5;N;S;N;;;;;2025-08-12-09.38.24.000000;GADELE;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;39241000;;;;N;N;;24426;50;50;;;;;5411347;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.20.48.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1400600;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
11690;;CAN DIVERT GREMIO KIDS 360ML;N;N;100;6,5;N;S;N;;;;;2025-08-12-09.38.29.000000;GADELE;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;39241000;;;;N;N;;24428;50;50;;;;;5411347;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.20.01.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1400600;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
11691;;CAN DIVERT HOMEM-ARANHA 360ML;N;N;100;6,5;N;S;N;;;;;2025-08-12-09.38.31.000000;GADELE;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;39241000;;;;N;N;;24429;50;50;;;;;5411347;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.20.48.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1400600;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
11692;;CAN DIVERT INT KIDS 360ML-16312;N;N;100;6,5;N;S;N;;;;;2025-08-12-09.38.34.000000;GADELE;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;39241000;;;;N;N;;24430;50;50;;;;;5411347;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.20.24.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1400600;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
11693;;CAN DIVERT MICKEY 360ML;N;N;100;6,5;N;S;N;;;;;2025-08-12-09.38.36.000000;GADELE;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;39241000;;;;N;N;;24431;50;50;;;;;5411347;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.20.48.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1400600;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
11694;;CAN DIVERT MINNIE 360ML;N;N;100;6,5;N;S;N;;;;;2025-08-12-09.38.39.000000;GADELE;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;39241000;;;;N;N;;24432;50;50;;;;;5411347;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.20.12.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1400600;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
11696;;CAN DIVERT SPIDEY 360ML;N;N;100;6,5;N;S;N;;;;;2025-08-12-09.38.44.000000;GADELE;;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;39241000;;;;N;N;;24434;50;50;;;;;5411347;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2025-06-19-22.20.23.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1400600;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
11699;;CANETA ESF WOW 0 7 COLOR BCO;N;N;100;20;N;S;N;;;;;2026-06-22-16.02.44.000000;PAMLEI;S;;;;;;;;I;;;;;;;;;;;;;;1;;S;;;96081000;;;;N;N;;24437;50;50;;;;;5504841;;S;;;;;01;01;N;;;;;;;;;;;;;;;;;N;;;;;;;;2026-06-22-15.58.51.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1902700;;;;;;;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;0;;
