CODACESSONUM;CGCFORNEC;TIPCODIGO;SEQFAMILIA;QTDEMBALAGEM;SEQPRODUTO;INDUTILVENDA;INDREPLICACAO;INDGEROUREPLICACAO;CODACESSO;INDUTILWMS;INDPREFEDI;INDEANTRIBNFE;DTAHORALTERACARGAPDV;USUARIOALTERACAO;DTAINIUTILCODTRANS;DTAFINALUTILCODTRANS;INDUTILNFE;INDABCPREFERENCIAL;INDGTINFABPROPRIA;MULTEQPEMB;MULTEQPEMBALAGEM;DATAHORAALTERACAO;NROBASEEXPORTACAOERP;CGCFORNEC_BKP
1022087;0;I;19180;1;25534;N;;;1022087;N;N;;2025-06-20-11.21.15.000000;;;;S;;;;;2025-06-20-11.21.15.000000;;0
7891095010677;0;E;19287;1;25591;S;;;7891095010677;S;N;;2025-06-21-23.51.29.000000;;;;S;;;;;2025-06-21-23.51.29.000000;;0
5380;0;I;19280;1;25582;N;;;0005380;N;N;;2025-06-21-23.51.29.000000;;;;S;;;;;2025-06-21-23.51.29.000000;;0
7896221203510;0;E;19280;1;25582;S;;;7896221203510;S;N;;2025-06-21-23.51.29.000000;;;;S;;;;;2025-06-21-23.51.29.000000;;0
1004948;0;I;19281;1;25583;N;;;1004948;N;N;;2025-06-21-23.51.29.000000;;;;S;;;;;2025-06-21-23.51.29.000000;;0
7891095911080;0;E;19281;1;25583;S;;;7891095911080;S;N;;2025-06-21-23.51.29.000000;;;;S;;;;;2025-06-21-23.51.29.000000;;0
54971;0;I;19283;1;25585;N;;;0054971;N;N;;2025-06-21-23.51.30.000000;;;;S;;;;;2025-06-21-23.51.30.000000;;0
7891000049037;0;E;19283;1;25585;S;;;7891000049037;S;N;;2025-06-21-23.51.30.000000;;;;S;;;;;2025-06-21-23.51.30.000000;;0
9980914;0;I;19282;1;25584;N;;;9980914;N;N;;2025-06-21-23.51.30.000000;;;;S;;;;;2025-06-21-23.51.30.000000;;0
7891000049235;0;E;19282;1;25584;S;;;7891000049235;S;N;;2025-06-21-23.51.30.000000;;;;S;;;;;2025-06-21-23.51.30.000000;;0
90497;0;I;19284;1;25586;N;;;0090497;N;N;;2025-06-21-23.51.30.000000;;;;S;;;;;2025-06-21-23.51.30.000000;;0
7891000049143;0;E;19284;1;25586;S;;;7891000049143;S;N;;2025-06-21-23.51.30.000000;;;;S;;;;;2025-06-21-23.51.30.000000;;0
9917354;0;I;19287;1;25590;N;;;9917354;N;N;;2025-06-21-23.51.30.000000;;;;S;;;;;2025-06-21-23.51.30.000000;;0
7891095010684;0;E;19287;1;25590;S;;;7891095010684;S;N;;2025-06-21-23.51.30.000000;;;;S;;;;;2025-06-21-23.51.30.000000;;0
9917453;0;I;19287;1;25589;N;;;9917453;N;N;;2025-06-21-23.51.30.000000;;;;S;;;;;2025-06-21-23.51.30.000000;;0
7891095010738;0;E;19287;1;25589;S;;;7891095010738;S;N;;2025-06-21-23.51.30.000000;;;;S;;;;;2025-06-21-23.51.30.000000;;0
51446;0;I;19293;1;25597;N;;;0051446;N;N;;2025-06-21-23.51.30.000000;;;;S;;;;;2025-06-21-23.51.30.000000;;0
7898937560826;0;E;19293;1;25597;S;;;7898937560826;S;N;;2025-06-21-23.51.30.000000;;;;S;;;;;2025-06-21-23.51.30.000000;;0
3773;0;I;19288;1;25592;N;;;0003773;N;N;;2025-06-21-23.51.30.000000;;;;S;;;;;2025-06-21-23.51.30.000000;;0
7893500033592;0;E;19288;1;25592;S;;;7893500033592;S;N;;2025-06-21-23.51.30.000000;;;;S;;;;;2025-06-21-23.51.30.000000;;0
51521;0;I;19291;1;25595;N;;;0051521;N;N;;2025-06-21-23.51.30.000000;;;;S;;;;;2025-06-21-23.51.30.000000;;0
7898514760090;0;E;19291;1;25595;S;;;7898514760090;S;N;;2025-06-21-23.51.30.000000;;;;S;;;;;2025-06-21-23.51.30.000000;;0
158664;0;I;19294;1;25598;N;;;0158664;N;N;;2025-06-21-23.51.30.000000;;;;S;;;;;2025-06-21-23.51.30.000000;;0
7898943583789;0;E;19294;1;25598;S;;;7898943583789;S;N;;2025-06-21-23.51.30.000000;;;;S;;;;;2025-06-21-23.51.30.000000;;0
51538;0;I;19292;1;25596;N;;;0051538;N;N;;2025-06-21-23.51.31.000000;;;;S;;;;;2025-06-21-23.51.31.000000;;0
7898514760137;0;E;19292;1;25596;S;;;7898514760137;S;N;;2025-06-21-23.51.31.000000;;;;S;;;;;2025-06-21-23.51.31.000000;;0
11547;0;I;19289;1;25593;N;;;0011547;N;N;;2025-06-21-23.51.31.000000;;;;S;;;;;2025-06-21-23.51.31.000000;;0
7896013501831;0;E;19289;1;25593;S;;;7896013501831;S;N;;2025-06-21-23.51.31.000000;;;;S;;;;;2025-06-21-23.51.31.000000;;0
3305102;0;I;19296;1;25600;N;;;3305102;N;N;;2025-06-21-23.51.31.000000;;;;S;;;;;2025-06-21-23.51.31.000000;;0
7898544640829;0;E;19296;1;25600;S;;;7898544640829;S;N;;2025-06-21-23.51.31.000000;;;;S;;;;;2025-06-21-23.51.31.000000;;0
117371;0;I;19297;1;25601;N;;;0117371;N;N;;2025-06-21-23.51.31.000000;;;;S;;;;;2025-06-21-23.51.31.000000;;0
7898514760076;0;E;19297;1;25601;S;;;7898514760076;S;N;;2025-06-21-23.51.31.000000;;;;S;;;;;2025-06-21-23.51.31.000000;;0
12217;0;I;19290;1;25594;N;;;0012217;N;N;;2025-06-21-23.51.31.000000;;;;S;;;;;2025-06-21-23.51.31.000000;;0
7896013505471;0;E;19290;1;25594;S;;;7896013505471;S;N;;2025-06-21-23.51.31.000000;;;;S;;;;;2025-06-21-23.51.31.000000;;0
158671;0;I;19295;1;25599;N;;;0158671;N;N;;2025-06-21-23.51.31.000000;;;;S;;;;;2025-06-21-23.51.31.000000;;0
7898943583796;0;E;19295;1;25599;S;;;7898943583796;S;N;;2025-06-21-23.51.31.000000;;;;S;;;;;2025-06-21-23.51.31.000000;;0
1701684;0;I;19301;1;25604;N;;;1701684;N;N;;2025-06-21-23.51.31.000000;;;;S;;;;;2025-06-21-23.51.31.000000;;0
7898302000858;0;E;19301;1;25604;S;;;7898302000858;S;N;;2025-06-21-23.51.31.000000;;;;S;;;;;2025-06-21-23.51.31.000000;;0
1701310;0;I;19302;1;25605;N;;;1701310;N;N;;2025-06-21-23.51.31.000000;;;;S;;;;;2025-06-21-23.51.31.000000;;0
7891150042124;0;E;19302;1;25605;S;;;7891150042124;S;N;;2025-06-21-23.51.31.000000;;;;S;;;;;2025-06-21-23.51.31.000000;;0
1700046;0;I;19305;1;25611;N;;;1700046;N;N;;2025-06-21-23.51.31.000000;;;;S;;;;;2025-06-21-23.51.31.000000;;0
7891150027558;0;E;19305;1;25611;S;;;7891150027558;S;N;;2025-06-21-23.51.31.000000;;;;S;;;;;2025-06-21-23.51.31.000000;;0
1700860;0;I;19299;1;25602;N;;;1700860;N;N;;2025-06-21-23.51.32.000000;;;;S;;;;;2025-06-21-23.51.32.000000;;0
7896724504855;0;E;19299;1;25602;S;;;7896724504855;S;N;;2025-06-21-23.51.32.000000;;;;S;;;;;2025-06-21-23.51.32.000000;;0
1015619;0;I;19304;1;25607;N;;;1015619;N;N;;2025-06-21-23.51.32.000000;;;;S;;;;;2025-06-21-23.51.32.000000;;0
7891150094093;0;E;19304;1;25607;S;;;7891150094093;S;N;;2025-06-21-23.51.32.000000;;;;S;;;;;2025-06-21-23.51.32.000000;;0
1700859;0;I;19300;1;25603;N;;;1700859;N;N;;2025-06-21-23.51.32.000000;;;;S;;;;;2025-06-21-23.51.32.000000;;0
34012;0;E;19300;1;25603;S;;;0000000034012;S;N;;2025-06-21-23.51.32.000000;;;;S;;;;;2025-06-21-23.51.32.000000;;0
9990708;0;I;19305;1;25608;N;;;9990708;N;N;;2025-06-21-23.51.32.000000;;;;S;;;;;2025-06-21-23.51.32.000000;;0
7891150003255;0;E;19305;1;25608;S;;;7891150003255;S;N;;2025-06-21-23.51.32.000000;;;;S;;;;;2025-06-21-23.51.32.000000;;0
51291;0;I;19303;1;25606;N;;;0051291;N;N;;2025-06-21-23.51.32.000000;;;;S;;;;;2025-06-21-23.51.32.000000;;0
7898422746285;0;E;19303;1;25606;S;;;7898422746285;S;N;;2025-06-21-23.51.32.000000;;;;S;;;;;2025-06-21-23.51.32.000000;;0
1700091;0;I;19305;1;25609;N;;;1700091;N;N;;2025-06-21-23.51.32.000000;;;;S;;;;;2025-06-21-23.51.32.000000;;0
7891150028876;0;E;19305;1;25609;S;;;7891150028876;S;N;;2025-06-21-23.51.32.000000;;;;S;;;;;2025-06-21-23.51.32.000000;;0
9924321;0;I;19305;1;25610;N;;;9924321;N;N;;2025-06-21-23.51.32.000000;;;;S;;;;;2025-06-21-23.51.32.000000;;0
7898422753405;0;E;19305;1;25610;S;;;7898422753405;S;N;;2025-06-21-23.51.32.000000;;;;S;;;;;2025-06-21-23.51.32.000000;;0
9973374;0;I;19305;1;25613;N;;;9973374;N;N;;2025-06-21-23.51.32.000000;;;;S;;;;;2025-06-21-23.51.32.000000;;0
7891150000995;0;E;19305;1;25613;S;;;7891150000995;S;N;;2025-06-21-23.51.32.000000;;;;S;;;;;2025-06-21-23.51.32.000000;;0
36726;0;I;19307;1;25615;N;;;0036726;N;N;;2025-06-21-23.51.32.000000;;;;S;;;;;2025-06-21-23.51.32.000000;;0
7891150001602;0;E;19307;1;25615;S;;;7891150001602;S;N;;2025-06-21-23.51.32.000000;;;;S;;;;;2025-06-21-23.51.32.000000;;0
36719;0;I;19307;1;25616;N;;;0036719;N;N;;2025-06-21-23.51.33.000000;;;;S;;;;;2025-06-21-23.51.33.000000;;0
3125680;0;I;19225;1;25542;N;;;3125680;N;N;;2025-06-21-23.51.25.000000;;;;S;;;;;2025-06-21-23.51.25.000000;;0
7899527129409;0;E;19225;1;25542;S;;;7899527129409;S;N;;2025-06-21-23.51.25.000000;;;;S;;;;;2025-06-21-23.51.25.000000;;0
7891010502195;0;E;19226;1;25543;S;;;7891010502195;S;N;;2025-06-21-23.51.25.000000;;;;S;;;;;2025-06-21-23.51.25.000000;;0
84720;0;I;19226;1;25543;N;;;0084720;N;N;;2025-06-21-23.51.25.000000;;;;S;;;;;2025-06-21-23.51.25.000000;;0
9943599;0;I;19227;1;25544;N;;;9943599;N;N;;2025-06-21-23.51.25.000000;;;;S;;;;;2025-06-21-23.51.25.000000;;0
7891010814434;0;E;19227;1;25544;S;;;7891010814434;S;N;;2025-06-21-23.51.25.000000;;;;S;;;;;2025-06-21-23.51.25.000000;;0
7891010785567;0;E;19228;1;25545;S;;;7891010785567;S;N;;2025-06-21-23.51.25.000000;;;;S;;;;;2025-06-21-23.51.25.000000;;0
97840;0;I;19228;1;25545;N;;;0097840;N;N;;2025-06-21-23.51.25.000000;;;;S;;;;;2025-06-21-23.51.25.000000;;0
7891010030438;0;E;19234;1;25551;S;;;7891010030438;S;N;;2025-06-21-23.51.25.000000;;;;S;;;;;2025-06-21-23.51.25.000000;;0
101220;0;I;19234;1;25551;N;;;0101220;N;N;;2025-06-21-23.51.25.000000;;;;S;;;;;2025-06-21-23.51.25.000000;;0
7891010785550;0;E;19229;1;25546;S;;;7891010785550;S;N;;2025-06-21-23.51.25.000000;;;;S;;;;;2025-06-21-23.51.25.000000;;0
106184;0;I;19229;1;25546;N;;;0106184;N;N;;2025-06-21-23.51.25.000000;;;;S;;;;;2025-06-21-23.51.25.000000;;0
100989;0;I;19230;1;25547;N;;;0100989;N;N;;2025-06-21-23.51.25.000000;;;;S;;;;;2025-06-21-23.51.25.000000;;0
7898064034801;0;E;19230;1;25547;S;;;7898064034801;S;N;;2025-06-21-23.51.25.000000;;;;S;;;;;2025-06-21-23.51.25.000000;;0
53002;0;I;19231;1;25548;N;;;0053002;N;N;;2025-06-21-23.51.25.000000;;;;S;;;;;2025-06-21-23.51.25.000000;;0
7702425527157;0;E;19231;1;25548;S;;;7702425527157;S;N;;2025-06-21-23.51.25.000000;;;;S;;;;;2025-06-21-23.51.25.000000;;0
1614608;0;I;19232;1;25549;N;;;1614608;N;N;;2025-06-21-23.51.25.000000;;;;S;;;;;2025-06-21-23.51.25.000000;;0
7896104993910;0;E;19232;1;25549;S;;;7896104993910;S;N;;2025-06-21-23.51.25.000000;;;;S;;;;;2025-06-21-23.51.25.000000;;0
1616300;0;I;19233;1;25550;N;;;1616300;N;N;;2025-06-21-23.51.25.000000;;;;S;;;;;2025-06-21-23.51.25.000000;;0
7891010704780;0;E;19233;1;25550;S;;;7891010704780;S;N;;2025-06-21-23.51.25.000000;;;;S;;;;;2025-06-21-23.51.25.000000;;0
7891010924218;0;E;19236;1;25553;S;;;7891010924218;S;N;;2025-06-21-23.51.26.000000;;;;S;;;;;2025-06-21-23.51.26.000000;;0
103664;0;I;19236;1;25553;N;;;0103664;N;N;;2025-06-21-23.51.26.000000;;;;S;;;;;2025-06-21-23.51.26.000000;;0
11406;0;I;19235;1;25552;N;;;0011406;N;N;;2025-06-21-23.51.26.000000;;;;S;;;;;2025-06-21-23.51.26.000000;;0
7891010037352;0;E;19235;1;25552;S;;;7891010037352;S;N;;2025-06-21-23.51.26.000000;;;;S;;;;;2025-06-21-23.51.26.000000;;0
1017078;0;I;19238;1;25555;N;;;1017078;N;N;;2025-06-21-23.51.26.000000;;;;S;;;;;2025-06-21-23.51.26.000000;;0
7898125825010;0;E;19238;1;25555;S;;;7898125825010;S;N;;2025-06-21-23.51.26.000000;;;;S;;;;;2025-06-21-23.51.26.000000;;0
2600396;0;I;7367;1;25556;N;S;;2600396;N;N;;2026-05-06-10.47.15.000000;LUSENA;;;S;;;;;2026-05-06-10.47.15.000000;0;0
1017083;0;I;19237;1;25554;N;;;1017083;N;N;;2025-06-21-23.51.26.000000;;;;S;;;;;2025-06-21-23.51.26.000000;;0
7898125825164;0;E;19237;1;25554;S;;;7898125825164;S;N;;2025-06-21-23.51.26.000000;;;;S;;;;;2025-06-21-23.51.26.000000;;0
21777;0;E;19240;1;25557;S;;;0000000021777;S;N;;2025-06-21-23.51.26.000000;;;;S;;;;;2025-06-21-23.51.26.000000;;0
3308609;0;I;19240;1;25557;N;;;3308609;N;N;;2025-06-21-23.51.26.000000;;;;S;;;;;2025-06-21-23.51.26.000000;;0
1013287;0;I;19241;1;25559;N;;;1013287;N;N;;2025-06-21-23.51.26.000000;;;;S;;;;;2025-06-21-23.51.26.000000;;0
7896224803090;0;E;19241;1;25559;S;;;7896224803090;S;N;;2025-06-21-23.51.26.000000;;;;S;;;;;2025-06-21-23.51.26.000000;;0
21760;0;E;19240;1;25558;S;;;0000000021760;S;N;;2025-06-21-23.51.26.000000;;;;S;;;;;2025-06-21-23.51.26.000000;;0
3308661;0;I;19240;1;25558;N;;;3308661;N;N;;2025-06-21-23.51.26.000000;;;;S;;;;;2025-06-21-23.51.26.000000;;0
12317;0;E;19244;1;25560;S;;;0000000012317;S;N;;2025-06-21-23.51.27.000000;;;;S;;;;;2025-06-21-23.51.27.000000;;0
1009969;0;I;19244;1;25560;N;;;1009969;N;N;;2025-06-21-23.51.27.000000;;;;S;;;;;2025-06-21-23.51.27.000000;;0
1019792;0;I;19245;1;25561;N;;;1019792;N;N;;2025-06-21-23.51.27.000000;;;;S;;;;;2025-06-21-23.51.27.000000;;0
7896204357711;0;E;19245;1;25561;S;;;7896204357711;S;N;;2025-06-21-23.51.27.000000;;;;S;;;;;2025-06-21-23.51.27.000000;;0
45346;0;E;19246;1;25562;S;;;0000000045346;S;N;;2025-06-21-23.51.27.000000;;;;S;;;;;2025-06-21-23.51.27.000000;;0
1018974;0;I;19246;1;25562;N;;;1018974;N;N;;2025-06-21-23.51.27.000000;;;;S;;;;;2025-06-21-23.51.27.000000;;0
2767;0;I;19261;1;25569;N;;;0002767;N;N;;2025-06-21-23.51.27.000000;;;;S;;;;;2025-06-21-23.51.27.000000;;0
7896094910003;0;E;19261;1;25569;S;;;7896094910003;S;N;;2025-06-21-23.51.27.000000;;;;S;;;;;2025-06-21-23.51.27.000000;;0
45339;0;E;19249;1;25565;S;;;0000000045339;S;N;;2025-06-21-23.51.27.000000;;;;S;;;;;2025-06-21-23.51.27.000000;;0
1018973;0;I;19249;1;25565;N;;;1018973;N;N;;2025-06-21-23.51.27.000000;;;;S;;;;;2025-06-21-23.51.27.000000;;0
1000511;0;I;19248;1;25564;N;;;1000511;N;N;;2025-06-21-23.51.27.000000;;;;S;;;;;2025-06-21-23.51.27.000000;;0
7896109800039;0;E;19248;1;25564;S;;;7896109800039;S;N;;2025-06-21-23.51.27.000000;;;;S;;;;;2025-06-21-23.51.27.000000;;0
45322;0;E;19250;1;25566;S;;;0000000045322;S;N;;2025-06-21-23.51.27.000000;;;;S;;;;;2025-06-21-23.51.27.000000;;0
1018972;0;I;19250;1;25566;N;;;1018972;N;N;;2025-06-21-23.51.27.000000;;;;S;;;;;2025-06-21-23.51.27.000000;;0
1004957;0;I;19258;1;25568;N;;;1004957;N;N;;2025-06-21-23.51.27.000000;;;;S;;;;;2025-06-21-23.51.27.000000;;0
7896292000216;0;E;19258;1;25568;S;;;7896292000216;S;N;;2025-06-21-23.51.27.000000;;;;S;;;;;2025-06-21-23.51.27.000000;;0
92463;0;I;19255;1;25567;N;;;0092463;N;N;;2025-06-21-23.51.27.000000;;;;S;;;;;2025-06-21-23.51.27.000000;;0
7896001250710;0;E;19255;1;25567;S;;;7896001250710;S;N;;2025-06-21-23.51.27.000000;;;;S;;;;;2025-06-21-23.51.27.000000;;0
1001844;0;I;19263;1;25570;N;;;1001844;N;N;;2025-06-21-23.51.28.000000;;;;S;;;;;2025-06-21-23.51.28.000000;;0
7898395333710;0;E;19263;1;25570;S;;;7898395333710;S;N;;2025-06-21-23.51.28.000000;;;;S;;;;;2025-06-21-23.51.28.000000;;0
1012035;0;I;19247;1;25563;N;;;1012035;N;N;;2025-06-21-23.51.28.000000;;;;S;;;;;2025-06-21-23.51.28.000000;;0
7898994142317;0;E;19247;1;25563;S;;;7898994142317;S;N;;2025-06-21-23.51.28.000000;;;;S;;;;;2025-06-21-23.51.28.000000;;0
1015314;0;I;19264;1;25571;N;;;1015314;N;N;;2025-06-21-23.51.28.000000;;;;S;;;;;2025-06-21-23.51.28.000000;;0
7908076229970;0;E;19264;1;25571;S;;;7908076229970;S;N;;2025-06-21-23.51.28.000000;;;;S;;;;;2025-06-21-23.51.28.000000;;0
124119;0;I;19265;1;25572;N;;;0124119;N;N;;2025-06-21-23.51.28.000000;;;;S;;;;;2025-06-21-23.51.28.000000;;0
7898100193448;0;E;19265;1;25572;S;;;7898100193448;S;N;;2025-06-21-23.51.28.000000;;;;S;;;;;2025-06-21-23.51.28.000000;;0
1403287;0;I;19272;1;25575;N;;;1403287;N;N;;2025-06-21-23.51.28.000000;;;;S;;;;;2025-06-21-23.51.28.000000;;0
7896513077331;0;E;19272;1;25575;S;;;7896513077331;S;N;;2025-06-21-23.51.28.000000;;;;S;;;;;2025-06-21-23.51.28.000000;;0
1403378;0;I;19269;1;25573;N;;;1403378;N;N;;2025-06-21-23.51.28.000000;;;;S;;;;;2025-06-21-23.51.28.000000;;0
7894900522501;0;E;19269;1;25573;S;;;7894900522501;S;N;;2025-06-21-23.51.28.000000;;;;S;;;;;2025-06-21-23.51.28.000000;;0
1403289;0;I;19273;1;25576;N;;;1403289;N;N;;2025-06-21-23.51.28.000000;;;;S;;;;;2025-06-21-23.51.28.000000;;0
7896513078291;0;E;19273;1;25576;S;;;7896513078291;S;N;;2025-06-21-23.51.28.000000;;;;S;;;;;2025-06-21-23.51.28.000000;;0
2047300000000;0;E;19279;1;25581;S;;;2047300000000;S;N;;2025-06-21-23.51.28.000000;;;;S;;;;;2025-06-21-23.51.28.000000;;0
473;0;I;19279;1;25581;N;;;0000473;N;N;;2025-06-21-23.51.28.000000;;;;S;;;;;2025-06-21-23.51.28.000000;;0
7892840812737;0;E;19270;1;25574;S;;;7892840812737;S;N;;2025-06-21-23.51.28.000000;;;;S;;;;;2025-06-21-23.51.28.000000;;0
129626;0;I;19270;1;25574;N;;;0129626;N;N;;2025-06-21-23.51.28.000000;;;;S;;;;;2025-06-21-23.51.28.000000;;0
78904552;0;E;19275;1;25578;S;;;0000078904552;S;N;;2025-06-21-23.51.29.000000;;;;S;;;;;2025-06-21-23.51.29.000000;;0
2804;0;I;19275;1;25578;N;;;0002804;N;N;;2025-06-21-23.51.29.000000;;;;S;;;;;2025-06-21-23.51.29.000000;;0
14984;0;E;19274;1;25577;S;;;0000000014984;S;N;;2025-06-21-23.51.29.000000;;;;S;;;;;2025-06-21-23.51.29.000000;;0
1402846;0;I;19274;1;25577;N;;;1402846;N;N;;2025-06-21-23.51.29.000000;;;;S;;;;;2025-06-21-23.51.29.000000;;0
1004877;0;I;19276;1;25579;N;;;1004877;N;N;;2025-06-21-23.51.29.000000;;;;S;;;;;2025-06-21-23.51.29.000000;;0
37013;0;E;19276;1;25579;S;;;0000000037013;S;N;;2025-06-21-23.51.29.000000;;;;S;;;;;2025-06-21-23.51.29.000000;;0
1702998;0;I;19277;1;25580;N;;;1702998;N;N;;2025-06-21-23.51.29.000000;;;;S;;;;;2025-06-21-23.51.29.000000;;0
7896724506118;0;E;19277;1;25580;S;;;7896724506118;S;N;;2025-06-21-23.51.29.000000;;;;S;;;;;2025-06-21-23.51.29.000000;;0
90492;0;I;19285;1;25587;N;;;0090492;N;N;;2025-06-21-23.51.29.000000;;;;S;;;;;2025-06-21-23.51.29.000000;;0
7891000049167;0;E;19285;1;25587;S;;;7891000049167;S;N;;2025-06-21-23.51.29.000000;;;;S;;;;;2025-06-21-23.51.29.000000;;0
88619;0;I;19286;1;25588;N;;;0088619;N;N;;2025-06-21-23.51.29.000000;;;;S;;;;;2025-06-21-23.51.29.000000;;0
7891000077795;0;E;19286;1;25588;S;;;7891000077795;S;N;;2025-06-21-23.51.29.000000;;;;S;;;;;2025-06-21-23.51.29.000000;;0
9917347;0;I;19287;1;25591;N;;;9917347;N;N;;2025-06-21-23.51.29.000000;;;;S;;;;;2025-06-21-23.51.29.000000;;0
3127385;0;I;19058;1;25280;N;;;3127385;N;N;;2025-06-20-11.20.41.000000;;;;S;;;;;2025-06-20-11.20.41.000000;;0
7896901634443;0;E;19058;1;25299;S;;;7896901634443;S;N;;2025-06-20-11.20.41.000000;;;;S;;;;;2025-06-20-11.20.41.000000;;0
3127341;0;I;19058;1;25299;N;;;3127341;N;N;;2025-06-20-11.20.41.000000;;;;S;;;;;2025-06-20-11.20.41.000000;;0
7896901634689;0;E;19058;1;25319;S;;;7896901634689;S;N;;2025-06-20-11.20.41.000000;;;;S;;;;;2025-06-20-11.20.41.000000;;0
3127481;0;I;19058;1;25319;N;;;3127481;N;N;;2025-06-20-11.20.41.000000;;;;S;;;;;2025-06-20-11.20.41.000000;;0
7896901635129;0;E;19058;1;25321;S;;;7896901635129;S;N;;2025-06-20-11.20.41.000000;;;;S;;;;;2025-06-20-11.20.41.000000;;0
3127358;0;I;19058;1;25321;N;;;3127358;N;N;;2025-06-20-11.20.41.000000;;;;S;;;;;2025-06-20-11.20.41.000000;;0
7896901635136;0;E;19058;1;25329;S;;;7896901635136;S;N;;2025-06-20-11.20.41.000000;;;;S;;;;;2025-06-20-11.20.41.000000;;0
3127361;0;I;19058;1;25329;N;;;3127361;N;N;;2025-06-20-11.20.41.000000;;;;S;;;;;2025-06-20-11.20.41.000000;;0
7896523101538;0;E;19055;1;25230;S;;;7896523101538;S;N;;2025-06-20-11.20.41.000000;;;;S;;;;;2025-06-20-11.20.41.000000;;0
3126015;0;I;19055;1;25230;N;;;3126015;N;N;;2025-06-20-11.20.41.000000;;;;S;;;;;2025-06-20-11.20.41.000000;;0
7896523107394;0;E;19056;1;25245;S;;;7896523107394;S;N;;2025-06-20-11.20.42.000000;;;;S;;;;;2025-06-20-11.20.42.000000;;0
3125981;0;I;19056;1;25245;N;;;3125981;N;N;;2025-06-20-11.20.42.000000;;;;S;;;;;2025-06-20-11.20.42.000000;;0
7896523107301;0;E;19056;1;25246;S;;;7896523107301;S;N;;2025-06-20-11.20.42.000000;;;;S;;;;;2025-06-20-11.20.42.000000;;0
7896523107523;0;E;19056;1;25252;S;;;7896523107523;S;N;;2025-06-20-11.20.42.000000;;;;S;;;;;2025-06-20-11.20.42.000000;;0
7896523107530;0;E;19056;1;25255;S;;;7896523107530;S;N;;2025-06-20-11.20.42.000000;;;;S;;;;;2025-06-20-11.20.42.000000;;0
3126012;0;I;19056;1;25255;N;;;3126012;N;N;;2025-06-20-11.20.42.000000;;;;S;;;;;2025-06-20-11.20.42.000000;;0
7896901634535;0;E;19058;1;25284;S;;;7896901634535;S;N;;2025-06-20-11.20.42.000000;;;;S;;;;;2025-06-20-11.20.42.000000;;0
3127467;0;I;19058;1;25284;N;;;3127467;N;N;;2025-06-20-11.20.42.000000;;;;S;;;;;2025-06-20-11.20.42.000000;;0
7896901634641;0;E;19058;1;25287;S;;;7896901634641;S;N;;2025-06-20-11.20.42.000000;;;;S;;;;;2025-06-20-11.20.42.000000;;0
3127477;0;I;19058;1;25287;N;;;3127477;N;N;;2025-06-20-11.20.42.000000;;;;S;;;;;2025-06-20-11.20.42.000000;;0
7896901635426;0;E;19058;1;25296;S;;;7896901635426;S;N;;2025-06-20-11.20.42.000000;;;;S;;;;;2025-06-20-11.20.42.000000;;0
3127389;0;I;19058;1;25296;N;;;3127389;N;N;;2025-06-20-11.20.42.000000;;;;S;;;;;2025-06-20-11.20.42.000000;;0
7896901635211;0;E;19058;1;25298;S;;;7896901635211;S;N;;2025-06-20-11.20.42.000000;;;;S;;;;;2025-06-20-11.20.42.000000;;0
3127376;0;I;19058;1;25298;N;;;3127376;N;N;;2025-06-20-11.20.42.000000;;;;S;;;;;2025-06-20-11.20.42.000000;;0
7896901635655;0;E;19058;1;25302;S;;;7896901635655;S;N;;2025-06-20-11.20.42.000000;;;;S;;;;;2025-06-20-11.20.42.000000;;0
3127318;0;I;19058;1;25302;N;;;3127318;N;N;;2025-06-20-11.20.42.000000;;;;S;;;;;2025-06-20-11.20.42.000000;;0
7896901635235;0;E;19058;1;25314;S;;;7896901635235;S;N;;2025-06-20-11.20.42.000000;;;;S;;;;;2025-06-20-11.20.42.000000;;0
3127378;0;I;19058;1;25314;N;;;3127378;N;N;;2025-06-20-11.20.42.000000;;;;S;;;;;2025-06-20-11.20.42.000000;;0
7896901634474;0;E;19058;1;25323;S;;;7896901634474;S;N;;2025-06-20-11.20.42.000000;;;;S;;;;;2025-06-20-11.20.42.000000;;0
3127398;0;I;19058;1;25323;N;;;3127398;N;N;;2025-06-20-11.20.42.000000;;;;S;;;;;2025-06-20-11.20.42.000000;;0
7896901635570;0;E;19058;1;25325;S;;;7896901635570;S;N;;2025-06-20-11.20.42.000000;;;;S;;;;;2025-06-20-11.20.42.000000;;0
3127295;0;I;19058;1;25325;N;;;3127295;N;N;;2025-06-20-11.20.42.000000;;;;S;;;;;2025-06-20-11.20.42.000000;;0
7896523107486;0;E;19056;1;25241;S;;;7896523107486;S;N;;2025-06-20-11.20.43.000000;;;;S;;;;;2025-06-20-11.20.43.000000;;0
3126056;0;I;19056;1;25241;N;;;3126056;N;N;;2025-06-20-11.20.43.000000;;;;S;;;;;2025-06-20-11.20.43.000000;;0
7896523107387;0;E;19056;1;25242;S;;;7896523107387;S;N;;2025-06-20-11.20.43.000000;;;;S;;;;;2025-06-20-11.20.43.000000;;0
3126057;0;I;19056;1;25242;N;;;3126057;N;N;;2025-06-20-11.20.43.000000;;;;S;;;;;2025-06-20-11.20.43.000000;;0
7896523107547;0;E;19056;1;25258;S;;;7896523107547;S;N;;2025-06-20-11.20.43.000000;;;;S;;;;;2025-06-20-11.20.43.000000;;0
