CODACESSONUM;CGCFORNEC;TIPCODIGO;SEQFAMILIA;QTDEMBALAGEM;SEQPRODUTO;INDUTILVENDA;INDREPLICACAO;INDGEROUREPLICACAO;CODACESSO;INDUTILWMS;INDPREFEDI;INDEANTRIBNFE;DTAHORALTERACARGAPDV;USUARIOALTERACAO;DTAINIUTILCODTRANS;DTAFINALUTILCODTRANS;INDUTILNFE;INDABCPREFERENCIAL;INDGTINFABPROPRIA;MULTEQPEMB;MULTEQPEMBALAGEM;DATAHORAALTERACAO;NROBASEEXPORTACAOERP;CGCFORNEC_BKP
;0;E;197;1;72;S;S;;7896385800099;S;;;2025-02-06-14.24.24.000000;JORSALDA;;;S;;;;;2025-02-06-14.24.24.000000;;0
;0;I;199;1;73;N;S;;0041861;S;;;2024-09-21-11.46.59.000000;CARIOS;;;S;;;;;2024-09-21-11.46.59.000000;;0
;0;I;221;1;113;N;S;;1007210;S;;;2024-09-24-15.09.08.000000;CARIOS;;;S;;;;;2024-09-24-15.09.08.000000;;0
;0;E;223;1;115;S;S;;7896052605378;S;;;2024-09-24-15.33.51.000000;CARIOS;;;S;;;;;2024-09-24-15.33.51.000000;;0
;0;E;225;1;117;S;S;;0000100187304;S;;;2024-09-24-16.35.37.000000;CARIOS;;;S;;;;;2024-09-24-16.35.37.000000;;0
;0;I;226;1;122;N;S;;1020054;S;;;2025-02-10-10.49.25.000000;JORSALDA;;;S;;;;;2025-02-10-10.49.25.000000;;0
;0;E;226;1;122;S;S;;7891991295185;S;;;2025-02-10-10.49.25.000000;JORSALDA;;;S;;;;;2025-02-10-10.49.25.000000;;0
;0;I;229;1;124;N;S;;1015386;S;;;2024-09-24-17.19.55.000000;CARIOS;;;S;;;;;2024-09-24-17.19.55.000000;;0
;0;I;231;1;126;N;S;;1402873;S;;;2024-09-24-17.32.38.000000;CARIOS;;;S;;;;;2024-09-24-17.32.38.000000;;0
;0;E;245;1;139;S;S;;0000078905351;S;;;2024-09-25-14.30.46.000000;CARIOS;;;S;;;;;2024-09-25-14.30.46.000000;;0
;0;E;246;1;140;S;S;;7891991297547;S;;;2024-09-25-14.50.43.000000;CARIOS;;;S;;;;;2024-09-25-14.50.43.000000;;0
;0;I;248;1;142;N;S;;1000625;S;;;2024-09-25-14.55.41.000000;CARIOS;;;S;;;;;2024-09-25-14.55.41.000000;;0
;0;I;251;1;145;N;S;;0108492;S;;;2024-09-25-16.57.09.000000;CARIOS;;;S;;;;;2024-09-25-16.57.09.000000;;0
;0;E;251;1;145;S;S;;7891991010153;S;;;2026-01-23-14.24.43.000000;CVELOSO;;;S;;;;;2026-01-23-14.24.43.000000;0;0
;0;E;58396;1;147;S;S;;7891991009164;S;;;2026-03-18-10.43.02.000000;LUSENA;;;S;;;;;2026-03-18-10.43.02.000000;0;0
;0;I;257;1;151;N;S;;1402861;S;;;2024-09-25-17.34.13.000000;CARIOS;;;S;;;;;2024-09-25-17.34.13.000000;;0
;0;I;58395;1;152;N;S;;9943919;S;;;2026-03-18-10.42.44.000000;LUSENA;;;S;;;;;2026-03-18-10.42.44.000000;0;0
;0;I;258;1;154;N;S;;1000618;S;;;2025-02-10-10.19.16.000000;JORSALDA;;;S;;;;;2025-02-10-10.19.16.000000;;0
;0;E;258;1;154;S;S;;7891991298827;S;;;2026-02-01-11.23.55.000000;IGORNAT;;;S;;;;;2026-02-01-11.23.55.000000;0;0
;0;E;261;1;155;S;S;;7891149101528;S;;;2024-09-26-11.03.25.000000;CARIOS;;;S;;;;;2024-09-26-11.03.25.000000;;0
;0;E;262;1;156;S;S;;7891991011723;S;;;2026-01-20-07.02.31.000000;LUSENA;;;S;;;;;2026-01-20-07.02.31.000000;0;0
;0;E;265;1;159;S;S;;7891991305846;S;;;2024-09-26-11.30.39.000000;CARIOS;;;S;;;;;2024-09-26-11.30.39.000000;;0
;0;I;273;1;168;N;S;;1403088;S;;;2024-09-26-15.49.12.000000;LUSENA;;;S;;;;;2024-09-26-15.49.12.000000;;0
;0;E;275;1;170;S;S;;7898933716937;S;;;2024-09-26-16.05.14.000000;LUSENA;;;S;;;;;2024-09-26-16.05.14.000000;;0
;0;E;279;1;174;S;S;;7898933716913;S;;;2024-09-26-16.42.40.000000;LUSENA;;;S;;;;;2024-09-26-16.42.40.000000;;0
;0;I;295;1;213;N;S;;0095823;S;;;2025-02-12-15.10.08.000000;JORSALDA;;;S;;;;;2025-02-12-15.10.08.000000;;0
;0;I;302;1;223;N;S;;1403528;S;;;2024-09-28-10.07.56.000000;CARIOS;;;S;;;;;2024-09-28-10.07.56.000000;;0
;0;I;307;1;229;N;S;;1006085;S;;;2024-09-30-09.31.44.000000;CARIOS;;;S;;;;;2024-09-30-09.31.44.000000;;0
;0;E;310;1;232;S;S;;7891991014717;S;;;2025-02-15-09.45.11.000000;JORSALDA;;;S;;;;;2025-02-15-09.45.11.000000;;0
;0;E;313;1;234;S;S;;7896436101854;S;;;2024-09-30-10.09.15.000000;CARIOS;;;S;;;;;2024-09-30-10.09.15.000000;;0
;0;E;316;1;237;S;S;;7891991014762;S;;;2024-09-30-10.59.41.000000;CARIOS;;;S;;;;;2024-09-30-10.59.41.000000;;0
;0;I;280;1;244;N;S;;1019485;S;;;2025-02-17-09.17.07.000000;JORSALDA;;;S;;;;;2025-02-17-09.17.07.000000;;0
;0;E;280;1;244;S;S;;7891991304184;S;;;2026-01-26-08.10.17.000000;CVELOSO;;;S;;;;;2026-01-26-08.10.17.000000;0;0
;0;E;60213;1;254;S;S;;7898367980010;S;;;2026-05-06-12.00.38.000000;JORSALDA;;;S;;;;;2026-05-06-12.00.38.000000;0;0
;0;I;329;1;261;N;S;;1018891;S;;;2024-09-30-15.50.33.000000;CARIOS;;;S;;;;;2024-09-30-15.50.33.000000;;0
;0;I;369;1;319;N;S;;1000065;S;;;2024-10-02-14.50.01.000000;LUSENA;;;S;;;;;2024-10-02-14.50.01.000000;;0
;0;E;369;1;320;S;S;;7894900087048;S;;;2024-10-02-15.00.55.000000;LUSENA;;;S;;;;;2024-10-02-15.00.55.000000;;0
;0;E;369;1;321;S;S;;7894000182018;S;;;2024-10-02-15.08.19.000000;LUSENA;;;S;;;;;2024-10-02-15.08.19.000000;;0
;0;I;36410;1;323;N;S;;1403386;S;;;2025-12-03-08.44.55.000000;LUSENA;;;S;;;;;2025-12-03-08.44.55.000000;0;0
;0;E;369;1;325;S;S;;7894000001159;S;;;2024-10-02-15.53.59.000000;LUSENA;;;S;;;;;2024-10-02-15.53.59.000000;;0
;0;E;370;1;327;S;S;;7891700202916;S;;;2024-10-02-16.49.47.000000;LUSENA;;;S;;;;;2024-10-02-16.49.47.000000;;0
;0;I;370;1;329;N;S;;1403447;S;;;2024-10-02-17.02.46.000000;LUSENA;;;S;;;;;2024-10-02-17.02.46.000000;;0
;0;E;370;1;330;S;S;;7891700203067;S;;;2024-10-02-17.49.54.000000;LUSENA;;;S;;;;;2024-10-02-17.49.54.000000;;0
;0;I;60312;1;359;N;S;;1002612;S;;;2026-05-07-14.44.49.000000;JORSALDA;;;S;;;;;2026-05-07-14.44.49.000000;0;0
;0;I;53350;1;361;N;S;;1403389;S;;;2026-02-20-14.32.57.000000;LUSENA;;;S;;;;;2026-02-20-14.32.57.000000;0;0
;0;I;175;1;364;N;S;;1017531;S;;;2025-02-18-07.44.43.000000;JORSALDA;;;S;;;;;2025-02-18-07.44.43.000000;;0
;0;I;36396;1;16;N;S;;1401622;S;;;2025-12-02-16.53.39.000000;LUSENA;;;S;;;;;2025-12-02-16.53.39.000000;0;0
;0;E;36396;1;16;S;S;;7894900530032;S;;;2025-12-02-16.53.39.000000;LUSENA;;;S;;;;;2025-12-02-16.53.39.000000;0;0
;0;I;172;1;18;N;S;;1402611;S;;;2024-09-18-10.48.45.000000;CARIOS;;;S;;;;;2024-09-18-10.48.45.000000;;0
;0;I;180;1;48;N;S;;0067232;S;;;2024-09-19-09.59.25.000000;CARIOS;;;S;;;;;2024-09-19-09.59.25.000000;;0
;0;I;180;1;49;N;S;;0067225;S;;;2026-02-16-08.46.34.000000;NIAUGUST;;;S;;;;;2026-02-16-08.46.34.000000;0;0
;0;E;180;1;49;S;S;;7896385800440;S;;;2026-02-16-08.46.34.000000;NIAUGUST;;;S;;;;;2026-02-16-08.46.34.000000;0;0
;0;I;182;1;50;N;S;;0036814;S;;;2024-09-19-15.05.59.000000;CARIOS;;;S;;;;;2024-09-19-15.05.59.000000;;0
;0;I;184;1;52;N;S;;1403508;S;;;2024-09-19-16.16.08.000000;CARIOS;;;S;;;;;2024-09-19-16.16.08.000000;;0
;0;I;186;1;53;N;S;;1401325;S;;;2024-09-19-16.36.50.000000;CARIOS;;;S;;;;;2024-09-19-16.36.50.000000;;0
;0;E;142;1;118;S;S;;7896045112111;S;;;2024-09-24-16.08.22.000000;LUSENA;;;S;;;;;2024-09-24-16.08.22.000000;;0
;0;I;142;1;120;N;S;;1017928;S;;;2024-09-24-16.22.10.000000;LUSENA;;;S;;;;;2024-09-24-16.22.10.000000;;0
;0;E;367;1;317;S;S;;7898955705186;S;;;2024-10-02-11.33.30.000000;LUSENA;;;S;;;;;2024-10-02-11.33.30.000000;;0
;0;E;367;1;318;S;S;;7898955705049;S;;;2024-10-02-11.52.56.000000;LUSENA;;;S;;;;;2024-10-02-11.52.56.000000;;0
;0;E;374;1;337;S;S;;7891098041081;S;;;2024-10-03-14.51.02.000000;LUSENA;;;S;;;;;2024-10-03-14.51.02.000000;;0
;0;I;366;1;341;N;S;;1403107;S;;;2025-02-18-15.40.30.000000;JORSALDA;;;S;;;;;2025-02-18-15.40.30.000000;;0
;0;E;366;1;341;S;S;;7898605251827;S;;;2025-02-18-15.40.30.000000;JORSALDA;;;S;;;;;2025-02-18-15.40.30.000000;;0
;0;I;375;1;338;N;S;;1003722;S;;;2024-10-03-15.32.38.000000;CARIOS;;;S;;;;;2024-10-03-15.32.38.000000;;0
;0;E;373;1;343;S;S;;7898964862108;S;;;2026-02-03-11.42.00.000000;AD_WALLACE;;;S;;;;;2026-02-03-11.42.00.000000;0;0
;0;E;376;1;345;S;S;;7792798007158;S;;;2024-10-03-15.53.31.000000;CARIOS;;;S;;;;;2024-10-03-15.53.31.000000;;0
;0;E;377;1;347;S;S;;7891149108152;S;;;2024-10-03-16.11.18.000000;CARIOS;;;S;;;;;2024-10-03-16.11.18.000000;;0
;0;E;60070;1;350;S;S;;7891149108138;S;;;2026-05-02-10.31.05.000000;JORSALDA;;;S;;;;;2026-05-02-10.31.05.000000;0;0
;0;I;378;1;349;N;S;;1403047;S;;;2024-10-03-16.26.10.000000;LUSENA;;;S;;;;;2024-10-03-16.26.10.000000;;0
;0;E;378;1;349;S;S;;7891098040893;S;;;2024-10-03-16.26.10.000000;LUSENA;;;S;;;;;2024-10-03-16.26.10.000000;;0
;0;I;380;1;351;N;S;;1403315;S;;;2024-10-03-16.40.37.000000;LUSENA;;;S;;;;;2024-10-03-16.40.37.000000;;0
;0;E;60310;1;352;S;S;;7891149108510;S;;;2026-05-07-14.42.17.000000;JORSALDA;;;S;;;;;2026-05-07-14.42.17.000000;0;0
;0;I;60310;1;352;N;S;;1402923;S;;;2026-05-07-14.42.17.000000;JORSALDA;;;S;;;;;2026-05-07-14.42.17.000000;0;0
;0;I;383;1;354;N;S;;1403480;S;;;2024-10-03-17.50.54.000000;LUSENA;;;S;;;;;2024-10-03-17.50.54.000000;;0
;0;E;383;1;354;S;S;;7891098041814;S;;;2024-10-03-17.50.54.000000;LUSENA;;;S;;;;;2024-10-03-17.50.54.000000;;0
;0;I;384;1;355;N;S;;1403391;S;;;2024-10-04-09.02.03.000000;LUSENA;;;S;;;;;2024-10-04-09.02.03.000000;;0
;0;I;386;1;357;N;S;;1403024;S;;;2024-10-04-09.36.38.000000;LUSENA;;;S;;;;;2024-10-04-09.36.38.000000;;0
;0;I;42730;1;358;N;S;;1401721;S;;;2026-02-04-09.54.00.000000;LUSENA;;;S;;;;;2026-02-04-09.54.00.000000;0;0
;0;E;42730;1;358;S;S;;7891098000811;S;;;2026-02-04-09.54.00.000000;LUSENA;;;S;;;;;2026-02-04-09.54.00.000000;0;0
;0;I;388;1;360;N;S;;1403390;S;;;2024-10-04-10.11.41.000000;LUSENA;;;S;;;;;2024-10-04-10.11.41.000000;;0
;0;E;388;1;360;S;S;;7891098041883;S;;;2024-10-04-10.11.41.000000;LUSENA;;;S;;;;;2024-10-04-10.11.41.000000;;0
;0;E;396;1;368;S;S;;7896436103094;S;;;2024-10-04-15.04.52.000000;LUSENA;;;S;;;;;2024-10-04-15.04.52.000000;;0
;0;E;396;1;371;S;S;;7896436102813;S;;;2024-10-04-15.18.17.000000;LUSENA;;;S;;;;;2024-10-04-15.18.17.000000;;0
;0;I;398;1;376;N;S;;1004159;S;;;2024-10-04-15.38.35.000000;LUSENA;;;S;;;;;2024-10-04-15.38.35.000000;;0
;0;I;401;1;378;N;S;;1004164;S;;;2024-10-04-16.02.05.000000;LUSENA;;;S;;;;;2024-10-04-16.02.05.000000;;0
;0;E;401;1;379;S;S;;7896436102820;S;;;2024-10-04-16.08.00.000000;LUSENA;;;S;;;;;2024-10-04-16.08.00.000000;;0
;0;E;404;1;382;S;S;;0095188798573;S;;;2026-02-02-07.21.49.000000;LETEIXEI;;;S;;;;;2026-02-02-07.21.49.000000;0;0
;0;I;62133;1;469;N;S;;1014956;S;;;2026-06-16-14.57.21.000000;JORSALDA;;;S;;;;;2026-06-16-14.57.21.000000;0;0
;0;I;179;1;471;N;S;;1014977;S;;;2026-06-12-14.21.35.000000;JORSALDA;;;S;;;;;2026-06-12-14.21.35.000000;0;0
;0;E;179;1;471;S;S;;7898080664419;S;;;2026-06-12-14.21.35.000000;JORSALDA;;;S;;;;;2026-06-12-14.21.35.000000;0;0
;0;I;430;1;472;N;S;;1020496;S;;;2024-10-07-17.35.31.000000;LUSENA;;;S;;;;;2024-10-07-17.35.31.000000;;0
;0;E;430;1;472;S;S;;7898080665805;S;;;2024-10-07-17.35.31.000000;LUSENA;;;S;;;;;2024-10-07-17.35.31.000000;;0
;0;E;431;1;475;S;S;;7898422672799;S;;;2024-10-08-08.47.29.000000;CARIOS;;;S;;;;;2024-10-08-08.47.29.000000;;0
;0;I;432;1;477;N;S;;1403115;S;;;2024-10-08-09.24.28.000000;CARIOS;;;S;;;;;2024-10-08-09.24.28.000000;;0
;0;I;433;1;480;N;S;;0037044;S;;;2024-10-08-09.39.35.000000;CARIOS;;;S;;;;;2024-10-08-09.39.35.000000;;0
;0;E;433;1;481;S;S;;7896209600744;S;;;2024-10-08-09.44.09.000000;CARIOS;;;S;;;;;2024-10-08-09.44.09.000000;;0
;0;E;433;1;485;S;S;;7896209600560;S;;;2024-10-08-10.22.28.000000;CARIOS;;;S;;;;;2024-10-08-10.22.28.000000;;0
;0;I;430;1;488;N;S;;1018345;S;;;2026-07-27-15.27.31.000000;JORSALDA;;;S;;;;;2026-07-27-15.27.31.000000;0;0
;0;I;430;1;489;N;S;;1014975;S;;;2024-10-08-11.04.11.000000;LUSENA;;;S;;;;;2024-10-08-11.04.11.000000;;0
;0;I;433;1;490;N;S;;0082025;S;;;2025-02-26-09.31.58.000000;JORSALDA;;;S;;;;;2025-02-26-09.31.58.000000;;0
;0;E;433;1;490;S;S;;7896209600553;S;;;2025-02-26-09.31.58.000000;JORSALDA;;;S;;;;;2025-02-26-09.31.58.000000;;0
;0;I;430;1;491;N;S;;1018354;S;;;2024-10-08-11.11.05.000000;LUSENA;;;S;;;;;2024-10-08-11.11.05.000000;;0
;0;E;430;1;491;S;S;;7898080664952;S;;;2024-10-08-11.11.05.000000;LUSENA;;;S;;;;;2024-10-08-11.11.05.000000;;0
;0;I;3725;1;492;N;S;;0037039;S;;;2026-04-16-15.55.06.000000;JORSALDA;;;S;;;;;2026-04-16-15.55.06.000000;0;0
;0;E;3725;1;492;S;S;;7896209600768;S;;;2026-04-16-15.55.06.000000;JORSALDA;;;S;;;;;2026-04-16-15.55.06.000000;0;0
;0;I;436;1;493;N;S;;1403568;S;;;2024-10-08-11.25.17.000000;CARIOS;;;S;;;;;2024-10-08-11.25.17.000000;;0
;0;E;436;1;493;S;S;;7896209602960;S;;;2024-10-08-11.25.23.000000;CARIOS;;;S;;;;;2024-10-08-11.25.23.000000;;0
;0;I;438;1;495;N;S;;1018347;S;;;2024-10-08-11.44.53.000000;LUSENA;;;S;;;;;2024-10-08-11.44.53.000000;;0
;0;I;438;1;496;N;S;;1018352;S;;;2024-10-08-11.50.07.000000;LUSENA;;;S;;;;;2024-10-08-11.50.07.000000;;0
;0;I;438;1;497;N;S;;1018351;S;;;2024-10-08-14.19.34.000000;LUSENA;;;S;;;;;2024-10-08-14.19.34.000000;;0
;0;I;438;1;498;N;S;;1018353;S;;;2024-10-08-14.22.51.000000;LUSENA;;;S;;;;;2024-10-08-14.22.51.000000;;0
;0;E;439;1;499;S;S;;7898422678005;S;;;2024-10-08-14.40.11.000000;CARIOS;;;S;;;;;2024-10-08-14.40.11.000000;;0
;0;E;439;1;501;S;S;;7898422678470;S;;;2024-10-08-14.47.43.000000;CARIOS;;;S;;;;;2024-10-08-14.47.43.000000;;0
;0;I;440;1;503;N;S;;1017085;S;;;2024-10-08-15.12.20.000000;LUSENA;;;S;;;;;2024-10-08-15.12.20.000000;;0
;0;I;441;1;504;N;S;;0046850;S;;;2024-10-08-15.12.49.000000;CARIOS;;;S;;;;;2024-10-08-15.12.49.000000;;0
;0;I;440;1;506;N;S;;1018895;S;;;2024-10-08-15.38.42.000000;LUSENA;;;S;;;;;2024-10-08-15.38.42.000000;;0
;0;I;443;1;508;N;S;;1007017;S;;;2024-10-08-16.00.25.000000;LUSENA;;;S;;;;;2024-10-08-16.00.25.000000;;0
;0;I;442;1;509;N;S;;1005005;S;;;2024-10-08-16.00.59.000000;CARIOS;;;S;;;;;2024-10-08-16.00.59.000000;;0
;0;I;444;1;512;N;S;;1017342;S;;;2024-10-08-17.14.16.000000;CARIOS;;;S;;;;;2024-10-08-17.14.16.000000;;0
;0;I;444;1;513;N;S;;1017343;S;;;2024-10-08-17.32.40.000000;CARIOS;;;S;;;;;2024-10-08-17.32.40.000000;;0
;0;E;444;1;516;S;S;;7896547501543;S;;;2024-10-09-08.44.37.000000;CARIOS;;;S;;;;;2024-10-09-08.44.37.000000;;0
;0;I;445;1;519;N;S;;1403380;S;;;2024-10-09-08.53.07.000000;LUSENA;;;S;;;;;2024-10-09-08.53.07.000000;;0
;0;E;445;1;519;S;S;;9002490247379;S;;;2026-03-14-09.23.08.000000;LUSENA;;;S;;;;;2026-03-14-09.23.08.000000;0;0
;0;I;166;1;12;N;S;;104210;S;;;2026-01-05-16.49.14.000000;IGORNAT;;;S;;;;;2026-01-05-16.49.14.000000;0;0
;0;E;169;1;19;S;S;;7896004008844;S;;;2024-09-18-10.55.29.000000;LUSENA;;;S;;;;;2024-09-18-10.55.29.000000;;0
;0;E;17587;1;21;S;S;;7896004008806;S;;;2026-05-28-11.57.38.000000;JORSALDA;;;S;;;;;2026-05-28-11.57.38.000000;0;0
;0;I;169;1;23;N;S;;1006894;S;;;2024-09-18-11.10.34.000000;LUSENA;;;S;;;;;2024-09-18-11.10.34.000000;;0
;0;E;169;1;27;S;S;;7896004008745;S;;;2026-02-01-11.53.48.000000;DEIZABEL;;;S;;;;;2026-02-01-11.53.48.000000;0;0
;0;I;169;1;28;N;S;;1006892;S;;;2024-09-18-11.41.17.000000;LUSENA;;;S;;;;;2024-09-18-11.41.17.000000;;0
;0;I;169;1;29;N;S;;1006890;S;;;2024-09-18-11.43.00.000000;LUSENA;;;S;;;;;2024-09-18-11.43.00.000000;;0
;0;E;169;1;30;S;S;;7896004008738;S;;;2026-01-22-13.50.13.000000;CVELOSO;;;S;;;;;2026-01-22-13.50.13.000000;0;0
;0;E;169;1;31;S;S;;7896004008837;S;;;2024-09-18-11.52.11.000000;LUSENA;;;S;;;;;2024-09-18-11.52.11.000000;;0
;0;I;201;1;76;N;S;;1010710;S;;;2024-09-23-08.58.57.000000;LUSENA;;;S;;;;;2024-09-23-08.58.57.000000;;0
;0;E;201;1;77;S;S;;7622210696328;S;;;2024-09-23-09.03.30.000000;LUSENA;;;S;;;;;2024-09-23-09.03.30.000000;;0
;0;E;211;1;86;S;S;;7896780900882;S;;;2024-09-23-10.59.23.000000;LUSENA;;;S;;;;;2024-09-23-10.59.23.000000;;0
;0;E;142;1;92;S;S;;7896045112623;S;;;2024-09-23-11.49.39.000000;LUSENA;;;S;;;;;2024-09-23-11.49.39.000000;;0
;0;E;142;1;95;S;S;;7896045112142;S;;;2024-09-23-11.58.25.000000;LUSENA;;;S;;;;;2024-09-23-11.58.25.000000;;0
;0;E;201;1;97;S;S;;7622210696441;S;;;2024-09-23-15.24.38.000000;LUSENA;;;S;;;;;2024-09-23-15.24.38.000000;;0
;0;E;142;1;101;S;S;;7896045112104;S;;;2024-09-23-16.01.53.000000;LUSENA;;;S;;;;;2024-09-23-16.01.53.000000;;0
;0;E;215;1;102;S;S;;7891991010436;S;;;2026-01-24-07.54.28.000000;CVELOSO;;;S;;;;;2026-01-24-07.54.28.000000;0;0
;0;E;142;1;103;S;S;;7896045112098;S;;;2024-09-23-16.06.08.000000;LUSENA;;;S;;;;;2024-09-23-16.06.08.000000;;0
;0;I;216;1;107;N;S;;1403165;S;;;2024-09-23-16.33.55.000000;CARIOS;;;S;;;;;2024-09-23-16.33.55.000000;;0
;0;I;60472;1;108;N;S;;1006619;S;;;2026-05-11-08.57.21.000000;JORSALDA;;;S;;;;;2026-05-11-08.57.21.000000;0;0
;0;I;217;1;109;N;S;;9968561;S;;;2024-09-23-16.53.00.000000;CARIOS;;;S;;;;;2024-09-23-16.53.00.000000;;0
;0;E;217;1;109;S;S;;7891149103041;S;;;2024-09-23-16.53.00.000000;CARIOS;;;S;;;;;2024-09-23-16.53.00.000000;;0
;0;I;219;1;111;N;S;;1402248;S;;;2024-09-23-17.24.31.000000;CARIOS;;;S;;;;;2024-09-23-17.24.31.000000;;0
;0;I;220;1;112;N;S;;1402314;S;;;2024-09-23-17.48.03.000000;CARIOS;;;S;;;;;2024-09-23-17.48.03.000000;;0
;0;E;232;1;128;S;S;;7891149104468;S;;;2026-01-24-08.46.47.000000;CVELOSO;;;S;;;;;2026-01-24-08.46.47.000000;0;0
;0;I;232;1;128;N;S;;1402332;S;;;2024-09-25-08.48.42.000000;CARIOS;;;S;;;;;2024-09-25-08.48.42.000000;;0
;0;E;234;1;129;S;S;;7804330984060;S;;;2024-09-25-09.13.52.000000;LUSENA;;;S;;;;;2024-09-25-09.13.52.000000;;0
;0;E;237;1;131;S;S;;7804330006717;S;;;2024-09-25-10.10.21.000000;LUSENA;;;S;;;;;2024-09-25-10.10.21.000000;;0
;0;E;235;1;132;S;S;;7898230715558;S;;;2026-05-05-09.25.28.000000;JORSALDA;;;S;;;;;2026-05-05-09.25.28.000000;0;0
;0;I;235;1;132;N;S;;1403037;S;;;2026-05-05-09.25.28.000000;JORSALDA;;;S;;;;;2026-05-05-09.25.28.000000;0;0
;0;I;238;1;133;N;S;;1020015;S;;;2024-09-25-10.28.28.000000;LUSENA;;;S;;;;;2024-09-25-10.28.28.000000;;0
;0;E;238;1;133;S;S;;7804330006731;S;;;2024-09-25-10.28.28.000000;LUSENA;;;S;;;;;2024-09-25-10.28.28.000000;;0
;0;I;239;1;134;N;S;;1402978;S;;;2026-05-05-09.35.51.000000;JORSALDA;;;S;;;;;2026-05-05-09.35.51.000000;0;0
;0;E;239;1;134;S;S;;7898230710102;S;;;2026-05-05-09.35.51.000000;JORSALDA;;;S;;;;;2026-05-05-09.35.51.000000;0;0
;0;I;242;1;136;N;S;;0093378;S;;;2024-09-25-11.56.04.000000;CARIOS;;;S;;;;;2024-09-25-11.56.04.000000;;0
;0;I;244;1;138;N;S;;20192;S;;;2024-09-25-14.31.20.000000;LUSENA;;;S;;;;;2024-09-25-14.31.20.000000;;0
;0;I;247;1;141;N;S;;20191;S;;;2025-01-03-17.13.35.000000;LUSENA;;;S;;;;;2025-01-03-17.13.35.000000;;0
;0;E;247;1;141;S;S;;7896452106000;S;;;2024-09-25-14.52.01.000000;LUSENA;;;S;;;;;2024-09-25-14.52.01.000000;;0
;0;E;249;1;143;S;S;;7896452106208;S;;;2024-09-25-15.00.39.000000;LUSENA;;;S;;;;;2024-09-25-15.00.39.000000;;0
;0;I;254;1;148;N;S;;1200080;S;;;2024-09-25-17.21.06.000000;LUSENA;;;S;;;;;2024-09-25-17.21.06.000000;;0
;0;I;256;1;150;N;S;;1400403;S;;;2024-09-25-17.30.49.000000;LUSENA;;;S;;;;;2024-09-25-17.30.49.000000;;0
;0;E;259;1;153;S;S;;7804321094532;S;;;2024-09-25-17.55.31.000000;LUSENA;;;S;;;;;2024-09-25-17.55.31.000000;;0
;0;I;266;1;160;N;S;;1018074;S;;;2024-09-26-11.54.21.000000;LUSENA;;;S;;;;;2024-09-26-11.54.21.000000;;0
;0;E;268;1;162;S;S;;7898912020345;S;;;2024-09-26-14.51.58.000000;CARIOS;;;S;;;;;2024-09-26-14.51.58.000000;;0
;0;I;271;1;164;N;S;;1403520;S;;;2024-09-26-15.22.29.000000;CARIOS;;;S;;;;;2024-09-26-15.22.29.000000;;0
