TABLE_NAME;OWNER
MLFV_BASENFITEMPEDIDO;CONSINCO
MLF_AUXNFITEM;CONSINCO
MLOV_PEDCOMPRAEXPED_SORTER;CONSINCO
MLO_AGENDAPEDCOMPRA;CONSINCO
MLO_TRANSFSELINV;CONSINCO
MRLV_DIVERGPEDNF;CONSINCO
MRLV_EDIATHOSFALTAS;CONSINCO
MRLV_EDIATHOSNFITEM;CONSINCO
MRLV_EDIFARMEDFALTAS;CONSINCO
MRLV_EDIFARMEDNFITEM;CONSINCO
MRLV_EDIMERCADORITEM;CONSINCO
MRLV_EDINOVAERAITEM;CONSINCO
MRLV_EDIPANARELLOFALTAS;CONSINCO
MRLV_EDIPANARELLONFITEM;CONSINCO
MRLV_EDIPHARMALINKFALTAS;CONSINCO
MRLV_EDIPHARMALINKNFITEM;CONSINCO
MRLV_EDIPROFARMAFALTAS;CONSINCO
MRLV_EDIPROFARMANFITEM;CONSINCO
MRLV_EDISANTACRUZFALTAS;CONSINCO
MRLV_EDISANTACRUZNFITEM;CONSINCO
MRLV_EDISERVIMEDFALTAS;CONSINCO
MRLV_EDISERVIMEDNFITEM;CONSINCO
MRLV_EDISUDESTEFARMAFALTAS;CONSINCO
MRLV_EDISUDESTEFARMANFITEM;CONSINCO
MRLV_NFEITEMPEDIDO;CONSINCO
MRLX_CALCTRIBAUXNFITEM;CONSINCO
MRLX_EDIPEDIDOFALTA;CONSINCO
MRL_NFEITEMPEDIDO;CONSINCO
MSUV_ACORDOPROMOC;CONSINCO
MSUV_ADMESTQLOTE;CONSINCO
MSUV_ADMESTQLOTEITEMREC;CONSINCO
MSUV_ANALISEPEDIDOC1;CONSINCO
MSUV_ANALISEPEDIDOC1LOG;CONSINCO
MSUV_ANALISEPEDIDOC2;CONSINCO
MSUV_ANALISEPEDIDOC2LOG;CONSINCO
MSUV_ANALISEPEDIDOC3;CONSINCO
MSUV_ANALISEPEDIDOC3LOG;CONSINCO
MSUV_BASECALCACORDOCOM;CONSINCO
MSUV_BASECALCACORDOCOMPROD;CONSINCO
MSUV_BASEPSITEMEXPEDIR;CONSINCO
MSUV_BASEPSITEMRECEBER;CONSINCO
MSUV_CONSISTECANCELPEDSUPRIM;CONSINCO
MSUV_EXPORTAPEDIDO;CONSINCO
MSUV_INCONSISTECANCELPEDSUPRIM;CONSINCO
MSUV_ITENSPEDIDOSUPRIMWEB;CONSINCO
MSUV_PEDIDOEXPENDERECO;CONSINCO
MSUV_PEDIDOPENDENTE;CONSINCO
MSUV_PEDIDOSUPRIM;CONSINCO
MSUV_PEDIDOSUPRIMCANCELAMENTO;CONSINCO
MSUV_PEDIDOSUPRIMWEB;CONSINCO
MSUV_PSITEMCANCELARECEBER;CONSINCO
MSUV_PSITEMEXPEDIDO;CONSINCO
MSUV_PSITEMEXPEDIR;CONSINCO
MSUV_PSITEMRECEBER;CONSINCO
MSUV_PSITEMRECEBIDONF;CONSINCO
MSUV_VALORPEDIDO;CONSINCO
MSUX_ATU_PSITEMRECEBER;CONSINCO
MSUX_CANCELAPEDIDOSUPRIM;CONSINCO
MSUX_CONSULTAEXPEDICAO;CONSINCO
MSUX_DESVINCPEDIDONFE;CONSINCO
MSUX_ESPEC_ACORDOPROMOC;CONSINCO
MSUX_EXPORTAPEDIDO;CONSINCO
MSUX_INCONSISTECANCELPEDSUPRIM;CONSINCO
MSUX_ITEMEXPEDIR;CONSINCO
MSUX_LC_PSITEMRECEBER;CONSINCO
MSUX_PEDIDOLOTEABASTEC;CONSINCO
MSUX_PEDIDOSAGE;CONSINCO
MSUX_PEDIDOSUPRIM;CONSINCO
MSUX_PEDIDOSUPRIMEDI;CONSINCO
MSUX_PSITEMEXPEDIRVALIDA;CONSINCO
MSUX_PSITEMRECEBER;CONSINCO
MSUX_PSITEMRECEBER_CONTROLE;CONSINCO
MSUX_SELECROWID;CONSINCO
MSU_ACORDOPROMOC;CONSINCO
MSU_ACORDOPROMOCLOG;CONSINCO
MSU_ACORDOPROMOCNF;CONSINCO
MSU_ACORDOTITULORECEB;CONSINCO
MSU_ADMESTQPREEXP;CONSINCO
MSU_INCONSISTCANCELA;CONSINCO
MSU_PEDIDOSAGE;CONSINCO
MSU_PEDIDOSAGEINT;CONSINCO
MSU_PEDIDOSUPRIM;CONSINCO
MSU_PEDIDOSUPRIMLOG;CONSINCO
MSU_PEDIDOSUPRIM_LOG;CONSINCO
MSU_PEDIDOSUPRIM_VENCTO;CONSINCO
MSU_PEDSUPRIMPRECIF;CONSINCO
MSU_PSITEMDIGITADO;CONSINCO
MSU_PSITEMEXPEDIDO;CONSINCO
MSU_PSITEMEXPEDIDOLOG;CONSINCO
MSU_PSITEMEXPEDIDO_LOG;CONSINCO
MSU_PSITEMEXPEDIR;CONSINCO
MSU_PSITEMEXPEDIRLOG;CONSINCO
MSU_PSITEMEXPEDIRLOTE;CONSINCO
MSU_PSITEMEXPEDIR_HIST;CONSINCO
MSU_PSITEMEXPEDIR_LOG;CONSINCO
MSU_PSITEMRECEBER;CONSINCO
MSU_PSITEMRECEBERLOG;CONSINCO
MSU_PSITEMRECEBER_LOG;CONSINCO
MSU_PSITEMRECEBIDO;CONSINCO
MSU_PSITEMRECEBIDOLOG;CONSINCO
MSU_PSITEMRECEBIDO_LOG;CONSINCO
NEXXERA_ITEMPEDIDOXML;CONSINCO
NEXXERA_PEDIDOXML;CONSINCO
SP_ATUALIZACONTACORRENTE_PARAM;CONSINCO
TMP_AUXNFITEM_SELINV;CONSINCO
