SEQPONTOEXTRA;DESCRICAO;SEQPRODUTO;DESCCOMPLETA;NROEMPRESA;FANTASIA;ESTQMINIMO;ESTQMAXIMO;ESTQLOJA;DTAVIGENCIAINICIO;DTAVIGENCIAFIM;QTDDIASSUGESTAO;STATUS;SEQVIGENCIA;APELIDO
241;cesta basica;2351;FEIJAO PRETO CALDO OURO 1KG;4;BENTO MARTINS;180;240;134;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;593;NIDAL
241;cesta basica;2351;FEIJAO PRETO CALDO OURO 1KG;5;PINHEIRO MACHADO;230;300;107;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;592;NIDAL
241;cesta basica;2351;FEIJAO PRETO CALDO OURO 1KG;6;SETEMBRINO DE CARVALHO;380;500;572;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;591;NIDAL
241;cesta basica;2351;FEIJAO PRETO CALDO OURO 1KG;7;PINHEIRO MACHADO;260;340;299;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;590;NIDAL
241;cesta basica;2351;FEIJAO PRETO CALDO OURO 1KG;8;FLORES DA CUNHA;210;270;331;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;589;NIDAL
241;cesta basica;2351;FEIJAO PRETO CALDO OURO 1KG;11;DOMINGOS MARTINS;570;740;1516,992;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;588;NIDAL
241;cesta basica;2351;FEIJAO PRETO CALDO OURO 1KG;12;GENERAL MARQUES;480;620;343;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;587;NIDAL
241;cesta basica;2351;FEIJAO PRETO CALDO OURO 1KG;13;GENERAL CANABARRO;240;310;403;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;586;NIDAL
241;cesta basica;2351;FEIJAO PRETO CALDO OURO 1KG;14;SETE DE SETEMBRO;220;280;109;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;585;NIDAL
241;cesta basica;2351;FEIJAO PRETO CALDO OURO 1KG;17;JOAO BATISTA LUZARDO;400;520;549;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;584;NIDAL
241;cesta basica;2351;FEIJAO PRETO CALDO OURO 1KG;18;BENTO MANOEL;350;1450;276;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;583;NIDAL
241;cesta basica;980;OLEO SOJA COAMO PET 900ML;1;DUQUE DE CAXIAS;180;240;466;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;554;NIDAL
241;cesta basica;980;OLEO SOJA COAMO PET 900ML;2;FRANCISCO ETCHEPARE;820;1080;2673;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;553;NIDAL
241;cesta basica;980;OLEO SOJA COAMO PET 900ML;3;GENERAL CANABARRO;1300;1680;5128;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;552;NIDAL
241;cesta basica;980;OLEO SOJA COAMO PET 900ML;4;BENTO MARTINS;420;540;882;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;551;NIDAL
241;cesta basica;980;OLEO SOJA COAMO PET 900ML;5;PINHEIRO MACHADO;540;700;975;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;550;NIDAL
241;cesta basica;980;OLEO SOJA COAMO PET 900ML;6;SETEMBRINO DE CARVALHO;760;1000;3639;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;549;NIDAL
241;cesta basica;980;OLEO SOJA COAMO PET 900ML;7;PINHEIRO MACHADO;660;860;1805;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;548;NIDAL
241;cesta basica;980;OLEO SOJA COAMO PET 900ML;8;FLORES DA CUNHA;380;480;1122;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;547;NIDAL
241;cesta basica;980;OLEO SOJA COAMO PET 900ML;11;DOMINGOS MARTINS;1200;1560;2993;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;546;NIDAL
241;cesta basica;980;OLEO SOJA COAMO PET 900ML;12;GENERAL MARQUES;1200;1560;2081;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;545;NIDAL
241;cesta basica;980;OLEO SOJA COAMO PET 900ML;13;GENERAL CANABARRO;940;1200;1351;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;544;NIDAL
241;cesta basica;980;OLEO SOJA COAMO PET 900ML;14;SETE DE SETEMBRO;360;460;1118;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;543;NIDAL
241;cesta basica;980;OLEO SOJA COAMO PET 900ML;17;JOAO BATISTA LUZARDO;920;1200;1779;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;542;NIDAL
241;cesta basica;980;OLEO SOJA COAMO PET 900ML;18;BENTO MANOEL;860;1160;1674;2026-08-26-00.00.00.000000;2026-12-31-00.00.00.000000;;A;541;NIDAL
